date,time,invested_amount,etf_count,etf_details
2026-01-07,16:59:15,1148.09,3,"[{""SYMBOL"": ""GOLDSHARE"", ""USER_QTY"": 3, ""USER_AMOUNT"": 277.20000000000005}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 9, ""USER_AMOUNT"": 248.49}, {""SYMBOL"": ""AXISILVER"", ""USER_QTY"": 5, ""USER_AMOUNT"": 622.4}]"
2026-01-07,22:00:33,1148.09,3,"[{""SYMBOL"": ""GOLDSHARE"", ""USER_QTY"": 3, ""USER_AMOUNT"": 277.20000000000005}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 9, ""USER_AMOUNT"": 248.49}, {""SYMBOL"": ""AXISILVER"", ""USER_QTY"": 5, ""USER_AMOUNT"": 622.4}]"
2026-01-11,12:19:39,2473.61,25,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 1, ""USER_AMOUNT"": 48.08}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 29.24}, {""SYMBOL"": ""OILIETF"", ""USER_QTY"": 14, ""USER_AMOUNT"": 164.5}, {""SYMBOL"": ""FINIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 65.2}, {""SYMBOL"": ""AONEGOLD"", ""USER_QTY"": 6, ""USER_AMOUNT"": 75.96000000000001}, {""SYMBOL"": ""PHARMABEES"", ""USER_QTY"": 4, ""USER_AMOUNT"": 94.16}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 96.42}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 3, ""USER_AMOUNT"": 124.94999999999999}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 69.6}, {""SYMBOL"": ""METALIETF"", ""USER_QTY"": 17, ""USER_AMOUNT"": 190.23}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 63.4}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 7, ""USER_AMOUNT"": 115.28999999999999}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 9, ""USER_AMOUNT"": 99.45}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 9, ""USER_AMOUNT"": 105.21}, {""SYMBOL"": ""GROWWNIFTY"", ""USER_QTY"": 6, ""USER_AMOUNT"": 62.400000000000006}, {""SYMBOL"": ""SBIBPB"", ""USER_QTY"": 2, ""USER_AMOUNT"": 100.0}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 113.0}, {""SYMBOL"": ""NEXT50IETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 72.74}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""TOP10ADD"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 5, ""USER_AMOUNT"": 173.6}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 18, ""USER_AMOUNT"": 407.7}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 2, ""USER_AMOUNT"": 87.42}, {""SYMBOL"": ""MOVALUE"", ""USER_QTY"": 1, ""USER_AMOUNT"": 115.06}]"
2026-01-11,13:07:12,2473.61,25,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 1, ""USER_AMOUNT"": 48.08}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 29.24}, {""SYMBOL"": ""OILIETF"", ""USER_QTY"": 14, ""USER_AMOUNT"": 164.5}, {""SYMBOL"": ""FINIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 65.2}, {""SYMBOL"": ""AONEGOLD"", ""USER_QTY"": 6, ""USER_AMOUNT"": 75.96000000000001}, {""SYMBOL"": ""PHARMABEES"", ""USER_QTY"": 4, ""USER_AMOUNT"": 94.16}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 96.42}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 3, ""USER_AMOUNT"": 124.94999999999999}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 69.6}, {""SYMBOL"": ""METALIETF"", ""USER_QTY"": 17, ""USER_AMOUNT"": 190.23}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 63.4}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 7, ""USER_AMOUNT"": 115.28999999999999}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 9, ""USER_AMOUNT"": 99.45}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 9, ""USER_AMOUNT"": 105.21}, {""SYMBOL"": ""GROWWNIFTY"", ""USER_QTY"": 6, ""USER_AMOUNT"": 62.400000000000006}, {""SYMBOL"": ""SBIBPB"", ""USER_QTY"": 2, ""USER_AMOUNT"": 100.0}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 113.0}, {""SYMBOL"": ""NEXT50IETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 72.74}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""TOP10ADD"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 5, ""USER_AMOUNT"": 173.6}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 18, ""USER_AMOUNT"": 407.7}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 2, ""USER_AMOUNT"": 87.42}, {""SYMBOL"": ""MOVALUE"", ""USER_QTY"": 1, ""USER_AMOUNT"": 115.06}]"
2026-01-11,13:20:56,479.25,9,"[{""SYMBOL"": ""ALPHAETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 49.7}, {""SYMBOL"": ""MOCAPITAL"", ""USER_QTY"": 1, ""USER_AMOUNT"": 46.0}, {""SYMBOL"": ""MNC"", ""USER_QTY"": 2, ""USER_AMOUNT"": 62.64}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 3, ""USER_AMOUNT"": 48.900000000000006}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 5, ""USER_AMOUNT"": 58.05}, {""SYMBOL"": ""ABSLPSE"", ""USER_QTY"": 6, ""USER_AMOUNT"": 60.17999999999999}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 2, ""USER_AMOUNT"": 68.14}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 2, ""USER_AMOUNT"": 85.64}]"
2026-01-11,13:21:45,479.25,9,"[{""SYMBOL"": ""ALPHAETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 49.7}, {""SYMBOL"": ""MOCAPITAL"", ""USER_QTY"": 1, ""USER_AMOUNT"": 46.0}, {""SYMBOL"": ""MNC"", ""USER_QTY"": 2, ""USER_AMOUNT"": 62.64}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 3, ""USER_AMOUNT"": 48.900000000000006}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 5, ""USER_AMOUNT"": 58.05}, {""SYMBOL"": ""ABSLPSE"", ""USER_QTY"": 6, ""USER_AMOUNT"": 60.17999999999999}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 2, ""USER_AMOUNT"": 68.14}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 2, ""USER_AMOUNT"": 85.64}]"
2026-01-11,13:23:20,479.25,9,"[{""SYMBOL"": ""ALPHAETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 49.7}, {""SYMBOL"": ""MOCAPITAL"", ""USER_QTY"": 1, ""USER_AMOUNT"": 46.0}, {""SYMBOL"": ""MNC"", ""USER_QTY"": 2, ""USER_AMOUNT"": 62.64}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 3, ""USER_AMOUNT"": 48.900000000000006}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 5, ""USER_AMOUNT"": 58.05}, {""SYMBOL"": ""ABSLPSE"", ""USER_QTY"": 6, ""USER_AMOUNT"": 60.17999999999999}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 2, ""USER_AMOUNT"": 68.14}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 2, ""USER_AMOUNT"": 85.64}]"
2026-01-13,18:45:28,85.7,1,"[{""SYMBOL"": ""MODEFENCE"", ""USER_QTY"": 1, ""USER_AMOUNT"": 85.7}]"
2026-01-13,19:17:30,85.7,1,"[{""SYMBOL"": ""MODEFENCE"", ""USER_QTY"": 1, ""USER_AMOUNT"": 85.7}]"
2026-01-13,19:56:55,85.7,1,"[{""SYMBOL"": ""MODEFENCE"", ""USER_QTY"": 1, ""USER_AMOUNT"": 85.7}]"
