date,time,invested_amount,etf_count,etf_details
2026-01-07,16:59:10,2747.98,3,"[{""SYMBOL"": ""GOLDSHARE"", ""USER_QTY"": 7, ""USER_AMOUNT"": 646.8000000000001}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 22, ""USER_AMOUNT"": 607.42}, {""SYMBOL"": ""AXISILVER"", ""USER_QTY"": 12, ""USER_AMOUNT"": 1493.76}]"
2026-01-07,22:00:29,2747.98,3,"[{""SYMBOL"": ""GOLDSHARE"", ""USER_QTY"": 7, ""USER_AMOUNT"": 646.8000000000001}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 22, ""USER_AMOUNT"": 607.42}, {""SYMBOL"": ""AXISILVER"", ""USER_QTY"": 12, ""USER_AMOUNT"": 1493.76}]"
2026-01-10,10:07:13,5594.49,23,"[{""SYMBOL"": ""BSLGOLDETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 7, ""USER_AMOUNT"": 162.4}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 7, ""USER_AMOUNT"": 221.9}, {""SYMBOL"": ""NIFTYBEES"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""MOMENTUM50"", ""USER_QTY"": 5, ""USER_AMOUNT"": 259.95}, {""SYMBOL"": ""ALPHA"", ""USER_QTY"": 2, ""USER_AMOUNT"": 96.16}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 58.48}, {""SYMBOL"": ""ENERGY"", ""USER_QTY"": 15, ""USER_AMOUNT"": 521.4}, {""SYMBOL"": ""HEALTHY"", ""USER_QTY"": 20, ""USER_AMOUNT"": 304.40000000000003}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 192.84}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 7, ""USER_AMOUNT"": 291.55}, {""SYMBOL"": ""METALIETF"", ""USER_QTY"": 40, ""USER_AMOUNT"": 447.59999999999997}, {""SYMBOL"": ""MOM100"", ""USER_QTY"": 5, ""USER_AMOUNT"": 324.3}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 12, ""USER_AMOUNT"": 271.20000000000005}, {""SYMBOL"": ""NEXT50IETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 145.48}, {""SYMBOL"": ""PHARMABEES"", ""USER_QTY"": 7, ""USER_AMOUNT"": 164.78}, {""SYMBOL"": ""ABSLPSE"", ""USER_QTY"": 40, ""USER_AMOUNT"": 406.0}, {""SYMBOL"": ""PSUBNKBEES"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""NV20IETF"", ""USER_QTY"": 10, ""USER_AMOUNT"": 151.7}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 15, ""USER_AMOUNT"": 247.04999999999998}, {""SYMBOL"": ""OILIETF"", ""USER_QTY"": 32, ""USER_AMOUNT"": 376.0}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 42, ""USER_AMOUNT"": 951.3}]"
2026-01-10,10:28:48,5594.49,23,"[{""SYMBOL"": ""BSLGOLDETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 7, ""USER_AMOUNT"": 162.4}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 7, ""USER_AMOUNT"": 221.9}, {""SYMBOL"": ""NIFTYBEES"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""MOMENTUM50"", ""USER_QTY"": 5, ""USER_AMOUNT"": 259.95}, {""SYMBOL"": ""ALPHA"", ""USER_QTY"": 2, ""USER_AMOUNT"": 96.16}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 58.48}, {""SYMBOL"": ""ENERGY"", ""USER_QTY"": 15, ""USER_AMOUNT"": 521.4}, {""SYMBOL"": ""HEALTHY"", ""USER_QTY"": 20, ""USER_AMOUNT"": 304.40000000000003}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 192.84}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 7, ""USER_AMOUNT"": 291.55}, {""SYMBOL"": ""METALIETF"", ""USER_QTY"": 40, ""USER_AMOUNT"": 447.59999999999997}, {""SYMBOL"": ""MOM100"", ""USER_QTY"": 5, ""USER_AMOUNT"": 324.3}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 12, ""USER_AMOUNT"": 271.20000000000005}, {""SYMBOL"": ""NEXT50IETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 145.48}, {""SYMBOL"": ""PHARMABEES"", ""USER_QTY"": 7, ""USER_AMOUNT"": 164.78}, {""SYMBOL"": ""ABSLPSE"", ""USER_QTY"": 40, ""USER_AMOUNT"": 406.0}, {""SYMBOL"": ""PSUBNKBEES"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""NV20IETF"", ""USER_QTY"": 10, ""USER_AMOUNT"": 151.7}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 15, ""USER_AMOUNT"": 247.04999999999998}, {""SYMBOL"": ""OILIETF"", ""USER_QTY"": 32, ""USER_AMOUNT"": 376.0}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 42, ""USER_AMOUNT"": 951.3}]"
2026-01-11,08:47:54,6620.17,25,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 3, ""USER_AMOUNT"": 144.24}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 116.96}, {""SYMBOL"": ""OILIETF"", ""USER_QTY"": 34, ""USER_AMOUNT"": 399.5}, {""SYMBOL"": ""FINIETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 130.4}, {""SYMBOL"": ""AONEGOLD"", ""USER_QTY"": 15, ""USER_AMOUNT"": 189.9}, {""SYMBOL"": ""PHARMABEES"", ""USER_QTY"": 9, ""USER_AMOUNT"": 211.85999999999999}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 289.26}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 8, ""USER_AMOUNT"": 333.2}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 7, ""USER_AMOUNT"": 162.4}, {""SYMBOL"": ""METALIETF"", ""USER_QTY"": 41, ""USER_AMOUNT"": 458.78999999999996}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 158.5}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 16, ""USER_AMOUNT"": 263.52}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 21, ""USER_AMOUNT"": 232.05}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 22, ""USER_AMOUNT"": 257.18}, {""SYMBOL"": ""GROWWNIFTY"", ""USER_QTY"": 15, ""USER_AMOUNT"": 156.0}, {""SYMBOL"": ""SBIBPB"", ""USER_QTY"": 5, ""USER_AMOUNT"": 250.0}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 12, ""USER_AMOUNT"": 271.20000000000005}, {""SYMBOL"": ""NEXT50IETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 290.96}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 173.3}, {""SYMBOL"": ""TOP10ADD"", ""USER_QTY"": 1, ""USER_AMOUNT"": 99.44}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 11, ""USER_AMOUNT"": 381.91999999999996}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 89.26}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 44, ""USER_AMOUNT"": 996.5999999999999}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 5, ""USER_AMOUNT"": 218.55}, {""SYMBOL"": ""MOVALUE"", ""USER_QTY"": 3, ""USER_AMOUNT"": 345.18}]"
2026-01-11,12:19:38,6620.17,25,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 3, ""USER_AMOUNT"": 144.24}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 116.96}, {""SYMBOL"": ""OILIETF"", ""USER_QTY"": 34, ""USER_AMOUNT"": 399.5}, {""SYMBOL"": ""FINIETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 130.4}, {""SYMBOL"": ""AONEGOLD"", ""USER_QTY"": 15, ""USER_AMOUNT"": 189.9}, {""SYMBOL"": ""PHARMABEES"", ""USER_QTY"": 9, ""USER_AMOUNT"": 211.85999999999999}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 289.26}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 8, ""USER_AMOUNT"": 333.2}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 7, ""USER_AMOUNT"": 162.4}, {""SYMBOL"": ""METALIETF"", ""USER_QTY"": 41, ""USER_AMOUNT"": 458.78999999999996}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 158.5}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 16, ""USER_AMOUNT"": 263.52}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 21, ""USER_AMOUNT"": 232.05}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 22, ""USER_AMOUNT"": 257.18}, {""SYMBOL"": ""GROWWNIFTY"", ""USER_QTY"": 15, ""USER_AMOUNT"": 156.0}, {""SYMBOL"": ""SBIBPB"", ""USER_QTY"": 5, ""USER_AMOUNT"": 250.0}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 12, ""USER_AMOUNT"": 271.20000000000005}, {""SYMBOL"": ""NEXT50IETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 290.96}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 173.3}, {""SYMBOL"": ""TOP10ADD"", ""USER_QTY"": 1, ""USER_AMOUNT"": 99.44}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 11, ""USER_AMOUNT"": 381.91999999999996}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 89.26}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 44, ""USER_AMOUNT"": 996.5999999999999}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 5, ""USER_AMOUNT"": 218.55}, {""SYMBOL"": ""MOVALUE"", ""USER_QTY"": 3, ""USER_AMOUNT"": 345.18}]"
2026-01-11,12:55:08,6620.17,25,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 3, ""USER_AMOUNT"": 144.24}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 116.96}, {""SYMBOL"": ""OILIETF"", ""USER_QTY"": 34, ""USER_AMOUNT"": 399.5}, {""SYMBOL"": ""FINIETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 130.4}, {""SYMBOL"": ""AONEGOLD"", ""USER_QTY"": 15, ""USER_AMOUNT"": 189.9}, {""SYMBOL"": ""PHARMABEES"", ""USER_QTY"": 9, ""USER_AMOUNT"": 211.85999999999999}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 289.26}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 8, ""USER_AMOUNT"": 333.2}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 7, ""USER_AMOUNT"": 162.4}, {""SYMBOL"": ""METALIETF"", ""USER_QTY"": 41, ""USER_AMOUNT"": 458.78999999999996}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 158.5}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 16, ""USER_AMOUNT"": 263.52}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 21, ""USER_AMOUNT"": 232.05}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 22, ""USER_AMOUNT"": 257.18}, {""SYMBOL"": ""GROWWNIFTY"", ""USER_QTY"": 15, ""USER_AMOUNT"": 156.0}, {""SYMBOL"": ""SBIBPB"", ""USER_QTY"": 5, ""USER_AMOUNT"": 250.0}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 12, ""USER_AMOUNT"": 271.20000000000005}, {""SYMBOL"": ""NEXT50IETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 290.96}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 173.3}, {""SYMBOL"": ""TOP10ADD"", ""USER_QTY"": 1, ""USER_AMOUNT"": 99.44}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 11, ""USER_AMOUNT"": 381.91999999999996}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 89.26}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 44, ""USER_AMOUNT"": 996.5999999999999}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 5, ""USER_AMOUNT"": 218.55}, {""SYMBOL"": ""MOVALUE"", ""USER_QTY"": 3, ""USER_AMOUNT"": 345.18}]"
2026-01-11,13:00:34,6620.17,25,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 3, ""USER_AMOUNT"": 144.24}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 116.96}, {""SYMBOL"": ""OILIETF"", ""USER_QTY"": 34, ""USER_AMOUNT"": 399.5}, {""SYMBOL"": ""FINIETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 130.4}, {""SYMBOL"": ""AONEGOLD"", ""USER_QTY"": 15, ""USER_AMOUNT"": 189.9}, {""SYMBOL"": ""PHARMABEES"", ""USER_QTY"": 9, ""USER_AMOUNT"": 211.85999999999999}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 289.26}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 8, ""USER_AMOUNT"": 333.2}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 7, ""USER_AMOUNT"": 162.4}, {""SYMBOL"": ""METALIETF"", ""USER_QTY"": 41, ""USER_AMOUNT"": 458.78999999999996}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 158.5}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 16, ""USER_AMOUNT"": 263.52}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 21, ""USER_AMOUNT"": 232.05}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 22, ""USER_AMOUNT"": 257.18}, {""SYMBOL"": ""GROWWNIFTY"", ""USER_QTY"": 15, ""USER_AMOUNT"": 156.0}, {""SYMBOL"": ""SBIBPB"", ""USER_QTY"": 5, ""USER_AMOUNT"": 250.0}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 12, ""USER_AMOUNT"": 271.20000000000005}, {""SYMBOL"": ""NEXT50IETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 290.96}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 173.3}, {""SYMBOL"": ""TOP10ADD"", ""USER_QTY"": 1, ""USER_AMOUNT"": 99.44}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 11, ""USER_AMOUNT"": 381.91999999999996}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 89.26}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 44, ""USER_AMOUNT"": 996.5999999999999}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 5, ""USER_AMOUNT"": 218.55}, {""SYMBOL"": ""MOVALUE"", ""USER_QTY"": 3, ""USER_AMOUNT"": 345.18}]"
2026-01-11,13:06:45,6620.17,25,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 3, ""USER_AMOUNT"": 144.24}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 116.96}, {""SYMBOL"": ""OILIETF"", ""USER_QTY"": 34, ""USER_AMOUNT"": 399.5}, {""SYMBOL"": ""FINIETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 130.4}, {""SYMBOL"": ""AONEGOLD"", ""USER_QTY"": 15, ""USER_AMOUNT"": 189.9}, {""SYMBOL"": ""PHARMABEES"", ""USER_QTY"": 9, ""USER_AMOUNT"": 211.85999999999999}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 289.26}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 8, ""USER_AMOUNT"": 333.2}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 7, ""USER_AMOUNT"": 162.4}, {""SYMBOL"": ""METALIETF"", ""USER_QTY"": 41, ""USER_AMOUNT"": 458.78999999999996}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 158.5}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 16, ""USER_AMOUNT"": 263.52}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 21, ""USER_AMOUNT"": 232.05}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 22, ""USER_AMOUNT"": 257.18}, {""SYMBOL"": ""GROWWNIFTY"", ""USER_QTY"": 15, ""USER_AMOUNT"": 156.0}, {""SYMBOL"": ""SBIBPB"", ""USER_QTY"": 5, ""USER_AMOUNT"": 250.0}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 12, ""USER_AMOUNT"": 271.20000000000005}, {""SYMBOL"": ""NEXT50IETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 290.96}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 173.3}, {""SYMBOL"": ""TOP10ADD"", ""USER_QTY"": 1, ""USER_AMOUNT"": 99.44}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 11, ""USER_AMOUNT"": 381.91999999999996}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 89.26}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 44, ""USER_AMOUNT"": 996.5999999999999}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 5, ""USER_AMOUNT"": 218.55}, {""SYMBOL"": ""MOVALUE"", ""USER_QTY"": 3, ""USER_AMOUNT"": 345.18}]"
2026-01-11,13:20:46,1161.1699999999998,9,"[{""SYMBOL"": ""ALPHAETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 124.25}, {""SYMBOL"": ""MOCAPITAL"", ""USER_QTY"": 2, ""USER_AMOUNT"": 92.0}, {""SYMBOL"": ""MNC"", ""USER_QTY"": 5, ""USER_AMOUNT"": 156.6}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 7, ""USER_AMOUNT"": 114.10000000000001}, {""SYMBOL"": ""GROWWN200"", ""USER_QTY"": 12, ""USER_AMOUNT"": 139.32}, {""SYMBOL"": ""ABSLPSE"", ""USER_QTY"": 15, ""USER_AMOUNT"": 150.45}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 5, ""USER_AMOUNT"": 170.35}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""SMALLCAP"", ""USER_QTY"": 5, ""USER_AMOUNT"": 214.1}]"
