date,time,invested_amount,etf_count,etf_details
2026-04-07,10:07:57,1254.14,3,"[{""SYMBOL"": ""TATAGOLD"", ""USER_QTY"": 14, ""USER_AMOUNT"": 200.06}, {""SYMBOL"": ""NIFTYQLITY"", ""USER_QTY"": 45, ""USER_AMOUNT"": 895.4999999999999}, {""SYMBOL"": ""AONESILVER"", ""USER_QTY"": 18, ""USER_AMOUNT"": 158.58}]"
2026-04-07,10:08:23,1254.14,3,"[{""SYMBOL"": ""TATAGOLD"", ""USER_QTY"": 14, ""USER_AMOUNT"": 200.06}, {""SYMBOL"": ""NIFTYQLITY"", ""USER_QTY"": 45, ""USER_AMOUNT"": 895.4999999999999}, {""SYMBOL"": ""AONESILVER"", ""USER_QTY"": 18, ""USER_AMOUNT"": 158.58}]"
2026-04-08,12:28:33,1254.1399999999999,3,"[{""SYMBOL"": ""TATAGOLD"", ""USER_QTY"": 14, ""USER_AMOUNT"": 200.06}, {""SYMBOL"": ""NIFTYQLITY"", ""USER_QTY"": 45, ""USER_AMOUNT"": 895.4999999999999}, {""SYMBOL"": ""AONESILVER"", ""USER_QTY"": 18, ""USER_AMOUNT"": 158.58}]"
