CATEGORY_SAFE,SYMBOL,UNDERLYING_ASSET,OPEN,HIGH,LOW,PREV._CLOSE,LTP,INDICATIVE_CLOSE,CHNG,%CHNG,VOLUME,"VALUE_
_(₹_CRORES)",NAV,52W_H,52W_L,30D__%CHNG,365_D___%CHNG,MATCHED_INDEX,CATEGORY,AVG_FALL,SEVERITY,FALL_RATIO,ALLOCATED_AMOUNT,QTY,FINAL_AMOUNT
DEFENCE,MODEFENCE,Nifty India Defence Total Return Index,89.03,89.80,85.17,86.86,85.7,-,-1.16,-1.34,3554502,30.66,86.69,102.00,55.21,3.31,25.16,,DEFENCE,-1.2,0.11666666666666678,1.1166666666666667,59.33333333333334,0,0.0
