id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,French Bank Holiday,EUR,2015-01-01T00:00:00Z,None,,,,true,false
,German Bank Holiday,EUR,2015-01-01T00:00:00Z,None,,,,true,false
,Italian Bank Holiday,EUR,2015-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,GBP,2015-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CAD,2015-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,USD,2015-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,NZD,2015-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CNY,2015-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,JPY,2015-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CHF,2015-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CHF,2015-01-02T00:00:00Z,None,,,,true,false
,Commodity Prices y/y,AUD,2015-01-02T00:30:00Z,None,,-18.4%,-21.2%,false,false
,Spanish Manufacturing PMI,EUR,2015-01-02T03:15:00Z,None,54.9,54.7,53.8,false,false
,Italian Manufacturing PMI,EUR,2015-01-02T03:45:00Z,None,49.6,49.0,48.4,false,false
,French Final Manufacturing PMI,EUR,2015-01-02T03:50:00Z,None,47.9,47.9,47.5,false,false
,German Final Manufacturing PMI,EUR,2015-01-02T03:55:00Z,None,51.2,51.2,51.2,false,false
,Final Manufacturing PMI,EUR,2015-01-02T04:00:00Z,None,50.8,50.8,50.6,false,false
,Final Manufacturing PMI,GBP,2015-01-02T04:30:00Z,High,53.7,53.3,52.5,false,false
,Net Lending to Individuals m/m,GBP,2015-01-02T04:30:00Z,None,2.5B,2.7B,3.3B,false,false
,M4 Money Supply m/m,GBP,2015-01-02T04:30:00Z,None,0.2%,0.0%,0.0%,false,false
,Mortgage Approvals,GBP,2015-01-02T04:30:00Z,None,59K,60K,59K,false,false
,Manufacturing PMI,CAD,2015-01-02T09:30:00Z,None,,55.3,53.9,false,false
,Final Manufacturing PMI,USD,2015-01-02T09:45:00Z,None,54.1,53.7,53.9,false,false
,ISM Manufacturing PMI,USD,2015-01-02T10:00:00Z,High,57.6,58.7,55.5,false,false
,Construction Spending m/m,USD,2015-01-02T10:00:00Z,None,0.4%,1.2%,-0.3%,false,false
,ISM Manufacturing Prices,USD,2015-01-02T10:00:00Z,None,43.1,44.5,38.5,false,false
,AIG Manufacturing Index,AUD,2015-01-04T17:30:00Z,None,,50.1,46.9,false,false
,Final Manufacturing PMI,JPY,2015-01-04T20:35:00Z,None,52.1,52.1,52.0,false,false
,German Prelim CPI m/m,EUR,2015-01-05T00:00:00Z,High,0.1%,0.0%,0.0%,true,false
,Total Vehicle Sales,USD,2015-01-05T00:00:00Z,None,16.9M,17.2M,16.9M,true,false
,Spanish Unemployment Change,EUR,2015-01-05T03:00:00Z,None,-72.0K,-14.7K,-64.4K,false,false
,Manufacturing PMI,CHF,2015-01-05T03:30:00Z,None,52.9,52.1,54.0,false,false
,Sentix Investor Confidence,EUR,2015-01-05T04:30:00Z,None,-0.9,-2.5,0.9,false,false
,Construction PMI,GBP,2015-01-05T04:30:00Z,High,59.2,59.4,57.6,false,false
,FOMC Member Williams Speaks,USD,2015-01-05T08:00:00Z,None,,,,false,false
,Monetary Base y/y,JPY,2015-01-05T18:50:00Z,None,34.3%,36.7%,38.2%,false,false
,Goods Trade Balance,AUD,2015-01-05T19:30:00Z,High,-1.59B,-0.88B,-0.93B,false,false
,RatingDog Services PMI,CNY,2015-01-05T20:45:00Z,None,,53.0,53.4,false,false
,10-y Bond Auction,JPY,2015-01-05T22:45:00Z,None,,0.47|3.0,0.30|3.4,false,false
,Italian Bank Holiday,EUR,2015-01-06T00:00:00Z,None,,,,true,false
,Spanish Services PMI,EUR,2015-01-06T03:15:00Z,None,52.9,52.7,54.3,false,false
,Italian Services PMI,EUR,2015-01-06T03:45:00Z,None,51.4,51.8,49.4,false,false
,French Final Services PMI,EUR,2015-01-06T03:50:00Z,None,49.8,49.8,50.6,false,false
,German Final Services PMI,EUR,2015-01-06T03:55:00Z,None,51.4,51.4,52.1,false,false
,Final Services PMI,EUR,2015-01-06T04:00:00Z,None,51.9,51.9,51.6,false,false
,Final Services PMI,GBP,2015-01-06T04:30:00Z,High,58.9,58.6,55.8,false,false
,BOE Credit Conditions Survey,GBP,2015-01-06T04:30:00Z,None,,,,false,false
,10-y Bond Auction,GBP,2015-01-06T05:35:00Z,None,,2.21|1.5,1.62|1.6,false,false
,RMPI m/m,CAD,2015-01-06T08:30:00Z,None,-4.6%,-4.2%,-5.8%,false,false
,IPPI m/m,CAD,2015-01-06T08:30:00Z,None,-0.5%,-0.6%,-0.4%,false,false
,Final Services PMI,USD,2015-01-06T09:45:00Z,None,53.8,53.6,53.3,false,false
,GDT Price Index,NZD,2015-01-06T09:49:00Z,High,,2.4%,3.6%,false,false
,ISM Services PMI,USD,2015-01-06T10:00:00Z,High,58.2,59.3,56.2,false,false
,Factory Orders m/m,USD,2015-01-06T10:00:00Z,None,-0.3%,-0.7%,-0.7%,false,false
,AIG Services Index,AUD,2015-01-06T17:20:00Z,None,,43.8,47.5,false,false
,ANZ Commodity Prices m/m,NZD,2015-01-06T19:00:00Z,None,,-1.6%,-4.4%,false,false
,BRC Shop Price Index y/y,GBP,2015-01-06T19:01:00Z,None,,-1.9%,-1.7%,false,false
,German Retail Sales m/m,EUR,2015-01-07T02:00:00Z,None,0.2%,2.0%,1.0%,false,false
,Foreign Currency Reserves,CHF,2015-01-07T03:00:00Z,None,,463B,495B,false,false
,German Unemployment Change,EUR,2015-01-07T03:55:00Z,None,-6K,-16K,-27K,false,false
,Italian Monthly Unemployment Rate,EUR,2015-01-07T04:00:00Z,None,13.3%,13.3%,13.4%,false,false
,Retail PMI,EUR,2015-01-07T04:10:00Z,None,,48.9,47.6,false,false
,CPI Flash Estimate y/y,EUR,2015-01-07T05:00:00Z,High,0.0%,0.3%,-0.2%,false,false
,Core CPI Flash Estimate y/y,EUR,2015-01-07T05:00:00Z,None,0.6%,0.7%,0.8%,false,false
,Unemployment Rate,EUR,2015-01-07T05:00:00Z,None,11.5%,11.5%,11.5%,false,false
,Italian Prelim CPI m/m,EUR,2015-01-07T05:00:00Z,None,-0.2%,-0.2%,0.0%,false,false
,ADP Non-Farm Employment Change,USD,2015-01-07T08:15:00Z,High,227K,227K,241K,false,false
,Trade Balance,CAD,2015-01-07T08:30:00Z,High,-0.2B,-0.3B,-0.6B,false,false
,Trade Balance,USD,2015-01-07T08:30:00Z,High,-42.3B,-42.2B,-39.0B,false,false
