id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,French Bank Holiday,EUR,2024-01-01T00:00:00Z,None,,,,true,false
,German Bank Holiday,EUR,2024-01-01T00:00:00Z,None,,,,true,false
,Italian Bank Holiday,EUR,2024-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,GBP,2024-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CAD,2024-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,USD,2024-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,NZD,2024-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,JPY,2024-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CHF,2024-01-01T00:00:00Z,None,,,,true,false
,BRC Shop Price Index y/y,GBP,2024-01-01T19:01:00Z,None,,4.3%,4.3%,false,false
,RatingDog Manufacturing PMI,CNY,2024-01-01T20:45:00Z,None,50.4,50.7,50.8,false,false
,Bank Holiday,CHF,2024-01-02T00:00:00Z,None,,,,true,false
,Bank Holiday,JPY,2024-01-02T00:00:00Z,None,,,,true,false
,Commodity Prices y/y,AUD,2024-01-02T00:30:00Z,None,,-12.8%,-10.7%,false,false
,Spanish Manufacturing PMI,EUR,2024-01-02T03:15:00Z,None,46.3,46.3,46.2,false,false
,Italian Manufacturing PMI,EUR,2024-01-02T03:45:00Z,None,44.3,44.4,45.3,false,false
,French Final Manufacturing PMI,EUR,2024-01-02T03:50:00Z,None,42.0,42.0,42.1,false,false
,German Final Manufacturing PMI,EUR,2024-01-02T03:55:00Z,None,43.1,43.1,43.3,false,false
,Final Manufacturing PMI,EUR,2024-01-02T04:00:00Z,None,44.2,44.2,44.4,false,false
,M3 Money Supply y/y,EUR,2024-01-02T04:00:00Z,None,-1.0%,-1.0%,-0.9%,false,false
,Private Loans y/y,EUR,2024-01-02T04:00:00Z,None,0.8%,0.6%,0.5%,false,false
,Final Manufacturing PMI,GBP,2024-01-02T04:30:00Z,None,46.4,46.4,46.2,false,false
,Manufacturing PMI,CAD,2024-01-02T09:30:00Z,None,,47.7,45.4,false,false
,Final Manufacturing PMI,USD,2024-01-02T09:45:00Z,None,48.4,48.2,47.9,false,false
,GDT Price Index,NZD,2024-01-02T09:51:00Z,None,,2.3%,1.2%,false,false
