id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,Bank Holiday,NZD,2020-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,JPY,2020-01-01T00:00:00Z,None,,,,true,false
,Italian Bank Holiday,EUR,2020-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,GBP,2020-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CAD,2020-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,USD,2020-01-01T00:00:00Z,None,,,,true,false
,German Bank Holiday,EUR,2020-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CHF,2020-01-01T00:00:00Z,None,,,,true,false
,French Bank Holiday,EUR,2020-01-01T00:00:00Z,None,,,,true,false
,RatingDog Manufacturing PMI,CNY,2020-01-01T20:45:00Z,High,51.7,51.8,51.5,false,false
,Bank Holiday,CHF,2020-01-02T00:00:00Z,None,,,,true,false
,Bank Holiday,JPY,2020-01-02T00:00:00Z,None,,,,true,false
,Commodity Prices y/y,AUD,2020-01-02T00:30:00Z,None,,-4.7%,-2.1%,false,false
,Spanish Manufacturing PMI,EUR,2020-01-02T03:15:00Z,None,46.9,47.5,47.4,false,false
,Italian Manufacturing PMI,EUR,2020-01-02T03:45:00Z,None,47.3,47.6,46.2,false,false
,French Final Manufacturing PMI,EUR,2020-01-02T03:50:00Z,None,50.3,50.3,50.4,false,false
,German Final Manufacturing PMI,EUR,2020-01-02T03:55:00Z,None,43.4,43.4,43.7,false,false
,Final Manufacturing PMI,EUR,2020-01-02T04:00:00Z,None,45.9,45.9,46.3,false,false
,Final Manufacturing PMI,GBP,2020-01-02T04:30:00Z,None,47.6,47.4,47.5,false,false
,Challenger Job Cuts y/y,USD,2020-01-02T07:30:00Z,None,,-16.0%,-25.2%,false,false
,Unemployment Claims,USD,2020-01-02T08:30:00Z,None,222K,224K,222K,false,false
,Manufacturing PMI,CAD,2020-01-02T09:30:00Z,None,,51.4,50.4,false,false
,Final Manufacturing PMI,USD,2020-01-02T09:45:00Z,None,52.5,52.5,52.4,false,false
,BRC Shop Price Index y/y,GBP,2020-01-02T19:01:00Z,None,,-0.5%,-0.4%,false,false
,Omdia Total Vehicle Sales,USD,2020-01-03T00:00:00Z,None,17.0M,17.1M,16.7M,true,false
,German Prelim CPI m/m,EUR,2020-01-03T00:00:00Z,None,0.4%,-0.8%,0.5%,true,false
,Nationwide HPI m/m,GBP,2020-01-03T02:00:00Z,None,0.0%,0.5%,0.1%,false,false
,French Prelim CPI m/m,EUR,2020-01-03T02:45:00Z,None,0.3%,0.1%,0.4%,false,false
,Spanish Unemployment Change,EUR,2020-01-03T03:00:00Z,None,-40.2K,20.5K,-34.6K,false,false
,Manufacturing PMI,CHF,2020-01-03T03:30:00Z,None,48.7,48.8,50.2,false,false
,German Unemployment Change,EUR,2020-01-03T03:55:00Z,None,3K,-14K,8K,false,false
,M3 Money Supply y/y,EUR,2020-01-03T04:00:00Z,None,5.7%,5.7%,5.6%,false,false
,Private Loans y/y,EUR,2020-01-03T04:00:00Z,None,3.6%,3.5%,3.5%,false,false
,Construction PMI,GBP,2020-01-03T04:30:00Z,None,45.8,45.3,44.4,false,false
,M4 Money Supply m/m,GBP,2020-01-03T04:30:00Z,None,0.2%,0.0%,0.8%,false,false
,Mortgage Approvals,GBP,2020-01-03T04:30:00Z,None,65K,65K,65K,false,false
,Net Lending to Individuals m/m,GBP,2020-01-03T04:30:00Z,None,5.1B,5.6B,4.5B,false,false
,ISM Manufacturing PMI,USD,2020-01-03T10:00:00Z,High,49.0,48.1,47.2,false,false
,ISM Manufacturing Prices,USD,2020-01-03T10:00:00Z,None,47.7,46.7,51.7,false,false
,Construction Spending m/m,USD,2020-01-03T10:00:00Z,None,0.4%,0.1%,0.6%,false,false
,Natural Gas Storage,USD,2020-01-03T10:30:00Z,None,-60B,-161B,-58B,false,false
,Crude Oil Inventories,USD,2020-01-03T11:00:00Z,None,-3.1M,-5.5M,-11.5M,false,false
,Gov Council Member Wilkins Speaks,CAD,2020-01-03T13:15:00Z,None,,,,false,false
,FOMC Member Brainard Speaks,USD,2020-01-03T13:15:00Z,None,,,,false,false
,FOMC Meeting Minutes,USD,2020-01-03T14:00:00Z,High,,,,false,false
,FOMC Member Kaplan Speaks,USD,2020-01-03T15:30:00Z,None,,,,false,false
,Gov Council Member Wilkins Speaks,CAD,2020-01-05T13:15:00Z,None,,,,false,false
,FOMC Member Williams Speaks,USD,2020-01-05T13:15:00Z,None,,,,false,false
,MPC Member Broadbent Speaks,GBP,2020-01-05T13:15:00Z,None,,,,false,false
,AIG Manufacturing Index,AUD,2020-01-05T16:30:00Z,None,,48.1,48.3,false,false
,Final Manufacturing PMI,JPY,2020-01-05T19:30:00Z,None,48.8,48.8,48.4,false,false
,RatingDog Services PMI,CNY,2020-01-05T20:45:00Z,None,53.2,53.5,52.5,false,false
,Italian Bank Holiday,EUR,2020-01-06T00:00:00Z,None,,,,true,false
,German Retail Sales m/m,EUR,2020-01-06T02:00:00Z,None,1.1%,-1.3%,2.1%,false,false
,Spanish Services PMI,EUR,2020-01-06T03:15:00Z,None,53.9,53.2,54.9,false,false
,Italian Services PMI,EUR,2020-01-06T03:45:00Z,None,50.9,50.4,51.1,false,false
,French Final Services PMI,EUR,2020-01-06T03:50:00Z,None,52.4,52.4,52.4,false,false
,German Final Services PMI,EUR,2020-01-06T03:55:00Z,None,52.0,52.0,52.9,false,false
,Final Services PMI,EUR,2020-01-06T04:00:00Z,None,52.4,52.4,52.8,false,false
,Sentix Investor Confidence,EUR,2020-01-06T04:30:00Z,None,3.0,0.7,7.6,false,false
,Final Services PMI,GBP,2020-01-06T04:30:00Z,None,49.1,49.0,50.0,false,false
,PPI m/m,EUR,2020-01-06T05:00:00Z,None,0.1%,0.0%,0.2%,false,false
,RMPI m/m,CAD,2020-01-06T08:30:00Z,None,1.5%,-1.9%,1.5%,false,false
,IPPI m/m,CAD,2020-01-06T08:30:00Z,None,0.4%,0.0%,0.1%,false,false
,Final Services PMI,USD,2020-01-06T09:45:00Z,None,52.2,52.2,52.8,false,false
,Monetary Base y/y,JPY,2020-01-06T18:50:00Z,None,3.6%,3.3%,3.2%,false,false
,ANZ Job Advertisements m/m,AUD,2020-01-06T19:30:00Z,None,,-1.8%,-6.7%,false,false
,10-y Bond Auction,JPY,2020-01-06T22:35:00Z,None,,-0.04|3.3,-0.01|3.7,false,false
,CPI m/m,CHF,2020-01-07T02:30:00Z,None,-0.1%,-0.1%,0.0%,false,false
,Housing Equity Withdrawal q/q,GBP,2020-01-07T04:55:00Z,None,-7.2B,-7.6B,-6.3B,false,false
,CPI Flash Estimate y/y,EUR,2020-01-07T05:00:00Z,None,1.3%,1.0%,1.3%,false,false
,Core CPI Flash Estimate y/y,EUR,2020-01-07T05:00:00Z,None,1.3%,1.3%,1.3%,false,false
,Italian Prelim CPI m/m,EUR,2020-01-07T05:00:00Z,None,0.2%,-0.2%,0.2%,false,false
,Retail Sales m/m,EUR,2020-01-07T05:00:00Z,None,0.6%,-0.3%,1.0%,false,false
,10-y Bond Auction,GBP,2020-01-07T05:34:00Z,None,,0.74|2.2,0.79|2.5,false,false
,Trade Balance,CAD,2020-01-07T08:30:00Z,None,-0.8B,-1.6B,-1.1B,false,false
,Trade Balance,USD,2020-01-07T08:30:00Z,None,-44.5B,-46.9B,-43.1B,false,false
,GDT Price Index,NZD,2020-01-07T09:37:00Z,None,,-5.1%,2.8%,false,false
,Ivey PMI,CAD,2020-01-07T10:00:00Z,None,60.2,60.0,51.9,false,false
,ISM Services PMI,USD,2020-01-07T10:00:00Z,High,54.5,53.9,55.0,false,false
,Factory Orders m/m,USD,2020-01-07T10:00:00Z,None,-0.6%,0.2%,-0.7%,false,false
,AIG Construction Index,AUD,2020-01-07T16:30:00Z,None,,40.0,38.9,false,false
,API Weekly Statistical Bulletin,USD,2020-01-07T16:30:00Z,None,,,,false,false
,Average Cash Earnings y/y,JPY,2020-01-07T18:30:00Z,None,-0.2%,0.0%,-0.2%,false,false
,Building Approvals m/m,AUD,2020-01-07T19:30:00Z,High,2.1%,-7.9%,11.8%,false,false
,Consumer Confidence,JPY,2020-01-08T00:02:00Z,None,39.6,38.7,39.1,false,false
,German Factory Orders m/m,EUR,2020-01-08T02:00:00Z,None,0.2%,0.2%,-1.3%,false,false
,French Trade Balance,EUR,2020-01-08T02:45:00Z,None,-5.0B,-4.9B,-5.6B,false,false
,Lloyds HPI m/m,GBP,2020-01-08T03:30:00Z,None,0.6%,1.2%,1.7%,false,false
,German 10-y Bond Auction,EUR,2020-01-08T05:36:00Z,None,,-0.33|1.9,-0.25|1.2,false,false
,ADP Non-Farm Employment Change,USD,2020-01-08T08:15:00Z,High,160K,124K,202K,false,false
,FOMC Member Brainard Speaks,USD,2020-01-08T10:00:00Z,None,,,,false,false
,Crude Oil Inventories,USD,2020-01-08T10:30:00Z,None,-3.4M,-11.5M,1.2M,false,false
,President Trump Speaks,USD,2020-01-08T11:26:00Z,High,,,,false,false
,10-y Bond Auction,USD,2020-01-08T13:01:00Z,None,,1.84|2.4,1.87|2.4,false,false
,Consumer Credit m/m,USD,2020-01-08T15:00:00Z,None,15.5B,19.0B,12.5B,false,false
,ANZ Commodity Prices m/m,NZD,2020-01-08T19:00:00Z,None,,4.3%,-2.8%,false,false
,BRC Retail Sales Monitor y/y,GBP,2020-01-08T19:01:00Z,None,-0.5%,-4.9%,1.7%,false,false
,Goods Trade Balance,AUD,2020-01-08T19:30:00Z,High,4.10B,4.08B,5.80B,false,false
,CPI y/y,CNY,2020-01-08T20:30:00Z,None,4.7%,4.5%,4.5%,false,false
,PPI y/y,CNY,2020-01-08T20:30:00Z,None,-0.4%,-1.4%,-0.5%,false,false
,30-y Bond Auction,JPY,2020-01-08T22:35:00Z,None,,0.43|3.7,0.43|3.7,false,false
,German Industrial Production m/m,EUR,2020-01-09T02:00:00Z,None,0.9%,-1.0%,1.1%,false,false
,German Trade Balance,EUR,2020-01-09T02:00:00Z,None,20.9B,20.4B,18.3B,false,false
,Retail Sales y/y,CHF,2020-01-09T02:30:00Z,None,0.5%,0.4%,0.0%,false,false
,Foreign Currency Reserves,CHF,2020-01-09T03:00:00Z,None,,783B,771B,false,false
,Italian Monthly Unemployment Rate,EUR,2020-01-09T04:00:00Z,None,9.8%,9.7%,9.7%,false,false
,BOE Gov Carney Speaks,GBP,2020-01-09T04:30:00Z,High,,,,false,false
,Unemployment Rate,EUR,2020-01-09T05:00:00Z,None,7.5%,7.5%,7.5%,false,false
,French 10-y Bond Auction,EUR,2020-01-09T05:04:00Z,None,,-0.08|2.0,0.04|1.7,false,false
,FOMC Member Clarida Speaks,USD,2020-01-09T08:00:00Z,None,,,,false,false
,Housing Starts,CAD,2020-01-09T08:13:00Z,None,212K,204K,197K,false,false
,Building Permits m/m,CAD,2020-01-09T08:30:00Z,None,1.0%,-1.5%,-2.4%,false,false
,Unemployment Claims,USD,2020-01-09T08:30:00Z,None,221K,223K,214K,false,false
,FOMC Member Kashkari Speaks,USD,2020-01-09T09:30:00Z,None,,,,false,false
,Natural Gas Storage,USD,2020-01-09T10:30:00Z,None,-51B,-58B,-44B,false,false
,FOMC Member Williams Speaks,USD,2020-01-09T11:30:00Z,None,,,,false,false
,30-y Bond Auction,USD,2020-01-09T13:01:00Z,None,,2.31|2.5,2.34|2.5,false,false
,BOC Gov Poloz Speaks,CAD,2020-01-09T13:45:00Z,High,,,,false,false
,German Buba President Weidmann Speaks,EUR,2020-01-09T14:10:00Z,None,,,,false,false
,AIG Services Index,AUD,2020-01-09T16:30:00Z,None,,53.7,48.7,false,false
,Household Spending y/y,JPY,2020-01-09T18:30:00Z,None,-2.0%,-5.1%,-2.0%,false,false
,Retail Sales m/m,AUD,2020-01-09T19:30:00Z,High,0.4%,0.1%,0.9%,false,false
,Leading Indicators,JPY,2020-01-10T00:00:00Z,None,90.9%,91.6%,90.9%,false,false
,Unemployment Rate,CHF,2020-01-10T01:45:00Z,None,2.3%,2.3%,2.3%,false,false
,French Industrial Production m/m,EUR,2020-01-10T02:45:00Z,None,0.1%,0.5%,0.3%,false,false
,Italian Industrial Production m/m,EUR,2020-01-10T04:00:00Z,None,0.0%,-0.3%,0.1%,false,false
,MPC Member Tenreyro Speaks,GBP,2020-01-10T04:30:00Z,None,,,,false,false
,Unemployment Rate,CAD,2020-01-10T08:30:00Z,High,5.8%,5.9%,5.6%,false,false
,Average Hourly Earnings m/m,USD,2020-01-10T08:30:00Z,High,0.3%,0.3%,0.1%,false,false
,Non-Farm Employment Change,USD,2020-01-10T08:30:00Z,High,162K,256K,145K,false,false
,Unemployment Rate,USD,2020-01-10T08:30:00Z,High,3.5%,3.5%,3.5%,false,false
,Employment Change,CAD,2020-01-10T08:30:00Z,High,24.9K,-71.2K,35.2K,false,false
,Final Wholesale Inventories m/m,USD,2020-01-10T10:00:00Z,None,0.0%,0.0%,-0.1%,false,false
,Bank Holiday,JPY,2020-01-12T00:00:00Z,None,,,,true,false
,MI Inflation Gauge m/m,AUD,2020-01-12T19:00:00Z,None,,0.0%,0.3%,false,false
,German WPI m/m,EUR,2020-01-13T02:00:00Z,None,0.2%,-0.1%,0.0%,false,false
,Italian Retail Sales m/m,EUR,2020-01-13T04:00:00Z,None,0.1%,-0.3%,-0.2%,false,false
,Index of Services 3m/3m,GBP,2020-01-13T04:30:00Z,None,0.2%,0.3%,0.1%,false,false
,Goods Trade Balance,GBP,2020-01-13T04:30:00Z,None,-11.8B,-10.9B,-5.3B,false,false
,GDP m/m,GBP,2020-01-13T04:30:00Z,None,0.0%,0.1%,-0.3%,false,false
,Manufacturing Production m/m,GBP,2020-01-13T04:30:00Z,None,-0.3%,0.5%,-1.7%,false,false
,Construction Output m/m,GBP,2020-01-13T04:30:00Z,None,0.6%,-2.2%,1.9%,false,false
,Industrial Production m/m,GBP,2020-01-13T04:30:00Z,None,-0.1%,0.4%,-1.2%,false,false
,NIESR GDP Estimate,GBP,2020-01-13T09:49:00Z,None,,0.1%,0.0%,false,false
,BOC Business Outlook Survey,CAD,2020-01-13T10:30:00Z,High,,,,false,false
,Federal Budget Balance,USD,2020-01-13T14:00:00Z,None,5.0B,-208.8B,-13.3B,false,false
,NZIER Business Confidence,NZD,2020-01-13T16:00:00Z,High,,-40,-21,false,false
,Building Consents m/m,NZD,2020-01-13T16:45:00Z,None,,-1.3%,-8.5%,false,false
,Treasury Currency Report,USD,2020-01-13T17:00:00Z,None,,,,false,false
,Bank Lending y/y,JPY,2020-01-13T18:50:00Z,None,2.1%,2.1%,1.8%,false,false
,Current Account,JPY,2020-01-13T18:50:00Z,None,1.78T,1.73T,1.79T,false,false
,USD-Denominated Trade Balance,CNY,2020-01-13T22:24:00Z,None,45.8B,38.7B,46.8B,false,false
,Trade Balance,CNY,2020-01-13T22:25:00Z,None,315B,274B,329B,false,false
,Economy Watchers Sentiment,JPY,2020-01-14T00:00:00Z,None,40.9,39.4,39.8,false,false
,NFIB Small Business Index,USD,2020-01-14T05:50:00Z,None,104.9,104.7,102.7,false,false
,Core CPI m/m,USD,2020-01-14T08:30:00Z,High,0.2%,0.2%,0.1%,false,false
,Core CPI y/y,USD,2020-01-14T08:30:00Z,High,2.3%,2.3%,2.3%,false,false
,CPI m/m,USD,2020-01-14T08:30:00Z,High,0.2%,0.3%,0.2%,false,false
,CPI y/y,USD,2020-01-14T08:30:00Z,High,2.3%,2.1%,2.3%,false,false
,FOMC Member Williams Speaks,USD,2020-01-14T09:00:00Z,None,,,,false,false
,RCM/TIPP Economic Optimism,USD,2020-01-14T10:00:00Z,None,57.3,57.0,57.4,false,false
,API Weekly Statistical Bulletin,USD,2020-01-14T16:30:00Z,None,,,,false,false
,FPI m/m,NZD,2020-01-14T16:45:00Z,None,,-0.7%,-0.2%,false,false
,M2 Money Stock y/y,JPY,2020-01-14T18:50:00Z,None,2.7%,2.7%,2.7%,false,false
,BOJ Gov Kuroda Speaks,JPY,2020-01-14T19:30:00Z,None,,,,false,false
,Prelim Machine Tool Orders y/y,JPY,2020-01-15T00:58:00Z,None,,-37.9%,-33.6%,false,false
,French Final CPI m/m,EUR,2020-01-15T02:45:00Z,None,0.4%,0.4%,0.4%,false,false
,MPC Member Saunders Speaks,GBP,2020-01-15T03:40:00Z,High,,,,false,false
,PPI Output m/m,GBP,2020-01-15T04:30:00Z,None,0.0%,-0.2%,0.0%,false,false
