id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,Trade Balance,USD,2021-01-07T08:30:00Z,None,-66.7B,-63.1B,-68.1B,false,false
,Ivey PMI,CAD,2021-01-07T10:00:00Z,None,53.1,52.7,46.7,false,false
,ISM Services PMI,USD,2021-01-07T10:00:00Z,None,54.5,55.9,57.2,false,false
,Natural Gas Storage,USD,2021-01-07T10:30:00Z,None,-142B,-114B,-130B,false,false
,FOMC Member Evans Speaks,USD,2021-01-07T13:00:00Z,None,,,,false,false
,Household Spending y/y,JPY,2021-01-07T18:30:00Z,None,-1.0%,1.9%,1.1%,false,false
,30-y Bond Auction,JPY,2021-01-07T22:35:00Z,None,,0.65|3.5,0.65|3.0,false,false
,Leading Indicators,JPY,2021-01-08T00:00:00Z,None,96.6%,94.3%,96.6%,false,false
,Unemployment Rate,CHF,2021-01-08T01:45:00Z,None,3.4%,3.4%,3.4%,false,false
,German Industrial Production m/m,EUR,2021-01-08T02:00:00Z,None,0.7%,3.4%,0.9%,false,false
,German Trade Balance,EUR,2021-01-08T02:00:00Z,None,18.5B,18.2B,16.4B,false,false
,French Consumer Spending m/m,EUR,2021-01-08T02:45:00Z,None,-15.8%,3.9%,-18.9%,false,false
,French Industrial Production m/m,EUR,2021-01-08T02:45:00Z,None,-1.0%,1.9%,-0.9%,false,false
,French Trade Balance,EUR,2021-01-08T02:45:00Z,None,-4.9B,-4.6B,-3.6B,false,false
,Foreign Currency Reserves,CHF,2021-01-08T03:02:00Z,None,,877B,891B,false,false
,Lloyds HPI m/m,GBP,2021-01-08T03:30:00Z,None,1.0%,1.0%,0.2%,false,false
,Unemployment Rate,EUR,2021-01-08T05:00:00Z,None,8.5%,8.4%,8.3%,false,false
,Italian Monthly Unemployment Rate,EUR,2021-01-08T05:00:00Z,None,10.0%,9.5%,8.9%,false,false
,Employment Change,CAD,2021-01-08T08:30:00Z,High,-32.5K,62.1K,-62.6K,false,false
,Unemployment Rate,CAD,2021-01-08T08:30:00Z,High,8.7%,8.5%,8.6%,false,false
,Average Hourly Earnings m/m,USD,2021-01-08T08:30:00Z,High,0.2%,0.3%,0.8%,false,false
,Non-Farm Employment Change,USD,2021-01-08T08:30:00Z,High,60K,336K,-140K,false,false
,Unemployment Rate,USD,2021-01-08T08:30:00Z,High,6.8%,6.7%,6.7%,false,false
,Final Wholesale Inventories m/m,USD,2021-01-08T10:00:00Z,None,-0.1%,-0.1%,0.0%,false,false
,FOMC Member Clarida Speaks,USD,2021-01-08T11:00:00Z,None,,,,false,false
,Consumer Credit m/m,USD,2021-01-08T15:00:00Z,None,9.0B,4.5B,15.3B,false,false
,Bank Holiday,JPY,2021-01-10T00:00:00Z,None,,,,true,false
,MI Inflation Gauge m/m,AUD,2021-01-10T19:00:00Z,None,,0.3%,0.5%,false,false
,CPI y/y,CNY,2021-01-10T20:30:00Z,None,0.0%,-0.5%,0.2%,false,false
,PPI y/y,CNY,2021-01-10T20:30:00Z,None,-0.7%,-1.5%,-0.4%,false,false
,Sentix Investor Confidence,EUR,2021-01-11T04:30:00Z,None,2.0,-2.7,1.3,false,false
,MPC Member Tenreyro Speaks,GBP,2021-01-11T09:00:00Z,None,,,,false,false
,BOC Business Outlook Survey,CAD,2021-01-11T10:30:00Z,None,,,,false,false
,FOMC Member Bostic Speaks,USD,2021-01-11T12:00:00Z,None,,,,false,false
,Bank Lending y/y,JPY,2021-01-11T18:50:00Z,None,6.5%,6.2%,6.2%,false,false
,Current Account,JPY,2021-01-11T18:50:00Z,None,2.00T,1.98T,2.34T,false,false
,BRC Retail Sales Monitor y/y,GBP,2021-01-11T19:01:00Z,None,5.9%,7.7%,4.8%,false,false
,Economy Watchers Sentiment,JPY,2021-01-12T00:00:00Z,None,36.9,45.6,35.5,false,false
,Italian Retail Sales m/m,EUR,2021-01-12T04:00:00Z,None,-4.5%,0.5%,-6.9%,false,false
,MPC Member Broadbent Speaks,GBP,2021-01-12T05:00:00Z,None,,,,false,false
,NFIB Small Business Index,USD,2021-01-12T06:00:00Z,None,100.1,101.4,95.9,false,false
,M2 Money Supply y/y,CNY,2021-01-12T06:01:00Z,None,10.7%,10.7%,10.1%,false,false
,New Loans,CNY,2021-01-12T06:01:00Z,None,1250B,1430B,1260B,false,false
,FOMC Member Brainard Speaks,USD,2021-01-12T09:35:00Z,None,,,,false,false
,JOLTS Job Openings,USD,2021-01-12T10:00:00Z,None,6.42M,6.63M,6.53M,false,false
,RCM/TIPP Economic Optimism,USD,2021-01-12T10:02:00Z,None,50.1,49.0,50.1,false,false
,10-y Bond Auction,USD,2021-01-12T13:01:00Z,None,,0.95|2.3,1.16|2.5,false,false
,API Weekly Statistical Bulletin,USD,2021-01-12T16:30:00Z,None,,,,false,false
,M2 Money Stock y/y,JPY,2021-01-12T18:50:00Z,None,9.2%,9.1%,9.2%,false,false
,ANZ Commodity Prices m/m,NZD,2021-01-12T19:00:00Z,None,,0.9%,1.8%,false,false
,New Home Prices m/m,CNY,2021-01-12T20:30:00Z,None,,0.12%,0.12%,false,false
,Prelim Machine Tool Orders y/y,JPY,2021-01-13T00:58:00Z,None,,8.6%,8.7%,false,false
,German WPI m/m,EUR,2021-01-13T02:00:00Z,None,0.1%,0.1%,0.6%,false,false
,ECB President Lagarde Speaks,EUR,2021-01-13T04:00:00Z,None,,,,false,false
,Italian Industrial Production m/m,EUR,2021-01-13T04:00:00Z,None,-0.4%,1.4%,-1.4%,false,false
,Industrial Production m/m,EUR,2021-01-13T05:00:00Z,None,0.2%,2.3%,2.5%,false,false
,Core CPI y/y,USD,2021-01-13T08:30:00Z,High,1.6%,1.6%,1.6%,false,false
,CPI y/y,USD,2021-01-13T08:30:00Z,High,1.4%,1.2%,1.4%,false,false
,Core CPI m/m,USD,2021-01-13T08:30:00Z,None,0.1%,0.2%,0.1%,false,false
,CPI m/m,USD,2021-01-13T08:30:00Z,None,0.4%,0.2%,0.4%,false,false
,Crude Oil Inventories,USD,2021-01-13T10:30:00Z,None,-3.2M,-8.0M,-3.2M,false,false
,FOMC Member Brainard Speaks,USD,2021-01-13T13:00:00Z,None,,,,false,false
,30-y Bond Auction,USD,2021-01-13T13:01:00Z,None,,1.67|2.5,1.83|2.5,false,false
,Beige Book,USD,2021-01-13T14:00:00Z,None,,,,false,false
,Federal Budget Balance,USD,2021-01-13T14:00:00Z,None,-144.5B,-145.3B,-143.6B,false,false
,FOMC Member Clarida Speaks,USD,2021-01-13T15:00:00Z,None,,,,false,false
,Building Consents m/m,NZD,2021-01-13T16:45:00Z,None,,8.9%,1.2%,false,false
,Core Machinery Orders m/m,JPY,2021-01-13T18:50:00Z,None,-6.4%,17.1%,1.5%,false,false
,PPI y/y,JPY,2021-01-13T18:50:00Z,None,-2.2%,-2.3%,-2.0%,false,false
,RICS House Price Balance,GBP,2021-01-13T19:01:00Z,None,61%,66%,65%,false,false
,USD-Denominated Trade Balance,CNY,2021-01-13T21:09:00Z,None,72.0B,75.4B,78.2B,false,false
,Trade Balance,CNY,2021-01-13T21:10:00Z,None,466B,507B,517B,false,false
,ECB Monetary Policy Meeting Accounts,EUR,2021-01-14T07:30:00Z,None,,,,false,false
,Import Prices m/m,USD,2021-01-14T08:30:00Z,None,0.7%,0.2%,0.9%,false,false
,Unemployment Claims,USD,2021-01-14T08:30:00Z,None,785K,784K,965K,false,false
,CB Leading Index m/m,GBP,2021-01-14T09:30:00Z,None,,-1.7%,-2.1%,false,false
,Natural Gas Storage,USD,2021-01-14T10:30:00Z,None,-129B,-130B,-134B,false,false
,FOMC Member Powell Speaks,USD,2021-01-14T12:30:00Z,High,,,,false,false
,FPI m/m,NZD,2021-01-14T16:45:00Z,None,,-0.9%,0.1%,false,false
,President Biden Speaks,USD,2021-01-14T19:15:00Z,High,,,,false,false
,Tertiary Industry Activity m/m,JPY,2021-01-14T23:30:00Z,None,0.3%,1.6%,-0.7%,false,false
,Construction Output m/m,GBP,2021-01-15T02:00:00Z,None,0.8%,1.5%,1.9%,false,false
,GDP m/m,GBP,2021-01-15T02:00:00Z,None,-4.6%,0.6%,-2.6%,false,false
,Goods Trade Balance,GBP,2021-01-15T02:00:00Z,None,-11.1B,-13.3B,-16.0B,false,false
,Index of Services 3m/3m,GBP,2021-01-15T02:00:00Z,None,2.5%,10.0%,3.7%,false,false
,Industrial Production m/m,GBP,2021-01-15T02:00:00Z,None,0.5%,1.1%,-0.1%,false,false
,Manufacturing Production m/m,GBP,2021-01-15T02:00:00Z,None,1.0%,1.6%,0.7%,false,false
,French Final CPI m/m,EUR,2021-01-15T02:45:00Z,None,0.2%,0.2%,0.2%,false,false
,French Gov Budget Balance,EUR,2021-01-15T02:45:00Z,None,,-159.9B,-176.8B,false,false
,Trade Balance,EUR,2021-01-15T05:00:00Z,None,22.3B,25.2B,25.1B,false,false
,NIESR GDP Estimate,GBP,2021-01-15T08:06:00Z,None,,4.1%,0.9%,false,false
,Core Retail Sales m/m,USD,2021-01-15T08:30:00Z,High,-0.1%,-1.3%,-1.4%,false,false
,Retail Sales m/m,USD,2021-01-15T08:30:00Z,High,0.0%,-1.4%,-0.7%,false,false
,Core PPI m/m,USD,2021-01-15T08:30:00Z,None,0.1%,0.1%,0.1%,false,false
,Empire State Manufacturing Index,USD,2021-01-15T08:30:00Z,None,5.7,4.9,3.5,false,false
,PPI m/m,USD,2021-01-15T08:30:00Z,None,0.4%,0.1%,0.3%,false,false
,Capacity Utilization Rate,USD,2021-01-15T09:15:00Z,None,73.4%,73.4%,74.5%,false,false
,Industrial Production m/m,USD,2021-01-15T09:15:00Z,None,0.5%,0.5%,1.6%,false,false
,Business Inventories m/m,USD,2021-01-15T10:00:00Z,None,0.5%,0.8%,0.5%,false,false
,Prelim UoM Consumer Sentiment,USD,2021-01-15T10:00:00Z,None,79.5,80.7,79.2,false,false
,Prelim UoM Inflation Expectations,USD,2021-01-15T10:00:00Z,None,,2.5%,3.0%,false,false
,Rightmove HPI m/m,GBP,2021-01-17T19:01:00Z,None,,-0.6%,-0.9%,false,false
,GDP q/y,CNY,2021-01-17T21:00:00Z,High,6.2%,4.9%,6.5%,false,false
,Fixed Asset Investment ytd/y,CNY,2021-01-17T21:00:00Z,None,3.3%,2.6%,2.9%,false,false
,Industrial Production y/y,CNY,2021-01-17T21:00:00Z,None,6.9%,7.0%,7.3%,false,false
,NBS Press Conference,CNY,2021-01-17T21:00:00Z,None,,,,false,false
,Retail Sales y/y,CNY,2021-01-17T21:00:00Z,None,5.5%,5.0%,4.6%,false,false
,Unemployment Rate,CNY,2021-01-17T21:00:00Z,None,5.2%,5.2%,5.2%,false,false
,Revised Industrial Production m/m,JPY,2021-01-17T23:30:00Z,None,0.0%,0.0%,-0.5%,false,false
,Bank Holiday,USD,2021-01-18T00:00:00Z,None,,,,true,false
,Eurogroup Meetings,EUR,2021-01-18T00:00:00Z,None,,,,true,false
,German Buba Monthly Report,EUR,2021-01-18T06:00:00Z,None,,,,false,false
,Housing Starts,CAD,2021-01-18T08:14:00Z,None,230K,261K,228K,false,false
,Foreign Securities Purchases,CAD,2021-01-18T08:30:00Z,None,5.05B,6.93B,11.78B,false,false
,BOE Gov Bailey Speaks,GBP,2021-01-18T08:30:00Z,None,,,,false,false
,NZIER Business Confidence,NZD,2021-01-18T16:06:00Z,None,,-40,-6,false,false
,ECOFIN Meetings,EUR,2021-01-19T00:00:00Z,None,,,,true,false
,German Final CPI m/m,EUR,2021-01-19T02:00:00Z,None,0.5%,0.5%,0.5%,false,false
,PPI m/m,CHF,2021-01-19T02:30:00Z,None,0.1%,-0.1%,0.5%,false,false
,Current Account,EUR,2021-01-19T04:00:00Z,None,28.2B,25.6B,24.6B,false,false
,Italian Trade Balance,EUR,2021-01-19T04:00:00Z,None,6.23B,7.58B,6.77B,false,false
,ZEW Economic Sentiment,EUR,2021-01-19T05:00:00Z,None,54.1,54.4,58.3,false,false
,German ZEW Economic Sentiment,EUR,2021-01-19T05:00:00Z,None,55.1,55.0,61.8,false,false
,Manufacturing Sales m/m,CAD,2021-01-19T08:30:00Z,None,-0.2%,0.2%,-0.6%,false,false
,Wholesale Sales m/m,CAD,2021-01-19T08:30:00Z,None,0.9%,1.3%,0.7%,false,false
,GDT Price Index,NZD,2021-01-19T10:05:00Z,None,,3.9%,4.8%,false,false
,MPC Member Haldane Speaks,GBP,2021-01-19T13:00:00Z,None,,,,false,false
,TIC Long-Term Purchases,USD,2021-01-19T16:00:00Z,None,45.4B,51.9B,149.2B,false,false
,Westpac Consumer Sentiment,AUD,2021-01-19T18:23:00Z,None,,4.1%,-4.5%,false,false
,Foreign Direct Investment ytd/y,CNY,2021-01-19T20:05:00Z,None,,6.3%,6.2%,false,false
,1-y Loan Prime Rate,CNY,2021-01-19T20:30:00Z,None,3.85%,3.85%,3.85%,false,false
,5-y Loan Prime Rate,CNY,2021-01-19T20:30:00Z,None,4.65%,4.65%,4.65%,false,false
,German PPI m/m,EUR,2021-01-20T02:00:00Z,None,0.3%,0.2%,0.8%,false,false
,Core CPI y/y,GBP,2021-01-20T02:00:00Z,None,1.3%,1.1%,1.4%,false,false
,CPI y/y,GBP,2021-01-20T02:00:00Z,None,0.5%,0.3%,0.6%,false,false
,PPI Input m/m,GBP,2021-01-20T02:00:00Z,None,0.8%,0.4%,0.8%,false,false
,PPI Output m/m,GBP,2021-01-20T02:00:00Z,None,0.2%,0.3%,0.3%,false,false
,RPI y/y,GBP,2021-01-20T02:00:00Z,None,1.2%,0.9%,1.2%,false,false
,HPI y/y,GBP,2021-01-20T04:30:00Z,None,5.5%,5.9%,7.6%,false,false
,Final Core CPI y/y,EUR,2021-01-20T05:00:00Z,None,0.2%,0.2%,0.2%,false,false
,Final CPI y/y,EUR,2021-01-20T05:00:00Z,None,-0.3%,-0.3%,-0.3%,false,false
,German 30-y Bond Auction,EUR,2021-01-20T05:34:00Z,None,,-0.06|1.6,-0.13|1.4,false,false
,CPI m/m,CAD,2021-01-20T08:30:00Z,None,0.1%,0.1%,-0.2%,false,false
,Common CPI y/y,CAD,2021-01-20T08:30:00Z,None,1.5%,1.5%,1.3%,false,false
,Median CPI y/y,CAD,2021-01-20T08:30:00Z,None,1.9%,1.8%,1.8%,false,false
,Trimmed CPI y/y,CAD,2021-01-20T08:30:00Z,None,1.7%,1.7%,1.6%,false,false
,Core CPI m/m,CAD,2021-01-20T08:32:00Z,None,,0.2%,-0.4%,false,false
,BOC Monetary Policy Report,CAD,2021-01-20T10:00:00Z,High,,,,false,false
,BOC Rate Statement,CAD,2021-01-20T10:00:00Z,High,,,,false,false
,Overnight Rate,CAD,2021-01-20T10:00:00Z,None,0.25%,0.25%,0.25%,false,false
,NAHB Housing Market Index,USD,2021-01-20T10:00:00Z,None,86,86,83,false,false
,CB Leading Index m/m,AUD,2021-01-20T10:30:00Z,None,,0.9%,0.8%,false,false
,BOC Press Conference,CAD,2021-01-20T11:00:00Z,High,,,,false,false
,President Biden Speaks,USD,2021-01-20T11:52:00Z,High,,,,false,false
,BOE Gov Bailey Speaks,GBP,2021-01-20T12:00:00Z,High,,,,false,false
,API Weekly Statistical Bulletin,USD,2021-01-20T16:30:00Z,None,,,,false,false
,Visitor Arrivals m/m,NZD,2021-01-20T16:45:00Z,None,,-8.1%,0.8%,false,false
,Trade Balance,JPY,2021-01-20T18:50:00Z,None,0.70T,0.55T,0.48T,false,false
,MI Inflation Expectations,AUD,2021-01-20T19:00:00Z,None,,3.5%,3.4%,false,false
,Employment Change,AUD,2021-01-20T19:30:00Z,High,50.0K,90.0K,50.0K,false,false
,Unemployment Rate,AUD,2021-01-20T19:30:00Z,High,6.7%,6.8%,6.6%,false,false
,BOJ Outlook Report,JPY,2021-01-20T21:38:00Z,High,,,,false,false
,Monetary Policy Statement,JPY,2021-01-20T21:38:00Z,High,,,,false,false
,BOJ Policy Rate,JPY,2021-01-20T21:38:00Z,None,-0.10%,-0.10%,-0.10%,false,false
,BOJ Press Conference,JPY,2021-01-21T01:30:00Z,None,,,,false,false
,BOE Credit Conditions Survey,GBP,2021-01-21T04:30:00Z,None,,,,false,false
,CBI Industrial Order Expectations,GBP,2021-01-21T06:00:00Z,None,-35,-25,-38,false,false
,Monetary Policy Statement,EUR,2021-01-21T07:45:00Z,High,,,,false,false
,Main Refinancing Rate,EUR,2021-01-21T07:45:00Z,None,0.00%,0.00%,0.00%,false,false
,NHPI m/m,CAD,2021-01-21T08:30:00Z,None,0.8%,0.6%,0.3%,false,false
,ECB Press Conference,EUR,2021-01-21T08:30:00Z,High,,,,false,false
,Philly Fed Manufacturing Index,USD,2021-01-21T08:30:00Z,None,11.2,11.1,26.5,false,false
,Unemployment Claims,USD,2021-01-21T08:30:00Z,None,930K,926K,900K,false,false
,Building Permits,USD,2021-01-21T08:30:00Z,None,1.60M,1.64M,1.71M,false,false
,Housing Starts,USD,2021-01-21T08:30:00Z,None,1.56M,1.58M,1.67M,false,false
,ADP Non-Farm Employment Change,CAD,2021-01-21T08:32:00Z,None,,-219.8K,-28.8K,false,false
,Consumer Confidence,EUR,2021-01-21T09:30:00Z,None,-15,-14,-16,false,false
,BusinessNZ Manufacturing Index,NZD,2021-01-21T16:30:00Z,None,,54.7,48.7,false,false
,CPI q/q,NZD,2021-01-21T16:45:00Z,High,0.2%,0.7%,0.5%,false,false
,Flash Manufacturing PMI,AUD,2021-01-21T17:00:00Z,None,,55.7,57.2,false,false
,Flash Services PMI,AUD,2021-01-21T17:00:00Z,None,,57.0,55.8,false,false
,National Core CPI y/y,JPY,2021-01-21T18:30:00Z,None,-1.1%,-0.9%,-1.0%,false,false
,GfK Consumer Confidence,GBP,2021-01-21T19:01:00Z,None,-30,-26,-28,false,false
,Retail Sales m/m,AUD,2021-01-21T19:30:00Z,None,-1.5%,7.1%,-4.2%,false,false
,Flash Manufacturing PMI,JPY,2021-01-21T19:30:00Z,None,50.1,50.0,49.7,false,false
,Retail Sales m/m,GBP,2021-01-22T02:00:00Z,None,1.4%,-4.1%,0.3%,false,false
,Public Sector Net Borrowing,GBP,2021-01-22T02:00:00Z,None,31.5B,25.4B,33.4B,false,false
,French Flash Services PMI,EUR,2021-01-22T03:15:00Z,High,48.3,49.1,46.5,false,false
,French Flash Manufacturing PMI,EUR,2021-01-22T03:15:00Z,None,50.6,51.1,51.5,false,false
,German Flash Manufacturing PMI,EUR,2021-01-22T03:30:00Z,High,57.3,58.3,57.0,false,false
,German Flash Services PMI,EUR,2021-01-22T03:30:00Z,High,45.1,47.0,46.8,false,false
,Flash Manufacturing PMI,EUR,2021-01-22T04:00:00Z,None,54.5,55.2,54.7,false,false
,Flash Services PMI,EUR,2021-01-22T04:00:00Z,None,44.4,46.4,45.0,false,false
,Flash Manufacturing PMI,GBP,2021-01-22T04:30:00Z,None,53.5,57.5,52.9,false,false
,Flash Services PMI,GBP,2021-01-22T04:30:00Z,None,45.2,49.4,38.8,false,false
,Core Retail Sales m/m,CAD,2021-01-22T08:30:00Z,None,0.3%,-0.2%,2.1%,false,false
,Retail Sales m/m,CAD,2021-01-22T08:30:00Z,None,0.0%,0.1%,1.3%,false,false
,Flash Manufacturing PMI,USD,2021-01-22T09:45:00Z,None,56.6,57.1,59.1,false,false
,Flash Services PMI,USD,2021-01-22T09:45:00Z,None,53.3,54.8,57.5,false,false
,Existing Home Sales,USD,2021-01-22T10:00:00Z,None,6.55M,6.71M,6.76M,false,false
,Natural Gas Storage,USD,2021-01-22T10:30:00Z,None,-162B,-134B,-187B,false,false
,Crude Oil Inventories,USD,2021-01-22T11:00:00Z,None,-1.2M,-3.2M,4.4M,false,false
,Goods Trade Balance,AUD,2021-01-24T19:30:00Z,None,,1.53B,8.96B,false,false
,Bank Holiday,AUD,2021-01-25T00:00:00Z,None,,,,true,false
,ECB President Lagarde Speaks,EUR,2021-01-25T03:45:00Z,None,,,,false,false
