id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,GDT Price Index,NZD,2022-01-04T09:34:00Z,None,,-1.5%,0.3%,false,false
,ISM Manufacturing Prices,USD,2022-01-04T10:00:00Z,None,79.3,82.4,68.2,false,false
,ISM Manufacturing PMI,USD,2022-01-04T10:00:00Z,High,60.0,61.1,58.7,false,false
,JOLTS Job Openings,USD,2022-01-04T10:00:00Z,High,11.06M,11.09M,10.56M,false,false
,API Weekly Statistical Bulletin,USD,2022-01-04T16:30:00Z,None,,,,false,false
,Monetary Base y/y,JPY,2022-01-04T18:50:00Z,None,9.5%,9.3%,8.3%,false,false
,ANZ Job Advertisements m/m,AUD,2022-01-04T19:30:00Z,None,,9.9%,-5.5%,false,false
,10-y Bond Auction,JPY,2022-01-04T22:35:00Z,None,,0.06|3.2,0.10|3.5,false,false
,Consumer Confidence,JPY,2022-01-05T00:00:00Z,None,39.8,39.2,39.1,false,false
,Spanish Services PMI,EUR,2022-01-05T03:15:00Z,None,57.3,59.8,55.8,false,false
,Italian Services PMI,EUR,2022-01-05T03:45:00Z,None,53.9,55.9,53.0,false,false
,French Final Services PMI,EUR,2022-01-05T03:50:00Z,None,57.1,57.1,57.0,false,false
,German Final Services PMI,EUR,2022-01-05T03:55:00Z,None,48.4,48.4,48.7,false,false
,Final Services PMI,EUR,2022-01-05T04:00:00Z,None,53.3,53.3,53.1,false,false
,Italian Prelim CPI m/m,EUR,2022-01-05T05:00:00Z,None,0.3%,0.6%,0.4%,false,false
,German 10-y Bond Auction,EUR,2022-01-05T05:33:00Z,None,,-0.38|1.3,-0.09|1.5,false,false
,ADP Non-Farm Employment Change,USD,2022-01-05T08:15:00Z,High,405K,505K,807K,false,false
,Building Permits m/m,CAD,2022-01-05T08:30:00Z,None,2.1%,2.4%,6.8%,false,false
,NHPI m/m,CAD,2022-01-05T08:30:00Z,None,0.7%,0.9%,0.8%,false,false
,Final Services PMI,USD,2022-01-05T09:45:00Z,None,57.5,57.5,57.6,false,false
,Crude Oil Inventories,USD,2022-01-05T10:30:00Z,None,-3.5M,-3.6M,-2.1M,false,false
,FOMC Meeting Minutes,USD,2022-01-05T14:00:00Z,High,,,,false,false
,RatingDog Services PMI,CNY,2022-01-05T20:45:00Z,None,51.9,52.1,53.1,false,false
,Italian Bank Holiday,EUR,2022-01-06T00:00:00Z,None,,,,true,false
,German Prelim CPI m/m,EUR,2022-01-06T00:00:00Z,None,0.4%,-0.2%,0.5%,true,false
,German Factory Orders m/m,EUR,2022-01-06T02:00:00Z,None,2.1%,-5.8%,3.7%,false,false
,Final Services PMI,GBP,2022-01-06T04:30:00Z,None,53.2,53.2,53.6,false,false
,PPI m/m,EUR,2022-01-06T05:00:00Z,None,1.1%,5.4%,1.8%,false,false
,French 10-y Bond Auction,EUR,2022-01-06T05:07:00Z,None,,-0.19|2.7,0.30|2.1,false,false
,Challenger Job Cuts y/y,USD,2022-01-06T07:30:00Z,None,,-77.0%,-75.3%,false,false
,Trade Balance,USD,2022-01-06T08:30:00Z,None,-80.5B,-67.2B,-80.2B,false,false
,Trade Balance,CAD,2022-01-06T08:30:00Z,None,2.1B,2.3B,3.1B,false,false
,Unemployment Claims,USD,2022-01-06T08:30:00Z,None,199K,200K,207K,false,false
,ISM Services PMI,USD,2022-01-06T10:00:00Z,High,67.0,69.1,62.0,false,false
,Factory Orders m/m,USD,2022-01-06T10:00:00Z,None,1.5%,1.2%,1.6%,false,false
,Natural Gas Storage,USD,2022-01-06T10:30:00Z,None,-55B,-136B,-31B,false,false
,Average Cash Earnings y/y,JPY,2022-01-06T18:30:00Z,None,0.5%,0.2%,0.0%,false,false
,Household Spending y/y,JPY,2022-01-06T18:30:00Z,None,1.3%,-0.6%,-1.3%,false,false
,Tokyo Core CPI y/y,JPY,2022-01-06T18:30:00Z,None,0.5%,0.3%,0.5%,false,false
,30-y Bond Auction,JPY,2022-01-06T22:35:00Z,None,,0.67|3.2,0.72|3.6,false,false
,Unemployment Rate,CHF,2022-01-07T01:45:00Z,None,2.5%,2.5%,2.4%,false,false
,German Trade Balance,EUR,2022-01-07T02:00:00Z,None,12.7B,12.4B,10.9B,false,false
,German Industrial Production m/m,EUR,2022-01-07T02:00:00Z,None,1.1%,2.4%,-0.2%,false,false
,Lloyds HPI m/m,GBP,2022-01-07T02:00:00Z,None,1.1%,1.1%,1.1%,false,false
,Retail Sales y/y,CHF,2022-01-07T02:30:00Z,None,0.8%,2.2%,5.8%,false,false
,French Trade Balance,EUR,2022-01-07T02:45:00Z,None,-7.2B,-7.7B,-9.7B,false,false
,French Industrial Production m/m,EUR,2022-01-07T02:45:00Z,None,0.5%,0.9%,-0.4%,false,false
,French Consumer Spending m/m,EUR,2022-01-07T02:45:00Z,None,0.5%,-0.6%,0.8%,false,false
,Foreign Currency Reserves,CHF,2022-01-07T03:00:00Z,None,,922B,945B,false,false
,Construction PMI,GBP,2022-01-07T04:30:00Z,None,53.9,55.5,54.3,false,false
,Housing Equity Withdrawal q/q,GBP,2022-01-07T04:30:00Z,None,3.8B,6.1B,-7.1B,false,false
,Core CPI Flash Estimate y/y,EUR,2022-01-07T05:00:00Z,None,2.5%,2.6%,2.6%,false,false
,Retail Sales m/m,EUR,2022-01-07T05:00:00Z,None,-0.4%,0.3%,1.0%,false,false
,CPI Flash Estimate y/y,EUR,2022-01-07T05:00:00Z,None,4.8%,4.9%,5.0%,false,false
,Non-Farm Employment Change,USD,2022-01-07T08:30:00Z,High,426K,249K,199K,false,false
,Employment Change,CAD,2022-01-07T08:30:00Z,High,24.5K,153.7K,54.7K,false,false
,Unemployment Rate,CAD,2022-01-07T08:30:00Z,High,6.0%,6.0%,5.9%,false,false
,Average Hourly Earnings m/m,USD,2022-01-07T08:30:00Z,High,0.4%,0.4%,0.6%,false,false
,Unemployment Rate,USD,2022-01-07T08:30:00Z,High,4.1%,4.2%,3.9%,false,false
,Ivey PMI,CAD,2022-01-07T10:00:00Z,None,64.3,61.2,45.0,false,false
,MPC Member Mann Speaks,GBP,2022-01-07T12:15:00Z,None,,,,false,false
,Consumer Credit m/m,USD,2022-01-07T15:00:00Z,None,19.9B,16.0B,40.0B,false,false
,MPC Member Mann Speaks,GBP,2022-01-08T10:00:00Z,None,,,,false,false
,MPC Member Mann Speaks,GBP,2022-01-08T12:15:00Z,None,,,,false,false
,Bank Holiday,JPY,2022-01-09T00:00:00Z,None,,,,true,false
,MI Inflation Gauge m/m,AUD,2022-01-09T19:00:00Z,None,,0.3%,0.2%,false,false
,Building Approvals m/m,AUD,2022-01-09T19:30:00Z,None,3.2%,-13.6%,3.6%,false,false
,Italian Monthly Unemployment Rate,EUR,2022-01-10T04:00:00Z,None,9.3%,9.4%,9.2%,false,false
,Sentix Investor Confidence,EUR,2022-01-10T04:30:00Z,None,12.6,13.5,14.9,false,false
,Unemployment Rate,EUR,2022-01-10T05:00:00Z,None,7.2%,7.3%,7.2%,false,false
,Final Wholesale Inventories m/m,USD,2022-01-10T10:00:00Z,None,1.2%,1.2%,1.4%,false,false
,BRC Retail Sales Monitor y/y,GBP,2022-01-10T19:01:00Z,None,0.3%,1.8%,0.6%,false,false
,Goods Trade Balance,AUD,2022-01-10T19:30:00Z,None,10.50B,10.78B,9.42B,false,false
,Retail Sales m/m,AUD,2022-01-10T19:30:00Z,None,3.5%,4.9%,7.3%,false,false
,Leading Indicators,JPY,2022-01-11T00:00:00Z,None,102.9%,101.5%,103.0%,false,false
,Italian Retail Sales m/m,EUR,2022-01-11T04:00:00Z,None,0.3%,0.2%,-0.4%,false,false
,ECB President Lagarde Speaks,EUR,2022-01-11T05:20:00Z,None,,,,false,false
,NFIB Small Business Index,USD,2022-01-11T05:50:00Z,None,98.6,98.4,98.9,false,false
,FOMC Member Mester Speaks,USD,2022-01-11T09:12:00Z,None,,,,false,false
,FOMC Member George Speaks,USD,2022-01-11T09:30:00Z,None,,,,false,false
,RCM/TIPP Economic Optimism,USD,2022-01-11T10:00:00Z,None,50.2,48.4,44.7,false,false
,Fed Chairman Powell Testifies,USD,2022-01-11T10:00:00Z,High,,,,false,false
,API Weekly Statistical Bulletin,USD,2022-01-11T16:30:00Z,None,,,,false,false
,Bank Lending y/y,JPY,2022-01-11T18:50:00Z,None,0.7%,0.6%,0.6%,false,false
,Current Account,JPY,2022-01-11T18:50:00Z,None,1.05T,1.03T,1.37T,false,false
,ANZ Commodity Prices m/m,NZD,2022-01-11T19:00:00Z,None,,2.8%,-0.2%,false,false
,CPI y/y,CNY,2022-01-11T20:30:00Z,None,1.7%,2.3%,1.5%,false,false
,PPI y/y,CNY,2022-01-11T20:30:00Z,None,11.3%,12.9%,10.3%,false,false
,Economy Watchers Sentiment,JPY,2022-01-12T00:00:00Z,None,56.2,56.3,56.4,false,false
,German WPI m/m,EUR,2022-01-12T02:00:00Z,None,1.2%,1.3%,0.2%,false,false
,New Loans,CNY,2022-01-12T03:30:00Z,None,1250B,1270B,1130B,false,false
,M2 Money Supply y/y,CNY,2022-01-12T03:30:00Z,None,8.6%,8.5%,9.0%,false,false
,Industrial Production m/m,EUR,2022-01-12T05:00:00Z,None,0.1%,-1.3%,2.3%,false,false
,German 30-y Bond Auction,EUR,2022-01-12T05:35:00Z,None,,0.08|1.1,0.28|1.1,false,false
,CPI y/y,USD,2022-01-12T08:30:00Z,High,7.0%,6.8%,7.0%,false,false
,Core CPI m/m,USD,2022-01-12T08:30:00Z,High,0.5%,0.5%,0.6%,false,false
,Core CPI y/y,USD,2022-01-12T08:30:00Z,High,5.4%,4.9%,5.5%,false,false
,CPI m/m,USD,2022-01-12T08:30:00Z,High,0.4%,0.8%,0.5%,false,false
,MPC Member Cunliffe Speaks,GBP,2022-01-12T09:15:00Z,None,,,,false,false
,Crude Oil Inventories,USD,2022-01-12T10:30:00Z,None,-2.1M,-2.1M,-4.6M,false,false
,10-y Bond Auction,USD,2022-01-12T13:01:00Z,None,,1.52|2.4,1.72|2.5,false,false
,Beige Book,USD,2022-01-12T14:00:00Z,None,,,,false,false
,Federal Budget Balance,USD,2022-01-12T14:00:00Z,None,-5.8B,-191.3B,-21.3B,false,false
,Building Consents m/m,NZD,2022-01-12T16:45:00Z,None,,-2.1%,0.6%,false,false
,M2 Money Stock y/y,JPY,2022-01-12T18:50:00Z,None,3.9%,4.0%,3.7%,false,false
,10-y Bond Auction,GBP,2022-01-13T00:00:00Z,None,,,,false,true
,Prelim Machine Tool Orders y/y,JPY,2022-01-13T00:58:00Z,None,,64.0%,40.5%,false,false
,Foreign Direct Investment ytd/y,CNY,2022-01-13T02:03:00Z,None,,15.9%,14.9%,false,false
,MPC Member Mann Speaks,GBP,2022-01-13T03:45:00Z,None,,,,false,false
,ECB Economic Bulletin,EUR,2022-01-13T04:00:00Z,None,,,,false,false
,Italian Industrial Production m/m,EUR,2022-01-13T04:00:00Z,None,0.4%,-0.5%,1.9%,false,false
,BOE Credit Conditions Survey,GBP,2022-01-13T04:30:00Z,None,,,,false,false
,PPI m/m,USD,2022-01-13T08:30:00Z,High,0.4%,0.8%,0.2%,false,false
,Core PPI m/m,USD,2022-01-13T08:30:00Z,None,0.5%,0.7%,0.5%,false,false
,Unemployment Claims,USD,2022-01-13T08:30:00Z,None,199K,207K,230K,false,false
,FOMC Member Brainard Speaks,USD,2022-01-13T10:00:00Z,None,,,,false,false
,Natural Gas Storage,USD,2022-01-13T10:30:00Z,None,-175B,-31B,-179B,false,false
,30-y Bond Auction,USD,2022-01-13T13:01:00Z,None,,1.90|2.2,2.08|2.4,false,false
,PPI y/y,JPY,2022-01-13T18:50:00Z,None,8.8%,9.2%,8.5%,false,false
,USD-Denominated Trade Balance,CNY,2022-01-13T21:58:00Z,None,73.9B,71.7B,94.5B,false,false
,Trade Balance,CNY,2022-01-13T22:08:00Z,None,454B,461B,605B,false,false
,GDP m/m,GBP,2022-01-14T02:00:00Z,None,0.4%,0.2%,0.9%,false,false
,Construction Output m/m,GBP,2022-01-14T02:00:00Z,None,0.6%,-1.7%,3.5%,false,false
,Goods Trade Balance,GBP,2022-01-14T02:00:00Z,None,-14.3B,-11.8B,-11.3B,false,false
,Index of Services 3m/3m,GBP,2022-01-14T02:00:00Z,None,1.1%,1.2%,1.3%,false,false
,Industrial Production m/m,GBP,2022-01-14T02:00:00Z,None,0.2%,-0.5%,1.0%,false,false
,Manufacturing Production m/m,GBP,2022-01-14T02:00:00Z,None,0.2%,0.1%,1.1%,false,false
,French Final CPI m/m,EUR,2022-01-14T02:45:00Z,None,0.2%,0.2%,0.2%,false,false
,French Gov Budget Balance,EUR,2022-01-14T02:45:00Z,None,,-171.6B,-181.0B,false,false
,Trade Balance,EUR,2022-01-14T05:00:00Z,None,1.5B,1.8B,-1.3B,false,false
,ECB President Lagarde Speaks,EUR,2022-01-14T08:15:00Z,None,,,,false,false
,Import Prices m/m,USD,2022-01-14T08:30:00Z,None,0.2%,0.7%,-0.2%,false,false
,Core Retail Sales m/m,USD,2022-01-14T08:30:00Z,High,0.2%,0.1%,-2.3%,false,false
,Retail Sales m/m,USD,2022-01-14T08:30:00Z,High,0.0%,0.2%,-1.9%,false,false
,Capacity Utilization Rate,USD,2022-01-14T09:15:00Z,None,77.1%,76.6%,76.5%,false,false
,Industrial Production m/m,USD,2022-01-14T09:15:00Z,None,0.2%,0.7%,-0.1%,false,false
,CB Leading Index m/m,GBP,2022-01-14T09:30:00Z,None,,0.1%,0.2%,false,false
,NIESR GDP Estimate,GBP,2022-01-14T09:57:00Z,None,,1.1%,1.2%,false,false
,Business Inventories m/m,USD,2022-01-14T10:00:00Z,None,1.3%,1.3%,1.3%,false,false
,Prelim UoM Inflation Expectations,USD,2022-01-14T10:00:00Z,None,,4.8%,4.9%,false,false
,Prelim UoM Consumer Sentiment,USD,2022-01-14T10:00:00Z,None,70.0,70.6,68.8,false,false
,FOMC Member Williams Speaks,USD,2022-01-14T11:00:00Z,None,,,,false,false
,New Home Prices m/m,CNY,2022-01-14T20:30:00Z,None,,-0.33%,-0.28%,false,false
,Core Machinery Orders m/m,JPY,2022-01-16T18:50:00Z,None,1.3%,3.8%,3.4%,false,false
,Rightmove HPI m/m,GBP,2022-01-16T19:01:00Z,None,,-0.7%,0.3%,false,false
,Retail Sales y/y,CNY,2022-01-16T21:00:00Z,None,3.8%,3.9%,1.7%,false,false
,Fixed Asset Investment ytd/y,CNY,2022-01-16T21:00:00Z,None,4.9%,5.2%,4.9%,false,false
,Industrial Production y/y,CNY,2022-01-16T21:00:00Z,None,3.7%,3.8%,4.3%,false,false
,NBS Press Conference,CNY,2022-01-16T21:00:00Z,None,,,,false,false
,Unemployment Rate,CNY,2022-01-16T21:00:00Z,None,5.0%,5.0%,5.1%,false,false
,GDP q/y,CNY,2022-01-16T21:00:00Z,High,3.3%,4.9%,4.0%,false,false
,Tertiary Industry Activity m/m,JPY,2022-01-16T23:30:00Z,None,1.1%,1.9%,0.4%,false,false
,WEF Annual Meetings,All,2022-01-17T00:00:00Z,None,,,,false,false
,Eurogroup Meetings,EUR,2022-01-17T00:00:00Z,None,,,,true,false
,Bank Holiday,USD,2022-01-17T00:00:00Z,None,,,,true,false
,Manufacturing Sales m/m,CAD,2022-01-17T08:30:00Z,None,1.7%,4.6%,2.6%,false,false
,Foreign Securities Purchases,CAD,2022-01-17T08:30:00Z,None,23.50B,22.30B,30.15B,false,false
,BOC Business Outlook Survey,CAD,2022-01-17T10:30:00Z,None,,,,false,false
,NZIER Business Confidence,NZD,2022-01-17T16:00:00Z,None,,-11,-28,false,false
,BOJ Outlook Report,JPY,2022-01-17T21:45:00Z,High,,,,false,false
,Monetary Policy Statement,JPY,2022-01-17T21:45:00Z,None,,,,false,false
,BOJ Policy Rate,JPY,2022-01-17T21:45:00Z,None,-0.10%,-0.10%,-0.10%,false,false
,Revised Industrial Production m/m,JPY,2022-01-17T23:30:00Z,None,7.2%,7.2%,7.0%,false,false
,WEF Annual Meetings,All,2022-01-18T00:00:00Z,None,,,,false,false
,ECOFIN Meetings,EUR,2022-01-18T00:00:00Z,None,,,,true,false
,BOJ Press Conference,JPY,2022-01-18T01:30:00Z,None,,,,false,false
,Unemployment Rate,GBP,2022-01-18T02:00:00Z,None,4.2%,4.2%,4.1%,false,false
,Average Earnings Index 3m/y,GBP,2022-01-18T02:00:00Z,None,4.2%,4.9%,4.2%,false,false
,Claimant Count Change,GBP,2022-01-18T02:00:00Z,None,-38.6K,-95.1K,-43.3K,false,false
,PPI m/m,CHF,2022-01-18T02:30:00Z,None,0.4%,0.5%,-0.1%,false,false
,Italian Trade Balance,EUR,2022-01-18T04:00:00Z,None,4.23B,3.89B,4.16B,false,false
,ZEW Economic Sentiment,EUR,2022-01-18T05:00:00Z,None,29.2,26.8,49.4,false,false
,German ZEW Economic Sentiment,EUR,2022-01-18T05:00:00Z,None,32.1,29.9,51.7,false,false
,Housing Starts,CAD,2022-01-18T08:13:00Z,None,268K,304K,236K,false,false
,Empire State Manufacturing Index,USD,2022-01-18T08:30:00Z,None,25.0,31.9,-0.7,false,false
,GDT Price Index,NZD,2022-01-18T09:25:00Z,None,,0.3%,4.6%,false,false
,NAHB Housing Market Index,USD,2022-01-18T10:00:00Z,None,84,84,83,false,false
,TIC Long-Term Purchases,USD,2022-01-18T16:00:00Z,None,37.6B,7.1B,137.4B,false,false
,Westpac Consumer Sentiment,AUD,2022-01-18T18:30:00Z,None,,-1.0%,-2.0%,false,false
,WEF Annual Meetings,All,2022-01-19T00:00:00Z,None,,,,false,false
,CPI y/y,GBP,2022-01-19T02:00:00Z,High,5.2%,5.1%,5.4%,false,false
,Core CPI y/y,GBP,2022-01-19T02:00:00Z,None,3.9%,4.0%,4.2%,false,false
,PPI Input m/m,GBP,2022-01-19T02:00:00Z,None,0.6%,1.5%,-0.2%,false,false
,PPI Output m/m,GBP,2022-01-19T02:00:00Z,None,0.6%,1.0%,0.3%,false,false
,RPI y/y,GBP,2022-01-19T02:00:00Z,None,7.1%,7.1%,7.5%,false,false
,German Final CPI m/m,EUR,2022-01-19T02:00:00Z,None,0.5%,0.5%,0.5%,false,false
,Current Account,EUR,2022-01-19T04:00:00Z,None,20.3B,19.4B,23.6B,false,false
,HPI y/y,GBP,2022-01-19T04:30:00Z,None,10.0%,9.8%,10.0%,false,false
,Median CPI y/y,CAD,2022-01-19T08:30:00Z,None,2.9%,2.8%,3.0%,false,false
,Common CPI y/y,CAD,2022-01-19T08:30:00Z,None,2.1%,2.0%,2.1%,false,false
,Trimmed CPI y/y,CAD,2022-01-19T08:30:00Z,None,3.4%,3.4%,3.7%,false,false
,Wholesale Sales m/m,CAD,2022-01-19T08:30:00Z,None,2.8%,1.4%,3.5%,false,false
,Building Permits,USD,2022-01-19T08:30:00Z,None,1.71M,1.71M,1.87M,false,false
,Housing Starts,USD,2022-01-19T08:30:00Z,None,1.65M,1.68M,1.70M,false,false
,CPI m/m,CAD,2022-01-19T08:30:00Z,High,-0.1%,0.2%,-0.1%,false,false
,Core CPI m/m,CAD,2022-01-19T08:32:00Z,None,,0.0%,0.0%,false,false
,BOE Gov Bailey Speaks,GBP,2022-01-19T09:15:00Z,High,,,,false,false
,CB Leading Index m/m,AUD,2022-01-19T10:30:00Z,None,,0.3%,0.4%,false,false
,API Weekly Statistical Bulletin,USD,2022-01-19T16:30:00Z,None,,,,false,false
,FPI m/m,NZD,2022-01-19T16:45:00Z,None,,-0.6%,0.6%,false,false
,Trade Balance,JPY,2022-01-19T18:50:00Z,None,-0.73T,-0.47T,-0.44T,false,false
,RICS House Price Balance,GBP,2022-01-19T19:01:00Z,None,69%,71%,69%,false,false
,MI Inflation Expectations,AUD,2022-01-19T19:03:00Z,None,,4.8%,4.4%,false,false
,Employment Change,AUD,2022-01-19T19:30:00Z,High,60.0K,366.1K,64.8K,false,false
,Unemployment Rate,AUD,2022-01-19T19:30:00Z,High,4.5%,4.6%,4.2%,false,false
,1-y Loan Prime Rate,CNY,2022-01-19T20:15:00Z,None,3.70%,3.80%,3.70%,false,false
,5-y Loan Prime Rate,CNY,2022-01-19T20:15:00Z,None,4.55%,4.65%,4.60%,false,false
,WEF Annual Meetings,All,2022-01-20T00:00:00Z,None,,,,false,false
,German PPI m/m,EUR,2022-01-20T02:00:00Z,None,0.8%,0.8%,5.0%,false,false
,Spanish 10-y Bond Auction,EUR,2022-01-20T04:48:00Z,None,,0.39|2.1,0.43|1.9,false,false
,Final Core CPI y/y,EUR,2022-01-20T05:00:00Z,None,2.6%,2.6%,2.6%,false,false
,Final CPI y/y,EUR,2022-01-20T05:00:00Z,None,5.0%,5.0%,5.0%,false,false
,ECB Monetary Policy Meeting Accounts,EUR,2022-01-20T07:30:00Z,None,,,,false,false
,Philly Fed Manufacturing Index,USD,2022-01-20T08:30:00Z,None,18.9,15.4,23.2,false,false
,Unemployment Claims,USD,2022-01-20T08:30:00Z,None,227K,231K,286K,false,false
,ADP Non-Farm Employment Change,CAD,2022-01-20T08:35:00Z,None,,102.1K,19.2K,false,false
,Existing Home Sales,USD,2022-01-20T10:00:00Z,None,6.42M,6.48M,6.18M,false,false
,Natural Gas Storage,USD,2022-01-20T10:30:00Z,None,-190B,-179B,-206B,false,false
,Crude Oil Inventories,USD,2022-01-20T11:00:00Z,None,-2.1M,-4.6M,0.5M,false,false
,BusinessNZ Manufacturing Index,NZD,2022-01-20T16:30:00Z,None,,51.2,53.7,false,false
,Visitor Arrivals m/m,NZD,2022-01-20T16:45:00Z,None,,59.6%,44.0%,false,false
,National Core CPI y/y,JPY,2022-01-20T18:30:00Z,None,0.6%,0.5%,0.5%,false,false
,Monetary Policy Meeting Minutes,JPY,2022-01-20T18:50:00Z,None,,,,false,false
,GfK Consumer Confidence,GBP,2022-01-20T19:01:00Z,None,-15,-15,-19,false,false
,WEF Annual Meetings,All,2022-01-21T00:00:00Z,None,,,,false,false
,Retail Sales m/m,GBP,2022-01-21T02:00:00Z,None,-0.6%,1.0%,-3.7%,false,false
,ECB President Lagarde Speaks,EUR,2022-01-21T07:30:00Z,None,,,,false,false
,MPC Member Mann Speaks,GBP,2022-01-21T08:00:00Z,None,,,,false,false
,Core Retail Sales m/m,CAD,2022-01-21T08:30:00Z,None,1.1%,1.3%,1.1%,false,false
,Retail Sales m/m,CAD,2022-01-21T08:30:00Z,None,1.2%,1.5%,0.7%,false,false
,NHPI m/m,CAD,2022-01-21T08:30:00Z,None,1.0%,0.8%,0.2%,false,false
,Consumer Confidence,EUR,2022-01-21T09:57:00Z,None,-9,-8,-9,false,false
,CB Leading Index m/m,USD,2022-01-21T10:00:00Z,None,0.8%,0.7%,0.8%,false,false
,Treasury Sec Yellen Speaks,USD,2022-01-21T11:30:00Z,None,,,,false,false
,Flash Manufacturing PMI,AUD,2022-01-23T17:00:00Z,None,,57.7,55.3,false,false
,Flash Services PMI,AUD,2022-01-23T17:00:00Z,None,,55.1,45.0,false,false
,Flash Manufacturing PMI,JPY,2022-01-23T19:30:00Z,None,55.0,54.3,54.6,false,false
,French Flash Manufacturing PMI,EUR,2022-01-24T03:15:00Z,None,55.2,55.6,55.5,false,false
,French Flash Services PMI,EUR,2022-01-24T03:15:00Z,None,55.3,57.0,53.1,false,false
,German Flash Services PMI,EUR,2022-01-24T03:30:00Z,High,47.9,48.7,52.2,false,false
,German Flash Manufacturing PMI,EUR,2022-01-24T03:30:00Z,High,56.9,57.4,60.5,false,false
,Flash Services PMI,EUR,2022-01-24T04:00:00Z,None,51.9,53.1,51.2,false,false
,Flash Manufacturing PMI,EUR,2022-01-24T04:00:00Z,None,57.6,58.0,59.0,false,false
,Flash Manufacturing PMI,GBP,2022-01-24T04:30:00Z,None,57.7,57.9,56.9,false,false
,Flash Services PMI,GBP,2022-01-24T04:30:00Z,None,53.9,53.6,53.3,false,false
,German Buba Monthly Report,EUR,2022-01-24T06:00:00Z,None,,,,false,false
,Flash Manufacturing PMI,USD,2022-01-24T09:45:00Z,None,56.9,57.7,55.0,false,false
,Flash Services PMI,USD,2022-01-24T09:45:00Z,None,54.9,57.6,50.9,false,false
,BusinessNZ Services Index,NZD,2022-01-24T16:30:00Z,None,,47.2,49.7,false,false
,NAB Business Confidence,AUD,2022-01-24T19:25:00Z,None,,12,-12,false,false
,Trimmed Mean CPI m/m,AUD,2022-01-24T19:30:00Z,High,0.7%,0.7%,1.0%,false,false
,CPI m/m,AUD,2022-01-24T19:30:00Z,High,1.0%,0.8%,1.3%,false,false
