id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,Challenger Job Cuts y/y,USD,2008-01-03T07:30:00Z,None,,-8.8%,-4.7%,false,false
,ADP Non-Farm Employment Change,USD,2008-01-03T08:15:00Z,High,45K,173K,40K,false,false
,Unemployment Claims,USD,2008-01-03T08:30:00Z,None,345K,357K,336K,false,false
,Factory Orders m/m,USD,2008-01-03T10:00:00Z,None,0.5%,0.7%,1.5%,false,false
,Crude Oil Inventories,USD,2008-01-03T10:30:00Z,None,-2.3M,-3.3M,-4.0M,false,false
,AIG Services Index,AUD,2008-01-03T17:30:00Z,None,,56.4,56.9,false,false
,CPI m/m,CHF,2008-01-04T01:45:00Z,High,0.1%,0.5%,0.2%,false,false
,Spanish Services PMI,EUR,2008-01-04T03:15:00Z,None,,50.7,51.0,false,false
,Italian Services PMI,EUR,2008-01-04T03:45:00Z,None,50.7,50.8,49.7,false,false
,Final Services PMI,EUR,2008-01-04T04:00:00Z,None,53.2,53.2,53.1,false,false
,Final Services PMI,GBP,2008-01-04T04:30:00Z,None,51.6,51.9,52.4,false,false
,Mortgage Approvals,GBP,2008-01-04T04:30:00Z,None,84K,89K,83K,false,false
,Net Lending to Individuals m/m,GBP,2008-01-04T04:30:00Z,None,8.2B,9.0B,8.9B,false,false
,CPI Flash Estimate y/y,EUR,2008-01-04T05:00:00Z,None,3.1%,3.1%,3.1%,false,false
,Italian Prelim CPI m/m,EUR,2008-01-04T05:00:00Z,None,0.3%,0.4%,0.3%,false,false
,RMPI m/m,CAD,2008-01-04T08:30:00Z,None,0.8%,0.7%,3.4%,false,false
,IPPI m/m,CAD,2008-01-04T08:30:00Z,None,0.3%,-1.2%,0.6%,false,false
,Non-Farm Employment Change,USD,2008-01-04T08:30:00Z,High,70K,115K,18K,false,false
,Unemployment Rate,USD,2008-01-04T08:30:00Z,High,4.8%,4.7%,5.0%,false,false
,Average Hourly Earnings m/m,USD,2008-01-04T08:30:00Z,None,0.3%,0.4%,0.4%,false,false
,Ivey PMI,CAD,2008-01-04T10:00:00Z,High,51.5,58.7,45.9,false,false
,ISM Services PMI,USD,2008-01-04T10:00:00Z,High,53.5,54.1,53.9,false,false
,Natural Gas Storage,USD,2008-01-04T10:30:00Z,None,-110B,-165B,-87B,false,false
,FOMC Member Kohn Speaks,USD,2008-01-04T11:15:00Z,None,,,,false,false
,FOMC Member Kohn Speaks,USD,2008-01-05T11:15:00Z,None,,,,false,false
,Trade Balance,NZD,2008-01-06T16:45:00Z,High,-473M,-717M,-646M,false,false
,Monetary Base y/y,JPY,2008-01-06T18:50:00Z,None,0.7%,1.0%,0.4%,false,false
,Unemployment Rate,CHF,2008-01-07T01:45:00Z,None,2.6%,2.6%,2.6%,false,false
,Foreign Currency Reserves,CHF,2008-01-07T03:00:00Z,None,,49B,50B,false,false
,Sentix Investor Confidence,EUR,2008-01-07T04:30:00Z,None,10.5,11.9,8.2,false,false
,Consumer Confidence,EUR,2008-01-07T05:00:00Z,None,-8,-8,-9,false,false
,PPI m/m,EUR,2008-01-07T05:00:00Z,None,0.7%,0.7%,0.8%,false,false
,Unemployment Rate,EUR,2008-01-07T05:00:00Z,None,7.2%,7.2%,7.2%,false,false
,ECB President Trichet Speaks,EUR,2008-01-07T07:00:00Z,None,,,,false,false
,Treasury Sec Paulson Speaks,USD,2008-01-07T14:00:00Z,None,,,,false,false
,AIG Construction Index,AUD,2008-01-07T17:30:00Z,None,,53.2,59.2,false,false
,BRC Retail Sales Monitor y/y,GBP,2008-01-07T19:01:00Z,None,,1.2%,0.3%,false,false
,Building Approvals m/m,AUD,2008-01-07T19:30:00Z,High,0.0%,-3.6%,8.9%,false,false
,Lloyds HPI m/m,GBP,2008-01-08T03:00:00Z,High,-0.5%,-1.1%,1.3%,false,false
,Retail Sales m/m,EUR,2008-01-08T05:00:00Z,None,0.4%,-0.7%,-0.5%,false,false
,German Factory Orders m/m,EUR,2008-01-08T06:00:00Z,None,-1.6%,4.0%,3.4%,false,false
,NFIB Small Business Index,USD,2008-01-08T07:30:00Z,None,,94.4,94.6,false,false
,FOMC Member Plosser Speaks,USD,2008-01-08T08:20:00Z,None,,,,false,false
,Pending Home Sales m/m,USD,2008-01-08T10:00:00Z,High,-0.7%,3.7%,-2.6%,false,false
,RCM/TIPP Economic Optimism,USD,2008-01-08T10:00:00Z,None,43.1,44.4,43.2,false,false
,Gov Council Member Kennedy Speaks,CAD,2008-01-08T12:05:00Z,None,,,,false,false
,Consumer Credit m/m,USD,2008-01-08T15:00:00Z,None,7.5B,2.0B,15.4B,false,false
,Nationwide Consumer Confidence,GBP,2008-01-08T19:01:00Z,None,85,86,85,false,false
,Retail Sales m/m,AUD,2008-01-08T19:30:00Z,High,0.5%,0.3%,0.8%,false,false
,ANZ Commodity Prices m/m,NZD,2008-01-08T21:00:00Z,None,,0.8%,0.0%,false,false
,10-y Bond Auction,JPY,2008-01-08T22:45:00Z,None,,1.48|3.2,1.44|2.5,false,false
,German Retail Sales m/m,EUR,2008-01-09T02:00:00Z,None,1.0%,-2.3%,-1.3%,false,false
,German Trade Balance,EUR,2008-01-09T02:00:00Z,None,17.0B,18.3B,19.8B,false,false
,French Trade Balance,EUR,2008-01-09T02:45:00Z,None,-3.6B,-3.6B,-4.8B,false,false
,Final GDP q/q,EUR,2008-01-09T05:00:00Z,None,0.7%,0.7%,0.8%,false,false
,BRC Shop Price Index y/y,GBP,2008-01-09T05:35:00Z,None,,1.1%,1.0%,false,false
,German Industrial Production m/m,EUR,2008-01-09T06:00:00Z,None,0.3%,0.1%,-0.9%,false,false
,Housing Starts,CAD,2008-01-09T08:15:00Z,High,220K,233K,188K,false,false
,CB Leading Index m/m,GBP,2008-01-09T10:30:00Z,None,,0.1%,-0.3%,false,false
,Crude Oil Inventories,USD,2008-01-09T10:30:00Z,None,-2.1M,-4.0M,-6.7M,false,false
,Goods Trade Balance,AUD,2008-01-09T19:30:00Z,High,-2.54B,-2.86B,-2.25B,false,false
,Leading Indicators,JPY,2008-01-10T00:00:00Z,None,10.0%,18.2%,10.0%,false,false
,French Industrial Production m/m,EUR,2008-01-10T02:45:00Z,None,-0.5%,2.1%,-1.5%,false,false
,French Gov Budget Balance,EUR,2008-01-10T02:45:00Z,None,,-52.2B,-54.7B,false,false
,Goods Trade Balance,GBP,2008-01-10T04:30:00Z,None,-7.2B,-7.4B,-7.4B,false,false
,Official Bank Rate,GBP,2008-01-10T07:00:00Z,High,5.50%,5.50%,5.50%,false,false
,Main Refinancing Rate,EUR,2008-01-10T07:45:00Z,None,4.00%,4.00%,4.00%,false,false
,Building Permits m/m,CAD,2008-01-10T08:30:00Z,None,-1.9%,7.3%,-9.9%,false,false
,NHPI m/m,CAD,2008-01-10T08:30:00Z,None,0.2%,0.1%,0.5%,false,false
,ECB Press Conference,EUR,2008-01-10T08:30:00Z,High,,,,false,false
,Unemployment Claims,USD,2008-01-10T08:30:00Z,None,340K,337K,322K,false,false
,Final Wholesale Inventories m/m,USD,2008-01-10T10:00:00Z,None,0.4%,0.0%,0.6%,false,false
,JOLTS Job Openings,USD,2008-01-10T10:00:00Z,None,,4.06M,4.02M,false,false
,Natural Gas Storage,USD,2008-01-10T10:30:00Z,None,-163B,-87B,-171B,false,false
,Fed Chairman Bernanke Speaks,USD,2008-01-10T12:16:00Z,High,,,,false,false
,Bank Lending y/y,JPY,2008-01-10T18:50:00Z,None,,0.6%,0.1%,false,false
,M2 Money Stock y/y,JPY,2008-01-10T18:50:00Z,None,2.0%,2.0%,2.1%,false,false
,New Loans,CNY,2008-01-10T21:00:00Z,None,,87B,49B,false,false
,M2 Money Supply y/y,CNY,2008-01-10T21:00:00Z,None,18.2%,18.5%,16.7%,false,false
,USD-Denominated Trade Balance,CNY,2008-01-10T23:00:00Z,High,24.4B,26.3B,22.7B,false,false
,Economy Watchers Sentiment,JPY,2008-01-11T00:00:00Z,None,39.0,38.8,36.6,false,false
,German WPI m/m,EUR,2008-01-11T02:00:00Z,None,0.5%,1.0%,-0.5%,false,false
,Manufacturing Production m/m,GBP,2008-01-11T04:30:00Z,High,0.1%,0.3%,-0.1%,false,false
,Industrial Production m/m,GBP,2008-01-11T04:30:00Z,None,0.1%,0.5%,-0.1%,false,false
,Employment Change,CAD,2008-01-11T07:00:00Z,High,15.0K,42.6K,-18.7K,false,false
,Unemployment Rate,CAD,2008-01-11T07:00:00Z,High,5.9%,5.9%,5.9%,false,false
,Trade Balance,CAD,2008-01-11T08:30:00Z,High,3.2B,3.1B,3.7B,false,false
,Trade Balance,USD,2008-01-11T08:30:00Z,High,-59.5B,-57.8B,-63.1B,false,false
,Import Prices m/m,USD,2008-01-11T08:30:00Z,None,0.0%,3.3%,0.0%,false,false
,FOMC Member Mishkin Speaks,USD,2008-01-11T12:45:00Z,None,,,,false,false
,Federal Budget Balance,USD,2008-01-11T14:00:00Z,None,50.0B,-98.2B,48.3B,false,false
,NIESR GDP Estimate,GBP,2008-01-11T19:01:00Z,None,,0.5%,0.5%,false,false
,ECB President Trichet Speaks,EUR,2008-01-12T12:00:00Z,None,,,,false,false
,Bank Holiday,JPY,2008-01-13T00:00:00Z,None,,,,true,false
,Building Consents m/m,NZD,2008-01-13T16:45:00Z,None,,-4.6%,-0.1%,false,false
,MI Inflation Gauge m/m,AUD,2008-01-13T18:30:00Z,None,,0.3%,0.6%,false,false
,ANZ Job Advertisements m/m,AUD,2008-01-13T19:30:00Z,None,,0.7%,7.1%,false,false
,Italian Industrial Production m/m,EUR,2008-01-14T04:00:00Z,None,0.3%,-0.6%,-0.9%,false,false
,PPI Input m/m,GBP,2008-01-14T04:30:00Z,High,0.8%,2.0%,0.5%,false,false
,ONS HPI y/y,GBP,2008-01-14T04:30:00Z,None,10.5%,11.3%,9.5%,false,false
,PPI Output m/m,GBP,2008-01-14T04:30:00Z,None,0.3%,0.6%,0.5%,false,false
,Industrial Production m/m,EUR,2008-01-14T05:00:00Z,None,-0.7%,0.5%,-0.5%,false,false
,New Motor Vehicle Sales m/m,CAD,2008-01-14T08:30:00Z,None,-0.9%,-1.9%,-2.9%,false,false
,BOC Business Outlook Survey,CAD,2008-01-14T10:30:00Z,High,,,,false,false
,NZIER Business Confidence,NZD,2008-01-14T16:05:00Z,High,,-27,-26,false,false
,French Final CPI m/m,EUR,2008-01-15T02:45:00Z,None,0.3%,0.5%,0.4%,false,false
,CPI y/y,GBP,2008-01-15T04:30:00Z,High,2.0%,2.1%,2.1%,false,false
,Core CPI y/y,GBP,2008-01-15T04:30:00Z,None,1.5%,1.4%,1.4%,false,false
,RPI y/y,GBP,2008-01-15T04:30:00Z,None,4.0%,4.3%,4.0%,false,false
,German ZEW Economic Sentiment,EUR,2008-01-15T05:00:00Z,None,-40.0,-37.2,-41.6,false,false
,ZEW Economic Sentiment,EUR,2008-01-15T05:00:00Z,None,-37.8,-35.7,-41.7,false,false
,Core Retail Sales m/m,USD,2008-01-15T08:30:00Z,High,-0.1%,1.7%,-0.4%,false,false
,PPI m/m,USD,2008-01-15T08:30:00Z,High,0.2%,3.2%,-0.1%,false,false
,Retail Sales m/m,USD,2008-01-15T08:30:00Z,High,0.0%,1.0%,-0.4%,false,false
,Core PPI m/m,USD,2008-01-15T08:30:00Z,None,0.2%,0.4%,0.2%,false,false
,Empire State Manufacturing Index,USD,2008-01-15T08:30:00Z,None,10.1,10.3,9.0,false,false
,Business Inventories m/m,USD,2008-01-15T10:00:00Z,None,0.4%,0.1%,0.4%,false,false
,Gov Board Member Jordan Speaks,CHF,2008-01-15T12:00:00Z,None,,,,false,false
,Westpac Consumer Sentiment,AUD,2008-01-15T18:30:00Z,None,,1.8%,-8.3%,false,false
,Core Machinery Orders m/m,JPY,2008-01-15T18:50:00Z,None,-4.3%,12.7%,-2.8%,false,false
,Current Account,JPY,2008-01-15T18:50:00Z,None,1.87T,2.56T,2.16T,false,false
,PPI y/y,JPY,2008-01-15T18:50:00Z,None,2.3%,2.3%,2.6%,false,false
,RICS House Price Balance,GBP,2008-01-15T19:01:00Z,None,-45%,-41%,-49%,false,false
,Home Loans m/m,AUD,2008-01-15T19:30:00Z,None,0.9%,-0.5%,4.0%,false,false
,Prelim Machine Tool Orders y/y,JPY,2008-01-16T01:00:00Z,None,,13.0%,3.3%,false,false
,German Final CPI m/m,EUR,2008-01-16T02:00:00Z,None,0.5%,0.5%,0.5%,false,false
,Average Earnings Index 3m/y,GBP,2008-01-16T04:30:00Z,High,3.9%,4.0%,4.0%,false,false
,Claimant Count Change,GBP,2008-01-16T04:30:00Z,None,-5.0K,-10.0K,-6.4K,false,false
,Unemployment Rate,GBP,2008-01-16T04:30:00Z,None,5.3%,5.3%,5.3%,false,false
,Final Core CPI y/y,EUR,2008-01-16T05:00:00Z,None,1.9%,1.9%,1.9%,false,false
,Final CPI y/y,EUR,2008-01-16T05:00:00Z,None,3.1%,3.1%,3.1%,false,false
,Core CPI m/m,USD,2008-01-16T08:30:00Z,High,0.2%,0.3%,0.2%,false,false
,Core CPI y/y,USD,2008-01-16T08:30:00Z,High,2.4%,2.3%,2.4%,false,false
,CPI y/y,USD,2008-01-16T08:30:00Z,High,4.1%,4.3%,4.1%,false,false
,CPI m/m,USD,2008-01-16T08:30:00Z,None,0.2%,0.8%,0.3%,false,false
,TIC Long-Term Purchases,USD,2008-01-16T09:00:00Z,High,70.0B,114.0B,90.9B,false,false
,Capacity Utilization Rate,USD,2008-01-16T09:15:00Z,None,81.2%,81.6%,81.4%,false,false
,Industrial Production m/m,USD,2008-01-16T09:15:00Z,None,-0.1%,0.3%,0.0%,false,false
,Crude Oil Inventories,USD,2008-01-16T10:30:00Z,None,1.3M,-6.7M,4.3M,false,false
,NAHB Housing Market Index,USD,2008-01-16T13:00:00Z,None,19,18,19,false,false
,ECB President Trichet Speaks,EUR,2008-01-16T13:55:00Z,None,,,,false,false
,Beige Book,USD,2008-01-16T14:00:00Z,None,,,,false,false
,MI Inflation Expectations,AUD,2008-01-16T16:30:00Z,None,,4.1%,4.4%,false,false
,CPI q/q,NZD,2008-01-16T16:45:00Z,High,1.0%,0.5%,1.2%,false,false
,FPI m/m,NZD,2008-01-16T16:45:00Z,None,,0.4%,0.9%,false,false
,Employment Change,AUD,2008-01-16T19:30:00Z,High,20.0K,47.6K,20.1K,false,false
,Unemployment Rate,AUD,2008-01-16T19:30:00Z,None,4.4%,4.5%,4.3%,false,false
,Revised Industrial Production m/m,JPY,2008-01-16T23:30:00Z,None,-1.6%,-1.6%,-1.6%,false,false
,ECB Monthly Bulletin,EUR,2008-01-17T04:00:00Z,None,,,,false,false
,UBS Economic Expectations,CHF,2008-01-17T05:00:00Z,None,,-29.7,-32.7,false,false
,Trade Balance,EUR,2008-01-17T05:00:00Z,None,3.8B,3.0B,2.7B,false,false
,MPC Member Gieve Speaks,GBP,2008-01-17T08:00:00Z,None,,,,false,false
,FOMC Member Pianalto Speaks,USD,2008-01-17T08:15:00Z,None,,,,false,false
,Foreign Securities Purchases,CAD,2008-01-17T08:30:00Z,None,1.56B,-24.25B,-4.84B,false,false
,Building Permits,USD,2008-01-17T08:30:00Z,High,1.14M,1.16M,1.07M,false,false
,Housing Starts,USD,2008-01-17T08:30:00Z,None,1.15M,1.17M,1.01M,false,false
,Unemployment Claims,USD,2008-01-17T08:30:00Z,None,330K,322K,301K,false,false
,ECB President Trichet Speaks,EUR,2008-01-17T09:00:00Z,None,,,,false,false
,Fed Chairman Bernanke Testifies,USD,2008-01-17T10:00:00Z,High,,,,false,false
,Philly Fed Manufacturing Index,USD,2008-01-17T10:00:00Z,None,-1.0,-5.7,-20.9,false,false
,Natural Gas Storage,USD,2008-01-17T10:30:00Z,None,-60B,-171B,-59B,false,false
,FOMC Member Fisher Speaks,USD,2008-01-17T12:30:00Z,None,,,,false,false
,Core Retail Sales m/m,NZD,2008-01-17T16:45:00Z,High,0.7%,-1.0%,0.9%,false,false
,Retail Sales m/m,NZD,2008-01-17T16:45:00Z,High,0.7%,-0.6%,2.0%,false,false
,Tertiary Industry Activity m/m,JPY,2008-01-17T18:50:00Z,None,-0.4%,1.2%,0.1%,false,false
,Import Prices q/q,AUD,2008-01-17T19:30:00Z,None,-0.1%,-0.8%,0.2%,false,false
,RBA Bulletin,AUD,2008-01-17T19:30:00Z,None,,,,false,false
,30-y Bond Auction,JPY,2008-01-17T22:45:00Z,None,,2.49|3.8,2.30|3.8,false,false
,Consumer Confidence,JPY,2008-01-18T00:00:00Z,None,38.5,39.8,38.0,false,false
,Retail Sales m/m,GBP,2008-01-18T04:30:00Z,High,0.2%,0.4%,-0.4%,false,false
,Italian Trade Balance,EUR,2008-01-18T05:00:00Z,None,-0.43B,0.46B,-0.05B,false,false
,RBA Gov Stevens Speaks,AUD,2008-01-18T08:20:00Z,High,,,,false,false
,Manufacturing Sales m/m,CAD,2008-01-18T08:30:00Z,None,0.5%,0.0%,1.1%,false,false
,Prelim UoM Consumer Sentiment,USD,2008-01-18T10:00:00Z,High,74.8,75.5,80.5,false,false
,CB Leading Index m/m,USD,2008-01-18T10:00:00Z,None,-0.1%,-0.4%,-0.2%,false,false
,Prelim UoM Inflation Expectations,USD,2008-01-18T10:00:00Z,None,,3.4%,3.4%,false,false
,ECB President Trichet Speaks,EUR,2008-01-18T10:30:00Z,None,,,,false,false
,Rightmove HPI m/m,GBP,2008-01-20T19:01:00Z,None,,-3.2%,-0.8%,false,false
,PPI q/q,AUD,2008-01-20T19:30:00Z,High,1.1%,1.1%,0.6%,false,false
,Foreign Direct Investment ytd/y,CNY,2008-01-20T23:05:00Z,None,,13.7%,13.6%,false,false
,Eurogroup Meetings,EUR,2008-01-21T00:00:00Z,None,,,,true,false
,Bank Holiday,USD,2008-01-21T00:00:00Z,None,,,,true,false
,German PPI m/m,EUR,2008-01-21T02:00:00Z,None,0.3%,0.8%,-0.1%,false,false
,PPI m/m,CHF,2008-01-21T03:15:00Z,None,0.2%,0.3%,-0.1%,false,false
,M4 Money Supply m/m,GBP,2008-01-21T04:30:00Z,None,0.5%,0.4%,1.5%,false,false
,Public Sector Net Borrowing,GBP,2008-01-21T04:30:00Z,None,7.0B,11.4B,7.8B,false,false
,German Buba Monthly Report,EUR,2008-01-21T06:00:00Z,None,,,,false,false
,Wholesale Sales m/m,CAD,2008-01-21T08:30:00Z,None,0.5%,0.4%,0.3%,false,false
,New Motor Vehicle Sales m/m,AUD,2008-01-21T19:30:00Z,None,,1.5%,1.1%,false,false
,Overnight Call Rate,JPY,2008-01-21T22:19:00Z,None,0.50%,0.50%,0.50%,false,false
,ECOFIN Meetings,EUR,2008-01-22T00:00:00Z,None,,,,true,false
,BOJ Monthly Report,JPY,2008-01-22T01:00:00Z,None,,,,false,false
,BOJ Press Conference,JPY,2008-01-22T02:16:00Z,High,,,,false,false
,Retail Sales y/y,CHF,2008-01-22T03:15:00Z,High,3.9%,6.1%,2.9%,false,false
,CBI Industrial Order Expectations,GBP,2008-01-22T06:00:00Z,None,-3,2,2,false,false
,Treasury Sec Paulson Speaks,USD,2008-01-22T08:00:00Z,None,,,,false,false
,Federal Funds Rate,USD,2008-01-22T08:20:00Z,High,,4.25%,3.50%,false,false
,FOMC Statement,USD,2008-01-22T08:20:00Z,High,,,,false,false
,Core Retail Sales m/m,CAD,2008-01-22T08:30:00Z,High,0.4%,0.1%,1.7%,false,false
,Retail Sales m/m,CAD,2008-01-22T08:30:00Z,None,0.2%,0.3%,0.7%,false,false
,BOC Rate Statement,CAD,2008-01-22T09:00:00Z,High,,,,false,false
,Overnight Rate,CAD,2008-01-22T09:00:00Z,High,4.00%,4.25%,4.00%,false,false
,Richmond Manufacturing Index,USD,2008-01-22T10:00:00Z,None,-3,-4,-8,false,false
,President Bush Speaks,USD,2008-01-22T14:40:00Z,None,,,,false,false
,BOE Gov King Speaks,GBP,2008-01-22T15:10:00Z,High,,,,false,false
,MI Leading Index m/m,AUD,2008-01-22T18:30:00Z,None,,0.5%,1.0%,false,false
,CPI m/m,AUD,2008-01-22T19:30:00Z,High,1.0%,0.7%,0.9%,false,false
,Trimmed Mean CPI m/m,AUD,2008-01-22T19:30:00Z,None,0.8%,0.9%,1.0%,false,false
,WEF Annual Meetings,All,2008-01-23T00:00:00Z,None,,,,false,false
,French Consumer Spending m/m,EUR,2008-01-23T02:45:00Z,None,0.7%,0.1%,2.0%,false,false
,ECB President Trichet Speaks,EUR,2008-01-23T03:00:00Z,None,,,,false,false
,Flash Manufacturing PMI,EUR,2008-01-23T04:00:00Z,None,52.0,52.6,52.6,false,false
,Flash Services PMI,EUR,2008-01-23T04:00:00Z,None,52.8,53.1,52.0,false,false
,MPC Official Bank Rate Votes,GBP,2008-01-23T04:30:00Z,High,0-1-8,0-9-0,0-1-8,false,false
,Prelim GDP q/q,GBP,2008-01-23T04:30:00Z,High,0.5%,0.7%,0.6%,false,false
,Index of Services 3m/3m,GBP,2008-01-23T04:30:00Z,None,0.6%,0.6%,0.6%,false,false
,Industrial New Orders m/m,EUR,2008-01-23T05:00:00Z,None,1.1%,2.5%,2.7%,false,false
,German 30-y Bond Auction,EUR,2008-01-23T05:09:00Z,None,,4.52|2.5,4.45|2.1,false,false
,Leading Index m/m,CAD,2008-01-23T08:30:00Z,None,0.0%,0.0%,-0.1%,false,false
,Official Cash Rate,NZD,2008-01-23T15:00:00Z,High,8.25%,8.25%,8.25%,false,false
,RBNZ Rate Statement,NZD,2008-01-23T15:00:00Z,High,,,,false,false
,BusinessNZ Manufacturing Index,NZD,2008-01-23T18:00:00Z,None,,56.7,53.8,false,false
,All Industries Activity m/m,JPY,2008-01-23T18:50:00Z,None,-0.4%,1.2%,-0.5%,false,false
,Trade Balance,JPY,2008-01-23T18:50:00Z,None,0.70T,0.83T,0.64T,false,false
,Credit Card Spending y/y,NZD,2008-01-23T21:00:00Z,None,,9.5%,7.6%,false,false
,Fixed Asset Investment ytd/y,CNY,2008-01-23T21:00:00Z,None,26.4%,26.8%,25.8%,false,false
,Industrial Production y/y,CNY,2008-01-23T21:00:00Z,None,17.2%,17.3%,17.4%,false,false
,NBS Press Conference,CNY,2008-01-23T21:00:00Z,None,,,,false,false
,PPI y/y,CNY,2008-01-23T21:00:00Z,None,4.8%,4.6%,5.4%,false,false
,Retail Sales y/y,CNY,2008-01-23T21:00:00Z,None,18.7%,18.8%,20.2%,false,false
,CPI y/y,CNY,2008-01-23T21:00:00Z,None,6.5%,6.9%,6.5%,false,false
,GDP q/y,CNY,2008-01-23T21:00:00Z,High,11.3%,11.5%,11.2%,false,false
,WEF Annual Meetings,All,2008-01-24T00:00:00Z,None,,,,false,false
,German ifo Business Climate,EUR,2008-01-24T04:00:00Z,High,102.3,103.0,103.4,false,false
,High Street Lending,GBP,2008-01-24T04:30:00Z,None,,43.9K,42.1K,false,false
,Unemployment Claims,USD,2008-01-24T08:30:00Z,High,320K,302K,301K,false,false
,Belgian NBB Business Climate,EUR,2008-01-24T09:00:00Z,None,-2.5,-1.9,-0.8,false,false
,Existing Home Sales,USD,2008-01-24T10:00:00Z,High,4.95M,5.00M,4.89M,false,false
,BOC Monetary Policy Report,CAD,2008-01-24T10:30:00Z,High,,,,false,false
,Crude Oil Inventories,USD,2008-01-24T10:30:00Z,None,1.5M,4.3M,2.3M,false,false
,Natural Gas Storage,USD,2008-01-24T10:30:00Z,None,-159B,-59B,-155B,false,false
,BOC Press Conference,CAD,2008-01-24T11:15:00Z,High,,,,false,false
,Treasury Sec Paulson Speaks,USD,2008-01-24T11:20:00Z,None,,,,false,false
,ECB President Trichet Speaks,EUR,2008-01-24T11:35:00Z,High,,,,false,false
,CB Leading Index m/m,AUD,2008-01-24T18:00:00Z,None,,1.1%,0.8%,false,false
,Tokyo Core CPI y/y,JPY,2008-01-24T18:30:00Z,None,0.3%,0.3%,0.4%,false,false
,National Core CPI y/y,JPY,2008-01-24T18:30:00Z,None,0.6%,0.4%,0.8%,false,false
,RBNZ Gov Bollard Speaks,NZD,2008-01-24T18:30:00Z,None,,,,false,false
,Monetary Policy Meeting Minutes,JPY,2008-01-24T18:50:00Z,None,,,,false,false
,WEF Annual Meetings,All,2008-01-25T00:00:00Z,None,,,,false,false
,German GfK Consumer Climate,EUR,2008-01-25T02:00:00Z,None,4.3,4.5,4.5,false,false
,German Import Prices m/m,EUR,2008-01-25T02:00:00Z,None,0.0%,0.7%,-0.1%,false,false
,Spanish Unemployment Rate,EUR,2008-01-25T03:00:00Z,None,8.3%,8.0%,8.6%,false,false
,Italian Retail Sales m/m,EUR,2008-01-25T04:00:00Z,None,0.1%,0.4%,-0.3%,false,false
,Core CPI m/m,CAD,2008-01-25T07:00:00Z,High,-0.1%,0.0%,-0.3%,false,false
