id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,Bank Holiday,CHF,2018-01-01T00:00:00Z,None,,,,true,false
,French Bank Holiday,EUR,2018-01-01T00:00:00Z,None,,,,true,false
,German Bank Holiday,EUR,2018-01-01T00:00:00Z,None,,,,true,false
,Italian Bank Holiday,EUR,2018-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,GBP,2018-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CAD,2018-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,USD,2018-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,NZD,2018-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,JPY,2018-01-01T00:00:00Z,None,,,,true,false
,AIG Manufacturing Index,AUD,2018-01-01T17:30:00Z,None,,57.3,56.2,false,false
,RatingDog Manufacturing PMI,CNY,2018-01-01T20:45:00Z,None,50.7,50.8,51.5,false,false
,Bank Holiday,CHF,2018-01-02T00:00:00Z,None,,,,true,false
,Bank Holiday,JPY,2018-01-02T00:00:00Z,None,,,,true,false
,Commodity Prices y/y,AUD,2018-01-02T00:30:00Z,None,,-4.0%,-5.9%,false,false
,Spanish Manufacturing PMI,EUR,2018-01-02T03:15:00Z,None,56.4,56.1,55.8,false,false
,Italian Manufacturing PMI,EUR,2018-01-02T03:45:00Z,None,58.6,58.3,57.4,false,false
,French Final Manufacturing PMI,EUR,2018-01-02T03:50:00Z,None,59.3,59.3,58.8,false,false
,German Final Manufacturing PMI,EUR,2018-01-02T03:55:00Z,None,63.3,63.3,63.3,false,false
,Final Manufacturing PMI,EUR,2018-01-02T04:00:00Z,None,60.6,60.6,60.6,false,false
,Final Manufacturing PMI,GBP,2018-01-02T04:30:00Z,High,58.0,58.2,56.3,false,false
,Housing Equity Withdrawal q/q,GBP,2018-01-02T04:36:00Z,None,-6.2B,-5.8B,-5.9B,false,false
,GDT Price Index,NZD,2018-01-02T09:25:00Z,None,,-3.9%,2.2%,false,false
,Manufacturing PMI,CAD,2018-01-02T09:30:00Z,None,,54.4,54.7,false,false
,Final Manufacturing PMI,USD,2018-01-02T09:45:00Z,None,55.0,55.0,55.1,false,false
,Total Vehicle Sales,USD,2018-01-03T00:00:00Z,None,17.5M,17.5M,17.9M,true,false
,Omdia Total Vehicle Sales,USD,2018-01-03T00:00:00Z,None,17.5M,17.4M,17.8M,true,false
,Spanish Unemployment Change,EUR,2018-01-03T03:00:00Z,None,-58.7K,7.3K,-61.5K,false,false
,Manufacturing PMI,CHF,2018-01-03T03:30:00Z,None,64.6,65.1,65.2,false,false
,German Unemployment Change,EUR,2018-01-03T03:55:00Z,None,-13K,-20K,-29K,false,false
,Construction PMI,GBP,2018-01-03T04:30:00Z,High,52.8,53.1,52.2,false,false
,Construction Spending m/m,USD,2018-01-03T10:00:00Z,None,0.6%,0.9%,0.8%,false,false
,ISM Manufacturing Prices,USD,2018-01-03T10:00:00Z,None,64.8,65.5,69.0,false,false
,ISM Manufacturing PMI,USD,2018-01-03T10:00:00Z,High,58.1,58.2,59.7,false,false
,FOMC Meeting Minutes,USD,2018-01-03T14:00:00Z,High,,,,false,false
,API Weekly Statistical Bulletin,USD,2018-01-03T16:30:00Z,None,,,,false,false
,AIG Services Index,AUD,2018-01-03T17:30:00Z,None,,51.7,52.0,false,false
,Final Manufacturing PMI,JPY,2018-01-03T19:30:00Z,None,54.2,54.2,54.0,false,false
,RatingDog Services PMI,CNY,2018-01-03T20:45:00Z,None,51.8,51.9,53.9,false,false
,Nationwide HPI m/m,GBP,2018-01-04T01:57:00Z,None,0.1%,0.1%,0.6%,false,false
,Spanish Services PMI,EUR,2018-01-04T03:15:00Z,None,54.7,54.4,54.6,false,false
,Italian Services PMI,EUR,2018-01-04T03:45:00Z,None,54.7,54.7,55.4,false,false
,French Final Services PMI,EUR,2018-01-04T03:50:00Z,None,59.4,59.4,59.1,false,false
,German Final Services PMI,EUR,2018-01-04T03:55:00Z,None,55.8,55.8,55.8,false,false
,Final Services PMI,EUR,2018-01-04T04:00:00Z,None,56.5,56.5,56.6,false,false
,Final Services PMI,GBP,2018-01-04T04:30:00Z,High,54.1,53.8,54.2,false,false
,Net Lending to Individuals m/m,GBP,2018-01-04T04:30:00Z,None,4.9B,4.7B,4.9B,false,false
,M4 Money Supply m/m,GBP,2018-01-04T04:30:00Z,None,0.4%,0.6%,0.1%,false,false
,Mortgage Approvals,GBP,2018-01-04T04:30:00Z,None,64K,65K,65K,false,false
,Spanish 10-y Bond Auction,EUR,2018-01-04T04:51:00Z,None,,1.49|2.0,1.53|1.8,false,false
,French 10-y Bond Auction,EUR,2018-01-04T05:01:00Z,None,,0.36|1.9,0.79|1.4,false,false
,Challenger Job Cuts y/y,USD,2018-01-04T07:30:00Z,None,,30.1%,-3.6%,false,false
,ADP Non-Farm Employment Change,USD,2018-01-04T08:15:00Z,High,191K,185K,250K,false,false
,IPPI m/m,CAD,2018-01-04T08:30:00Z,None,0.8%,1.1%,1.4%,false,false
,Unemployment Claims,USD,2018-01-04T08:30:00Z,High,241K,247K,250K,false,false
,RMPI m/m,CAD,2018-01-04T08:30:00Z,None,4.0%,3.8%,5.5%,false,false
,Final Services PMI,USD,2018-01-04T09:45:00Z,None,52.4,52.4,53.7,false,false
,Natural Gas Storage,USD,2018-01-04T10:30:00Z,None,-221B,-112B,-206B,false,false
,Crude Oil Inventories,USD,2018-01-04T11:00:00Z,High,-5.2M,-4.6M,-7.4M,false,false
,Monetary Base y/y,JPY,2018-01-04T18:50:00Z,None,13.1%,13.2%,11.2%,false,false
,BRC Shop Price Index y/y,GBP,2018-01-04T19:01:00Z,None,,-0.1%,-0.6%,false,false
,Goods Trade Balance,AUD,2018-01-04T19:30:00Z,High,0.55B,-0.30B,-0.63B,false,false
,German Retail Sales m/m,EUR,2018-01-05T02:00:00Z,None,1.0%,-1.0%,2.3%,false,false
,French Prelim CPI m/m,EUR,2018-01-05T02:45:00Z,None,0.3%,0.1%,0.3%,false,false
,Retail PMI,EUR,2018-01-05T04:10:00Z,None,,52.4,53.0,false,false
,CPI Flash Estimate y/y,EUR,2018-01-05T05:00:00Z,High,1.4%,1.5%,1.4%,false,false
,Core CPI Flash Estimate y/y,EUR,2018-01-05T05:00:00Z,None,1.0%,0.9%,0.9%,false,false
,PPI m/m,EUR,2018-01-05T05:00:00Z,None,0.3%,0.4%,0.6%,false,false
,Italian Prelim CPI m/m,EUR,2018-01-05T05:00:00Z,None,0.2%,-0.2%,0.4%,false,false
,Employment Change,CAD,2018-01-05T08:30:00Z,High,1.8K,79.5K,78.6K,false,false
,Trade Balance,CAD,2018-01-05T08:30:00Z,High,-1.2B,-1.6B,-2.5B,false,false
,Unemployment Rate,CAD,2018-01-05T08:30:00Z,High,6.0%,5.9%,5.7%,false,false
,Average Hourly Earnings m/m,USD,2018-01-05T08:30:00Z,High,0.3%,0.1%,0.3%,false,false
,Non-Farm Employment Change,USD,2018-01-05T08:30:00Z,High,190K,252K,148K,false,false
,Unemployment Rate,USD,2018-01-05T08:30:00Z,High,4.1%,4.1%,4.1%,false,false
,Trade Balance,USD,2018-01-05T08:30:00Z,None,-49.7B,-48.9B,-50.5B,false,false
,ISM Services PMI,USD,2018-01-05T10:00:00Z,High,57.6,57.4,55.9,false,false
,Ivey PMI,CAD,2018-01-05T10:00:00Z,None,62.2,63.0,60.4,false,false
,Factory Orders m/m,USD,2018-01-05T10:00:00Z,None,1.1%,0.4%,1.3%,false,false
,FOMC Member Mester Speaks,USD,2018-01-05T12:30:00Z,None,,,,false,false
,FOMC Member Mester Speaks,USD,2018-01-06T10:15:00Z,None,,,,false,false
,Bank Holiday,JPY,2018-01-07T00:00:00Z,None,,,,true,false
,FOMC Member Williams Speaks,USD,2018-01-07T08:00:00Z,None,,,,false,false
,AIG Construction Index,AUD,2018-01-07T17:30:00Z,None,,57.5,52.8,false,false
,German Factory Orders m/m,EUR,2018-01-08T02:00:00Z,None,0.1%,0.7%,-0.4%,false,false
,CPI m/m,CHF,2018-01-08T03:15:00Z,None,-0.1%,-0.1%,0.0%,false,false
,Lloyds HPI m/m,GBP,2018-01-08T03:30:00Z,None,0.2%,0.3%,-0.6%,false,false
,Sentix Investor Confidence,EUR,2018-01-08T04:30:00Z,None,31.5,31.1,32.9,false,false
,Retail Sales m/m,EUR,2018-01-08T05:00:00Z,None,1.4%,-1.1%,1.5%,false,false
,BOC Business Outlook Survey,CAD,2018-01-08T10:30:00Z,High,,,,false,false
,FOMC Member Bostic Speaks,USD,2018-01-08T12:40:00Z,None,,,,false,false
,FOMC Member Williams Speaks,USD,2018-01-08T13:35:00Z,None,,,,false,false
,Consumer Credit m/m,USD,2018-01-08T15:00:00Z,None,17.8B,20.5B,28.0B,false,false
,Average Cash Earnings y/y,JPY,2018-01-08T19:00:00Z,None,0.6%,0.2%,0.9%,false,false
,BRC Retail Sales Monitor y/y,GBP,2018-01-08T19:01:00Z,None,,0.6%,0.6%,false,false
,Building Approvals m/m,AUD,2018-01-08T19:30:00Z,None,-0.9%,-0.1%,11.7%,false,false
,ANZ Job Advertisements m/m,AUD,2018-01-08T19:30:00Z,None,,1.1%,-2.3%,false,false
,Consumer Confidence,JPY,2018-01-09T00:00:00Z,None,45.1,44.9,44.7,false,false
,Unemployment Rate,CHF,2018-01-09T01:45:00Z,None,3.0%,3.1%,3.0%,false,false
,German Industrial Production m/m,EUR,2018-01-09T02:00:00Z,None,1.9%,-1.2%,3.4%,false,false
,German Trade Balance,EUR,2018-01-09T02:00:00Z,None,20.7B,19.9B,22.3B,false,false
,French Trade Balance,EUR,2018-01-09T02:45:00Z,None,-4.8B,-5.3B,-5.7B,false,false
,Foreign Currency Reserves,CHF,2018-01-09T03:00:00Z,None,,738B,744B,false,false
,Retail Sales y/y,CHF,2018-01-09T03:15:00Z,None,-2.5%,-2.6%,-0.2%,false,false
,Italian Monthly Unemployment Rate,EUR,2018-01-09T04:00:00Z,None,11.0%,11.1%,11.0%,false,false
,Unemployment Rate,EUR,2018-01-09T05:00:00Z,None,8.7%,8.8%,8.7%,false,false
,10-y Bond Auction,GBP,2018-01-09T05:37:00Z,None,,1.34|2.3,1.29|2.4,false,false
,NFIB Small Business Index,USD,2018-01-09T06:00:00Z,None,108.4,107.5,104.9,false,false
,Housing Starts,CAD,2018-01-09T08:13:00Z,None,240K,252K,217K,false,false
