id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,Italian Services PMI,EUR,2023-01-04T03:45:00Z,None,49.5,49.5,49.9,false,false
,French Final Services PMI,EUR,2023-01-04T03:50:00Z,None,48.1,48.1,49.5,false,false
,German Final Services PMI,EUR,2023-01-04T03:55:00Z,None,49.0,49.0,49.2,false,false
,Final Services PMI,EUR,2023-01-04T04:00:00Z,None,49.1,49.1,49.8,false,false
,M4 Money Supply m/m,GBP,2023-01-04T04:30:00Z,None,0.2%,0.1%,-1.6%,false,false
,Mortgage Approvals,GBP,2023-01-04T04:30:00Z,None,54K,58K,46K,false,false
,Net Lending to Individuals m/m,GBP,2023-01-04T04:30:00Z,None,4.5B,4.3B,5.9B,false,false
,ISM Manufacturing PMI,USD,2023-01-04T10:00:00Z,High,48.5,49.0,48.4,false,false
,JOLTS Job Openings,USD,2023-01-04T10:00:00Z,High,10.04M,10.51M,10.46M,false,false
,ISM Manufacturing Prices,USD,2023-01-04T10:00:00Z,None,42.9,43.0,39.4,false,false
,FOMC Meeting Minutes,USD,2023-01-04T14:00:00Z,High,,,,false,false
,API Weekly Statistical Bulletin,USD,2023-01-04T16:30:00Z,None,,,,false,false
,Monetary Base y/y,JPY,2023-01-04T18:50:00Z,None,-6.1%,-6.4%,-6.1%,false,false
,RatingDog Services PMI,CNY,2023-01-04T20:45:00Z,None,46.8,46.7,48.0,false,false
,10-y Bond Auction,JPY,2023-01-04T22:35:00Z,None,,0.25|6.0,0.50|4.8,false,false
,Consumer Confidence,JPY,2023-01-05T00:00:00Z,None,28.2,28.6,30.3,false,false
,German Trade Balance,EUR,2023-01-05T02:00:00Z,None,7.5B,6.8B,10.8B,false,false
,Final Services PMI,GBP,2023-01-05T04:30:00Z,None,50.0,50.0,49.9,false,false
,French 10-y Bond Auction,EUR,2023-01-05T04:58:00Z,None,,2.19|2.2,2.77|1.9,false,false
,PPI m/m,EUR,2023-01-05T05:00:00Z,None,-0.8%,-3.0%,-0.9%,false,false
,Italian Prelim CPI m/m,EUR,2023-01-05T05:00:00Z,None,0.2%,0.5%,0.3%,false,false
,Challenger Job Cuts y/y,USD,2023-01-05T07:30:00Z,None,,416.5%,129.1%,false,false
,ADP Non-Farm Employment Change,USD,2023-01-05T08:15:00Z,High,152K,182K,235K,false,false
,Trade Balance,CAD,2023-01-05T08:30:00Z,None,1.3B,0.1B,0.0B,false,false
,Unemployment Claims,USD,2023-01-05T08:30:00Z,None,230K,223K,204K,false,false
,Trade Balance,USD,2023-01-05T08:30:00Z,None,-64.2B,-77.8B,-61.5B,false,false
,Final Services PMI,USD,2023-01-05T09:45:00Z,None,44.4,44.4,44.7,false,false
,Natural Gas Storage,USD,2023-01-05T10:30:00Z,None,-230B,-213B,-221B,false,false
,Crude Oil Inventories,USD,2023-01-05T11:00:00Z,None,1.5M,0.7M,1.7M,false,false
,Average Cash Earnings y/y,JPY,2023-01-05T18:30:00Z,None,1.7%,1.4%,0.5%,false,false
,Italian Bank Holiday,EUR,2023-01-06T00:00:00Z,None,,,,true,false
,German Factory Orders m/m,EUR,2023-01-06T02:00:00Z,None,-0.5%,0.6%,-5.3%,false,false
,German Retail Sales m/m,EUR,2023-01-06T02:00:00Z,None,1.5%,-2.8%,1.1%,false,false
,Lloyds HPI m/m,GBP,2023-01-06T02:00:00Z,None,-0.6%,-2.4%,-1.5%,false,false
,Retail Sales y/y,CHF,2023-01-06T02:36:00Z,None,-1.0%,-2.6%,-1.3%,false,false
,French Consumer Spending m/m,EUR,2023-01-06T02:45:00Z,None,1.0%,-2.7%,0.5%,false,false
,Construction PMI,GBP,2023-01-06T04:30:00Z,None,50.6,50.4,48.8,false,false
,Core CPI Flash Estimate y/y,EUR,2023-01-06T05:00:00Z,None,5.1%,5.0%,5.2%,false,false
,CPI Flash Estimate y/y,EUR,2023-01-06T05:00:00Z,None,9.6%,10.1%,9.2%,false,false
,Retail Sales m/m,EUR,2023-01-06T05:00:00Z,None,0.5%,-1.5%,0.8%,false,false
,Employment Change,CAD,2023-01-06T08:30:00Z,High,5.5K,10.1K,104.0K,false,false
,Unemployment Rate,CAD,2023-01-06T08:30:00Z,High,5.2%,5.1%,5.0%,false,false
,Average Hourly Earnings m/m,USD,2023-01-06T08:30:00Z,High,0.4%,0.4%,0.3%,false,false
,Non-Farm Employment Change,USD,2023-01-06T08:30:00Z,High,200K,256K,223K,false,false
,Unemployment Rate,USD,2023-01-06T08:30:00Z,High,3.7%,3.7%,3.5%,false,false
,Ivey PMI,CAD,2023-01-06T10:00:00Z,None,51.0,51.4,33.4,false,false
,ISM Services PMI,USD,2023-01-06T10:00:00Z,High,55.0,56.5,49.6,false,false
,Factory Orders m/m,USD,2023-01-06T10:00:00Z,None,-0.9%,0.4%,-1.8%,false,false
,FOMC Member Cook Speaks,USD,2023-01-06T11:15:00Z,None,,,,false,false
,MPC Member Mann Speaks,GBP,2023-01-07T11:15:00Z,None,,,,false,false
,Bank Holiday,JPY,2023-01-08T00:00:00Z,None,,,,true,false
,MPC Member Pill Speaks,GBP,2023-01-08T08:00:00Z,None,,,,false,false
,Building Approvals m/m,AUD,2023-01-08T19:30:00Z,None,0.1%,-5.6%,-9.0%,false,false
,Unemployment Rate,CHF,2023-01-09T01:45:00Z,None,2.1%,2.0%,1.9%,false,false
,German Industrial Production m/m,EUR,2023-01-09T02:00:00Z,None,0.2%,-0.4%,0.2%,false,false
,French Trade Balance,EUR,2023-01-09T02:45:00Z,None,-11.3B,-11.6B,-13.8B,false,false
,Foreign Currency Reserves,CHF,2023-01-09T03:00:00Z,None,,790B,784B,false,false
,Italian Monthly Unemployment Rate,EUR,2023-01-09T04:00:00Z,None,7.8%,7.9%,7.8%,false,false
,Sentix Investor Confidence,EUR,2023-01-09T04:30:00Z,None,-18.1,-21.0,-17.5,false,false
,Unemployment Rate,EUR,2023-01-09T05:00:00Z,None,6.5%,6.5%,6.5%,false,false
,Building Permits m/m,CAD,2023-01-09T08:30:00Z,None,0.4%,-5.3%,14.1%,false,false
,MPC Member Pill Speaks,GBP,2023-01-09T10:30:00Z,None,,,,false,false
,Consumer Credit m/m,USD,2023-01-09T15:00:00Z,None,25.0B,29.1B,28.0B,false,false
,Household Spending y/y,JPY,2023-01-09T18:30:00Z,None,0.6%,1.2%,-1.2%,false,false
,Tokyo Core CPI y/y,JPY,2023-01-09T18:30:00Z,None,3.8%,3.6%,4.0%,false,false
,BRC Retail Sales Monitor y/y,GBP,2023-01-09T19:01:00Z,None,2.4%,4.1%,6.5%,false,false
,Household Spending m/m,AUD,2023-01-09T19:30:00Z,None,,0.2%,6.3%,false,false
,French Industrial Production m/m,EUR,2023-01-10T02:45:00Z,None,0.9%,-2.5%,2.0%,false,false
,M2 Money Supply y/y,CNY,2023-01-10T04:05:00Z,None,12.4%,12.4%,11.8%,false,false
,New Loans,CNY,2023-01-10T04:05:00Z,None,1150B,1210B,1400B,false,false
,10-y Bond Auction,GBP,2023-01-10T05:02:00Z,None,,3.33|2.2,3.70|2.8,false,false
,BOC Gov Macklem Speaks,CAD,2023-01-10T05:10:00Z,High,,,,false,false
,BOJ Gov Kuroda Speaks,JPY,2023-01-10T05:10:00Z,None,,,,false,false
,NFIB Small Business Index,USD,2023-01-10T05:59:00Z,None,91.6,91.9,89.8,false,false
,FOMC Member Powell Speaks,USD,2023-01-10T09:00:00Z,High,,,,false,false
,Final Wholesale Inventories m/m,USD,2023-01-10T10:00:00Z,None,1.0%,1.0%,1.0%,false,false
,RCM/TIPP Economic Optimism,USD,2023-01-10T10:00:00Z,None,41.7,42.9,42.3,false,false
,API Weekly Statistical Bulletin,USD,2023-01-10T16:30:00Z,None,,,,false,false
,ANZ Commodity Prices m/m,NZD,2023-01-10T19:00:00Z,None,,-4.0%,-0.1%,false,false
,CPI y/y,AUD,2023-01-10T19:30:00Z,High,7.2%,6.9%,7.3%,false,false
,Retail Sales m/m,AUD,2023-01-10T19:30:00Z,None,0.6%,0.3%,1.4%,false,false
,30-y Bond Auction,JPY,2023-01-10T22:35:00Z,None,,1.48|3.0,1.65|3.1,false,false
,Leading Indicators,JPY,2023-01-11T00:00:00Z,None,97.5%,98.6%,97.6%,false,false
,Italian Retail Sales m/m,EUR,2023-01-11T03:57:00Z,None,-0.3%,-0.3%,0.8%,false,false
,German 10-y Bond Auction,EUR,2023-01-11T05:33:00Z,None,,1.95|2.0,2.25|1.4,false,false
,Crude Oil Inventories,USD,2023-01-11T10:30:00Z,None,-2.0M,1.7M,19.0M,false,false
,10-y Bond Auction,USD,2023-01-11T13:01:00Z,None,,3.63|2.3,3.58|2.5,false,false
,Building Consents m/m,NZD,2023-01-11T16:45:00Z,None,,-10.7%,7.0%,false,false
,Bank Lending y/y,JPY,2023-01-11T18:50:00Z,None,2.8%,2.7%,2.7%,false,false
,Current Account,JPY,2023-01-11T18:50:00Z,None,0.65T,-0.61T,1.92T,false,false
,Goods Trade Balance,AUD,2023-01-11T19:30:00Z,None,11.35B,12.74B,13.20B,false,false
,CPI y/y,CNY,2023-01-11T20:30:00Z,None,1.8%,1.6%,1.8%,false,false
,PPI y/y,CNY,2023-01-11T20:30:00Z,None,-0.1%,-1.3%,-0.7%,false,false
,Economy Watchers Sentiment,JPY,2023-01-12T00:00:00Z,None,47.8,48.1,47.9,false,false
,ECB Economic Bulletin,EUR,2023-01-12T04:00:00Z,None,,,,false,false
,FOMC Member Harker Speaks,USD,2023-01-12T07:30:00Z,None,,,,false,false
,Core CPI m/m,USD,2023-01-12T08:30:00Z,High,0.3%,0.2%,0.3%,false,false
,Core CPI y/y,USD,2023-01-12T08:30:00Z,High,5.7%,6.0%,5.7%,false,false
,CPI m/m,USD,2023-01-12T08:30:00Z,High,-0.1%,0.1%,-0.1%,false,false
,CPI y/y,USD,2023-01-12T08:30:00Z,High,6.5%,7.1%,6.5%,false,false
,Unemployment Claims,USD,2023-01-12T08:30:00Z,None,216K,206K,205K,false,false
,Natural Gas Storage,USD,2023-01-12T10:30:00Z,None,-15B,-221B,11B,false,false
,MPC Member Mann Speaks,GBP,2023-01-12T12:00:00Z,None,,,,false,false
,30-y Bond Auction,USD,2023-01-12T13:01:00Z,None,,3.51|2.2,3.59|2.5,false,false
,Federal Budget Balance,USD,2023-01-12T14:00:00Z,None,-59.5B,-248.5B,-85.0B,false,false
,M2 Money Stock y/y,JPY,2023-01-12T18:50:00Z,None,3.2%,3.1%,2.9%,false,false
,USD-Denominated Trade Balance,CNY,2023-01-12T22:18:00Z,None,77.9B,69.8B,78.0B,false,false
,Trade Balance,CNY,2023-01-12T22:22:00Z,None,533B,494B,550B,false,false
,Industrial Production m/m,GBP,2023-01-13T02:00:00Z,None,-0.2%,-0.1%,-0.2%,false,false
,Goods Trade Balance,GBP,2023-01-13T02:00:00Z,None,-14.9B,-12.3B,-15.6B,false,false
,Index of Services 3m/3m,GBP,2023-01-13T02:00:00Z,None,-0.3%,-0.1%,-0.1%,false,false
,GDP m/m,GBP,2023-01-13T02:00:00Z,High,-0.2%,0.5%,0.1%,false,false
,Manufacturing Production m/m,GBP,2023-01-13T02:00:00Z,None,-0.2%,0.7%,-0.5%,false,false
,Construction Output m/m,GBP,2023-01-13T02:00:00Z,None,-0.3%,0.4%,0.0%,false,false
,French Final CPI m/m,EUR,2023-01-13T02:45:00Z,None,-0.1%,-0.1%,-0.1%,false,false
,Italian Industrial Production m/m,EUR,2023-01-13T04:00:00Z,None,0.4%,-1.1%,-0.3%,false,false
,Industrial Production m/m,EUR,2023-01-13T05:00:00Z,None,0.6%,-1.9%,1.0%,false,false
,Trade Balance,EUR,2023-01-13T05:00:00Z,None,-21.1B,-28.1B,-15.2B,false,false
,NIESR GDP Estimate,GBP,2023-01-13T07:01:00Z,None,,-0.3%,0.1%,false,false
,Import Prices m/m,USD,2023-01-13T08:30:00Z,None,-0.9%,-0.7%,0.4%,false,false
,Prelim UoM Consumer Sentiment,USD,2023-01-13T10:00:00Z,High,60.8,59.7,64.6,false,false
,Prelim UoM Inflation Expectations,USD,2023-01-13T10:00:00Z,None,,4.4%,4.0%,false,false
,PPI y/y,JPY,2023-01-15T18:50:00Z,None,9.5%,9.7%,10.2%,false,false
,Rightmove HPI m/m,GBP,2023-01-15T19:01:00Z,None,,-2.1%,0.9%,false,false
,MI Inflation Gauge m/m,AUD,2023-01-15T19:02:00Z,None,,1.0%,0.2%,false,false
,New Home Prices m/m,CNY,2023-01-15T20:30:00Z,None,,-0.25%,-0.25%,false,false
,WEF Annual Meetings,All,2023-01-16T00:00:00Z,None,,,,false,false
,Eurogroup Meetings,EUR,2023-01-16T00:00:00Z,None,,,,true,false
,Bank Holiday,USD,2023-01-16T00:00:00Z,None,,,,true,false
,Prelim Machine Tool Orders y/y,JPY,2023-01-16T01:00:00Z,None,,-7.7%,1.0%,false,false
,German WPI m/m,EUR,2023-01-16T02:00:00Z,None,-0.3%,-0.9%,-1.6%,false,false
,French Gov Budget Balance,EUR,2023-01-16T05:05:00Z,None,,-143.2B,-159.3B,false,false
,Manufacturing Sales m/m,CAD,2023-01-16T08:30:00Z,None,0.4%,2.4%,0.0%,false,false
,BOE Gov Bailey Speaks,GBP,2023-01-16T10:00:00Z,High,,,,false,false
,BOC Business Outlook Survey,CAD,2023-01-16T10:30:00Z,None,,,,false,false
,NZIER Business Confidence,NZD,2023-01-16T16:00:00Z,None,,-42,-70,false,false
,Westpac Consumer Sentiment,AUD,2023-01-16T18:20:00Z,None,,3.0%,5.0%,false,false
,GDP q/y,CNY,2023-01-16T21:00:00Z,High,1.6%,3.9%,2.9%,false,false
,Fixed Asset Investment ytd/y,CNY,2023-01-16T21:00:00Z,None,5.0%,5.3%,5.1%,false,false
,Industrial Production y/y,CNY,2023-01-16T21:00:00Z,None,0.2%,2.2%,1.3%,false,false
,NBS Press Conference,CNY,2023-01-16T21:00:00Z,None,,,,false,false
,Retail Sales y/y,CNY,2023-01-16T21:00:00Z,None,-9.5%,-5.9%,-1.8%,false,false
,Unemployment Rate,CNY,2023-01-16T21:00:00Z,None,5.8%,5.7%,5.5%,false,false
,Tertiary Industry Activity m/m,JPY,2023-01-16T23:30:00Z,None,0.2%,0.5%,-0.2%,false,false
,WEF Annual Meetings,All,2023-01-17T00:00:00Z,None,,,,false,false
,ECOFIN Meetings,EUR,2023-01-17T00:00:00Z,None,,,,true,false
,German Final CPI m/m,EUR,2023-01-17T02:00:00Z,None,-0.8%,-0.8%,-0.8%,false,false
,Claimant Count Change,GBP,2023-01-17T02:00:00Z,High,19.8K,16.1K,19.7K,false,false
,Average Earnings Index 3m/y,GBP,2023-01-17T02:00:00Z,None,6.2%,6.2%,6.4%,false,false
,Unemployment Rate,GBP,2023-01-17T02:00:00Z,None,3.7%,3.7%,3.7%,false,false
,German ZEW Economic Sentiment,EUR,2023-01-17T05:00:00Z,None,-15.0,-23.3,16.9,false,false
,ZEW Economic Sentiment,EUR,2023-01-17T05:00:00Z,None,-14.3,-23.6,16.7,false,false
,Housing Starts,CAD,2023-01-17T08:13:00Z,None,257K,263K,249K,false,false
,CPI m/m,CAD,2023-01-17T08:30:00Z,High,-0.6%,0.1%,-0.6%,false,false
,Median CPI y/y,CAD,2023-01-17T08:30:00Z,High,4.9%,5.1%,5.0%,false,false
,Trimmed CPI y/y,CAD,2023-01-17T08:30:00Z,High,5.2%,5.4%,5.3%,false,false
,Foreign Securities Purchases,CAD,2023-01-17T08:30:00Z,None,2.73B,9.09B,12.76B,false,false
,Empire State Manufacturing Index,USD,2023-01-17T08:30:00Z,High,-8.7,-11.2,-32.9,false,false
,Common CPI y/y,CAD,2023-01-17T08:32:00Z,None,6.6%,6.8%,6.6%,false,false
,Core CPI m/m,CAD,2023-01-17T08:32:00Z,None,,0.0%,-0.3%,false,false
,GDT Price Index,NZD,2023-01-17T09:39:00Z,None,,-2.8%,-0.1%,false,false
,FOMC Member Williams Speaks,USD,2023-01-17T15:00:00Z,None,,,,false,false
,Core Machinery Orders m/m,JPY,2023-01-17T18:50:00Z,None,-1.3%,5.4%,-8.3%,false,false
,Foreign Direct Investment ytd/y,CNY,2023-01-17T21:04:00Z,None,,9.9%,6.3%,false,false
,BOJ Outlook Report,JPY,2023-01-17T21:40:00Z,High,,,,false,false
,Monetary Policy Statement,JPY,2023-01-17T21:40:00Z,High,,,,false,false
,BOJ Policy Rate,JPY,2023-01-17T21:40:00Z,None,-0.10%,-0.10%,-0.10%,false,false
,Revised Industrial Production m/m,JPY,2023-01-17T23:30:00Z,None,-0.1%,-0.1%,0.2%,false,false
,WEF Annual Meetings,All,2023-01-18T00:00:00Z,None,,,,false,false
,BOJ Press Conference,JPY,2023-01-18T01:30:00Z,High,,,,false,false
,CPI y/y,GBP,2023-01-18T02:00:00Z,High,10.5%,10.7%,10.5%,false,false
,Core CPI y/y,GBP,2023-01-18T02:00:00Z,None,6.2%,6.3%,6.3%,false,false
,RPI y/y,GBP,2023-01-18T02:00:00Z,None,13.6%,14.0%,13.4%,false,false
,Italian Trade Balance,EUR,2023-01-18T04:00:00Z,None,-1.80B,-2.06B,1.45B,false,false
,Housing Equity Withdrawal q/q,GBP,2023-01-18T04:30:00Z,None,-7.9B,-6.1B,-5.8B,false,false
,HPI y/y,GBP,2023-01-18T04:30:00Z,None,10.4%,12.4%,10.3%,false,false
,Final Core CPI y/y,EUR,2023-01-18T05:00:00Z,None,5.2%,5.2%,5.2%,false,false
,Final CPI y/y,EUR,2023-01-18T05:00:00Z,None,9.2%,9.2%,9.2%,false,false
,German 30-y Bond Auction,EUR,2023-01-18T05:39:00Z,None,,1.94|1.8,2.05|1.5,false,false
,Retail Sales m/m,USD,2023-01-18T08:30:00Z,High,-0.8%,-1.0%,-1.1%,false,false
,Core PPI m/m,USD,2023-01-18T08:30:00Z,High,0.1%,0.2%,0.1%,false,false
,Core Retail Sales m/m,USD,2023-01-18T08:30:00Z,High,-0.5%,-0.6%,-1.1%,false,false
,PPI m/m,USD,2023-01-18T08:30:00Z,High,-0.1%,0.2%,-0.5%,false,false
,RMPI m/m,CAD,2023-01-18T08:30:00Z,None,-0.9%,-0.8%,-3.1%,false,false
,IPPI m/m,CAD,2023-01-18T08:30:00Z,None,0.7%,-0.4%,-1.1%,false,false
,Capacity Utilization Rate,USD,2023-01-18T09:15:00Z,None,79.6%,79.4%,78.8%,false,false
,Industrial Production m/m,USD,2023-01-18T09:15:00Z,None,-0.1%,-0.6%,-0.7%,false,false
,CB Leading Index m/m,GBP,2023-01-18T09:30:00Z,None,,-0.9%,-0.6%,false,false
,NAHB Housing Market Index,USD,2023-01-18T10:00:00Z,None,31,31,35,false,false
,Business Inventories m/m,USD,2023-01-18T10:00:00Z,None,0.4%,0.2%,0.4%,false,false
,Beige Book,USD,2023-01-18T14:00:00Z,None,,,,false,false
,FOMC Member Harker Speaks,USD,2023-01-18T15:15:00Z,None,,,,false,false
,TIC Long-Term Purchases,USD,2023-01-18T16:00:00Z,None,127.9B,67.8B,171.5B,false,false
,API Weekly Statistical Bulletin,USD,2023-01-18T16:30:00Z,None,,,,false,false
,FPI m/m,NZD,2023-01-18T16:45:00Z,None,,0.0%,1.1%,false,false
,FOMC Member Logan Speaks,USD,2023-01-18T17:00:00Z,None,,,,false,false
,Trade Balance,JPY,2023-01-18T18:50:00Z,None,-1.60T,-1.78T,-1.72T,false,false
,MI Inflation Expectations,AUD,2023-01-18T19:00:00Z,None,,5.2%,5.6%,false,false
,RICS House Price Balance,GBP,2023-01-18T19:01:00Z,None,-30%,-26%,-42%,false,false
,Employment Change,AUD,2023-01-18T19:30:00Z,None,26.5K,58.3K,-14.6K,false,false
,Unemployment Rate,AUD,2023-01-18T19:30:00Z,None,3.4%,3.5%,3.5%,false,false
,WEF Annual Meetings,All,2023-01-19T00:00:00Z,None,,,,false,false
,PPI m/m,CHF,2023-01-19T02:30:00Z,None,-0.4%,-0.5%,-0.7%,false,false
,Current Account,EUR,2023-01-19T04:00:00Z,None,-11.6B,-0.5B,13.6B,false,false
,BOE Credit Conditions Survey,GBP,2023-01-19T04:30:00Z,None,,,,false,false
,ECB President Lagarde Speaks,EUR,2023-01-19T05:30:00Z,None,,,,false,false
,ECB Monetary Policy Meeting Accounts,EUR,2023-01-19T07:30:00Z,None,,,,false,false
,Unemployment Claims,USD,2023-01-19T08:30:00Z,None,214K,205K,190K,false,false
,Philly Fed Manufacturing Index,USD,2023-01-19T08:30:00Z,None,-10.9,-13.8,-8.9,false,false
,Building Permits,USD,2023-01-19T08:30:00Z,None,1.37M,1.35M,1.33M,false,false
,Housing Starts,USD,2023-01-19T08:30:00Z,None,1.36M,1.40M,1.38M,false,false
,Wholesale Sales m/m,CAD,2023-01-19T08:30:00Z,None,2.0%,1.9%,0.5%,false,false
,CB Leading Index m/m,AUD,2023-01-19T10:30:00Z,None,,0.4%,0.1%,false,false
,Natural Gas Storage,USD,2023-01-19T10:30:00Z,None,-76B,11B,-82B,false,false
,Crude Oil Inventories,USD,2023-01-19T11:00:00Z,None,-2.1M,19.0M,8.4M,false,false
,FOMC Member Brainard Speaks,USD,2023-01-19T13:15:00Z,None,,,,false,false
,BusinessNZ Manufacturing Index,NZD,2023-01-19T16:30:00Z,None,,47.2,47.2,false,false
,Visitor Arrivals m/m,NZD,2023-01-19T16:45:00Z,None,,6.8%,43.1%,false,false
,National Core CPI y/y,JPY,2023-01-19T18:30:00Z,None,4.0%,3.7%,4.0%,false,false
,FOMC Member Williams Speaks,USD,2023-01-19T18:35:00Z,None,,,,false,false
,GfK Consumer Confidence,GBP,2023-01-19T19:01:00Z,None,-41,-42,-45,false,false
,1-y Loan Prime Rate,CNY,2023-01-19T20:15:00Z,None,3.65%,3.65%,3.65%,false,false
,5-y Loan Prime Rate,CNY,2023-01-19T20:15:00Z,None,4.30%,4.30%,4.30%,false,false
,WEF Annual Meetings,All,2023-01-20T00:00:00Z,None,,,,false,false
,German PPI m/m,EUR,2023-01-20T02:00:00Z,None,-1.2%,-3.9%,-0.4%,false,false
,Retail Sales m/m,GBP,2023-01-20T02:00:00Z,None,0.5%,-0.5%,-1.0%,false,false
,SNB Chairman Jordan Speaks,CHF,2023-01-20T03:00:00Z,None,,,,false,false
,ECB President Lagarde Speaks,EUR,2023-01-20T05:00:00Z,None,,,,false,false
,Core Retail Sales m/m,CAD,2023-01-20T08:30:00Z,None,-0.6%,1.6%,-0.6%,false,false
,Retail Sales m/m,CAD,2023-01-20T08:30:00Z,None,-0.5%,1.3%,-0.1%,false,false
,FOMC Member Harker Speaks,USD,2023-01-20T09:00:00Z,None,,,,false,false
,Existing Home Sales,USD,2023-01-20T10:00:00Z,None,3.95M,4.08M,4.02M,false,false
,FOMC Member Waller Speaks,USD,2023-01-20T13:00:00Z,None,,,,false,false
,Bank Holiday,CNY,2023-01-22T00:00:00Z,None,,,,true,false
,Monetary Policy Meeting Minutes,JPY,2023-01-22T18:50:00Z,None,,,,false,false
,Bank Holiday,CNY,2023-01-23T00:00:00Z,None,,,,true,false
,German Buba Monthly Report,EUR,2023-01-23T06:00:00Z,None,,,,false,false
,NHPI m/m,CAD,2023-01-23T08:30:00Z,None,-0.2%,-0.2%,0.0%,false,false
,Consumer Confidence,EUR,2023-01-23T10:00:00Z,None,-20,-22,-21,false,false
,CB Leading Index m/m,USD,2023-01-23T10:00:00Z,None,-0.7%,-1.1%,-1.0%,false,false
,ECB President Lagarde Speaks,EUR,2023-01-23T13:10:00Z,None,,,,false,false
,BusinessNZ Services Index,NZD,2023-01-23T16:30:00Z,None,,53.8,52.1,false,false
,Flash Manufacturing PMI,AUD,2023-01-23T17:00:00Z,None,,50.2,49.8,false,false
,Flash Services PMI,AUD,2023-01-23T17:00:00Z,None,,47.3,48.3,false,false
,NAB Business Confidence,AUD,2023-01-23T19:30:00Z,None,,-4,-1,false,false
,Flash Manufacturing PMI,JPY,2023-01-23T19:30:00Z,None,49.4,48.9,48.9,false,false
,BOJ Core CPI y/y,JPY,2023-01-24T00:00:00Z,None,2.9%,2.9%,3.1%,false,false
,Bank Holiday,CNY,2023-01-24T00:00:00Z,None,,,,true,false
,Trade Balance,CHF,2023-01-24T02:00:00Z,None,3.23B,2.40B,2.83B,false,false
,German GfK Consumer Climate,EUR,2023-01-24T02:00:00Z,None,-33.2,-37.6,-33.9,false,false
,Public Sector Net Borrowing,GBP,2023-01-24T02:00:00Z,None,22.3B,18.8B,26.6B,false,false
,French Flash Manufacturing PMI,EUR,2023-01-24T03:15:00Z,None,49.6,49.2,50.8,false,false
,French Flash Services PMI,EUR,2023-01-24T03:15:00Z,None,49.7,49.5,49.2,false,false
