id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,Factory Orders m/m,USD,2009-01-06T10:00:00Z,None,-2.5%,-6.0%,-4.6%,false,false
,FOMC Meeting Minutes,USD,2009-01-06T14:00:00Z,High,,,,false,false
,Trade Balance,NZD,2009-01-06T16:45:00Z,High,-838M,-996M,-520M,false,false
,HIA New Home Sales m/m,AUD,2009-01-06T19:06:00Z,None,,4.5%,-1.1%,false,false
,Retail Sales m/m,AUD,2009-01-06T19:30:00Z,High,-0.3%,1.0%,0.4%,false,false
,ANZ Commodity Prices m/m,NZD,2009-01-06T20:29:00Z,None,,-7.4%,-7.4%,false,false
,Foreign Currency Reserves,CHF,2009-01-07T03:00:00Z,None,,48B,47B,false,false
,German Unemployment Change,EUR,2009-01-07T03:55:00Z,None,10K,-4K,18K,false,false
,PPI m/m,EUR,2009-01-07T05:00:00Z,None,-1.1%,-0.8%,-1.9%,false,false
,German 10-y Bond Auction,EUR,2009-01-07T05:07:00Z,None,,3.74|1.3,3.12|1.3,false,false
,BRC Shop Price Index y/y,GBP,2009-01-07T05:30:00Z,None,,2.7%,0.5%,false,false
,30-y Bond Auction,GBP,2009-01-07T05:38:00Z,None,,,3.98|1.7,false,false
,Challenger Job Cuts y/y,USD,2009-01-07T07:30:00Z,None,,148.4%,274.5%,false,false
,ADP Non-Farm Employment Change,USD,2009-01-07T08:15:00Z,High,-495K,-476K,-693K,false,false
,Fed Announcement,USD,2009-01-07T08:30:00Z,High,,,,false,false
,Crude Oil Inventories,USD,2009-01-07T10:30:00Z,None,0.7M,0.5M,6.7M,false,false
,Treasury Sec Paulson Speaks,USD,2009-01-07T12:00:00Z,None,,,,false,false
,AIG Construction Index,AUD,2009-01-07T17:30:00Z,None,,32.0,30.9,false,false
,Building Approvals m/m,AUD,2009-01-07T19:30:00Z,High,-1.4%,-3.1%,-12.8%,false,false
,Goods Trade Balance,AUD,2009-01-07T19:30:00Z,High,2.05B,2.96B,1.45B,false,false
,BOJ Gov Shirakawa Speaks,JPY,2009-01-07T20:00:00Z,None,,,,false,false
,10-y Bond Auction,JPY,2009-01-07T22:45:00Z,None,,1.38|2.9,1.28|2.3,false,false
,Unemployment Rate,CHF,2009-01-08T01:45:00Z,None,2.8%,2.7%,2.8%,false,false
,German Trade Balance,EUR,2009-01-08T02:00:00Z,None,14.0B,15.8B,10.7B,false,false
,Spanish Unemployment Change,EUR,2009-01-08T03:00:00Z,None,,171.2K,139.7K,false,false
,CPI m/m,CHF,2009-01-08T03:15:00Z,None,-0.4%,-0.7%,-0.5%,false,false
,Consumer Confidence,EUR,2009-01-08T05:00:00Z,None,-26,-25,-30,false,false
,Final GDP q/q,EUR,2009-01-08T05:00:00Z,None,-0.2%,-0.2%,-0.2%,false,false
,Unemployment Rate,EUR,2009-01-08T05:00:00Z,None,7.8%,7.7%,7.8%,false,false
,French 10-y Bond Auction,EUR,2009-01-08T05:03:00Z,None,,4.28|3.1,3.67|1.6,false,false
,German Factory Orders m/m,EUR,2009-01-08T06:00:00Z,None,-1.8%,-6.3%,-6.0%,false,false
,MPC Rate Statement,GBP,2009-01-08T07:00:00Z,High,,,,false,false
,Official Bank Rate,GBP,2009-01-08T07:00:00Z,High,1.50%,2.00%,1.50%,false,false
,Unemployment Claims,USD,2009-01-08T08:30:00Z,High,545K,491K,467K,false,false
,Ivey PMI,CAD,2009-01-08T10:00:00Z,High,37.5,40.2,39.1,false,false
,Natural Gas Storage,USD,2009-01-08T10:30:00Z,None,-78B,-143B,-47B,false,false
,President Obama Speaks,USD,2009-01-08T11:00:00Z,None,,,,false,false
,Gov Council Member Duguay Speaks,CAD,2009-01-08T12:50:00Z,None,,,,false,false
,10-y Bond Auction,USD,2009-01-08T13:00:00Z,None,,2.67|2.4,2.42|2.6,false,false
,Assist Treasury Sec Kashkari Speaks,USD,2009-01-08T13:30:00Z,None,,,,false,false
,ECB President Trichet Speaks,EUR,2009-01-08T14:00:00Z,None,,,,false,false
,Consumer Credit m/m,USD,2009-01-08T15:00:00Z,None,0.0B,-2.8B,-7.9B,false,false
,Leading Indicators,JPY,2009-01-09T00:00:00Z,None,81.4%,85.2%,81.5%,false,false
,German Retail Sales m/m,EUR,2009-01-09T02:00:00Z,None,0.4%,-2.2%,0.7%,false,false
,French Industrial Production m/m,EUR,2009-01-09T02:45:00Z,None,-0.7%,-3.7%,-2.4%,false,false
,French Trade Balance,EUR,2009-01-09T02:45:00Z,None,-6.2B,-7.0B,-6.2B,false,false
,ECB President Trichet Speaks,EUR,2009-01-09T03:00:00Z,None,,,,false,false
,Manufacturing Production m/m,GBP,2009-01-09T04:30:00Z,High,-0.5%,-1.4%,-2.9%,false,false
,PPI Input m/m,GBP,2009-01-09T04:30:00Z,High,-2.0%,-3.0%,-2.0%,false,false
,Industrial Production m/m,GBP,2009-01-09T04:30:00Z,None,-0.5%,-1.6%,-2.3%,false,false
,PPI Output m/m,GBP,2009-01-09T04:30:00Z,None,-0.7%,-0.8%,0.0%,false,false
,Retail Sales m/m,EUR,2009-01-09T05:00:00Z,None,0.1%,-1.0%,0.6%,false,false
,German Industrial Production m/m,EUR,2009-01-09T06:00:00Z,None,-2.0%,-1.8%,-3.1%,false,false
,Employment Change,CAD,2009-01-09T07:00:00Z,High,-21.0K,-70.6K,-34.4K,false,false
,Unemployment Rate,CAD,2009-01-09T07:00:00Z,High,6.5%,6.3%,6.6%,false,false
,Housing Starts,CAD,2009-01-09T08:15:00Z,High,170K,178K,177K,false,false
,Building Permits m/m,CAD,2009-01-09T08:30:00Z,High,-4.5%,-15.5%,-11.8%,false,false
,Non-Farm Employment Change,USD,2009-01-09T08:30:00Z,High,-520K,-584K,-524K,false,false
,Unemployment Rate,USD,2009-01-09T08:30:00Z,High,7.0%,6.7%,7.2%,false,false
,Average Hourly Earnings m/m,USD,2009-01-09T08:30:00Z,None,0.2%,0.4%,0.3%,false,false
,Final Wholesale Inventories m/m,USD,2009-01-09T10:00:00Z,None,-0.8%,-1.2%,-0.6%,false,false
,FOMC Member Lacker Speaks,USD,2009-01-09T12:30:00Z,None,,,,false,false
,NIESR GDP Estimate,GBP,2009-01-09T19:01:00Z,None,,-1.1%,-1.5%,false,false
,Bank Holiday,JPY,2009-01-11T00:00:00Z,None,,,,true,false
,ANZ Job Advertisements m/m,AUD,2009-01-11T19:30:00Z,None,,-8.6%,-9.7%,false,false
,ECB President Trichet Speaks,EUR,2009-01-12T02:00:00Z,None,,,,false,false
,NHPI m/m,CAD,2009-01-12T08:30:00Z,None,-0.3%,-0.4%,-0.3%,false,false
,President Bush Speaks,USD,2009-01-12T09:15:00Z,None,,,,false,false
,BOC Business Outlook Survey,CAD,2009-01-12T10:30:00Z,High,,,,false,false
,FOMC Member Lockhart Speaks,USD,2009-01-12T12:40:00Z,None,,,,false,false
,NZIER Business Confidence,NZD,2009-01-12T16:00:00Z,High,,-19,-64,false,false
,Bank Lending y/y,JPY,2009-01-12T18:50:00Z,None,,3.2%,3.7%,false,false
,Current Account,JPY,2009-01-12T18:50:00Z,None,0.62T,1.11T,0.65T,false,false
,M2 Money Stock y/y,JPY,2009-01-12T18:50:00Z,None,1.7%,1.8%,1.8%,false,false
,BRC Retail Sales Monitor y/y,GBP,2009-01-12T19:01:00Z,None,,-2.6%,-3.3%,false,false
,RICS House Price Balance,GBP,2009-01-12T19:01:00Z,None,-74%,-76%,-74%,false,false
,New Loans,CNY,2009-01-12T21:00:00Z,None,,477B,772B,false,false
,M2 Money Supply y/y,CNY,2009-01-12T21:00:00Z,None,15.0%,14.8%,17.8%,false,false
,USD-Denominated Trade Balance,CNY,2009-01-12T23:00:00Z,High,34.0B,40.1B,39.0B,false,false
,Economy Watchers Sentiment,JPY,2009-01-13T00:00:00Z,None,20.4,21.0,15.9,false,false
,German WPI m/m,EUR,2009-01-13T02:00:00Z,None,-1.7%,-3.3%,-3.0%,false,false
,French Gov Budget Balance,EUR,2009-01-13T02:45:00Z,None,,-60.7B,-66.6B,false,false
,ECB President Trichet Speaks,EUR,2009-01-13T04:00:00Z,None,,,,false,false
,Goods Trade Balance,GBP,2009-01-13T04:30:00Z,None,-7.6B,-7.6B,-8.3B,false,false
,ONS HPI y/y,GBP,2009-01-13T04:33:00Z,None,-8.5%,-7.4%,-8.6%,false,false
,CB Leading Index m/m,GBP,2009-01-13T05:00:00Z,None,,-1.8%,-1.0%,false,false
,10-y Bond Auction,GBP,2009-01-13T05:48:00Z,None,,4.14|1.6,3.40|2.4,false,false
,NFIB Small Business Index,USD,2009-01-13T07:30:00Z,None,,87.8,85.2,false,false
,Fed Chairman Bernanke Speaks,USD,2009-01-13T08:00:00Z,High,,,,false,false
,Trade Balance,CAD,2009-01-13T08:30:00Z,High,3.2B,2.3B,1.3B,false,false
,Trade Balance,USD,2009-01-13T08:30:00Z,High,-51.4B,-56.7B,-40.4B,false,false
,Assist Treasury Sec Kashkari Speaks,USD,2009-01-13T09:30:00Z,None,,,,false,false
,JOLTS Job Openings,USD,2009-01-13T10:00:00Z,None,,3.00M,2.79M,false,false
,RCM/TIPP Economic Optimism,USD,2009-01-13T10:00:00Z,None,43.5,45.0,45.4,false,false
,Federal Budget Balance,USD,2009-01-13T14:00:00Z,None,-82.0B,-164.4B,-83.6B,false,false
,FOMC Member Kohn Speaks,USD,2009-01-13T14:00:00Z,None,,,,false,false
,Building Consents m/m,NZD,2009-01-13T16:45:00Z,High,,-19.7%,4.3%,false,false
,FOMC Member Lacker Speaks,USD,2009-01-13T17:00:00Z,None,,,,false,false
,Home Loans m/m,AUD,2009-01-13T19:30:00Z,High,1.0%,1.4%,1.3%,false,false
,Prelim Machine Tool Orders y/y,JPY,2009-01-14T01:00:00Z,None,,-62.1%,-71.9%,false,false
,French Final CPI m/m,EUR,2009-01-14T02:45:00Z,None,-0.3%,-0.5%,-0.2%,false,false
,Italian Industrial Production m/m,EUR,2009-01-14T04:00:00Z,None,-1.3%,-2.0%,-2.3%,false,false
,Industrial Production m/m,EUR,2009-01-14T05:00:00Z,None,-2.1%,-1.6%,-1.6%,false,false
,Core Retail Sales m/m,USD,2009-01-14T08:30:00Z,High,-1.3%,-2.5%,-3.1%,false,false
,Retail Sales m/m,USD,2009-01-14T08:30:00Z,High,-1.2%,-2.1%,-2.7%,false,false
,Import Prices m/m,USD,2009-01-14T08:30:00Z,None,-5.4%,-7.0%,-4.2%,false,false
,Business Inventories m/m,USD,2009-01-14T10:00:00Z,None,-0.5%,-0.6%,-0.7%,false,false
,Crude Oil Inventories,USD,2009-01-14T10:30:00Z,None,2.1M,6.7M,1.2M,false,false
,Beige Book,USD,2009-01-14T14:00:00Z,None,,,,false,false
,Core Machinery Orders m/m,JPY,2009-01-14T18:50:00Z,None,-8.2%,-4.4%,-16.2%,false,false
,PPI y/y,JPY,2009-01-14T18:50:00Z,None,0.8%,2.8%,1.1%,false,false
,Employment Change,AUD,2009-01-14T19:30:00Z,High,-21.0K,-16.2K,-1.2K,false,false
,Unemployment Rate,AUD,2009-01-14T19:30:00Z,High,4.5%,4.4%,4.5%,false,false
,RBA Bulletin,AUD,2009-01-14T19:30:00Z,None,,,,false,false
,Foreign Direct Investment ytd/y,CNY,2009-01-14T21:10:00Z,None,,26.3%,23.6%,false,false
,German Final CPI m/m,EUR,2009-01-15T02:00:00Z,None,0.3%,0.3%,0.3%,false,false
,Final Core CPI y/y,EUR,2009-01-15T05:00:00Z,None,1.8%,1.9%,1.8%,false,false
,Final CPI y/y,EUR,2009-01-15T05:00:00Z,None,1.6%,1.6%,1.6%,false,false
,Main Refinancing Rate,EUR,2009-01-15T07:45:00Z,High,2.00%,2.50%,2.00%,false,false
,New Motor Vehicle Sales m/m,CAD,2009-01-15T08:30:00Z,None,-7.3%,-1.8%,-7.0%,false,false
,ECB Press Conference,EUR,2009-01-15T08:30:00Z,High,,,,false,false
,PPI m/m,USD,2009-01-15T08:30:00Z,High,-2.0%,-2.2%,-1.9%,false,false
,Unemployment Claims,USD,2009-01-15T08:30:00Z,High,512K,470K,524K,false,false
,Core PPI m/m,USD,2009-01-15T08:30:00Z,None,0.1%,0.1%,0.2%,false,false
,Empire State Manufacturing Index,USD,2009-01-15T08:30:00Z,None,-25.0,-25.8,-22.2,false,false
,Philly Fed Manufacturing Index,USD,2009-01-15T10:00:00Z,None,-35.0,-32.9,-24.3,false,false
,FOMC Member Tarullo Speaks,USD,2009-01-15T10:00:00Z,None,,,,false,false
,Natural Gas Storage,USD,2009-01-15T10:30:00Z,None,-105B,-47B,-94B,false,false
,Gov Board Member Jordan Speaks,CHF,2009-01-15T11:00:00Z,None,,,,false,false
,FOMC Member Evans Speaks,USD,2009-01-15T13:40:00Z,None,,,,false,false
,FOMC Member Lockhart Speaks,USD,2009-01-15T13:40:00Z,None,,,,false,false
,FOMC Member Yellen Speaks,USD,2009-01-15T15:45:00Z,None,,,,false,false
,BOJ Gov Shirakawa Speaks,JPY,2009-01-15T19:30:00Z,None,,,,false,false
,PPI m/m,CHF,2009-01-16T03:15:00Z,None,-0.6%,-1.4%,-0.7%,false,false
,MPC Member Gieve Speaks,GBP,2009-01-16T03:30:00Z,None,,,,false,false
,Trade Balance,EUR,2009-01-16T04:59:00Z,None,-4.8B,-2.1B,-4.9B,false,false
,Core CPI m/m,USD,2009-01-16T08:30:00Z,High,0.1%,0.0%,0.0%,false,false
,Core CPI y/y,USD,2009-01-16T08:30:00Z,High,1.8%,2.0%,1.8%,false,false
,CPI y/y,USD,2009-01-16T08:30:00Z,High,-0.2%,1.1%,0.1%,false,false
,CPI m/m,USD,2009-01-16T08:30:00Z,None,-0.8%,-1.7%,-0.7%,false,false
,TIC Long-Term Purchases,USD,2009-01-16T09:00:00Z,High,11.0B,-0.4B,-21.7B,false,false
,Capacity Utilization Rate,USD,2009-01-16T09:15:00Z,None,74.6%,75.2%,73.6%,false,false
,Industrial Production m/m,USD,2009-01-16T09:15:00Z,None,-0.9%,-1.3%,-2.0%,false,false
,Prelim UoM Consumer Sentiment,USD,2009-01-16T09:55:00Z,High,59.2,60.1,61.9,false,false
,Prelim UoM Inflation Expectations,USD,2009-01-16T09:55:00Z,None,,1.7%,2.0%,false,false
,Gov Board Member Hildebrand Speaks,CHF,2009-01-16T12:00:00Z,None,,,,false,false
,FOMC Member Lacker Speaks,USD,2009-01-16T12:15:00Z,None,,,,false,false
,MI Inflation Gauge m/m,AUD,2009-01-18T18:30:00Z,None,,-0.6%,-0.2%,false,false
,Rightmove HPI m/m,GBP,2009-01-18T19:01:00Z,None,,-2.3%,-1.9%,false,false
,Revised Industrial Production m/m,JPY,2009-01-18T23:30:00Z,None,-8.1%,-8.1%,-8.5%,false,false
,Bank Holiday,USD,2009-01-19T00:00:00Z,None,,,,true,false
,BOJ Gov Shirakawa Speaks,JPY,2009-01-19T00:15:00Z,None,,,,false,false
,Retail Sales y/y,CHF,2009-01-19T03:15:00Z,None,1.5%,2.9%,-1.4%,false,false
,10-y Bond Auction,GBP,2009-01-19T05:00:00Z,None,,3.40|2.4,4.04|1.4,false,false
,German Buba Monthly Report,EUR,2009-01-19T06:00:00Z,None,,,,false,false
,ECB President Trichet Speaks,EUR,2009-01-19T06:50:00Z,None,,,,false,false
,Foreign Securities Purchases,CAD,2009-01-19T08:30:00Z,None,1.20B,2.84B,-4.30B,false,false
,CPI q/q,NZD,2009-01-19T16:45:00Z,High,-0.4%,1.5%,-0.5%,false,false
,FPI m/m,NZD,2009-01-19T16:45:00Z,None,,0.8%,-0.2%,false,false
,Tertiary Industry Activity m/m,JPY,2009-01-19T18:50:00Z,None,-0.8%,0.5%,-0.9%,false,false
,30-y Bond Auction,JPY,2009-01-19T22:45:00Z,None,,2.43|3.2,1.88|3.3,false,false
,Consumer Confidence,JPY,2009-01-20T00:00:00Z,None,27.2,28.4,26.2,false,false
,CPI y/y,GBP,2009-01-20T04:30:00Z,High,2.6%,4.1%,3.1%,false,false
,Core CPI y/y,GBP,2009-01-20T04:30:00Z,None,1.4%,2.0%,1.1%,false,false
,RPI y/y,GBP,2009-01-20T04:30:00Z,None,0.8%,3.0%,0.9%,false,false
,German ZEW Economic Sentiment,EUR,2009-01-20T05:00:00Z,High,-43.5,-45.2,-31.0,false,false
,ZEW Economic Sentiment,EUR,2009-01-20T05:00:00Z,None,-46.0,-46.1,-30.8,false,false
,Manufacturing Sales m/m,CAD,2009-01-20T08:30:00Z,None,-2.9%,-0.2%,-6.4%,false,false
,BOC Rate Statement,CAD,2009-01-20T09:00:00Z,High,,,,false,false
,Overnight Rate,CAD,2009-01-20T09:00:00Z,High,1.00%,1.50%,1.00%,false,false
,BOE Gov King Speaks,GBP,2009-01-20T15:20:00Z,High,,,,false,false
,Core Retail Sales m/m,NZD,2009-01-20T16:45:00Z,High,0.0%,0.8%,0.3%,false,false
,Retail Sales m/m,NZD,2009-01-20T16:45:00Z,High,-0.9%,-1.3%,0.0%,false,false
,Westpac Consumer Sentiment,AUD,2009-01-20T18:30:00Z,None,,7.5%,-2.2%,false,false
,German PPI m/m,EUR,2009-01-21T02:00:00Z,None,-1.1%,-1.5%,-1.0%,false,false
,ECB President Trichet Speaks,EUR,2009-01-21T03:00:00Z,None,,,,false,false
,Italian Trade Balance,EUR,2009-01-21T04:00:00Z,None,-1.75B,-0.06B,-1.08B,false,false
,ECB President Trichet Speaks,EUR,2009-01-21T04:30:00Z,High,,,,false,false
,Claimant Count Change,GBP,2009-01-21T04:30:00Z,High,82.0K,83.1K,77.9K,false,false
,MPC Official Bank Rate Votes,GBP,2009-01-21T04:30:00Z,High,0-9-0,0-9-0,0-9-0,false,false
,Average Earnings Index 3m/y,GBP,2009-01-21T04:30:00Z,None,3.3%,3.3%,3.1%,false,false
,Public Sector Net Borrowing,GBP,2009-01-21T04:30:00Z,None,10.8B,16.5B,14.9B,false,false
,M4 Money Supply m/m,GBP,2009-01-21T04:30:00Z,None,0.9%,1.2%,1.7%,false,false
,Unemployment Rate,GBP,2009-01-21T04:30:00Z,None,6.1%,6.0%,6.1%,false,false
,MPC Member Tucker Speaks,GBP,2009-01-21T04:45:00Z,None,,,,false,false
,Wholesale Sales m/m,CAD,2009-01-21T08:30:00Z,None,-1.6%,-1.6%,-1.6%,false,false
,Treasury Sec Geithner Speaks,USD,2009-01-21T10:00:00Z,None,,,,false,false
,Gov Board Member Hildebrand Speaks,CHF,2009-01-21T12:30:00Z,None,,,,false,false
,NAHB Housing Market Index,USD,2009-01-21T13:00:00Z,None,9,9,8,false,false
,BusinessNZ Manufacturing Index,NZD,2009-01-21T16:29:00Z,None,,35.2,42.5,false,false
,Trade Balance,JPY,2009-01-21T18:50:00Z,None,-0.33T,-0.39T,-0.15T,false,false
,MI Inflation Expectations,AUD,2009-01-21T19:00:00Z,None,,2.5%,2.7%,false,false
,New Motor Vehicle Sales m/m,AUD,2009-01-21T19:30:00Z,None,,-5.2%,1.8%,false,false
,GDP q/y,CNY,2009-01-21T21:00:00Z,High,7.2%,9.0%,6.8%,false,false
,Industrial Production y/y,CNY,2009-01-21T21:00:00Z,High,4.2%,5.4%,5.7%,false,false
,CPI y/y,CNY,2009-01-21T21:00:00Z,None,1.7%,2.4%,1.2%,false,false
,Fixed Asset Investment ytd/y,CNY,2009-01-21T21:00:00Z,None,26.0%,26.8%,26.1%,false,false
,NBS Press Conference,CNY,2009-01-21T21:00:00Z,None,,,,false,false
,PPI y/y,CNY,2009-01-21T21:00:00Z,None,-0.1%,2.0%,-1.1%,false,false
,Retail Sales y/y,CNY,2009-01-21T21:00:00Z,None,19.6%,20.8%,19.0%,false,false
,Monetary Policy Statement,JPY,2009-01-21T23:43:00Z,None,,,,false,false
,Overnight Call Rate,JPY,2009-01-21T23:43:00Z,None,0.10%,0.10%,0.10%,false,false
,BOJ Press Conference,JPY,2009-01-22T02:35:00Z,High,,,,false,false
,French Consumer Spending m/m,EUR,2009-01-22T02:45:00Z,None,-0.2%,0.3%,-0.9%,false,false
,ECB Monthly Bulletin,EUR,2009-01-22T04:00:00Z,None,,,,false,false
,UBS Economic Expectations,CHF,2009-01-22T05:00:00Z,None,,-76.2,-66.7,false,false
,Industrial New Orders m/m,EUR,2009-01-22T05:00:00Z,None,-5.0%,-5.7%,-4.5%,false,false
,CBI Industrial Order Expectations,GBP,2009-01-22T06:00:00Z,None,-39,-35,-48,false,false
,Core Retail Sales m/m,CAD,2009-01-22T08:30:00Z,High,-1.5%,-1.3%,-2.3%,false,false
,Retail Sales m/m,CAD,2009-01-22T08:30:00Z,None,-1.8%,-1.0%,-2.4%,false,false
,Leading Index m/m,CAD,2009-01-22T08:30:00Z,None,-0.7%,-0.6%,-0.6%,false,false
,Building Permits,USD,2009-01-22T08:30:00Z,High,0.60M,0.62M,0.55M,false,false
,Unemployment Claims,USD,2009-01-22T08:30:00Z,High,545K,527K,589K,false,false
,Housing Starts,USD,2009-01-22T08:30:00Z,None,0.61M,0.65M,0.55M,false,false
,HPI m/m,USD,2009-01-22T10:00:00Z,None,-1.2%,-1.1%,-1.8%,false,false
,BOC Monetary Policy Report,CAD,2009-01-22T10:30:00Z,High,,,,false,false
,Crude Oil Inventories,USD,2009-01-22T11:00:00Z,None,1.1M,1.2M,6.1M,false,false
,BOC Press Conference,CAD,2009-01-22T11:15:00Z,High,,,,false,false
,All Industries Activity m/m,JPY,2009-01-22T18:50:00Z,None,-2.2%,-0.4%,-2.3%,false,false
,Import Prices q/q,AUD,2009-01-22T19:30:00Z,None,5.3%,5.0%,10.8%,false,false
,BOJ Monthly Report,JPY,2009-01-23T00:00:00Z,None,,,,false,false
,French Flash Manufacturing PMI,EUR,2009-01-23T03:00:00Z,None,34.0,34.9,38.1,false,false
,French Flash Services PMI,EUR,2009-01-23T03:00:00Z,None,40.1,40.6,42.9,false,false
,Spanish Unemployment Rate,EUR,2009-01-23T03:00:00Z,None,13.4%,11.3%,13.9%,false,false
,German Flash Manufacturing PMI,EUR,2009-01-23T03:30:00Z,None,32.0,32.7,32.0,false,false
,German Flash Services PMI,EUR,2009-01-23T03:30:00Z,None,45.5,46.6,45.4,false,false
,Flash Manufacturing PMI,EUR,2009-01-23T04:00:00Z,None,33.3,33.9,34.5,false,false
,Flash Services PMI,EUR,2009-01-23T04:00:00Z,None,41.7,42.1,42.5,false,false
,Italian Retail Sales m/m,EUR,2009-01-23T04:00:00Z,None,-0.3%,-0.4%,-0.2%,false,false
,Retail Sales m/m,GBP,2009-01-23T04:30:00Z,High,-0.7%,0.3%,1.6%,false,false
