id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,Asset Purchase Facility,GBP,2013-01-10T07:00:00Z,High,375B,375B,375B,false,false
,Main Refinancing Rate,EUR,2013-01-10T07:45:00Z,High,0.75%,0.75%,0.75%,false,false
,Unemployment Claims,USD,2013-01-10T08:30:00Z,High,361K,367K,371K,false,false
,Building Permits m/m,CAD,2013-01-10T08:30:00Z,High,2.4%,15.9%,-17.9%,false,false
,NHPI m/m,CAD,2013-01-10T08:30:00Z,None,0.2%,0.2%,0.1%,false,false
,ECB Press Conference,EUR,2013-01-10T08:30:00Z,High,,,,false,false
,Final Wholesale Inventories m/m,USD,2013-01-10T10:00:00Z,None,0.2%,0.3%,0.6%,false,false
,JOLTS Job Openings,USD,2013-01-10T10:00:00Z,None,3.68M,3.67M,3.68M,false,false
,Natural Gas Storage,USD,2013-01-10T10:30:00Z,None,-185B,-135B,-201B,false,false
,30-y Bond Auction,USD,2013-01-10T13:00:00Z,None,,2.92|2.5,3.07|2.8,false,false
,FOMC Member George Speaks,USD,2013-01-10T13:10:00Z,None,,,,false,false
,FOMC Member Bullard Speaks,USD,2013-01-10T14:00:00Z,None,,,,false,false
,Gov Council Member Macklem Speaks,CAD,2013-01-10T16:00:00Z,None,,,,false,false
,Current Account,JPY,2013-01-10T18:50:00Z,High,0.31T,0.41T,0.23T,false,false
,Bank Lending y/y,JPY,2013-01-10T18:50:00Z,None,,1.0%,1.2%,false,false
,PPI y/y,CNY,2013-01-10T20:30:00Z,None,-1.8%,-2.2%,-1.9%,false,false
,CPI y/y,CNY,2013-01-10T20:30:00Z,High,2.3%,2.0%,2.5%,false,false
,Economy Watchers Sentiment,JPY,2013-01-11T00:00:00Z,None,41.1,40.0,45.8,false,false
,CPI m/m,CHF,2013-01-11T03:15:00Z,High,-0.1%,-0.3%,-0.2%,false,false
,Manufacturing Production m/m,GBP,2013-01-11T04:30:00Z,High,0.5%,-1.3%,-0.3%,false,false
,Industrial Production m/m,GBP,2013-01-11T04:30:00Z,None,0.8%,-0.9%,0.3%,false,false
,Trade Balance,CAD,2013-01-11T08:30:00Z,High,-0.3B,-0.6B,-2.0B,false,false
,Trade Balance,USD,2013-01-11T08:30:00Z,High,-41.1B,-42.1B,-48.7B,false,false
,Import Prices m/m,USD,2013-01-11T08:30:00Z,None,0.1%,-0.8%,-0.1%,false,false
,NIESR GDP Estimate,GBP,2013-01-11T09:54:00Z,None,,0.1%,-0.3%,false,false
,Federal Budget Balance,USD,2013-01-11T14:00:00Z,None,-11.6B,-172.1B,-0.3B,false,false
,Bank Holiday,JPY,2013-01-13T00:00:00Z,None,,,,true,false
,MI Inflation Gauge m/m,AUD,2013-01-13T18:30:00Z,None,,-0.1%,0.4%,false,false
,Home Loans m/m,AUD,2013-01-13T19:30:00Z,None,0.5%,-0.4%,-0.5%,false,false
,ANZ Job Advertisements m/m,AUD,2013-01-13T19:30:00Z,None,,-2.8%,-3.8%,false,false
,FOMC Member Evans Speaks,USD,2013-01-13T20:20:00Z,None,,,,false,false
,German WPI m/m,EUR,2013-01-14T02:00:00Z,None,0.5%,-0.7%,0.0%,false,false
,Italian Industrial Production m/m,EUR,2013-01-14T04:00:00Z,None,-0.1%,-1.1%,-1.0%,false,false
,Industrial Production m/m,EUR,2013-01-14T05:00:00Z,None,0.2%,-1.0%,-0.3%,false,false
,BOC Business Outlook Survey,CAD,2013-01-14T10:30:00Z,None,,,,false,false
,REINZ HPI m/m,NZD,2013-01-14T15:30:00Z,None,,1.4%,-0.6%,false,false
,Fed Chairman Bernanke Speaks,USD,2013-01-14T16:00:00Z,High,,,,false,false
,NZIER Business Confidence,NZD,2013-01-14T16:00:00Z,None,,8,20,false,false
,FPI m/m,NZD,2013-01-14T16:45:00Z,None,,-0.8%,-0.2%,false,false
,M2 Money Stock y/y,JPY,2013-01-14T18:50:00Z,None,2.1%,2.1%,2.6%,false,false
,RICS House Price Balance,GBP,2013-01-14T19:01:00Z,None,-8%,-9%,0%,false,false
,Prelim Machine Tool Orders y/y,JPY,2013-01-15T01:00:00Z,None,,-21.3%,-27.5%,false,false
,German Final CPI m/m,EUR,2013-01-15T02:00:00Z,None,0.9%,0.9%,0.9%,false,false
,French Gov Budget Balance,EUR,2013-01-15T02:45:00Z,None,,-94.6B,-103.4B,false,false
,CPI y/y,GBP,2013-01-15T04:30:00Z,High,2.7%,2.7%,2.7%,false,false
,PPI Input m/m,GBP,2013-01-15T04:30:00Z,None,0.0%,0.1%,-0.2%,false,false
,RPI y/y,GBP,2013-01-15T04:30:00Z,None,3.0%,3.0%,3.1%,false,false
,Core CPI y/y,GBP,2013-01-15T04:30:00Z,None,2.6%,2.6%,2.4%,false,false
,ONS HPI y/y,GBP,2013-01-15T04:30:00Z,None,1.7%,1.5%,2.1%,false,false
,PPI Output m/m,GBP,2013-01-15T04:30:00Z,None,0.0%,-0.3%,-0.1%,false,false
,CB Leading Index m/m,GBP,2013-01-15T05:00:00Z,None,,-0.3%,0.2%,false,false
,BOE Gov King Speaks,GBP,2013-01-15T05:00:00Z,High,,,,false,false
,Trade Balance,EUR,2013-01-15T05:00:00Z,None,8.2B,7.4B,11.0B,false,false
,FOMC Member Rosengren Speaks,USD,2013-01-15T08:00:00Z,None,,,,false,false
,Core Retail Sales m/m,USD,2013-01-15T08:30:00Z,High,0.2%,-0.1%,0.3%,false,false
,PPI m/m,USD,2013-01-15T08:30:00Z,High,-0.1%,-0.8%,-0.2%,false,false
,Retail Sales m/m,USD,2013-01-15T08:30:00Z,High,0.2%,0.4%,0.5%,false,false
,Core PPI m/m,USD,2013-01-15T08:30:00Z,None,0.2%,0.1%,0.1%,false,false
,Empire State Manufacturing Index,USD,2013-01-15T08:30:00Z,None,1.9,-8.1,-7.8,false,false
,Business Inventories m/m,USD,2013-01-15T10:00:00Z,None,0.3%,0.3%,0.3%,false,false
,Westpac Consumer Sentiment,AUD,2013-01-15T18:30:00Z,None,,-4.1%,0.6%,false,false
,PPI y/y,JPY,2013-01-15T18:50:00Z,None,-0.7%,-0.9%,-0.6%,false,false
,Core Machinery Orders m/m,JPY,2013-01-15T18:50:00Z,None,0.4%,2.6%,3.9%,false,false
,New Motor Vehicle Sales m/m,AUD,2013-01-15T19:30:00Z,None,,0.2%,2.2%,false,false
,Foreign Direct Investment ytd/y,CNY,2013-01-15T21:00:00Z,None,,-3.6%,-3.7%,false,false
,Consumer Confidence,JPY,2013-01-16T00:00:00Z,None,40.7,39.4,39.2,false,false
,Retail Sales y/y,CHF,2013-01-16T03:15:00Z,None,3.3%,2.7%,2.9%,false,false
,Italian Trade Balance,EUR,2013-01-16T04:00:00Z,None,1.91B,2.42B,2.36B,false,false
,Final Core CPI y/y,EUR,2013-01-16T05:00:00Z,None,1.5%,1.4%,1.5%,false,false
,Final CPI y/y,EUR,2013-01-16T05:00:00Z,None,2.2%,2.2%,2.2%,false,false
,German 10-y Bond Auction,EUR,2013-01-16T05:33:00Z,None,,1.40|1.5,1.56|1.7,false,false
,GDT Price Index,NZD,2013-01-16T08:30:00Z,None,,1.6%,1.9%,false,false
,Core CPI m/m,USD,2013-01-16T08:30:00Z,High,0.2%,0.1%,0.1%,false,false
,Core CPI y/y,USD,2013-01-16T08:30:00Z,High,1.9%,1.9%,1.9%,false,false
,CPI y/y,USD,2013-01-16T08:30:00Z,High,1.8%,1.8%,1.7%,false,false
,CPI m/m,USD,2013-01-16T08:30:00Z,None,0.0%,-0.3%,0.0%,false,false
,TIC Long-Term Purchases,USD,2013-01-16T09:00:00Z,None,19.8B,-1.0B,52.3B,false,false
,Industrial Production m/m,USD,2013-01-16T09:15:00Z,None,0.2%,1.0%,0.3%,false,false
,Capacity Utilization Rate,USD,2013-01-16T09:15:00Z,None,78.6%,78.7%,78.8%,false,false
,NAHB Housing Market Index,USD,2013-01-16T10:00:00Z,None,48,47,47,false,false
,Crude Oil Inventories,USD,2013-01-16T10:30:00Z,None,2.0M,1.3M,-1.0M,false,false
,Beige Book,USD,2013-01-16T14:00:00Z,None,,,,false,false
,Tertiary Industry Activity m/m,JPY,2013-01-16T18:50:00Z,None,0.1%,0.1%,-0.3%,false,false
,MI Inflation Expectations,AUD,2013-01-16T18:59:00Z,None,,1.8%,2.0%,false,false
,Employment Change,AUD,2013-01-16T19:30:00Z,High,2.3K,17.1K,-5.5K,false,false
,Unemployment Rate,AUD,2013-01-16T19:30:00Z,High,5.4%,5.3%,5.4%,false,false
,PPI m/m,CHF,2013-01-17T03:15:00Z,None,0.2%,0.0%,0.1%,false,false
,ECB Monthly Bulletin,EUR,2013-01-17T04:00:00Z,None,,,,false,false
,Foreign Securities Purchases,CAD,2013-01-17T08:30:00Z,None,9.45B,12.67B,5.62B,false,false
,Building Permits,USD,2013-01-17T08:30:00Z,High,0.91M,0.90M,0.90M,false,false
,Unemployment Claims,USD,2013-01-17T08:30:00Z,High,369K,372K,335K,false,false
,Housing Starts,USD,2013-01-17T08:30:00Z,None,0.89M,0.85M,0.95M,false,false
,Philly Fed Manufacturing Index,USD,2013-01-17T10:00:00Z,High,7.1,8.1,-5.8,false,false
,Natural Gas Storage,USD,2013-01-17T10:30:00Z,None,-131B,-201B,-148B,false,false
,CPI q/q,NZD,2013-01-17T16:45:00Z,High,0.1%,0.3%,-0.2%,false,false
,GDP q/y,CNY,2013-01-17T21:00:00Z,High,7.8%,7.4%,7.9%,false,false
,Fixed Asset Investment ytd/y,CNY,2013-01-17T21:00:00Z,None,20.7%,20.7%,20.6%,false,false
,Industrial Production y/y,CNY,2013-01-17T21:00:00Z,None,10.2%,10.1%,10.3%,false,false
,NBS Press Conference,CNY,2013-01-17T21:00:00Z,None,,,,false,false
,Retail Sales y/y,CNY,2013-01-17T21:00:00Z,None,15.0%,14.9%,15.2%,false,false
,Revised Industrial Production m/m,JPY,2013-01-17T23:30:00Z,None,-1.7%,-1.7%,-1.4%,false,false
,Retail Sales m/m,GBP,2013-01-18T04:30:00Z,High,0.2%,0.0%,-0.1%,false,false
,Manufacturing Sales m/m,CAD,2013-01-18T08:30:00Z,None,0.9%,-1.2%,1.7%,false,false
,Prelim UoM Consumer Sentiment,USD,2013-01-18T09:55:00Z,High,75.1,72.9,71.3,false,false
,Prelim UoM Inflation Expectations,USD,2013-01-18T09:55:00Z,None,,3.2%,3.4%,false,false
,Rightmove HPI m/m,GBP,2013-01-20T19:01:00Z,None,,-3.3%,0.2%,false,false
,Eurogroup Meetings,EUR,2013-01-21T00:00:00Z,High,,,,true,false
,Bank Holiday,USD,2013-01-21T00:00:00Z,None,,,,true,false
,German PPI m/m,EUR,2013-01-21T02:00:00Z,None,0.0%,-0.1%,-0.3%,false,false
,German Buba Monthly Report,EUR,2013-01-21T06:00:00Z,None,,,,false,false
,Wholesale Sales m/m,CAD,2013-01-21T08:30:00Z,None,0.5%,0.8%,0.7%,false,false
,German Buba President Weidmann Speaks,EUR,2013-01-21T13:00:00Z,None,,,,false,false
,Monetary Policy Statement,JPY,2013-01-21T22:47:00Z,High,,,,false,false
,Overnight Call Rate,JPY,2013-01-21T22:47:00Z,High,<0.10%,<0.10%,<0.10%,false,false
,All Industries Activity m/m,JPY,2013-01-21T23:32:00Z,None,-0.3%,0.2%,-0.3%,false,false
,ECOFIN Meetings,EUR,2013-01-22T00:00:00Z,None,,,,true,false
,BOJ Press Conference,JPY,2013-01-22T01:04:00Z,High,,,,false,false
,Public Sector Net Borrowing,GBP,2013-01-22T04:30:00Z,None,13.4B,14.3B,13.2B,false,false
,German ZEW Economic Sentiment,EUR,2013-01-22T05:00:00Z,High,12.2,6.9,31.5,false,false
,ZEW Economic Sentiment,EUR,2013-01-22T05:00:00Z,None,14.1,7.6,31.2,false,false
,10-y Bond Auction,GBP,2013-01-22T05:34:00Z,None,,1.80|1.7,1.90|2.9,false,false
,CBI Industrial Order Expectations,GBP,2013-01-22T06:00:00Z,None,-10,-12,-20,false,false
,Core Retail Sales m/m,CAD,2013-01-22T08:30:00Z,High,0.1%,0.2%,-0.3%,false,false
,Retail Sales m/m,CAD,2013-01-22T08:30:00Z,None,0.0%,0.5%,0.2%,false,false
,Richmond Manufacturing Index,USD,2013-01-22T09:59:00Z,None,4,5,-12,false,false
,Existing Home Sales,USD,2013-01-22T10:00:00Z,High,5.09M,4.99M,4.94M,false,false
,ECB President Draghi Speaks,EUR,2013-01-22T13:00:00Z,High,,,,false,false
,BOE Gov King Speaks,GBP,2013-01-22T14:45:00Z,High,,,,false,false
,MI Leading Index m/m,AUD,2013-01-22T18:30:00Z,None,,0.1%,0.6%,false,false
,CPI m/m,AUD,2013-01-22T19:30:00Z,High,0.4%,1.4%,0.2%,false,false
,Trimmed Mean CPI m/m,AUD,2013-01-22T19:30:00Z,None,0.7%,0.7%,0.6%,false,false
,CB Leading Index m/m,CNY,2013-01-22T21:00:00Z,None,,1.1%,0.4%,false,false
,BOJ Monthly Report,JPY,2013-01-23T00:00:00Z,None,,,,false,false
,WEF Annual Meetings,All,2013-01-23T00:00:00Z,None,,,,false,false
,MPC Asset Purchase Facility Votes,GBP,2013-01-23T04:30:00Z,High,1-0-8,1-0-8,1-0-8,false,false
,MPC Official Bank Rate Votes,GBP,2013-01-23T04:30:00Z,High,0-0-9,0-0-9,0-0-9,false,false
,Unemployment Rate,GBP,2013-01-23T04:30:00Z,None,7.8%,7.8%,7.7%,false,false
,Average Earnings Index 3m/y,GBP,2013-01-23T04:30:00Z,None,1.6%,1.8%,1.5%,false,false
,Claimant Count Change,GBP,2013-01-23T04:30:00Z,High,0.4K,-8.9K,-12.1K,false,false
,UBS Economic Expectations,CHF,2013-01-23T05:00:00Z,None,,-15.5,-6.9,false,false
,HPI m/m,USD,2013-01-23T09:00:00Z,None,0.7%,0.6%,0.6%,false,false
,BOC Rate Statement,CAD,2013-01-23T10:00:00Z,High,,,,false,false
,Overnight Rate,CAD,2013-01-23T10:00:00Z,High,1.00%,1.00%,1.00%,false,false
,BOC Monetary Policy Report,CAD,2013-01-23T10:00:00Z,High,,,,false,false
,Consumer Confidence,EUR,2013-01-23T10:15:00Z,None,-26,-26,-24,false,false
,BOC Press Conference,CAD,2013-01-23T11:15:00Z,High,,,,false,false
,BusinessNZ Manufacturing Index,NZD,2013-01-23T16:30:00Z,None,,48.8,50.1,false,false
,Trade Balance,JPY,2013-01-23T18:50:00Z,None,-0.71T,-0.85T,-0.80T,false,false
,Caixin Flash Manufacturing PMI,CNY,2013-01-23T20:45:00Z,High,,51.5,51.9,false,false
,Credit Card Spending y/y,NZD,2013-01-23T21:00:00Z,None,,4.0%,4.6%,false,false
,WEF Annual Meetings,All,2013-01-24T00:00:00Z,None,,,,false,false
,French Flash Services PMI,EUR,2013-01-24T03:00:00Z,None,45.6,45.2,43.6,false,false
,Spanish Unemployment Rate,EUR,2013-01-24T03:00:00Z,None,25.9%,25.0%,26.0%,false,false
,French Flash Manufacturing PMI,EUR,2013-01-24T03:00:00Z,None,44.9,44.6,42.9,false,false
,German Flash Manufacturing PMI,EUR,2013-01-24T03:30:00Z,High,47.1,46.0,48.8,false,false
,German Flash Services PMI,EUR,2013-01-24T03:30:00Z,None,52.0,52.0,55.3,false,false
,Current Account,EUR,2013-01-24T04:00:00Z,None,6.5B,8.0B,14.8B,false,false
,Flash Manufacturing PMI,EUR,2013-01-24T04:00:00Z,None,46.6,46.1,47.5,false,false
,Flash Services PMI,EUR,2013-01-24T04:00:00Z,None,48.1,47.8,48.3,false,false
,Italian Retail Sales m/m,EUR,2013-01-24T04:00:00Z,None,0.2%,-1.3%,-0.4%,false,false
,High Street Lending,GBP,2013-01-24T04:30:00Z,None,34.1K,33.6K,33.6K,false,false
,CBI Realized Sales,GBP,2013-01-24T06:00:00Z,None,14,19,17,false,false
,Unemployment Claims,USD,2013-01-24T08:30:00Z,High,359K,335K,330K,false,false
,Belgian NBB Business Climate,EUR,2013-01-24T09:00:00Z,None,-10.9,-11.8,-13.2,false,false
,Flash Manufacturing PMI,USD,2013-01-24T09:00:00Z,None,53.2,54.0,56.1,false,false
,CB Leading Index m/m,USD,2013-01-24T10:00:00Z,None,0.4%,0.0%,0.5%,false,false
,Natural Gas Storage,USD,2013-01-24T10:30:00Z,None,-167B,-148B,-172B,false,false
,Crude Oil Inventories,USD,2013-01-24T11:00:00Z,None,1.9M,-1.0M,2.8M,false,false
,MPC Member Weale Speaks,GBP,2013-01-24T13:30:00Z,None,,,,false,false
,Tokyo Core CPI y/y,JPY,2013-01-24T18:30:00Z,None,-0.5%,-0.6%,-0.5%,false,false
,National Core CPI y/y,JPY,2013-01-24T18:30:00Z,None,-0.2%,-0.1%,-0.2%,false,false
,Monetary Policy Meeting Minutes,JPY,2013-01-24T18:50:00Z,None,,,,false,false
,WEF Annual Meetings,All,2013-01-25T00:00:00Z,None,,,,false,false
