id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,French Bank Holiday,EUR,2010-01-01T00:00:00Z,None,,,,true,false
,German Bank Holiday,EUR,2010-01-01T00:00:00Z,None,,,,true,false
,Italian Bank Holiday,EUR,2010-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,GBP,2010-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CAD,2010-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,USD,2010-01-01T00:00:00Z,None,,,,true,false
,Bank Holiday,CHF,2010-01-01T00:00:00Z,None,,,,true,false
,Non-Manufacturing PMI,CNY,2010-01-02T20:00:00Z,None,,52.3,57.5,false,false
,Bank Holiday,NZD,2010-01-03T00:00:00Z,None,,,,true,false
,FOMC Member Kohn Speaks,USD,2010-01-03T10:15:00Z,None,,,,false,false
,Fed Chairman Bernanke Speaks,USD,2010-01-03T10:30:00Z,High,,,,false,false
,AIG Manufacturing Index,AUD,2010-01-03T17:30:00Z,None,,51.2,48.5,false,false
,RatingDog Manufacturing PMI,CNY,2010-01-03T21:30:00Z,None,,55.7,56.1,false,false
,Commodity Prices y/y,AUD,2010-01-04T00:30:00Z,None,,-24.4%,-16.6%,false,false
,Spanish Manufacturing PMI,EUR,2010-01-04T03:15:00Z,None,,45.3,45.2,false,false
,Manufacturing PMI,CHF,2010-01-04T03:30:00Z,None,57.1,56.9,54.6,false,false
,Italian Manufacturing PMI,EUR,2010-01-04T03:45:00Z,None,50.5,50.1,50.8,false,false
,French Final Manufacturing PMI,EUR,2010-01-04T03:50:00Z,None,54.4,54.4,54.7,false,false
,German Final Manufacturing PMI,EUR,2010-01-04T03:55:00Z,None,53.1,53.1,52.7,false,false
,Final Manufacturing PMI,EUR,2010-01-04T04:00:00Z,None,51.6,51.6,51.6,false,false
,Sentix Investor Confidence,EUR,2010-01-04T04:30:00Z,None,-3.4,-5.5,-3.7,false,false
,Final Manufacturing PMI,GBP,2010-01-04T04:30:00Z,High,52.1,51.8,54.1,false,false
,Net Lending to Individuals m/m,GBP,2010-01-04T04:30:00Z,None,0.6B,0.5B,1.1B,false,false
,Mortgage Approvals,GBP,2010-01-04T04:30:00Z,None,58K,58K,61K,false,false
,Italian Prelim CPI m/m,EUR,2010-01-04T05:00:00Z,None,0.1%,0.1%,0.2%,false,false
,ISM Manufacturing PMI,USD,2010-01-04T10:00:00Z,High,54.1,53.6,55.9,false,false
,Construction Spending m/m,USD,2010-01-04T10:00:00Z,None,-0.4%,-0.5%,-0.6%,false,false
,ISM Manufacturing Prices,USD,2010-01-04T10:00:00Z,None,57.7,55.0,61.5,false,false
,FOMC Member Duke Speaks,USD,2010-01-04T13:00:00Z,None,,,,false,false
,Monetary Base y/y,JPY,2010-01-04T18:50:00Z,None,3.5%,3.8%,5.2%,false,false
