id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,Unemployment Claims,USD,2012-01-05T08:30:00Z,High,375K,387K,372K,false,false
,SNB Chairman Hildebrand Speaks,CHF,2012-01-05T10:00:00Z,High,,,,false,false
,ISM Services PMI,USD,2012-01-05T10:00:00Z,High,53.0,52.0,52.6,false,false
,Ivey PMI,CAD,2012-01-05T10:02:00Z,High,57.5,59.9,63.5,false,false
,Natural Gas Storage,USD,2012-01-05T10:30:00Z,None,-78B,-81B,-76B,false,false
,Crude Oil Inventories,USD,2012-01-05T11:00:00Z,None,-1.4M,3.9M,2.2M,false,false
,Italian Bank Holiday,EUR,2012-01-06T00:00:00Z,None,,,,true,false
,Lloyds HPI m/m,GBP,2012-01-06T03:00:00Z,High,-0.1%,-1.0%,-0.9%,false,false
,Foreign Currency Reserves,CHF,2012-01-06T03:10:00Z,High,,232B,254B,false,false
,CPI m/m,CHF,2012-01-06T03:15:00Z,High,0.0%,-0.2%,-0.2%,false,false
,Retail Sales m/m,EUR,2012-01-06T05:00:00Z,None,-0.2%,0.1%,-0.8%,false,false
,Unemployment Rate,EUR,2012-01-06T05:00:00Z,None,10.3%,10.3%,10.3%,false,false
,German Factory Orders m/m,EUR,2012-01-06T06:00:00Z,None,-1.6%,5.0%,-4.8%,false,false
,Employment Change,CAD,2012-01-06T07:00:00Z,High,17.8K,-18.6K,17.5K,false,false
,Unemployment Rate,CAD,2012-01-06T07:00:00Z,High,7.4%,7.4%,7.5%,false,false
,Non-Farm Employment Change,USD,2012-01-06T08:30:00Z,High,152K,100K,200K,false,false
,Unemployment Rate,USD,2012-01-06T08:30:00Z,High,8.7%,8.6%,8.5%,false,false
,Average Hourly Earnings m/m,USD,2012-01-06T08:30:00Z,None,0.2%,0.0%,0.2%,false,false
,FOMC Member Dudley Speaks,USD,2012-01-06T09:00:00Z,None,,,,false,false
,FOMC Member Duke Speaks,USD,2012-01-06T12:40:00Z,None,,,,false,false
,FOMC Member Raskin Speaks,USD,2012-01-06T13:00:00Z,None,,,,false,false
,FOMC Member Raskin Speaks,USD,2012-01-07T12:40:00Z,None,,,,false,false
,Bank Holiday,JPY,2012-01-08T00:00:00Z,None,,,,true,false
,M2 Money Supply y/y,CNY,2012-01-08T05:00:00Z,None,12.9%,12.7%,13.6%,false,false
,New Loans,CNY,2012-01-08T05:00:00Z,None,575B,562B,641B,false,false
,Trade Balance,NZD,2012-01-08T16:45:00Z,None,-290M,-228M,-308M,false,false
,AIG Construction Index,AUD,2012-01-08T17:22:00Z,None,,39.6,41.0,false,false
,HIA New Home Sales m/m,AUD,2012-01-08T18:42:00Z,None,,5.5%,6.8%,false,false
,Retail Sales m/m,AUD,2012-01-08T19:30:00Z,High,0.4%,0.2%,0.0%,false,false
,Unemployment Rate,CHF,2012-01-09T01:45:00Z,None,3.1%,3.0%,3.1%,false,false
,German Trade Balance,EUR,2012-01-09T02:00:00Z,None,12.3B,12.5B,15.1B,false,false
,French Trade Balance,EUR,2012-01-09T02:45:00Z,None,-5.8B,-5.6B,-4.4B,false,false
,Retail Sales y/y,CHF,2012-01-09T03:15:00Z,High,0.6%,0.1%,1.8%,false,false
,Sentix Investor Confidence,EUR,2012-01-09T04:30:00Z,None,-23.8,-24.0,-21.1,false,false
,German Industrial Production m/m,EUR,2012-01-09T06:00:00Z,None,-0.5%,0.8%,-0.6%,false,false
,Building Permits m/m,CAD,2012-01-09T08:30:00Z,High,-3.1%,11.6%,-3.6%,false,false
,BOC Business Outlook Survey,CAD,2012-01-09T10:30:00Z,High,,,,false,false
,FOMC Member Lockhart Speaks,USD,2012-01-09T12:40:00Z,None,,,,false,false
,Consumer Credit m/m,USD,2012-01-09T15:00:00Z,None,7.1B,6.0B,20.4B,false,false
,Building Consents m/m,NZD,2012-01-09T16:45:00Z,High,,10.7%,-6.4%,false,false
,BRC Retail Sales Monitor y/y,GBP,2012-01-09T19:00:00Z,None,,-1.6%,2.2%,false,false
,RICS House Price Balance,GBP,2012-01-09T19:01:00Z,None,-18%,-17%,-16%,false,false
,Building Approvals m/m,AUD,2012-01-09T19:30:00Z,High,6.6%,-10.0%,8.4%,false,false
,USD-Denominated Trade Balance,CNY,2012-01-09T22:00:00Z,High,8.3B,14.5B,16.5B,false,false
,French Industrial Production m/m,EUR,2012-01-10T02:45:00Z,None,0.1%,0.1%,1.1%,false,false
,NFIB Small Business Index,USD,2012-01-10T07:30:00Z,None,93.9,92.0,93.8,false,false
,Housing Starts,CAD,2012-01-10T08:14:00Z,None,186K,186K,200K,false,false
,Final Wholesale Inventories m/m,USD,2012-01-10T10:00:00Z,None,0.5%,1.2%,0.1%,false,false
,JOLTS Job Openings,USD,2012-01-10T10:00:00Z,None,,3.22M,3.16M,false,false
,RCM/TIPP Economic Optimism,USD,2012-01-10T10:00:00Z,None,45.3,42.8,47.5,false,false
,FOMC Member Williams Speaks,USD,2012-01-10T10:30:00Z,None,,,,false,false
,FOMC Member Pianalto Speaks,USD,2012-01-10T11:10:00Z,None,,,,false,false
,BRC Shop Price Index y/y,GBP,2012-01-10T19:00:00Z,None,,2.0%,1.7%,false,false
,Leading Indicators,JPY,2012-01-11T00:00:00Z,None,92.9%,92.0%,92.9%,false,false
,Goods Trade Balance,GBP,2012-01-11T04:30:00Z,None,-8.3B,-7.9B,-8.6B,false,false
,10-y Bond Auction,GBP,2012-01-11T05:39:00Z,None,,2.21|1.8,2.09|2.2,false,false
,Final GDP q/q,EUR,2012-01-11T06:10:00Z,None,0.2%,0.2%,0.1%,false,false
,FOMC Member Lockhart Speaks,USD,2012-01-11T09:00:00Z,None,,,,false,false
,Crude Oil Inventories,USD,2012-01-11T10:30:00Z,None,0.9M,2.2M,5.0M,false,false
,10-y Bond Auction,USD,2012-01-11T13:00:00Z,None,,2.02|3.5,1.90|3.3,false,false
,Beige Book,USD,2012-01-11T14:00:00Z,None,,,,false,false
,Bank Lending y/y,JPY,2012-01-11T18:50:00Z,None,,0.2%,0.4%,false,false
,Current Account,JPY,2012-01-11T18:50:00Z,None,0.44T,0.52T,0.48T,false,false
,ANZ Commodity Prices m/m,NZD,2012-01-11T19:00:00Z,None,,-1.1%,-0.8%,false,false
,CPI y/y,CNY,2012-01-11T20:30:00Z,High,4.0%,4.2%,4.1%,false,false
,PPI y/y,CNY,2012-01-11T20:30:00Z,None,1.6%,2.7%,1.7%,false,false
,10-y Bond Auction,JPY,2012-01-11T22:45:00Z,None,,1.09|2.5,0.97|3.0,false,false
,Economy Watchers Sentiment,JPY,2012-01-12T00:00:00Z,None,46.3,45.0,47.0,false,false
,Prelim Machine Tool Orders y/y,JPY,2012-01-12T01:00:00Z,None,,15.8%,17.4%,false,false
,French Final CPI m/m,EUR,2012-01-12T01:30:00Z,None,0.2%,0.3%,0.4%,false,false
,German Final CPI m/m,EUR,2012-01-12T02:00:00Z,None,0.7%,0.7%,0.7%,false,false
,French Gov Budget Balance,EUR,2012-01-12T02:45:00Z,None,,-99.4B,-97.2B,false,false
,Italian Industrial Production m/m,EUR,2012-01-12T04:00:00Z,None,-0.2%,-0.9%,0.3%,false,false
,Manufacturing Production m/m,GBP,2012-01-12T04:30:00Z,High,0.0%,-0.9%,-0.2%,false,false
,Industrial Production m/m,GBP,2012-01-12T04:30:00Z,None,0.1%,-1.0%,-0.6%,false,false
,Industrial Production m/m,EUR,2012-01-12T05:00:00Z,None,-0.2%,-0.3%,-0.1%,false,false
,Asset Purchase Facility,GBP,2012-01-12T07:00:00Z,High,275B,275B,275B,false,false
,Official Bank Rate,GBP,2012-01-12T07:00:00Z,High,0.50%,0.50%,0.50%,false,false
,Main Refinancing Rate,EUR,2012-01-12T07:45:00Z,High,1.00%,1.00%,1.00%,false,false
,NHPI m/m,CAD,2012-01-12T08:30:00Z,None,0.2%,0.2%,0.3%,false,false
,ECB Press Conference,EUR,2012-01-12T08:30:00Z,High,,,,false,false
,Core Retail Sales m/m,USD,2012-01-12T08:30:00Z,High,0.3%,0.3%,-0.2%,false,false
,Retail Sales m/m,USD,2012-01-12T08:30:00Z,High,0.3%,0.4%,0.1%,false,false
,Unemployment Claims,USD,2012-01-12T08:30:00Z,High,373K,375K,399K,false,false
,NIESR GDP Estimate,GBP,2012-01-12T10:00:00Z,None,,0.3%,0.1%,false,false
,Business Inventories m/m,USD,2012-01-12T10:00:00Z,None,0.4%,0.8%,0.3%,false,false
,Natural Gas Storage,USD,2012-01-12T10:30:00Z,None,-87B,-76B,-95B,false,false
,30-y Bond Auction,USD,2012-01-12T13:00:00Z,None,,2.93|3.0,2.99|2.6,false,false
,Federal Budget Balance,USD,2012-01-12T13:57:00Z,None,-79.0B,-137.3B,-86.0B,false,false
,M2 Money Stock y/y,JPY,2012-01-12T18:50:00Z,None,3.1%,3.0%,3.1%,false,false
,PPI Input m/m,GBP,2012-01-13T04:30:00Z,High,0.0%,0.3%,-0.6%,false,false
,PPI Output m/m,GBP,2012-01-13T04:30:00Z,None,0.1%,0.2%,-0.2%,false,false
,Trade Balance,EUR,2012-01-13T05:00:00Z,None,0.7B,0.5B,6.1B,false,false
,Trade Balance,CAD,2012-01-13T08:30:00Z,High,-0.5B,-0.5B,1.1B,false,false
,Trade Balance,USD,2012-01-13T08:30:00Z,High,-44.8B,-43.3B,-47.8B,false,false
,Import Prices m/m,USD,2012-01-13T08:30:00Z,None,0.0%,0.8%,-0.1%,false,false
,Prelim UoM Consumer Sentiment,USD,2012-01-13T09:55:00Z,High,71.2,69.9,74.0,false,false
,Prelim UoM Inflation Expectations,USD,2012-01-13T09:55:00Z,None,,3.1%,3.2%,false,false
,FOMC Member Duke Speaks,USD,2012-01-13T11:10:00Z,None,,,,false,false
,FPI m/m,NZD,2012-01-15T16:45:00Z,None,,0.2%,0.2%,false,false
,MI Inflation Gauge m/m,AUD,2012-01-15T18:30:00Z,None,,-0.1%,0.5%,false,false
,PPI y/y,JPY,2012-01-15T18:50:00Z,None,1.3%,1.6%,1.3%,false,false
,Core Machinery Orders m/m,JPY,2012-01-15T18:50:00Z,None,5.8%,-6.9%,14.8%,false,false
,Rightmove HPI m/m,GBP,2012-01-15T18:55:00Z,None,,-2.7%,-0.8%,false,false
,Home Loans m/m,AUD,2012-01-15T19:30:00Z,High,1.0%,0.8%,1.4%,false,false
,ANZ Job Advertisements m/m,AUD,2012-01-15T19:30:00Z,High,,0.1%,-0.9%,false,false
,Bank Holiday,USD,2012-01-16T00:00:00Z,None,,,,true,false
,Consumer Confidence,JPY,2012-01-16T00:00:00Z,None,38.9,38.1,38.9,false,false
,German WPI m/m,EUR,2012-01-16T02:00:00Z,None,0.3%,0.7%,0.0%,false,false
,PPI m/m,CHF,2012-01-16T03:15:00Z,None,-0.3%,-0.8%,0.3%,false,false
,New Motor Vehicle Sales m/m,CAD,2012-01-16T08:30:00Z,None,0.2%,3.3%,-1.0%,false,false
,ECB President Draghi Speaks,EUR,2012-01-16T13:00:00Z,High,,,,false,false
,NZIER Business Confidence,NZD,2012-01-16T16:00:00Z,High,,25,0,false,false
,FOMC Member Duke Speaks,USD,2012-01-16T18:00:00Z,None,,,,false,false
,Tertiary Industry Activity m/m,JPY,2012-01-16T18:50:00Z,None,-0.3%,0.7%,-0.8%,false,false
,Fixed Asset Investment ytd/y,CNY,2012-01-16T21:00:00Z,None,24.1%,24.5%,23.8%,false,false
,GDP q/y,CNY,2012-01-16T21:00:00Z,High,8.7%,9.1%,8.9%,false,false
,Industrial Production y/y,CNY,2012-01-16T21:00:00Z,None,12.3%,12.4%,12.8%,false,false
,NBS Press Conference,CNY,2012-01-16T21:00:00Z,None,,,,false,false
,Retail Sales y/y,CNY,2012-01-16T21:00:00Z,None,17.2%,17.3%,18.1%,false,false
,30-y Bond Auction,JPY,2012-01-16T22:45:00Z,None,,1.96|3.0,1.92|3.5,false,false
,CPI y/y,GBP,2012-01-17T04:30:00Z,High,4.2%,4.8%,4.2%,false,false
,RPI y/y,GBP,2012-01-17T04:30:00Z,None,4.7%,5.2%,4.8%,false,false
,Core CPI y/y,GBP,2012-01-17T04:30:00Z,None,3.0%,3.2%,3.0%,false,false
,ONS HPI y/y,GBP,2012-01-17T04:30:00Z,None,-0.2%,-0.4%,-0.3%,false,false
,BOE Gov King Speaks,GBP,2012-01-17T04:45:00Z,High,,,,false,false
,Final CPI y/y,EUR,2012-01-17T05:00:00Z,None,2.8%,2.8%,2.7%,false,false
,Final Core CPI y/y,EUR,2012-01-17T05:00:00Z,None,1.6%,1.6%,1.6%,false,false
,German ZEW Economic Sentiment,EUR,2012-01-17T05:00:00Z,High,-49.7,-53.8,-21.6,false,false
,ZEW Economic Sentiment,EUR,2012-01-17T05:00:00Z,None,-48.7,-54.1,-32.5,false,false
,CB Leading Index m/m,GBP,2012-01-17T05:00:00Z,None,,-0.3%,-0.6%,false,false
,Empire State Manufacturing Index,USD,2012-01-17T08:30:00Z,None,10.8,9.5,13.5,false,false
,Foreign Securities Purchases,CAD,2012-01-17T08:30:00Z,None,6.97B,3.85B,14.99B,false,false
,GDT Price Index,NZD,2012-01-17T08:30:00Z,None,,-1.2%,1.0%,false,false
,Overnight Rate,CAD,2012-01-17T09:00:00Z,High,1.00%,1.00%,1.00%,false,false
,BOC Rate Statement,CAD,2012-01-17T09:00:00Z,High,,,,false,false
,MPC Member Posen Speaks,GBP,2012-01-17T13:30:00Z,None,,,,false,false
,REINZ HPI m/m,NZD,2012-01-17T16:00:00Z,None,,1.1%,-0.1%,false,false
,Westpac Consumer Sentiment,AUD,2012-01-17T18:30:00Z,None,,-8.3%,2.4%,false,false
,New Motor Vehicle Sales m/m,AUD,2012-01-17T19:30:00Z,None,,-0.6%,-2.9%,false,false
,Foreign Direct Investment ytd/y,CNY,2012-01-17T20:50:00Z,None,,13.2%,9.7%,false,false
,Revised Industrial Production m/m,JPY,2012-01-17T23:30:00Z,None,-2.4%,-2.6%,-2.7%,false,false
,CB Leading Index m/m,CNY,2012-01-18T00:00:00Z,None,,0.4%,0.5%,false,false
,Italian Trade Balance,EUR,2012-01-18T04:00:00Z,None,-0.94B,-1.06B,-1.58B,false,false
,Claimant Count Change,GBP,2012-01-18T04:30:00Z,High,9.1K,0.2K,1.2K,false,false
,Unemployment Rate,GBP,2012-01-18T04:30:00Z,None,8.3%,8.3%,8.4%,false,false
,Average Earnings Index 3m/y,GBP,2012-01-18T04:30:00Z,None,2.0%,2.1%,1.9%,false,false
,UBS Economic Expectations,CHF,2012-01-18T05:00:00Z,None,,-72.0,-50.1,false,false
,PPI m/m,USD,2012-01-18T08:30:00Z,High,0.1%,0.3%,-0.1%,false,false
,Core PPI m/m,USD,2012-01-18T08:30:00Z,None,0.1%,0.1%,0.3%,false,false
,TIC Long-Term Purchases,USD,2012-01-18T08:56:00Z,High,27.3B,8.3B,59.8B,false,false
,Capacity Utilization Rate,USD,2012-01-18T09:15:00Z,None,78.2%,77.8%,78.1%,false,false
,Industrial Production m/m,USD,2012-01-18T09:15:00Z,None,0.5%,-0.3%,0.4%,false,false
,FOMC Member Tarullo Speaks,USD,2012-01-18T09:30:00Z,None,,,,false,false
,NAHB Housing Market Index,USD,2012-01-18T10:00:00Z,None,22,21,25,false,false
,BOC Monetary Policy Report,CAD,2012-01-18T10:30:00Z,High,,,,false,false
,BOC Press Conference,CAD,2012-01-18T11:15:00Z,High,,,,false,false
,CPI q/q,NZD,2012-01-18T16:45:00Z,High,0.4%,0.4%,-0.3%,false,false
,MI Inflation Expectations,AUD,2012-01-18T19:00:00Z,None,,2.4%,2.8%,false,false
,Nationwide Consumer Confidence,GBP,2012-01-18T19:01:00Z,None,41,40,38,false,false
,Employment Change,AUD,2012-01-18T19:30:00Z,High,10.2K,-7.5K,-29.3K,false,false
,Unemployment Rate,AUD,2012-01-18T19:30:00Z,High,5.3%,5.2%,5.2%,false,false
,CB Leading Index m/m,CNY,2012-01-18T21:00:00Z,None,,0.5%,0.7%,false,false
,Current Account,EUR,2012-01-19T04:00:00Z,None,0.5B,-6.6B,-1.8B,false,false
,ECB Monthly Bulletin,EUR,2012-01-19T04:00:00Z,None,,,,false,false
,Spanish 10-y Bond Auction,EUR,2012-01-19T05:00:00Z,High,,5.55|2.2,5.40|2.2,false,false
,Manufacturing Sales m/m,CAD,2012-01-19T08:30:00Z,None,1.0%,-0.6%,2.0%,false,false
,Building Permits,USD,2012-01-19T08:30:00Z,High,0.68M,0.68M,0.68M,false,false
,Core CPI m/m,USD,2012-01-19T08:30:00Z,High,0.1%,0.2%,0.1%,false,false
,Core CPI y/y,USD,2012-01-19T08:30:00Z,High,2.2%,2.2%,2.2%,false,false
,CPI y/y,USD,2012-01-19T08:30:00Z,High,3.0%,3.4%,3.0%,false,false
,Unemployment Claims,USD,2012-01-19T08:30:00Z,High,387K,402K,352K,false,false
,CPI m/m,USD,2012-01-19T08:30:00Z,None,0.1%,0.0%,0.0%,false,false
,Housing Starts,USD,2012-01-19T08:30:00Z,None,0.69M,0.69M,0.66M,false,false
,Philly Fed Manufacturing Index,USD,2012-01-19T10:00:00Z,High,10.7,10.3,7.3,false,false
,Natural Gas Storage,USD,2012-01-19T10:30:00Z,None,-88B,-95B,-87B,false,false
,Crude Oil Inventories,USD,2012-01-19T11:00:00Z,None,2.9M,5.0M,-3.4M,false,false
,Import Prices q/q,AUD,2012-01-19T19:30:00Z,None,0.9%,0.0%,2.5%,false,false
,Caixin Flash Manufacturing PMI,CNY,2012-01-19T21:30:00Z,High,,48.7,48.8,false,false
,All Industries Activity m/m,JPY,2012-01-19T23:30:00Z,None,-0.6%,0.8%,-1.1%,false,false
,German PPI m/m,EUR,2012-01-20T02:00:00Z,None,0.1%,0.1%,-0.4%,false,false
,Retail Sales m/m,GBP,2012-01-20T04:30:00Z,High,0.6%,-0.5%,0.6%,false,false
,Core CPI m/m,CAD,2012-01-20T07:00:00Z,High,-0.2%,0.1%,-0.5%,false,false
,CPI m/m,CAD,2012-01-20T07:00:00Z,None,-0.1%,0.1%,-0.6%,false,false
,Wholesale Sales m/m,CAD,2012-01-20T08:30:00Z,None,0.8%,1.2%,-0.4%,false,false
,Existing Home Sales,USD,2012-01-20T10:00:00Z,High,4.65M,4.39M,4.61M,false,false
,Bank Holiday,CNY,2012-01-22T00:00:00Z,None,,,,true,false
,PPI q/q,AUD,2012-01-22T19:30:00Z,High,0.4%,0.6%,0.3%,false,false
,Bank Holiday,CNY,2012-01-23T00:00:00Z,None,,,,true,false
,German Buba Monthly Report,EUR,2012-01-23T06:00:00Z,None,,,,false,false
,Leading Index m/m,CAD,2012-01-23T08:30:00Z,None,0.6%,0.9%,0.8%,false,false
,Consumer Confidence,EUR,2012-01-23T10:00:00Z,None,-20,-21,-21,false,false
,MPC Member Posen Speaks,GBP,2012-01-23T13:00:00Z,None,,,,false,false
,CB Leading Index m/m,AUD,2012-01-23T18:00:00Z,None,,0.5%,-0.3%,false,false
,Monetary Policy Statement,JPY,2012-01-23T22:31:00Z,High,,,,false,false
,Overnight Call Rate,JPY,2012-01-23T22:31:00Z,High,<0.10%,<0.10%,<0.10%,false,false
,ECOFIN Meetings,EUR,2012-01-24T00:00:00Z,None,,,,true,false
,Eurogroup Meetings,EUR,2012-01-24T00:00:00Z,None,,,,true,false
,Bank Holiday,CNY,2012-01-24T00:00:00Z,None,,,,true,false
,BOJ Press Conference,JPY,2012-01-24T02:20:00Z,High,,,,false,false
,French Flash Manufacturing PMI,EUR,2012-01-24T03:00:00Z,None,49.2,48.9,48.5,false,false
,French Flash Services PMI,EUR,2012-01-24T03:00:00Z,None,50.5,50.3,51.7,false,false
,German Flash Manufacturing PMI,EUR,2012-01-24T03:30:00Z,None,49.1,48.4,50.9,false,false
,German Flash Services PMI,EUR,2012-01-24T03:30:00Z,None,52.6,52.4,54.5,false,false
,Flash Manufacturing PMI,EUR,2012-01-24T04:00:00Z,None,47.4,46.9,48.7,false,false
,Flash Services PMI,EUR,2012-01-24T04:00:00Z,None,49.1,48.8,50.5,false,false
,Public Sector Net Borrowing,GBP,2012-01-24T04:30:00Z,High,12.4B,15.1B,10.8B,false,false
,Industrial New Orders m/m,EUR,2012-01-24T05:00:00Z,None,-2.1%,1.5%,-1.3%,false,false
,Core Retail Sales m/m,CAD,2012-01-24T08:30:00Z,High,0.2%,0.6%,0.3%,false,false
,Retail Sales m/m,CAD,2012-01-24T08:30:00Z,None,0.3%,0.9%,0.3%,false,false
,Belgian NBB Business Climate,EUR,2012-01-24T09:00:00Z,None,-10.1,-10.6,-9.5,false,false
,Richmond Manufacturing Index,USD,2012-01-24T09:59:00Z,None,6,3,12,false,false
,Gov Board Member Danthine Speaks,CHF,2012-01-24T11:15:00Z,None,,,,false,false
,BOE Gov King Speaks,GBP,2012-01-24T15:00:00Z,High,,,,false,false
,MI Leading Index m/m,AUD,2012-01-24T18:30:00Z,None,,0.1%,-0.2%,false,false
,Trade Balance,JPY,2012-01-24T18:56:00Z,None,-0.36T,-0.53T,-0.57T,false,false
,CPI m/m,AUD,2012-01-24T19:30:00Z,High,0.2%,0.6%,0.0%,false,false
,Trimmed Mean CPI m/m,AUD,2012-01-24T19:30:00Z,None,0.5%,0.4%,0.6%,false,false
,BusinessNZ Manufacturing Index,NZD,2012-01-24T21:00:00Z,None,,46.0,51.9,false,false
,President Obama Speaks,USD,2012-01-24T21:00:00Z,None,,,,false,false
,Credit Card Spending y/y,NZD,2012-01-24T21:02:00Z,None,,3.0%,5.9%,false,false
,WEF Annual Meetings,All,2012-01-25T00:00:00Z,None,,,,false,false
,Bank Holiday,CNY,2012-01-25T00:00:00Z,None,,,,true,false
,BOJ Monthly Report,JPY,2012-01-25T00:00:00Z,None,,,,false,false
,Bank Holiday,AUD,2012-01-25T00:00:00Z,None,,,,true,false
,BOC Gov Carney Speaks,CAD,2012-01-25T03:00:00Z,None,,,,false,false
,German ifo Business Climate,EUR,2012-01-25T04:00:00Z,High,107.6,107.3,108.3,false,false
