id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,FOMC Meeting Minutes,USD,2011-01-04T14:00:00Z,High,,,,false,false
,Monetary Base y/y,JPY,2011-01-04T18:50:00Z,None,7.9%,7.6%,7.0%,false,false
,HIA New Home Sales m/m,AUD,2011-01-04T19:58:00Z,None,,2.4%,-0.2%,false,false
,Spanish Services PMI,EUR,2011-01-05T03:15:00Z,None,,48.3,46.2,false,false
,Italian Services PMI,EUR,2011-01-05T03:45:00Z,None,53.6,54.4,50.2,false,false
,French Final Services PMI,EUR,2011-01-05T03:50:00Z,None,54.1,54.1,54.9,false,false
,German Final Services PMI,EUR,2011-01-05T03:55:00Z,None,58.3,58.3,59.2,false,false
,Final Services PMI,EUR,2011-01-05T04:00:00Z,None,53.7,53.7,54.2,false,false
,Construction PMI,GBP,2011-01-05T04:30:00Z,None,51.1,51.8,49.1,false,false
,Industrial New Orders m/m,EUR,2011-01-05T05:00:00Z,None,1.3%,-4.2%,1.4%,false,false
,PPI m/m,EUR,2011-01-05T05:00:00Z,None,0.3%,0.4%,0.3%,false,false
,German 10-y Bond Auction,EUR,2011-01-05T05:05:00Z,None,,2.59|1.2,2.87|1.6,false,false
,Challenger Job Cuts y/y,USD,2011-01-05T07:30:00Z,None,,-3.3%,-29.0%,false,false
,ADP Non-Farm Employment Change,USD,2011-01-05T08:15:00Z,High,101K,92K,297K,false,false
,RMPI m/m,CAD,2011-01-05T08:30:00Z,None,2.1%,2.1%,3.5%,false,false
,IPPI m/m,CAD,2011-01-05T08:30:00Z,None,0.4%,0.5%,0.5%,false,false
,ISM Services PMI,USD,2011-01-05T10:00:00Z,High,55.6,55.0,57.1,false,false
,Crude Oil Inventories,USD,2011-01-05T10:30:00Z,None,-1.4M,-1.3M,-4.2M,false,false
,AIG Services Index,AUD,2011-01-05T17:26:00Z,None,,46.2,46.4,false,false
,Building Approvals m/m,AUD,2011-01-05T19:30:00Z,High,-3.6%,8.3%,-4.2%,false,false
,10-y Bond Auction,JPY,2011-01-05T22:45:00Z,None,,1.19|2.4,1.21|3.0,false,false
,Italian Bank Holiday,EUR,2011-01-06T00:00:00Z,None,,,,true,false
,CPI m/m,CHF,2011-01-06T03:15:00Z,None,-0.1%,0.2%,0.0%,false,false
,Foreign Currency Reserves,CHF,2011-01-06T04:27:00Z,High,,212B,203B,false,false
,Final Services PMI,GBP,2011-01-06T04:30:00Z,High,52.9,53.0,49.7,false,false
,BOE Credit Conditions Survey,GBP,2011-01-06T04:30:00Z,None,,,,false,false
,French 10-y Bond Auction,EUR,2011-01-06T05:00:00Z,None,,2.87|1.9,3.36|2.0,false,false
,Retail Sales m/m,EUR,2011-01-06T05:00:00Z,None,0.3%,0.0%,-0.8%,false,false
,10-y Bond Auction,GBP,2011-01-06T05:38:00Z,None,,3.45|1.8,3.69|2.0,false,false
,German Factory Orders m/m,EUR,2011-01-06T06:00:00Z,None,1.0%,1.6%,5.2%,false,false
,Unemployment Claims,USD,2011-01-06T08:30:00Z,High,400K,391K,409K,false,false
,Ivey PMI,CAD,2011-01-06T10:00:00Z,High,53.3,57.5,50.0,false,false
,Natural Gas Storage,USD,2011-01-06T10:30:00Z,None,-135B,-136B,-135B,false,false
,Unemployment Rate,CHF,2011-01-07T01:45:00Z,None,3.6%,3.6%,3.6%,false,false
,German Retail Sales m/m,EUR,2011-01-07T02:00:00Z,None,0.6%,0.1%,-2.4%,false,false
,German Trade Balance,EUR,2011-01-07T02:00:00Z,None,14.5B,14.2B,11.8B,false,false
,French Trade Balance,EUR,2011-01-07T02:45:00Z,None,-4.0B,-3.7B,-3.9B,false,false
,ECB President Trichet Speaks,EUR,2011-01-07T04:00:00Z,None,,,,false,false
,Italian Monthly Unemployment Rate,EUR,2011-01-07T04:00:00Z,None,8.6%,8.7%,8.7%,false,false
,Unemployment Rate,EUR,2011-01-07T05:00:00Z,None,10.1%,10.1%,10.1%,false,false
,Final GDP q/q,EUR,2011-01-07T05:00:00Z,None,0.4%,0.4%,0.3%,false,false
,German Industrial Production m/m,EUR,2011-01-07T06:00:00Z,None,-0.1%,3.0%,-0.7%,false,false
,Employment Change,CAD,2011-01-07T07:00:00Z,High,19.1K,15.2K,22.0K,false,false
,Unemployment Rate,CAD,2011-01-07T07:00:00Z,High,7.7%,7.6%,7.6%,false,false
,Non-Farm Employment Change,USD,2011-01-07T08:30:00Z,High,159K,71K,103K,false,false
,Unemployment Rate,USD,2011-01-07T08:30:00Z,High,9.7%,9.8%,9.4%,false,false
,Average Hourly Earnings m/m,USD,2011-01-07T08:30:00Z,None,0.2%,0.0%,0.1%,false,false
,Fed Chairman Bernanke Testifies,USD,2011-01-07T09:30:00Z,High,,,,false,false
,President Obama Speaks,USD,2011-01-07T11:35:00Z,None,,,,false,false
,FOMC Member Duke Speaks,USD,2011-01-07T13:30:00Z,None,,,,false,false
,Consumer Credit m/m,USD,2011-01-07T15:00:00Z,None,0.1B,7.0B,1.3B,false,false
,FOMC Member Evans Speaks,USD,2011-01-07T16:30:00Z,None,,,,false,false
,FOMC Member Yellen Speaks,USD,2011-01-08T16:30:00Z,None,,,,false,false
,Bank Holiday,JPY,2011-01-09T00:00:00Z,None,,,,true,false
,Trade Balance,NZD,2011-01-09T16:45:00Z,None,-133M,-224M,-186M,false,false
,AIG Construction Index,AUD,2011-01-09T17:30:00Z,None,,42.2,43.8,false,false
,Retail Sales m/m,AUD,2011-01-09T19:30:00Z,High,0.3%,-0.8%,0.3%,false,false
,USD-Denominated Trade Balance,CNY,2011-01-09T22:01:00Z,High,20.9B,22.9B,13.1B,false,false
,French Industrial Production m/m,EUR,2011-01-10T02:45:00Z,None,1.1%,-0.8%,2.3%,false,false
,Lloyds HPI m/m,GBP,2011-01-10T03:00:00Z,High,-0.3%,-0.2%,-1.3%,false,false
,Retail Sales y/y,CHF,2011-01-10T03:15:00Z,High,2.2%,3.5%,2.5%,false,false
,Sentix Investor Confidence,EUR,2011-01-10T04:30:00Z,None,11.9,9.7,10.6,false,false
,ECB President Trichet Speaks,EUR,2011-01-10T07:00:00Z,High,,,,false,false
,Building Permits m/m,CAD,2011-01-10T08:30:00Z,High,0.8%,-6.2%,-11.2%,false,false
,BOC Business Outlook Survey,CAD,2011-01-10T10:30:00Z,High,,,,false,false
,Gov Council Member Cote Speaks,CAD,2011-01-10T13:05:00Z,None,,,,false,false
,NZIER Business Confidence,NZD,2011-01-10T16:00:00Z,High,,6,8,false,false
,Building Consents m/m,NZD,2011-01-10T16:45:00Z,None,,-1.8%,8.8%,false,false
,BRC Retail Sales Monitor y/y,GBP,2011-01-10T19:00:00Z,None,,0.7%,-0.3%,false,false
,ANZ Job Advertisements m/m,AUD,2011-01-10T19:30:00Z,High,,3.0%,2.0%,false,false
,Goods Trade Balance,AUD,2011-01-10T19:30:00Z,High,2.03B,2.56B,1.93B,false,false
,New Loans,CNY,2011-01-10T21:02:00Z,None,365B,564B,481B,false,false
,M2 Money Supply y/y,CNY,2011-01-10T21:02:00Z,None,19.2%,19.5%,19.7%,false,false
,Leading Indicators,JPY,2011-01-11T00:00:00Z,None,100.9%,97.2%,101.0%,false,false
,NFIB Small Business Index,USD,2011-01-11T07:30:00Z,None,94.6,93.2,92.6,false,false
,Housing Starts,CAD,2011-01-11T08:15:00Z,High,179K,198K,172K,false,false
,FOMC Member Plosser Speaks,USD,2011-01-11T08:30:00Z,None,,,,false,false
,Final Wholesale Inventories m/m,USD,2011-01-11T10:00:00Z,None,1.1%,1.7%,-0.2%,false,false
,JOLTS Job Openings,USD,2011-01-11T10:00:00Z,None,,3.33M,3.25M,false,false
,FOMC Member Kocherlakota Speaks,USD,2011-01-11T14:00:00Z,None,,,,false,false
,Bank Lending y/y,JPY,2011-01-11T18:50:00Z,None,,-2.0%,-1.9%,false,false
,Current Account,JPY,2011-01-11T18:50:00Z,None,0.99T,1.46T,1.15T,false,false
,M2 Money Stock y/y,JPY,2011-01-11T18:50:00Z,None,2.6%,2.6%,2.3%,false,false
,BRC Shop Price Index y/y,GBP,2011-01-11T19:01:00Z,None,,2.0%,2.1%,false,false
,RCM/TIPP Economic Optimism,USD,2011-01-11T19:22:00Z,None,47.1,45.8,51.9,false,false
,Home Loans m/m,AUD,2011-01-11T19:30:00Z,High,-1.2%,2.2%,2.5%,false,false
,Economy Watchers Sentiment,JPY,2011-01-12T00:00:00Z,None,44.9,43.6,45.1,false,false
,French Gov Budget Balance,EUR,2011-01-12T02:45:00Z,None,,-133.1B,-140.7B,false,false
,Italian Industrial Production m/m,EUR,2011-01-12T04:00:00Z,None,0.7%,-0.1%,1.1%,false,false
,Goods Trade Balance,GBP,2011-01-12T04:30:00Z,None,-8.2B,-8.6B,-8.7B,false,false
,Industrial Production m/m,EUR,2011-01-12T05:00:00Z,None,0.5%,0.7%,1.2%,false,false
,NHPI m/m,CAD,2011-01-12T08:30:00Z,None,0.1%,0.1%,0.3%,false,false
,Import Prices m/m,USD,2011-01-12T08:30:00Z,None,1.3%,1.5%,1.1%,false,false
,Treasury Sec Geithner Speaks,USD,2011-01-12T08:30:00Z,None,,,,false,false
,Crude Oil Inventories,USD,2011-01-12T10:30:00Z,None,0.4M,-4.2M,-2.2M,false,false
,Gov Board Member Jordan Speaks,CHF,2011-01-12T13:00:00Z,High,,,,false,false
,10-y Bond Auction,USD,2011-01-12T13:00:00Z,None,,3.34|2.9,3.39|3.3,false,false
,FOMC Member Fisher Speaks,USD,2011-01-12T13:00:00Z,None,,,,false,false
,Beige Book,USD,2011-01-12T14:00:00Z,None,,,,false,false
,Federal Budget Balance,USD,2011-01-12T14:00:00Z,None,-81.1B,-150.4B,-80.0B,false,false
,Core Machinery Orders m/m,JPY,2011-01-12T18:50:00Z,None,2.1%,-1.4%,-3.0%,false,false
,Employment Change,AUD,2011-01-12T19:30:00Z,High,25.2K,55.2K,2.3K,false,false
,Unemployment Rate,AUD,2011-01-12T19:30:00Z,High,5.1%,5.2%,5.0%,false,false
,ANZ Commodity Prices m/m,NZD,2011-01-12T21:00:00Z,None,,4.5%,2.0%,false,false
,30-y Bond Auction,JPY,2011-01-12T22:45:00Z,None,,2.19|3.0,2.16|5.8,false,false
,Prelim Machine Tool Orders y/y,JPY,2011-01-13T01:00:00Z,None,,104.2%,63.5%,false,false
,French Final CPI m/m,EUR,2011-01-13T01:30:00Z,None,0.4%,0.1%,0.5%,false,false
,German WPI m/m,EUR,2011-01-13T02:00:00Z,None,0.6%,0.7%,1.8%,false,false
,Manufacturing Production m/m,GBP,2011-01-13T04:30:00Z,High,0.5%,0.6%,0.6%,false,false
,Industrial Production m/m,GBP,2011-01-13T04:30:00Z,None,0.5%,-0.1%,0.4%,false,false
,Asset Purchase Facility,GBP,2011-01-13T07:00:00Z,High,200B,200B,200B,false,false
,Official Bank Rate,GBP,2011-01-13T07:00:00Z,High,0.50%,0.50%,0.50%,false,false
,Main Refinancing Rate,EUR,2011-01-13T07:45:00Z,High,1.00%,1.00%,1.00%,false,false
,Trade Balance,CAD,2011-01-13T08:30:00Z,High,-2.0B,-1.5B,-0.1B,false,false
,ECB Press Conference,EUR,2011-01-13T08:30:00Z,High,,,,false,false
,PPI m/m,USD,2011-01-13T08:30:00Z,High,0.8%,0.8%,1.1%,false,false
,Trade Balance,USD,2011-01-13T08:30:00Z,High,-40.8B,-38.4B,-38.3B,false,false
,Unemployment Claims,USD,2011-01-13T08:30:00Z,High,405K,410K,445K,false,false
,Core PPI m/m,USD,2011-01-13T08:30:00Z,None,0.2%,0.3%,0.2%,false,false
,NIESR GDP Estimate,GBP,2011-01-13T10:00:00Z,None,,0.6%,0.5%,false,false
,Natural Gas Storage,USD,2011-01-13T10:30:00Z,None,-146B,-135B,-138B,false,false
,Fed Chairman Bernanke Speaks,USD,2011-01-13T13:00:00Z,High,,,,false,false
,30-y Bond Auction,USD,2011-01-13T13:00:00Z,None,,4.41|2.7,4.52|2.7,false,false
,PPI y/y,JPY,2011-01-13T18:50:00Z,None,1.0%,0.9%,1.2%,false,false
,CB Leading Index m/m,CNY,2011-01-13T21:00:00Z,None,,0.8%,0.5%,false,false
,German Final CPI m/m,EUR,2011-01-14T02:00:00Z,None,1.0%,1.0%,1.0%,false,false
,PPI m/m,CHF,2011-01-14T03:15:00Z,None,0.2%,-0.2%,0.3%,false,false
,Italian Trade Balance,EUR,2011-01-14T04:00:00Z,None,-1.96B,-2.01B,-3.38B,false,false
,PPI Input m/m,GBP,2011-01-14T04:30:00Z,High,1.6%,0.9%,3.4%,false,false
,PPI Output m/m,GBP,2011-01-14T04:30:00Z,None,0.4%,0.4%,0.5%,false,false
,Final Core CPI y/y,EUR,2011-01-14T05:00:00Z,None,1.1%,1.1%,1.1%,false,false
,Final CPI y/y,EUR,2011-01-14T05:00:00Z,None,2.2%,2.2%,2.2%,false,false
,Trade Balance,EUR,2011-01-14T05:00:00Z,None,1.9B,3.5B,-1.9B,false,false
,New Motor Vehicle Sales m/m,CAD,2011-01-14T08:30:00Z,None,0.9%,-0.3%,0.3%,false,false
,Core CPI m/m,USD,2011-01-14T08:30:00Z,High,0.1%,0.1%,0.1%,false,false
,Core CPI y/y,USD,2011-01-14T08:30:00Z,High,0.7%,0.8%,0.8%,false,false
,Core Retail Sales m/m,USD,2011-01-14T08:30:00Z,High,0.7%,1.0%,0.5%,false,false
,CPI y/y,USD,2011-01-14T08:30:00Z,High,1.4%,1.1%,1.5%,false,false
,Retail Sales m/m,USD,2011-01-14T08:30:00Z,High,0.8%,0.8%,0.6%,false,false
,CPI m/m,USD,2011-01-14T08:30:00Z,None,0.4%,0.1%,0.5%,false,false
,Capacity Utilization Rate,USD,2011-01-14T09:15:00Z,None,75.6%,75.4%,76.0%,false,false
,Industrial Production m/m,USD,2011-01-14T09:15:00Z,None,0.5%,0.3%,0.8%,false,false
,Prelim UoM Consumer Sentiment,USD,2011-01-14T09:55:00Z,High,75.5,74.5,72.7,false,false
,Prelim UoM Inflation Expectations,USD,2011-01-14T09:55:00Z,None,,3.0%,3.3%,false,false
,Business Inventories m/m,USD,2011-01-14T10:00:00Z,None,0.7%,0.8%,0.2%,false,false
,FPI m/m,NZD,2011-01-16T16:45:00Z,None,,-0.6%,-0.8%,false,false
,MI Inflation Gauge m/m,AUD,2011-01-16T18:30:00Z,None,,0.4%,0.2%,false,false
,Rightmove HPI m/m,GBP,2011-01-16T19:01:00Z,None,,-3.0%,0.3%,false,false
,New Motor Vehicle Sales m/m,AUD,2011-01-16T19:30:00Z,None,,0.5%,0.8%,false,false
,Consumer Confidence,JPY,2011-01-17T00:00:00Z,None,41.7,40.4,40.1,false,false
,Eurogroup Meetings,EUR,2011-01-17T00:00:00Z,None,,,,true,false
,Bank Holiday,USD,2011-01-17T00:00:00Z,None,,,,true,false
,German Buba Monthly Report,EUR,2011-01-17T06:00:00Z,None,,,,false,false
,FOMC Member Plosser Speaks,USD,2011-01-17T07:15:00Z,None,,,,false,false
,Foreign Securities Purchases,CAD,2011-01-17T08:30:00Z,None,10.42B,9.71B,8.01B,false,false
,REINZ HPI m/m,NZD,2011-01-17T16:00:00Z,None,,1.9%,-0.6%,false,false
,Nationwide Consumer Confidence,GBP,2011-01-17T19:01:00Z,None,47,45,53,false,false
,RICS House Price Balance,GBP,2011-01-17T19:01:00Z,None,-43%,-44%,-39%,false,false
,Foreign Direct Investment ytd/y,CNY,2011-01-17T21:00:00Z,None,,17.7%,17.4%,false,false
,Revised Industrial Production m/m,JPY,2011-01-17T23:30:00Z,None,1.0%,1.0%,1.0%,false,false
,ECOFIN Meetings,EUR,2011-01-18T00:00:00Z,None,,,,true,false
,CPI y/y,GBP,2011-01-18T04:30:00Z,High,3.3%,3.3%,3.7%,false,false
,RPI y/y,GBP,2011-01-18T04:30:00Z,None,4.8%,4.7%,4.8%,false,false
,Core CPI y/y,GBP,2011-01-18T04:30:00Z,None,2.6%,2.7%,2.9%,false,false
,ONS HPI y/y,GBP,2011-01-18T04:38:00Z,None,5.2%,5.5%,4.0%,false,false
,German ZEW Economic Sentiment,EUR,2011-01-18T05:00:00Z,High,6.5,4.3,15.4,false,false
,ZEW Economic Sentiment,EUR,2011-01-18T05:00:00Z,None,17.3,15.5,25.4,false,false
,GDT Price Index,NZD,2011-01-18T08:30:00Z,None,,5.8%,0.7%,false,false
,Empire State Manufacturing Index,USD,2011-01-18T08:30:00Z,None,12.6,10.6,11.9,false,false
,BOC Rate Statement,CAD,2011-01-18T09:00:00Z,High,,,,false,false
,Overnight Rate,CAD,2011-01-18T09:00:00Z,High,1.00%,1.00%,1.00%,false,false
,TIC Long-Term Purchases,USD,2011-01-18T09:00:00Z,High,43.4B,28.9B,85.1B,false,false
,NAHB Housing Market Index,USD,2011-01-18T10:00:00Z,None,17,16,16,false,false
,Westpac Consumer Sentiment,AUD,2011-01-18T18:30:00Z,None,,0.2%,-5.7%,false,false
,Tertiary Industry Activity m/m,JPY,2011-01-18T18:50:00Z,None,0.6%,0.3%,0.6%,false,false
,Current Account,EUR,2011-01-19T04:00:00Z,None,-10.2B,-9.6B,-11.2B,false,false
,Claimant Count Change,GBP,2011-01-19T04:30:00Z,High,-0.3K,-3.2K,-4.1K,false,false
,Average Earnings Index 3m/y,GBP,2011-01-19T04:30:00Z,None,2.2%,2.1%,2.1%,false,false
,Unemployment Rate,GBP,2011-01-19T04:30:00Z,None,7.9%,7.9%,7.9%,false,false
,CB Leading Index m/m,GBP,2011-01-19T05:00:00Z,None,,0.4%,0.0%,false,false
,Manufacturing Sales m/m,CAD,2011-01-19T08:30:00Z,None,0.6%,1.5%,-0.8%,false,false
,Building Permits,USD,2011-01-19T08:30:00Z,High,0.56M,0.54M,0.64M,false,false
,Housing Starts,USD,2011-01-19T08:30:00Z,None,0.55M,0.55M,0.53M,false,false
,BOC Monetary Policy Report,CAD,2011-01-19T10:30:00Z,High,,,,false,false
,BOC Press Conference,CAD,2011-01-19T11:15:00Z,High,,,,false,false
,MPC Member Posen Speaks,GBP,2011-01-19T12:00:00Z,None,,,,false,false
,CPI q/q,NZD,2011-01-19T16:45:00Z,High,2.3%,1.1%,2.3%,false,false
,MI Inflation Expectations,AUD,2011-01-19T19:00:00Z,None,,2.8%,4.6%,false,false
,CPI y/y,CNY,2011-01-19T21:00:00Z,High,4.7%,5.1%,4.6%,false,false
,GDP q/y,CNY,2011-01-19T21:00:00Z,High,9.3%,9.6%,9.8%,false,false
,Fixed Asset Investment ytd/y,CNY,2011-01-19T21:00:00Z,None,24.9%,24.9%,24.5%,false,false
,Industrial Production y/y,CNY,2011-01-19T21:00:00Z,None,13.5%,13.3%,13.5%,false,false
,NBS Press Conference,CNY,2011-01-19T21:00:00Z,None,,,,false,false
,PPI y/y,CNY,2011-01-19T21:00:00Z,None,5.6%,6.1%,5.9%,false,false
,Retail Sales y/y,CNY,2011-01-19T21:00:00Z,None,18.9%,18.7%,19.1%,false,false
,German PPI m/m,EUR,2011-01-20T02:00:00Z,None,0.5%,0.2%,0.7%,false,false
,ECB Monthly Bulletin,EUR,2011-01-20T04:00:00Z,None,,,,false,false
,UBS Economic Expectations,CHF,2011-01-20T05:00:00Z,None,,-12.5,-18.4,false,false
,CBI Industrial Order Expectations,GBP,2011-01-20T06:00:00Z,None,-1,-3,-16,false,false
,Leading Index m/m,CAD,2011-01-20T08:30:00Z,None,0.4%,0.5%,0.5%,false,false
,Wholesale Sales m/m,CAD,2011-01-20T08:30:00Z,None,0.3%,0.3%,1.2%,false,false
,Unemployment Claims,USD,2011-01-20T08:30:00Z,High,422K,441K,404K,false,false
,Consumer Confidence,EUR,2011-01-20T10:00:00Z,None,-12,-11,-11,false,false
,Existing Home Sales,USD,2011-01-20T10:00:00Z,High,4.88M,4.70M,5.28M,false,false
,Philly Fed Manufacturing Index,USD,2011-01-20T10:00:00Z,High,20.7,24.3,19.3,false,false
,CB Leading Index m/m,USD,2011-01-20T10:00:00Z,None,0.7%,1.1%,1.0%,false,false
,Natural Gas Storage,USD,2011-01-20T10:30:00Z,None,-223B,-138B,-243B,false,false
,Crude Oil Inventories,USD,2011-01-20T11:00:00Z,None,-1.1M,-2.2M,2.6M,false,false
,SNB Chairman Hildebrand Speaks,CHF,2011-01-20T12:00:00Z,High,,,,false,false
,BusinessNZ Manufacturing Index,NZD,2011-01-20T16:29:00Z,None,,52.7,53.1,false,false
,Core Retail Sales m/m,NZD,2011-01-20T16:45:00Z,High,0.6%,-1.6%,-0.2%,false,false
,Retail Sales m/m,NZD,2011-01-20T16:45:00Z,High,1.3%,-2.4%,1.5%,false,false
,Import Prices q/q,AUD,2011-01-20T19:30:00Z,None,0.9%,0.8%,-3.8%,false,false
,All Industries Activity m/m,JPY,2011-01-20T23:30:00Z,None,0.2%,-0.3%,-0.1%,false,false
,German ifo Business Climate,EUR,2011-01-21T04:00:00Z,High,110.0,109.8,110.3,false,false
,Retail Sales m/m,GBP,2011-01-21T04:30:00Z,High,-0.2%,0.4%,-0.8%,false,false
,Prelim Mortgage Approvals,GBP,2011-01-21T04:30:00Z,None,49K,45k,40K,false,false
,Core Retail Sales m/m,CAD,2011-01-21T08:30:00Z,High,0.6%,0.9%,1.0%,false,false
,Retail Sales m/m,CAD,2011-01-21T08:30:00Z,None,0.5%,1.0%,1.3%,false,false
,Belgian NBB Business Climate,EUR,2011-01-21T09:00:00Z,None,3.3,3.1,4.5,false,false
,President Obama Speaks,USD,2011-01-21T13:05:00Z,None,,,,false,false
,PPI q/q,AUD,2011-01-23T19:30:00Z,High,0.5%,1.3%,0.1%,false,false
,French Flash Manufacturing PMI,EUR,2011-01-24T03:00:00Z,None,56.8,57.2,54.3,false,false
,French Flash Services PMI,EUR,2011-01-24T03:00:00Z,None,55.2,54.9,57.1,false,false
,German Flash Manufacturing PMI,EUR,2011-01-24T03:30:00Z,None,61.1,60.7,60.2,false,false
,German Flash Services PMI,EUR,2011-01-24T03:30:00Z,None,59.2,59.2,60.0,false,false
,Flash Manufacturing PMI,EUR,2011-01-24T04:00:00Z,None,57.1,57.1,56.9,false,false
,Flash Services PMI,EUR,2011-01-24T04:00:00Z,None,54.2,54.2,55.2,false,false
,Industrial New Orders m/m,EUR,2011-01-24T05:00:00Z,None,2.3%,1.4%,2.1%,false,false
,MPC Member Sentance Speaks,GBP,2011-01-24T13:00:00Z,None,,,,false,false
,BusinessNZ Services Index,NZD,2011-01-24T16:30:00Z,None,,51.1,52.5,false,false
,CB Leading Index m/m,AUD,2011-01-24T18:00:00Z,None,,0.6%,0.3%,false,false
,CPI m/m,AUD,2011-01-24T19:30:00Z,High,0.7%,0.7%,0.4%,false,false
,Trimmed Mean CPI m/m,AUD,2011-01-24T19:30:00Z,None,0.8%,0.6%,0.3%,false,false
,Monetary Policy Statement,JPY,2011-01-24T22:29:00Z,High,,,,false,false
,Overnight Call Rate,JPY,2011-01-24T22:29:00Z,High,<0.10%,<0.10%,<0.10%,false,false
,Bank Holiday,AUD,2011-01-25T00:00:00Z,None,,,,true,false
,UBS Consumption Indicator,CHF,2011-01-25T02:00:00Z,None,,1.62,1.84,false,false
,German GfK Consumer Climate,EUR,2011-01-25T02:00:00Z,None,5.5,5.5,5.7,false,false
,BOJ Press Conference,JPY,2011-01-25T02:12:00Z,High,,,,false,false
,French Consumer Spending m/m,EUR,2011-01-25T02:45:00Z,None,0.4%,2.7%,0.6%,false,false
,Prelim GDP q/q,GBP,2011-01-25T04:30:00Z,High,0.5%,0.7%,-0.5%,false,false
,Public Sector Net Borrowing,GBP,2011-01-25T04:30:00Z,High,18.2B,19.7B,15.3B,false,false
,Index of Services 3m/3m,GBP,2011-01-25T04:30:00Z,None,0.6%,0.5%,0.5%,false,false
,Core CPI m/m,CAD,2011-01-25T07:00:00Z,High,-0.2%,0.0%,-0.3%,false,false
,CPI m/m,CAD,2011-01-25T07:00:00Z,None,0.1%,0.1%,0.0%,false,false
,S&P/CS Composite-20 HPI y/y,USD,2011-01-25T09:00:00Z,None,-1.4%,-0.8%,-1.6%,false,false
,Richmond Manufacturing Index,USD,2011-01-25T09:59:00Z,None,23,25,18,false,false
,CB Consumer Confidence,USD,2011-01-25T10:00:00Z,High,54.4,53.3,60.6,false,false
,HPI m/m,USD,2011-01-25T10:00:00Z,None,-0.1%,0.2%,0.0%,false,false
,BOE Gov King Speaks,GBP,2011-01-25T14:40:00Z,High,,,,false,false
,SPPI y/y,JPY,2011-01-25T18:50:00Z,None,-1.3%,-1.1%,-1.3%,false,false
,Credit Card Spending y/y,NZD,2011-01-25T21:00:00Z,None,,3.7%,2.0%,false,false
,President Obama Speaks,USD,2011-01-25T21:00:00Z,None,,,,false,false
,BOJ Monthly Report,JPY,2011-01-26T00:00:00Z,None,,,,false,false
,WEF Annual Meetings,All,2011-01-26T00:00:00Z,None,,,,false,false
