id,title,currency,date,impact,forecast,previous,actual,all_day,tentative
,Mortgage Approvals,GBP,2014-01-03T04:30:00Z,None,70K,68K,71K,false,false
,M4 Money Supply m/m,GBP,2014-01-03T04:30:00Z,None,0.3%,0.1%,0.0%,false,false
,Net Lending to Individuals m/m,GBP,2014-01-03T04:30:00Z,None,2.0B,1.6B,1.5B,false,false
,Construction PMI,GBP,2014-01-03T04:30:00Z,High,62.3,62.6,62.1,false,false
,Italian Prelim CPI m/m,EUR,2014-01-03T05:00:00Z,None,0.3%,-0.3%,0.2%,false,false
,Natural Gas Storage,USD,2014-01-03T10:30:00Z,None,-125B,-177B,-97B,false,false
,Crude Oil Inventories,USD,2014-01-03T11:00:00Z,None,-2.3M,-4.7M,-7.0M,false,false
,FOMC Member Plosser Speaks,USD,2014-01-03T12:45:00Z,None,,,,false,false
,FOMC Member Stein Speaks,USD,2014-01-03T13:15:00Z,None,,,,false,false
,Fed Chairman Bernanke Speaks,USD,2014-01-03T14:30:00Z,High,,,,false,false
,FOMC Member Dudley Speaks,USD,2014-01-04T10:15:00Z,None,,,,false,false
,FOMC Member Plosser Speaks,USD,2014-01-04T17:00:00Z,None,,,,false,false
,AIG Services Index,AUD,2014-01-05T17:16:00Z,None,,48.9,46.1,false,false
,RatingDog Services PMI,CNY,2014-01-05T20:45:00Z,None,,52.5,50.9,false,false
,German Prelim CPI m/m,EUR,2014-01-06T00:00:00Z,None,0.4%,0.2%,0.4%,true,false
,Italian Bank Holiday,EUR,2014-01-06T00:00:00Z,None,,,,true,false
,Spanish Services PMI,EUR,2014-01-06T03:15:00Z,None,51.1,51.5,54.2,false,false
,Italian Services PMI,EUR,2014-01-06T03:45:00Z,None,48.9,47.2,47.9,false,false
,French Final Services PMI,EUR,2014-01-06T03:50:00Z,None,47.4,47.4,47.8,false,false
,German Final Services PMI,EUR,2014-01-06T03:55:00Z,None,54.0,54.0,53.5,false,false
,Final Services PMI,EUR,2014-01-06T04:00:00Z,None,51.2,51.0,51.0,false,false
,Final Services PMI,GBP,2014-01-06T04:30:00Z,High,60.4,60.0,58.8,false,false
,Sentix Investor Confidence,EUR,2014-01-06T04:30:00Z,None,9.7,8.0,11.9,false,false
,IPPI m/m,CAD,2014-01-06T08:30:00Z,None,0.0%,-0.5%,0.1%,false,false
,RMPI m/m,CAD,2014-01-06T08:30:00Z,None,-1.1%,-3.3%,-4.1%,false,false
,Final Services PMI,USD,2014-01-06T09:00:00Z,None,56.0,56.0,55.7,false,false
,ISM Services PMI,USD,2014-01-06T10:00:00Z,High,54.6,53.9,53.0,false,false
,Factory Orders m/m,USD,2014-01-06T10:00:00Z,None,1.8%,-0.5%,1.8%,false,false
,Fed Chair Nomination Vote,USD,2014-01-06T18:00:00Z,High,Pass,,Pass,false,false
,Monetary Base y/y,JPY,2014-01-06T18:50:00Z,None,55.2%,52.5%,46.6%,false,false
,Goods Trade Balance,AUD,2014-01-06T19:30:00Z,High,-0.30B,-0.36B,-0.12B,false,false
,10-y Bond Auction,JPY,2014-01-06T22:45:00Z,None,,0.65|4.0,0.72|3.8,false,false
,German Retail Sales m/m,EUR,2014-01-07T02:00:00Z,None,0.5%,-0.8%,1.5%,false,false
,Foreign Currency Reserves,CHF,2014-01-07T03:00:00Z,None,,436B,435B,false,false
,German Unemployment Change,EUR,2014-01-07T03:55:00Z,None,-1K,9K,-15K,false,false
,Core CPI Flash Estimate y/y,EUR,2014-01-07T05:00:00Z,None,,0.9%,0.7%,false,false
,CPI Flash Estimate y/y,EUR,2014-01-07T05:00:00Z,High,0.9%,0.9%,0.8%,false,false
,PPI m/m,EUR,2014-01-07T05:00:00Z,None,-0.1%,-0.5%,-0.1%,false,false
,Trade Balance,CAD,2014-01-07T08:30:00Z,High,-0.2B,-0.9B,-0.9B,false,false
,GDT Price Index,NZD,2014-01-07T08:30:00Z,None,,0.2%,-0.8%,false,false
,Trade Balance,USD,2014-01-07T08:30:00Z,High,-40.2B,-39.3B,-34.3B,false,false
,Ivey PMI,CAD,2014-01-07T10:00:00Z,High,55.0,53.7,46.3,false,false
,AIG Construction Index,AUD,2014-01-07T17:17:00Z,None,,55.2,50.8,false,false
,BRC Shop Price Index y/y,GBP,2014-01-07T19:01:00Z,None,,-0.3%,-0.8%,false,false
,German Trade Balance,EUR,2014-01-08T02:00:00Z,None,18.9B,16.7B,17.8B,false,false
,Lloyds HPI m/m,GBP,2014-01-08T02:59:00Z,None,0.6%,0.9%,-0.6%,false,false
,Italian Monthly Unemployment Rate,EUR,2014-01-08T04:00:00Z,None,12.6%,12.5%,12.7%,false,false
,BOE Credit Conditions Survey,GBP,2014-01-08T04:30:00Z,None,,,,false,false
,Retail Sales m/m,EUR,2014-01-08T05:00:00Z,None,0.2%,-0.4%,1.4%,false,false
,Unemployment Rate,EUR,2014-01-08T05:00:00Z,None,12.1%,12.1%,12.1%,false,false
,German Factory Orders m/m,EUR,2014-01-08T06:00:00Z,None,1.2%,-2.1%,2.1%,false,false
,ADP Non-Farm Employment Change,USD,2014-01-08T08:15:00Z,High,199K,229K,238K,false,false
,Crude Oil Inventories,USD,2014-01-08T10:30:00Z,None,-1.6M,-7.0M,-2.7M,false,false
,10-y Bond Auction,USD,2014-01-08T13:01:00Z,None,,2.82|2.6,3.01|2.7,false,false
,FOMC Meeting Minutes,USD,2014-01-08T14:00:00Z,High,,,,false,false
,Consumer Credit m/m,USD,2014-01-08T15:00:00Z,None,14.8B,17.9B,12.3B,false,false
,Building Consents m/m,NZD,2014-01-08T16:45:00Z,None,,0.3%,11.1%,false,false
,ANZ Commodity Prices m/m,NZD,2014-01-08T19:00:00Z,None,,-0.3%,1.0%,false,false
,Building Approvals m/m,AUD,2014-01-08T19:30:00Z,High,-0.9%,-1.6%,-1.5%,false,false
,Retail Sales m/m,AUD,2014-01-08T19:30:00Z,High,0.5%,0.5%,0.7%,false,false
,CPI y/y,CNY,2014-01-08T20:30:00Z,High,2.7%,3.0%,2.5%,false,false
,PPI y/y,CNY,2014-01-08T20:30:00Z,None,-1.2%,-1.4%,-1.4%,false,false
,French Trade Balance,EUR,2014-01-09T02:45:00Z,None,-4.6B,-4.8B,-5.7B,false,false
,Goods Trade Balance,GBP,2014-01-09T04:30:00Z,None,-9.4B,-9.7B,-9.4B,false,false
,French 10-y Bond Auction,EUR,2014-01-09T05:01:00Z,None,,2.41|2.0,2.51|1.5,false,false
,German Industrial Production m/m,EUR,2014-01-09T06:00:00Z,None,1.6%,-1.2%,1.9%,false,false
,Official Bank Rate,GBP,2014-01-09T07:00:00Z,High,0.50%,0.50%,0.50%,false,false
,Asset Purchase Facility,GBP,2014-01-09T07:00:00Z,High,375B,375B,375B,false,false
,Challenger Job Cuts y/y,USD,2014-01-09T07:30:00Z,None,,-20.6%,-5.9%,false,false
,Main Refinancing Rate,EUR,2014-01-09T07:45:00Z,High,0.25%,0.25%,0.25%,false,false
,Housing Starts,CAD,2014-01-09T08:13:00Z,None,196K,198K,190K,false,false
,Building Permits m/m,CAD,2014-01-09T08:30:00Z,High,-2.3%,8.0%,-6.7%,false,false
,NHPI m/m,CAD,2014-01-09T08:30:00Z,None,0.2%,0.1%,0.0%,false,false
,ECB Press Conference,EUR,2014-01-09T08:30:00Z,High,,,,false,false
,Unemployment Claims,USD,2014-01-09T08:30:00Z,High,337K,345K,330K,false,false
,Natural Gas Storage,USD,2014-01-09T10:30:00Z,None,-147B,-97B,-157B,false,false
,30-y Bond Auction,USD,2014-01-09T13:01:00Z,None,,3.90|2.3,3.90|2.6,false,false
,HIA New Home Sales m/m,AUD,2014-01-09T19:00:00Z,None,,-3.8%,7.5%,false,false
,BRC Retail Sales Monitor y/y,GBP,2014-01-09T19:01:00Z,None,,0.6%,0.4%,false,false
,USD-Denominated Trade Balance,CNY,2014-01-09T21:00:00Z,High,32.6B,33.8B,25.6B,false,false
,Leading Indicators,JPY,2014-01-10T00:00:00Z,None,110.9%,109.8%,110.8%,false,false
,Unemployment Rate,CHF,2014-01-10T01:45:00Z,None,3.2%,3.2%,3.2%,false,false
,French Industrial Production m/m,EUR,2014-01-10T02:45:00Z,None,0.6%,-0.5%,1.3%,false,false
,CPI m/m,CHF,2014-01-10T03:15:00Z,High,-0.1%,0.0%,-0.2%,false,false
,Manufacturing Production m/m,GBP,2014-01-10T04:30:00Z,High,0.4%,0.2%,0.0%,false,false
,Construction Output m/m,GBP,2014-01-10T04:30:00Z,None,0.9%,2.0%,-4.0%,false,false
,Industrial Production m/m,GBP,2014-01-10T04:30:00Z,None,0.4%,0.3%,0.0%,false,false
,Final GDP q/q,EUR,2014-01-10T05:00:00Z,None,0.1%,0.1%,0.1%,false,false
,Average Hourly Earnings m/m,USD,2014-01-10T08:30:00Z,None,0.2%,0.2%,0.1%,false,false
,Non-Farm Employment Change,USD,2014-01-10T08:30:00Z,High,196K,241K,74K,false,false
,Unemployment Rate,USD,2014-01-10T08:30:00Z,High,7.0%,7.0%,6.7%,false,false
,Employment Change,CAD,2014-01-10T08:30:00Z,High,14.4K,21.6K,-45.9K,false,false
,Unemployment Rate,CAD,2014-01-10T08:30:00Z,High,6.9%,6.9%,7.2%,false,false
,NIESR GDP Estimate,GBP,2014-01-10T10:00:00Z,None,,0.8%,0.7%,false,false
,Final Wholesale Inventories m/m,USD,2014-01-10T10:00:00Z,None,0.4%,1.3%,0.5%,false,false
,RCM/TIPP Economic Optimism,USD,2014-01-10T10:00:00Z,None,45.3,43.1,45.2,false,false
,Bank Holiday,JPY,2014-01-12T00:00:00Z,None,,,,true,false
,ANZ Job Advertisements m/m,AUD,2014-01-12T19:30:00Z,None,,-0.9%,-0.7%,false,false
,Home Loans m/m,AUD,2014-01-12T19:30:00Z,None,1.1%,1.1%,1.1%,false,false
,Italian Industrial Production m/m,EUR,2014-01-13T04:00:00Z,None,0.6%,0.7%,0.3%,false,false
,BOC Business Outlook Survey,CAD,2014-01-13T10:30:00Z,None,,,,false,false
,Federal Budget Balance,USD,2014-01-13T14:00:00Z,None,44.3B,-135.2B,53.2B,false,false
,NZIER Business Confidence,NZD,2014-01-13T16:00:00Z,High,,38,52,false,false
,Bank Lending y/y,JPY,2014-01-13T18:50:00Z,None,,2.2%,2.3%,false,false
,Current Account,JPY,2014-01-13T18:50:00Z,None,-0.02T,-0.06T,-0.05T,false,false
,Economy Watchers Sentiment,JPY,2014-01-14T00:00:00Z,None,54.2,53.5,55.7,false,false
,German WPI m/m,EUR,2014-01-14T02:00:00Z,None,0.4%,-0.2%,0.4%,false,false
,French Final CPI m/m,EUR,2014-01-14T02:45:00Z,None,0.4%,0.0%,0.3%,false,false
,Core CPI y/y,GBP,2014-01-14T04:30:00Z,None,1.8%,1.8%,1.7%,false,false
,ONS HPI y/y,GBP,2014-01-14T04:30:00Z,None,5.9%,5.5%,5.4%,false,false
,PPI Output m/m,GBP,2014-01-14T04:30:00Z,None,0.2%,-0.2%,0.0%,false,false
,RPI y/y,GBP,2014-01-14T04:30:00Z,None,2.7%,2.6%,2.7%,false,false
,PPI Input m/m,GBP,2014-01-14T04:30:00Z,None,-0.2%,-0.7%,0.1%,false,false
,CPI y/y,GBP,2014-01-14T04:30:00Z,High,2.1%,2.1%,2.0%,false,false
,Industrial Production m/m,EUR,2014-01-14T05:00:00Z,None,1.6%,-0.8%,1.8%,false,false
,NFIB Small Business Index,USD,2014-01-14T07:30:00Z,None,93.2,92.5,93.9,false,false
,Core Retail Sales m/m,USD,2014-01-14T08:30:00Z,High,0.4%,0.1%,0.7%,false,false
,Retail Sales m/m,USD,2014-01-14T08:30:00Z,High,0.2%,0.4%,0.2%,false,false
,Import Prices m/m,USD,2014-01-14T08:30:00Z,None,0.3%,-0.9%,0.0%,false,false
,Business Inventories m/m,USD,2014-01-14T10:00:00Z,None,0.4%,0.8%,0.4%,false,false
,FOMC Member Plosser Speaks,USD,2014-01-14T12:45:00Z,None,,,,false,false
,FOMC Member Fisher Speaks,USD,2014-01-14T13:20:00Z,None,,,,false,false
,FPI m/m,NZD,2014-01-14T16:48:00Z,None,,-0.2%,-0.1%,false,false
,M2 Money Stock y/y,JPY,2014-01-14T18:50:00Z,None,4.5%,4.4%,4.2%,false,false
,New Motor Vehicle Sales m/m,AUD,2014-01-14T19:30:00Z,None,,2.1%,1.7%,false,false
,New Loans,CNY,2014-01-14T21:11:00Z,None,589B,625B,483B,false,false
,M2 Money Supply y/y,CNY,2014-01-14T21:11:00Z,None,13.9%,14.2%,13.6%,false,false
,30-y Bond Auction,JPY,2014-01-14T22:45:00Z,None,,1.70|4.2,1.67|3.3,false,false
,Prelim Machine Tool Orders y/y,JPY,2014-01-15T00:59:00Z,None,,15.4%,28.0%,false,false
,Retail Sales y/y,CHF,2014-01-15T03:15:00Z,None,2.3%,1.6%,4.2%,false,false
,Trade Balance,EUR,2014-01-15T05:00:00Z,None,16.7B,14.3B,16.0B,false,false
,CB Leading Index m/m,GBP,2014-01-15T05:00:00Z,None,,0.4%,0.5%,false,false
,PPI m/m,USD,2014-01-15T08:30:00Z,High,0.5%,-0.1%,0.4%,false,false
,Core PPI m/m,USD,2014-01-15T08:30:00Z,None,0.1%,0.1%,0.3%,false,false
,Empire State Manufacturing Index,USD,2014-01-15T08:30:00Z,None,3.2,1.0,12.5,false,false
,BOE Gov Carney Speaks,GBP,2014-01-15T09:15:00Z,High,,,,false,false
,Crude Oil Inventories,USD,2014-01-15T10:30:00Z,None,-0.7M,-2.7M,-7.7M,false,false
,Beige Book,USD,2014-01-15T14:00:00Z,None,,,,false,false
,Core Machinery Orders m/m,JPY,2014-01-15T18:50:00Z,None,1.2%,0.6%,9.3%,false,false
,Tertiary Industry Activity m/m,JPY,2014-01-15T18:50:00Z,None,0.8%,-0.9%,0.6%,false,false
,PPI y/y,JPY,2014-01-15T18:50:00Z,None,2.7%,2.6%,2.5%,false,false
,RICS House Price Balance,GBP,2014-01-15T19:01:00Z,None,59%,58%,56%,false,false
,Employment Change,AUD,2014-01-15T19:30:00Z,High,10.3K,15.4K,-22.6K,false,false
,Unemployment Rate,AUD,2014-01-15T19:30:00Z,High,5.8%,5.8%,5.8%,false,false
,Foreign Direct Investment ytd/y,CNY,2014-01-15T21:18:00Z,None,,5.5%,5.3%,false,false
,German Final CPI m/m,EUR,2014-01-16T02:00:00Z,None,0.4%,0.4%,0.4%,false,false
,ECB Monthly Bulletin,EUR,2014-01-16T04:00:00Z,None,,,,false,false
,Italian Trade Balance,EUR,2014-01-16T04:00:00Z,None,3.88B,4.06B,3.09B,false,false
,German Buba President Weidmann Speaks,EUR,2014-01-16T05:00:00Z,None,,,,false,false
,Final CPI y/y,EUR,2014-01-16T05:00:00Z,None,0.8%,0.8%,0.8%,false,false
,Final Core CPI y/y,EUR,2014-01-16T05:00:00Z,None,0.9%,0.7%,0.7%,false,false
,30-y Bond Auction,GBP,2014-01-16T05:35:00Z,None,,3.61|1.7,3.59|1.9,false,false
,Foreign Securities Purchases,CAD,2014-01-16T08:30:00Z,None,7.21B,4.44B,8.66B,false,false
,Core CPI m/m,USD,2014-01-16T08:30:00Z,High,0.1%,0.2%,0.1%,false,false
,Core CPI y/y,USD,2014-01-16T08:30:00Z,High,1.7%,1.7%,1.7%,false,false
,CPI y/y,USD,2014-01-16T08:30:00Z,High,1.5%,1.2%,1.5%,false,false
,Unemployment Claims,USD,2014-01-16T08:30:00Z,High,327K,328K,326K,false,false
,CPI m/m,USD,2014-01-16T08:30:00Z,None,0.3%,0.0%,0.3%,false,false
,Treasury Sec Lew Speaks,USD,2014-01-16T08:30:00Z,None,,,,false,false
,TIC Long-Term Purchases,USD,2014-01-16T09:00:00Z,None,42.3B,28.7B,-29.3B,false,false
,Philly Fed Manufacturing Index,USD,2014-01-16T10:00:00Z,High,8.8,7.0,9.4,false,false
,NAHB Housing Market Index,USD,2014-01-16T10:00:00Z,None,58,57,56,false,false
,Natural Gas Storage,USD,2014-01-16T10:30:00Z,None,-296B,-157B,-287B,false,false
,Fed Chairman Bernanke Speaks,USD,2014-01-16T11:10:00Z,High,,,,false,false
,SNB Chairman Jordan Speaks,CHF,2014-01-16T12:00:00Z,High,,,,false,false
,Consumer Confidence,JPY,2014-01-17T00:00:00Z,None,43.4,42.5,41.3,false,false
,French Gov Budget Balance,EUR,2014-01-17T02:45:00Z,None,,-86.0B,-87.0B,false,false
,PPI m/m,CHF,2014-01-17T03:15:00Z,None,0.2%,-0.1%,0.0%,false,false
,Retail Sales m/m,GBP,2014-01-17T04:30:00Z,High,0.5%,0.1%,2.6%,false,false
,MPC Member Broadbent Speaks,GBP,2014-01-17T07:15:00Z,None,,,,false,false
,Housing Starts,USD,2014-01-17T08:30:00Z,None,0.99M,1.11M,1.00M,false,false
,Building Permits,USD,2014-01-17T08:30:00Z,High,1.01M,1.02M,0.99M,false,false
,Industrial Production m/m,USD,2014-01-17T09:15:00Z,None,0.4%,1.0%,0.3%,false,false
,Capacity Utilization Rate,USD,2014-01-17T09:15:00Z,None,79.2%,79.1%,79.2%,false,false
,Prelim UoM Inflation Expectations,USD,2014-01-17T09:55:00Z,None,,3.0%,3.0%,false,false
,Prelim UoM Consumer Sentiment,USD,2014-01-17T09:55:00Z,High,83.4,82.5,80.4,false,false
,JOLTS Job Openings,USD,2014-01-17T10:00:00Z,High,3.97M,3.93M,4.00M,false,false
,Rightmove HPI m/m,GBP,2014-01-19T18:20:00Z,None,,-1.9%,1.0%,false,false
,MI Inflation Gauge m/m,AUD,2014-01-19T18:30:00Z,None,,0.2%,0.7%,false,false
,GDP q/y,CNY,2014-01-19T21:00:00Z,High,7.6%,7.8%,7.7%,false,false
,Fixed Asset Investment ytd/y,CNY,2014-01-19T21:00:00Z,None,19.9%,19.9%,19.6%,false,false
,Industrial Production y/y,CNY,2014-01-19T21:00:00Z,None,9.8%,10.0%,9.7%,false,false
,NBS Press Conference,CNY,2014-01-19T21:00:00Z,None,,,,false,false
,Retail Sales y/y,CNY,2014-01-19T21:00:00Z,None,13.6%,13.7%,13.6%,false,false
,REINZ HPI m/m,NZD,2014-01-19T22:03:00Z,None,,1.2%,-1.0%,false,false
,Revised Industrial Production m/m,JPY,2014-01-19T23:30:00Z,None,0.1%,0.1%,-0.1%,false,false
,Bank Holiday,USD,2014-01-20T00:00:00Z,None,,,,true,false
,German PPI m/m,EUR,2014-01-20T02:00:00Z,None,0.2%,-0.1%,0.1%,false,false
,CPI q/q,NZD,2014-01-20T16:45:00Z,High,0.0%,0.9%,0.1%,false,false
,German ZEW Economic Sentiment,EUR,2014-01-21T05:00:00Z,High,63.4,62.0,61.7,false,false
,ZEW Economic Sentiment,EUR,2014-01-21T05:00:00Z,None,70.2,68.3,73.3,false,false
,CBI Industrial Order Expectations,GBP,2014-01-21T06:00:00Z,None,10,12,-2,false,false
,Manufacturing Sales m/m,CAD,2014-01-21T08:30:00Z,High,0.3%,0.7%,1.0%,false,false
,Wholesale Sales m/m,CAD,2014-01-21T08:30:00Z,None,0.3%,1.2%,0.0%,false,false
,GDT Price Index,NZD,2014-01-21T08:30:00Z,None,,-0.8%,1.4%,false,false
,Westpac Consumer Sentiment,AUD,2014-01-21T18:30:00Z,None,,-4.8%,-1.7%,false,false
,Trimmed Mean CPI m/m,AUD,2014-01-21T19:30:00Z,None,0.6%,0.7%,0.9%,false,false
,CPI m/m,AUD,2014-01-21T19:30:00Z,High,0.5%,1.2%,0.8%,false,false
,Monetary Policy Statement,JPY,2014-01-21T22:20:00Z,High,,,,false,false
,All Industries Activity m/m,JPY,2014-01-21T23:33:00Z,None,0.4%,-0.4%,0.3%,false,false
,WEF Annual Meetings,All,2014-01-22T00:00:00Z,None,,,,false,false
,BOJ Press Conference,JPY,2014-01-22T02:22:00Z,High,,,,false,false
,Unemployment Rate,GBP,2014-01-22T04:30:00Z,High,7.3%,7.4%,7.1%,false,false
,Average Earnings Index 3m/y,GBP,2014-01-22T04:30:00Z,None,1.1%,0.9%,0.9%,false,false
,Public Sector Net Borrowing,GBP,2014-01-22T04:30:00Z,None,12.1B,15.1B,10.4B,false,false
,MPC Official Bank Rate Votes,GBP,2014-01-22T04:30:00Z,High,0-0-9,0-0-9,0-0-9,false,false
,MPC Asset Purchase Facility Votes,GBP,2014-01-22T04:30:00Z,High,0-0-9,0-0-9,0-0-9,false,false
,Claimant Count Change,GBP,2014-01-22T04:30:00Z,High,-33.8K,-34.3K,-24.0K,false,false
,UBS Economic Expectations,CHF,2014-01-22T05:00:00Z,None,,39.4,36.4,false,false
,Overnight Rate,CAD,2014-01-22T10:00:00Z,None,1.00%,1.00%,1.00%,false,false
,BOC Monetary Policy Report,CAD,2014-01-22T10:00:00Z,High,,,,false,false
,BOC Rate Statement,CAD,2014-01-22T10:00:00Z,High,,,,false,false
,BOC Press Conference,CAD,2014-01-22T11:15:00Z,High,,,,false,false
,MPC Member McCafferty Speaks,GBP,2014-01-22T13:00:00Z,None,,,,false,false
,BusinessNZ Manufacturing Index,NZD,2014-01-22T16:33:00Z,None,,57.0,56.4,false,false
,MI Inflation Expectations,AUD,2014-01-22T19:00:00Z,None,,2.1%,2.3%,false,false
,Caixin Flash Manufacturing PMI,CNY,2014-01-22T20:45:00Z,High,50.6,50.5,49.6,false,false
,CB Leading Index m/m,CNY,2014-01-22T21:00:00Z,None,,1.3%,0.4%,false,false
,WEF Annual Meetings,All,2014-01-23T00:00:00Z,None,,,,false,false
,BOJ Monthly Report,JPY,2014-01-23T00:00:00Z,None,,,,false,false
,Spanish Unemployment Rate,EUR,2014-01-23T03:00:00Z,None,26.0%,26.0%,26.0%,false,false
,French Flash Services PMI,EUR,2014-01-23T03:00:00Z,None,48.2,47.8,48.6,false,false
,French Flash Manufacturing PMI,EUR,2014-01-23T03:00:00Z,High,47.6,47.0,48.8,false,false
,German Flash Manufacturing PMI,EUR,2014-01-23T03:30:00Z,High,54.7,54.3,56.3,false,false
,German Flash Services PMI,EUR,2014-01-23T03:30:00Z,None,54.1,53.5,53.6,false,false
,Current Account,EUR,2014-01-23T04:00:00Z,None,19.2B,22.2B,23.5B,false,false
,MPC Member Fisher Speaks,GBP,2014-01-23T04:00:00Z,None,,,,false,false
,Flash Services PMI,EUR,2014-01-23T04:00:00Z,None,51.5,51.0,51.9,false,false
,Flash Manufacturing PMI,EUR,2014-01-23T04:00:00Z,None,53.2,52.7,53.9,false,false
,10-y Bond Auction,GBP,2014-01-23T05:34:00Z,None,,2.73|1.8,2.87|1.7,false,false
,CBI Realized Sales,GBP,2014-01-23T06:00:00Z,High,28,34,14,false,false
,Core Retail Sales m/m,CAD,2014-01-23T08:30:00Z,High,0.3%,0.5%,0.4%,false,false
,Retail Sales m/m,CAD,2014-01-23T08:30:00Z,None,0.3%,-0.1%,0.6%,false,false
,Unemployment Claims,USD,2014-01-23T08:30:00Z,High,331K,325K,326K,false,false
,HPI m/m,USD,2014-01-23T09:00:00Z,None,0.4%,0.5%,0.1%,false,false
,Flash Manufacturing PMI,USD,2014-01-23T09:00:00Z,None,55.2,54.4,53.7,false,false
,CB Leading Index m/m,USD,2014-01-23T10:00:00Z,None,0.2%,1.0%,0.1%,false,false
,Existing Home Sales,USD,2014-01-23T10:00:00Z,High,4.94M,4.82M,4.87M,false,false
,Consumer Confidence,EUR,2014-01-23T10:00:00Z,None,-13,-14,-12,false,false
,Natural Gas Storage,USD,2014-01-23T10:30:00Z,None,-112B,-287B,-107B,false,false
,Crude Oil Inventories,USD,2014-01-23T11:00:00Z,None,0.7M,-7.7M,1.0M,false,false
,Credit Card Spending y/y,NZD,2014-01-23T21:10:00Z,None,,6.9%,4.7%,false,false
,WEF Annual Meetings,All,2014-01-24T00:00:00Z,None,,,,false,false
,Italian Retail Sales m/m,EUR,2014-01-24T04:00:00Z,None,0.4%,-0.1%,0.0%,false,false
,High Street Lending,GBP,2014-01-24T04:30:00Z,None,47.2K,45.4K,46.5K,false,false
,BOE Gov Carney Speaks,GBP,2014-01-24T07:05:00Z,High,,,,false,false
,CPI m/m,CAD,2014-01-24T08:30:00Z,None,-0.2%,0.0%,-0.2%,false,false
,Core CPI m/m,CAD,2014-01-24T08:30:00Z,High,-0.4%,-0.1%,-0.4%,false,false
,Belgian NBB Business Climate,EUR,2014-01-24T09:00:00Z,None,-4.4,-6.4,-5.6,false,false
,ECB President Draghi Speaks,EUR,2014-01-24T12:00:00Z,High,,,,false,false
,WEF Annual Meetings,All,2014-01-25T00:00:00Z,None,,,,false,false
