ny_date,ist_time,side,r
2008-02-26,2008-02-27 06:30:00+05:30,1,2.0
2008-04-16,2008-04-16 18:30:00+05:30,1,-1.0
2008-05-16,2008-05-16 18:30:00+05:30,1,2.0
2008-05-21,2008-05-21 14:30:00+05:30,1,-1.0
2008-05-29,2008-05-29 18:30:00+05:30,-1,-1.0
2008-06-05,2008-06-05 14:30:00+05:30,-1,-1.0
2008-06-26,2008-06-27 02:30:00+05:30,1,2.0
2008-07-10,2008-07-11 02:30:00+05:30,1,2.0
2008-08-04,2008-08-05 06:30:00+05:30,-1,2.0
2008-08-08,2008-08-08 14:30:00+05:30,-1,2.0
2009-01-23,2009-01-23 14:30:00+05:30,1,2.0
2009-02-11,2009-02-11 22:30:00+05:30,1,2.0
2009-02-18,2009-02-19 02:30:00+05:30,1,-1.0
2009-04-02,2009-04-02 18:30:00+05:30,-1,2.0
2009-04-06,2009-04-06 18:30:00+05:30,-1,-1.0
2009-04-17,2009-04-17 14:30:00+05:30,-1,-1.0
2009-04-23,2009-04-23 22:30:00+05:30,1,-1.0
2009-05-12,2009-05-13 06:30:00+05:30,1,2.0
2009-05-21,2009-05-21 22:30:00+05:30,1,2.0
2009-05-29,2009-05-29 14:30:00+05:30,1,-1.0
2009-06-22,2009-06-22 14:30:00+05:30,-1,-1.0
2009-06-26,2009-06-26 14:30:00+05:30,1,-1.0
2009-07-06,2009-07-06 14:30:00+05:30,-1,-1.0
2009-07-15,2009-07-15 18:30:00+05:30,1,-1.0
2009-07-29,2009-07-29 22:30:00+05:30,-1,-1.0
2009-08-04,2009-08-04 22:30:00+05:30,1,-1.0
2009-08-17,2009-08-17 14:30:00+05:30,-1,-1.0
2009-09-02,2009-09-02 18:30:00+05:30,1,2.0
2010-03-22,2010-03-22 18:30:00+05:30,-1,-1.0
2010-03-24,2010-03-24 18:30:00+05:30,-1,-1.0
2010-04-01,2010-04-01 18:30:00+05:30,1,2.0
2010-04-07,2010-04-07 22:30:00+05:30,1,-1.0
2010-04-19,2010-04-19 14:30:00+05:30,-1,-1.0
2010-04-30,2010-04-30 18:30:00+05:30,1,-1.0
2010-08-06,2010-08-06 18:30:00+05:30,1,-1.0
2010-08-13,2010-08-13 10:30:00+05:30,1,2.0
2010-08-31,2010-08-31 18:30:00+05:30,1,2.0
