ny_date,ist_time,side,r
2008-01-08,2008-01-08 14:30:00+05:30,1,-1.0
2008-01-24,2008-01-24 18:30:00+05:30,1,0.42922958791911975
2008-02-19,2008-02-19 18:30:00+05:30,1,3.0
2008-02-28,2008-02-29 02:30:00+05:30,1,-1.0
2008-03-13,2008-03-13 14:30:00+05:30,1,-1.0
2008-03-28,2008-03-28 18:30:00+05:30,-1,3.0
2008-04-09,2008-04-09 22:30:00+05:30,1,-1.0
2008-04-16,2008-04-16 14:30:00+05:30,1,-1.0
2008-04-18,2008-04-18 18:30:00+05:30,-1,-1.0
2008-04-23,2008-04-23 18:30:00+05:30,-1,3.0
2008-05-01,2008-05-01 18:30:00+05:30,-1,-1.0
2008-05-09,2008-05-09 14:30:00+05:30,1,-1.0
2008-05-09,2008-05-09 22:30:00+05:30,1,-1.0
2008-05-13,2008-05-13 18:30:00+05:30,-1,-1.0
2008-05-16,2008-05-16 18:30:00+05:30,1,-1.0
2008-05-29,2008-05-29 18:30:00+05:30,-1,-1.0
2008-06-05,2008-06-05 14:30:00+05:30,-1,-1.0
2008-06-06,2008-06-06 18:30:00+05:30,1,-1.0
2008-06-16,2008-06-16 18:30:00+05:30,1,-1.0
2008-06-19,2008-06-19 18:30:00+05:30,1,-1.0
2008-06-26,2008-06-26 18:30:00+05:30,1,2.315498816610486
2008-07-14,2008-07-14 22:30:00+05:30,1,-1.0
2008-07-16,2008-07-16 22:30:00+05:30,-1,-1.0
2008-07-22,2008-07-23 02:30:00+05:30,-1,3.0
2008-08-04,2008-08-04 22:30:00+05:30,-1,3.0
2008-08-11,2008-08-11 22:30:00+05:30,-1,-1.0
2008-08-14,2008-08-15 06:30:00+05:30,-1,-1.0
2008-08-19,2008-08-19 22:30:00+05:30,1,-0.2747203378408736
2008-09-08,2008-09-08 10:30:00+05:30,1,-1.0
2008-09-09,2008-09-09 18:30:00+05:30,-1,-1.0
2008-09-17,2008-09-17 18:30:00+05:30,1,3.0
2008-10-02,2008-10-02 18:30:00+05:30,-1,-1.0
2008-10-08,2008-10-08 14:30:00+05:30,1,-1.0
2008-10-10,2008-10-10 22:30:00+05:30,-1,-1.0
2008-10-16,2008-10-16 18:30:00+05:30,-1,3.0
2008-10-29,2008-10-29 18:30:00+05:30,1,-1.0
2008-11-04,2008-11-04 22:30:00+05:30,1,-1.0
2008-11-12,2008-11-13 02:30:00+05:30,-1,-1.0
2008-11-21,2008-11-21 18:30:00+05:30,1,3.0
2008-12-01,2008-12-01 14:30:00+05:30,-1,3.0
2008-12-10,2008-12-10 14:30:00+05:30,1,3.0
2008-12-15,2008-12-16 02:30:00+05:30,1,1.4696206948113402
2009-01-05,2009-01-05 18:30:00+05:30,-1,-1.0
2009-01-12,2009-01-12 18:30:00+05:30,-1,-1.0
