key_type,asset,tf,family,surprise,slot,direction,intensity,pretrend,n,fwd_15m_med,fwd_1h_med,fwd_4h_med,fwd_24h_med,cont_15m,cont_1h,cont_4h,cont_24h,adverse_med,adverse_worst
event,USDCAD,H1,CRUDE,down,1000_data,up,ALL,bear,7,-0.3892,-0.3892,-0.2948,-0.1582,0.4286,0.4286,0.4286,0.4286,-3.0931,-6.5369
event,USDCAD,H1,CRUDE,up,1000_data,dn,ALL,bull,7,0.1648,0.1648,1.2884,1.6419,0.5714,0.5714,0.7143,0.5714,-1.7462,-2.8017
event,USDCAD,H1,CRUDE,big_down,1000_data,up,ALL,bear,5,0.7577,0.7577,0.9896,1.7526,0.8,0.8,0.6,0.6,-1.1704,-8.9925
event,USDCAD,H1,CRUDE,big_down,1000_data,up,ALL,bull,5,-0.4753,-0.4753,0.1774,-4.6831,0.0,0.0,0.6,0.2,-5.8112,-11.2856
event,USDCAD,H1,CRUDE,big_up,1000_data,up,ALL,bear,5,0.0353,0.0353,0.8853,-0.1156,0.6,0.6,0.6,0.4,-3.9857,-4.7371
event,USDCAD,H1,CRUDE,down,1000_data,up,ALL,bull,5,0.2513,0.2513,0.4307,2.5581,0.6,0.6,0.6,0.6,-1.5127,-6.9203
event,USDCAD,H1,CRUDE,up,1000_data,dn,ALL,bear,5,0.766,0.766,0.6972,-0.1976,0.8,0.8,0.8,0.4,-1.1786,-2.7285
event,USDCAD,H1,DURABLES,down,0830_data,dn,ALL,ALL,17,0.0441,0.0441,-0.0312,1.2547,0.5294,0.5294,0.4706,0.5882,-1.4587,-7.3634
event,USDCAD,H1,DURABLES,down,0830_data,up,ALL,ALL,16,0.0498,0.0498,0.3794,-0.2188,0.5625,0.5625,0.5625,0.4375,-2.3306,-6.6298
event,USDCAD,H1,DURABLES,down,0830_data,up,ALL,bull,11,-0.0523,-0.0523,0.5397,-0.4256,0.4545,0.4545,0.6364,0.3636,-2.9861,-6.6298
event,USDCAD,H1,DURABLES,up,0830_data,dn,ALL,ALL,10,-0.0708,-0.0708,-0.2868,-0.0585,0.5,0.5,0.3,0.5,-2.1889,-7.5507
event,USDCAD,H1,DURABLES,down,0830_data,dn,ALL,bull,9,-0.2233,-0.2233,-0.4257,-0.073,0.4444,0.4444,0.4444,0.4444,-2.2079,-7.3634
event,USDCAD,H1,DURABLES,up,0830_data,up,ALL,ALL,8,0.1042,0.1042,-0.11,-0.5851,0.5,0.5,0.5,0.375,-1.8627,-4.4264
event,USDCAD,H1,DURABLES,down,0830_data,dn,ALL,bear,8,0.2913,0.2913,0.3894,1.7805,0.625,0.625,0.5,0.75,-0.3178,-2.4989
event,USDCAD,H1,DURABLES,up,0830_data,dn,ALL,bull,6,-0.7889,-0.7889,-1.0762,-0.0585,0.1667,0.1667,0.1667,0.5,-2.2991,-7.5507
event,USDCAD,H1,DURABLES,up,0830_data,up,ALL,bull,6,0.1042,0.1042,0.1668,-0.5851,0.5,0.5,0.6667,0.3333,-1.8627,-4.4264
event,USDCAD,H1,DURABLES,down,0830_data,up,ALL,bear,5,0.06,0.06,-0.4263,0.5762,0.8,0.8,0.4,0.6,-2.1314,-3.885
event,USDCAD,H1,EMP_CHANGE,up,0830_data,dn,ALL,ALL,36,-0.2883,-0.2883,0.3907,-0.3446,0.4167,0.4167,0.5556,0.4167,-2.4312,-20.4786
event,USDCAD,H1,EMP_CHANGE,big_up,0830_data,dn,ALL,ALL,30,0.1995,0.1995,0.0301,-0.9515,0.5333,0.5333,0.5,0.3667,-2.8276,-6.9104
event,USDCAD,H1,EMP_CHANGE,down,0830_data,up,ALL,ALL,28,-0.3086,-0.3086,0.0346,0.493,0.4286,0.4286,0.5357,0.6071,-2.1022,-7.9275
event,USDCAD,H1,EMP_CHANGE,up,0830_data,dn,ALL,bull,19,-0.3028,-0.3028,-0.1408,-0.4073,0.2632,0.2632,0.4737,0.3158,-2.4678,-20.4786
event,USDCAD,H1,EMP_CHANGE,up,0830_data,dn,ALL,bear,17,0.246,0.246,0.7197,0.3164,0.5882,0.5882,0.6471,0.5294,-2.0008,-5.6116
event,USDCAD,H1,EMP_CHANGE,big_up,0830_data,dn,ALL,bull,16,-0.0487,-0.0487,-0.1179,-1.8804,0.4375,0.4375,0.4375,0.25,-2.5548,-6.9104
event,USDCAD,H1,EMP_CHANGE,big_up,0830_data,dn,ALL,bear,14,0.4133,0.4133,0.2967,-0.0638,0.6429,0.6429,0.5714,0.5,-2.8819,-4.9668
event,USDCAD,H1,EMP_CHANGE,down,0830_data,up,ALL,bear,14,0.4322,0.4322,0.0412,0.9549,0.5714,0.5714,0.5714,0.6429,-1.2407,-7.9275
event,USDCAD,H1,EMP_CHANGE,down,0830_data,up,ALL,bull,14,-0.5942,-0.5942,-0.3375,0.4527,0.2857,0.2857,0.5,0.5714,-2.5461,-7.2342
event,USDCAD,H1,EMP_CHANGE,big_down,0830_data,up,ALL,ALL,10,-0.5476,-0.5476,-1.1243,-1.4527,0.3,0.3,0.3,0.1,-2.9823,-5.6464
event,USDCAD,H1,EMP_CHANGE,down,0830_data,dn,ALL,ALL,10,1.056,1.056,0.1359,0.4449,0.6,0.6,0.5,0.5,-1.8321,-3.3956
event,USDCAD,H1,EMP_CHANGE,big_down,0830_data,up,ALL,bear,7,-0.2209,-0.2209,-1.9944,-1.4971,0.4286,0.4286,0.2857,0.1429,-3.7386,-5.6464
event,USDCAD,H1,EMP_CHANGE,up,0830_data,up,ALL,ALL,6,1.0631,1.0631,1.8083,2.4465,0.8333,0.8333,0.8333,0.6667,-1.0267,-5.5452
event,USDCAD,H1,EMP_CHANGE,down,other,dn,ALL,bear,5,1.0628,1.0628,1.4726,0.9234,0.6,0.6,0.6,0.6,-1.2365,-3.3956
event,USDCAD,H1,EMP_CHANGE,down,0830_data,dn,ALL,bull,5,1.0493,1.0493,-0.2164,-0.0337,0.6,0.6,0.4,0.4,-2.0986,-2.525
event,USDCAD,H1,GDP,down,0830_data,up,ALL,ALL,19,-0.585,-0.585,-1.0526,-0.8458,0.3684,0.3684,0.3684,0.4211,-2.3733,-10.6265
event,USDCAD,H1,GDP,up,0830_data,up,ALL,ALL,19,-0.1137,-0.1137,-0.2097,0.3376,0.3684,0.3684,0.4211,0.5789,-2.1344,-6.4501
event,USDCAD,H1,GDP,down,0830_data,dn,ALL,ALL,13,0.3672,0.3672,0.9069,1.0239,0.6154,0.6154,0.6923,0.6923,-1.438,-11.8682
event,USDCAD,H1,GDP,big_up,0830_data,up,ALL,ALL,12,0.0074,0.0074,-0.376,0.679,0.5,0.5,0.5,0.5,-2.1488,-6.0794
event,USDCAD,H1,GDP,up,0830_data,up,ALL,bull,12,-0.1048,-0.1048,0.0489,0.029,0.3333,0.3333,0.5,0.5,-2.1235,-5.0027
event,USDCAD,H1,GDP,up,0830_data,dn,ALL,ALL,11,0.2082,0.2082,0.8799,0.4052,0.5455,0.5455,0.6364,0.5455,-1.6577,-6.9879
event,USDCAD,H1,GDP,down,0830_data,up,ALL,bull,11,-0.6089,-0.6089,0.1806,0.9792,0.3636,0.3636,0.5455,0.5455,-2.3733,-5.7754
event,USDCAD,H1,GDP,big_down,0830_data,up,ALL,ALL,9,-0.052,-0.052,-0.8223,-0.7412,0.4444,0.4444,0.3333,0.4444,-2.6525,-7.0914
event,USDCAD,H1,GDP,big_down,0830_data,dn,ALL,ALL,8,0.4168,0.4168,0.9575,1.712,0.625,0.625,1.0,0.75,-0.8798,-3.9318
event,USDCAD,H1,GDP,big_up,0830_data,up,ALL,bull,8,0.0074,0.0074,-1.4694,0.5895,0.5,0.5,0.375,0.5,-2.8183,-5.3134
event,USDCAD,H1,GDP,down,0830_data,up,ALL,bear,8,-0.3853,-0.3853,-1.4443,-1.035,0.375,0.375,0.125,0.25,-3.3529,-10.6265
event,USDCAD,H1,GDP,up,0830_data,dn,ALL,bear,8,0.0625,0.0625,0.591,-0.2968,0.5,0.5,0.625,0.5,-1.7359,-6.9879
event,USDCAD,H1,GDP,big_up,0830_data,dn,ALL,ALL,7,-0.0131,-0.0131,-0.1252,0.7336,0.4286,0.4286,0.4286,0.7143,-2.298,-5.3668
event,USDCAD,H1,GDP,down,0830_data,dn,ALL,bear,7,0.3672,0.3672,0.9069,1.0239,0.7143,0.7143,0.7143,0.5714,-1.2051,-7.912
event,USDCAD,H1,GDP,up,0830_data,up,ALL,bear,7,-0.4589,-0.4589,-0.7515,0.9477,0.4286,0.4286,0.2857,0.7143,-2.1618,-6.4501
event,USDCAD,H1,GDP,down,0830_data,dn,ALL,bull,6,0.1403,0.1403,0.9779,1.7159,0.5,0.5,0.6667,0.8333,-1.8549,-11.8682
event,USDCAD,H1,GDP,big_down,0830_data,dn,ALL,bear,5,0.3318,0.3318,0.7446,1.5323,0.6,0.6,1.0,0.6,-1.0376,-3.9318
event,USDCAD,H1,GDP,big_down,0830_data,up,ALL,bear,5,-0.052,-0.052,-0.8386,-4.8095,0.4,0.4,0.2,0.4,-5.2594,-7.0914
event,USDCAD,H1,GDP_MM,up,0830_data,dn,ALL,ALL,36,0.029,0.029,0.2885,0.546,0.5,0.5,0.5556,0.5833,-2.7341,-11.7975
event,USDCAD,H1,GDP_MM,big_down,0830_data,up,ALL,ALL,23,-0.0244,-0.0244,-0.598,-1.0251,0.4783,0.4783,0.4348,0.3478,-2.9209,-8.5743
event,USDCAD,H1,GDP_MM,down,0830_data,up,ALL,ALL,21,-0.2055,-0.2055,0.3287,0.7475,0.4762,0.4762,0.5238,0.6667,-1.8267,-7.0364
event,USDCAD,H1,GDP_MM,up,0830_data,dn,ALL,bull,20,0.4397,0.4397,0.4521,1.378,0.6,0.6,0.6,0.7,-2.3476,-11.7975
event,USDCAD,H1,GDP_MM,big_up,0830_data,dn,ALL,ALL,16,-0.3106,-0.3106,-0.3165,-0.447,0.375,0.375,0.3125,0.375,-3.404,-8.2655
event,USDCAD,H1,GDP_MM,up,0830_data,dn,ALL,bear,16,-0.4459,-0.4459,-0.0236,-1.3909,0.375,0.375,0.5,0.4375,-2.8892,-10.1713
event,USDCAD,H1,GDP_MM,big_down,0830_data,up,ALL,bull,14,-0.3902,-0.3902,-0.8559,-1.63,0.3571,0.3571,0.4286,0.3571,-3.7543,-8.5743
event,USDCAD,H1,GDP_MM,down,0830_data,dn,ALL,ALL,13,0.2335,0.2335,-0.0296,0.3514,0.5385,0.5385,0.4615,0.6154,-2.2145,-12.7695
event,USDCAD,H1,GDP_MM,up,0830_data,up,ALL,ALL,13,-0.4086,-0.4086,-0.4575,0.3621,0.4615,0.4615,0.3846,0.5385,-2.4319,-6.3016
event,USDCAD,H1,GDP_MM,down,0830_data,up,ALL,bear,11,-0.585,-0.585,0.3822,0.239,0.3636,0.3636,0.5455,0.5455,-1.8267,-6.2284
event,USDCAD,H1,GDP_MM,down,0830_data,up,ALL,bull,10,0.5988,0.5988,-0.6867,0.9871,0.6,0.6,0.5,0.8,-2.2369,-7.0364
event,USDCAD,H1,GDP_MM,big_down,0830_data,up,ALL,bear,9,0.2012,0.2012,-0.1461,-0.6848,0.6667,0.6667,0.4444,0.3333,-2.7937,-4.4507
event,USDCAD,H1,GDP_MM,big_up,0830_data,dn,ALL,bull,9,-0.3369,-0.3369,-0.3713,-0.2397,0.3333,0.3333,0.3333,0.4444,-1.7895,-8.159
event,USDCAD,H1,GDP_MM,down,0830_data,dn,ALL,bull,8,0.7325,0.7325,1.1957,0.9108,0.75,0.75,0.5,0.75,-1.3516,-3.0992
event,USDCAD,H1,GDP_MM,big_up,0830_data,dn,ALL,bear,7,-0.2843,-0.2843,-0.1227,-0.7125,0.4286,0.4286,0.2857,0.2857,-3.9778,-8.2655
event,USDCAD,H1,GDP_MM,up,0830_data,up,ALL,bear,7,-0.5016,-0.5016,-0.5058,0.915,0.2857,0.2857,0.4286,0.5714,-2.4319,-6.3016
event,USDCAD,H1,GDP_MM,up,0830_data,up,ALL,bull,6,0.1598,0.1598,-0.2748,-1.1697,0.6667,0.6667,0.3333,0.5,-3.0127,-5.9598
event,USDCAD,H1,GDP_MM,big_up,0830_data,up,ALL,ALL,5,-0.5116,-0.5116,0.0576,-0.9088,0.2,0.2,0.6,0.4,-3.138,-8.7883
event,USDCAD,H1,GDP_MM,down,0830_data,dn,ALL,bear,5,-0.5558,-0.5558,-2.2846,-1.8005,0.2,0.2,0.4,0.4,-3.7927,-12.7695
event,USDCAD,H1,HOMESALES,down,1000_data,dn,ALL,ALL,11,0.3132,0.3132,0.8408,1.7817,0.5455,0.5455,0.6364,0.9091,-0.9417,-7.9156
event,USDCAD,H1,HOMESALES,down,1000_data,up,ALL,ALL,10,-0.2702,-0.2702,-0.359,-1.8303,0.4,0.4,0.4,0.3,-2.7665,-5.9765
event,USDCAD,H1,HOMESALES,down,1000_data,dn,ALL,bull,10,0.4486,0.4486,0.8841,2.231,0.6,0.6,0.7,1.0,-0.8933,-2.9001
event,USDCAD,H1,HOMESALES,big_down,1000_data,dn,ALL,ALL,7,0.2406,0.2406,0.3366,0.4814,0.5714,0.5714,0.5714,0.5714,-3.667,-7.4274
event,USDCAD,H1,HOMESALES,big_up,1000_data,up,ALL,ALL,7,-0.2806,-0.2806,0.0575,1.4813,0.4286,0.4286,0.5714,0.7143,-0.6828,-6.0931
event,USDCAD,H1,HOMESALES,down,1000_data,up,ALL,bull,6,-0.4042,-0.4042,-1.3183,-1.2959,0.3333,0.3333,0.3333,0.5,-3.6667,-5.9765
event,USDCAD,H1,HOMESALES,big_down,1000_data,up,ALL,ALL,5,-0.0643,-0.0643,0.0,2.2225,0.2,0.2,0.4,0.8,-1.3899,-4.9074
event,USDCAD,H1,HOMESALES,big_up,1000_data,dn,ALL,ALL,5,0.4839,0.4839,0.8621,-2.4536,1.0,1.0,0.8,0.0,-2.4668,-18.4743
event,USDCAD,H1,HOUSING,down,0830_data,dn,ALL,ALL,17,0.2158,0.2158,0.3788,0.2979,0.5882,0.5882,0.5882,0.5294,-1.7171,-19.8942
event,USDCAD,H1,HOUSING,up,0830_data,dn,ALL,ALL,17,0.5888,0.5888,0.438,1.9066,0.6471,0.6471,0.7059,0.6471,-1.9235,-13.9435
event,USDCAD,H1,HOUSING,up,0830_data,up,ALL,ALL,14,0.0049,0.0049,0.2447,0.4819,0.5,0.5,0.5714,0.5714,-3.4421,-5.031
event,USDCAD,H1,HOUSING,down,0830_data,up,ALL,ALL,13,0.3845,0.3845,0.2982,0.5578,0.7692,0.7692,0.6154,0.5385,-2.3329,-15.8453
event,USDCAD,H1,HOUSING,down,0830_data,dn,ALL,bull,10,0.0603,0.0603,0.1312,-0.0736,0.5,0.5,0.5,0.5,-1.9811,-19.8942
event,USDCAD,H1,HOUSING,up,0830_data,dn,ALL,bull,10,0.544,0.544,0.4028,1.0958,0.6,0.6,0.7,0.6,-2.2776,-6.1993
event,USDCAD,H1,HOUSING,big_up,0830_data,up,ALL,ALL,8,0.2631,0.2631,0.464,1.3848,0.625,0.625,0.75,0.625,-1.2412,-5.7214
event,USDCAD,H1,HOUSING,down,0830_data,dn,ALL,bear,7,0.2158,0.2158,0.6008,2.3139,0.7143,0.7143,0.7143,0.5714,-1.3759,-6.196
event,USDCAD,H1,HOUSING,up,0830_data,dn,ALL,bear,7,0.5888,0.5888,0.438,3.0167,0.7143,0.7143,0.7143,0.7143,-0.7884,-13.9435
event,USDCAD,H1,HOUSING,up,0830_data,up,ALL,bear,7,-0.0353,-0.0353,0.3002,0.7441,0.4286,0.4286,0.7143,0.7143,-1.1463,-4.1215
event,USDCAD,H1,HOUSING,up,0830_data,up,ALL,bull,7,0.9772,0.9772,-0.6369,-0.9898,0.5714,0.5714,0.4286,0.4286,-4.0478,-5.031
event,USDCAD,H1,HOUSING,big_down,0830_data,up,ALL,ALL,6,-0.3408,-0.3408,-1.1076,-0.5439,0.3333,0.3333,0.3333,0.3333,-2.2684,-3.51
event,USDCAD,H1,HOUSING,big_up,0830_data,dn,ALL,ALL,6,0.178,0.178,0.6031,0.9797,0.5,0.5,0.6667,0.6667,-1.2571,-9.8579
event,USDCAD,H1,HOUSING,down,0830_data,up,ALL,bear,6,0.6735,0.6735,0.4635,2.4565,1.0,1.0,0.6667,0.6667,-1.8405,-15.8453
event,USDCAD,H1,HOUSING,down,0830_data,up,ALL,bull,6,-0.0644,-0.0644,0.5436,-0.0955,0.5,0.5,0.6667,0.5,-2.197,-5.3912
event,USDCAD,H1,HOUSING,big_down,0830_data,up,ALL,bear,5,-0.6409,-0.6409,-1.5928,-0.5969,0.2,0.2,0.2,0.2,-2.8225,-3.51
event,USDCAD,H1,ISM_MFG,down,1000_data,up,ALL,ALL,25,0.2893,0.2893,0.4491,-0.6796,0.52,0.52,0.64,0.44,-2.1532,-8.645
event,USDCAD,H1,ISM_MFG,up,1000_data,up,ALL,ALL,24,0.2442,0.2442,-0.0007,-0.6577,0.625,0.625,0.5,0.4583,-3.0863,-10.4552
event,USDCAD,H1,ISM_MFG,down,1000_data,dn,ALL,ALL,22,0.1899,0.1899,-0.3751,0.699,0.6364,0.6364,0.4091,0.5909,-1.6886,-5.3632
event,USDCAD,H1,ISM_MFG,up,1000_data,dn,ALL,ALL,22,-0.1797,-0.1797,-0.177,-0.9904,0.4091,0.4091,0.4091,0.3636,-2.3836,-5.5689
event,USDCAD,H1,ISM_MFG,big_up,1000_data,up,ALL,ALL,14,0.2034,0.2034,0.4263,-1.6218,0.6429,0.6429,0.6429,0.4286,-2.1992,-8.4113
event,USDCAD,H1,ISM_MFG,down,1000_data,dn,ALL,bull,14,0.2451,0.2451,0.3496,1.6177,0.7143,0.7143,0.5714,0.8571,-0.9042,-4.1398
event,USDCAD,H1,ISM_MFG,down,1000_data,up,ALL,bull,14,0.2058,0.2058,0.4971,-1.1612,0.5,0.5,0.7143,0.3571,-2.3032,-6.54
event,USDCAD,H1,ISM_MFG,up,1000_data,up,ALL,bear,13,0.4015,0.4015,0.1968,-0.6785,0.6923,0.6923,0.5385,0.3846,-1.9313,-5.2934
event,USDCAD,H1,ISM_MFG,big_up,1000_data,dn,ALL,ALL,11,0.152,0.152,0.1914,-0.4853,0.8182,0.8182,0.7273,0.2727,-2.0826,-4.0039
event,USDCAD,H1,ISM_MFG,down,1000_data,up,ALL,bear,11,0.2893,0.2893,0.0227,1.3857,0.5455,0.5455,0.5455,0.5455,-2.1296,-8.645
event,USDCAD,H1,ISM_MFG,up,1000_data,dn,ALL,bear,11,0.0,0.0,0.2494,-0.5134,0.4545,0.4545,0.5455,0.3636,-2.4858,-5.3582
event,USDCAD,H1,ISM_MFG,up,1000_data,dn,ALL,bull,11,-0.4287,-0.4287,-0.3024,-1.061,0.3636,0.3636,0.2727,0.3636,-2.2814,-5.5689
event,USDCAD,H1,ISM_MFG,up,1000_data,up,ALL,bull,11,0.1413,0.1413,-0.391,0.1843,0.5455,0.5455,0.4545,0.5455,-3.2735,-10.4552
event,USDCAD,H1,ISM_MFG,big_down,1000_data,dn,ALL,ALL,10,0.1108,0.1108,-0.3657,2.0697,0.5,0.5,0.4,0.8,-1.2891,-4.2655
event,USDCAD,H1,ISM_MFG,big_down,1000_data,up,ALL,ALL,10,-0.1676,-0.1676,0.7311,0.7108,0.5,0.5,0.6,0.6,-1.8659,-3.6809
event,USDCAD,H1,ISM_MFG,down,1000_data,dn,ALL,bear,8,-0.1037,-0.1037,-0.6666,-1.2002,0.5,0.5,0.125,0.125,-2.7327,-5.3632
event,USDCAD,H1,ISM_MFG,big_up,1000_data,up,ALL,bear,7,0.2898,0.2898,0.7953,-1.8363,0.8571,0.8571,1.0,0.2857,-2.7545,-5.471
event,USDCAD,H1,ISM_MFG,big_up,1000_data,up,ALL,bull,7,-0.2153,-0.2153,-0.2167,0.2182,0.4286,0.4286,0.2857,0.5714,-1.0867,-8.4113
event,USDCAD,H1,ISM_MFG,big_down,1000_data,dn,ALL,bull,6,0.4776,0.4776,0.0889,3.1129,0.6667,0.6667,0.5,0.8333,-1.1991,-4.2655
event,USDCAD,H1,ISM_MFG,big_down,1000_data,up,ALL,bear,6,-0.3034,-0.3034,1.431,1.4631,0.5,0.5,0.6667,0.6667,-1.4217,-3.6417
event,USDCAD,H1,ISM_MFG,big_up,1000_data,dn,ALL,bull,6,0.1432,0.1432,0.1723,-0.4291,0.6667,0.6667,0.6667,0.3333,-1.8736,-3.735
event,USDCAD,H1,ISM_MFG,big_up,1000_data,dn,ALL,bear,5,0.4101,0.4101,1.6033,-1.4093,1.0,1.0,0.8,0.2,-2.1544,-4.0039
event,USDCAD,H1,ISM_SVC,up,1000_data,up,ALL,ALL,29,-0.0776,-0.0776,-0.1684,-0.3653,0.4828,0.4828,0.4483,0.4138,-2.4841,-9.5612
event,USDCAD,H1,ISM_SVC,up,1000_data,dn,ALL,ALL,24,-0.1488,-0.1488,-0.0265,0.6693,0.4167,0.4167,0.5,0.5417,-2.184,-9.242
event,USDCAD,H1,ISM_SVC,down,1000_data,up,ALL,ALL,22,-0.3281,-0.3281,-0.3533,-0.0026,0.3636,0.3636,0.4091,0.5,-2.1151,-4.469
event,USDCAD,H1,ISM_SVC,down,1000_data,dn,ALL,ALL,19,0.101,0.101,-0.0802,-0.291,0.5789,0.5789,0.4737,0.4737,-1.9437,-5.9751
event,USDCAD,H1,ISM_SVC,up,1000_data,up,ALL,bull,18,-0.1265,-0.1265,-0.78,0.0111,0.4444,0.4444,0.3333,0.5,-2.8624,-9.5612
event,USDCAD,H1,ISM_SVC,big_up,1000_data,up,ALL,ALL,16,0.7403,0.7403,0.8459,-0.4563,0.625,0.625,0.625,0.4375,-2.4482,-11.8515
event,USDCAD,H1,ISM_SVC,up,1000_data,dn,ALL,bear,16,-0.2063,-0.2063,-0.067,0.9199,0.375,0.375,0.5,0.5625,-2.452,-9.242
event,USDCAD,H1,ISM_SVC,big_down,1000_data,dn,ALL,ALL,12,0.4423,0.4423,0.0293,1.4337,0.5833,0.5833,0.5,0.75,-1.1326,-6.0164
event,USDCAD,H1,ISM_SVC,down,1000_data,up,ALL,bull,12,-0.3281,-0.3281,-0.4139,-0.374,0.25,0.25,0.3333,0.4167,-2.1652,-4.469
event,USDCAD,H1,ISM_SVC,down,1000_data,dn,ALL,bear,11,0.101,0.101,0.2259,1.4364,0.5455,0.5455,0.6364,0.6364,-1.5291,-5.4575
event,USDCAD,H1,ISM_SVC,up,1000_data,up,ALL,bear,11,0.0089,0.0089,0.238,-0.4228,0.5455,0.5455,0.6364,0.2727,-1.8504,-5.3553
event,USDCAD,H1,ISM_SVC,big_up,1000_data,dn,ALL,ALL,10,-0.2031,-0.2031,-0.3072,-3.1261,0.4,0.4,0.4,0.0,-4.4834,-5.1246
event,USDCAD,H1,ISM_SVC,big_up,1000_data,up,ALL,bull,10,0.9168,0.9168,1.1926,-1.3573,0.7,0.7,0.7,0.3,-3.6958,-6.6186
event,USDCAD,H1,ISM_SVC,down,1000_data,up,ALL,bear,10,-0.2823,-0.2823,0.1789,0.8716,0.5,0.5,0.5,0.6,-1.5216,-4.2326
event,USDCAD,H1,ISM_SVC,down,1000_data,dn,ALL,bull,8,0.2294,0.2294,-0.3537,-0.8608,0.625,0.625,0.25,0.25,-2.6928,-5.9751
event,USDCAD,H1,ISM_SVC,up,1000_data,dn,ALL,bull,8,-0.0268,-0.0268,-0.0265,0.4285,0.5,0.5,0.5,0.5,-1.8359,-4.6228
event,USDCAD,H1,ISM_SVC,big_down,1000_data,up,ALL,ALL,7,0.0682,0.0682,-0.7606,0.2982,0.5714,0.5714,0.2857,0.5714,-1.9118,-6.1853
event,USDCAD,H1,ISM_SVC,big_down,1000_data,dn,ALL,bear,7,0.8423,0.8423,0.3443,1.6566,0.8571,0.8571,0.7143,0.7143,-0.9306,-4.306
event,USDCAD,H1,ISM_SVC,big_up,1000_data,dn,ALL,bull,7,-0.1637,-0.1637,-0.0337,-3.0095,0.4286,0.4286,0.4286,0.0,-4.2635,-5.1246
event,USDCAD,H1,ISM_SVC,big_up,1000_data,up,ALL,bear,6,-0.1717,-0.1717,-0.2175,1.532,0.5,0.5,0.5,0.6667,-1.1208,-11.8515
event,USDCAD,H1,ISM_SVC,big_down,1000_data,dn,ALL,bull,5,-0.3811,-0.3811,-0.5036,1.1291,0.2,0.2,0.2,0.8,-1.9473,-6.0164
event,USDCAD,H1,NFP,down,0830_data,dn,ALL,ALL,24,-0.2958,-0.2958,0.0773,-1.3353,0.4167,0.4167,0.5417,0.3333,-2.4308,-6.9104
event,USDCAD,H1,NFP,up,0830_data,dn,ALL,ALL,21,-0.7597,-0.7597,-0.1587,-1.1938,0.2381,0.2381,0.4286,0.2857,-3.1146,-4.8305
event,USDCAD,H1,NFP,up,0830_data,up,ALL,ALL,18,-0.1536,-0.1536,-0.4557,-1.5889,0.4444,0.4444,0.4444,0.3333,-2.8821,-7.2342
event,USDCAD,H1,NFP,down,0830_data,dn,ALL,bear,13,-0.1759,-0.1759,0.8613,-1.2134,0.4615,0.4615,0.6923,0.4615,-2.3357,-6.8281
event,USDCAD,H1,NFP,big_down,0830_data,dn,ALL,ALL,11,0.246,0.246,-0.4821,-0.041,0.6364,0.6364,0.2727,0.4545,-2.8372,-4.8308
event,USDCAD,H1,NFP,big_up,0830_data,dn,ALL,ALL,11,0.0772,0.0772,0.8267,-0.5063,0.5455,0.5455,0.7273,0.4545,-2.7653,-20.4786
event,USDCAD,H1,NFP,down,0830_data,dn,ALL,bull,11,-0.3028,-0.3028,-0.5551,-1.6833,0.3636,0.3636,0.3636,0.1818,-2.7352,-6.9104
event,USDCAD,H1,NFP,up,0830_data,dn,ALL,bear,11,-0.7261,-0.7261,-0.1006,-0.6928,0.2727,0.2727,0.4545,0.2727,-3.2495,-4.8305
event,USDCAD,H1,NFP,up,0830_data,up,ALL,bull,11,-0.0357,-0.0357,-0.779,-1.5945,0.4545,0.4545,0.3636,0.2727,-3.0401,-7.2342
event,USDCAD,H1,NFP,big_down,0830_data,up,ALL,ALL,10,-0.6275,-0.6275,-1.7578,-0.3416,0.3,0.3,0.2,0.5,-3.3715,-5.2272
event,USDCAD,H1,NFP,up,0830_data,dn,ALL,bull,10,-0.9578,-0.9578,-0.3179,-1.8583,0.2,0.2,0.4,0.3,-2.6063,-4.2979
event,USDCAD,H1,NFP,big_up,0830_data,up,ALL,ALL,9,0.2435,0.2435,0.5515,0.163,0.7778,0.7778,0.7778,0.5556,-1.8736,-7.8342
event,USDCAD,H1,NFP,down,0830_data,up,ALL,ALL,9,-0.5258,-0.5258,0.2454,2.0435,0.2222,0.2222,0.6667,0.5556,-1.8282,-6.3613
event,USDCAD,H1,NFP,big_down,0830_data,dn,ALL,bear,7,0.246,0.246,-0.6314,-2.5587,0.7143,0.7143,0.1429,0.2857,-2.9278,-4.8308
event,USDCAD,H1,NFP,up,0830_data,up,ALL,bear,7,-0.5972,-0.5972,0.0103,-1.5833,0.4286,0.4286,0.5714,0.4286,-1.9028,-5.5452
event,USDCAD,H1,NFP,big_up,0830_data,dn,ALL,bear,6,0.0765,0.0765,1.275,-0.1956,0.5,0.5,0.8333,0.5,-1.6528,-3.032
event,USDCAD,H1,NFP,big_down,0830_data,up,ALL,bear,5,-0.5669,-0.5669,-0.5062,1.2261,0.4,0.4,0.2,0.8,-2.4442,-4.1973
event,USDCAD,H1,NFP,big_up,0830_data,dn,ALL,bull,5,0.0772,0.0772,0.0356,-2.2201,0.6,0.6,0.6,0.4,-3.8342,-20.4786
event,USDCAD,H1,NFP,big_up,0830_data,up,ALL,bear,5,0.1992,0.1992,0.2121,-0.6186,0.6,0.6,0.6,0.4,-2.3822,-7.8342
event,USDCAD,H1,NFP,down,0830_data,up,ALL,bear,5,-0.8929,-0.8929,1.3255,2.2738,0.2,0.2,0.6,0.6,-1.4103,-6.3613
