key_type,asset,tf,family,surprise,slot,direction,intensity,pretrend,n,fwd_15m_med,fwd_1h_med,fwd_4h_med,fwd_24h_med,cont_15m,cont_1h,cont_4h,cont_24h,adverse_med,adverse_worst
event,EURUSD,M15,ADP,up,other,dn,ALL,ALL,27,-0.4287,-0.2024,-1.0657,-0.4789,0.2963,0.4444,0.4444,0.4815,-6.9501,-23.6361
event,EURUSD,M15,ADP,down,other,up,ALL,ALL,25,-0.4281,0.0849,0.4526,-1.1285,0.4,0.56,0.56,0.48,-4.1247,-18.1961
event,EURUSD,M15,ADP,down,other,up,ALL,bull,16,-0.0865,0.1281,0.8035,-0.6452,0.4375,0.5625,0.625,0.5,-3.9724,-18.1961
event,EURUSD,M15,ADP,down,other,dn,ALL,ALL,15,0.2683,0.7558,-1.7637,1.8796,0.6,0.6667,0.2667,0.5333,-5.7712,-12.254
event,EURUSD,M15,ADP,up,other,dn,ALL,bull,15,-0.4287,-1.2191,-1.255,-1.2625,0.3333,0.3333,0.4,0.3333,-7.072,-23.6361
event,EURUSD,M15,ADP,big_up,other,dn,ALL,ALL,13,-0.9063,0.3698,-0.1183,1.9463,0.2308,0.6923,0.4615,0.7692,-3.0295,-17.6093
event,EURUSD,M15,ADP,up,other,dn,ALL,bear,12,-0.4171,0.2796,-0.4786,1.6911,0.25,0.5833,0.5,0.6667,-5.7062,-9.8716
event,EURUSD,M15,ADP,up,other,up,ALL,ALL,11,-0.5742,-0.1112,-0.5886,2.7809,0.3636,0.4545,0.4545,0.6364,-3.4333,-18.8819
event,EURUSD,M15,ADP,down,other,dn,ALL,bull,10,0.291,0.9357,-1.535,3.2557,0.6,0.7,0.3,0.7,-4.6629,-10.4499
event,EURUSD,M15,ADP,big_up,other,up,ALL,ALL,9,0.3008,0.0,0.9356,0.0747,0.6667,0.4444,0.7778,0.5556,-1.4306,-5.879
event,EURUSD,M15,ADP,down,other,up,ALL,bear,9,-0.7523,0.0201,-0.5691,-1.1285,0.3333,0.5556,0.4444,0.4444,-4.442,-8.761
event,EURUSD,M15,ADP,big_up,other,dn,ALL,bear,8,-0.618,-0.0517,-0.1597,3.461,0.375,0.5,0.375,0.875,-2.3369,-5.4282
event,EURUSD,M15,ADP,up,other,up,ALL,bear,7,-0.5742,-0.1112,0.2595,2.7809,0.4286,0.4286,0.5714,0.7143,-2.7432,-12.6193
event,EURUSD,M15,ADP,big_down,other,up,ALL,ALL,6,0.1599,-0.0048,-1.9868,-0.2215,0.5,0.5,0.3333,0.5,-5.4219,-9.5385
event,EURUSD,M15,ADP,big_up,other,dn,ALL,bull,5,-0.9063,1.1623,2.5114,1.2629,0.0,1.0,0.6,0.6,-3.8473,-17.6093
event,EURUSD,M15,ADP,big_up,other,up,ALL,bear,5,0.087,-0.104,1.9783,-0.2599,0.6,0.4,0.8,0.4,-2.3916,-5.2976
event,EURUSD,M15,ADP,down,other,dn,ALL,bear,5,0.2683,0.7156,-2.246,-0.9481,0.6,0.6,0.2,0.2,-7.0134,-12.254
event,EURUSD,M15,AHE,up,0830_data,dn,ALL,ALL,24,0.6278,-0.0464,-0.581,-0.6391,0.625,0.5,0.4583,0.4583,-4.4044,-14.9594
event,EURUSD,M15,AHE,down,0830_data,up,ALL,ALL,22,-0.3968,-0.6146,-0.4894,-0.7852,0.3636,0.4091,0.4091,0.4545,-5.9975,-13.327
event,EURUSD,M15,AHE,down,0830_data,dn,ALL,ALL,14,-0.0943,-1.6961,-1.2366,-1.7049,0.5,0.2857,0.3571,0.3571,-6.2324,-14.8871
event,EURUSD,M15,AHE,up,0830_data,dn,ALL,bull,14,0.8243,0.8443,-1.8267,0.4259,0.6429,0.5714,0.3571,0.5,-4.4044,-14.0205
event,EURUSD,M15,AHE,down,0830_data,up,ALL,bull,13,-0.5374,-0.8484,-0.8559,-0.7365,0.3077,0.3077,0.3846,0.4615,-6.0922,-8.938
event,EURUSD,M15,AHE,up,0830_data,up,ALL,ALL,12,-0.9565,-0.3752,0.1435,0.8743,0.3333,0.4167,0.5,0.5833,-5.593,-18.712
event,EURUSD,M15,AHE,up,0830_data,dn,ALL,bear,10,0.2194,-1.1773,0.9846,-0.7483,0.6,0.4,0.6,0.4,-4.5732,-14.9594
event,EURUSD,M15,AHE,down,0830_data,dn,ALL,bull,9,-0.4846,-2.1776,-1.4043,-1.5072,0.4444,0.2222,0.2222,0.3333,-5.6362,-14.8871
event,EURUSD,M15,AHE,down,0830_data,up,ALL,bear,9,-0.2013,0.4526,-0.3931,-1.8119,0.4444,0.5556,0.4444,0.4444,-5.8931,-13.327
event,EURUSD,M15,AHE,up,0830_data,up,ALL,bull,8,-1.0591,-1.5893,-1.9058,-0.4594,0.25,0.375,0.25,0.5,-6.4736,-18.712
event,EURUSD,M15,AHE,big_down,0830_data,dn,ALL,ALL,7,0.2688,-0.7622,-1.1198,-4.9012,0.5714,0.0,0.2857,0.2857,-6.5845,-13.8862
event,EURUSD,M15,AHE,big_down,0830_data,up,ALL,ALL,7,-0.833,-0.7644,-0.6272,-5.2297,0.1429,0.4286,0.4286,0.2857,-7.1933,-17.8644
event,EURUSD,M15,AHE,big_up,0830_data,dn,ALL,ALL,7,0.4108,0.644,0.2347,0.9819,0.5714,0.7143,0.5714,0.5714,-5.1388,-9.6793
event,EURUSD,M15,AHE,big_down,0830_data,dn,ALL,bull,5,0.363,-0.7622,-3.4086,-4.9012,0.6,0.0,0.4,0.2,-9.7815,-13.8862
event,EURUSD,M15,AHE,big_up,0830_data,dn,ALL,bear,5,0.8246,0.9327,0.2347,-0.0302,0.8,0.6,0.6,0.4,-5.1388,-9.6793
event,EURUSD,M15,AHE,down,0830_data,dn,ALL,bear,5,0.296,-1.3961,3.5228,-1.9026,0.6,0.4,0.6,0.4,-8.6585,-11.1317
event,EURUSD,M15,CLAIMS,down,0830_data,dn,ALL,ALL,68,-0.0488,0.0721,0.136,0.2875,0.4853,0.5147,0.5147,0.5294,-4.0331,-39.3484
event,EURUSD,M15,CLAIMS,down,0830_data,up,ALL,ALL,65,0.0,-0.1017,-0.8378,-1.092,0.4923,0.4923,0.4769,0.4462,-5.2433,-35.2015
event,EURUSD,M15,CLAIMS,up,0830_data,up,ALL,ALL,59,0.2345,0.0759,0.2406,0.4702,0.5932,0.5085,0.5254,0.5424,-4.1137,-34.6799
event,EURUSD,M15,CLAIMS,up,0830_data,dn,ALL,ALL,58,-0.1222,0.1732,0.0862,-1.0448,0.4483,0.5345,0.5172,0.4483,-5.4539,-30.6156
event,EURUSD,M15,CLAIMS,down,0830_data,dn,ALL,bull,40,0.4127,0.1565,-0.163,0.2875,0.6,0.525,0.5,0.55,-4.2676,-39.3484
event,EURUSD,M15,CLAIMS,down,0830_data,up,ALL,bear,33,0.2778,0.493,0.9382,1.3944,0.5455,0.5758,0.5758,0.5758,-3.5496,-13.9066
event,EURUSD,M15,CLAIMS,up,0830_data,up,ALL,bear,33,0.1567,-0.6623,-2.551,-0.9291,0.5455,0.4545,0.3939,0.4242,-5.5836,-21.2611
event,EURUSD,M15,CLAIMS,down,0830_data,up,ALL,bull,32,0.0,-0.9715,-2.1583,-3.405,0.4375,0.4062,0.375,0.3125,-6.0999,-35.2015
event,EURUSD,M15,CLAIMS,up,0830_data,dn,ALL,bull,32,0.0564,0.3013,0.0862,-1.3214,0.5,0.5938,0.5312,0.4375,-5.6514,-30.6156
event,EURUSD,M15,CLAIMS,big_up,0830_data,up,ALL,ALL,30,-0.3451,0.0951,0.7227,0.5729,0.4333,0.5333,0.5667,0.5333,-4.0664,-24.7543
event,EURUSD,M15,CLAIMS,big_down,0830_data,dn,ALL,ALL,28,-0.4293,0.0051,-0.4529,-0.7139,0.3929,0.5,0.3929,0.4286,-5.3057,-16.7006
event,EURUSD,M15,CLAIMS,down,0830_data,dn,ALL,bear,28,-0.4023,-0.1435,0.4911,0.2291,0.3214,0.5,0.5357,0.5,-2.5127,-14.2072
event,EURUSD,M15,CLAIMS,up,0830_data,dn,ALL,bear,26,-0.4249,-0.2464,-0.2347,-0.7764,0.3846,0.4615,0.5,0.4615,-4.8593,-25.4283
event,EURUSD,M15,CLAIMS,up,0830_data,up,ALL,bull,26,0.3099,0.6762,1.5271,2.4448,0.6538,0.5769,0.6923,0.6923,-2.9156,-34.6799
event,EURUSD,M15,CLAIMS,big_down,0830_data,up,ALL,ALL,23,-0.0479,0.3237,0.6289,1.4528,0.4348,0.5652,0.5652,0.5652,-2.6123,-16.7011
event,EURUSD,M15,CLAIMS,big_up,0830_data,dn,ALL,ALL,21,-0.0548,-0.7623,-1.328,-0.4227,0.4762,0.3333,0.381,0.4286,-6.8456,-25.8171
event,EURUSD,M15,CLAIMS,big_down,0830_data,dn,ALL,bull,18,-0.015,0.605,-0.2163,-0.1009,0.5,0.6667,0.3889,0.5,-3.8586,-16.7006
event,EURUSD,M15,CLAIMS,big_up,0830_data,up,ALL,bull,16,-0.3531,-0.27,0.1209,2.1182,0.375,0.5,0.5,0.625,-4.1369,-19.7674
event,EURUSD,M15,CLAIMS,big_up,0830_data,up,ALL,bear,14,-0.0866,0.3628,0.7227,-0.9784,0.5,0.5714,0.6429,0.4286,-3.6008,-24.7543
event,EURUSD,M15,CLAIMS,big_down,0830_data,up,ALL,bull,13,0.0236,0.2175,0.6289,0.5932,0.5385,0.5385,0.6154,0.5385,-1.9673,-16.7011
event,EURUSD,M15,CLAIMS,big_up,0830_data,dn,ALL,bear,13,-0.0548,-0.7498,-1.328,0.0,0.4615,0.3077,0.3846,0.4615,-5.5324,-25.8171
event,EURUSD,M15,CLAIMS,big_down,0830_data,dn,ALL,bear,10,-0.5252,-1.3184,-1.854,-4.7714,0.2,0.2,0.4,0.3,-6.6856,-14.7626
event,EURUSD,M15,CLAIMS,big_down,0830_data,up,ALL,bear,10,-0.1962,0.6774,1.6311,1.5976,0.3,0.6,0.5,0.6,-3.3905,-7.2607
event,EURUSD,M15,CLAIMS,big_up,0830_data,dn,ALL,bull,8,0.1592,-0.8819,-1.7738,-2.1495,0.5,0.375,0.375,0.375,-9.0773,-13.7134
event,EURUSD,M15,CONF,up,1000_data,dn,ALL,ALL,32,-0.0912,-0.3442,-0.2169,-0.1788,0.4688,0.4375,0.5,0.5,-4.1452,-17.6808
event,EURUSD,M15,CONF,big_up,1000_data,dn,ALL,ALL,23,-0.1024,-0.5378,-0.8047,2.7044,0.3478,0.3913,0.3478,0.6087,-3.0847,-11.2636
event,EURUSD,M15,CONF,down,1000_data,up,ALL,ALL,23,-0.1647,-0.8595,0.0,-1.7298,0.3478,0.4348,0.4783,0.4348,-4.8431,-14.0866
event,EURUSD,M15,CONF,up,1000_data,dn,ALL,bull,18,0.3193,0.1499,-0.8715,-0.2084,0.6111,0.5,0.4444,0.5,-4.1452,-17.6808
event,EURUSD,M15,CONF,big_down,1000_data,up,ALL,ALL,16,0.4792,-0.45,0.7535,0.0004,0.5625,0.375,0.625,0.5,-2.7201,-12.6437
event,EURUSD,M15,CONF,big_down,1000_data,dn,ALL,ALL,15,-0.2661,0.6565,1.0215,-1.3416,0.4,0.6667,0.6,0.2667,-5.699,-11.8596
event,EURUSD,M15,CONF,down,1000_data,dn,ALL,ALL,15,-0.655,-0.4367,-0.0703,0.7819,0.2667,0.4667,0.4667,0.5333,-4.6242,-16.8373
event,EURUSD,M15,CONF,up,1000_data,up,ALL,ALL,15,-0.1484,0.3138,-0.5397,-1.7352,0.4667,0.6,0.4667,0.4,-5.3014,-20.143
event,EURUSD,M15,CONF,big_up,1000_data,dn,ALL,bull,14,-0.2928,-0.9175,-1.1734,0.4584,0.3571,0.2143,0.2143,0.5,-3.5488,-10.9945
event,EURUSD,M15,CONF,up,1000_data,dn,ALL,bear,14,-0.2119,-0.4227,1.4246,-0.1216,0.2857,0.3571,0.5714,0.5,-3.6004,-9.5223
event,EURUSD,M15,CONF,down,1000_data,up,ALL,bear,12,-0.0073,-0.5953,0.4343,-1.6677,0.3333,0.4167,0.5833,0.4167,-5.0209,-13.0153
event,EURUSD,M15,CONF,down,1000_data,up,ALL,bull,11,-0.287,-0.9735,-0.6783,-1.8104,0.3636,0.4545,0.3636,0.4545,-4.8233,-14.0866
event,EURUSD,M15,CONF,up,1000_data,up,ALL,bear,10,-0.3537,0.3206,0.7675,-1.0768,0.4,0.7,0.6,0.4,-3.6133,-13.4206
event,EURUSD,M15,CONF,big_up,1000_data,up,ALL,ALL,9,0.1193,0.3456,-0.708,-2.5605,0.5556,0.5556,0.4444,0.2222,-4.715,-10.7124
event,EURUSD,M15,CONF,big_up,1000_data,dn,ALL,bear,9,-0.0926,0.8621,0.3881,3.8368,0.3333,0.6667,0.5556,0.7778,-2.5517,-11.2636
event,EURUSD,M15,CONF,down,1000_data,dn,ALL,bear,9,-0.3516,-0.6126,-0.0703,-1.6094,0.2222,0.3333,0.4444,0.3333,-5.9408,-16.8373
event,EURUSD,M15,CONF,big_down,1000_data,dn,ALL,bull,8,-0.1425,0.8479,0.6658,-4.7176,0.5,0.875,0.625,0.125,-7.0369,-11.8596
event,EURUSD,M15,CONF,big_down,1000_data,up,ALL,bear,8,0.688,0.1892,0.8078,-2.8465,0.625,0.5,0.625,0.25,-5.4226,-11.2171
event,EURUSD,M15,CONF,big_down,1000_data,up,ALL,bull,8,0.203,-0.4643,0.6195,5.8343,0.5,0.25,0.625,0.75,-2.2914,-12.6437
event,EURUSD,M15,CONF,big_down,1000_data,dn,ALL,bear,7,-0.2661,-0.2358,1.4937,-1.1425,0.2857,0.4286,0.5714,0.4286,-4.2117,-10.3318
event,EURUSD,M15,CONF,down,1000_data,dn,ALL,bull,6,-0.757,0.5956,-0.3068,1.4291,0.3333,0.6667,0.5,0.8333,-3.9194,-9.9057
event,EURUSD,M15,CONF,big_up,1000_data,up,ALL,bull,5,-0.3167,-0.1323,-1.1021,-6.7368,0.4,0.4,0.0,0.2,-7.7165,-10.7124
event,EURUSD,M15,CONF,up,1000_data,up,ALL,bull,5,0.1852,-0.4938,-1.9091,-9.3377,0.6,0.4,0.2,0.4,-13.2987,-20.143
event,EURUSD,M15,CPI_FLASH,down,eu_session,up,ALL,ALL,7,-0.1753,2.0847,1.4979,2.8458,0.2857,0.7143,0.5714,0.7143,-3.8484,-8.5421
event,EURUSD,M15,CPI_FLASH,down,eu_session,up,ALL,bear,6,-0.1042,2.202,1.9993,2.2454,0.3333,0.8333,0.6667,0.6667,-2.7628,-8.5421
event,EURUSD,M15,CPI_FLASH,up,eu_session,up,ALL,ALL,5,0.5226,1.1993,4.5664,-3.1719,1.0,0.8,1.0,0.0,-6.4735,-10.4013
event,EURUSD,M15,CPI_MM,down,0830_data,up,ALL,ALL,67,-0.2155,0.1466,0.2044,-0.448,0.4478,0.5075,0.5075,0.4776,-4.3796,-18.4976
event,EURUSD,M15,CPI_MM,up,0830_data,dn,ALL,ALL,44,0.1983,-0.3084,-1.0735,0.9542,0.5455,0.4318,0.3636,0.5909,-5.5689,-42.721
event,EURUSD,M15,CPI_MM,down,0830_data,up,ALL,bull,39,0.0,-0.0536,0.0,0.1162,0.4872,0.4872,0.4615,0.5385,-4.3728,-10.8037
event,EURUSD,M15,CPI_MM,down,0830_data,dn,ALL,ALL,32,0.1897,0.2512,0.7734,1.0607,0.5625,0.5625,0.5312,0.5938,-4.7108,-21.2267
event,EURUSD,M15,CPI_MM,down,0830_data,up,ALL,bear,28,-0.3326,0.1466,0.7733,-1.9649,0.3929,0.5357,0.5714,0.3929,-4.9883,-18.4976
event,EURUSD,M15,CPI_MM,up,0830_data,up,ALL,ALL,25,0.3193,0.5418,0.68,-0.7629,0.6,0.64,0.56,0.4,-4.8596,-16.2185
event,EURUSD,M15,CPI_MM,up,0830_data,dn,ALL,bull,24,0.3636,0.1608,-0.0504,0.676,0.625,0.5,0.4167,0.625,-4.6329,-22.4984
event,EURUSD,M15,CPI_MM,big_down,0830_data,up,ALL,ALL,21,0.1979,-0.5623,-0.5389,1.1177,0.5714,0.4762,0.4286,0.619,-5.4358,-26.7183
event,EURUSD,M15,CPI_MM,up,0830_data,dn,ALL,bear,20,-0.2929,-1.0107,-1.4765,1.2153,0.45,0.35,0.3,0.55,-6.2863,-42.721
event,EURUSD,M15,CPI_MM,big_up,0830_data,dn,ALL,ALL,19,-0.7087,-0.8954,-1.1801,0.164,0.3684,0.3684,0.4737,0.6842,-6.0518,-22.4984
event,EURUSD,M15,CPI_MM,down,0830_data,dn,ALL,bull,17,0.1899,0.2712,0.3567,3.2929,0.5294,0.5294,0.5294,0.6471,-5.4558,-12.119
event,EURUSD,M15,CPI_MM,up,0830_data,up,ALL,bear,16,0.2271,0.3039,-0.4611,-0.7629,0.625,0.5625,0.5,0.375,-4.2064,-16.2185
event,EURUSD,M15,CPI_MM,down,0830_data,dn,ALL,bear,15,0.1894,0.2313,1.6621,0.7339,0.6,0.6,0.5333,0.5333,-3.4129,-21.2267
event,EURUSD,M15,CPI_MM,big_down,0830_data,up,ALL,bull,12,-0.9932,-0.4326,-1.6968,0.5687,0.3333,0.5,0.3333,0.5833,-7.6271,-26.7183
event,EURUSD,M15,CPI_MM,big_up,0830_data,dn,ALL,bull,10,-0.9965,-1.2162,-9.3477,0.1479,0.3,0.2,0.2,0.6,-12.3012,-22.4984
event,EURUSD,M15,CPI_MM,big_down,0830_data,up,ALL,bear,9,0.8201,-0.5623,0.7386,3.4884,0.8889,0.4444,0.5556,0.6667,-5.4358,-18.4976
event,EURUSD,M15,CPI_MM,big_up,0830_data,dn,ALL,bear,9,-0.7087,1.6076,4.6334,3.3079,0.4444,0.5556,0.7778,0.7778,-4.394,-19.5726
event,EURUSD,M15,CPI_MM,up,0830_data,up,ALL,bull,9,0.7758,0.8259,1.161,-2.2786,0.5556,0.7778,0.6667,0.4444,-4.879,-13.8695
event,EURUSD,M15,CPI_MM,big_up,0830_data,up,ALL,ALL,6,0.3229,-0.1149,-0.6539,-5.3431,0.8333,0.5,0.5,0.3333,-8.2287,-10.8703
event,EURUSD,M15,CPI_YY,down,0830_data,up,ALL,ALL,66,-0.3238,0.1466,0.6117,-0.4942,0.4394,0.5152,0.5303,0.4697,-4.3762,-18.4976
event,EURUSD,M15,CPI_YY,up,0830_data,dn,ALL,ALL,60,0.0,-0.2917,-1.1077,0.6188,0.4667,0.45,0.4333,0.5167,-5.1546,-42.721
event,EURUSD,M15,CPI_YY,up,0830_data,up,ALL,ALL,49,-0.1181,0.162,-2.3435,-2.2786,0.4694,0.5102,0.4082,0.3469,-6.7835,-25.1062
event,EURUSD,M15,CPI_YY,down,0830_data,up,ALL,bull,38,-0.6235,-0.3447,-0.0743,-0.448,0.3947,0.4211,0.4737,0.4737,-4.3762,-10.8037
event,EURUSD,M15,CPI_YY,down,0830_data,dn,ALL,ALL,33,-0.1129,0.7296,0.7478,2.0522,0.4242,0.6061,0.6061,0.6364,-4.0987,-25.05
event,EURUSD,M15,CPI_YY,up,0830_data,dn,ALL,bull,31,0.0,-0.0531,0.3023,0.848,0.4516,0.4839,0.5161,0.5484,-4.6612,-19.1554
event,EURUSD,M15,CPI_YY,up,0830_data,dn,ALL,bear,29,-0.1567,-0.2917,-1.7875,-1.0215,0.4828,0.4138,0.3448,0.4828,-5.9236,-42.721
event,EURUSD,M15,CPI_YY,down,0830_data,up,ALL,bear,28,0.0341,0.4544,0.7349,-0.7348,0.5,0.6429,0.6071,0.4643,-4.0431,-18.4976
event,EURUSD,M15,CPI_YY,big_down,0830_data,up,ALL,ALL,26,0.2572,-0.213,-1.6968,-0.667,0.5769,0.4615,0.3077,0.5,-6.5746,-26.7183
event,EURUSD,M15,CPI_YY,up,0830_data,up,ALL,bear,26,-0.3222,-0.8005,-2.3676,-3.0574,0.4231,0.4615,0.3846,0.3077,-6.9718,-15.2036
event,EURUSD,M15,CPI_YY,big_up,0830_data,dn,ALL,ALL,24,-0.6556,-0.8233,0.9916,1.906,0.4167,0.375,0.5417,0.7917,-5.0233,-22.4984
event,EURUSD,M15,CPI_YY,down,0830_data,dn,ALL,bull,24,0.1554,0.7892,0.752,2.6725,0.5,0.625,0.625,0.6667,-3.8511,-23.4899
event,EURUSD,M15,CPI_YY,up,0830_data,up,ALL,bull,23,0.0581,0.3305,-1.4269,-2.2786,0.5217,0.5652,0.4348,0.3913,-6.6755,-25.1062
event,EURUSD,M15,CPI_YY,big_down,0830_data,up,ALL,bull,14,-0.5312,0.4679,-1.8734,0.0197,0.4286,0.5714,0.2857,0.5714,-7.385,-26.7183
event,EURUSD,M15,CPI_YY,big_up,0830_data,dn,ALL,bull,14,0.4852,-0.8593,-1.1801,0.5039,0.5,0.2143,0.2857,0.7143,-5.7289,-22.4984
event,EURUSD,M15,CPI_YY,big_down,0830_data,up,ALL,bear,12,1.0918,-0.5623,-0.9039,-1.3727,0.75,0.3333,0.3333,0.4167,-5.9107,-18.4976
event,EURUSD,M15,CPI_YY,big_up,0830_data,up,ALL,ALL,11,0.0429,-0.7719,-1.8001,-6.0463,0.5455,0.2727,0.3636,0.3636,-7.16,-15.2036
event,EURUSD,M15,CPI_YY,big_up,0830_data,dn,ALL,bear,10,-0.7679,0.8344,5.4887,7.3347,0.3,0.6,0.9,0.9,-3.6242,-10.4523
event,EURUSD,M15,CPI_YY,big_down,0830_data,dn,ALL,ALL,9,-0.4162,-0.0595,-1.7875,-1.962,0.4444,0.4444,0.2222,0.3333,-5.8347,-23.4899
event,EURUSD,M15,CPI_YY,down,0830_data,dn,ALL,bear,9,-0.2617,0.2915,0.1443,0.2165,0.2222,0.5556,0.5556,0.5556,-4.0987,-25.05
event,EURUSD,M15,CPI_YY,big_up,0830_data,up,ALL,bull,6,0.222,0.0315,1.2035,1.6548,0.6667,0.5,0.6667,0.5,-2.3866,-10.3542
event,EURUSD,M15,CPI_YY,big_down,0830_data,dn,ALL,bull,5,-0.4698,0.2712,-3.9979,0.751,0.4,0.6,0.4,0.6,-7.0764,-23.4899
event,EURUSD,M15,CPI_YY,big_up,0830_data,up,ALL,bear,5,-0.2366,-2.4117,-3.7304,-8.6508,0.4,0.0,0.0,0.2,-10.8703,-15.2036
event,EURUSD,M15,CRUDE,down,other,dn,ALL,ALL,25,0.0931,-0.1493,-0.4893,-0.0306,0.52,0.44,0.44,0.48,-6.3589,-39.6751
event,EURUSD,M15,CRUDE,big_up,other,up,ALL,ALL,17,-0.6978,-0.0935,-0.4084,-0.4011,0.1765,0.4706,0.4118,0.4706,-4.6607,-14.3767
event,EURUSD,M15,CRUDE,big_down,other,dn,ALL,ALL,16,-0.16,-0.7951,-0.9218,1.2546,0.375,0.3125,0.3125,0.6875,-5.404,-15.7838
event,EURUSD,M15,CRUDE,up,other,up,ALL,ALL,15,0.2248,0.1744,0.7185,-1.276,0.5333,0.5333,0.6,0.4667,-5.2593,-21.1497
event,EURUSD,M15,CRUDE,down,other,dn,ALL,bull,15,-0.273,-0.2096,-0.5115,2.752,0.4,0.4667,0.4,0.6667,-6.3589,-17.583
event,EURUSD,M15,CRUDE,down,other,up,ALL,ALL,14,-0.1356,-1.0231,0.4113,2.0371,0.4286,0.3571,0.5714,0.6429,-4.0632,-7.0969
event,EURUSD,M15,CRUDE,up,other,dn,ALL,ALL,14,-0.3073,-0.4954,0.7485,0.2824,0.2857,0.2857,0.7143,0.5,-3.301,-21.068
event,EURUSD,M15,CRUDE,big_down,other,up,ALL,ALL,13,-0.3376,-0.039,1.7454,0.2938,0.4615,0.3846,0.6154,0.5385,-3.9813,-8.3989
event,EURUSD,M15,CRUDE,big_up,other,dn,ALL,ALL,12,0.1875,0.3298,0.3756,-1.1951,0.6667,0.5833,0.5,0.4167,-6.2911,-20.6441
event,EURUSD,M15,CRUDE,down,other,dn,ALL,bear,10,0.1384,-0.1241,0.1919,-3.1767,0.7,0.4,0.5,0.2,-5.9832,-39.6751
event,EURUSD,M15,CRUDE,up,other,up,ALL,bear,10,0.3052,0.5023,0.7652,-1.6823,0.7,0.6,0.6,0.4,-5.6871,-20.8029
event,EURUSD,M15,CRUDE,big_down,other,up,ALL,bear,9,-0.3376,-0.0095,3.5045,1.9671,0.4444,0.4444,0.7778,0.6667,-2.9852,-7.8681
event,EURUSD,M15,CRUDE,big_up,other,up,ALL,bull,9,-0.6978,-0.0935,-2.3804,2.6087,0.1111,0.4444,0.3333,0.5556,-3.6444,-11.9383
event,EURUSD,M15,CRUDE,big_down,other,dn,ALL,bear,8,-0.5003,-0.6728,-1.3652,-1.971,0.25,0.25,0.125,0.5,-5.427,-15.7838
event,EURUSD,M15,CRUDE,big_down,other,dn,ALL,bull,8,0.0096,-0.8644,-0.3374,1.9425,0.5,0.375,0.5,0.875,-4.0239,-9.3795
event,EURUSD,M15,CRUDE,big_up,other,dn,ALL,bear,8,0.1875,-0.0791,-0.486,-1.1951,0.75,0.5,0.375,0.375,-6.2911,-13.0812
event,EURUSD,M15,CRUDE,big_up,other,up,ALL,bear,8,-0.6276,-0.3488,0.3533,-3.2366,0.25,0.5,0.5,0.375,-4.6639,-14.3767
event,EURUSD,M15,CRUDE,up,other,dn,ALL,bull,8,-0.4974,-0.7475,0.7485,0.2824,0.25,0.25,0.625,0.5,-3.301,-21.068
event,EURUSD,M15,CRUDE,down,other,up,ALL,bear,7,-0.1094,-1.0384,1.8963,9.6264,0.4286,0.4286,0.7143,0.7143,-3.0629,-5.9368
event,EURUSD,M15,CRUDE,down,other,up,ALL,bull,7,-0.3059,-1.0078,-1.9535,0.2326,0.4286,0.2857,0.4286,0.5714,-4.2791,-7.0969
event,EURUSD,M15,CRUDE,up,other,dn,ALL,bear,6,-0.1972,-0.0544,1.2141,-2.529,0.3333,0.3333,0.8333,0.5,-4.5042,-20.4118
event,EURUSD,M15,CRUDE,up,other,up,ALL,bull,5,-0.7472,-0.2135,0.3229,1.9693,0.2,0.4,0.6,0.6,-2.4021,-21.1497
event,EURUSD,M15,DURABLES,down,0830_data,up,ALL,ALL,24,-0.0075,-0.4412,-0.7998,-0.9775,0.4583,0.4167,0.3333,0.375,-5.2189,-15.7521
event,EURUSD,M15,DURABLES,up,0830_data,dn,ALL,ALL,18,-0.2754,0.438,1.1923,-0.0993,0.3889,0.6667,0.6111,0.5,-3.7211,-25.4283
event,EURUSD,M15,DURABLES,down,0830_data,up,ALL,bear,15,0.0949,-0.6623,-0.8544,-0.9035,0.5333,0.3333,0.2667,0.4,-6.2478,-15.7521
event,EURUSD,M15,DURABLES,down,0830_data,dn,ALL,ALL,14,0.0735,0.1744,0.1647,-0.3671,0.5714,0.5714,0.5,0.5,-5.9839,-11.4973
event,EURUSD,M15,DURABLES,up,0830_data,dn,ALL,bull,11,-0.4269,0.5,1.4384,-0.4425,0.4545,0.6364,0.5455,0.4545,-4.8907,-11.0283
event,EURUSD,M15,DURABLES,down,0830_data,up,ALL,bull,9,-0.0151,0.3566,-0.2921,-1.0514,0.3333,0.5556,0.4444,0.3333,-4.1243,-6.0178
event,EURUSD,M15,DURABLES,down,0830_data,dn,ALL,bear,8,0.1279,0.1744,0.8232,-1.2065,0.75,0.625,0.625,0.375,-4.6108,-11.4973
event,EURUSD,M15,DURABLES,big_down,0830_data,up,ALL,ALL,7,-0.2398,-0.5831,-0.9091,-1.4334,0.1429,0.4286,0.4286,0.2857,-4.9733,-9.8321
event,EURUSD,M15,DURABLES,big_up,0830_data,dn,ALL,ALL,7,0.0,0.5963,0.6098,-3.6247,0.4286,0.5714,0.5714,0.2857,-6.5032,-13.7134
event,EURUSD,M15,DURABLES,up,0830_data,up,ALL,ALL,7,-0.1296,0.8939,1.5228,2.4434,0.4286,0.5714,0.5714,0.5714,-1.5547,-9.0959
event,EURUSD,M15,DURABLES,up,0830_data,dn,ALL,bear,7,-0.1239,0.3759,0.9462,1.032,0.2857,0.7143,0.7143,0.5714,-2.3183,-25.4283
