entry_time,exit_time,side,entry,exit,risk,r,bars,kind,ny_date,dur_h
2024-06-07 03:00:00-04:00,2024-06-07 04:00:00-04:00,-1,2375.38,2371.79,18.48,0.194,1,trail/stop,2024-06-07,1
2024-06-13 09:00:00-04:00,2024-06-13 10:00:00-04:00,1,2323.44,2319.84,19.23,-0.188,1,trail/stop,2024-06-13,1
2024-06-19 06:00:00-04:00,2024-06-19 07:00:00-04:00,-1,2328.02,2325.47,14.2,0.18,1,trail/stop,2024-06-19,1
2024-06-21 03:00:00-04:00,2024-06-21 04:00:00-04:00,-1,2358.37,2345.89,14.2,0.879,1,trail/stop,2024-06-21,1
2024-06-24 04:00:00-04:00,2024-06-24 05:00:00-04:00,1,2330.94,2350.64,18.56,1.062,1,trail/stop,2024-06-24,1
2024-06-25 05:00:00-04:00,2024-06-25 09:00:00-04:00,1,2329.58,2320.51,16.75,-0.542,4,trail/stop,2024-06-25,4
2024-06-26 23:00:00-04:00,2024-06-27 00:00:00-04:00,1,2299.38,2302.6,16.03,0.201,1,trail/stop,2024-06-26,1
2024-07-04 00:00:00-04:00,2024-07-04 01:00:00-04:00,-1,2357.98,2347.98,15.23,0.656,1,trail/stop,2024-07-04,1
2024-07-05 06:00:00-04:00,2024-07-05 08:00:00-04:00,-1,2362.28,2366.86,12.9,-0.355,2,trail/stop,2024-07-05,2
2024-07-07 23:00:00-04:00,2024-07-08 00:00:00-04:00,-1,2382.81,2365.95,13.75,1.225,1,trail/stop,2024-07-07,1
2024-07-16 09:00:00-04:00,2024-07-16 10:00:00-04:00,-1,2432.42,2437.17,17.16,-0.277,1,trail/stop,2024-07-16,1
2024-07-25 16:00:00-04:00,2024-07-25 18:00:00-04:00,1,2362.12,2378.63,22.61,0.73,1,trail/stop,2024-07-25,1
2024-08-02 11:00:00-04:00,2024-08-02 12:00:00-04:00,-1,2431.35,2437.94,26.24,-0.251,1,trail/stop,2024-08-02,1
2024-08-15 09:00:00-04:00,2024-08-15 10:00:00-04:00,-1,2440.88,2451.84,18.96,-0.578,1,trail/stop,2024-08-15,1
2024-08-20 12:00:00-04:00,2024-08-20 16:00:00-04:00,-1,2508.29,2516.47,21.57,-0.38,4,trail/stop,2024-08-20,4
2024-08-26 10:00:00-04:00,2024-08-26 12:00:00-04:00,-1,2515.72,2518.87,17.13,-0.184,2,trail/stop,2024-08-26,2
2024-08-27 11:00:00-04:00,2024-08-27 22:00:00-04:00,1,2514.75,2513.68,17.16,-0.063,10,trail/stop,2024-08-27,10
2024-08-29 09:00:00-04:00,2024-08-29 10:00:00-04:00,-1,2508.96,2513.26,16.87,-0.255,1,trail/stop,2024-08-29,1
2024-08-30 07:00:00-04:00,2024-09-02 04:00:00-04:00,-1,2515.12,2507.02,16.74,0.484,20,trail/stop,2024-08-30,20
2024-09-05 22:00:00-04:00,2024-09-05 23:00:00-04:00,-1,2513.58,2508.98,15.34,0.3,1,trail/stop,2024-09-05,1
2024-09-06 04:00:00-04:00,2024-09-06 05:00:00-04:00,-1,2516.29,2519.08,15.44,-0.181,1,trail/stop,2024-09-06,1
2024-09-11 07:00:00-04:00,2024-09-11 08:00:00-04:00,-1,2521.56,2514.61,14.33,0.485,1,trail/stop,2024-09-11,1
2024-09-23 03:00:00-04:00,2024-09-23 05:00:00-04:00,-1,2624.24,2621.47,18.91,0.146,2,trail/stop,2024-09-23,2
2024-09-24 02:00:00-04:00,2024-09-24 06:00:00-04:00,-1,2625.22,2631.65,17.23,-0.374,4,trail/stop,2024-09-24,4
2024-09-26 10:00:00-04:00,2024-09-26 11:00:00-04:00,-1,2660.65,2670.14,20.49,-0.463,1,trail/stop,2024-09-26,1
2024-10-09 02:00:00-04:00,2024-10-09 03:00:00-04:00,1,2619.72,2630.81,22.04,0.503,1,trail/stop,2024-10-09,1
2024-10-14 05:00:00-04:00,2024-10-14 06:00:00-04:00,-1,2659.34,2657.28,18.55,0.111,1,trail/stop,2024-10-14,1
2024-10-15 11:00:00-04:00,2024-10-16 11:00:00-04:00,1,2659.9,2667.71,18.51,0.422,23,trail/stop,2024-10-15,23
2024-10-17 00:00:00-04:00,2024-10-17 01:00:00-04:00,-1,2676.5,2683.1,17.09,-0.386,1,trail/stop,2024-10-17,1
2024-10-21 02:00:00-04:00,2024-10-21 03:00:00-04:00,-1,2724.67,2719.43,17.85,0.293,1,trail/stop,2024-10-21,1
2024-10-29 06:00:00-04:00,2024-10-29 07:00:00-04:00,-1,2749.75,2751.15,18.5,-0.076,1,trail/stop,2024-10-29,1
2024-10-30 04:00:00-04:00,2024-10-30 05:00:00-04:00,-1,2781.26,2763.6,18.21,0.969,1,trail/stop,2024-10-30,1
2024-11-04 05:00:00-05:00,2024-11-04 06:00:00-05:00,1,2743.42,2741.69,20.52,-0.084,1,trail/stop,2024-11-04,1
2024-11-07 01:00:00-05:00,2024-11-07 02:00:00-05:00,1,2659.24,2702.92,31.04,1.407,1,trail/stop,2024-11-07,1
2024-11-19 03:00:00-05:00,2024-11-19 04:00:00-05:00,-1,2618.91,2610.41,20.8,0.408,1,trail/stop,2024-11-19,1
2024-11-20 00:00:00-05:00,2024-11-20 01:00:00-05:00,-1,2636.4,2635.68,19.3,0.037,1,trail/stop,2024-11-20,1
2024-11-24 21:00:00-05:00,2024-11-25 06:00:00-05:00,-1,2701.19,2683.84,22.83,0.76,9,trail/stop,2024-11-24,9
2024-12-03 15:00:00-05:00,2024-12-04 09:00:00-05:00,-1,2640.84,2651.01,21.86,-0.465,17,trail/stop,2024-12-03,17
2024-12-19 02:00:00-05:00,2024-12-19 03:00:00-05:00,1,2613.1,2627.5,21.79,0.661,1,trail/stop,2024-12-19,1
2025-01-03 01:00:00-05:00,2025-01-03 02:00:00-05:00,-1,2658.46,2647.95,16.89,0.622,1,trail/stop,2025-01-03,1
2025-01-06 11:00:00-05:00,2025-01-07 10:00:00-05:00,1,2634.64,2645.42,20.66,0.521,20,trail/stop,2025-01-06,20
2025-01-08 20:00:00-05:00,2025-01-08 22:00:00-05:00,-1,2659.7,2661.34,16.51,-0.1,2,trail/stop,2025-01-08,2
2025-01-15 11:00:00-05:00,2025-01-15 12:00:00-05:00,-1,2678.52,2684.23,17.52,-0.326,1,trail/stop,2025-01-15,1
2025-01-24 11:00:00-05:00,2025-01-24 12:00:00-05:00,-1,2775.78,2768.42,17.27,0.426,1,trail/stop,2025-01-24,1
2025-02-05 09:00:00-05:00,2025-02-05 10:00:00-05:00,-1,2861.71,2855.0,22.3,0.301,1,trail/stop,2025-02-05,1
2025-02-12 10:00:00-05:00,2025-02-14 08:00:00-05:00,1,2894.42,2919.19,28.3,0.875,44,trail/stop,2025-02-12,44
2025-02-19 07:00:00-05:00,2025-02-19 08:00:00-05:00,-1,2933.74,2935.87,19.7,-0.109,1,trail/stop,2025-02-19,1
2025-02-26 11:00:00-05:00,2025-02-26 21:00:00-05:00,1,2913.14,2905.84,26.22,-0.279,9,trail/stop,2025-02-26,9
2025-02-27 13:00:00-05:00,2025-02-27 14:00:00-05:00,1,2883.25,2893.66,27.81,0.374,1,trail/stop,2025-02-27,1
2025-03-04 02:00:00-05:00,2025-03-04 03:00:00-05:00,-1,2887.15,2888.64,24.55,-0.061,1,trail/stop,2025-03-04,1
2025-03-04 10:00:00-05:00,2025-03-04 11:00:00-05:00,-1,2903.32,2905.04,26.54,-0.065,1,trail/stop,2025-03-04,1
2025-03-07 12:00:00-05:00,2025-03-11 03:00:00-04:00,-1,2913.84,2904.41,26.88,0.351,38,trail/stop,2025-03-07,38
2025-03-13 08:00:00-04:00,2025-03-13 09:00:00-04:00,-1,2942.18,2940.13,18.44,0.111,1,trail/stop,2025-03-13,1
2025-03-17 08:00:00-04:00,2025-03-17 09:00:00-04:00,-1,2987.0,2999.95,21.95,-0.59,1,trail/stop,2025-03-17,1
2025-03-19 03:00:00-04:00,2025-03-19 06:00:00-04:00,-1,3035.68,3038.5,18.78,-0.15,3,trail/stop,2025-03-19,3
2025-03-26 05:00:00-04:00,2025-03-26 21:00:00-04:00,-1,3018.52,3029.19,19.3,-0.553,15,trail/stop,2025-03-26,15
2025-03-31 10:00:00-04:00,2025-03-31 11:00:00-04:00,-1,3113.3,3101.68,28.68,0.405,1,trail/stop,2025-03-31,1
2025-04-04 07:00:00-04:00,2025-04-04 08:00:00-04:00,1,3110.35,3089.6,45.53,-0.456,1,trail/stop,2025-04-04,1
2025-04-08 22:00:00-04:00,2025-04-09 14:00:00-04:00,1,3008.76,3049.97,56.12,0.734,16,trail/stop,2025-04-08,16
2025-04-16 22:00:00-04:00,2025-04-16 23:00:00-04:00,-1,3323.79,3303.96,34.05,0.582,1,trail/stop,2025-04-16,1
2025-04-22 04:00:00-04:00,2025-04-22 05:00:00-04:00,-1,3468.48,3433.77,46.25,0.751,1,trail/stop,2025-04-22,1
2025-05-01 10:00:00-04:00,2025-05-01 11:00:00-04:00,1,3224.46,3270.83,43.2,1.074,1,trail/stop,2025-05-01,1
2025-05-02 12:00:00-04:00,2025-05-04 21:00:00-04:00,-1,3231.48,3256.18,44.97,-0.549,8,trail/stop,2025-05-02,8
2025-05-06 19:00:00-04:00,2025-05-06 20:00:00-04:00,-1,3381.46,3373.05,42.48,0.198,1,trail/stop,2025-05-06,1
2025-05-27 14:00:00-04:00,2025-05-27 15:00:00-04:00,1,3301.4,3319.6,31.2,0.584,1,trail/stop,2025-05-27,1
2025-06-01 19:00:00-04:00,2025-06-03 00:00:00-04:00,1,3313.18,3359.35,37.17,1.242,28,trail/stop,2025-06-01,28
