ts_ny,asset,ccy,family,event_raw,tf,slot,surprise_z,surprise,direction,react_atr,range_mult,intensity,pretrend,entry,atr,fwd_15m,fwd_1h,fwd_4h,fwd_24h,worst_adverse_atr,cost_atr,pit_n_15m,pit_cont_15m,pit_n_1h,pit_cont_1h,pit_n_4h,pit_cont_4h,pnl_atr,conf,win,mode,horizon,thr
2012-03-08 08:30:00-05:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.5013484062749904,up,up,1.4579934747143362,3.874388254485935,3-5x,bull,1.32573,0.0010453999999999962,-1.042663095465888,-1.7505261144059736,0.5548115553855242,-9.240482112110232,-9.83355653338445,0.0765257317773104,21,0.6666666666666666,21,0.6190476190476191,21,0.5238095238095238,-1.1191888272431985,0.6666666666666666,False,follow,15m,0.6
2012-03-15 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.3012735415358374,down,up,0.24891774891769797,1.37445887445887,3-5x,bull,0.9273,0.0009399999999999986,-1.510638297872318,-1.0851063829787473,-5.010638297872339,-7.840425531914892,-9.627659574468103,0.10638297872340442,20,0.65,20,0.5,20,0.55,-1.6170212765957226,0.65,False,follow,15m,0.6
2012-03-29 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.4029810688357008,up,dn,-0.7751937984496208,2.159468438538218,3-5x,bull,0.90798,0.0007443999999999984,0.6582482536270708,0.7925846319182976,-0.026867275658275184,8.382590005373505,-1.2358946802794653,0.13433637829124156,29,0.7241379310344828,29,0.5517241379310345,29,0.4827586206896552,0.5239118753358293,0.7241379310344828,True,follow,15m,0.6
2012-03-29 08:30:00-04:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.4029810688357008,up,up,0.7496800146279433,2.0113366246114315,3-5x,bear,1.32682,0.0011219999999999963,0.8377896613190232,0.7664884135471156,0.2406417112299406,7.638146167557928,-1.3101604278075645,0.07130124777183625,22,0.6363636363636364,22,0.5909090909090909,22,0.5454545454545454,0.766488413547187,0.6363636363636364,True,follow,15m,0.6
2012-04-26 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.707836387891472,up,dn,-0.48652694610786223,1.5157185628742302,3-5x,bear,0.90921,0.0005445999999999929,0.1836210062430964,-0.0,1.928020565552716,4.719059860448026,-7.363202350349104,0.18362100624311664,30,0.7333333333333333,30,0.5666666666666667,30,0.4666666666666667,-2.0233814623793478e-14,0.7333333333333333,False,follow,15m,0.6
2012-04-26 08:30:00-04:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.707836387891472,up,up,0.5635245901639394,1.4472336065574998,3-5x,bull,1.32123,0.000792999999999986,0.012610340479275775,-0.06305170239581885,2.194199243379704,4.464060529634503,-7.011349306431409,0.1008827238335453,23,0.6521739130434783,23,0.6086956521739131,23,0.5652173913043478,-0.08827238335426953,0.6521739130434783,False,follow,15m,0.6
2012-06-14 08:30:00-04:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.4592885832208148,up,up,1.2080914028844367,2.0415808203783956,3-5x,bull,1.25708,0.0010980000000000078,0.6375227686702349,0.23679417122033253,2.4316939890709754,4.016393442622945,-0.7559198542804012,0.07285974499089203,24,0.6666666666666666,24,0.5833333333333334,24,0.5833333333333334,0.564663023679343,0.6666666666666666,True,follow,15m,0.6
2012-06-14 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.4592885832208148,up,dn,-1.4155588380108017,2.227966518956135,3-5x,bear,0.95501,0.0008382000000000067,0.5845860176568677,0.1550942495825262,2.195180147936112,3.817704605106126,-0.8351228823668781,0.11930326890956718,31,0.7419354838709677,31,0.5483870967741935,31,0.4838709677419355,0.4652827487473005,0.7419354838709677,True,follow,15m,0.6
2012-06-21 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.3066621850554485,up,dn,-0.5086469989827909,1.653102746693894,3-5x,bull,0.9476,0.0007958000000000021,-0.9298818798692648,-3.8828851470219012,-10.76903744659455,-12.62880120633322,-14.400603166624775,0.1256597134958529,32,0.75,32,0.5625,32,0.5,-1.0555415933651178,0.75,False,follow,15m,0.6
2012-06-21 08:30:00-04:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.3066621850554485,up,up,0.6313607237091733,1.7244628722201374,3-5x,bear,1.2671,0.0010761999999999937,-0.799107972495694,-3.8004088459393706,-10.499907080468251,-12.432633339527992,-14.151644675710783,0.07433562534844869,25,0.68,25,0.6,25,0.6,-0.8734435978441427,0.68,False,follow,15m,0.6
2012-07-05 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.5641450821681318,down,up,2.061459667093492,3.7003841229193073,3-5x,bull,0.96926,0.0008205999999999913,-0.6093102607848663,0.7555447233730934,-0.134048257372722,3.1684133560808716,-1.5110894467463223,0.12186205215695962,21,0.6190476190476191,21,0.47619047619047616,21,0.5238095238095238,-0.7311723129418259,0.6190476190476191,False,follow,15m,0.6
2012-10-15 08:30:00-04:00,GBPUSD,USD,RETAIL,Retail Sales m/m,M15,0830_data,0.7463263421866096,up,dn,-0.14840182648397787,1.0045662100456616,3-5x,bull,1.60616,0.0008779999999999921,0.75170842824614,0.011389521640165835,-1.1161731207289176,-6.298405466970484,-7.904328018223245,0.1138952164009122,20,0.6,20,0.65,20,0.55,0.6378132118452279,0.6,True,follow,15m,0.6
2012-11-08 08:30:00-05:00,XAUUSD,USD,CLAIMS,Unemployment Claims,M5,0830_data,-0.6217897332299129,down,dn,-2.342962714141942,3.896540141081566,3-5x,bear,1713.67,1.2529999999999837,-1.069433359936102,-2.1947326416600443,-6.60814046288913,-18.88268156424594,-19.80845969672806,0.18355945730247647,25,0.6,25,0.64,25,0.6,-1.2529928172385785,0.6,False,follow,15m,0.6
2012-12-06 08:30:00-05:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.4091887934765768,down,up,0.9485094850948596,1.9986449864497955,3-5x,bear,0.92641,0.0006009999999999982,2.978369384359525,5.80698835274543,11.94675540765407,18.053244592346186,-0.5657237936772179,0.16638935108153127,23,0.6086956521739131,23,0.5217391304347826,23,0.5217391304347826,2.811980033277994,0.6086956521739131,True,follow,15m,0.6
2013-01-03 08:30:00-05:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.8199204673803059,up,dn,-0.8852168781350434,1.4163470050161677,3-5x,bull,0.92265,0.0006786000000000025,0.10315355142943448,-0.839964633068182,1.370468611847897,-8.51753610374298,-11.125847332743927,0.14736221632773303,33,0.7272727272727273,33,0.5454545454545454,33,0.48484848484848486,-0.04420866489829854,0.7272727272727273,False,follow,15m,0.6
2013-01-03 08:30:00-05:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.8199204673803059,up,up,1.0247136829415455,1.3160538476993309,3-5x,bear,1.31064,0.0009894000000000025,0.3638568829592834,-0.8793208004850659,0.5154639175257825,-8.378815443703365,-11.077420658985298,0.08085708510208188,26,0.6538461538461539,26,0.5769230769230769,26,0.5769230769230769,0.28299979785720153,0.6538461538461539,True,follow,15m,0.6
2013-01-10 08:30:00-05:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.5128218404437356,up,up,4.058232414326185,6.480288585416244,5-10x,bull,1.31466,0.0008640000000000026,4.409722222222315,4.849537037037182,11.446759259259172,22.314814814814707,-0.011574074073892868,0.09259259259259232,27,0.6666666666666666,27,0.5555555555555556,27,0.5925925925925926,4.317129629629722,0.6666666666666666,True,follow,15m,0.6
2013-01-10 08:30:00-05:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.5128218404437356,up,dn,-3.020723568668894,5.409202669476635,5-10x,bear,0.92194,0.0006223999999999963,4.787917737789204,6.3303341902313095,11.96979434447301,15.874035989717319,-0.3213367609254164,0.1606683804627259,34,0.7352941176470589,34,0.5294117647058824,34,0.5,4.627249357326479,0.7352941176470589,True,follow,15m,0.6
2013-01-15 08:30:00-05:00,GBPUSD,USD,RETAIL,Retail Sales m/m,M15,0830_data,0.5680161156446575,up,dn,-0.3662641061178015,1.4353593347851414,3-5x,bear,1.60474,0.0010253999999999986,-0.4973668812170969,-0.20479812756001928,-3.1304856641310117,6.290228203627926,-5.080944021845079,0.09752291788570328,21,0.6190476190476191,21,0.6666666666666666,21,0.5238095238095238,-0.5948897991028002,0.6190476190476191,False,follow,15m,0.6
2013-01-31 08:30:00-05:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.306265903748021,up,up,0.11746280344547481,1.3834507961365583,3-5x,bull,1.35512,0.0007813999999999987,1.5357051446120678,3.1481955464549665,3.672894804197508,14.563603788072644,-0.8574353724087171,0.10238034297414914,28,0.6785714285714286,28,0.5714285714285714,28,0.6071428571428571,1.4333248016379185,0.6785714285714286,True,follow,15m,0.6
2013-02-21 08:30:00-05:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.4606412219761651,up,up,0.4246100519931582,1.14384748700173,3-5x,bear,1.3192,0.0011731999999999897,0.06818956699631837,1.0739856801909733,0.40061370610294456,-0.9290828503239388,-3.025912035458552,0.06818956699625017,29,0.6896551724137931,29,0.5862068965517241,29,0.6206896551724138,6.819544928760024e-14,0.6896551724137931,True,follow,15m,0.6
2013-02-21 08:30:00-05:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.4606412219761651,up,dn,-0.6886308398595997,1.3772616797191994,3-5x,bull,0.93124,0.0007547999999999866,0.15898251192370313,0.9009009009007882,0.03974562798088901,-0.14573396926345583,-2.543720190779103,0.13248542660307602,35,0.7428571428571429,35,0.5428571428571428,35,0.5142857142857142,0.026497085320627112,0.7428571428571429,True,follow,15m,0.6
2013-03-13 08:30:00-04:00,XAUUSD,USD,RETAIL,Core Retail Sales m/m,M5,0830_data,0.9581325934736636,up,up,1.5153882205903817,1.827839400093652,3-5x,bull,1596.14,1.3154000000000088,-1.7713243119964566,-3.8087273833054263,-5.207541432264019,-7.442603010491201,-15.075262277634197,0.1748517561198103,20,0.65,20,0.6,20,0.45,-1.9461760681162668,0.65,False,follow,15m,0.6
2013-03-14 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.8206396926193342,down,up,0.9055236945367386,2.9278599456686485,3-5x,bull,0.95533,0.0006934000000000041,-0.8220363426592964,-2.264205364868692,-10.210556677242478,-22.512258436688665,-22.872800692240975,0.14421690222093947,24,0.625,24,0.5416666666666666,24,0.5416666666666666,-0.9662532448802359,0.625,False,follow,15m,0.6
2013-03-21 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.359149924860606,down,up,0.06901311249144078,1.5355417529329292,3-5x,bull,0.94615,0.0005908000000000113,0.5247122545699314,1.083276912660734,0.16926201760322795,-5.805687203791432,-5.890318212593047,0.1692620176032466,25,0.6,25,0.52,25,0.52,0.3554502369666848,0.6,True,follow,15m,0.6
2013-03-28 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.8733296715024227,up,dn,-0.12341869793268835,0.9564949089788057,3-5x,bull,0.95215,0.000652200000000005,-1.1192885617906958,1.9625881631402162,4.9371358478993805,4.676479607482327,-1.3646120821832866,0.15332720024532234,36,0.75,36,0.5555555555555556,36,0.5277777777777778,-1.2726157620360181,0.75,False,follow,15m,0.6
2013-04-11 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.8203155182125964,down,up,1.2352717597872203,2.7175978715318,3-5x,bear,0.92954,0.0005412000000000061,0.5358462675536017,1.7738359201772913,-0.8314855875832527,1.5151515151513721,-2.5683665927568122,0.18477457501847538,26,0.6153846153846154,26,0.5384615384615384,26,0.5384615384615384,0.35107169253512627,0.6153846153846154,True,follow,15m,0.6
2013-04-25 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.6677319060856688,down,up,0.9577922077923359,1.9318181818181837,3-5x,bear,0.9433,0.0006344000000000127,0.33102143757870156,2.9319041614122563,3.8619167717526848,-4.744640605296356,-5.012610340479205,0.15762925598990857,27,0.6296296296296297,27,0.5555555555555556,27,0.5185185185185185,0.173392181588793,0.6296296296296297,True,follow,15m,0.6
2013-05-09 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.5136691200907126,down,up,1.2107979356887726,2.1238586740770597,3-5x,bear,0.93628,0.0005211999999999973,-0.3645433614735696,8.76822716807365,8.614735226400647,35.974673829624216,-1.8994627782042433,0.1918649270913287,28,0.6428571428571429,28,0.5714285714285714,28,0.5357142857142857,-0.5564082885648983,0.6428571428571429,False,follow,15m,0.6
2013-05-23 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.3594468918167789,down,up,0.012774655084325497,2.0056208482371174,3-5x,bear,0.96707,0.0016016000000000008,0.6930569430569773,-0.4745254745254636,-0.031218781218777764,-1.3236763236763298,-4.795204795204805,0.06243756243756241,29,0.6206896551724138,29,0.5862068965517241,29,0.5517241379310345,0.6306193806194149,0.6206896551724138,True,follow,15m,0.6
2013-05-30 08:30:00-04:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.616956021142347,up,up,1.6944495328813702,2.51877633266165,3-5x,bull,1.29716,0.0011192000000000135,1.3581129378126764,4.99463902787698,6.60293066476047,2.555396711936944,-0.3663330950679204,0.07147962830593195,30,0.7,30,0.6,30,0.6333333333333333,1.2866333095067444,0.7,True,follow,15m,0.6
2013-05-30 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.616956021142347,up,dn,-1.5665399239544282,2.3802281368821165,3-5x,bear,0.96204,0.0013553999999999934,1.5788697063597765,4.183266932270902,5.053858639516052,5.858049284344177,-0.04426737494462836,0.07377895824111,37,0.7297297297297297,37,0.5675675675675675,37,0.5405405405405406,1.5050907481186666,0.7297297297297297,True,follow,15m,0.6
2013-06-20 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.5668125360816886,up,dn,-0.8166409861324707,1.8721109399074927,3-5x,bull,0.93166,0.0013324000000000025,-0.5478835184629294,0.19513659561696,2.882017412188576,-0.20264184929450013,-1.9738817172019705,0.07505253677574289,38,0.7368421052631579,38,0.5789473684210527,38,0.5526315789473685,-0.6229360552386722,0.7368421052631579,False,follow,15m,0.6
2013-06-20 08:30:00-04:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.5668125360816886,up,up,0.45613501596467765,1.7789265622624455,3-5x,bear,1.32025,0.001345199999999993,-0.4683318465655008,-0.9143621766278982,2.1855486173061105,-3.5756764793339326,-4.244721974427528,0.05947071067499288,31,0.7096774193548387,31,0.6129032258064516,31,0.6451612903225806,-0.5278025572404936,0.7096774193548387,False,follow,15m,0.6
2013-07-15 08:30:00-04:00,XAUUSD,USD,RETAIL,Retail Sales m/m,M5,0830_data,-0.5822946231408379,down,up,7.977276364218093,8.233317330772683,5-10x,bear,1284.16,1.4366000000000303,-0.4176527913129081,-0.2853960740638126,0.306278713629276,4.69163302241394,-4.865655018794279,0.16010023666991172,20,0.65,20,0.8,20,0.3,-0.5777530279828198,0.65,False,follow,15m,0.6
2013-07-15 08:30:00-04:00,XAUUSD,USD,RETAIL,Core Retail Sales m/m,M5,0830_data,-0.972691127424953,down,up,7.977276364218093,8.233317330772683,5-10x,bear,1284.16,1.4366000000000303,-0.4176527913129081,-0.2853960740638126,0.306278713629276,4.69163302241394,-4.865655018794279,0.16010023666991172,21,0.6190476190476191,21,0.7619047619047619,21,0.3333333333333333,-0.5777530279828198,0.6190476190476191,False,follow,15m,0.6
2013-07-18 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.5175400386003156,down,up,0.6238303181533983,2.7604491578289956,3-5x,bull,0.94562,0.0006631999999999949,0.22617611580214814,-0.5579010856453323,1.0404101326899484,-6.709891435464565,-7.599517490953081,0.1507840772014487,30,0.6333333333333333,30,0.5666666666666667,30,0.5333333333333333,0.07539203860069943,0.6333333333333333,True,follow,15m,0.6
2013-08-15 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.7270883389203907,down,up,4.285281647486379,6.95033313143548,5-10x,bull,0.93783,0.0007397999999999993,0.7028926736955466,0.01351716680177683,-5.663692889970304,-19.748580697485842,-20.383887537172352,0.13517166801838348,31,0.6451612903225806,31,0.5483870967741935,31,0.5483870967741935,0.5677210056771631,0.6451612903225806,True,follow,15m,0.6
2013-08-22 08:30:00-04:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.3637459487942955,up,up,1.923076923076869,3.5172064777327794,3-5x,bear,1.33336,0.0008324000000000043,0.8409418548773658,1.1292647765496588,3.940413262854316,2.0182604517057845,-1.0451705910621623,0.09610764055742382,32,0.6875,32,0.59375,32,0.65625,0.744834214319942,0.6875,True,follow,15m,0.6
2013-08-22 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.3637459487942955,up,dn,-2.646377770426816,4.035726099900775,3-5x,bull,0.92548,0.0006433999999999962,0.9014609884984727,0.34193347839602,4.274168479950164,0.9014609884984727,-1.7873795461610058,0.15542430836182872,39,0.717948717948718,39,0.5897435897435898,39,0.5641025641025641,0.7460366801366439,0.717948717948718,True,follow,15m,0.6
2013-09-05 08:30:00-04:00,GBPUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.4689634044780774,down,dn,-1.1214318078840337,1.9823289533304287,3-5x,bull,1.56485,0.000913600000000021,2.079684763572646,2.8458844133100896,5.987302977232881,0.5910683012258894,-3.4697898423815916,0.1094570928196122,35,0.6,35,0.5714285714285714,35,0.5714285714285714,1.9702276707530337,0.6,True,follow,15m,0.6
2013-09-05 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.4689634044780774,down,up,3.872795969773326,4.534005037783364,3-5x,bear,0.93864,0.0006892000000000009,2.3795705165408774,2.4085896691816493,6.979106210098628,3.3226929773650773,-0.4352872896112559,0.14509576320371426,32,0.65625,32,0.5625,32,0.53125,2.234474753337163,0.65625,True,follow,15m,0.6
2013-09-13 08:30:00-04:00,GBPUSD,USD,RETAIL,Retail Sales m/m,M15,0830_data,-0.5890885734248136,down,up,2.2398843930638495,3.6416184971099894,3-5x,bull,1.58554,0.0007307999999999914,1.4230979748223374,-0.547345374931528,1.8883415435141968,12.780514504652759,-2.4767378215652553,0.13683634373289708,20,0.8,20,0.7,20,0.45,1.2862616310894404,0.8,True,follow,15m,0.6
2013-09-13 08:30:00-04:00,GBPUSD,USD,RETAIL,Core Retail Sales m/m,M15,0830_data,-0.3916432706367364,down,up,2.2398843930638495,3.6416184971099894,3-5x,bull,1.58554,0.0007307999999999914,1.4230979748223374,-0.547345374931528,1.8883415435141968,12.780514504652759,-2.4767378215652553,0.13683634373289708,21,0.8095238095238095,21,0.6666666666666666,21,0.47619047619047616,1.2862616310894404,0.8095238095238095,True,follow,15m,0.6
2013-09-19 08:30:00-04:00,GBPUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,-1.1417034334192526,big_down,dn,-0.1950078003119902,2.125585023400996,3-5x,bull,1.60738,0.0010488000000000053,0.07627765064843593,-1.153699466056376,4.185736079328846,6.731502669717802,-2.326468344774967,0.09534706331044956,20,0.65,20,0.7,20,0.7,-0.019069412662013632,0.65,False,follow,15m,0.6
2013-09-26 08:30:00-04:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.7261052991751051,down,up,0.7311129163282638,1.543460601137521,3-5x,bear,0.9104,0.000500999999999987,-0.3992015968063536,-1.936127744511081,1.3972055888224593,-12.914171656686912,-14.650698602794817,0.1996007984031988,33,0.6666666666666666,33,0.5757575757575758,33,0.5454545454545454,-0.5988023952095524,0.6666666666666666,False,follow,15m,0.6
2013-11-14 08:30:00-05:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.4116947499227097,up,dn,-2.010723860589806,2.987361164304879,3-5x,bull,0.91645,0.0005449999999999999,-0.0,-1.7431192660550578,4.036697247706385,0.990825688073367,-4.715596330275159,0.18348623853211013,40,0.725,40,0.6,40,0.575,-0.18348623853211013,0.725,False,follow,15m,0.6
2013-11-14 08:30:00-05:00,EURUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,0.4116947499227097,up,up,1.8729641693813013,2.5244299674266437,3-5x,bull,1.34558,0.0007626000000000088,0.01311303435623577,-1.5079989509572136,2.937319695777595,2.334120115394535,-3.1995803829005633,0.10490427484919891,33,0.696969696969697,33,0.6060606060606061,33,0.6666666666666666,-0.09179124049296314,0.696969696969697,False,follow,15m,0.6
2013-11-21 08:30:00-05:00,USDCHF,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.5152464264080427,down,up,0.2431118314424373,1.5721231766613104,3-5x,bull,0.91505,0.0006257999999999986,0.015979546180815776,0.3994886545221685,-0.4474272930649706,-8.628954937679904,-10.051134547778894,0.159795461808885,34,0.6470588235294118,34,0.5588235294117647,34,0.5588235294117647,-0.14381591562806922,0.6470588235294118,False,follow,15m,0.6
2013-11-21 08:30:00-05:00,GBPUSD,USD,CLAIMS,Unemployment Claims,M15,0830_data,-0.5152464264080427,down,dn,-0.8875739644970069,1.7203594126669208,3-5x,bull,1.61155,0.0009322000000000096,-0.1930916112422947,-0.24672816992056434,-5.149109633125795,-8.034756490023513,-10.748766359150197,0.10727311735678928,36,0.6111111111111112,36,0.5833333333333334,36,0.5833333333333334,-0.300364728599084,0.6111111111111112,False,follow,15m,0.6
2013-12-12 08:30:00-05:00,XAUUSD,USD,RETAIL,Core Retail Sales m/m,M5,0830_data,0.3986373961905483,up,up,0.20054340794407025,1.3455815758829837,3-5x,bear,1235.05,1.4570000000000027,0.37062457103635044,-3.2258064516129283,-4.921070693205101,-1.3452299245024246,-9.958819492107045,0.15785861358956732,21,0.6190476190476191,21,0.5714285714285714,21,0.42857142857142855,0.21276595744678312,0.6190476190476191,True,follow,15m,0.6
2013-12-17 04:30:00-05:00,GBPUSD,GBP,CPI_YY,CPI y/y,M15,eu_session,-0.4937653256236292,down,dn,-3.2141336739035755,5.321413367390263,5-10x,bear,1.62969,0.0005152000000000001,-0.2523291925465129,-0.27173913043440784,2.9309006211182496,-10.888975155279294,-12.94642857142848,0.19409937888198756,20,0.6,20,0.45,20,0.55,-0.44642857142850045,0.6,False,follow,15m,0.6
2013-12-19 08:30:00-05:00,XAUUSD,USD,CLAIMS,Unemployment Claims,M5,0830_data,2.199898597359697,big_up,up,1.9937040923398892,3.5526907510118835,3-5x,bear,1204.87,1.384399999999987,-2.318694019069517,-2.159780410285907,-6.392661080612534,-6.4215544640277065,-12.806992198786448,0.16613695463738962,20,0.7,20,0.6,20,0.55,-2.4848309737069063,0.7,False,follow,15m,0.6
