SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,-2.08,"4,30,01,167",251.01,SILVER,2026-03-11
GOLDBEES,Gold,0.35,"3,21,57,892",132.66,GOLD,2026-03-11
NIFTYBEES,Nifty 50,-1.64,"1,52,28,172",270.45,NIFTY_50,2026-03-11
LIQUIDBEES,Government Securities,-,"33,90,055","1,000.00",LIQUID,2026-03-11
TATSILV,Tata Silver Exchange Traded Fund,-2.00,"11,92,63,163",25.49,SILVER,2026-03-11
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,0.04,"1,74,36,494",113.10,LIQUID,2026-03-11
HDFCSILVER,HDFC Silver ETF,-2.13,"62,87,514",251.10,SILVER,2026-03-11
SILVERIETF,Domestic Price of Silver,-1.87,"56,72,072",262.20,SILVER,2026-03-11
LICMFGOLD,Gold,0.14,"93,49,224",144.05,GOLD,2026-03-11
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,0.01,"9,69,912","1,116.83",LIQUID,2026-03-11
LIQUIDIETF,S&P BSE Liquid Rate Index,-,"10,79,519","1,000.00",LIQUID,2026-03-11
HDFCGOLD,Gold,0.58,"75,80,758",137.17,GOLD,2026-03-11
TATAGOLD,Tata Gold Exchange Traded Fund,0.19,"6,02,56,750",15.54,GOLD,2026-03-11
GOLDIETF,Gold,0.28,"65,03,849",137.40,GOLD,2026-03-11
LIQUIDBETF,Bajaj Finserv Nifty 1D Rate Liquid ETF,0.01,"7,49,584","1,072.35",LIQUID,2026-03-11
SETFGOLD,Gold,0.21,"57,09,510",136.70,GOLD,2026-03-11
LIQUIDPLUS,Nifty 1D Rate Index,0.01,"6,76,215","1,075.97",LIQUID,2026-03-11
SBISILVER,SBI SILVER ETF,-2.12,"27,73,004",256.80,SILVER,2026-03-11
BANKBEES,Nifty Bank,-1.96,"10,72,365",576.96,NIFTY_BANK,2026-03-11
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,0.01,"5,58,204","1,094.72",LIQUID,2026-03-11
SILVER,Physical price of Silver,-1.81,"22,99,444",262.00,SILVER,2026-03-11
ITBEES,Nifty IT TRI,-1.09,"1,65,56,414",32.73,IT,2026-03-11
GOLD1,Gold,0.40,"39,33,748",134.00,GOLD,2026-03-11
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,-0.86,"5,51,783",718.00,NIFTY_NEXT_50,2026-03-11
SETFNIF50,Nifty 50,-1.47,"13,56,746",256.00,NIFTY_50,2026-03-11
PHARMABEES,Nifty Pharma TRI,1.13,"1,44,76,387",24.13,HEALTHCARE,2026-03-11
PSUBNKBEES,Nifty PSU Bank,-1.97,"34,96,527",98.50,NIFTY_PSU_BANK,2026-03-11
NIFTYETF,Nifty 50,-1.81,"12,81,096",257.88,NIFTY_50,2026-03-11
SILVERCASE,Commodity-Silver,-1.69,"1,24,20,745",26.68,SILVER,2026-03-11
NIFTYIETF,Nifty 50,-1.63,"12,21,052",269.08,NIFTY_50,2026-03-11
AXISILVER,Axis Silver ETF,-1.52,"11,32,034",261.65,SILVER,2026-03-11
AXISBNKETF,Nifty Bank,-2.33,"4,84,162",571.71,NIFTY_BANK,2026-03-11
SILVERBETA,UTI Silver Exchange Traded Fund (UTI Silver ETF),-1.92,"10,43,086",253.50,SILVER,2026-03-11
ITETF,Mirae Asset Nifty IT ETF,-1.27,"83,00,566",31.16,IT,2026-03-11
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,-0.53,"16,29,042",154.00,SMALLCAP,2026-03-11
MODEFENCE,Nifty India Defence Total Return Index,-1.48,"27,31,094",90.83,DEFENCE,2026-03-11
SBILIQETF,Nifty 1D Rate Index,0.01,"2,17,604","1,029.95",LIQUID,2026-03-11
MON100,Nasdaq100,-0.93,"9,19,426",221.90,NASDAQ,2026-03-11
MID150BEES,Nifty Midcap 150 TRI,-1.38,"9,31,548",215.25,NIFTY_MIDCAP,2026-03-11
GOLDCASE,Zerodha Gold ETF,0.48,"75,93,345",25.27,GOLD,2026-03-11
GOLDETF,Mirae Asset Gold ETF,0.02,"11,32,636",155.50,GOLD,2026-03-11
SILVER1,Kotak Silver ETF,-1.66,"64,03,835",25.50,SILVER,2026-03-11
GROWWSLVR,Commodity-Silver,-1.87,"59,86,500",25.74,SILVER,2026-03-11
SILVERADD,DSP Silver ETF,-2.06,"5,93,551",253.00,SILVER,2026-03-11
CPSEETF,CPSE ETF,0.05,"14,07,040",102.67,PSU,2026-03-11
LIQUIDETF,Nifty1D rate index,-,"1,33,885","1,000.01",LIQUID,2026-03-11
AXISGOLD,Gold,0.53,"9,91,124",133.80,GOLD,2026-03-11
METALIETF,Nifty Metal Index,-0.25,"1,06,42,405",11.88,METAL,2026-03-11
MOGOLD,Domestic Price of Physical Gold,0.51,"7,52,939",158.35,GOLD,2026-03-11
AUTOIETF,Nifty Auto Index,-3.19,"43,98,913",26.69,AUTO,2026-03-11
NIFTY1,Nifty 50,-1.62,"4,26,054",263.34,NIFTY_50,2026-03-11
SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,-0.66,"27,26,586",40.50,SMALLCAP,2026-03-11
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,0.01,"1,03,574","1,051.41",LIQUID,2026-03-11
NEXT50IETF,Nifty Next 50,-1.16,"15,40,858",69.90,NIFTY_NEXT_50,2026-03-11
AUTOBEES,Nifty Auto TRI,-2.94,"3,89,619",267.14,AUTO,2026-03-11
CASHIETF,BSE Liquid Rate Index,0.01,"99,279","1,052.89",LIQUID,2026-03-11
ALPHA,NIFTY Alpha 50 Index,-2.01,"21,93,470",46.27,ALPHA,2026-03-11
GOLDBETA,Gold,0.30,"7,42,650",134.85,GOLD,2026-03-11
TOP10ADD,Nifty Top 10 Equal Weight Index,-1.46,"10,86,224",89.25,,2026-03-11
FMCGIETF,Nifty FMCG Index,-0.87,"17,87,316",52.52,FMCG,2026-03-11
HDFCNIFTY,Nifty 50,-1.57,"3,49,682",267.83,NIFTY_50,2026-03-11
GOLDADD,DSP Gold ETF,0.17,"5,92,784",155.53,GOLD,2026-03-11
SILVERAG,Mirae Asset Silver ETF,-1.99,"3,43,283",255.85,SILVER,2026-03-11
ICICIB22,S&P BSE BHARAT 22 index,0.50,"7,13,380",123.00,,2026-03-11
MIDCAPETF,Mirae Asset Mutual Fund - Mirae Asset Nifty Midcap 150 ETF,-1.39,"40,60,404",21.25,NIFTY_MIDCAP,2026-03-11
METAL,Nifty Metal Total Return Index,-0.67,"71,13,800",11.86,METAL,2026-03-11
NIFTYBETA,Nifty 50,-1.63,"3,15,323",263.18,NIFTY_50,2026-03-11
PVTBANIETF,Nifty Private Bank Index,-2.04,"29,89,592",26.86,NIFTY_BANK,2026-03-11
MOSILVER,Domestic Price of Physical Silver,-2.36,"2,85,674",258.34,SILVER,2026-03-11
LTGILTBEES,NIFTY 8-13 yr G-Sec Index,-0.07,"22,72,400",29.42,GSEC,2026-03-11
GOLD360,Commodity-Gold,0.13,"3,99,106",156.00,GOLD,2026-03-11
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,-1.40,"6,80,237",90.00,NIFTY_PSU_BANK,2026-03-11
MAFANG,NYSE FANG+ Total Return Index,1.85,"3,72,490",163.74,,2026-03-11
ESILVER,Edelweiss Silver ETF,-2.50,"2,23,078",261.94,SILVER,2026-03-11
MOMENTUM50,Nifty 500 Momentum 50 Total Return Index,-0.74,"11,69,322",49.80,MOMENTUM,2026-03-11
MOREALTY,Motilal Oswal Nifty Realty ETF,-1.47,"7,19,557",73.30,REALTY,2026-03-11
PVTBANKADD,DSP Nifty Private Bank ETF,-2.58,"19,55,495",26.80,NIFTY_PRIVATE_BANK,2026-03-11
EBBETF0433,BHARAT Bond ETF-April 2033,0.03,"41,211","1,278.00",,2026-03-11
MIDCAPIETF,Nifty Midcap 150,-1.28,"22,84,819",21.55,NIFTY_MIDCAP,2026-03-11
BANKIETF,Nifty Bank,-1.75,"8,42,815",57.32,NIFTY_BANK,2026-03-11
GROWWGOLD,Commodity,0.51,"29,70,665",15.69,GOLD,2026-03-11
SETFNN50,Nifty Next 50,-0.97,"64,967",709.00,NIFTY_50,2026-03-11
NIFTYCASE,Nifty Index 50 Index,-1.24,"48,16,548",9.56,,2026-03-11
ALPL30IETF,Nifty Alpha Low-Volatility 30 Index,-1.52,"16,54,703",26.62,ALPHA,2026-03-11
BSLGOLDETF,Gold,0.63,"3,10,901",141.15,GOLD,2026-03-11
HNGSNGBEES,Hang Seng Index,-1.11,"84,496",512.50,,2026-03-11
OILIETF,Nifty Oil & Gas Index,0.43,"36,46,083",11.67,ENERGY,2026-03-11
SENSEXIETF,SENSEX,-1.05,"41,311",884.60,SENSEX,2026-03-11
BBETF0432,Nifty BHARAT Bond Index - April 2032,-0.12,"27,364","1,316.95",,2026-03-11
LIQUID,Mirae Asset Nifty 1D Rate Liquid ETF,-,"35,242","1,000.00",LIQUID,2026-03-11
ITIETF,Nifty IT Index,-0.97,"10,05,438",32.80,IT,2026-03-11
LOWVOLIETF,Nifty 100 Low Volatility 30 Index,-1.38,"15,23,008",21.44,LOW_VOLATILITY,2026-03-11
MID150CASE,Zerodha Nifty Midcap 150 ETF,-0.85,"29,31,666",10.47,NIFTY_MIDCAP,2026-03-11
MONIFTY500,Motilal Oswal Nifty 500 ETF,-0.44,"13,26,390",22.69,NIFTY_50,2026-03-11
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,-1.69,"9,69,690",30.19,MOMENTUM,2026-03-11
GROWWDEFNC,Nifty India Defence Index- Total Return Index,-1.13,"3,47,584",82.90,DEFENCE,2026-03-11
LIQGRWBEES,Liquid,0.01,"26,747","1,030.90",LIQUID,2026-03-11
EBBETF0431,Nifty BHARAT Bond,0.26,"19,215","1,403.08",,2026-03-11
ITADD,DSP Nifty IT ETF,-1.54,"8,36,774",31.25,IT,2026-03-11
SETFNIFBK,Nifty Bank,-2.32,"45,692",570.43,NIFTY_BANK,2026-03-11
BANKNIFTY1,Nifty Bank,-1.49,"4,50,277",58.15,NIFTY_BANK,2026-03-11
HDFCSENSEX,SENSEX,-0.50,"2,98,834",87.88,SENSEX,2026-03-11
TOP100CASE,Zerodha Nifty 100 ETF,-1.63,"24,25,277",10.26,NIFTY_100,2026-03-11
MOM100,Nifty Midcap 100,-0.88,"3,95,558",61.15,NIFTY_MIDCAP,2026-03-11
BFSI,Nifty Financial Services Index,-2.44,"8,90,459",26.79,FINANCIAL_SERVICES,2026-03-11
MAHKTECH,Hang Seng TECH Total Return Index,-0.21,"9,62,847",23.24,IT,2026-03-11
HDFCMID150,HDFC NIFTY Midcap 150 ETF,0.14,"10,58,916",21.40,NIFTY_MIDCAP,2026-03-11
ELM250,Nifty LargeMidcap 250 TRI,-0.57,"13,27,877",15.78,NIFTY_MIDCAP,2026-03-11
PSUBANK,Nifty PSU Bank,-1.70,"23,061",883.00,NIFTY_PSU_BANK,2026-03-11
HEALTHIETF,Nifty Healthcare Index,0.35,"1,32,996",153.90,HEALTHCARE,2026-03-11
MSCIINDIA,MSCI India Index,-1.06,"7,01,848",28.93,,2026-03-11
NEXT50,Nifty Next 50,-1.19,"29,151",682.98,NIFTY_NEXT_50,2026-03-11
GROWWLIQID,Nifty 1D Rate Index,0.02,"1,85,496",108.17,LIQUID,2026-03-11
CONSUMBEES,Nifty India Consumption TRI,-1.58,"1,60,611",121.75,FMCG,2026-03-11
MOCAPITAL,Nifty Capital Market Total Return Index,-1.62,"4,24,651",45.60,IT,2026-03-11
QGOLDHALF,Gold,0.70,"1,45,719",133.18,GOLD,2026-03-11
IT,NIFTY IT Index,0.06,"5,59,156",33.10,IT,2026-03-11
INFRABEES,Nifty Infra,-0.66,"19,245",938.00,INFRASTRUCTURE,2026-03-11
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,0.49,"1,51,824",117.99,VALUE,2026-03-11
AONELIQUID,Nifty 1D Rate Index,0.01,"16,867","1,050.21",LIQUID,2026-03-11
BSLNIFTY,Nifty 50,-1.34,"6,23,543",27.92,NIFTY_50,2026-03-11
DEFENCE,BSE India Defence,-1.95,"2,47,019",67.82,DEFENCE,2026-03-11
NIF100IETF,Nifty 100,-1.87,"6,09,712",27.31,NIFTY_100,2026-03-11
BBNPPGOLD,Baroda BNP Paribas Gold ETF,0.52,"1,06,450",155.55,GOLD,2026-03-11
SMALL250,Nifty Smallcap 250,-0.52,"10,72,255",15.35,SMALLCAP,2026-03-11
EQUAL50ADD,NIFTY 50 Equal Weight Index,-0.77,"50,124",328.55,QUALITY,2026-03-11
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,0.01,"14,431","1,095.30",LIQUID,2026-03-11
NIF100BEES,Nifty 100 TRI,-0.74,"60,083",261.85,NIFTY_100,2026-03-11
MASPTOP50,S&P 500 Top 50 Total Return Index,0.65,"2,23,817",69.49,,2026-03-11
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,-1.86,"7,56,669",20.02,QUALITY,2026-03-11
MIDSMALL,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,-1.47,"3,31,131",45.63,SMALLCAP,2026-03-11
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,-1.03,"4,96,460",30.60,FINANCIAL_SERVICES,2026-03-11
MOSMALL250,Motilal Oswal Nifty Smallcap 250 ETF,-0.58,"9,68,712",15.38,SMALLCAP,2026-03-11
SILVER360,Commodity-Silver,-2.61,"57,336",257.05,SILVER,2026-03-11
SML100CASE,Nifty Smallcap 100 Index,-0.75,"14,91,369",9.29,SMALLCAP,2026-03-11
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,-0.49,"5,58,143",24.46,ALPHA,2026-03-11
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,-,"2,03,627",64.35,GSEC,2026-03-11
GROWWPOWER,BSE Power Index - TRI,-0.29,"11,97,498",10.37,,2026-03-11
GROWWRAIL,Nifty India Railways PSU Index,-0.74,"3,58,269",30.78,PSU,2026-03-11
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,-0.94,"1,16,604",92.76,INFRASTRUCTURE,2026-03-11
MOM50,Nifty 50,2.05,"43,540",257.78,NIFTY_50,2026-03-11
SBIBPB,BSE PSU Bank Index TRI,-0.40,"2,09,478",51.95,NIFTY_BANK,2026-03-11
HEALTHADD,DSP Nifty Healthcare ETF,-0.13,"70,196",152.07,HEALTHCARE,2026-03-11
AONENIFTY,Nifty 50 Index,-1.31,"10,63,143",9.81,NIFTY_50,2026-03-11
VAL30IETF,Nifty200 Value 30 Index,-0.52,"6,66,585",15.45,VALUE,2026-03-11
HEALTHY,Nifty Healthcare TRI,0.13,"6,49,179",15.39,HEALTHCARE,2026-03-11
ENERGY,Nifty Energy,0.36,"2,64,667",36.30,ENERGY,2026-03-11
SBINEQWETF,Nifty50 Equal Weight,-1.61,"2,90,239",31.83,NIFTY_50,2026-03-11
SILVERBND,Commodity - Silver,-2.21,"34,480",262.28,SILVER,2026-03-11
AONESILVER,Domestic price of Silver,-1.46,"8,91,143",10.10,SILVER,2026-03-11
NEXT50BETA,Nifty Next 50,-0.64,"1,20,680",71.80,NIFTY_NEXT_50,2026-03-11
GOLDBND,Commodity - Gold,-0.08,"52,916",159.77,GOLD,2026-03-11
MAKEINDIA,Nifty India Manufacturing Total Return Index,-1.22,"54,646",154.11,MANUFACTURING,2026-03-11
TNIDETF,Nifty India Digital Index,-1.33,"1,02,262",78.50,DIGITAL,2026-03-11
EVINDIA,Nifty EV and New Age Automotive Total Return Index,-2.08,"2,72,028",28.71,AUTO,2026-03-11
SENSEXBETA,SENSEX,-0.84,"9,174",855.00,SENSEX,2026-03-11
NIFTYADD,Nifty 50 Index,0.01,"31,116",254.50,NIFTY_50,2026-03-11
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,-2.61,"2,85,180",26.90,NIFTY_PRIVATE_BANK,2026-03-11
AONEGOLD,Domestic price of Gold,0.34,"4,98,502",14.97,GOLD,2026-03-11
IVZINGOLD,Gold,0.37,534,"13,945.00",GOLD,2026-03-11
ABSLNN50ET,Nifty Next 50,-0.78,"1,03,490",70.00,NIFTY_50,2026-03-11
GSEC10ABSL,CRISIL 10 Year Gilt ETF,-0.12,"64,363",111.29,GSEC,2026-03-11
MIDCAP,Nifty Midcap 50 Index,-0.90,"4,25,059",16.44,NIFTY_MIDCAP,2026-03-11
COMMOIETF,ICICI Prudential Nifty Commodities ETF,2.38,"71,165",100.00,COMMODITIES,2026-03-11
AONETOTAL,Nifty Total Market Index,-0.89,"6,08,620",11.17,TOTAL_MARKET,2026-03-11
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,2.91,"3,31,084",21.21,LOW_VOLATILITY,2026-03-11
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,-1.81,"84,194",78.80,SENSEX,2026-03-11
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,-1.33,"2,18,427",30.50,MOMENTUM,2026-03-11
GROWWNIFTY,Nifty 50 Index - TRI,-1.03,"6,74,846",9.65,NIFTY_50,2026-03-11
SBIETFIT,Nifty IT Index,-1.01,"19,814",327.44,IT,2026-03-11
