SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
HDFCNIFBAN,Nifty Bank,0.44,"72,001",61.19,NIFTY_BANK,2026-01-13
BANKIETF,Nifty Bank,0.44,"4,05,756",61.05,NIFTY_BANK,2026-01-13
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,0.44,"41,290",82.82,DIVIDEND,2026-01-13
NV20BEES,Nifty50 Value20 TRI,0.44,"25,294",155.79,NIFTY_50,2026-01-13
SHARIABEES,Shariah,0.43,"6,050",518.85,,2026-01-13
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,0.42,"7,291",139.55,VALUE,2026-01-13
ITIETF,Nifty IT Index,0.41,"2,95,362",41.85,IT,2026-01-13
NV20IETF,Nifty50 Value 20,0.40,"2,35,090",15.13,NIFTY_50,2026-01-13
MOMENTUM50,Nifty 500 Momentum 50 Total Return Index,0.39,"2,90,076",51.49,MOMENTUM,2026-01-13
AXISVALUE,Nifty500 Value 50 TRI,0.38,"80,460",31.72,VALUE,2026-01-13
GROWWGOLD,Commodity,0.37,"6,09,710",138.00,GOLD,2026-01-13
SBIETFPB,Nifty Private Bank Index,0.37,"1,629",291.44,NIFTY_BANK,2026-01-13
SNXT50BETA,BSE Sensex Next 50,0.34,882,93.75,SENSEX,2026-01-13
MOMNC,Nifty MNC ETF Total Return Index,0.33,"2,605",30.25,MNC,2026-01-13
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,0.33,"47,946",24.02,,2026-01-13
DIVIDEND,BSE 500 Dividend Leaders,0.33,"6,871",36.35,DIVIDEND,2026-01-13
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,0.32,"2,85,952",22.04,LOW_VOLATILITY,2026-01-13
TECH,Nifty IT TRI Index,0.32,"7,646",41.03,IT,2026-01-13
HEALTHIETF,Nifty Healthcare Index,0.31,"68,985",150.30,HEALTHCARE,2026-01-13
ELM250,Nifty LargeMidcap 250 TRI,0.30,"15,18,324",16.67,NIFTY_MIDCAP,2026-01-13
ABSLBANETF,Nifty Bank,0.30,"6,037",60.90,NIFTY_BANK,2026-01-13
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,0.29,"34,553",61.98,NIFTY_MIDCAP,2026-01-13
BFSI,Nifty Financial Services Index,0.28,"1,24,530",28.50,FINANCIAL_SERVICES,2026-01-13
BANKBETA,Nifty Bank,0.28,"1,29,551",61.40,NIFTY_BANK,2026-01-13
GILT5BETA,UTI Nifty 5 yr Benchmark G-Sec ETF,0.28,473,63.38,GSEC,2026-01-13
ALPHA,NIFTY Alpha 50 Index,0.28,"7,70,253",47.36,ALPHA,2026-01-13
SELECTIPO,BSE Select IPO Index,0.27,"10,240",44.73,,2026-01-13
HDFCBSE500,HDFC S&P BSE 500 ETF,0.27,"13,615",37.73,,2026-01-13
METAL,Nifty Metal Total Return Index,0.26,"52,19,928",11.40,METAL,2026-01-13
UNIONGOLD,Commodity Gold,0.25,"1,08,417",138.00,GOLD,2026-01-13
NIF100IETF,Nifty 100,0.24,"9,43,771",29.29,NIFTY_100,2026-01-13
MOGSEC,Nifty 5 yr Benchmark G-Sec Index,0.24,"2,62,119",62.96,GSEC,2026-01-13
CHEMICAL,Nifty Chemicals Index (TRI),0.24,"1,34,133",28.90,,2026-01-13
MAHKTECH,Hang Seng TECH Total Return Index,0.23,"2,37,932",26.41,IT,2026-01-13
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,0.22,"71,875",31.29,MOMENTUM,2026-01-13
NETF,Tata Nifty 50 Exchange Traded Fund,0.21,"2,781",278.92,NIFTY_50,2026-01-13
MONQ50,Nasdaq Q-50 Total Return Index,0.19,"88,646",100.54,NASDAQ,2026-01-13
BANKNIFTY1,Nifty Bank,0.19,"16,719",615.75,NIFTY_BANK,2026-01-13
FLEXIADD,Nifty500 Flexicap Quality 30 TRI,0.19,"1,57,311",10.61,NIFTY_50,2026-01-13
ESENSEX,BSE Sensex TRI,0.17,"4,593",83.78,SENSEX,2026-01-13
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,0.17,"8,84,331",162.50,SMALLCAP,2026-01-13
IDFNIFTYET,Nifty 50,0.17,"1,297",282.69,NIFTY_50,2026-01-13
CPSEETF,CPSE ETF,0.16,"12,26,348",93.30,PSU,2026-01-13
BANKETF,Mirae Asset Nifty Bank ETF,0.16,"5,008",604.99,NIFTY_BANK,2026-01-13
GSEC10IETF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,0.15,711,259.50,GSEC,2026-01-13
GOLDCASE,Zerodha Gold ETF,0.14,"2,89,98,389",22.18,GOLD,2026-01-13
SETFNIFBK,Nifty Bank,0.13,"6,882",609.26,NIFTY_BANK,2026-01-13
SENSEXBETA,SENSEX,0.13,"74,942",924.06,SENSEX,2026-01-13
MSCIADD,MSCI India Index,0.13,"6,680",30.37,,2026-01-13
MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,0.11,"23,897",62.59,MOMENTUM,2026-01-13
BSLSENETFG,BSE SENSEX Index,0.11,"3,784",83.93,SENSEX,2026-01-13
BBNPPGOLD,Baroda BNP Paribas Gold ETF,0.11,"94,718",136.60,GOLD,2026-01-13
IVZINNIFTY,Nifty 50,0.11,960,"2,928.28",NIFTY_50,2026-01-13
NEXT50BETA,Nifty Next 50,0.11,"1,00,368",73.80,NIFTY_NEXT_50,2026-01-13
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,0.10,"5,16,296",10.13,,2026-01-13
MNC,Kotak Nifty MNC ETF,0.10,"63,604",31.09,MNC,2026-01-13
BANKBEES,Nifty Bank,0.09,"2,80,366",614.15,NIFTY_BANK,2026-01-13
MIDSMALL,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,0.09,"2,54,185",46.90,SMALLCAP,2026-01-13
MIDCAPIETF,Nifty Midcap 150,0.09,"11,60,822",22.65,NIFTY_MIDCAP,2026-01-13
ABSLNN50ET,Nifty Next 50,0.08,"5,714",72.02,NIFTY_50,2026-01-13
AONETOTAL,Nifty Total Market Index,0.08,"5,17,999",11.87,TOTAL_MARKET,2026-01-13
EBANKNIFTY,Edelweiss Nifty Bank ETF,0.08,"83,871",60.10,NIFTY_BANK,2026-01-13
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,0.08,"1,025",197.15,QUALITY,2026-01-13
MONIFTY500,Motilal Oswal Nifty 500 ETF,0.08,"5,93,574",23.95,NIFTY_50,2026-01-13
BANKADD,DSP Nifty Bank ETF,0.07,"11,973",60.64,NIFTY_BANK,2026-01-13
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,0.04,"21,240",130.40,GROWTH,2026-01-13
AXISBNKETF,Nifty Bank,0.03,"3,072",612.28,NIFTY_BANK,2026-01-13
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,0.02,"4,01,371","1,086.72",LIQUID,2026-01-13
GROWWLIQID,Nifty 1D Rate Index,0.02,"2,07,943",107.44,LIQUID,2026-01-13
EBBETF0431,Nifty BHARAT Bond,0.02,"4,919","1,399.35",,2026-01-13
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,0.02,"1,83,83,145",112.28,LIQUID,2026-01-13
LIQGRWBEES,Liquid,0.01,"40,127","1,023.84",LIQUID,2026-01-13
CASHIETF,BSE Liquid Rate Index,0.01,"1,09,928","1,045.27",LIQUID,2026-01-13
AONELIQUID,Nifty 1D Rate Index,0.01,"10,066","1,042.73",LIQUID,2026-01-13
LIQUIDPLUS,Nifty 1D Rate Index,0.01,"3,65,013","1,068.21",LIQUID,2026-01-13
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,0.01,"7,215","1,087.71",LIQUID,2026-01-13
LIQUIDBETF,Bajaj Finserv Nifty 1D Rate Liquid ETF,0.01,"2,16,752","1,064.93",LIQUID,2026-01-13
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,0.01,"5,16,584","1,108.84",LIQUID,2026-01-13
ELIQUID,Nifty 1D Rate Index (Debt Index),0.01,"2,000","1,014.37",LIQUID,2026-01-13
SBILIQETF,Nifty 1D Rate Index,0.01,"1,756","1,022.51",LIQUID,2026-01-13
MANUFGBEES,Nifty India Manufacturing TRI,0.01,"3,647",153.21,MANUFACTURING,2026-01-13
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,0.01,"19,217","1,044.15",LIQUID,2026-01-13
NIF100BEES,Nifty 100 TRI,0.01,"11,343",278.26,NIFTY_100,2026-01-13
AUTOBEES,Nifty Auto TRI,0.01,"2,34,727",287.49,AUTO,2026-01-13
BSLGOLDETF,Gold,0.01,"5,92,737",123.70,GOLD,2026-01-13
LIQUIDSBI,SBI NIFTY 1D Rate ETF,-,"8,201",999.99,LIQUID,2026-01-13
HEALTHY,Nifty Healthcare TRI,-,"2,64,644",14.96,HEALTHCARE,2026-01-13
AXISCETF,NIFTY India Consumption Index,-,"2,163",123.91,FMCG,2026-01-13
PVTBANKADD,DSP Nifty Private Bank ETF,-,"6,194",28.85,NIFTY_PRIVATE_BANK,2026-01-13
LIQUID,Mirae Asset Nifty 1D Rate Liquid ETF,-,"84,145",999.99,LIQUID,2026-01-13
AONEGOLD,Domestic price of Gold,-,"11,80,179",13.14,GOLD,2026-01-13
LIQUIDBEES,Government Securities,-,"33,93,622","1,000.01",LIQUID,2026-01-13
TOP15IETF,Nifty Top 15 Equal Weight Index,-,"61,663",10.88,,2026-01-13
LIQUIDIETF,S&P BSE Liquid Rate Index,-,"2,80,507",999.99,LIQUID,2026-01-13
LIQUIDETF,Nifty1D rate index,-,"81,005","1,000.00",LIQUID,2026-01-13
CHOICEGOLD,Gold,-,"31,270",139.37,GOLD,2026-01-13
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,-,"1,849",999.99,LIQUID,2026-01-13
QGOLDHALF,Gold,-0.01,"2,22,646",116.70,GOLD,2026-01-13
HEALTHADD,DSP Nifty Healthcare ETF,-0.02,808,147.05,HEALTHCARE,2026-01-13
EQUAL50ADD,NIFTY 50 Equal Weight Index,-0.03,"10,655",345.01,QUALITY,2026-01-13
SENSEXADD,DSP S&P BSE Sensex ETF,-0.03,759,85.90,SENSEX,2026-01-13
BSLNIFTY,Nifty 50,-0.03,"4,64,225",30.00,NIFTY_50,2026-01-13
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,-0.03,"3,764",29.55,GSEC,2026-01-13
GOLDBETA,Gold,-0.04,"15,64,859",118.35,GOLD,2026-01-13
MOM50,Nifty 50,-0.04,"3,413",267.35,NIFTY_50,2026-01-13
EGOLD,Edelweiss Gold ETF,-0.04,"17,57,410",140.75,GOLD,2026-01-13
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,-0.05,"14,973",22.16,IT,2026-01-13
TATAGOLD,Tata Gold Exchange Traded Fund,-0.07,"9,45,06,792",13.65,GOLD,2026-01-13
LTGILTBEES,NIFTY 8-13 yr G-Sec Index,-0.07,"18,60,196",29.19,GSEC,2026-01-13
EBBETF0430,Nifty BHARAT Bond,-0.07,"11,429","1,563.48",,2026-01-13
NEXT50ADD,Nifty Next 50 TRI,-0.07,"2,287",68.63,NIFTY_NEXT_50,2026-01-13
LTGILTCASE,Nifty 8-13 Yr G-Sec Index,-0.07,"1,32,337",29.75,GSEC,2026-01-13
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,-0.08,"68,564",13.11,,2026-01-13
TOP100CASE,Zerodha Nifty 100 ETF,-0.09,"8,33,875",11.00,NIFTY_100,2026-01-13
TOP10ADD,Nifty Top 10 Equal Weight Index,-0.09,"1,17,759",98.86,,2026-01-13
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,-0.09,"2,02,039",63.46,GSEC,2026-01-13
COMMOIETF,ICICI Prudential Nifty Commodities ETF,-0.10,"1,30,092",96.40,COMMODITIES,2026-01-13
NIFTYCASE,Nifty Index 50 Index,-0.10,"10,27,228",10.25,,2026-01-13
TWCGOLDETF,Commodity,-0.10,"8,947",140.77,GOLD,2026-01-13
TOP20,Nifty Top 20 Equal Weight,-0.10,"13,373",9.58,,2026-01-13
SBINEQWETF,Nifty50 Equal Weight,-0.12,"32,335",33.56,NIFTY_50,2026-01-13
CONSUMIETF,Nifty India Consumption Index,-0.12,"11,135",124.50,FMCG,2026-01-13
MSCIINDIA,MSCI India Index,-0.13,"33,563",30.70,,2026-01-13
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,-0.13,"9,510",259.64,GSEC,2026-01-13
BSE500IETF,S&P BSE 500 index,-0.13,"3,36,047",39.70,,2026-01-13
AXISHCETF,Nifty Healthcare Index,-0.13,"1,609",148.17,HEALTHCARE,2026-01-13
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,-0.13,"46,364",31.36,MOMENTUM,2026-01-13
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,-0.14,"85,341",69.82,NIFTY_NEXT_50,2026-01-13
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,-0.14,"3,364",63.75,GSEC,2026-01-13
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,-0.14,"57,992",21.93,QUALITY,2026-01-13
PVTBANIETF,Nifty Private Bank Index,-0.14,"1,91,925",28.78,NIFTY_BANK,2026-01-13
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,-0.14,"26,441",28.96,NIFTY_PRIVATE_BANK,2026-01-13
BBNPNBETF,Baroda BNP Paribas NIFTY Bank ETF,-0.15,"1,544",59.49,NIFTY_BANK,2026-01-13
HDFCGOLD,Gold,-0.16,"1,01,26,156",120.24,GOLD,2026-01-13
NPBET,Nifty Private Bank Index,-0.16,149,293.70,NIFTY_BANK,2026-01-13
BBETF0432,Nifty BHARAT Bond Index - April 2032,-0.16,"2,125","1,312.70",,2026-01-13
NIFTYADD,Nifty 50 Index,-0.17,"28,790",269.49,NIFTY_50,2026-01-13
OILIETF,Nifty Oil & Gas Index,-0.17,"52,73,642",11.83,ENERGY,2026-01-13
ENERGY,Nifty Energy,-0.17,"10,10,022",34.47,ENERGY,2026-01-13
SENSEXIETF,SENSEX,-0.17,"45,059",957.00,SENSEX,2026-01-13
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,-0.18,"56,876",43.92,HEALTHCARE,2026-01-13
MIDCAPETF,Mirae Asset Mutual Fund - Mirae Asset Nifty Midcap 150 ETF,-0.18,"15,39,994",22.32,NIFTY_MIDCAP,2026-01-13
GROWWNIFTY,Nifty 50 Index - TRI,-0.19,"5,83,197",10.35,NIFTY_50,2026-01-13
FMCGIETF,Nifty FMCG Index,-0.19,"37,15,369",56.35,FMCG,2026-01-13
NEXT50,Nifty Next 50,-0.19,"26,203",703.61,NIFTY_NEXT_50,2026-01-13
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,-0.19,"30,755",21.55,LOW_VOLATILITY,2026-01-13
EBBETF0433,BHARAT Bond ETF-April 2033,-0.20,"4,735","1,275.00",,2026-01-13
NEXT30ADD,BSE SENSEX Next 30 Index,-0.20,"1,26,517",40.79,SENSEX,2026-01-13
MON100,Nasdaq100,-0.20,"7,38,168",235.16,NASDAQ,2026-01-13
MON50EQUAL,Nifty 50 Equal Weight Total Return Index,-0.21,"3,179",33.40,NIFTY_50,2026-01-13
NIFTYBETA,Nifty 50,-0.22,"78,909",283.49,NIFTY_50,2026-01-13
NIFTYBEES,Nifty 50,-0.22,"53,65,914",291.24,NIFTY_50,2026-01-13
NIFTYETF,Nifty 50,-0.23,"1,94,127",277.89,NIFTY_50,2026-01-13
HDFCNIFTY,Nifty 50,-0.23,"1,38,620",288.15,NIFTY_50,2026-01-13
EQUAL200,BSE 200 Equal Weight,-0.23,"19,299",13.30,QUALITY,2026-01-13
QUALITY30,Nifty200 Quality 30 Index,-0.23,"12,088",21.51,QUALITY,2026-01-13
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,-0.24,"7,39,903",135.52,,2026-01-13
AXISNIFTY,Nifty 50,-0.25,"26,653",282.84,NIFTY_50,2026-01-13
MULTICAP,Nifty500 Multicap 50:25:25 Index,-0.25,"1,05,230",16.25,MULTICAP,2026-01-13
SETFNIF50,Nifty 50,-0.25,"6,61,987",275.25,NIFTY_50,2026-01-13
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,-0.25,"6,42,352",31.50,MOMENTUM,2026-01-13
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,-0.25,"30,666",262.91,NIFTY_50,2026-01-13
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,-0.25,"5,16,660",736.79,NIFTY_NEXT_50,2026-01-13
MOMENTUM30,Nifty 200 Momentum 30 Index,-0.26,"16,216",30.97,MOMENTUM,2026-01-13
MOENERGY,Nifty Energy Index,-0.26,"48,443",34.45,ENERGY,2026-01-13
EVINDIA,Nifty EV and New Age Automotive Total Return Index,-0.26,"1,50,266",30.99,AUTO,2026-01-13
GROWWN200,Nifty 200 Index- Total Return Index,-0.26,"1,09,356",11.61,NIFTY_200,2026-01-13
NEXT50IETF,Nifty Next 50,-0.26,"6,61,639",72.01,NIFTY_NEXT_50,2026-01-13
NIFTY100EW,Nifty 100 Equal Weight Index,-0.26,"20,094",33.88,NIFTY_100,2026-01-13
CONSUMER,Nifty India New AgeConsumption,-0.26,"1,28,072",11.62,FMCG,2026-01-13
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,-0.26,"15,373",85.76,SENSEX,2026-01-13
MOLOWVOL,Nifty Midcap 100 TRI,-0.26,"2,785",38.86,LOW_VOLATILITY,2026-01-13
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,-0.26,"10,216",60.45,QUALITY,2026-01-13
NIFTYIETF,Nifty 50,-0.27,"7,88,960",289.68,NIFTY_50,2026-01-13
GOLD1,Gold,-0.27,"60,00,563",117.34,GOLD,2026-01-13
MID150CASE,Zerodha Nifty Midcap 150 ETF,-0.27,"16,20,595",10.94,NIFTY_MIDCAP,2026-01-13
NIFTY1,Nifty 50,-0.27,"2,76,720",282.61,NIFTY_50,2026-01-13
LICNETFGSC,GSEC10 NSE Index,-0.28,"41,312",28.76,GSEC,2026-01-13
GROWWNXT50,Index,-0.28,"11,011",68.65,,2026-01-13
MID150BEES,Nifty Midcap 150 TRI,-0.29,"4,78,845",225.68,NIFTY_MIDCAP,2026-01-13
ALPL30IETF,Nifty Alpha Low-Volatility 30 Index,-0.29,"1,24,277",27.85,ALPHA,2026-01-13
MOM100,Nifty Midcap 100,-0.31,"5,48,788",64.14,NIFTY_MIDCAP,2026-01-13
GROWWRLTY,Index,-0.31,"3,05,019",9.67,,2026-01-13
AXISGOLD,Gold,-0.32,"29,09,835",117.64,GOLD,2026-01-13
CONS,Kotak Nifty India Consumption ETF,-0.32,"8,205",123.20,FMCG,2026-01-13
ESG,NIFTY100 ESG SECTOR LEADERS,-0.32,"29,560",43.91,ESG,2026-01-13
MIDSELIETF,S&P BSE Midcap Select Index,-0.33,"2,95,441",18.19,NIFTY_MIDCAP,2026-01-13
GOLDBEES,Gold,-0.33,"5,96,57,307",116.38,GOLD,2026-01-13
LOWVOLIETF,Nifty 100 Low Volatility 30 Index,-0.35,"21,66,737",23.10,LOW_VOLATILITY,2026-01-13
EQUAL50,Nifty50 Equal Weight,-0.35,201,332.55,QUALITY,2026-01-13
ENIFTY,Nifty 50 TRI,-0.35,"3,142",25.67,NIFTY_50,2026-01-13
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,-0.36,"6,77,615",24.72,ALPHA,2026-01-13
HDFCMID150,HDFC NIFTY Midcap 150 ETF,-0.36,"5,97,141",22.10,NIFTY_MIDCAP,2026-01-13
SBIETFCON,Nifty India Consumption Index,-0.37,"8,878",123.94,FMCG,2026-01-13
MONEXT50,Nifty Next 50 Total Return Index,-0.37,"1,505",68.11,NIFTY_NEXT_50,2026-01-13
AONENIFTY,Nifty 50 Index,-0.38,"5,08,103",10.56,NIFTY_50,2026-01-13
HDFCSENSEX,SENSEX,-0.39,"28,825",94.20,SENSEX,2026-01-13
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,-0.40,"3,26,225",32.07,FINANCIAL_SERVICES,2026-01-13
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,-0.40,2,110.81,GSEC,2026-01-13
MIDCAPBETA,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),-0.41,"1,951",220.89,NIFTY_MIDCAP,2026-01-13
QNIFTY,Nifty 50,-0.43,506,"2,813.00",NIFTY_50,2026-01-13
SBIETFQLTY,Nifty 200 Quality 30 Index,-0.45,"60,476",230.27,QUALITY,2026-01-13
GOLDADD,DSP Gold ETF,-0.46,"5,94,851",136.42,GOLD,2026-01-13
LICMFGOLD,Gold,-0.46,"4,600","12,680.00",GOLD,2026-01-13
