SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,0.31,"35,643",135.51,,2026-01-11
ITBEES,Nifty IT TRI,0.31,"67,62,107",41.76,IT,2026-01-11
SML100CASE,Nifty Smallcap 100 Index,0.30,"21,94,609",9.98,SMALLCAP,2026-01-11
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,0.29,"85,913",115.34,VALUE,2026-01-11
PSUBANKADD,DSP Nifty PSU Bank ETF,0.29,"87,405",86.79,NIFTY_PSU_BANK,2026-01-11
TNIDETF,Nifty India Digital Index,0.26,"86,860",97.65,DIGITAL,2026-01-11
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,0.25,"2,57,698",86.82,NIFTY_PSU_BANK,2026-01-11
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,0.22,"4,767",64.09,GSEC,2026-01-11
EBBETF0431,Nifty BHARAT Bond,0.21,"3,734","1,397.73",,2026-01-11
EBBETF0433,BHARAT Bond ETF-April 2033,0.21,"7,795","1,274.64",,2026-01-11
PSUBANK,Nifty PSU Bank,0.21,"24,818",858.32,NIFTY_PSU_BANK,2026-01-11
GROWWNIFTY,Nifty 50 Index - TRI,0.19,"3,31,830",10.41,NIFTY_50,2026-01-11
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,0.15,"56,847",13.13,,2026-01-11
COMMOIETF,ICICI Prudential Nifty Commodities ETF,0.14,"1,76,715",96.08,COMMODITIES,2026-01-11
MONQ50,Nasdaq Q-50 Total Return Index,0.12,"1,00,272",99.84,NASDAQ,2026-01-11
ITBETA,UTI Nifty IT ETF,0.12,546,395.00,IT,2026-01-11
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,0.11,"10,008",259.07,GSEC,2026-01-11
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,0.10,"1,369",29.60,GSEC,2026-01-11
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,0.09,"1,27,025",63.69,GSEC,2026-01-11
METALIETF,Nifty Metal Index,0.09,"6,14,57,260",11.18,METAL,2026-01-11
GSEC10ABSL,CRISIL 10 Year Gilt ETF,0.08,25,110.55,GSEC,2026-01-11
LTGILTBEES,NIFTY 8-13 yr G-Sec Index,0.07,"28,34,735",29.17,GSEC,2026-01-11
HNGSNGBEES,Hang Seng Index,0.07,"91,282",502.90,,2026-01-11
LICNETFGSC,GSEC10 NSE Index,0.07,"88,202",28.74,GSEC,2026-01-11
BBETF0432,Nifty BHARAT Bond Index - April 2032,0.06,"18,525","1,314.77",,2026-01-11
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,0.05,"24,506",60.75,QUALITY,2026-01-11
PSUBNKBEES,Nifty PSU Bank,0.05,"47,21,266",95.65,NIFTY_PSU_BANK,2026-01-11
GROWWLIQID,Nifty 1D Rate Index,0.04,"6,08,491",107.41,LIQUID,2026-01-11
EBBETF0430,Nifty BHARAT Bond,0.04,"12,823","1,565.00",,2026-01-11
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,0.04,"8,247","1,087.47",LIQUID,2026-01-11
LIQUIDPLUS,Nifty 1D Rate Index,0.04,"2,67,505","1,067.93",LIQUID,2026-01-11
ELIQUID,Nifty 1D Rate Index (Debt Index),0.04,"2,551","1,014.09",LIQUID,2026-01-11
AONELIQUID,Nifty 1D Rate Index,0.04,"28,084","1,042.44",LIQUID,2026-01-11
SBILIQETF,Nifty 1D Rate Index,0.04,"9,928","1,022.23",LIQUID,2026-01-11
CASHIETF,BSE Liquid Rate Index,0.04,"5,71,021","1,045.00",LIQUID,2026-01-11
LIQGRWBEES,Liquid,0.04,"86,554","1,023.58",LIQUID,2026-01-11
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,0.04,"14,741","1,043.89",LIQUID,2026-01-11
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,0.04,"1,84,70,385",112.25,LIQUID,2026-01-11
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,0.04,"2,03,264","1,086.42",LIQUID,2026-01-11
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,0.04,"5,39,549","1,108.55",LIQUID,2026-01-11
LIQUIDBETF,Bajaj Finserv Nifty 1D Rate Liquid ETF,0.04,"3,39,686","1,064.65",LIQUID,2026-01-11
LTGILTCASE,Nifty 8-13 Yr G-Sec Index,0.03,"1,46,525",29.71,GSEC,2026-01-11
BANKPSU,Nifty PSU Bank Total Return Index,0.03,"11,562",86.20,PSU,2026-01-11
LIQUID,Mirae Asset Nifty 1D Rate Liquid ETF,-,"73,892","1,000.00",LIQUID,2026-01-11
METAL,Nifty Metal Total Return Index,-,"59,15,192",11.17,METAL,2026-01-11
LIQUIDIETF,S&P BSE Liquid Rate Index,-,"7,36,606",999.99,LIQUID,2026-01-11
LIQUIDBEES,Government Securities,-,"23,84,434","1,000.00",LIQUID,2026-01-11
LIQUIDETF,Nifty1D rate index,-,"1,02,389","1,000.00",LIQUID,2026-01-11
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,-,"3,783","1,000.01",LIQUID,2026-01-11
LIQUIDSBI,SBI NIFTY 1D Rate ETF,-,"9,279","1,000.01",LIQUID,2026-01-11
AONENIFTY,Nifty 50 Index,-,"3,81,610",10.62,NIFTY_50,2026-01-11
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,-,"35,965",22.26,IT,2026-01-11
GSEC10IETF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,-0.03,856,259.90,GSEC,2026-01-11
CPSEETF,CPSE ETF,-0.03,"12,08,438",92.56,PSU,2026-01-11
DIVIDEND,BSE 500 Dividend Leaders,-0.06,"27,468",35.97,DIVIDEND,2026-01-11
TOP10ADD,Nifty Top 10 Equal Weight Index,-0.12,"2,08,385",99.36,,2026-01-11
ITIETF,Nifty IT Index,-0.12,"3,99,466",41.53,IT,2026-01-11
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,-0.13,11,111.30,GSEC,2026-01-11
NV20IETF,Nifty50 Value 20,-0.13,"3,32,145",15.13,NIFTY_50,2026-01-11
MODEFENCE,Nifty India Defence Total Return Index,-0.14,"48,96,244",86.68,DEFENCE,2026-01-11
MASPTOP50,S&P 500 Top 50 Total Return Index,-0.15,"81,089",71.91,,2026-01-11
ICICIB22,S&P BSE BHARAT 22 index,-0.15,"2,41,686",116.86,,2026-01-11
MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,-0.17,"55,083",62.75,MOMENTUM,2026-01-11
HDFCSENSEX,SENSEX,-0.18,"71,094",94.80,SENSEX,2026-01-11
SHARIABEES,Shariah,-0.19,"5,054",515.00,,2026-01-11
EQUAL50ADD,NIFTY 50 Equal Weight Index,-0.19,"17,217",345.01,QUALITY,2026-01-11
MOMENTUM50,Nifty 500 Momentum 50 Total Return Index,-0.19,"13,60,318",51.80,MOMENTUM,2026-01-11
VAL30IETF,Nifty200 Value 30 Index,-0.20,"2,16,024",14.80,VALUE,2026-01-11
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,-0.21,"1,938",197.70,QUALITY,2026-01-11
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,-0.23,"49,539",82.22,DIVIDEND,2026-01-11
SENSEXIETF,SENSEX,-0.24,"22,713",959.90,SENSEX,2026-01-11
GILT5BETA,UTI Nifty 5 yr Benchmark G-Sec ETF,-0.24,"23,665",63.18,GSEC,2026-01-11
AXISVALUE,Nifty500 Value 50 TRI,-0.25,"89,202",31.41,VALUE,2026-01-11
EBANKNIFTY,Edelweiss Nifty Bank ETF,-0.27,"2,603",59.84,NIFTY_BANK,2026-01-11
MOM100,Nifty Midcap 100,-0.32,"9,23,032",64.70,NIFTY_MIDCAP,2026-01-11
MSCIADD,MSCI India Index,-0.33,"5,350",30.52,,2026-01-11
MOMNC,Nifty MNC ETF Total Return Index,-0.33,"4,428",30.35,MNC,2026-01-11
NV20BEES,Nifty50 Value20 TRI,-0.34,"23,561",154.48,NIFTY_50,2026-01-11
SENSEXADD,DSP S&P BSE Sensex ETF,-0.38,"2,313",86.00,SENSEX,2026-01-11
LOWVOLIETF,Nifty 100 Low Volatility 30 Index,-0.39,"16,50,940",23.10,LOW_VOLATILITY,2026-01-11
HEALTHIETF,Nifty Healthcare Index,-0.40,"59,385",151.12,HEALTHCARE,2026-01-11
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,-0.40,"42,734",44.54,HEALTHCARE,2026-01-11
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,-0.41,"45,550",22.00,QUALITY,2026-01-11
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,-0.42,"1,158",214.95,LOW_VOLATILITY,2026-01-11
MSCIINDIA,MSCI India Index,-0.42,"23,238",30.78,,2026-01-11
LICNFNHGP,Nifty 100,-0.43,577,286.85,NIFTY_100,2026-01-11
MIDSELIETF,S&P BSE Midcap Select Index,-0.43,"1,49,576",18.37,NIFTY_MIDCAP,2026-01-11
HDFCPSUBK,HDFC NIFTY PSU BANK ETF,-0.43,"54,128",86.01,NIFTY_PSU_BANK,2026-01-11
NEXT50BETA,Nifty Next 50,-0.44,"1,73,915",73.94,NIFTY_NEXT_50,2026-01-11
HDFCMID150,HDFC NIFTY Midcap 150 ETF,-0.45,"5,36,909",22.34,NIFTY_MIDCAP,2026-01-11
HEALTHY,Nifty Healthcare TRI,-0.46,"3,16,953",15.12,HEALTHCARE,2026-01-11
GROWWMETAL,Nifty Metal Index,-0.47,"8,45,981",10.55,METAL,2026-01-11
FLEXIADD,Nifty500 Flexicap Quality 30 TRI,-0.47,"2,77,246",10.58,NIFTY_50,2026-01-11
MONIFTY100,Nifty 100 Total Return Index,-0.49,"8,129",26.43,NIFTY_100,2026-01-11
BANKIETF,Nifty Bank,-0.49,"7,43,313",60.84,NIFTY_BANK,2026-01-11
BANKBETF,Bajaj Finserv Nifty Bank ETF,-0.50,"36,849",60.20,NIFTY_BANK,2026-01-11
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,-0.50,"83,683",70.12,NIFTY_NEXT_50,2026-01-11
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,-0.51,"1,21,824",62.30,NIFTY_MIDCAP,2026-01-11
BSLNIFTY,Nifty 50,-0.53,"4,55,113",29.97,NIFTY_50,2026-01-11
LICNETFSEN,SENSEX,-0.53,162,939.02,SENSEX,2026-01-11
NIF100IETF,Nifty 100,-0.54,"6,71,374",29.29,NIFTY_100,2026-01-11
MOLOWVOL,Nifty Midcap 100 TRI,-0.54,"2,940",38.84,LOW_VOLATILITY,2026-01-11
SETFNN50,Nifty Next 50,-0.55,"38,917",733.91,NIFTY_50,2026-01-11
LICNMID100,LIC MF Nifty Midcap 100 ETF,-0.56,"6,643",60.10,NIFTY_MIDCAP,2026-01-11
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,-0.56,"3,06,953",96.00,INFRASTRUCTURE,2026-01-11
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,-0.56,"7,215",138.92,VALUE,2026-01-11
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,-0.57,"1,14,198",10.47,NIFTY_50,2026-01-11
NIFTYCASE,Nifty Index 50 Index,-0.58,"7,45,478",10.24,,2026-01-11
MIDCAP,Nifty Midcap 50 Index,-0.58,"42,673",174.59,NIFTY_MIDCAP,2026-01-11
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,-0.59,"5,92,371",21.96,LOW_VOLATILITY,2026-01-11
SENSEXBETA,SENSEX,-0.60,"2,437",922.57,SENSEX,2026-01-11
MON50EQUAL,Nifty 50 Equal Weight Total Return Index,-0.60,"17,763",33.40,NIFTY_50,2026-01-11
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,-0.60,"8,307",130.45,GROWTH,2026-01-11
NIFTYBEES,Nifty 50,-0.61,"84,42,130",291.15,NIFTY_50,2026-01-11
TOP20,Nifty Top 20 Equal Weight,-0.62,"82,899",9.57,,2026-01-11
MID150,Nifty Midcap 150 Index,-0.62,"98,070",22.32,NIFTY_MIDCAP,2026-01-11
HDFCNIFBAN,Nifty Bank,-0.62,"5,62,502",60.90,NIFTY_BANK,2026-01-11
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,-0.63,"30,361",85.78,SENSEX,2026-01-11
NIFTY1,Nifty 50,-0.63,"2,52,210",283.63,NIFTY_50,2026-01-11
TOP100CASE,Zerodha Nifty 100 ETF,-0.63,"11,28,786",10.98,NIFTY_100,2026-01-11
ABSLBANETF,Nifty Bank,-0.64,"7,28,894",60.64,NIFTY_BANK,2026-01-11
TOP15IETF,Nifty Top 15 Equal Weight Index,-0.64,"66,876",10.89,,2026-01-11
MOMENTUM30,Nifty 200 Momentum 30 Index,-0.64,"23,942",30.97,MOMENTUM,2026-01-11
NIFTYIETF,Nifty 50,-0.65,"9,87,935",289.52,NIFTY_50,2026-01-11
QUALITY30,Nifty200 Quality 30 Index,-0.65,"8,066",21.43,QUALITY,2026-01-11
MOENERGY,Nifty Energy Index,-0.66,"87,043",34.63,ENERGY,2026-01-11
INTERNET,Equity Index,-0.66,"1,96,886",13.60,,2026-01-11
HDFCNIF100,HDFC NIFTY 100 ETF,-0.66,"67,003",27.05,NIFTY_100,2026-01-11
SNXT30BEES,BSE Sensex Next 30 Index,-0.66,"12,504",40.73,SENSEX,2026-01-11
HDFCNIFTY,Nifty 50,-0.66,"3,24,304",287.83,NIFTY_50,2026-01-11
NIFTYBETA,Nifty 50,-0.67,"1,02,643",283.18,NIFTY_50,2026-01-11
MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,-0.67,"5,011",244.11,NIFTY_MIDCAP,2026-01-11
MAKEINDIA,Nifty India Manufacturing Total Return Index,-0.67,"36,255",155.20,MANUFACTURING,2026-01-11
MANUFGBEES,Nifty India Manufacturing TRI,-0.67,"4,805",153.14,MANUFACTURING,2026-01-11
PHARMABEES,Nifty Pharma TRI,-0.68,"63,97,867",23.32,HEALTHCARE,2026-01-11
SETFNIFBK,Nifty Bank,-0.68,"61,528",607.57,NIFTY_BANK,2026-01-11
BSLSENETFG,BSE SENSEX Index,-0.68,"2,573",83.87,SENSEX,2026-01-11
IDFNIFTYET,Nifty 50,-0.68,"3,098",282.10,NIFTY_50,2026-01-11
AXISNIFTY,Nifty 50,-0.69,"77,969",282.71,NIFTY_50,2026-01-11
NIFTYADD,Nifty 50 Index,-0.70,"11,212",268.96,NIFTY_50,2026-01-11
ENIFTY,Nifty 50 TRI,-0.70,"4,796",25.69,NIFTY_50,2026-01-11
MID150BEES,Nifty Midcap 150 TRI,-0.70,"16,55,033",226.95,NIFTY_MIDCAP,2026-01-11
BANKBETA,Nifty Bank,-0.70,"16,31,901",61.13,NIFTY_BANK,2026-01-11
HEALTHADD,DSP Nifty Healthcare ETF,-0.70,"1,891",148.56,HEALTHCARE,2026-01-11
NIFTYETF,Nifty 50,-0.71,"3,11,057",277.70,NIFTY_50,2026-01-11
BANKNIFTY1,Nifty Bank,-0.71,"60,497",613.36,NIFTY_BANK,2026-01-11
SBIETFQLTY,Nifty 200 Quality 30 Index,-0.72,"2,041",230.18,QUALITY,2026-01-11
BANKBEES,Nifty Bank,-0.72,"14,37,563",612.10,NIFTY_BANK,2026-01-11
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,-0.72,"46,498",28.99,NIFTY_PRIVATE_BANK,2026-01-11
MID150CASE,Zerodha Nifty Midcap 150 ETF,-0.72,"27,50,646",11.00,NIFTY_MIDCAP,2026-01-11
BANKETF,Mirae Asset Nifty Bank ETF,-0.72,"4,547",602.12,NIFTY_BANK,2026-01-11
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,-0.73,"7,667",262.90,NIFTY_50,2026-01-11
SETFNIF50,Nifty 50,-0.73,"15,50,545",274.87,NIFTY_50,2026-01-11
NIF100BEES,Nifty 100 TRI,-0.73,"57,526",277.81,NIFTY_100,2026-01-11
MOM50,Nifty 50,-0.73,"4,846",266.83,NIFTY_50,2026-01-11
GROWWLOVOL,Nifty 500 Low Volatility 50 Index   TRI,-0.74,"1,34,716",10.66,NIFTY_50,2026-01-11
AXISBNKETF,Nifty Bank,-0.74,"9,363",609.70,NIFTY_BANK,2026-01-11
GROWWSC250,Nifty Smallcap 250 Index - TRI,-0.74,"3,12,510",9.45,SMALLCAP,2026-01-11
MONIFTY500,Motilal Oswal Nifty 500 ETF,-0.75,"5,07,778",23.98,NIFTY_50,2026-01-11
MIDCAPETF,Mirae Asset Mutual Fund - Mirae Asset Nifty Midcap 150 ETF,-0.75,"25,41,487",22.42,NIFTY_MIDCAP,2026-01-11
MOTOUR,Nifty India Tourism Total Return Index,-0.75,"30,093",81.84,,2026-01-11
QNIFTY,Nifty 50,-0.78,"1,170","2,810.00",NIFTY_50,2026-01-11
ELM250,Nifty LargeMidcap 250 TRI,-0.78,"7,31,456",16.58,NIFTY_MIDCAP,2026-01-11
ENERGY,Nifty Energy,-0.78,"19,24,550",34.47,ENERGY,2026-01-11
GROWWNET,Index,-0.79,"4,06,506",10.08,,2026-01-11
CONS,Kotak Nifty India Consumption ETF,-0.79,"17,691",123.84,FMCG,2026-01-11
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,-0.80,"3,62,554",24.85,ALPHA,2026-01-11
SBINEQWETF,Nifty50 Equal Weight,-0.80,"24,089",33.43,NIFTY_50,2026-01-11
SBIETFPB,Nifty Private Bank Index,-0.80,"1,148",290.02,NIFTY_BANK,2026-01-11
ESG,NIFTY100 ESG SECTOR LEADERS,-0.81,"17,088",43.92,ESG,2026-01-11
MONEXT50,Nifty Next 50 Total Return Index,-0.81,"7,686",68.45,NIFTY_NEXT_50,2026-01-11
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,-0.82,"7,07,408",31.48,MOMENTUM,2026-01-11
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,-0.83,"36,374",21.46,LOW_VOLATILITY,2026-01-11
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,-0.83,"1,71,813",31.15,MOMENTUM,2026-01-11
AONETMMQ50,Nifty Total Market Momentum Quality 50 TRI,-0.83,"1,33,632",9.60,MOMENTUM,2026-01-11
GROWWNXT50,Index,-0.84,"14,599",68.75,,2026-01-11
GROWWN200,Nifty 200 Index- Total Return Index,-0.85,"1,55,707",11.61,NIFTY_200,2026-01-11
BANKADD,DSP Nifty Bank ETF,-0.85,"25,597",60.44,NIFTY_BANK,2026-01-11
MOMGF,Nifty India Manufacturing Total Return Index,-0.87,839,152.51,MANUFACTURING,2026-01-11
BSE500IETF,S&P BSE 500 index,-0.87,"2,66,195",39.70,,2026-01-11
MIDCAPIETF,Nifty Midcap 150,-0.87,"9,66,242",22.69,NIFTY_MIDCAP,2026-01-11
BFSI,Nifty Financial Services Index,-0.88,"1,37,493",28.32,FINANCIAL_SERVICES,2026-01-11
AUTOBEES,Nifty Auto TRI,-0.88,"16,29,788",288.50,AUTO,2026-01-11
NEXT30ADD,BSE SENSEX Next 30 Index,-0.88,"9,274",40.69,SENSEX,2026-01-11
AXSENSEX,AXIS S&P BSE SENSEX ETF,-0.88,"1,982",86.09,SENSEX,2026-01-11
MOSERVICE,Nifty Services Sector Total Return Index,-0.89,"4,301",33.40,SERVICES,2026-01-11
EQUAL200,BSE 200 Equal Weight,-0.89,"44,033",13.32,QUALITY,2026-01-11
ALPL30IETF,Nifty Alpha Low-Volatility 30 Index,-0.89,"3,47,884",27.87,ALPHA,2026-01-11
AUTOIETF,Nifty Auto Index,-0.89,"5,06,475",28.94,AUTO,2026-01-11
MIDCAPADD,Nifty Midcap 150 Index,-0.90,"68,887",22.01,NIFTY_MIDCAP,2026-01-11
FMCGIETF,Nifty FMCG Index,-0.90,"26,36,036",56.24,FMCG,2026-01-11
SBIETFCON,Nifty India Consumption Index,-0.91,"7,056",123.79,FMCG,2026-01-11
MNC,Kotak Nifty MNC ETF,-0.92,"1,82,850",31.32,MNC,2026-01-11
GROWWEV,Nifty EV and New Age Automotive Index,-0.92,"1,42,434",31.16,AUTO,2026-01-11
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,-0.92,"6,05,545",32.31,FINANCIAL_SERVICES,2026-01-11
ESENSEX,BSE Sensex TRI,-0.92,"1,426",83.56,SENSEX,2026-01-11
INFRABEES,Nifty Infra,-0.93,"24,066",960.00,INFRASTRUCTURE,2026-01-11
NETF,Tata Nifty 50 Exchange Traded Fund,-0.93,"2,497",277.72,NIFTY_50,2026-01-11
NIFTY100EW,Nifty 100 Equal Weight Index,-0.94,"60,166",33.85,NIFTY_100,2026-01-11
HDFCBSE500,HDFC S&P BSE 500 ETF,-0.94,"35,282",37.77,,2026-01-11
PVTBANIETF,Nifty Private Bank Index,-0.96,"19,61,825",28.76,NIFTY_BANK,2026-01-11
PVTBANKADD,DSP Nifty Private Bank ETF,-0.96,"22,954",28.78,NIFTY_PRIVATE_BANK,2026-01-11
MULTICAP,Nifty500 Multicap 50:25:25 Index,-0.97,"2,01,321",16.30,MULTICAP,2026-01-11
NEXT50,Nifty Next 50,-0.97,"53,843",703.98,NIFTY_NEXT_50,2026-01-11
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,-0.98,"43,994",31.25,MOMENTUM,2026-01-11
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,-0.98,"5,17,148",737.50,NIFTY_NEXT_50,2026-01-11
MAHKTECH,Hang Seng TECH Total Return Index,-0.98,"12,91,456",26.26,IT,2026-01-11
ABSLNN50ET,Nifty Next 50,-0.99,"28,389",71.84,NIFTY_50,2026-01-11
AXISCETF,NIFTY India Consumption Index,-0.99,"1,137",123.79,FMCG,2026-01-11
CONSUMBEES,Nifty India Consumption TRI,-0.99,"1,23,606",133.40,FMCG,2026-01-11
AONETOTAL,Nifty Total Market Index,-1.00,"4,89,030",11.86,TOTAL_MARKET,2026-01-11
IVZINNIFTY,Nifty 50,-1.00,81,"2,945.72",NIFTY_50,2026-01-11
MIDCAPBETA,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),-1.02,"5,416",221.91,NIFTY_MIDCAP,2026-01-11
LICNETFN50,Nifty 50,-1.03,"1,526",285.99,NIFTY_50,2026-01-11
