SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
LIQUIDIETF,S&P BSE Liquid Rate Index,-,"9,36,191","1,000.00",LIQUID,2026-02-09
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,-,"4,362",999.99,LIQUID,2026-02-09
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,-,"1,710",135.50,,2026-02-09
LIQUID,Mirae Asset Nifty 1D Rate Liquid ETF,-,"1,55,157",999.99,LIQUID,2026-02-09
LIQUIDSBI,SBI NIFTY 1D Rate ETF,-,"9,198",999.99,LIQUID,2026-02-09
LIQUIDBEES,Government Securities,-,"25,36,418","1,000.01",LIQUID,2026-02-09
LIQUIDETF,Nifty1D rate index,-,"88,842","1,000.01",LIQUID,2026-02-09
LICNETFSEN,SENSEX,-0.01,122,939.97,SENSEX,2026-02-09
HDFCBSE500,HDFC S&P BSE 500 ETF,-0.03,"13,399",37.61,,2026-02-09
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,-0.03,"14,421",29.51,GSEC,2026-02-09
NIF100IETF,Nifty 100,-0.03,"1,04,202",29.16,NIFTY_100,2026-02-09
ITADD,DSP Nifty IT ETF,-0.05,"12,404",37.50,IT,2026-02-09
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,-0.08,"2,74,826",63.89,GSEC,2026-02-09
SENSEXIETF,SENSEX,-0.10,"22,848",951.68,SENSEX,2026-02-09
ITBEES,Nifty IT TRI,-0.10,"99,24,762",39.31,IT,2026-02-09
EBBETF0433,BHARAT Bond ETF-April 2033,-0.11,"8,998","1,270.81",,2026-02-09
SBIETFIT,Nifty IT Index,-0.12,"14,871",392.67,IT,2026-02-09
GSEC10IETF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,-0.13,"2,186",258.27,GSEC,2026-02-09
LICNETFGSC,GSEC10 NSE Index,-0.17,"50,606",28.65,GSEC,2026-02-09
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,-0.17,"10,457",258.05,GSEC,2026-02-09
LTGILTBEES,NIFTY 8-13 yr G-Sec Index,-0.21,"19,39,554",29.13,GSEC,2026-02-09
LTGILTCASE,Nifty 8-13 Yr G-Sec Index,-0.27,"1,42,540",29.63,GSEC,2026-02-09
GILT5BETA,UTI Nifty 5 yr Benchmark G-Sec ETF,-0.27,"1,488",63.69,GSEC,2026-02-09
ITIETF,Nifty IT Index,-0.28,"7,95,815",39.25,IT,2026-02-09
MOPSE,Nifty PSE Total Return Index,-0.29,"38,584",104.85,,2026-02-09
GILT10BETA,UTI Nifty 10 yr Benchmark G-Sec ETF,-0.65,492,25.87,GSEC,2026-02-09
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,-0.66,"6,73,344",10.61,,2026-02-09
GSEC10ABSL,CRISIL 10 Year Gilt ETF,-0.77,116,110.25,GSEC,2026-02-09
HDFCNIF100,HDFC NIFTY 100 ETF,-0.89,"77,709",26.75,NIFTY_100,2026-02-09
MSCIINDIA,MSCI India Index,-0.98,"46,053",30.30,,2026-02-09
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,-1.29,"5,791",111.60,GSEC,2026-02-09
MASPTOP50,S&P 500 Top 50 Total Return Index,-1.50,"2,19,989",69.67,,2026-02-09
MAFANG,NYSE FANG+ Total Return Index,-2.48,"3,13,634",153.26,,2026-02-09
