SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
LIQUIDPLUS,Nifty 1D Rate Index,0.05,"4,76,849","1,079.15",LIQUID,2026-03-31
GOLD1,Gold,3.23,"39,85,155",122.24,GOLD,2026-03-31
GOLDCASE,Zerodha Gold ETF,2.82,"1,90,57,051",23.00,GOLD,2026-03-31
SILVERCASE,Commodity-Silver,2.64,"1,82,25,960",22.95,SILVER,2026-03-31
SILVERBETA,UTI Silver Exchange Traded Fund (UTI Silver ETF),2.94,"17,43,455",218.00,SILVER,2026-03-31
NEXT50IETF,Nifty Next 50,-2.35,"56,94,507",63.95,NIFTY_NEXT_50,2026-03-31
LIQUID,Mirae Asset Nifty 1D Rate Liquid ETF,-,"3,29,354","1,000.00",LIQUID,2026-03-31
GOLDETF,Mirae Asset Gold ETF,3.00,"18,74,589",141.99,GOLD,2026-03-31
CASHIETF,BSE Liquid Rate Index,0.05,"2,46,710","1,055.96",LIQUID,2026-03-31
BSLGOLDETF,Gold,1.21,"20,21,044",126.80,GOLD,2026-03-31
MON100,Nasdaq100,0.16,"10,57,022",232.10,NASDAQ,2026-03-31
SILVER1,Kotak Silver ETF,2.93,"1,06,49,272",22.10,SILVER,2026-03-31
SETFNIFBK,Nifty Bank,-3.62,"4,11,484",517.78,NIFTY_BANK,2026-03-31
HDFCNIFTY,Nifty 50,-1.07,"8,41,706",253.24,NIFTY_50,2026-03-31
GROWWLIQID,Nifty 1D Rate Index,0.06,"19,42,776",108.47,LIQUID,2026-03-31
SBILIQETF,Nifty 1D Rate Index,0.05,"2,02,026","1,032.95",LIQUID,2026-03-31
SILVERADD,DSP Silver ETF,2.79,"9,60,329",218.50,SILVER,2026-03-31
METAL,Nifty Metal Total Return Index,-,"1,79,49,786",11.25,METAL,2026-03-31
CPSEETF,CPSE ETF,-0.38,"17,98,846",100.00,PSU,2026-03-31
SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,-2.08,"47,63,163",37.75,SMALLCAP,2026-03-31
HNGSNGBEES,Hang Seng Index,-2.87,"3,92,576",454.88,,2026-03-31
NIFTY1,Nifty 50,-1.96,"6,90,210",247.00,NIFTY_50,2026-03-31
LIQUIDETF,Nifty1D rate index,-,"1,71,107","1,000.00",LIQUID,2026-03-31
GOLDADD,DSP Gold ETF,3.27,"12,06,561",142.30,GOLD,2026-03-31
AXISILVER,Axis Silver ETF,1.72,"7,66,252",223.60,SILVER,2026-03-31
FMCGIETF,Nifty FMCG Index,-1.77,"34,77,122",48.80,FMCG,2026-03-31
MIDCAPETF,Mirae Asset Mutual Fund - Mirae Asset Nifty Midcap 150 ETF,-2.65,"84,70,872",19.85,NIFTY_MIDCAP,2026-03-31
ALPHA,NIFTY Alpha 50 Index,-4.23,"37,84,995",42.55,ALPHA,2026-03-31
SETFNN50,Nifty Next 50,-3.96,"2,46,428",639.00,NIFTY_50,2026-03-31
NIFTYETF,Nifty 50,-2.10,"6,13,125",241.54,NIFTY_50,2026-03-31
BANKIETF,Nifty Bank,-2.91,"26,51,407",52.00,NIFTY_BANK,2026-03-31
PHARMABEES,Nifty Pharma TRI,-1.29,"58,81,149",22.88,HEALTHCARE,2026-03-31
METALIETF,Nifty Metal Index,0.09,"1,18,73,429",11.23,METAL,2026-03-31
LIQGRWBEES,Liquid,0.05,"1,13,210","1,033.79",LIQUID,2026-03-31
LTGILTBEES,NIFTY 8-13 yr G-Sec Index,-0.34,"38,63,322",28.99,GSEC,2026-03-31
BANKNIFTY1,Nifty Bank,-3.54,"21,05,421",52.28,NIFTY_BANK,2026-03-31
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,-1.83,"39,25,412",27.95,MOMENTUM,2026-03-31
GOLDBETA,Gold,2.21,"8,89,499",122.35,GOLD,2026-03-31
MOREALTY,Motilal Oswal Nifty Realty ETF,-2.67,"16,17,715",65.20,REALTY,2026-03-31
SILVERAG,Mirae Asset Silver ETF,1.45,"4,80,080",218.76,SILVER,2026-03-31
ICICIB22,S&P BSE BHARAT 22 index,-1.36,"9,09,526",113.81,,2026-03-31
PVTBANIETF,Nifty Private Bank Index,-3.26,"42,20,808",24.37,NIFTY_BANK,2026-03-31
HDFCSENSEX,SENSEX,-2.06,"12,31,921",81.40,SENSEX,2026-03-31
AUTOBEES,Nifty Auto TRI,-2.26,"3,98,727",244.80,AUTO,2026-03-31
GROWWSLVR,Commodity-Silver,2.98,"43,15,964",22.11,SILVER,2026-03-31
BANKBETA,Nifty Bank,4.13,"17,47,406",56.00,NIFTY_BANK,2026-03-31
NIFTYBETA,Nifty 50,-1.79,"3,61,080",247.19,NIFTY_50,2026-03-31
LOWVOLIETF,Nifty 100 Low Volatility 30 Index,-2.04,"44,23,492",20.15,LOW_VOLATILITY,2026-03-31
MOMENTUM50,Nifty 500 Momentum 50 Total Return Index,-2.46,"19,43,741",45.94,MOMENTUM,2026-03-31
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,-2.07,"13,74,244",61.88,NIFTY_NEXT_50,2026-03-31
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,1.07,"9,49,892",88.99,INFRASTRUCTURE,2026-03-31
MOM100,Nifty Midcap 100,-2.62,"14,50,534",56.85,NIFTY_MIDCAP,2026-03-31
NEXT50,Nifty Next 50,-2.44,"1,21,868",622.43,NIFTY_NEXT_50,2026-03-31
EBBETF0430,Nifty BHARAT Bond,-0.41,"48,249","1,548.50",,2026-03-31
SML100CASE,Nifty Smallcap 100 Index,-2.03,"82,47,028",8.70,SMALLCAP,2026-03-31
SENSEXIETF,SENSEX,-2.24,"83,974",824.00,SENSEX,2026-03-31
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,0.05,"64,535","1,054.44",LIQUID,2026-03-31
MID150CASE,Zerodha Nifty Midcap 150 ETF,-1.90,"69,47,301",9.80,NIFTY_MIDCAP,2026-03-31
LICMFGOLD,Gold,2.39,"5,18,938",130.70,GOLD,2026-03-31
BSLNIFTY,Nifty 50,-2.33,"25,34,531",26.00,NIFTY_50,2026-03-31
MOSMALL250,Motilal Oswal Nifty Smallcap 250 ETF,2.17,"45,20,879",15.10,SMALLCAP,2026-03-31
GROWWGOLD,Commodity,3.25,"46,12,747",14.28,GOLD,2026-03-31
MIDCAPIETF,Nifty Midcap 150,-1.89,"31,97,146",20.20,NIFTY_MIDCAP,2026-03-31
MONIFTY500,Motilal Oswal Nifty 500 ETF,-2.28,"30,08,595",21.02,NIFTY_50,2026-03-31
MAFANG,NYSE FANG+ Total Return Index,0.40,"4,00,147",157.05,,2026-03-31
AXISNIFTY,Nifty 50,-2.53,"2,37,866",245.13,NIFTY_50,2026-03-31
MIDSMALL,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,2.12,"13,32,334",44.90,SMALLCAP,2026-03-31
GROWWDEFNC,Nifty India Defence Index- Total Return Index,-0.27,"7,73,945",73.35,DEFENCE,2026-03-31
BANKADD,DSP Nifty Bank ETF,-3.23,"10,64,666",51.57,NIFTY_BANK,2026-03-31
NIF100BEES,Nifty 100 TRI,-2.36,"2,24,459",244.00,NIFTY_100,2026-03-31
BFSI,Nifty Financial Services Index,-2.99,"20,98,791",24.37,FINANCIAL_SERVICES,2026-03-31
PSUBANK,Nifty PSU Bank,-2.88,"63,258",803.00,NIFTY_PSU_BANK,2026-03-31
HDFCMID150,HDFC NIFTY Midcap 150 ETF,-1.68,"24,18,499",19.89,NIFTY_MIDCAP,2026-03-31
OILIETF,Nifty Oil & Gas Index,-0.18,"42,43,199",10.92,ENERGY,2026-03-31
ITIETF,Nifty IT Index,-1.41,"14,27,342",32.10,IT,2026-03-31
NEXT50BETA,Nifty Next 50,-2.83,"6,99,348",65.00,NIFTY_NEXT_50,2026-03-31
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,-0.44,"7,11,841",63.60,GSEC,2026-03-31
CONSUMBEES,Nifty India Consumption TRI,-0.15,"3,90,936",117.03,FMCG,2026-03-31
ESILVER,Edelweiss Silver ETF,1.45,"1,96,776",225.00,SILVER,2026-03-31
EQUAL50ADD,NIFTY 50 Equal Weight Index,-0.25,"1,38,733",313.60,QUALITY,2026-03-31
MAHKTECH,Hang Seng TECH Total Return Index,-3.15,"18,66,506",22.16,IT,2026-03-31
NIFTYCASE,Nifty Index 50 Index,-1.54,"45,21,469",8.95,,2026-03-31
MIDCAP,Nifty Midcap 50 Index,-0.06,"25,78,169",15.47,NIFTY_MIDCAP,2026-03-31
MOCAPITAL,Nifty Capital Market Total Return Index,-2.11,"9,11,598",43.20,IT,2026-03-31
EBBETF0431,Nifty BHARAT Bond,-0.14,"26,345","1,380.00",,2026-03-31
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,-2.36,"4,42,719",81.55,NIFTY_PSU_BANK,2026-03-31
ABSLBANETF,Nifty Bank,-3.46,"6,77,718",51.60,NIFTY_BANK,2026-03-31
TOP100CASE,Zerodha Nifty 100 ETF,-1.23,"35,85,993",9.64,NIFTY_100,2026-03-31
SILVER360,Commodity-Silver,2.16,"1,56,723",219.88,SILVER,2026-03-31
MIDSELIETF,S&P BSE Midcap Select Index,-1.81,"21,12,406",15.76,NIFTY_MIDCAP,2026-03-31
MASPTOP50,S&P 500 Top 50 Total Return Index,-1.32,"4,81,167",68.05,,2026-03-31
INFRABEES,Nifty Infra,-3.18,"36,432",882.00,INFRASTRUCTURE,2026-03-31
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,-0.67,"11,03,774",28.22,FINANCIAL_SERVICES,2026-03-31
GROWWRAIL,Nifty India Railways PSU Index,-3.33,"10,54,402",27.88,PSU,2026-03-31
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,0.20,"2,77,571",106.26,VALUE,2026-03-31
HDFCNIFBAN,Nifty Bank,-2.52,"5,62,495",51.73,NIFTY_BANK,2026-03-31
BANKETF,Mirae Asset Nifty Bank ETF,-3.82,"55,115",510.52,NIFTY_BANK,2026-03-31
ITETF,Mirae Asset Nifty IT ETF,-1.22,"9,08,556",30.66,IT,2026-03-31
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,-2.95,"12,42,855",22.05,ALPHA,2026-03-31
EBBETF0433,BHARAT Bond ETF-April 2033,-1.05,"21,762","1,253.60",,2026-03-31
IT,NIFTY IT Index,-4.66,"8,36,299",31.10,IT,2026-03-31
MOGOLD,Domestic Price of Physical Gold,2.32,"1,80,264",143.35,GOLD,2026-03-31
SBIBPB,BSE PSU Bank Index TRI,-4.84,"5,11,730",45.20,NIFTY_BANK,2026-03-31
MOSILVER,Domestic Price of Physical Silver,2.67,"1,05,064",223.00,SILVER,2026-03-31
SMALL250,Nifty Smallcap 250,-2.86,"16,01,495",14.25,SMALLCAP,2026-03-31
MONQ50,Nasdaq Q-50 Total Return Index,0.49,"2,12,269",101.48,NASDAQ,2026-03-31
BSE500IETF,S&P BSE 500 index,-2.08,"6,07,064",34.80,,2026-03-31
MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,-2.70,"3,78,144",54.75,MOMENTUM,2026-03-31
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,-2.95,"7,49,572",27.31,MOMENTUM,2026-03-31
BANK10ADD,BSE Top 10 Banks Index (TRI),-3.12,"13,43,912",15.20,NIFTY_BANK,2026-03-31
SILVERBND,Commodity - Silver,1.27,"87,943",226.52,SILVER,2026-03-31
AUTOIETF,Nifty Auto Index,-2.03,"7,95,108",24.56,AUTO,2026-03-31
PVTBANKADD,DSP Nifty Private Bank ETF,-3.20,"7,90,172",24.50,NIFTY_PRIVATE_BANK,2026-03-31
ITADD,DSP Nifty IT ETF,-1.25,"6,23,144",30.70,IT,2026-03-31
EGOLD,Edelweiss Gold ETF,2.77,"1,30,545",146.30,GOLD,2026-03-31
GROWWNIFTY,Nifty 50 Index - TRI,-2.16,"20,68,648",9.05,NIFTY_50,2026-03-31
ALPL30IETF,Nifty Alpha Low-Volatility 30 Index,-2.05,"7,23,295",24.81,ALPHA,2026-03-31
LIQUIDSBI,SBI NIFTY 1D Rate ETF,-,"17,554","1,000.01",LIQUID,2026-03-31
ENERGY,Nifty Energy,-1.05,"4,95,772",34.99,ENERGY,2026-03-31
GOLDBND,Commodity - Gold,2.48,"1,19,363",146.10,GOLD,2026-03-31
GROWWPOWER,BSE Power Index - TRI,-2.24,"16,36,914",10.05,,2026-03-31
NEXT50ETF,Nifty Next 50 Index,-2.17,"2,54,822",61.30,NIFTY_NEXT_50,2026-03-31
NIF100IETF,Nifty 100,-1.11,"6,11,735",25.84,NIFTY_100,2026-03-31
HEALTHIETF,Nifty Healthcare Index,-0.76,"1,05,861",147.00,HEALTHCARE,2026-03-31
MULTICAP,Nifty500 Multicap 50:25:25 Index,-,"10,66,564",14.64,MULTICAP,2026-03-31
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,-2.20,"2,67,094",56.00,NIFTY_MIDCAP,2026-03-31
EVINDIA,Nifty EV and New Age Automotive Total Return Index,-2.62,"5,56,341",26.41,AUTO,2026-03-31
CHEMICAL,Nifty Chemicals Index (TRI),-2.54,"5,72,522",24.90,,2026-03-31
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,0.04,"12,891","1,098.28",LIQUID,2026-03-31
QGOLDHALF,Gold,2.93,"1,16,468",121.10,GOLD,2026-03-31
AONEGOLD,Domestic price of Gold,1.43,"10,36,636",13.50,GOLD,2026-03-31
GROWWEV,Nifty EV and New Age Automotive Index,-4.03,"5,19,270",26.44,AUTO,2026-03-31
BBETF0432,Nifty BHARAT Bond Index - April 2032,-0.29,"10,479","1,295.00",,2026-03-31
HDFCNIFIT,HDFC NIFTY IT ETF,-0.96,"4,30,719",31.08,IT,2026-03-31
NEXT50ADD,Nifty Next 50 TRI,-13.51,"2,07,984",60.83,NIFTY_NEXT_50,2026-03-31
AONELIQUID,Nifty 1D Rate Index,0.06,"11,858","1,053.37",LIQUID,2026-03-31
PSUBANKADD,DSP Nifty PSU Bank ETF,-3.32,"1,53,695",80.31,NIFTY_PSU_BANK,2026-03-31
NV20BEES,Nifty50 Value20 TRI,-2.87,"86,316",134.86,NIFTY_50,2026-03-31
COMMOIETF,ICICI Prudential Nifty Commodities ETF,-1.25,"1,25,056",92.70,COMMODITIES,2026-03-31
NIFTYADD,Nifty 50 Index,-1.93,"47,809",234.81,NIFTY_50,2026-03-31
VAL30IETF,Nifty200 Value 30 Index,-1.78,"7,71,883",14.31,VALUE,2026-03-31
NV20IETF,Nifty50 Value 20,-,"8,33,835",13.54,NIFTY_50,2026-03-31
SENSEXBETA,SENSEX,-2.25,"13,958",794.00,SENSEX,2026-03-31
MID150,Nifty Midcap 150 Index,-4.26,"5,50,338",19.80,NIFTY_MIDCAP,2026-03-31
DEFENCE,BSE India Defence,-3.42,"1,77,245",59.00,DEFENCE,2026-03-31
SBIETFIT,Nifty IT Index,-1.61,"32,055",320.13,IT,2026-03-31
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,-1.99,"1,38,486",73.99,SENSEX,2026-03-31
HEALTHY,Nifty Healthcare TRI,-2.22,"6,56,928",14.51,HEALTHCARE,2026-03-31
HDFCPSUBK,HDFC NIFTY PSU BANK ETF,-3.84,"1,19,903",79.93,NIFTY_PSU_BANK,2026-03-31
AXISVALUE,Nifty500 Value 50 TRI,-0.87,"3,02,467",30.66,VALUE,2026-03-31
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,-3.34,"3,66,829",24.60,NIFTY_PRIVATE_BANK,2026-03-31
HDFCNIF100,HDFC NIFTY 100 ETF,-1.04,"3,81,037",23.88,NIFTY_100,2026-03-31
MOENERGY,Nifty Energy Index,1.55,"2,50,570",35.48,ENERGY,2026-03-31
EVIETF,Nifty EV & New Age Automotive ETF,-3.73,"3,30,143",26.87,AUTO,2026-03-31
MOIPO,BSE Select IPO Total Return Index,-1.53,"2,29,521",36.75,,2026-03-31
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,-0.79,"34,050",255.37,GSEC,2026-03-31
TNIDETF,Nifty India Digital Index,-3.09,"1,09,350",75.16,DIGITAL,2026-03-31
GOLD360,Commodity-Gold,2.82,"57,454",142.25,GOLD,2026-03-31
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,-0.63,"8,54,746",9.45,NIFTY_50,2026-03-31
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,-0.85,"1,06,156",74.29,DIVIDEND,2026-03-31
GROWWRLTY,Index,-3.67,"10,45,846",7.35,,2026-03-31
INTERNET,Equity Index,7.76,"7,04,363",11.94,,2026-03-31
NIFTY100EW,Nifty 100 Equal Weight Index,-0.52,"2,46,025",30.90,NIFTY_100,2026-03-31
LTGILTCASE,Nifty 8-13 Yr G-Sec Index,-0.37,"2,47,169",29.50,GSEC,2026-03-31
BANKBETF,Bajaj Finserv Nifty Bank ETF,-3.34,"1,33,452",51.25,NIFTY_BANK,2026-03-31
MOM50,Nifty 50,-1.24,"28,835",234.84,NIFTY_50,2026-03-31
GROWWSC250,Nifty Smallcap 250 Index - TRI,-4.77,"8,11,116",8.19,SMALLCAP,2026-03-31
IVZINGOLD,Gold,2.35,524,"12,635.00",GOLD,2026-03-31
SBIETFPB,Nifty Private Bank Index,-1.93,"26,300",250.00,NIFTY_BANK,2026-03-31
BANKPSU,Nifty PSU Bank Total Return Index,-4.55,"81,329",79.06,PSU,2026-03-31
GROWWMETAL,Nifty Metal Index,-0.09,"5,99,185",10.65,METAL,2026-03-31
MAKEINDIA,Nifty India Manufacturing Total Return Index,-1.76,"43,674",142.42,MANUFACTURING,2026-03-31
GROWWMC150,Nifty Midcap 150 Index - TRI,-2.27,"31,068",195.67,NIFTY_MIDCAP,2026-03-31
CHOICEGOLD,Gold,1.32,"41,303",143.16,GOLD,2026-03-31
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,-1.09,"32,326",178.35,QUALITY,2026-03-31
AONENIFTY,Nifty 50 Index,-1.39,"6,23,716",9.24,NIFTY_50,2026-03-31
GROWWCAPM,Nifty Capital Markets Index,-4.26,"6,12,690",8.99,,2026-03-31
ELIQUID,Nifty 1D Rate Index (Debt Index),0.05,"5,362","1,024.81",LIQUID,2026-03-31
MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,-2.10,"25,095",213.70,NIFTY_MIDCAP,2026-03-31
GROWWNET,Index,-3.37,"6,22,544",8.02,,2026-03-31
AONETOTAL,Nifty Total Market Index,-1.13,"4,73,164",10.50,TOTAL_MARKET,2026-03-31
MNC,Kotak Nifty MNC ETF,-4.08,"1,72,139",28.00,MNC,2026-03-31
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,-1.88,"18,811",229.56,NIFTY_50,2026-03-31
CONSUMER,Nifty India New AgeConsumption,-2.41,"4,39,088",9.73,FMCG,2026-03-31
AONESILVER,Domestic price of Silver,2.71,"4,97,696",8.72,SILVER,2026-03-31
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,-2.79,"2,00,675",21.28,,2026-03-31
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,-1.50,"34,383",123.02,VALUE,2026-03-31
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,0.21,"2,22,624",19.20,LOW_VOLATILITY,2026-03-31
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,-,"4,035",999.99,LIQUID,2026-03-31
EMULTIMQ,Nifty500 Multicap Momentum Quality 50 Total Return Index,-2.26,"1,08,377",36.79,NIFTY_50,2026-03-31
SHARIABEES,Shariah,1.09,"8,955",452.78,,2026-03-31
GROWWHOSPI,BSE Hospitals Index,-1.80,"85,683",44.65,,2026-03-31
QNIFTY,Nifty 50,-2.20,"15,346",244.83,NIFTY_50,2026-03-31
EQUAL200,BSE 200 Equal Weight,-2.39,"3,09,615",11.84,QUALITY,2026-03-31
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,-4.28,"1,26,953",27.05,MOMENTUM,2026-03-31
AXISBNKETF,Nifty Bank,-3.12,"6,688",519.27,NIFTY_BANK,2026-03-31
SBIETFQLTY,Nifty 200 Quality 30 Index,-1.82,"17,568",198.65,QUALITY,2026-03-31
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,-2.20,"1,78,023",18.70,QUALITY,2026-03-31
CONSUMIETF,Nifty India Consumption Index,-3.70,"31,350",105.00,FMCG,2026-03-31
MOTOUR,Nifty India Tourism Total Return Index,-1.93,"50,494",65.91,,2026-03-31
MOALPHA50,Nifty Alpha 50 Total Return Index,-3.71,"70,919",44.43,ALPHA,2026-03-31
MIDCAPBETA,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),-2.54,"15,309",196.87,NIFTY_MIDCAP,2026-03-31
UNIONGOLD,Commodity Gold,1.29,"20,338",141.00,GOLD,2026-03-31
SBINEQWETF,Nifty50 Equal Weight,-1.74,"94,263",29.96,NIFTY_50,2026-03-31
FLEXIADD,Nifty500 Flexicap Quality 30 TRI,-2.30,"3,12,746",8.93,NIFTY_50,2026-03-31
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,-4.26,"1,45,509",19.10,IT,2026-03-31
MOPSE,Nifty PSE Total Return Index,0.82,"28,422",95.87,,2026-03-31
NV20,Nifty50 Value 20,-1.65,"1,99,767",13.68,NIFTY_50,2026-03-31
TOP15IETF,Nifty Top 15 Equal Weight Index,-2.34,"2,91,472",9.20,,2026-03-31
LICNETFGSC,GSEC10 NSE Index,-0.42,"94,310",28.40,GSEC,2026-03-31
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,-0.49,"62,542",42.28,HEALTHCARE,2026-03-31
MOGSEC,Nifty 5 yr Benchmark G-Sec Index,-0.11,"41,924",63.24,GSEC,2026-03-31
ELM250,Nifty LargeMidcap 250 TRI,-2.07,"1,65,221",14.64,NIFTY_MIDCAP,2026-03-31
ABSLNN50ET,Nifty Next 50,-0.58,"37,725",64.97,NIFTY_50,2026-03-31
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,-4.23,"1,23,781",18.80,LOW_VOLATILITY,2026-03-31
SMALLADD,Nifty Smallcap 250 Index,4.15,"1,55,374",14.80,SMALLCAP,2026-03-31
BBNPPGOLD,Baroda BNP Paribas Gold ETF,2.83,"15,060",141.50,GOLD,2026-03-31
EBANKNIFTY,Edelweiss Nifty Bank ETF,-3.64,"41,070",50.85,NIFTY_BANK,2026-03-31
NETF,Tata Nifty 50 Exchange Traded Fund,-2.19,"8,334",243.13,NIFTY_50,2026-03-31
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,0.08,"31,629",64.20,GSEC,2026-03-31
EQUAL50,Nifty50 Equal Weight,-1.87,"6,669",298.26,QUALITY,2026-03-31
HSBCGOLD,Commodity,3.04,"15,668",127.60,GOLD,2026-03-31
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,-1.10,"1,98,794",9.90,,2026-03-31
MONIFTY100,Nifty 100 Total Return Index,-1.83,"85,555",23.01,NIFTY_100,2026-03-31
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,-2.00,"10,379",187.80,LOW_VOLATILITY,2026-03-31
AXISTECETF,NIFTY IT Index,-1.77,"6,054",317.52,IT,2026-03-31
MOMENTUM30,Nifty 200 Momentum 30 Index,-3.29,"67,349",27.31,MOMENTUM,2026-03-31
AXSENSEX,AXIS S&P BSE SENSEX ETF,-2.20,"24,646",74.36,SENSEX,2026-03-31
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,-0.85,"16,317",109.85,GROWTH,2026-03-31
SENSEXADD,DSP S&P BSE Sensex ETF,-1.99,"22,860",74.06,SENSEX,2026-03-31
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,0.46,"1,23,035",13.24,,2026-03-31
MOINFRA,BSE India Infrastructure Total Return Index,-2.91,"28,894",55.07,INFRASTRUCTURE,2026-03-31
MOLOWVOL,Nifty Midcap 100 TRI,-2.96,"46,531",33.81,LOW_VOLATILITY,2026-03-31
TWCGOLDETF,Commodity,2.30,"10,798",145.00,GOLD,2026-03-31
HDFCBSE500,HDFC S&P BSE 500 ETF,-2.04,"46,404",33.12,,2026-03-31
SELECTIPO,BSE Select IPO Index,-3.12,"37,471",38.15,,2026-03-31
TECH,Nifty IT TRI Index,-1.22,"43,343",31.55,IT,2026-03-31
AONETMMQ50,Nifty Total Market Momentum Quality 50 TRI,-2.34,"1,53,247",8.77,MOMENTUM,2026-03-31
GROWWCHEM,Nifty Chemicals Index - TRI,-3.71,"54,049",24.64,,2026-03-31
