SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
QGOLDHALF,Gold,2.08,"1,66,812",130.30,GOLD,2026-02-23
GROWWGOLD,Commodity,2.06,"73,34,269",15.37,GOLD,2026-02-23
GOLDCASE,Zerodha Gold ETF,2.02,"1,05,72,463",24.77,GOLD,2026-02-23
AXISGOLD,Gold,2.01,"31,32,215",131.08,GOLD,2026-02-23
GOLDIETF,Gold,1.99,"97,91,936",134.79,GOLD,2026-02-23
GOLDBEES,Gold,1.97,"5,63,13,912",130.05,GOLD,2026-02-23
TWCGOLDETF,Commodity,1.96,"20,795",156.21,GOLD,2026-02-23
GOLDBETA,Gold,1.96,"7,90,142",132.35,GOLD,2026-02-23
GOLD360,Commodity-Gold,1.90,"1,09,064",153.10,GOLD,2026-02-23
HDFCGOLD,Gold,1.88,"78,58,588",134.14,GOLD,2026-02-23
SETFGOLD,Gold,1.88,"48,95,949",134.00,GOLD,2026-02-23
TATAGOLD,Tata Gold Exchange Traded Fund,1.87,"12,15,04,566",15.22,GOLD,2026-02-23
GOLDBND,Commodity - Gold,1.85,"1,09,458",157.00,GOLD,2026-02-23
BSLGOLDETF,Gold,1.83,"13,60,360",137.91,GOLD,2026-02-23
CHOICEGOLD,Gold,1.80,"21,315",155.95,GOLD,2026-02-23
GOLDETF,Mirae Asset Gold ETF,1.79,"17,86,180",152.50,GOLD,2026-02-23
PVTBANKADD,DSP Nifty Private Bank ETF,1.78,"36,768",29.75,NIFTY_PRIVATE_BANK,2026-02-23
SBIBPB,BSE PSU Bank Index TRI,1.78,"2,93,484",56.65,NIFTY_BANK,2026-02-23
HDFCPSUBK,HDFC NIFTY PSU BANK ETF,1.78,"66,466",99.33,NIFTY_PSU_BANK,2026-02-23
PSUBANKADD,DSP Nifty PSU Bank ETF,1.66,"64,526",98.71,NIFTY_PSU_BANK,2026-02-23
MON100,Nasdaq100,1.64,"6,76,637",229.50,NASDAQ,2026-02-23
PSUBNKBEES,Nifty PSU Bank,1.61,"46,66,859",109.25,NIFTY_PSU_BANK,2026-02-23
LICMFGOLD,Gold,1.61,"2,175","14,099.10",GOLD,2026-02-23
HDFCNIF100,HDFC NIFTY 100 ETF,1.55,"28,676",27.45,NIFTY_100,2026-02-23
GOLDADD,DSP Gold ETF,1.52,"3,50,021",152.11,GOLD,2026-02-23
HDFCNIFIT,HDFC NIFTY IT ETF,1.50,"6,43,504",34.50,IT,2026-02-23
BANKPSU,Nifty PSU Bank Total Return Index,1.45,"54,126",98.47,PSU,2026-02-23
SMALLADD,Nifty Smallcap 250 Index,1.44,"78,049",16.22,SMALLCAP,2026-02-23
MOGOLD,Domestic Price of Physical Gold,1.44,"1,11,795",154.90,GOLD,2026-02-23
MOENERGY,Nifty Energy Index,1.36,"1,92,420",37.29,ENERGY,2026-02-23
PSUBANK,Nifty PSU Bank,1.36,"33,404",979.06,NIFTY_PSU_BANK,2026-02-23
MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,1.31,"4,203",243.95,NIFTY_MIDCAP,2026-02-23
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,1.27,"3,01,339",32.79,FINANCIAL_SERVICES,2026-02-23
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,1.27,"3,72,216",99.00,NIFTY_PSU_BANK,2026-02-23
BFSI,Nifty Financial Services Index,1.17,"2,93,043",29.44,FINANCIAL_SERVICES,2026-02-23
MONEXT50,Nifty Next 50 Total Return Index,1.16,969,69.55,NIFTY_NEXT_50,2026-02-23
MIDCAPADD,Nifty Midcap 150 Index,1.14,"25,332",22.20,NIFTY_MIDCAP,2026-02-23
MNC,Kotak Nifty MNC ETF,1.13,"1,54,218",32.36,MNC,2026-02-23
HNGSNGBEES,Hang Seng Index,1.12,"1,40,983",543.00,,2026-02-23
EQUAL50ADD,NIFTY 50 Equal Weight Index,1.11,"7,05,615",349.99,QUALITY,2026-02-23
QUALITY30,Nifty200 Quality 30 Index,1.06,"3,515",20.93,QUALITY,2026-02-23
GROWWN200,Nifty 200 Index- Total Return Index,1.04,"30,125",11.70,NIFTY_200,2026-02-23
HEALTHCARE,Nifty 500 Healthcare Index,1.03,"69,543",18.61,HEALTHCARE,2026-02-23
NEXT50ADD,Nifty Next 50 TRI,1.00,"46,937",69.96,NIFTY_NEXT_50,2026-02-23
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,0.96,"1,95,333",99.99,INFRASTRUCTURE,2026-02-23
EVIETF,Nifty EV & New Age Automotive ETF,0.91,"1,16,057",31.00,AUTO,2026-02-23
CONSUMIETF,Nifty India Consumption Index,0.88,"18,791",122.00,FMCG,2026-02-23
BSLSENETFG,BSE SENSEX Index,0.88,"3,316",83.63,SENSEX,2026-02-23
MOTOUR,Nifty India Tourism Total Return Index,0.85,"26,384",79.84,,2026-02-23
GILT5BETA,UTI Nifty 5 yr Benchmark G-Sec ETF,0.84,292,65.02,GSEC,2026-02-23
AUTOIETF,Nifty Auto Index,0.84,"3,40,441",28.93,AUTO,2026-02-23
MONIFTY500,Motilal Oswal Nifty 500 ETF,0.80,"2,55,093",24.00,NIFTY_50,2026-02-23
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,0.80,"60,724",21.46,IT,2026-02-23
NETF,Tata Nifty 50 Exchange Traded Fund,0.77,"7,503",277.81,NIFTY_50,2026-02-23
HEALTHADD,DSP Nifty Healthcare ETF,0.76,"9,380",147.73,HEALTHCARE,2026-02-23
