SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
BSE500IETF,S&P BSE 500 index,-0.06,"5,74,227",35.40,,2026-04-05
AUTOIETF,Nifty Auto Index,-0.52,"8,10,990",24.87,AUTO,2026-04-05
MAKEINDIA,Nifty India Manufacturing Total Return Index,-0.30,"1,34,458",144.01,MANUFACTURING,2026-04-05
ITETF,Mirae Asset Nifty IT ETF,2.24,"5,85,333",31.95,IT,2026-04-05
IT,NIFTY IT Index,3.26,"5,52,446",33.85,IT,2026-04-05
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,0.27,"2,21,248",82.99,NIFTY_PSU_BANK,2026-04-05
UNIONGOLD,Commodity Gold,-3.27,"1,25,274",142.05,GOLD,2026-04-05
ABSLBANETF,Nifty Bank,0.63,"3,39,530",53.00,NIFTY_BANK,2026-04-05
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,-0.22,"7,79,018",22.55,ALPHA,2026-04-05
OILIETF,Nifty Oil & Gas Index,-0.63,"15,32,332",11.00,ENERGY,2026-04-05
MOGOLD,Domestic Price of Physical Gold,-2.82,"1,12,167",143.00,GOLD,2026-04-05
QNIFTY,Nifty 50,0.01,"65,012",248.20,NIFTY_50,2026-04-05
BANKETF,Mirae Asset Nifty Bank ETF,-0.05,"30,899",522.33,NIFTY_BANK,2026-04-05
GROWWRAIL,Nifty India Railways PSU Index,-0.82,"5,52,498",29.05,PSU,2026-04-05
GOLDBND,Commodity - Gold,12.90,"1,06,248",168.00,GOLD,2026-04-05
AONEGOLD,Domestic price of Gold,-0.22,"11,41,959",13.85,GOLD,2026-04-05
SILVERBND,Commodity - Silver,-3.22,"68,141",226.98,SILVER,2026-04-05
EGOLD,Edelweiss Gold ETF,2.72,"1,04,830",153.00,GOLD,2026-04-05
EQUAL50ADD,NIFTY 50 Equal Weight Index,-2.91,"49,930",314.80,QUALITY,2026-04-05
SENSEXBETA,SENSEX,-0.12,"18,995",813.00,SENSEX,2026-04-05
MIDCAP,Nifty Midcap 50 Index,-0.38,"9,88,702",15.69,NIFTY_MIDCAP,2026-04-05
GROWWNIFTY,Nifty 50 Index - TRI,-0.11,"16,56,623",9.12,NIFTY_50,2026-04-05
NETF,Tata Nifty 50 Exchange Traded Fund,-0.84,"60,070",244.46,NIFTY_50,2026-04-05
NEXT50BETA,Nifty Next 50,0.07,"2,18,901",67.40,NIFTY_NEXT_50,2026-04-05
MOMENTUM30,Nifty 200 Momentum 30 Index,-2.79,"5,29,960",27.50,MOMENTUM,2026-04-05
SMALL250,Nifty Smallcap 250,-0.27,"9,87,146",14.73,SMALLCAP,2026-04-05
GROWWPOWER,BSE Power Index - TRI,-1.46,"14,24,792",10.12,,2026-04-05
LIQUIDSBI,SBI NIFTY 1D Rate ETF,-,"14,094","1,000.01",LIQUID,2026-04-05
ENERGY,Nifty Energy,-0.17,"4,02,774",35.47,ENERGY,2026-04-05
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,-1.80,"4,97,027",27.90,MOMENTUM,2026-04-05
SILVER360,Commodity-Silver,-3.92,"60,310",221.12,SILVER,2026-04-05
NV20BEES,Nifty50 Value20 TRI,1.61,"91,296",142.90,NIFTY_50,2026-04-05
NIFTY100EW,Nifty 100 Equal Weight Index,-0.63,"4,14,950",30.18,NIFTY_100,2026-04-05
MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,-1.13,"2,26,505",55.84,MOMENTUM,2026-04-05
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,0.69,"2,07,236",56.99,NIFTY_MIDCAP,2026-04-05
MULTICAP,Nifty500 Multicap 50:25:25 Index,-0.14,"7,87,896",14.61,MULTICAP,2026-04-05
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,3.13,"1,80,762",66.00,NIFTY_NEXT_50,2026-04-05
VAL30IETF,Nifty200 Value 30 Index,2.13,"7,23,012",14.86,VALUE,2026-04-05
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,0.06,"9,375","1,099.05",LIQUID,2026-04-05
EQUAL50,Nifty50 Equal Weight,0.16,"33,972",302.75,QUALITY,2026-04-05
SBINEQWETF,Nifty50 Equal Weight,-4.26,"3,32,241",31.00,NIFTY_50,2026-04-05
MSCIINDIA,MSCI India Index,-0.32,"3,63,728",27.89,,2026-04-05
MOSILVER,Domestic Price of Physical Silver,-0.99,"43,195",228.02,SILVER,2026-04-05
MIDCAPBETA,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),-1.00,"46,316",199.24,NIFTY_MIDCAP,2026-04-05
TNIDETF,Nifty India Digital Index,0.60,"1,14,851",79.00,DIGITAL,2026-04-05
AXISVALUE,Nifty500 Value 50 TRI,-1.77,"2,79,088",31.14,VALUE,2026-04-05
DEFENCE,BSE India Defence,0.03,"1,36,990",62.32,DEFENCE,2026-04-05
NIF100IETF,Nifty 100,-0.77,"3,24,364",25.74,NIFTY_100,2026-04-05
BFSI,Nifty Financial Services Index,0.40,"3,34,215",24.87,FINANCIAL_SERVICES,2026-04-05
GROWWEV,Nifty EV and New Age Automotive Index,-0.37,"2,98,180",27.14,AUTO,2026-04-05
HEALTHY,Nifty Healthcare TRI,-2.18,"5,61,566",14.35,HEALTHCARE,2026-04-05
SBIBPB,BSE PSU Bank Index TRI,1.50,"1,69,384",48.00,NIFTY_BANK,2026-04-05
CHEMICAL,Nifty Chemicals Index (TRI),0.66,"3,05,228",25.99,,2026-04-05
NEXT50ETF,Nifty Next 50 Index,-0.05,"1,24,991",62.60,NIFTY_NEXT_50,2026-04-05
MOENERGY,Nifty Energy Index,1.07,"2,13,834",35.89,ENERGY,2026-04-05
IVZINGOLD,Gold,-3.04,585,"12,649.95",GOLD,2026-04-05
GOLD360,Commodity-Gold,-2.74,"51,282",142.00,GOLD,2026-04-05
AONENIFTY,Nifty 50 Index,-0.21,"7,84,993",9.30,NIFTY_50,2026-04-05
COMMOIETF,ICICI Prudential Nifty Commodities ETF,0.27,"76,728",94.11,COMMODITIES,2026-04-05
AONESILVER,Domestic price of Silver,-1.35,"8,11,947",8.80,SILVER,2026-04-05
BANKBETF,Bajaj Finserv Nifty Bank ETF,0.25,"1,36,530",52.35,NIFTY_BANK,2026-04-05
EVINDIA,Nifty EV and New Age Automotive Total Return Index,-0.33,"2,62,365",27.10,AUTO,2026-04-05
GROWWHOSPI,BSE Hospitals Index,-1.40,"1,58,138",44.52,,2026-04-05
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,0.80,"26,857",255.99,GSEC,2026-04-05
GROWWSC250,Nifty Smallcap 250 Index - TRI,1.87,"7,80,019",8.70,SMALLCAP,2026-04-05
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,-1.04,"2,62,289",24.70,NIFTY_PRIVATE_BANK,2026-04-05
GROWWMETAL,Nifty Metal Index,1.02,"5,80,760",10.94,METAL,2026-04-05
MIDSELIETF,S&P BSE Midcap Select Index,1.33,"3,96,895",15.98,NIFTY_MIDCAP,2026-04-05
HDFCNIF100,HDFC NIFTY 100 ETF,2.29,"2,47,998",24.60,NIFTY_100,2026-04-05
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,0.55,"74,527",76.35,DIVIDEND,2026-04-05
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,0.25,"75,227",75.20,SENSEX,2026-04-05
SNXT50BETA,BSE Sensex Next 50,-2.46,"67,155",81.20,SENSEX,2026-04-05
AONETOTAL,Nifty Total Market Index,0.76,"5,16,507",10.62,TOTAL_MARKET,2026-04-05
MAHKTECH,Hang Seng TECH Total Return Index,-2.63,"2,38,097",22.58,IT,2026-04-05
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,6.40,"2,79,687",20.29,LOW_VOLATILITY,2026-04-05
HDFCNIFIT,HDFC NIFTY IT ETF,2.25,"1,67,263",32.25,IT,2026-04-05
MOM50,Nifty 50,-0.77,"22,320",236.45,NIFTY_50,2026-04-05
NEXT50ADD,Nifty Next 50 TRI,-1.39,"83,550",61.94,NIFTY_NEXT_50,2026-04-05
NV20IETF,Nifty50 Value 20,0.22,"3,85,133",13.50,NIFTY_50,2026-04-05
SMALLADD,Nifty Smallcap 250 Index,0.54,"3,42,720",14.95,SMALLCAP,2026-04-05
CONSUMIETF,Nifty India Consumption Index,1.66,"43,904",110.66,FMCG,2026-04-05
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,-1.46,"5,00,839",9.45,NIFTY_50,2026-04-05
SBIETFIT,Nifty IT Index,1.83,"13,803",333.49,IT,2026-04-05
BANKADD,DSP Nifty Bank ETF,1.37,"86,997",53.30,NIFTY_BANK,2026-04-05
GROWWNET,Index,2.06,"5,40,127",8.42,,2026-04-05
AXISBNKETF,Nifty Bank,-0.02,"7,953",529.65,NIFTY_BANK,2026-04-05
HDFCPSUBK,HDFC NIFTY PSU BANK ETF,-1.43,"50,229",81.20,NIFTY_PSU_BANK,2026-04-05
LTGILTCASE,Nifty 8-13 Yr G-Sec Index,-0.71,"1,35,001",29.40,GSEC,2026-04-05
SHARIABEES,Shariah,1.50,"8,902",458.20,,2026-04-05
BBETF0432,Nifty BHARAT Bond Index - April 2032,0.01,"2,856","1,296.00",,2026-04-05
GROWWCAPM,Nifty Capital Markets Index,-0.85,"3,92,636",9.37,,2026-04-05
SBIETFQLTY,Nifty 200 Quality 30 Index,0.27,"17,185",203.57,QUALITY,2026-04-05
NV20,Nifty50 Value 20,1.40,"2,50,733",13.80,NIFTY_50,2026-04-05
MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,-0.42,"15,301",219.00,NIFTY_MIDCAP,2026-04-05
EBANKNIFTY,Edelweiss Nifty Bank ETF,-0.25,"64,515",51.75,NIFTY_BANK,2026-04-05
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,0.52,"78,592",42.30,HEALTHCARE,2026-04-05
BANKPSU,Nifty PSU Bank Total Return Index,-0.41,"40,383",81.73,PSU,2026-04-05
GROWWRLTY,Index,0.40,"4,21,858",7.53,,2026-04-05
IVZINNIFTY,Nifty 50,0.34,"1,213","2,596.71",NIFTY_50,2026-04-05
CHOICEGOLD,Gold,-2.20,"20,702",145.15,GOLD,2026-04-05
INTERNET,Equity Index,0.45,"2,73,851",11.13,,2026-04-05
MID150,Nifty Midcap 150 Index,6.93,"1,48,843",21.30,NIFTY_MIDCAP,2026-04-05
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,-,"2,872","1,000.01",LIQUID,2026-04-05
TOP15IETF,Nifty Top 15 Equal Weight Index,0.86,"3,06,868",9.43,,2026-04-05
MOLOWVOL,Nifty Midcap 100 TRI,-0.52,"80,549",34.28,LOW_VOLATILITY,2026-04-05
ELIQUID,Nifty 1D Rate Index (Debt Index),0.06,"2,614","1,025.31",LIQUID,2026-04-05
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,2.68,"96,997",29.10,MOMENTUM,2026-04-05
MOTOUR,Nifty India Tourism Total Return Index,0.78,"38,808",68.80,,2026-04-05
MNC,Kotak Nifty MNC ETF,-0.10,"86,213",29.19,MNC,2026-04-05
EVIETF,Nifty EV & New Age Automotive ETF,-1.36,"92,970",26.92,AUTO,2026-04-05
SBIETFPB,Nifty Private Bank Index,1.17,"9,120",258.59,NIFTY_BANK,2026-04-05
CONSUMER,Nifty India New AgeConsumption,-0.20,"2,26,806",9.94,FMCG,2026-04-05
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,0.26,"15,562",137.01,,2026-04-05
AONETMMQ50,Nifty Total Market Momentum Quality 50 TRI,-,"2,21,619",9.03,MOMENTUM,2026-04-05
GROWWN200,Nifty 200 Index- Total Return Index,-1.25,"1,83,335",10.25,NIFTY_200,2026-04-05
EMULTIMQ,Nifty500 Multicap Momentum Quality 50 Total Return Index,-0.08,"46,620",37.92,NIFTY_50,2026-04-05
SENSEXADD,DSP S&P BSE Sensex ETF,-0.33,"22,897",75.00,SENSEX,2026-04-05
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,3.48,"15,496",113.59,GROWTH,2026-04-05
MANUFGBEES,Nifty India Manufacturing TRI,-0.68,"12,020",141.81,MANUFACTURING,2026-04-05
ELM250,Nifty LargeMidcap 250 TRI,0.94,"1,08,149",14.99,NIFTY_MIDCAP,2026-04-05
ABSLNN50ET,Nifty Next 50,0.80,"24,695",65.20,NIFTY_50,2026-04-05
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,0.70,"1,51,333",10.05,,2026-04-05
CONS,Kotak Nifty India Consumption ETF,4.42,"1,40,707",11.34,FMCG,2026-04-05
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,4.39,"8,176",190.00,QUALITY,2026-04-05
GROWWPSUBK,Nifty PSU Bank Index - TRI,-1.83,"18,140",80.39,NIFTY_PSU_BANK,2026-04-05
HDFCBSE500,HDFC S&P BSE 500 ETF,2.13,"42,952",34.00,,2026-04-05
SBIMIDMOM,Nifty Midcap 150 Momentum 50 Index,-0.32,"25,794",55.60,NIFTY_MIDCAP,2026-04-05
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,-1.56,"66,473",21.51,,2026-04-05
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,-0.02,"6,064",232.11,NIFTY_50,2026-04-05
LICNETFGSC,GSEC10 NSE Index,-0.46,"47,563",28.32,GSEC,2026-04-05
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,-1.19,"45,872",29.14,GSEC,2026-04-05
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,0.99,"10,755",125.00,VALUE,2026-04-05
ITADD,DSP Nifty IT ETF,2.78,"41,388",32.19,IT,2026-04-05
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,-0.11,"18,214",63.89,GSEC,2026-04-05
AXISTECETF,NIFTY IT Index,2.53,"3,414",332.96,IT,2026-04-05
FLEXIADD,Nifty500 Flexicap Quality 30 TRI,2.63,"1,20,083",9.37,NIFTY_50,2026-04-05
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,0.76,"81,935",13.32,,2026-04-05
MOINFRA,BSE India Infrastructure Total Return Index,-0.23,"19,425",56.85,INFRASTRUCTURE,2026-04-05
TECH,Nifty IT TRI Index,2.68,"28,767",32.90,IT,2026-04-05
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,0.66,"43,549",19.89,IT,2026-04-05
LICNFNHGP,Nifty 100,0.16,"3,337",254.70,NIFTY_100,2026-04-05
HEALTHADD,DSP Nifty Healthcare ETF,-0.99,"5,708",141.01,HEALTHCARE,2026-04-05
AXISHCETF,Nifty Healthcare Index,0.82,"5,592",141.93,HEALTHCARE,2026-04-05
BANK10ADD,BSE Top 10 Banks Index (TRI),-4.08,"50,882",14.80,NIFTY_BANK,2026-04-05
MONEXT50,Nifty Next 50 Total Return Index,0.03,"12,386",62.00,NIFTY_NEXT_50,2026-04-05
ABSL10BANK,BSE Top 10 Banks Index,-1.09,"4,889",155.00,NIFTY_BANK,2026-04-05
