SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,-0.94,"2,57,679",88.70,NIFTY_PSU_BANK,2026-01-21
IVZINNIFTY,Nifty 50,-0.94,238,"2,857.25",NIFTY_50,2026-01-21
MIDCAP,Nifty Midcap 50 Index,-0.94,"1,66,445",168.00,NIFTY_MIDCAP,2026-01-21
BANKBEES,Nifty Bank,-0.96,"8,18,411",606.29,NIFTY_BANK,2026-01-21
BANKNIFTY1,Nifty Bank,-1.00,"27,747",607.50,NIFTY_BANK,2026-01-21
PSUBANK,Nifty PSU Bank,-1.05,"1,60,462",876.80,NIFTY_PSU_BANK,2026-01-21
GROWWEV,Nifty EV and New Age Automotive Index,-1.05,"5,41,726",29.35,AUTO,2026-01-21
BANKBETF,Bajaj Finserv Nifty Bank ETF,-1.06,"22,194",59.65,NIFTY_BANK,2026-01-21
MID150BEES,Nifty Midcap 150 TRI,-1.07,"20,57,441",218.00,NIFTY_MIDCAP,2026-01-21
PSUBANKADD,DSP Nifty PSU Bank ETF,-1.07,"81,746",88.39,NIFTY_PSU_BANK,2026-01-21
BANKETF,Mirae Asset Nifty Bank ETF,-1.07,"9,421",596.60,NIFTY_BANK,2026-01-21
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,-1.09,"95,273",60.16,NIFTY_MIDCAP,2026-01-21
MOM100,Nifty Midcap 100,-1.09,"10,86,901",61.88,NIFTY_MIDCAP,2026-01-21
GROWWSLVR,Commodity-Silver,-1.10,"71,68,283",314.05,SILVER,2026-01-21
MOALPHA50,Nifty Alpha 50 Total Return Index,-1.11,"42,202",48.02,ALPHA,2026-01-21
HNGSNGBEES,Hang Seng Index,-1.12,"3,08,654",542.00,,2026-01-21
BANKIETF,Nifty Bank,-1.12,"3,78,843",60.06,NIFTY_BANK,2026-01-21
ALPHA,NIFTY Alpha 50 Index,-1.14,"19,65,751",46.06,ALPHA,2026-01-21
MIDCAPETF,Mirae Asset Mutual Fund - Mirae Asset Nifty Midcap 150 ETF,-1.15,"49,74,978",21.54,NIFTY_MIDCAP,2026-01-21
MODEFENCE,Nifty India Defence Total Return Index,-1.16,"61,82,966",81.90,DEFENCE,2026-01-21
AXISBNKETF,Nifty Bank,-1.17,"3,418",604.83,NIFTY_BANK,2026-01-21
MAHKTECH,Hang Seng TECH Total Return Index,-1.17,"11,36,045",26.92,IT,2026-01-21
MIDCAPADD,Nifty Midcap 150 Index,-1.21,"42,803",21.17,NIFTY_MIDCAP,2026-01-21
ITBETA,UTI Nifty IT ETF,-1.23,"3,103",395.65,IT,2026-01-21
SBIBPB,BSE PSU Bank Index TRI,-1.28,"80,079",51.00,NIFTY_BANK,2026-01-21
ABSLBANETF,Nifty Bank,-1.31,"69,411",60.09,NIFTY_BANK,2026-01-21
BANKBETA,Nifty Bank,-1.45,"23,90,612",60.65,NIFTY_BANK,2026-01-21
CHEMICAL,Nifty Chemicals Index (TRI),-1.52,"5,51,222",27.29,,2026-01-21
EBANKNIFTY,Edelweiss Nifty Bank ETF,-1.52,"39,087",59.11,NIFTY_BANK,2026-01-21
MON100,Nasdaq100,-1.60,"15,05,227",227.48,NASDAQ,2026-01-21
MOCAPITAL,Nifty Capital Market Total Return Index,-1.60,"6,87,653",45.45,IT,2026-01-21
GROWWRLTY,Index,-1.68,"4,55,699",8.80,,2026-01-21
GROWWMC150,Nifty Midcap 150 Index - TRI,-1.68,"7,405",210.67,NIFTY_MIDCAP,2026-01-21
MIDSELIETF,S&P BSE Midcap Select Index,-1.74,"6,84,475",17.46,NIFTY_MIDCAP,2026-01-21
GROWWCAPM,Nifty Capital Markets Index,-1.75,"7,37,694",9.55,,2026-01-21
GROWWCHEM,Nifty Chemicals Index - TRI,-2.28,"83,634",27.05,,2026-01-21
MONQ50,Nasdaq Q-50 Total Return Index,-2.32,"2,34,466",97.00,NASDAQ,2026-01-21
