SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
TOP100CASE,Zerodha Nifty 100 ETF,1.02,"13,75,501",9.95,NIFTY_100,2026-04-08
NIFTYCASE,Nifty Index 50 Index,0.55,"14,49,857",9.21,,2026-04-08
NIFTY100EW,Nifty 100 Equal Weight Index,2.70,"4,11,797",32.00,NIFTY_100,2026-04-08
QNIFTY,Nifty 50,0.75,"50,153",252.18,NIFTY_50,2026-04-08
LTGILTCASE,Nifty 8-13 Yr G-Sec Index,0.20,"4,24,567",29.47,GSEC,2026-04-08
GROWWLIQID,Nifty 1D Rate Index,0.01,"1,14,241",108.54,LIQUID,2026-04-08
IVZINGOLD,Gold,-0.88,956,"12,810.00",GOLD,2026-04-08
DEFENCE,BSE India Defence,0.57,"1,86,731",63.86,DEFENCE,2026-04-08
HEALTHIETF,Nifty Healthcare Index,0.32,"81,390",143.29,HEALTHCARE,2026-04-08
SILVER360,Commodity-Silver,-0.25,"51,031",226.99,SILVER,2026-04-08
CONSUMBEES,Nifty India Consumption TRI,0.73,"92,415",119.30,FMCG,2026-04-08
SBIBPB,BSE PSU Bank Index TRI,-0.96,"2,22,946",47.36,NIFTY_BANK,2026-04-08
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,0.69,"95,473",109.90,VALUE,2026-04-08
SML100CASE,Nifty Smallcap 100 Index,0.45,"11,51,070",9.02,SMALLCAP,2026-04-08
TNIDETF,Nifty India Digital Index,2.31,"1,25,990",80.90,DIGITAL,2026-04-08
SBIETFPB,Nifty Private Bank Index,10.86,"38,603",285.00,NIFTY_BANK,2026-04-08
AONEGOLD,Domestic price of Gold,-1.44,"7,18,173",13.70,GOLD,2026-04-08
MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,0.32,"44,208",220.84,NIFTY_MIDCAP,2026-04-08
BANKETF,Mirae Asset Nifty Bank ETF,0.13,"17,468",535.30,NIFTY_BANK,2026-04-08
MOMENTUM30,Nifty 200 Momentum 30 Index,0.32,"3,03,785",28.24,MOMENTUM,2026-04-08
LICMFGOLD,Gold,-0.37,"64,734",133.10,GOLD,2026-04-08
INFRABEES,Nifty Infra,0.30,"9,421",898.00,INFRASTRUCTURE,2026-04-08
GOLDBND,Commodity - Gold,-0.96,"52,850",147.10,GOLD,2026-04-08
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,0.85,"85,126",89.99,INFRASTRUCTURE,2026-04-08
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,1.41,"2,62,456",29.45,FINANCIAL_SERVICES,2026-04-08
AONESILVER,Domestic price of Silver,-1.12,"8,58,769",8.81,SILVER,2026-04-08
HDFCMID150,HDFC NIFTY Midcap 150 ETF,0.49,"3,69,977",20.35,NIFTY_MIDCAP,2026-04-08
GROWWRAIL,Nifty India Railways PSU Index,0.51,"2,48,748",29.30,PSU,2026-04-08
BFSI,Nifty Financial Services Index,0.31,"2,74,098",25.52,FINANCIAL_SERVICES,2026-04-08
SILVERBND,Commodity - Silver,-0.70,"29,408",230.99,SILVER,2026-04-08
HDFCNIFBAN,Nifty Bank,0.09,"1,24,902",54.10,NIFTY_BANK,2026-04-08
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,0.01,"6,303","1,055.29",LIQUID,2026-04-08
MONQ50,Nasdaq Q-50 Total Return Index,0.67,"59,537",111.39,NASDAQ,2026-04-08
SHARIABEES,Shariah,-0.43,"13,838",452.09,,2026-04-08
MOSILVER,Domestic Price of Physical Silver,-1.25,"27,234",226.46,SILVER,2026-04-08
ABSLBANETF,Nifty Bank,0.34,"1,15,573",53.86,NIFTY_BANK,2026-04-08
TOP10ADD,Nifty Top 10 Equal Weight Index,3.34,"69,457",89.00,,2026-04-08
HDFCSENSEX,SENSEX,4.18,"72,005",87.20,SENSEX,2026-04-08
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,0.01,"5,472","1,099.15",LIQUID,2026-04-08
MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,1.29,"1,04,287",58.00,MOMENTUM,2026-04-08
MIDCAP,Nifty Midcap 50 Index,0.95,"3,68,622",15.93,NIFTY_MIDCAP,2026-04-08
AXISVALUE,Nifty500 Value 50 TRI,0.99,"1,79,791",31.75,VALUE,2026-04-08
EGOLD,Edelweiss Gold ETF,-0.40,"38,217",147.80,GOLD,2026-04-08
NEXT50BETA,Nifty Next 50,0.47,"82,486",68.20,NIFTY_NEXT_50,2026-04-08
LICNETFGSC,GSEC10 NSE Index,0.21,"1,92,642",28.39,GSEC,2026-04-08
SBIETFIT,Nifty IT Index,2.17,"15,830",345.40,IT,2026-04-08
MAFANG,NYSE FANG+ Total Return Index,-1.01,"34,673",155.22,,2026-04-08
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,4.55,"2,61,558",20.43,LOW_VOLATILITY,2026-04-08
GROWWEV,Nifty EV and New Age Automotive Index,-0.22,"1,87,761",27.23,AUTO,2026-04-08
GROWWNIFTY,Nifty 50 Index - TRI,0.54,"5,49,185",9.28,NIFTY_50,2026-04-08
EVIETF,Nifty EV & New Age Automotive ETF,0.07,"1,85,120",27.35,AUTO,2026-04-08
GROWWHOSPI,BSE Hospitals Index,2.61,"1,08,734",45.98,,2026-04-08
MID150,Nifty Midcap 150 Index,-0.29,"2,34,929",20.31,NIFTY_MIDCAP,2026-04-08
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,-0.70,"73,938",64.05,NIFTY_NEXT_50,2026-04-08
PSUBANKADD,DSP Nifty PSU Bank ETF,-1.18,"52,491",82.92,NIFTY_PSU_BANK,2026-04-08
SENSEXBETA,SENSEX,0.22,"5,174",819.00,SENSEX,2026-04-08
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,-,"4,214","1,000.01",LIQUID,2026-04-08
SBILIQETF,Nifty 1D Rate Index,0.01,"3,954","1,033.78",LIQUID,2026-04-08
MOENERGY,Nifty Energy Index,0.68,"1,14,894",35.79,ENERGY,2026-04-08
HEALTHY,Nifty Healthcare TRI,0.28,"2,80,790",14.42,HEALTHCARE,2026-04-08
NIF100IETF,Nifty 100,0.76,"1,49,302",26.44,NIFTY_100,2026-04-08
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,-0.46,"2,00,296",19.40,QUALITY,2026-04-08
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,2.42,"1,37,238",29.20,MOMENTUM,2026-04-08
NIFTYADD,Nifty 50 Index,0.76,"16,029",242.60,NIFTY_50,2026-04-08
AONENIFTY,Nifty 50 Index,1.59,"3,87,792",9.59,NIFTY_50,2026-04-08
GROWWCHEM,Nifty Chemicals Index - TRI,0.55,"1,40,439",25.78,,2026-04-08
ITADD,DSP Nifty IT ETF,5.43,"1,05,147",34.95,IT,2026-04-08
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,0.10,"60,039",57.39,NIFTY_MIDCAP,2026-04-08
GOLD360,Commodity-Gold,-1.10,"22,887",143.20,GOLD,2026-04-08
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,-2.59,"1,63,576",19.90,IT,2026-04-08
COMMOIETF,ICICI Prudential Nifty Commodities ETF,2.42,"33,821",97.00,COMMODITIES,2026-04-08
LIQUIDSBI,SBI NIFTY 1D Rate ETF,-,"3,194","1,000.01",LIQUID,2026-04-08
EVINDIA,Nifty EV and New Age Automotive Total Return Index,0.22,"1,17,172",27.32,AUTO,2026-04-08
MNC,Kotak Nifty MNC ETF,-0.37,"1,07,707",29.61,MNC,2026-04-08
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,-0.72,"39,309",76.31,DIVIDEND,2026-04-08
NV20IETF,Nifty50 Value 20,1.17,"2,15,576",13.87,NIFTY_50,2026-04-08
MAHKTECH,Hang Seng TECH Total Return Index,-3.38,"1,30,352",22.32,IT,2026-04-08
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,1.98,"2,87,309",9.78,NIFTY_50,2026-04-08
SBINEQWETF,Nifty50 Equal Weight,0.84,"87,549",31.10,NIFTY_50,2026-04-08
ELIQUID,Nifty 1D Rate Index (Debt Index),0.01,"2,553","1,025.55",LIQUID,2026-04-08
CONSUMIETF,Nifty India Consumption Index,0.99,"23,756",111.50,FMCG,2026-04-08
TECH,Nifty IT TRI Index,2.51,"77,227",33.90,IT,2026-04-08
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,0.43,"1,00,434",25.64,NIFTY_PRIVATE_BANK,2026-04-08
CHEMICAL,Nifty Chemicals Index (TRI),0.78,"98,882",25.98,,2026-04-08
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,0.68,"10,530",236.50,NIFTY_50,2026-04-08
EMULTIMQ,Nifty500 Multicap Momentum Quality 50 Total Return Index,0.81,"63,547",38.48,NIFTY_50,2026-04-08
PVTBANKADD,DSP Nifty Private Bank ETF,13.37,"95,303",29.00,NIFTY_PRIVATE_BANK,2026-04-08
AXISTECETF,NIFTY IT Index,1.75,"6,934",342.21,IT,2026-04-08
HDFCPSUBK,HDFC NIFTY PSU BANK ETF,-0.35,"27,346",83.75,NIFTY_PSU_BANK,2026-04-08
MASPTOP50,S&P 500 Top 50 Total Return Index,-1.50,"32,766",68.89,,2026-04-08
MULTICAP,Nifty500 Multicap 50:25:25 Index,0.54,"1,52,404",14.86,MULTICAP,2026-04-08
BANKPSU,Nifty PSU Bank Total Return Index,-0.77,"25,090",82.98,PSU,2026-04-08
AONETOTAL,Nifty Total Market Index,0.65,"1,92,135",10.79,TOTAL_MARKET,2026-04-08
MOTOUR,Nifty India Tourism Total Return Index,-1.07,"29,126",68.50,,2026-04-08
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,-0.30,"10,267",184.23,QUALITY,2026-04-08
MIDSELIETF,S&P BSE Midcap Select Index,0.37,"1,16,559",16.25,NIFTY_MIDCAP,2026-04-08
INTERNET,Equity Index,-0.35,"1,67,113",11.23,,2026-04-08
GROWWRLTY,Index,0.91,"2,39,451",7.75,,2026-04-08
ABSLNN50ET,Nifty Next 50,3.00,"27,478",67.72,NIFTY_50,2026-04-08
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,0.84,"23,750",76.60,SENSEX,2026-04-08
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,0.68,"27,587",63.98,GSEC,2026-04-08
GROWWNET,Index,-,"2,08,255",8.36,,2026-04-08
BBETF0432,Nifty BHARAT Bond Index - April 2032,0.27,"1,318","1,304.95",,2026-04-08
BSLSENETFG,BSE SENSEX Index,0.78,"22,848",74.89,SENSEX,2026-04-08
NETF,Tata Nifty 50 Exchange Traded Fund,0.80,"6,534",249.50,NIFTY_50,2026-04-08
MAKEINDIA,Nifty India Manufacturing Total Return Index,0.70,"11,172",145.88,MANUFACTURING,2026-04-08
NV20,Nifty50 Value 20,0.86,"1,10,448",14.09,NIFTY_50,2026-04-08
GROWWSC250,Nifty Smallcap 250 Index - TRI,-0.23,"1,81,324",8.56,SMALLCAP,2026-04-08
MOLOWVOL,Nifty Midcap 100 TRI,-0.35,"44,383",34.60,LOW_VOLATILITY,2026-04-08
NEXT50ETF,Nifty Next 50 Index,0.13,"23,731",63.33,NIFTY_NEXT_50,2026-04-08
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,1.61,"11,761",128.00,VALUE,2026-04-08
CONSUMER,Nifty India New AgeConsumption,-,"1,47,619",10.18,FMCG,2026-04-08
MOM50,Nifty 50,2.59,"5,785",244.90,NIFTY_50,2026-04-08
GSEC10IETF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,0.92,"5,293",256.72,GSEC,2026-04-08
ESG,NIFTY100 ESG SECTOR LEADERS,1.00,"32,423",39.28,ESG,2026-04-08
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,-,"28,727",42.01,HEALTHCARE,2026-04-08
NV20BEES,Nifty50 Value20 TRI,1.00,"8,451",142.00,NIFTY_50,2026-04-08
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,0.69,"1,16,797",10.19,,2026-04-08
BBNPPGOLD,Baroda BNP Paribas Gold ETF,-0.66,"8,089",143.05,GOLD,2026-04-08
NEXT50ADD,Nifty Next 50 TRI,0.38,"17,394",63.10,NIFTY_NEXT_50,2026-04-08
MSCIINDIA,MSCI India Index,0.29,"39,088",27.88,,2026-04-08
GROWWCAPM,Nifty Capital Markets Index,-0.42,"1,09,114",9.56,,2026-04-08
ELM250,Nifty LargeMidcap 250 TRI,1.86,"68,630",15.33,NIFTY_MIDCAP,2026-04-08
SBINMID150,Nifty Midcap 150 Index,-0.89,"47,223",20.11,NIFTY_MIDCAP,2026-04-08
MOGSEC,Nifty 5 yr Benchmark G-Sec Index,1.62,"14,166",63.90,GSEC,2026-04-08
SELECTIPO,BSE Select IPO Index,-0.20,"22,434",39.34,,2026-04-08
CONS,Kotak Nifty India Consumption ETF,1.29,"80,331",10.98,FMCG,2026-04-08
ABSL10BANK,BSE Top 10 Banks Index,0.99,"5,549",158.46,NIFTY_BANK,2026-04-08
CHOICEGOLD,Gold,-0.89,"5,959",145.70,GOLD,2026-04-08
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,3.30,"29,987",29.44,MOMENTUM,2026-04-08
AXISBNKETF,Nifty Bank,0.04,"1,576",541.71,NIFTY_BANK,2026-04-08
HDFCNIF100,HDFC NIFTY 100 ETF,1.28,"34,622",24.60,NIFTY_100,2026-04-08
LICNETFN50,Nifty 50,0.44,"3,274",257.40,NIFTY_50,2026-04-08
MANUFGBEES,Nifty India Manufacturing TRI,1.28,"5,089",144.75,MANUFACTURING,2026-04-08
AXISHCETF,Nifty Healthcare Index,-1.80,"5,025",139.30,HEALTHCARE,2026-04-08
FLEXIADD,Nifty500 Flexicap Quality 30 TRI,1.51,"74,982",9.44,NIFTY_50,2026-04-08
AXISCETF,NIFTY India Consumption Index,-0.15,"6,395",109.59,FMCG,2026-04-08
SMALLADD,Nifty Smallcap 250 Index,0.27,"45,839",14.97,SMALLCAP,2026-04-08
HDFCBSE500,HDFC S&P BSE 500 ETF,0.50,"19,187",34.30,,2026-04-08
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,0.98,"4,657",138.60,,2026-04-08
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,0.53,"3,293",192.83,LOW_VOLATILITY,2026-04-08
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,0.05,"27,828",22.00,,2026-04-08
GROWWN200,Nifty 200 Index- Total Return Index,-0.38,"58,054",10.41,NIFTY_200,2026-04-08
MONIFTY100,Nifty 100 Total Return Index,-0.46,"25,457",23.57,NIFTY_100,2026-04-08
SBIMIDMOM,Nifty Midcap 150 Momentum 50 Index,-0.69,"10,394",56.24,NIFTY_MIDCAP,2026-04-08
MOPSE,Nifty PSE Total Return Index,0.52,"5,525",99.79,,2026-04-08
MIDCAPBETA,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),-,"2,692",203.05,NIFTY_MIDCAP,2026-04-08
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,0.11,"2,120",255.37,GSEC,2026-04-08
MIDCAPADD,Nifty Midcap 150 Index,-0.40,"26,973",20.06,NIFTY_MIDCAP,2026-04-08
TOP15IETF,Nifty Top 15 Equal Weight Index,1.05,"56,723",9.59,,2026-04-08
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,-0.55,"4,779",111.00,GROWTH,2026-04-08
SNXT50BETA,BSE Sensex Next 50,1.25,"6,169",84.90,SENSEX,2026-04-08
SBIETFCON,Nifty India Consumption Index,0.70,"4,466",110.34,FMCG,2026-04-08
VALUE,Nifty 500 Value 50,-2.51,"31,278",15.51,VALUE,2026-04-08
GROWWMC150,Nifty Midcap 150 Index - TRI,0.10,"2,340",202.00,NIFTY_MIDCAP,2026-04-08
TWCGOLDETF,Commodity,-1.22,"3,079",146.17,GOLD,2026-04-08
MOIPO,BSE Select IPO Total Return Index,0.28,"11,323",39.56,,2026-04-08
BANKBETF,Bajaj Finserv Nifty Bank ETF,0.36,"7,969",53.36,NIFTY_BANK,2026-04-08
ITBETA,UTI Nifty IT ETF,2.11,"1,175",327.12,IT,2026-04-08
