SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
METALIETF,Nifty Metal Index,4.08,"3,11,15,907",11.99,METAL,2026-01-27
TWCGOLDETF,Commodity,4.05,"27,502",156.90,GOLD,2026-01-27
GOLDBND,Commodity - Gold,3.77,"3,27,802",158.65,GOLD,2026-01-27
GOLDETF,Mirae Asset Gold ETF,3.70,"35,96,956",154.80,GOLD,2026-01-27
GROWWMETAL,Nifty Metal Index,3.67,"18,05,690",11.30,METAL,2026-01-27
CHOICEGOLD,Gold,3.62,"1,61,835",158.50,GOLD,2026-01-27
TATAGOLD,Tata Gold Exchange Traded Fund,3.61,"26,12,14,602",15.48,GOLD,2026-01-27
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,3.51,"77,615",29.47,NIFTY_PRIVATE_BANK,2026-01-27
GROWWPOWER,BSE Power Index - TRI,3.49,"40,55,491",9.18,,2026-01-27
GOLDIETF,Gold,3.46,"2,53,04,248",137.00,GOLD,2026-01-27
GOLDBEES,Gold,3.44,"13,96,57,546",131.80,GOLD,2026-01-27
IVZINGOLD,Gold,3.43,"1,436","13,855.00",GOLD,2026-01-27
GROWWSC250,Nifty Smallcap 250 Index - TRI,3.40,"4,43,449",9.12,SMALLCAP,2026-01-27
EVIETF,Nifty EV & New Age Automotive ETF,3.39,"1,00,022",30.47,AUTO,2026-01-27
METAL,Nifty Metal Total Return Index,3.38,"1,41,30,655",11.92,METAL,2026-01-27
AXISGOLD,Gold,3.27,"46,18,033",132.79,GOLD,2026-01-27
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,3.23,"1,01,317",69.64,NIFTY_NEXT_50,2026-01-27
SETFGOLD,Gold,3.22,"3,21,03,257",135.75,GOLD,2026-01-27
GOLDCASE,Zerodha Gold ETF,3.21,"3,82,73,700",25.06,GOLD,2026-01-27
GROWWNET,Index,3.07,"3,13,138",9.74,,2026-01-27
HDFCNIF100,HDFC NIFTY 100 ETF,3.07,"53,661",27.20,NIFTY_100,2026-01-27
HDFCGOLD,Gold,3.05,"2,53,03,367",135.90,GOLD,2026-01-27
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,2.95,"18,884",61.45,QUALITY,2026-01-27
GOLD1,Gold,2.92,"63,56,181",132.79,GOLD,2026-01-27
BSLGOLDETF,Gold,2.85,"22,38,584",139.70,GOLD,2026-01-27
GOLDBETA,Gold,2.69,"14,73,479",133.45,GOLD,2026-01-27
GROWWGOLD,Commodity,2.68,"11,98,908",154.80,GOLD,2026-01-27
QGOLDHALF,Gold,2.63,"4,39,752",131.60,GOLD,2026-01-27
MOMENTUM30,Nifty 200 Momentum 30 Index,2.62,"13,450",30.95,MOMENTUM,2026-01-27
GOLDADD,DSP Gold ETF,2.61,"6,07,333",153.90,GOLD,2026-01-27
AONETMMQ50,Nifty Total Market Momentum Quality 50 TRI,2.58,"1,13,667",9.53,MOMENTUM,2026-01-27
AONEGOLD,Domestic price of Gold,2.49,"38,92,940",14.83,GOLD,2026-01-27
GOLD360,Commodity-Gold,2.44,"2,57,263",155.20,GOLD,2026-01-27
MOGOLD,Domestic Price of Physical Gold,2.43,"4,58,466",155.95,GOLD,2026-01-27
MODEFENCE,Nifty India Defence Total Return Index,2.36,"45,76,560",84.45,DEFENCE,2026-01-27
AXISVALUE,Nifty500 Value 50 TRI,2.30,"46,565",32.05,VALUE,2026-01-27
MOTOUR,Nifty India Tourism Total Return Index,2.30,"38,386",77.95,,2026-01-27
GROWWDEFNC,Nifty India Defence Index- Total Return Index,2.29,"5,37,048",76.99,DEFENCE,2026-01-27
PSUBNKBEES,Nifty PSU Bank,2.25,"33,11,886",99.90,NIFTY_PSU_BANK,2026-01-27
COMMOIETF,ICICI Prudential Nifty Commodities ETF,2.22,"1,36,363",96.99,COMMODITIES,2026-01-27
BBNPPGOLD,Baroda BNP Paribas Gold ETF,2.10,"57,987",152.95,GOLD,2026-01-27
HDFCPSUBK,HDFC NIFTY PSU BANK ETF,2.07,"34,369",90.31,NIFTY_PSU_BANK,2026-01-27
SML100CASE,Nifty Smallcap 100 Index,2.05,"12,24,685",9.45,SMALLCAP,2026-01-27
BANKPSU,Nifty PSU Bank Total Return Index,2.05,"48,256",90.00,PSU,2026-01-27
SBIBPB,BSE PSU Bank Index TRI,2.03,"1,71,346",52.19,NIFTY_BANK,2026-01-27
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,1.97,"1,89,560",90.65,NIFTY_PSU_BANK,2026-01-27
LICMFGOLD,Gold,1.89,"22,040","14,249.90",GOLD,2026-01-27
PSUBANK,Nifty PSU Bank,1.87,"1,77,868",894.00,NIFTY_PSU_BANK,2026-01-27
MANUFGBEES,Nifty India Manufacturing TRI,1.87,"7,237",151.00,MANUFACTURING,2026-01-27
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,1.85,"69,104",118.35,VALUE,2026-01-27
GROWWCAPM,Nifty Capital Markets Index,1.79,"5,62,865",9.65,,2026-01-27
BANKADD,DSP Nifty Bank ETF,1.76,"2,202",60.65,NIFTY_BANK,2026-01-27
CPSEETF,CPSE ETF,1.76,"31,80,486",93.80,PSU,2026-01-27
ELM250,Nifty LargeMidcap 250 TRI,1.75,"13,46,121",16.30,NIFTY_MIDCAP,2026-01-27
BANKETF,Mirae Asset Nifty Bank ETF,1.74,"2,977",603.55,NIFTY_BANK,2026-01-27
PSUBANKADD,DSP Nifty PSU Bank ETF,1.72,"43,935",90.00,NIFTY_PSU_BANK,2026-01-27
ICICIB22,S&P BSE BHARAT 22 index,1.72,"4,91,415",117.20,,2026-01-27
BANKIETF,Nifty Bank,1.66,"3,29,194",60.80,NIFTY_BANK,2026-01-27
MOCAPITAL,Nifty Capital Market Total Return Index,1.66,"4,30,805",45.88,IT,2026-01-27
HDFCNIFBAN,Nifty Bank,1.63,"1,11,557",60.95,NIFTY_BANK,2026-01-27
BBNPNBETF,Baroda BNP Paribas NIFTY Bank ETF,1.62,603,59.68,NIFTY_BANK,2026-01-27
TOP10ADD,Nifty Top 10 Equal Weight Index,1.61,"2,92,347",97.90,,2026-01-27
BANKBETA,Nifty Bank,1.61,"73,026",61.17,NIFTY_BANK,2026-01-27
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,1.57,"54,964",21.95,QUALITY,2026-01-27
DIVIDEND,BSE 500 Dividend Leaders,1.56,"7,887",36.49,DIVIDEND,2026-01-27
BANKBEES,Nifty Bank,1.54,"9,19,146",612.66,NIFTY_BANK,2026-01-27
NIFTY100EW,Nifty 100 Equal Weight Index,1.53,"81,494",33.75,NIFTY_100,2026-01-27
BANKBETF,Bajaj Finserv Nifty Bank ETF,1.48,"16,980",60.20,NIFTY_BANK,2026-01-27
SETFNIFBK,Nifty Bank,1.47,"1,44,635",607.90,NIFTY_BANK,2026-01-27
MID150CASE,Zerodha Nifty Midcap 150 ETF,1.43,"23,62,164",10.65,NIFTY_MIDCAP,2026-01-27
AXISBNKETF,Nifty Bank,1.38,"1,402",609.05,NIFTY_BANK,2026-01-27
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,1.34,"57,166",23.41,,2026-01-27
MOPSE,Nifty PSE Total Return Index,1.33,488,98.37,,2026-01-27
UNIONGOLD,Commodity Gold,1.32,"2,54,252",154.00,GOLD,2026-01-27
SBIETFIT,Nifty IT Index,1.32,"10,158",426.47,IT,2026-01-27
NV20,Nifty50 Value 20,1.31,"27,184",155.06,NIFTY_50,2026-01-27
NIF100BEES,Nifty 100 TRI,1.28,"27,201",272.95,NIFTY_100,2026-01-27
PVTBANIETF,Nifty Private Bank Index,1.28,"5,86,475",28.53,NIFTY_BANK,2026-01-27
MOENERGY,Nifty Energy Index,1.26,"2,00,397",33.64,ENERGY,2026-01-27
BFSI,Nifty Financial Services Index,1.26,"3,44,502",28.07,FINANCIAL_SERVICES,2026-01-27
ITBEES,Nifty IT TRI,1.26,"50,22,385",42.65,IT,2026-01-27
MONQ50,Nasdaq Q-50 Total Return Index,1.24,"1,61,214",100.44,NASDAQ,2026-01-27
EMULTIMQ,Nifty500 Multicap Momentum Quality 50 Total Return Index,1.23,"2,31,517",40.39,NIFTY_50,2026-01-27
OILIETF,Nifty Oil & Gas Index,1.23,"38,60,985",11.56,ENERGY,2026-01-27
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,1.21,"2,72,759",10.05,,2026-01-27
BANKNIFTY1,Nifty Bank,1.14,"17,170",611.56,NIFTY_BANK,2026-01-27
SBIETFPB,Nifty Private Bank Index,1.13,"1,916",288.75,NIFTY_BANK,2026-01-27
MONIFTY500,Motilal Oswal Nifty 500 ETF,1.12,"7,22,962",23.50,NIFTY_50,2026-01-27
ITIETF,Nifty IT Index,1.12,"4,07,789",42.56,IT,2026-01-27
ABSLBANETF,Nifty Bank,1.12,"68,614",60.49,NIFTY_BANK,2026-01-27
MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,1.11,"86,444",61.72,MOMENTUM,2026-01-27
GROWWRAIL,Nifty India Railways PSU Index,1.10,"6,92,011",33.10,PSU,2026-01-27
MIDSMALL,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,1.10,"2,22,514",46.02,SMALLCAP,2026-01-27
NIFTYCASE,Nifty Index 50 Index,1.10,"18,33,850",10.09,,2026-01-27
GROWWMC150,Nifty Midcap 150 Index - TRI,1.08,"1,031",212.65,NIFTY_MIDCAP,2026-01-27
TOP100CASE,Zerodha Nifty 100 ETF,1.03,"12,62,879",10.80,NIFTY_100,2026-01-27
MID150,Nifty Midcap 150 Index,1.03,"85,104",21.59,NIFTY_MIDCAP,2026-01-27
BSLNIFTY,Nifty 50,1.03,"5,59,822",29.50,NIFTY_50,2026-01-27
PVTBANKADD,DSP Nifty Private Bank ETF,1.02,"6,537",28.67,NIFTY_PRIVATE_BANK,2026-01-27
NEXT30ADD,BSE SENSEX Next 30 Index,1.01,"6,679",40.11,SENSEX,2026-01-27
ITETF,Mirae Asset Nifty IT ETF,1.00,"1,57,913",40.60,IT,2026-01-27
AXISHCETF,Nifty Healthcare Index,1.00,"3,224",144.00,HEALTHCARE,2026-01-27
MOREALTY,Motilal Oswal Nifty Realty ETF,0.99,"15,34,009",76.50,REALTY,2026-01-27
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,0.97,"1,45,714",60.55,NIFTY_MIDCAP,2026-01-27
MAFANG,NYSE FANG+ Total Return Index,0.96,"2,99,874",164.47,,2026-01-27
SBIETFQLTY,Nifty 200 Quality 30 Index,0.94,"2,383",229.00,QUALITY,2026-01-27
NEXT50,Nifty Next 50,0.94,"91,294",686.63,NIFTY_NEXT_50,2026-01-27
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,0.93,"98,902",42.29,HEALTHCARE,2026-01-27
NV20BEES,Nifty50 Value20 TRI,0.91,"29,325",154.99,NIFTY_50,2026-01-27
ENERGY,Nifty Energy,0.91,"3,56,677",33.44,ENERGY,2026-01-27
MOM100,Nifty Midcap 100,0.88,"10,40,195",62.08,NIFTY_MIDCAP,2026-01-27
INFRABEES,Nifty Infra,0.87,"17,696",930.00,INFRASTRUCTURE,2026-01-27
ABSLNN50ET,Nifty Next 50,0.86,"7,447",70.00,NIFTY_50,2026-01-27
MOINFRA,BSE India Infrastructure Total Return Index,0.86,"5,103",56.46,INFRASTRUCTURE,2026-01-27
MON50EQUAL,Nifty 50 Equal Weight Total Return Index,0.86,"18,963",32.85,NIFTY_50,2026-01-27
EQUAL200,BSE 200 Equal Weight,0.86,"6,936",12.90,QUALITY,2026-01-27
ITBETA,UTI Nifty IT ETF,0.84,494,402.35,IT,2026-01-27
MIDCAPBETA,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),0.83,"2,005",214.25,NIFTY_MIDCAP,2026-01-27
MIDCAPIETF,Nifty Midcap 150,0.83,"12,45,151",21.87,NIFTY_MIDCAP,2026-01-27
MULTICAP,Nifty500 Multicap 50:25:25 Index,0.83,"1,94,226",15.80,MULTICAP,2026-01-27
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,0.80,"6,43,370",719.00,NIFTY_NEXT_50,2026-01-27
EQUAL50ADD,NIFTY 50 Equal Weight Index,0.80,"14,010",337.88,QUALITY,2026-01-27
EBANKNIFTY,Edelweiss Nifty Bank ETF,0.80,"2,856",59.51,NIFTY_BANK,2026-01-27
CHEMICAL,Nifty Chemicals Index (TRI),0.80,"2,50,450",27.80,,2026-01-27
MOSMALL250,Motilal Oswal Nifty Smallcap 250 ETF,0.78,"36,51,512",15.51,SMALLCAP,2026-01-27
LICNFNHGP,Nifty 100,0.78,676,280.00,NIFTY_100,2026-01-27
SENSEXBETA,SENSEX,0.77,860,906.00,SENSEX,2026-01-27
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,0.77,"21,61,557",155.38,SMALLCAP,2026-01-27
MID150BEES,Nifty Midcap 150 TRI,0.76,"7,60,359",218.69,NIFTY_MIDCAP,2026-01-27
HDFCNIFTY,Nifty 50,0.75,"3,20,893",282.92,NIFTY_50,2026-01-27
MSCIINDIA,MSCI India Index,0.74,"4,459",29.99,,2026-01-27
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,0.73,"9,49,180",92.50,INFRASTRUCTURE,2026-01-27
NV20IETF,Nifty50 Value 20,0.73,"5,93,189",15.09,NIFTY_50,2026-01-27
ITADD,DSP Nifty IT ETF,0.72,"7,073",40.54,IT,2026-01-27
MIDCAPETF,Mirae Asset Mutual Fund - Mirae Asset Nifty Midcap 150 ETF,0.70,"41,11,932",21.59,NIFTY_MIDCAP,2026-01-27
NIFTYBEES,Nifty 50,0.70,"82,92,101",285.89,NIFTY_50,2026-01-27
MONIFTY100,Nifty 100 Total Return Index,0.70,"16,508",25.87,NIFTY_100,2026-01-27
AXISNIFTY,Nifty 50,0.69,"11,527",277.73,NIFTY_50,2026-01-27
HDFCNIFIT,HDFC NIFTY IT ETF,0.69,"12,45,173",40.86,IT,2026-01-27
ENIFTY,Nifty 50 TRI,0.68,"24,513",25.30,NIFTY_50,2026-01-27
MONEXT50,Nifty Next 50 Total Return Index,0.68,"4,206",66.44,NIFTY_NEXT_50,2026-01-27
MOM50,Nifty 50,0.68,"10,238",262.40,NIFTY_50,2026-01-27
AONENIFTY,Nifty 50 Index,0.68,"3,91,782",10.34,NIFTY_50,2026-01-27
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,0.65,"8,59,901",30.88,MOMENTUM,2026-01-27
NEXT50IETF,Nifty Next 50,0.65,"27,37,398",70.15,NIFTY_NEXT_50,2026-01-27
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,0.64,"3,263",258.17,NIFTY_50,2026-01-27
SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,0.64,"27,64,667",41.04,SMALLCAP,2026-01-27
NIFTYADD,Nifty 50 Index,0.63,"15,589",264.37,NIFTY_50,2026-01-27
MIDCAP,Nifty Midcap 50 Index,0.63,"1,06,696",168.20,NIFTY_MIDCAP,2026-01-27
IT,NIFTY IT Index,0.62,"1,03,846",42.29,IT,2026-01-27
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,0.62,"31,261",30.74,MOMENTUM,2026-01-27
NIFTYIETF,Nifty 50,0.61,"13,20,192",284.21,NIFTY_50,2026-01-27
HDFCMID150,HDFC NIFTY Midcap 150 ETF,0.61,"9,55,522",21.40,NIFTY_MIDCAP,2026-01-27
QNIFTY,Nifty 50,0.60,"1,423","2,761.67",NIFTY_50,2026-01-27
NIFTYBETA,Nifty 50,0.60,"1,83,255",278.00,NIFTY_50,2026-01-27
NIFTY1,Nifty 50,0.59,"2,71,897",278.06,NIFTY_50,2026-01-27
GROWWNIFTY,Nifty 50 Index - TRI,0.59,"7,92,500",10.15,NIFTY_50,2026-01-27
SETFNIF50,Nifty 50,0.59,"13,38,006",270.11,NIFTY_50,2026-01-27
SMALL250,Nifty Smallcap 250,0.59,"6,70,782",15.42,SMALLCAP,2026-01-27
NIFTYETF,Nifty 50,0.59,"3,62,766",272.60,NIFTY_50,2026-01-27
FLEXIADD,Nifty500 Flexicap Quality 30 TRI,0.58,"92,320",10.49,NIFTY_50,2026-01-27
MOALPHA50,Nifty Alpha 50 Total Return Index,0.57,"16,270",47.94,ALPHA,2026-01-27
MIDSELIETF,S&P BSE Midcap Select Index,0.57,"3,02,551",17.56,NIFTY_MIDCAP,2026-01-27
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,0.56,"4,915",139.15,VALUE,2026-01-27
BSE500IETF,S&P BSE 500 index,0.55,"20,00,373",38.62,,2026-01-27
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,0.55,"2,251",196.79,QUALITY,2026-01-27
MOSERVICE,Nifty Services Sector Total Return Index,0.55,310,32.98,SERVICES,2026-01-27
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,0.54,"8,24,067",24.17,ALPHA,2026-01-27
SNXT30BEES,BSE Sensex Next 30 Index,0.53,"9,773",39.98,SENSEX,2026-01-27
SENSEXIETF,SENSEX,0.53,"15,227",936.99,SENSEX,2026-01-27
SBINEQWETF,Nifty50 Equal Weight,0.52,"97,245",32.84,NIFTY_50,2026-01-27
AXISTECETF,NIFTY IT Index,0.52,875,421.00,IT,2026-01-27
EQUAL50,Nifty50 Equal Weight,0.50,"1,472",326.47,QUALITY,2026-01-27
MIDCAPADD,Nifty Midcap 150 Index,0.48,"4,634",21.13,NIFTY_MIDCAP,2026-01-27
GROWWLOVOL,Nifty 500 Low Volatility 50 Index   TRI,0.48,"30,645",10.47,NIFTY_50,2026-01-27
SHARIABEES,Shariah,0.47,"7,660",520.00,,2026-01-27
GROWWRLTY,Index,0.47,"7,14,663",8.55,,2026-01-27
SMALLADD,Nifty Smallcap 250 Index,0.46,"33,506",15.42,SMALLCAP,2026-01-27
AXSENSEX,AXIS S&P BSE SENSEX ETF,0.45,"1,179",84.60,SENSEX,2026-01-27
LICNMID100,LIC MF Nifty Midcap 100 ETF,0.45,"27,030",57.54,NIFTY_MIDCAP,2026-01-27
AONETOTAL,Nifty Total Market Index,0.44,"7,31,707",11.54,TOTAL_MARKET,2026-01-27
ESG,NIFTY100 ESG SECTOR LEADERS,0.44,"7,069",42.91,ESG,2026-01-27
ESENSEX,BSE Sensex TRI,0.42,"3,364",82.22,SENSEX,2026-01-27
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,0.42,"22,823",83.94,SENSEX,2026-01-27
ALPL30IETF,Nifty Alpha Low-Volatility 30 Index,0.41,"4,87,681",27.25,ALPHA,2026-01-27
MSCIADD,MSCI India Index,0.41,381,29.59,,2026-01-27
NETF,Tata Nifty 50 Exchange Traded Fund,0.40,"5,850",272.82,NIFTY_50,2026-01-27
MAKEINDIA,Nifty India Manufacturing Total Return Index,0.39,"64,067",150.62,MANUFACTURING,2026-01-27
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,0.39,"2,55,984",10.17,NIFTY_50,2026-01-27
BBETF0432,Nifty BHARAT Bond Index - April 2032,0.39,"2,856","1,307.33",,2026-01-27
TNIDETF,Nifty India Digital Index,0.38,"31,861",94.50,DIGITAL,2026-01-27
BSLSENETFG,BSE SENSEX Index,0.38,"5,251",82.09,SENSEX,2026-01-27
MOLOWVOL,Nifty Midcap 100 TRI,0.37,"4,712",38.08,LOW_VOLATILITY,2026-01-27
SENSEXADD,DSP S&P BSE Sensex ETF,0.36,"2,717",83.98,SENSEX,2026-01-27
MOMENTUM50,Nifty 500 Momentum 50 Total Return Index,0.34,"3,81,471",50.12,MOMENTUM,2026-01-27
NEXT50BETA,Nifty Next 50,0.32,"96,895",71.70,NIFTY_NEXT_50,2026-01-27
GROWWCHEM,Nifty Chemicals Index - TRI,0.29,"43,408",27.50,,2026-01-27
IDFNIFTYET,Nifty 50,0.29,"1,642",276.27,NIFTY_50,2026-01-27
NPBET,Nifty Private Bank Index,0.29,515,291.63,NIFTY_BANK,2026-01-27
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,0.28,"70,329",21.85,IT,2026-01-27
NEXT50ETF,Nifty Next 50 Index,0.27,"10,034",66.99,NIFTY_NEXT_50,2026-01-27
GILT10BETA,UTI Nifty 10 yr Benchmark G-Sec ETF,0.27,777,26.07,GSEC,2026-01-27
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,0.27,"8,021",111.30,GSEC,2026-01-27
LICNETFN50,Nifty 50,0.26,"1,063",280.57,NIFTY_50,2026-01-27
SETFNN50,Nifty Next 50,0.24,"43,263",711.10,NIFTY_50,2026-01-27
MNC,Kotak Nifty MNC ETF,0.23,"40,409",30.80,MNC,2026-01-27
MOMNC,Nifty MNC ETF Total Return Index,0.23,857,29.97,MNC,2026-01-27
MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,0.22,"10,044",235.00,NIFTY_MIDCAP,2026-01-27
MAHKTECH,Hang Seng TECH Total Return Index,0.22,"5,30,977",27.19,IT,2026-01-27
NIF100IETF,Nifty 100,0.21,"1,55,399",28.49,NIFTY_100,2026-01-27
TOP20,Nifty Top 20 Equal Weight,0.21,"51,520",9.33,,2026-01-27
EBBETF0433,BHARAT Bond ETF-April 2033,0.20,"7,458","1,265.50",,2026-01-27
SELECTIPO,BSE Select IPO Index,0.19,"18,708",41.70,,2026-01-27
LOWVOLIETF,Nifty 100 Low Volatility 30 Index,0.18,"15,32,536",22.50,LOW_VOLATILITY,2026-01-27
PHARMABEES,Nifty Pharma TRI,0.18,"26,23,271",22.36,HEALTHCARE,2026-01-27
NEXT50ADD,Nifty Next 50 TRI,0.17,"9,364",66.46,NIFTY_NEXT_50,2026-01-27
ALPHA,NIFTY Alpha 50 Index,0.17,"12,09,453",45.81,ALPHA,2026-01-27
GROWWEV,Nifty EV and New Age Automotive Index,0.17,"2,45,043",29.35,AUTO,2026-01-27
HNGSNGBEES,Hang Seng Index,0.14,"1,28,701",548.74,,2026-01-27
LICNETFGSC,GSEC10 NSE Index,0.10,"2,20,122",28.71,GSEC,2026-01-27
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,0.09,"3,26,965",63.64,GSEC,2026-01-27
TOP15IETF,Nifty Top 15 Equal Weight Index,0.09,"43,206",10.65,,2026-01-27
HDFCSENSEX,SENSEX,0.09,"56,581",92.10,SENSEX,2026-01-27
HEALTHIETF,Nifty Healthcare Index,0.08,"86,160",143.15,HEALTHCARE,2026-01-27
FMCGIETF,Nifty FMCG Index,0.05,"17,59,383",55.10,FMCG,2026-01-27
MOIPO,BSE Select IPO Total Return Index,0.05,"2,405",41.78,,2026-01-27
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,0.03,516,209.70,LOW_VOLATILITY,2026-01-27
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,0.02,"5,98,561","1,088.82",LIQUID,2026-01-27
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,0.02,"2,38,36,565",112.49,LIQUID,2026-01-27
CASHIETF,BSE Liquid Rate Index,0.01,"4,20,628","1,047.27",LIQUID,2026-01-27
LIQUIDPLUS,Nifty 1D Rate Index,0.01,"6,04,065","1,070.25",LIQUID,2026-01-27
AONELIQUID,Nifty 1D Rate Index,0.01,"19,924","1,044.73",LIQUID,2026-01-27
LIQUIDBETF,Bajaj Finserv Nifty 1D Rate Liquid ETF,0.01,"4,02,893","1,066.86",LIQUID,2026-01-27
GROWWLIQID,Nifty 1D Rate Index,0.01,"16,40,322",107.63,LIQUID,2026-01-27
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,0.01,"6,39,449","1,110.93",LIQUID,2026-01-27
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,0.01,"2,802","1,089.71",LIQUID,2026-01-27
ELIQUID,Nifty 1D Rate Index (Debt Index),0.01,"4,180","1,016.28",LIQUID,2026-01-27
SBILIQETF,Nifty 1D Rate Index,0.01,"53,534","1,024.46",LIQUID,2026-01-27
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,0.01,"45,404","1,046.04",LIQUID,2026-01-27
LIQGRWBEES,Liquid,0.01,"2,03,373","1,025.68",LIQUID,2026-01-27
LIQUIDETF,Nifty1D rate index,-,"62,079",999.99,LIQUID,2026-01-27
LIQUIDSBI,SBI NIFTY 1D Rate ETF,-,"7,274",999.99,LIQUID,2026-01-27
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,-,"5,171",999.99,LIQUID,2026-01-27
IVZINNIFTY,Nifty 50,-,97,"2,865.52",NIFTY_50,2026-01-27
LIQUID,Mirae Asset Nifty 1D Rate Liquid ETF,-,"1,16,688",999.99,LIQUID,2026-01-27
LIQUIDIETF,S&P BSE Liquid Rate Index,-,"4,78,516","1,000.01",LIQUID,2026-01-27
LIQUIDBEES,Government Securities,-,"56,32,428","1,000.01",LIQUID,2026-01-27
LICNETFSEN,SENSEX,-,147,917.43,SENSEX,2026-01-27
EBBETF0431,Nifty BHARAT Bond,-0.01,"20,952","1,394.76",,2026-01-27
LTGILTCASE,Nifty 8-13 Yr G-Sec Index,-0.03,"2,82,265",29.71,GSEC,2026-01-27
MOGSEC,Nifty 5 yr Benchmark G-Sec Index,-0.05,"22,364",62.96,GSEC,2026-01-27
LTGILTBEES,NIFTY 8-13 yr G-Sec Index,-0.07,"22,28,383",29.14,GSEC,2026-01-27
EVINDIA,Nifty EV and New Age Automotive Total Return Index,-0.07,"2,93,811",29.40,AUTO,2026-01-27
TECH,Nifty IT TRI Index,-0.10,"14,405",41.25,IT,2026-01-27
