SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
MOALPHA50,Nifty Alpha 50 Total Return Index,1.20,"13,239",45.66,ALPHA,2026-04-06
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,-3.53,"3,241",183.30,QUALITY,2026-04-06
FLEXIADD,Nifty500 Flexicap Quality 30 TRI,-0.75,"62,385",9.22,NIFTY_50,2026-04-06
UNIONGOLD,Commodity Gold,1.40,"3,964",144.35,GOLD,2026-04-06
ELM250,Nifty LargeMidcap 250 TRI,0.95,"37,566",14.87,NIFTY_MIDCAP,2026-04-06
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,0.30,"54,988",10.03,,2026-04-06
SMALLADD,Nifty Smallcap 250 Index,-0.20,"36,910",14.79,SMALLCAP,2026-04-06
HDFCBSE500,HDFC S&P BSE 500 ETF,-0.03,"15,765",33.71,,2026-04-06
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,-,479,"1,099.02",LIQUID,2026-04-06
NIFTY100EW,Nifty 100 Equal Weight Index,0.82,"16,898",30.76,NIFTY_100,2026-04-06
CONSUMER,Nifty India New AgeConsumption,0.90,"49,989",10.05,FMCG,2026-04-06
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,-0.41,"4,331",110.67,GROWTH,2026-04-06
QNIFTY,Nifty 50,-0.37,"1,839",247.80,NIFTY_50,2026-04-06
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,-0.75,"15,352",29.07,GSEC,2026-04-06
TOP15IETF,Nifty Top 15 Equal Weight Index,-0.53,"47,696",9.35,,2026-04-06
LICNETFGSC,GSEC10 NSE Index,0.04,"15,713",28.33,GSEC,2026-04-06
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,0.58,"7,006",63.90,GSEC,2026-04-06
BBNPPGOLD,Baroda BNP Paribas Gold ETF,1.10,"3,106",143.05,GOLD,2026-04-06
CHOICEGOLD,Gold,0.29,"3,029",145.48,GOLD,2026-04-06
SNXT30BEES,BSE Sensex Next 30 Index,-0.24,"10,867",37.84,SENSEX,2026-04-06
IVZINNIFTY,Nifty 50,-0.68,153,"2,577.50",NIFTY_50,2026-04-06
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,-0.12,"1,645",231.72,NIFTY_50,2026-04-06
MOMENTUM30,Nifty 200 Momentum 30 Index,0.18,"13,567",27.68,MOMENTUM,2026-04-06
EMULTIMQ,Nifty500 Multicap Momentum Quality 50 Total Return Index,0.16,"9,736",37.91,NIFTY_50,2026-04-06
SBINMID150,Nifty Midcap 150 Index,2.42,"18,226",19.90,NIFTY_MIDCAP,2026-04-06
MOGSEC,Nifty 5 yr Benchmark G-Sec Index,-,"5,436",63.26,GSEC,2026-04-06
DIVIDEND,BSE 500 Dividend Leaders,0.23,"9,827",34.36,DIVIDEND,2026-04-06
MOM50,Nifty 50,0.03,"1,404",235.91,NIFTY_50,2026-04-06
GROWWPSUBK,Nifty PSU Bank Index - TRI,0.55,"3,939",81.54,NIFTY_PSU_BANK,2026-04-06
LICNFNHGP,Nifty 100,-0.08,"1,266",254.50,NIFTY_100,2026-04-06
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,0.74,"14,718",21.64,,2026-04-06
MOMGF,Nifty India Manufacturing Total Return Index,-0.28,"2,226",140.93,MANUFACTURING,2026-04-06
AXISHCETF,Nifty Healthcare Index,-1.09,"2,106",140.43,HEALTHCARE,2026-04-06
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,0.20,"1,551",189.63,LOW_VOLATILITY,2026-04-06
GROWWN200,Nifty 200 Index- Total Return Index,0.29,"28,264",10.33,NIFTY_200,2026-04-06
AONETMMQ50,Nifty Total Market Momentum Quality 50 TRI,0.78,"32,040",9.07,MOMENTUM,2026-04-06
BSLSENETFG,BSE SENSEX Index,0.26,"3,788",73.37,SENSEX,2026-04-06
GROWWNXT50,Index,0.27,"4,342",62.59,,2026-04-06
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,0.51,"13,142",19.60,IT,2026-04-06
AXSENSEX,AXIS S&P BSE SENSEX ETF,-0.42,"3,431",75.49,SENSEX,2026-04-06
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,0.07,"4,786",53.52,QUALITY,2026-04-06
EQUAL200,BSE 200 Equal Weight,0.25,"21,087",12.13,QUALITY,2026-04-06
LICNMID100,LIC MF Nifty Midcap 100 ETF,0.71,"4,588",54.23,NIFTY_MIDCAP,2026-04-06
MANUFGBEES,Nifty India Manufacturing TRI,-0.05,"1,730",141.65,MANUFACTURING,2026-04-06
SNXT50BETA,BSE Sensex Next 50,1.34,"2,942",83.38,SENSEX,2026-04-06
GILT5BETA,UTI Nifty 5 yr Benchmark G-Sec ETF,-0.17,"3,702",64.50,GSEC,2026-04-06
AXISBNKETF,Nifty Bank,0.20,450,530.45,NIFTY_BANK,2026-04-06
BANKBETF,Bajaj Finserv Nifty Bank ETF,0.46,"4,456",52.20,NIFTY_BANK,2026-04-06
EQUAL50,Nifty50 Equal Weight,-0.17,730,302.58,QUALITY,2026-04-06
