SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
SBIETFQLTY,Nifty 200 Quality 30 Index,1.71,"2,888",224.48,QUALITY,2026-02-22
GROWWPSE,Nifty PSE Index - TRI,1.68,"19,521",104.27,,2026-02-22
SILVERAG,Mirae Asset Silver ETF,1.67,"4,87,728",240.39,SILVER,2026-02-22
SBIBPB,BSE PSU Bank Index TRI,1.66,"1,13,735",55.74,NIFTY_BANK,2026-02-22
SILVERIETF,Domestic Price of Silver,1.65,"85,09,452",247.00,SILVER,2026-02-22
EGOLD,Edelweiss Gold ETF,1.63,"4,90,095",155.60,GOLD,2026-02-22
GROWWRAIL,Nifty India Railways PSU Index,1.63,"7,61,707",33.60,PSU,2026-02-22
EVIETF,Nifty EV & New Age Automotive ETF,1.61,"3,47,518",30.99,AUTO,2026-02-22
MOMNC,Nifty MNC ETF Total Return Index,1.53,878,31.13,MNC,2026-02-22
SBISILVER,SBI SILVER ETF,1.52,"27,01,831",242.30,SILVER,2026-02-22
MNC,Kotak Nifty MNC ETF,1.49,"74,369",32.05,MNC,2026-02-22
PSUBNKBEES,Nifty PSU Bank,1.47,"26,08,114",107.38,NIFTY_PSU_BANK,2026-02-22
MOPSE,Nifty PSE Total Return Index,1.47,"7,196",104.87,,2026-02-22
HDFCBSE500,HDFC S&P BSE 500 ETF,1.46,"24,365",37.51,,2026-02-22
SILVER,Physical price of Silver,1.45,"28,84,392",246.45,SILVER,2026-02-22
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,1.43,"20,980",121.90,GROWTH,2026-02-22
MID150,Nifty Midcap 150 Index,1.41,"68,550",22.31,NIFTY_MIDCAP,2026-02-22
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,1.41,"7,15,27,347",236.50,SILVER,2026-02-22
SILVERBETA,UTI Silver Exchange Traded Fund (UTI Silver ETF),1.37,"13,42,051",238.73,SILVER,2026-02-22
SILVER1,Kotak Silver ETF,1.35,"11,80,960",239.70,SILVER,2026-02-22
SILVERADD,DSP Silver ETF,1.34,"4,15,161",238.57,SILVER,2026-02-22
METAL,Nifty Metal Total Return Index,1.26,"42,86,977",12.03,METAL,2026-02-22
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,1.24,"52,821",24.45,,2026-02-22
TATSILV,Tata Silver Exchange Traded Fund,1.22,"12,82,71,372",24.01,SILVER,2026-02-22
PVTBANKADD,DSP Nifty Private Bank ETF,1.21,"4,699",29.30,NIFTY_PRIVATE_BANK,2026-02-22
HDFCSILVER,HDFC Silver ETF,1.21,"70,71,833",236.40,SILVER,2026-02-22
ENERGY,Nifty Energy,1.18,"12,17,897",36.74,ENERGY,2026-02-22
GROWWSLVR,Commodity-Silver,1.13,"55,62,944",24.20,SILVER,2026-02-22
CPSEETF,CPSE ETF,1.11,"20,66,552",101.43,PSU,2026-02-22
ICICIB22,S&P BSE BHARAT 22 index,1.10,"10,39,637",126.40,,2026-02-22
GROWWDEFNC,Nifty India Defence Index- Total Return Index,1.10,"4,55,191",81.07,DEFENCE,2026-02-22
METALIETF,Nifty Metal Index,1.09,"1,03,17,480",12.02,METAL,2026-02-22
GROWWRLTY,Index,1.09,"3,25,597",9.25,,2026-02-22
ESILVER,Edelweiss Silver ETF,1.07,"1,50,339",246.40,SILVER,2026-02-22
VAL30IETF,Nifty200 Value 30 Index,1.06,"4,81,919",16.15,VALUE,2026-02-22
MOGOLD,Domestic Price of Physical Gold,1.06,"57,536",153.25,GOLD,2026-02-22
SILVERCASE,Commodity-Silver,1.05,"1,95,18,528",25.05,SILVER,2026-02-22
GILT5BETA,UTI Nifty 5 yr Benchmark G-Sec ETF,1.04,"5,259",64.01,GSEC,2026-02-22
COMMOIETF,ICICI Prudential Nifty Commodities ETF,1.03,"76,497",100.66,COMMODITIES,2026-02-22
ALPL30IETF,Nifty Alpha Low-Volatility 30 Index,1.03,"20,57,580",28.34,ALPHA,2026-02-22
TOP100CASE,Zerodha Nifty 100 ETF,1.01,"8,42,159",10.99,NIFTY_100,2026-02-22
HDFCNIFBAN,Nifty Bank,1.00,"32,896",62.85,NIFTY_BANK,2026-02-22
GOLDBND,Commodity - Gold,1.00,"18,464",154.99,GOLD,2026-02-22
AXISILVER,Axis Silver ETF,0.99,"13,67,827",245.00,SILVER,2026-02-22
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,0.96,"41,136",29.44,NIFTY_PRIVATE_BANK,2026-02-22
MODEFENCE,Nifty India Defence Total Return Index,0.95,"28,28,920",89.06,DEFENCE,2026-02-22
SBINEQWETF,Nifty50 Equal Weight,0.95,"36,584",33.89,NIFTY_50,2026-02-22
MOMENTUM50,Nifty 500 Momentum 50 Total Return Index,0.95,"3,14,632",52.10,MOMENTUM,2026-02-22
SETFNIFBK,Nifty Bank,0.94,"9,586",627.37,NIFTY_BANK,2026-02-22
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,0.91,"7,05,666",32.08,MOMENTUM,2026-02-22
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,0.91,"95,585",124.75,VALUE,2026-02-22
SILVERBND,Commodity - Silver,0.90,"91,887",246.77,SILVER,2026-02-22
MIDCAPBETA,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),0.88,725,220.38,NIFTY_MIDCAP,2026-02-22
INFRA,Nifty India Infrastructure & Logistics,0.88,"15,951",11.51,INFRASTRUCTURE,2026-02-22
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,0.87,"6,25,210",25.59,ALPHA,2026-02-22
BANKBETF,Bajaj Finserv Nifty Bank ETF,0.86,"6,905",61.99,NIFTY_BANK,2026-02-22
GROWWLOVOL,Nifty 500 Low Volatility 50 Index   TRI,0.85,"6,524",10.70,NIFTY_50,2026-02-22
MAKEINDIA,Nifty India Manufacturing Total Return Index,0.85,"36,165",158.58,MANUFACTURING,2026-02-22
NPBET,Nifty Private Bank Index,0.85,81,299.31,NIFTY_BANK,2026-02-22
BANKADD,DSP Nifty Bank ETF,0.79,"11,473",62.45,NIFTY_BANK,2026-02-22
GROWWNIFTY,Nifty 50 Index - TRI,0.78,"2,46,113",10.33,NIFTY_50,2026-02-22
AXISBNKETF,Nifty Bank,0.78,448,629.27,NIFTY_BANK,2026-02-22
MIDSELIETF,S&P BSE Midcap Select Index,0.78,"81,780",18.06,NIFTY_MIDCAP,2026-02-22
DEFENCE,BSE India Defence,0.76,"59,776",67.77,DEFENCE,2026-02-22
MANUFGBEES,Nifty India Manufacturing TRI,0.76,"13,774",156.85,MANUFACTURING,2026-02-22
MAFANG,NYSE FANG+ Total Return Index,0.76,"5,82,402",153.70,,2026-02-22
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,0.75,"2,85,284",10.70,,2026-02-22
MASPTOP50,S&P 500 Top 50 Total Return Index,0.75,"1,84,865",69.75,,2026-02-22
BSLGOLDETF,Gold,0.75,"2,77,047",135.49,GOLD,2026-02-22
TOP20,Nifty Top 20 Equal Weight,0.75,"1,04,954",9.45,,2026-02-22
BANKBEES,Nifty Bank,0.74,"3,94,853",631.00,NIFTY_BANK,2026-02-22
GILT10BETA,UTI Nifty 10 yr Benchmark G-Sec ETF,0.74,"15,509",25.96,GSEC,2026-02-22
AONETMMQ50,Nifty Total Market Momentum Quality 50 TRI,0.72,"2,96,246",9.75,MOMENTUM,2026-02-22
GROWWCAPM,Nifty Capital Markets Index,0.71,"3,16,062",9.91,,2026-02-22
EMULTIMQ,Nifty500 Multicap Momentum Quality 50 Total Return Index,0.71,"14,215",41.12,NIFTY_50,2026-02-22
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,0.70,"19,806",31.83,MOMENTUM,2026-02-22
MOMENTUM30,Nifty 200 Momentum 30 Index,0.70,"3,358",31.55,MOMENTUM,2026-02-22
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,0.69,"1,08,017",99.03,INFRASTRUCTURE,2026-02-22
SNXT30BEES,BSE Sensex Next 30 Index,0.68,"9,604",41.35,SENSEX,2026-02-22
ENIFTY,Nifty 50 TRI,0.67,200,25.61,NIFTY_50,2026-02-22
BFSI,Nifty Financial Services Index,0.66,"1,15,065",29.17,FINANCIAL_SERVICES,2026-02-22
EVINDIA,Nifty EV and New Age Automotive Total Return Index,0.66,"2,62,027",30.70,AUTO,2026-02-22
AXISHCETF,Nifty Healthcare Index,0.64,714,148.40,HEALTHCARE,2026-02-22
BBNPPGOLD,Baroda BNP Paribas Gold ETF,0.64,"5,706",149.35,GOLD,2026-02-22
BANKBETA,Nifty Bank,0.64,"50,038",63.01,NIFTY_BANK,2026-02-22
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,0.62,"3,68,197",32.40,FINANCIAL_SERVICES,2026-02-22
MOALPHA50,Nifty Alpha 50 Total Return Index,0.62,"1,856",50.68,ALPHA,2026-02-22
BANKETF,Mirae Asset Nifty Bank ETF,0.61,"2,494",620.78,NIFTY_BANK,2026-02-22
ABSLBANETF,Nifty Bank,0.61,"15,551",62.49,NIFTY_BANK,2026-02-22
MOREALTY,Motilal Oswal Nifty Realty ETF,0.61,"3,09,872",82.21,REALTY,2026-02-22
AUTOIETF,Nifty Auto Index,0.60,"1,97,086",28.74,AUTO,2026-02-22
AXISVALUE,Nifty500 Value 50 TRI,0.60,"80,301",33.77,VALUE,2026-02-22
GROWWGOLD,Commodity,0.60,"46,19,604",15.08,GOLD,2026-02-22
FLEXIADD,Nifty500 Flexicap Quality 30 TRI,0.60,"1,04,043",10.06,NIFTY_50,2026-02-22
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,0.60,"37,314",83.34,DIVIDEND,2026-02-22
NIF100BEES,Nifty 100 TRI,0.59,"25,326",277.95,NIFTY_100,2026-02-22
MSCIADD,MSCI India Index,0.59,249,30.45,,2026-02-22
IDFNIFTYET,Nifty 50,0.58,399,281.15,NIFTY_50,2026-02-22
MOCAPITAL,Nifty Capital Market Total Return Index,0.58,"3,37,017",46.90,IT,2026-02-22
MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,0.58,"82,536",63.65,MOMENTUM,2026-02-22
LOWVOLIETF,Nifty 100 Low Volatility 30 Index,0.58,"3,67,115",22.70,LOW_VOLATILITY,2026-02-22
FMCGIETF,Nifty FMCG Index,0.58,"7,58,588",55.40,FMCG,2026-02-22
AONENIFTY,Nifty 50 Index,0.57,"1,82,648",10.50,NIFTY_50,2026-02-22
GROWWEV,Nifty EV and New Age Automotive Index,0.56,"95,943",30.55,AUTO,2026-02-22
NEXT50IETF,Nifty Next 50,0.54,"4,85,302",73.05,NIFTY_NEXT_50,2026-02-22
SHARIABEES,Shariah,0.54,"5,245",486.00,,2026-02-22
BSE500IETF,S&P BSE 500 index,0.53,"1,77,342",39.56,,2026-02-22
EQUAL200,BSE 200 Equal Weight,0.52,"11,845",13.41,QUALITY,2026-02-22
DIVIDEND,BSE 500 Dividend Leaders,0.52,"20,182",36.43,DIVIDEND,2026-02-22
BSLNIFTY,Nifty 50,0.51,"1,78,609",29.82,NIFTY_50,2026-02-22
GROWWNXT50,Index,0.50,"2,347",69.73,,2026-02-22
LICMFGOLD,Gold,0.50,"1,033","13,893.00",GOLD,2026-02-22
CHOICEGOLD,Gold,0.49,"20,079",153.30,GOLD,2026-02-22
SNXT50BETA,BSE Sensex Next 50,0.49,"4,186",92.15,SENSEX,2026-02-22
NIFTYCASE,Nifty Index 50 Index,0.49,"4,06,466",10.20,,2026-02-22
PVTBANIETF,Nifty Private Bank Index,0.48,"2,38,471",29.15,NIFTY_BANK,2026-02-22
NEXT50,Nifty Next 50,0.48,"7,741",713.32,NIFTY_NEXT_50,2026-02-22
EQUAL50ADD,NIFTY 50 Equal Weight Index,0.48,"4,929",345.79,QUALITY,2026-02-22
HEALTHY,Nifty Healthcare TRI,0.47,"2,26,316",14.95,HEALTHCARE,2026-02-22
HDFCGOLD,Gold,0.47,"1,05,03,695",131.60,GOLD,2026-02-22
MOM100,Nifty Midcap 100,0.47,"2,68,028",64.10,NIFTY_MIDCAP,2026-02-22
TATAGOLD,Tata Gold Exchange Traded Fund,0.47,"6,28,83,956",14.95,GOLD,2026-02-22
NV20IETF,Nifty50 Value 20,0.47,"3,48,849",14.92,NIFTY_50,2026-02-22
MID150BEES,Nifty Midcap 150 TRI,0.46,"4,38,445",226.40,NIFTY_MIDCAP,2026-02-22
IVZINNIFTY,Nifty 50,0.46,2,"2,906.83",NIFTY_50,2026-02-22
INFRABEES,Nifty Infra,0.46,"15,834",991.40,INFRASTRUCTURE,2026-02-22
MID150CASE,Zerodha Nifty Midcap 150 ETF,0.46,"13,93,288",10.96,NIFTY_MIDCAP,2026-02-22
AUTOBEES,Nifty Auto TRI,0.44,"1,86,520",286.50,AUTO,2026-02-22
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,0.44,"1,96,205",746.70,NIFTY_NEXT_50,2026-02-22
TOP10ADD,Nifty Top 10 Equal Weight Index,0.44,"33,305",96.10,,2026-02-22
GROWWMETAL,Nifty Metal Index,0.44,"5,92,671",11.30,METAL,2026-02-22
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,0.43,"1,507",194.51,QUALITY,2026-02-22
MONIFTY100,Nifty 100 Total Return Index,0.42,"5,425",26.33,NIFTY_100,2026-02-22
NEXT30ADD,BSE SENSEX Next 30 Index,0.41,"43,863",41.26,SENSEX,2026-02-22
BANKNIFTY1,Nifty Bank,0.41,"11,052",631.10,NIFTY_BANK,2026-02-22
GOLDADD,DSP Gold ETF,0.41,"2,56,971",149.90,GOLD,2026-02-22
MOGSEC,Nifty 5 yr Benchmark G-Sec Index,0.41,"1,964",63.68,GSEC,2026-02-22
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,0.41,"18,473",84.86,SENSEX,2026-02-22
EBANKNIFTY,Edelweiss Nifty Bank ETF,0.41,"1,525",61.31,NIFTY_BANK,2026-02-22
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,0.40,"26,837",64.69,GSEC,2026-02-22
BANKIETF,Nifty Bank,0.40,"1,62,235",62.41,NIFTY_BANK,2026-02-22
GOLDIETF,Gold,0.40,"53,38,761",132.01,GOLD,2026-02-22
NIFTYETF,Nifty 50,0.40,"1,59,873",276.20,NIFTY_50,2026-02-22
MONEXT50,Nifty Next 50 Total Return Index,0.38,"3,408",69.21,NIFTY_NEXT_50,2026-02-22
QGOLDHALF,Gold,0.38,"89,843",127.64,GOLD,2026-02-22
NIF100IETF,Nifty 100,0.38,"93,912",29.14,NIFTY_100,2026-02-22
ESG,NIFTY100 ESG SECTOR LEADERS,0.37,"5,364",43.00,ESG,2026-02-22
AXISNIFTY,Nifty 50,0.37,"6,248",281.11,NIFTY_50,2026-02-22
HDFCMID150,HDFC NIFTY Midcap 150 ETF,0.36,"3,16,458",22.19,NIFTY_MIDCAP,2026-02-22
AXSENSEX,AXIS S&P BSE SENSEX ETF,0.36,674,85.53,SENSEX,2026-02-22
GOLDBETA,Gold,0.35,"9,34,479",129.40,GOLD,2026-02-22
MIDCAPIETF,Nifty Midcap 150,0.35,"6,81,698",22.64,NIFTY_MIDCAP,2026-02-22
SETFGOLD,Gold,0.34,"1,07,45,161",131.46,GOLD,2026-02-22
ALPHA,NIFTY Alpha 50 Index,0.33,"7,53,134",48.73,ALPHA,2026-02-22
GOLDCASE,Zerodha Gold ETF,0.33,"1,07,01,505",24.26,GOLD,2026-02-22
MIDCAPADD,Nifty Midcap 150 Index,0.32,"5,459",21.97,NIFTY_MIDCAP,2026-02-22
IVZINGOLD,Gold,0.32,671,"13,420.00",GOLD,2026-02-22
EQUAL50,Nifty50 Equal Weight,0.31,653,335.49,QUALITY,2026-02-22
GOLDBEES,Gold,0.31,"3,82,75,525",127.48,GOLD,2026-02-22
MIDCAPETF,Mirae Asset Mutual Fund - Mirae Asset Nifty Midcap 150 ETF,0.31,"13,29,708",22.34,NIFTY_MIDCAP,2026-02-22
ABSLNN50ET,Nifty Next 50,0.30,"3,763",72.48,NIFTY_50,2026-02-22
MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,0.30,"2,724",240.22,NIFTY_MIDCAP,2026-02-22
HDFCSENSEX,SENSEX,0.30,"23,264",93.12,SENSEX,2026-02-22
LICNETFN50,Nifty 50,0.30,195,285.62,NIFTY_50,2026-02-22
CONSUMBEES,Nifty India Consumption TRI,0.30,"85,951",130.24,FMCG,2026-02-22
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,0.30,"59,375",13.20,,2026-02-22
GOLD1,Gold,0.29,"15,85,630",128.65,GOLD,2026-02-22
CHEMICAL,Nifty Chemicals Index (TRI),0.28,"2,77,848",28.54,,2026-02-22
NIFTYBEES,Nifty 50,0.28,"59,11,399",289.20,NIFTY_50,2026-02-22
HEALTHIETF,Nifty Healthcare Index,0.28,"79,511",149.36,HEALTHCARE,2026-02-22
AONEGOLD,Domestic price of Gold,0.28,"6,96,867",14.35,GOLD,2026-02-22
CONSUMER,Nifty India New AgeConsumption,0.26,"99,995",11.39,FMCG,2026-02-22
OILIETF,Nifty Oil & Gas Index,0.25,"29,62,625",12.25,ENERGY,2026-02-22
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,0.25,"93,035",31.70,MOMENTUM,2026-02-22
TWCGOLDETF,Commodity,0.25,"2,531",153.40,GOLD,2026-02-22
SENSEXIETF,SENSEX,0.23,"10,908",945.00,SENSEX,2026-02-22
PHARMABEES,Nifty Pharma TRI,0.22,"27,83,575",23.02,HEALTHCARE,2026-02-22
CONSUMIETF,Nifty India Consumption Index,0.22,"8,327",121.19,FMCG,2026-02-22
MOTOUR,Nifty India Tourism Total Return Index,0.19,"12,036",79.41,,2026-02-22
GOLDETF,Mirae Asset Gold ETF,0.19,"11,04,324",149.57,GOLD,2026-02-22
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,0.18,"24,163",260.92,NIFTY_50,2026-02-22
NIFTY1,Nifty 50,0.18,"3,56,338",281.79,NIFTY_50,2026-02-22
AONETOTAL,Nifty Total Market Index,0.17,"2,14,228",11.80,TOTAL_MARKET,2026-02-22
NIFTYADD,Nifty 50 Index,0.17,"28,095",267.35,NIFTY_50,2026-02-22
MIDSMALL,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,0.17,"2,21,828",47.08,SMALLCAP,2026-02-22
HEALTHCARE,Nifty 500 Healthcare Index,0.16,"26,635",18.46,HEALTHCARE,2026-02-22
NEXT50BETA,Nifty Next 50,0.16,"78,758",74.20,NIFTY_NEXT_50,2026-02-22
MON50EQUAL,Nifty 50 Equal Weight Total Return Index,0.15,439,33.71,NIFTY_50,2026-02-22
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,0.14,"38,474",21.03,QUALITY,2026-02-22
MIDCAP,Nifty Midcap 50 Index,0.14,"52,004",172.87,NIFTY_MIDCAP,2026-02-22
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,0.13,946,211.17,LOW_VOLATILITY,2026-02-22
SETFNN50,Nifty Next 50,0.13,"24,370",738.00,NIFTY_50,2026-02-22
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,0.13,"12,395",259.97,GSEC,2026-02-22
MSCIINDIA,MSCI India Index,0.13,"11,580",30.50,,2026-02-22
MOIPO,BSE Select IPO Total Return Index,0.12,584,43.32,,2026-02-22
AXISGOLD,Gold,0.12,"14,77,446",128.46,GOLD,2026-02-22
NEXT50ADD,Nifty Next 50 TRI,0.12,432,69.27,NIFTY_NEXT_50,2026-02-22
MULTICAP,Nifty500 Multicap 50:25:25 Index,0.12,"1,64,590",16.18,MULTICAP,2026-02-22
GROWWCHEM,Nifty Chemicals Index - TRI,0.11,"11,219",28.49,,2026-02-22
SETFNIF50,Nifty 50,0.11,"19,16,681",272.85,NIFTY_50,2026-02-22
AXISCETF,NIFTY India Consumption Index,0.10,"1,614",120.38,FMCG,2026-02-22
SBIETFPB,Nifty Private Bank Index,0.09,"2,257",293.88,NIFTY_BANK,2026-02-22
INTERNET,Equity Index,0.08,"51,311",12.52,,2026-02-22
QNIFTY,Nifty 50,0.08,"16,206",278.80,NIFTY_50,2026-02-22
NIFTYIETF,Nifty 50,0.08,"4,52,021",287.49,NIFTY_50,2026-02-22
MOLOWVOL,Nifty Midcap 100 TRI,0.08,"1,239",38.52,LOW_VOLATILITY,2026-02-22
NIFTYBETA,Nifty 50,0.07,"65,620",281.03,NIFTY_50,2026-02-22
GOLD360,Commodity-Gold,0.07,"34,428",150.55,GOLD,2026-02-22
SENSEXADD,DSP S&P BSE Sensex ETF,0.07,"6,640",84.63,SENSEX,2026-02-22
PSUBANK,Nifty PSU Bank,0.05,"1,59,640",955.71,NIFTY_PSU_BANK,2026-02-22
HDFCNIFTY,Nifty 50,0.05,"1,24,250",285.95,NIFTY_50,2026-02-22
SBILIQETF,Nifty 1D Rate Index,0.05,"19,762","1,027.74",LIQUID,2026-02-22
GROWWLIQID,Nifty 1D Rate Index,0.05,"1,10,914",107.96,LIQUID,2026-02-22
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,0.04,"6,34,580","1,114.48",LIQUID,2026-02-22
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,0.04,"12,471","1,093.07",LIQUID,2026-02-22
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,0.04,"1,22,27,875",112.84,LIQUID,2026-02-22
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,0.04,"1,431",136.41,,2026-02-22
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,0.04,"4,01,708","1,092.33",LIQUID,2026-02-22
ELIQUID,Nifty 1D Rate Index (Debt Index),0.04,"3,110","1,019.58",LIQUID,2026-02-22
LIQGRWBEES,Liquid,0.04,"67,386","1,028.81",LIQUID,2026-02-22
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,0.04,"1,766","1,049.28",LIQUID,2026-02-22
CASHIETF,BSE Liquid Rate Index,0.04,"1,58,369","1,050.65",LIQUID,2026-02-22
LIQUIDPLUS,Nifty 1D Rate Index,0.04,"11,05,485","1,073.66",LIQUID,2026-02-22
AONELIQUID,Nifty 1D Rate Index,0.04,"9,371","1,047.94",LIQUID,2026-02-22
LIQUIDBETF,Bajaj Finserv Nifty 1D Rate Liquid ETF,0.04,"2,05,475","1,070.16",LIQUID,2026-02-22
ESENSEX,BSE Sensex TRI,0.01,98,83.04,SENSEX,2026-02-22
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,0.01,"8,98,762",161.00,SMALLCAP,2026-02-22
GROWWN200,Nifty 200 Index- Total Return Index,-,"55,322",11.51,NIFTY_200,2026-02-22
MONQ50,Nasdaq Q-50 Total Return Index,-,"40,240",99.00,NASDAQ,2026-02-22
SMALL250,Nifty Smallcap 250,-,"3,20,121",15.98,SMALLCAP,2026-02-22
LIQUID,Mirae Asset Nifty 1D Rate Liquid ETF,-,"38,380",999.99,LIQUID,2026-02-22
LIQUIDETF,Nifty1D rate index,-,"2,06,592","1,000.01",LIQUID,2026-02-22
MAHKTECH,Hang Seng TECH Total Return Index,-,"4,80,809",24.99,IT,2026-02-22
MOSMALL250,Motilal Oswal Nifty Smallcap 250 ETF,-,"5,84,599",16.06,SMALLCAP,2026-02-22
LIQUIDIETF,S&P BSE Liquid Rate Index,-,"1,99,649","1,000.00",LIQUID,2026-02-22
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,-,"3,072","1,000.01",LIQUID,2026-02-22
SML100CASE,Nifty Smallcap 100 Index,-,"7,57,734",9.63,SMALLCAP,2026-02-22
LIQUIDBEES,Government Securities,-,"32,38,589","1,000.01",LIQUID,2026-02-22
LIQUIDSBI,SBI NIFTY 1D Rate ETF,-,"10,886","1,000.01",LIQUID,2026-02-22
EBBETF0430,Nifty BHARAT Bond,-0.03,"18,948","1,571.78",,2026-02-22
LICNETFGSC,GSEC10 NSE Index,-0.03,"74,915",28.83,GSEC,2026-02-22
MONIFTY500,Motilal Oswal Nifty 500 ETF,-0.04,"1,83,556",23.78,NIFTY_50,2026-02-22
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,-0.04,"6,908",137.10,VALUE,2026-02-22
SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,-0.05,"9,29,570",42.12,SMALLCAP,2026-02-22
MOMGF,Nifty India Manufacturing Total Return Index,-0.06,127,155.89,MANUFACTURING,2026-02-22
SELECTIPO,BSE Select IPO Index,-0.07,"3,731",43.19,,2026-02-22
EBBETF0433,BHARAT Bond ETF-April 2033,-0.08,"3,190","1,289.00",,2026-02-22
MOM50,Nifty 50,-0.08,"6,001",265.27,NIFTY_50,2026-02-22
NETF,Tata Nifty 50 Exchange Traded Fund,-0.09,"3,143",275.53,NIFTY_50,2026-02-22
BBETF0432,Nifty BHARAT Bond Index - April 2032,-0.14,"3,947","1,320.90",,2026-02-22
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,-0.15,137,112.22,GSEC,2026-02-22
LICNFNHGP,Nifty 100,-0.16,542,284.70,NIFTY_100,2026-02-22
UNIONGOLD,Commodity Gold,-0.20,"7,855",150.15,GOLD,2026-02-22
LTGILTCASE,Nifty 8-13 Yr G-Sec Index,-0.20,"1,04,904",29.82,GSEC,2026-02-22
