SYMBOL,UNDERLYING_ASSET,OPEN,HIGH,LOW,PREV._CLOSE,LTP,INDICATIVE_CLOSE,CHNG,%CHNG,VOLUME,"VALUE_
_(₹_CRORES)",NAV,52W_H,52W_L,30D__%CHNG,365_D,365_D_%_CHNG,30_D,MATCHED_INDEX,AVG_FALL,MATCHED_INDEX_SAFE,SEVERITY,FALL_RATIO,INITIAL_ALLOCATION,ALLOCATED_AMOUNT,QTY,FINAL_AMOUNT
MAHKTECH,Hang Seng TECH Total Return Index,30.37,30.37,30.37,34.13,30.37,-,-3.76,-11.02,1101380,3.34,25.03,35.59,16.91,17.71,04-Oct-2024,40.08,05-Sep-2025,,-1.2,NO_MATCH,8.183333333333334,9.183333333333334,1000,1000,32,971.84
