entry_ts,exit_ts,side,r,year
2008-01-01 20:00:00-05:00,2008-01-01 21:00:00-05:00,1,-1.0912148228052916,2008
2008-01-02 04:00:00-05:00,2008-01-02 10:00:00-05:00,1,4.93157723929035,2008
2008-01-03 04:00:00-05:00,2008-01-03 08:00:00-05:00,1,-1.0283042087127738,2008
2008-01-07 09:00:00-05:00,2008-01-07 10:00:00-05:00,1,-1.016351392854299,2008
2008-01-08 03:00:00-05:00,2008-01-11 10:00:00-05:00,1,4.981302150740435,2008
2008-01-11 11:00:00-05:00,2008-01-15 16:00:00-05:00,1,-1.0137574290116664,2008
2008-01-17 03:00:00-05:00,2008-01-17 20:00:00-05:00,1,-1.0117526346340944,2008
2008-01-18 08:00:00-05:00,2008-01-21 03:00:00-05:00,1,-1.012918851637661,2008
2008-01-22 09:00:00-05:00,2008-01-25 03:00:00-05:00,1,4.987145380161409,2008
2008-01-25 04:00:00-05:00,2008-01-25 11:00:00-05:00,1,-1.0141630499573877,2008
2008-01-28 10:00:00-05:00,2008-02-01 09:00:00-05:00,1,0.645560847956382,2008
2008-02-06 06:00:00-05:00,2008-02-12 06:00:00-05:00,1,3.0568803890703053,2008
2008-02-13 12:00:00-05:00,2008-02-15 11:00:00-05:00,1,-1.0156092211134398,2008
2008-02-18 20:00:00-05:00,2008-02-20 12:00:00-05:00,1,4.9762567410209195,2008
2008-02-20 13:00:00-05:00,2008-02-26 03:00:00-05:00,1,-1.018455988085456,2008
2008-02-26 11:00:00-05:00,2008-03-02 19:00:00-05:00,1,4.98412584478113,2008
2008-03-03 09:00:00-05:00,2008-03-04 11:00:00-05:00,1,-1.0162851688842818,2008
2008-03-05 09:00:00-05:00,2008-03-10 08:00:00-04:00,1,-1.014852815060496,2008
2008-03-11 06:00:00-04:00,2008-03-11 10:00:00-04:00,1,-1.013566376149603,2008
2008-03-12 09:00:00-04:00,2008-03-16 19:00:00-04:00,1,4.984553474528007,2008
2008-03-16 20:00:00-04:00,2008-03-17 08:00:00-04:00,1,-1.01589750395364,2008
2008-03-21 10:00:00-04:00,2008-03-27 10:00:00-04:00,1,2.5630202575922154,2008
2008-03-31 04:00:00-04:00,2008-03-31 11:00:00-04:00,1,-1.0150353526901514,2008
2008-04-02 06:00:00-04:00,2008-04-02 08:00:00-04:00,1,-1.011139913438029,2008
2008-04-02 14:00:00-04:00,2008-04-08 14:00:00-04:00,1,1.6470356016291898,2008
2008-04-09 11:00:00-04:00,2008-04-11 02:00:00-04:00,1,-1.0152258187518535,2008
2008-04-14 07:00:00-04:00,2008-04-18 06:00:00-04:00,1,1.3758089383389913,2008
2008-04-20 20:00:00-04:00,2008-04-21 11:00:00-04:00,1,-1.0161211638639205,2008
2008-04-25 11:00:00-04:00,2008-04-25 14:00:00-04:00,1,-1.0145183688928168,2008
2008-04-30 15:00:00-04:00,2008-05-01 04:00:00-04:00,1,-1.0168819729888432,2008
2008-05-02 12:00:00-04:00,2008-05-08 12:00:00-04:00,1,3.3635017196477395,2008
2008-05-09 04:00:00-04:00,2008-05-09 10:00:00-04:00,1,-1.0173733857858511,2008
2008-05-11 20:00:00-04:00,2008-05-12 02:00:00-04:00,1,-1.0153554451743845,2008
2008-05-15 03:00:00-04:00,2008-05-16 10:00:00-04:00,1,4.982792159209935,2008
2008-05-18 20:00:00-04:00,2008-05-22 19:00:00-04:00,1,2.0126967859481333,2008
2008-05-23 04:00:00-04:00,2008-05-27 08:00:00-04:00,1,-1.0167995044876592,2008
2008-05-30 07:00:00-04:00,2008-06-05 03:00:00-04:00,1,-1.015259436966583,2008
2008-06-06 02:00:00-04:00,2008-06-10 09:00:00-04:00,1,-1.018332068686276,2008
2008-06-12 22:00:00-04:00,2008-06-13 05:00:00-04:00,1,-1.0175248242945876,2008
2008-06-16 06:00:00-04:00,2008-06-20 05:00:00-04:00,1,3.814542502475757,2008
2008-06-24 04:00:00-04:00,2008-06-24 09:00:00-04:00,1,-1.016688240449973,2008
2008-06-26 00:00:00-04:00,2008-06-27 03:00:00-04:00,1,4.980671879096722,2008
2008-06-27 04:00:00-04:00,2008-07-03 04:00:00-04:00,1,3.0437485524824295,2008
2008-07-04 00:00:00-04:00,2008-07-06 21:00:00-04:00,1,-1.0163196494255482,2008
2008-07-07 14:00:00-04:00,2008-07-08 06:00:00-04:00,1,-1.0201343221911745,2008
2008-07-09 10:00:00-04:00,2008-07-14 10:00:00-04:00,1,4.985976225434005,2008
2008-07-15 05:00:00-04:00,2008-07-15 11:00:00-04:00,1,-1.0152076974752577,2008
2008-07-16 09:00:00-04:00,2008-07-16 10:00:00-04:00,1,-1.0143970274520016,2008
2008-07-17 11:00:00-04:00,2008-07-17 14:00:00-04:00,1,-1.0132811020312003,2008
2008-07-18 03:00:00-04:00,2008-07-18 08:00:00-04:00,1,-1.0136775151166275,2008
2008-07-21 04:00:00-04:00,2008-07-22 11:00:00-04:00,1,-1.0143172299770427,2008
2008-07-24 23:00:00-04:00,2008-07-25 09:00:00-04:00,1,-1.0141933254344393,2008
2008-07-28 07:00:00-04:00,2008-07-28 09:00:00-04:00,1,-1.017018178374187,2008
2008-07-28 21:00:00-04:00,2008-07-29 06:00:00-04:00,1,-1.0191587477176105,2008
2008-07-30 21:00:00-04:00,2008-08-01 08:00:00-04:00,1,-1.0180741448571984,2008
2008-08-01 11:00:00-04:00,2008-08-04 07:00:00-04:00,1,-1.016014482662582,2008
2008-08-10 19:00:00-04:00,2008-08-11 09:00:00-04:00,1,-1.016386621677078,2008
2008-08-13 03:00:00-04:00,2008-08-14 12:00:00-04:00,1,-1.0091857437257377,2008
2008-08-18 03:00:00-04:00,2008-08-18 07:00:00-04:00,1,-1.0092868656263225,2008
2008-08-19 12:00:00-04:00,2008-08-20 11:00:00-04:00,1,-1.010225858082874,2008
2008-08-21 03:00:00-04:00,2008-08-26 04:00:00-04:00,1,-1.0128568042680117,2008
2008-08-26 10:00:00-04:00,2008-09-01 10:00:00-04:00,1,-0.7152730514975574,2008
2008-09-04 04:00:00-04:00,2008-09-04 10:00:00-04:00,1,-1.01199445960266,2008
2008-09-05 09:00:00-04:00,2008-09-05 12:00:00-04:00,1,-1.0130124059146475,2008
2008-09-08 02:00:00-04:00,2008-09-08 04:00:00-04:00,1,-1.0123886636186963,2008
2008-09-12 03:00:00-04:00,2008-09-17 10:00:00-04:00,1,4.988721244076201,2008
2008-09-17 21:00:00-04:00,2008-09-17 21:00:00-04:00,1,-1.0084744263918692,2008
2008-09-18 13:00:00-04:00,2008-09-18 15:00:00-04:00,1,-1.0062292268825264,2008
2008-09-19 10:00:00-04:00,2008-09-25 10:00:00-04:00,1,0.3890757829935932,2008
2008-09-26 09:00:00-04:00,2008-09-28 18:00:00-04:00,1,-1.009861121115147,2008
2008-09-29 07:00:00-04:00,2008-09-30 14:00:00-04:00,1,-1.008401224971655,2008
2008-10-01 10:00:00-04:00,2008-10-01 14:00:00-04:00,1,-1.0068290759488256,2008
2008-10-06 06:00:00-04:00,2008-10-08 06:00:00-04:00,1,4.992268969931,2008
2008-10-09 16:00:00-04:00,2008-10-10 10:00:00-04:00,1,-1.0067675243572027,2008
2008-10-13 21:00:00-04:00,2008-10-16 09:00:00-04:00,1,-1.00537168310246,2008
2008-10-16 23:00:00-04:00,2008-10-17 06:00:00-04:00,1,-1.0080866551906482,2008
2008-10-19 21:00:00-04:00,2008-10-21 04:00:00-04:00,1,-1.007590939454667,2008
2008-10-24 13:00:00-04:00,2008-10-27 03:00:00-04:00,1,-1.00609296056424,2008
2008-10-28 02:00:00-04:00,2008-10-31 04:00:00-04:00,1,-1.0063742705617338,2008
2008-11-03 07:00:00-05:00,2008-11-03 08:00:00-05:00,1,-1.0094525416651596,2008
2008-11-04 06:00:00-05:00,2008-11-10 06:00:00-05:00,1,1.797169340437081,2008
2008-11-10 09:00:00-05:00,2008-11-10 09:00:00-05:00,1,-1.0094980095475643,2008
2008-11-13 11:00:00-05:00,2008-11-13 12:00:00-05:00,1,-1.0115749128358738,2008
2008-11-13 16:00:00-05:00,2008-11-19 16:00:00-05:00,1,0.04793718714677383,2008
2008-11-20 03:00:00-05:00,2008-11-21 11:00:00-05:00,1,4.988379800658007,2008
2008-11-24 05:00:00-05:00,2008-11-28 04:00:00-05:00,1,-0.08036018074698269,2008
2008-11-28 10:00:00-05:00,2008-11-30 20:00:00-05:00,1,-1.017844064598617,2008
2008-12-02 08:00:00-05:00,2008-12-03 08:00:00-05:00,1,-1.01082214417731,2008
2008-12-04 12:00:00-05:00,2008-12-04 12:00:00-05:00,1,-1.0117293797503988,2008
2008-12-08 03:00:00-05:00,2008-12-09 08:00:00-05:00,1,-1.0105394358194182,2008
2008-12-09 13:00:00-05:00,2008-12-11 07:00:00-05:00,1,4.989054582418042,2008
2008-12-12 10:00:00-05:00,2008-12-18 10:00:00-05:00,1,2.6206236790632427,2008
2008-12-21 20:00:00-05:00,2008-12-23 11:00:00-05:00,1,-1.0113797839622232,2008
2008-12-24 12:00:00-05:00,2008-12-28 18:00:00-05:00,1,4.983375641122014,2008
2008-12-28 19:00:00-05:00,2008-12-30 03:00:00-05:00,1,-1.0220629426977412,2008
2008-12-31 13:00:00-05:00,2009-01-05 03:00:00-05:00,1,-1.013544454076056,2008
2009-01-06 14:00:00-05:00,2009-01-07 09:00:00-05:00,1,-1.0109290240666613,2009
2009-01-08 02:00:00-05:00,2009-01-08 07:00:00-05:00,1,-1.0110452027322951,2009
2009-01-08 09:00:00-05:00,2009-01-12 03:00:00-05:00,1,-1.0105100000365566,2009
