sym,family,params,n,wr,avg,tr_avg,tr_net,va_avg,va_net,maxdd,yrs_pos,tr_avg_2x
XAUUSD,TSMOM,"{'N': 55, 'trail': 3.0, 'sides': 'L'}",57,0.4912280701754385,0.9143768384509132,0.5786765325914196,27.19779703179672,2.4921682759905344,24.921682759905345,-3.0143880809445225,13/19,0.5687892809718015
XAUUSD,PULL,"{'rr': 3.0, 'stop_atr': 2.5, 'sides': 'L'}",1315,0.3277566539923954,0.1323486409844883,0.0892072493721931,99.10925405250664,0.3673000433436055,74.92920884209553,-32.63455468803594,13/19,0.0723087000831972
XAUUSD,RNGX,"{'sides': 'L', 'rr': 3.0}",458,0.4301310043668122,0.2497565730535825,0.2167290530325824,88.20872458426106,0.5133291347897989,26.179785874279744,-20.243946776272644,15/19,0.1985866763433382
USDJPY,PULL,"{'rr': 3.0, 'stop_atr': 2.5, 'sides': 'LS'}",790,0.3151898734177215,0.1118800741639519,0.1288044236425699,64.14460297399984,0.0830159438887746,24.24065561552219,-38.71820783294996,9/12,0.1056731378355826
USDJPY,TSMOM,"{'N': 20, 'trail': 3.0, 'sides': 'L'}",46,0.391304347826087,0.2950492851876399,0.3426933763292265,9.938107913547569,0.2137740708872866,3.634159205083872,-6.309274930618317,7/11,0.3322082430032175
USDJPY,MR3,"{'sides': 'L', 'rr': 2.5}",48,0.5833333333333334,0.3405496078483245,0.2934372760080121,8.509681004232354,0.4124579038151171,7.836700172487225,-3.00871134493068,7/11,0.2212640513987284
USDCHF,RNGX,"{'sides': 'LS', 'rr': 3.0}",223,0.3991031390134529,0.2222267128680725,0.2343393912674033,26.48035121321657,0.2097836886942146,23.07620575636361,-14.539915496647332,10/12,0.220942865941791
USDCAD,TSMOM,"{'N': 20, 'trail': 3.0, 'sides': 'L'}",44,0.3863636363636363,0.4753240432346073,0.3165865847541236,10.44735729688608,0.9515364186760584,10.466900605436642,-6.183754244591513,9/11,0.3042580112735697
