sym,family,cell,params,n,net,avg,wr,tr_n,tr_net,tr_avg,va_n,va_net,va_avg,maxdd,yrs_pos,tr_avg_2x,va_net_2x,tr_avg_3x,va_net_3x
GBPUSD,TSMOM,1,"{'N': 20, 'trail': 3.0, 'sides': 'LS'}",97,-1.6071670509922837,-0.016568732484456533,0.3402061855670103,63,0.92146581427592,0.014626441496443175,34,-2.5286328652682037,-0.07437155486082953,-9.724019133554636,5/11,0.009279455935305497,-2.734414601000354,0.003962162378795177,-2.938868891390777
GBPUSD,TSMOM,2,"{'N': 20, 'trail': 4.0, 'sides': 'L'}",39,-0.32954156264424195,-0.008449783657544665,0.358974358974359,27,-7.465803652696182,-0.2765112463961549,12,7.136262090051941,0.5946885075043284,-7.181776060246899,6/11,,,,
GBPUSD,TSMOM,3,"{'N': 20, 'trail': 4.0, 'sides': 'LS'}",75,9.988117670675159,0.13317490227566878,0.29333333333333333,50,6.50390309525865,0.13007806190517301,25,3.484214575416507,0.13936858301666027,-10.396606092527655,6/11,0.12449736750216277,3.314998247612047,0.1189472438496041,3.146879557443456
GBPUSD,TSMOM,4,"{'N': 55, 'trail': 3.0, 'sides': 'L'}",32,-6.933324621399812,-0.21666639441874413,0.25,18,-1.6426709240626227,-0.09125949578125682,14,-5.290653697337188,-0.37790383552408485,-6.805080295076284,3/11,,,,
GBPUSD,TSMOM,5,"{'N': 55, 'trail': 3.0, 'sides': 'LS'}",61,-3.5864443940142046,-0.05879417039367549,0.29508196721311475,35,6.49237018126789,0.18549629089336828,26,-10.078814575282093,-0.3876467144339267,-10.174436307022328,4/11,0.17962256852918582,-10.211724290513533,0.1737820778285909,-10.343774513580343
GBPUSD,TSMOM,6,"{'N': 55, 'trail': 4.0, 'sides': 'L'}",25,-1.5885762874456546,-0.06354305149782619,0.36,15,-0.8785298780447822,-0.05856865853631881,10,-0.7100464094008726,-0.07100464094008727,-4.1590567032814185,4/11,,,,
GBPUSD,TSMOM,7,"{'N': 55, 'trail': 4.0, 'sides': 'LS'}",50,6.147236743368838,0.12294473486737675,0.34,29,11.714703359998762,0.4039552882758194,21,-5.567466616629924,-0.26511745793475827,-8.475926735807075,6/11,0.3976374962508314,-5.681873825516503,0.39135442444228385,-5.795545526155592
GBPUSD,AFADE,0,"{'k': 1.5, 'stop_atr': 1.2}",2343,-280.4587980977325,-0.11970072475362036,0.3427230046948357,1379,-136.75664809514433,-0.09917088331772612,964,-143.70215000258816,-0.14906862033463503,-290.5370530825571,2/12,,,,
GBPUSD,AFADE,1,"{'k': 1.5, 'stop_atr': 2.0}",2343,-192.04800672799954,-0.08196671221852306,0.45710627400768244,1379,-118.22797962756373,-0.08573457550947333,964,-73.82002710043582,-0.07657679159796248,-214.72013374366253,3/12,,,,
GBPUSD,AFADE,2,"{'k': 2.0, 'stop_atr': 1.2}",2027,-244.97460610386418,-0.12085575042124527,0.302910705476073,1185,-144.3814267138982,-0.12184086642523055,842,-100.59317938996597,-0.11946933419235863,-260.96420660378203,1/12,,,,
GBPUSD,AFADE,3,"{'k': 2.0, 'stop_atr': 2.0}",2027,-183.73753264136258,-0.09064505803717937,0.4114454859398125,1185,-131.30690175782652,-0.11080751203192112,842,-52.43063088353607,-0.062269157818926446,-202.82012401904447,2/12,,,,
GBPUSD,AFADE,4,"{'k': 2.5, 'stop_atr': 1.2}",1697,-225.51212935089973,-0.13288870321208,0.2657631113730112,983,-140.6216136393183,-0.1430535235394896,714,-84.89051571158144,-0.11889427970809725,-247.17653389934756,2/12,,,,
GBPUSD,AFADE,5,"{'k': 2.5, 'stop_atr': 2.0}",1697,-141.43780484645902,-0.08334578953827873,0.37772539776075426,983,-99.85468440048126,-0.10158157110934005,714,-41.583120445977755,-0.058239664490164926,-158.7339516070222,2/12,,,,
GBPUSD,HANDOFF,0,"{'k': 1.5, 'rr': 1.5, 'stop_atr': 1.5}",1620,-145.40824995056656,-0.08975817898183121,0.3808641975308642,956,-64.72291722267661,-0.06770179625802993,664,-80.68533272788994,-0.12151405531308726,-170.82992710110042,1/12,,,,
GBPUSD,HANDOFF,1,"{'k': 1.5, 'rr': 2.5, 'stop_atr': 1.5}",1620,-94.39705905890568,-0.058269789542534374,0.29074074074074074,956,-29.902030846973574,-0.03127827494453303,664,-64.49502821193212,-0.09713106658423512,-129.98728121624703,4/12,,,,
GBPUSD,HANDOFF,2,"{'k': 2.0, 'rr': 1.5, 'stop_atr': 1.5}",1431,-119.66327754165567,-0.08362213664685932,0.3836477987421384,854,-57.51014280851476,-0.06734208759779245,577,-62.15313473314091,-0.1077177378390657,-147.7582186073877,1/12,,,,
GBPUSD,HANDOFF,3,"{'k': 2.0, 'rr': 2.5, 'stop_atr': 1.5}",1431,-77.8091396016898,-0.05437396198580698,0.2914046121593291,854,-25.57153267085187,-0.029943246687180174,577,-52.23760693083793,-0.09053311426488375,-111.31212188236563,4/12,,,,
GBPUSD,HANDOFF,4,"{'k': 2.5, 'rr': 1.5, 'stop_atr': 1.5}",1267,-99.03758130569437,-0.07816699392714631,0.38595106550907654,762,-41.38767325332188,-0.0543145318285064,505,-57.64990805237248,-0.11415823376707422,-123.955081297644,1/12,,,,
GBPUSD,HANDOFF,5,"{'k': 2.5, 'rr': 2.5, 'stop_atr': 1.5}",1267,-55.08454358437642,-0.043476356420186595,0.2951854775059195,762,-9.377407768219093,-0.01230630940711167,505,-45.707135816157326,-0.0905091798339749,-104.50627672215586,4/12,,,,
GBPUSD,IBX,0,"{'rr': 2.0, 'sides': 'L'}",454,-33.043748672315076,-0.07278358738395391,0.3237885462555066,272,2.0204986870078017,0.007428303996352212,182,-35.06424735932288,-0.19266069977649933,-39.50362614596172,4/12,0.003468925701548716,-38.078223112847255,-0.0229680106436272,-44.585322658076954
GBPUSD,IBX,1,"{'rr': 2.0, 'sides': 'LS'}",819,-42.72760193086195,-0.05217045412803657,0.3308913308913309,483,-0.002337036458651909,-4.83858480052155e-06,336,-42.72526489440331,-0.1271585264714384,-66.17997133884725,6/12,,,,
GBPUSD,IBX,2,"{'rr': 3.0, 'sides': 'L'}",435,-21.18642661911754,-0.04870442900946561,0.2689655172413793,261,1.4836419182095515,0.005684451793906328,174,-22.67006853732708,-0.13028775021452343,-31.902381496987434,5/12,-0.021656870318589042,-25.761551480253328,-0.03638933325432251,-33.60653819219125
GBPUSD,IBX,3,"{'rr': 3.0, 'sides': 'LS'}",747,-58.74856889303916,-0.0786460092276294,0.26238286479250333,440,-27.83266344317405,-0.06325605327994102,307,-30.91590544986512,-0.10070327508099389,-106.81418160614345,4/12,,,,
USDJPY,ORB,0,"{'open_min': 120, 'rng_min': 30, 'pad': 0.1, 'rr': 2.0, 'cutoff_min': 720}",2641,-222.26736886115447,-0.08416030627078927,0.3415372964786066,1687,-126.18683657907002,-0.0747995474683284,954,-96.08053228208445,-0.1007133462076357,-244.71785961871237,2/12,,,,
USDJPY,ORB,1,"{'open_min': 120, 'rng_min': 30, 'pad': 0.1, 'rr': 3.0, 'cutoff_min': 720}",2641,-180.84971788321548,-0.06847774247755224,0.30443014009844754,1687,-90.84035864436966,-0.053847278390260614,954,-90.00935923884583,-0.09434943316440862,-206.83973037793825,3/12,,,,
USDJPY,ORB,2,"{'open_min': 120, 'rng_min': 60, 'pad': 0.1, 'rr': 2.0, 'cutoff_min': 720}",2426,-104.55038993196723,-0.04309579139817281,0.377164056059357,1553,-45.2023499391352,-0.029106471306590602,873,-59.34803999283203,-0.06798171820484769,-132.3209554227884,4/12,,,,
USDJPY,ORB,3,"{'open_min': 120, 'rng_min': 60, 'pad': 0.1, 'rr': 3.0, 'cutoff_min': 720}",2426,-61.45711772846576,-0.02533269485921919,0.35243198680956306,1553,-17.08900931900706,-0.01100386949066778,873,-44.3681084094587,-0.05082257549766174,-118.16546648501843,5/12,,,,
USDJPY,ORB,4,"{'open_min': 480, 'rng_min': 30, 'pad': 0.1, 'rr': 2.0, 'cutoff_min': 720}",2191,-110.47378656151557,-0.05042162782360363,0.39799178457325424,1384,-42.386494854504235,-0.030626080097185142,807,-68.08729170701132,-0.08437086952541675,-140.23910436835513,3/12,,,,
USDJPY,ORB,5,"{'open_min': 480, 'rng_min': 30, 'pad': 0.1, 'rr': 3.0, 'cutoff_min': 720}",2191,-95.3568700867419,-0.043522076716906395,0.3829301688726609,1384,-26.03626342525274,-0.018812329064488976,807,-69.32060666148915,-0.08589914084447231,-131.6488487323067,2/12,,,,
USDJPY,ORB,6,"{'open_min': 480, 'rng_min': 60, 'pad': 0.1, 'rr': 2.0, 'cutoff_min': 720}",1734,-51.24502655460033,-0.029553071830796036,0.44925028835063435,1109,-28.68594239187003,-0.025866494492218242,625,-22.559084162730294,-0.03609453466036847,-83.33487765321468,2/12,,,,
USDJPY,ORB,7,"{'open_min': 480, 'rng_min': 60, 'pad': 0.1, 'rr': 3.0, 'cutoff_min': 720}",1734,-40.84294695526387,-0.023554179328295195,0.44521337946943484,1109,-27.676706231731984,-0.024956452869009906,625,-13.166240723531878,-0.021065985157651006,-76.09156672406272,4/12,,,,
USDJPY,PULL,0,"{'rr': 2.0, 'stop_atr': 1.5, 'sides': 'L'}",823,36.372224206935975,0.044194683118998754,0.3572296476306197,489,13.129358278639122,0.026849403432799842,334,23.242865928296858,0.06958941894699658,-38.73620839593795,6/12,-0.03192172991170701,10.867131575413564,-0.05640120723319904,8.081494166514968
USDJPY,PULL,1,"{'rr': 2.0, 'stop_atr': 1.5, 'sides': 'LS'}",1445,24.79626562232188,0.017160045413371544,0.34740484429065743,912,29.525903067158442,0.03237489371398952,533,-4.729637444836577,-0.008873616219205585,-55.81325614391764,6/12,-0.01744346020835292,-21.965710250519468,-0.05149112816716271,-36.38864486127009
USDJPY,PULL,2,"{'rr': 2.0, 'stop_atr': 2.5, 'sides': 'L'}",522,49.64173843579648,0.0950991157773879,0.38122605363984674,304,21.92269369056758,0.0721141239821302,218,27.719044745228906,0.1271515814001326,-25.952304613857322,7/12,0.024119237356566986,19.930325612837702,0.00814585314369921,8.927323508934876
USDJPY,PULL,3,"{'rr': 2.0, 'stop_atr': 2.5, 'sides': 'LS'}",913,31.938467087207705,0.03498189166178281,0.3592552026286966,568,32.36727375460456,0.05698463689190944,345,-0.4288066673968629,-0.0012429178765126462,-37.66838075777648,7/12,0.018532031798522915,-11.388923766228505,0.0009716649712388172,-24.35021345939664
USDJPY,PULL,4,"{'rr': 3.0, 'stop_atr': 1.5, 'sides': 'L'}",692,100.63595055415767,0.1454276742112105,0.29624277456647397,414,45.84325211144203,0.11073249302280683,278,54.792698442715654,0.19709603756372537,-38.16886248139697,8/12,0.06307955818135491,47.27267207451264,0.02447901846064612,39.04719178706465
USDJPY,PULL,5,"{'rr': 3.0, 'stop_atr': 1.5, 'sides': 'LS'}",1234,84.90006476210415,0.06880070077966301,0.2755267423014587,778,75.45310702470033,0.09698342805231405,456,9.446957737403807,0.020717012582025893,-65.45555210471375,7/12,0.03268059681878495,1.4163088653049254,-0.005045643928049458,-12.234236431616441
USDJPY,PULL,6,"{'rr': 3.0, 'stop_atr': 2.5, 'sides': 'L'}",464,75.8233015658823,0.16341228785750497,0.33405172413793105,268,29.813404306766746,0.11124404592077144,196,46.009897259115554,0.23474437377099772,-26.076043996436454,8/12,0.08118004703030625,44.9879874830155,0.06256444428167976,42.18324712915129
USDJPY,PULL,7,"{'rr': 3.0, 'stop_atr': 2.5, 'sides': 'LS'}",790,88.38525858952204,0.11188007416395195,0.31518987341772153,498,64.14460297399984,0.12880442364256994,292,24.24065561552219,0.08301594388877462,-38.71820783294996,9/12,0.10567313783558266,21.190583984720824,0.08715569998234717,13.391584914731009
USDJPY,TSMOM,0,"{'N': 20, 'trail': 3.0, 'sides': 'L'}",46,13.572267118631439,0.29504928518763995,0.391304347826087,29,9.938107913547567,0.3426933763292265,17,3.634159205083872,0.2137740708872866,-6.309274930618317,7/11,0.33220824300321755,3.538494163681601,0.3218258094112147,3.4433287120780856
USDJPY,TSMOM,1,"{'N': 20, 'trail': 3.0, 'sides': 'LS'}",88,12.5846292270459,0.14300715030733976,0.36363636363636365,60,5.76021035582768,0.09600350593046134,28,6.824418871218217,0.2437292454006506,-7.978667927694941,6/12,0.08688791042411873,6.653921965796859,0.07785997174552663,6.484385191830924
USDJPY,TSMOM,2,"{'N': 20, 'trail': 4.0, 'sides': 'L'}",38,19.333788887271577,0.5087839180860941,0.3684210526315789,23,14.254126671708244,0.6197446379003584,15,5.079662215563337,0.33864414770422246,-6.014155769381542,7/11,,,,
USDJPY,TSMOM,3,"{'N': 20, 'trail': 4.0, 'sides': 'LS'}",74,16.24188250590187,0.21948489872840365,0.33783783783783783,50,8.800555995023375,0.1760111199004675,24,7.4413265108784925,0.3100552712866039,-9.292106548778742,7/12,0.1662912380964102,7.288302211780041,0.15666799545982063,7.1361606123506425
USDJPY,TSMOM,4,"{'N': 55, 'trail': 3.0, 'sides': 'L'}",34,3.8504336217486483,0.11324804769848966,0.35294117647058826,21,5.787741551425155,0.275606740544055,13,-1.9373079296765057,-0.14902368689819273,-8.058394821088319,4/11,,,,
USDJPY,TSMOM,5,"{'N': 55, 'trail': 3.0, 'sides': 'LS'}",56,3.977669619368028,0.07102981463157193,0.35714285714285715,38,4.463359303960094,0.11745682378842352,18,-0.48568968459206474,-0.02698276025511471,-6.9774988421866695,6/11,0.10779158791728978,-0.5805497772957531,0.09822422718619003,-0.6748927251020214
USDJPY,TSMOM,6,"{'N': 55, 'trail': 4.0, 'sides': 'L'}",31,7.35507328331304,0.23726042849396903,0.3548387096774194,18,9.679194980846871,0.5377330544914929,13,-2.3241216975338332,-0.17877859211798716,-9.050691666318498,5/11,,,,
USDJPY,TSMOM,7,"{'N': 55, 'trail': 4.0, 'sides': 'LS'}",51,5.245595794657136,0.1028548195030811,0.35294117647058826,33,7.617139489155471,0.230822408762287,18,-2.3715436944983352,-0.13175242747212973,-9.35138882871487,5/11,0.2203046544017181,-2.463484058969591,0.2098961293213188,-2.554907104024562
USDJPY,AFADE,0,"{'k': 1.5, 'stop_atr': 1.2}",1508,-260.5812787351326,-0.17279925645565825,0.3282493368700265,942,-196.76374770455078,-0.20887871306215583,566,-63.81753103058188,-0.11275182160880191,-276.57452046052055,1/12,,,,
USDJPY,AFADE,1,"{'k': 1.5, 'stop_atr': 2.0}",1508,-186.43141364370564,-0.12362825838442018,0.44297082228116713,942,-148.8553442824076,-0.1580205353316429,566,-37.57606936129807,-0.06638881512596832,-196.2892269633674,1/12,,,,
USDJPY,AFADE,2,"{'k': 2.0, 'stop_atr': 1.2}",1275,-193.9472480208788,-0.1521154886438265,0.30117647058823527,796,-132.22547349196643,-0.16611240388437992,479,-61.72177452891234,-0.12885547918353307,-211.00964283400356,2/12,,,,
USDJPY,AFADE,3,"{'k': 2.0, 'stop_atr': 2.0}",1275,-126.21499310707637,-0.09899215145653048,0.4172549019607843,796,-97.49827572979817,-0.12248527101733438,479,-28.7167173772782,-0.05995139327197954,-133.12420638220976,1/12,,,,
USDJPY,AFADE,4,"{'k': 2.5, 'stop_atr': 1.2}",1036,-143.9716698970749,-0.13896879333694487,0.27413127413127414,636,-102.90442044427249,-0.16179940321426492,400,-41.067249452802386,-0.10266812363200596,-157.53438311289335,2/12,,,,
USDJPY,AFADE,5,"{'k': 2.5, 'stop_atr': 2.0}",1036,-80.91304498363343,-0.07810139477184694,0.3918918918918919,636,-74.76833860127218,-0.11756028081961034,400,-6.144706382361237,-0.015361765955903092,-94.62271047196262,1/12,,,,
USDJPY,HANDOFF,0,"{'k': 1.5, 'rr': 1.5, 'stop_atr': 1.5}",1039,-86.50425201135673,-0.08325722041516528,0.3917228103946102,655,-17.601533292866705,-0.026872569912773595,384,-68.90271871849001,-0.17943416332940107,-101.14516377947997,3/12,,,,
USDJPY,HANDOFF,1,"{'k': 1.5, 'rr': 2.5, 'stop_atr': 1.5}",1039,-73.39598437271701,-0.07064098592176805,0.3060635226179018,655,-5.9446822348804425,-0.009075850740275485,384,-67.45130213783656,-0.17565443265061606,-94.28149113235712,4/12,,,,
USDJPY,HANDOFF,2,"{'k': 2.0, 'rr': 1.5, 'stop_atr': 1.5}",864,-71.20587278075644,-0.08241420460735699,0.3888888888888889,552,0.11953106029691618,0.00021654177590021048,312,-71.32540384105334,-0.2286070635931197,-89.74101838329338,5/12,-0.10013194943723387,-87.8118995631369,-0.21597773292923453,-100.91115997166293
USDJPY,HANDOFF,3,"{'k': 2.0, 'rr': 2.5, 'stop_atr': 1.5}",864,-63.22395825816583,-0.07317587761361787,0.3020833333333333,552,14.022773407390844,0.02540357501338921,312,-77.24673166555668,-0.24758567841524576,-86.82445540786827,5/12,-0.10105273438031694,-90.245463040853,-0.17951055733782878,-104.54328920910393
USDJPY,HANDOFF,4,"{'k': 2.5, 'rr': 1.5, 'stop_atr': 1.5}",692,-71.9300689042889,-0.10394518627787414,0.3800578034682081,444,-14.57605503603985,-0.03282895278387354,248,-57.354013868249055,-0.23126618495261717,-83.63692047661077,3/12,,,,
USDJPY,HANDOFF,5,"{'k': 2.5, 'rr': 2.5, 'stop_atr': 1.5}",692,-84.3387275273922,-0.12187677388351473,0.2861271676300578,444,-22.24183705880574,-0.05009422760992284,248,-62.096890468586466,-0.25039068737333253,-92.22180164798311,5/12,,,,
USDJPY,IBX,0,"{'rr': 2.0, 'sides': 'L'}",402,1.922556922906681,0.004782479907728062,0.3656716417910448,252,-2.280194027835151,-0.009048388999345836,150,4.202750950741829,0.028018339671612196,-23.88156801409406,4/12,,,,
USDJPY,IBX,1,"{'rr': 2.0, 'sides': 'LS'}",596,-12.703335060172208,-0.021314320570758737,0.3573825503355705,368,-30.12235271231616,-0.08185421932694609,228,17.419017652143957,0.07639920022870156,-47.59400602891954,4/12,,,,
USDJPY,IBX,2,"{'rr': 3.0, 'sides': 'L'}",373,0.2838850835415272,0.0007610860148566413,0.3109919571045576,236,-13.571786437399183,-0.05750756964999654,137,13.855671520940707,0.10113628847401976,-33.393148034827554,6/12,,,,
USDJPY,IBX,3,"{'rr': 3.0, 'sides': 'LS'}",538,-2.4609598020552497,-0.004574274725009758,0.3048327137546468,331,-31.73595852349321,-0.09587902877188281,207,29.274998721437942,0.14142511459631857,-53.766527301632706,5/12,,,,
AUDUSD,ORB,0,"{'open_min': 120, 'rng_min': 30, 'pad': 0.1, 'rr': 2.0, 'cutoff_min': 720}",2059,-177.92634659828815,-0.08641396143675967,0.34725594949004374,1088,-48.7974890573992,-0.04485063332481544,971,-129.12885754088896,-0.13298543516054476,-217.0143075205271,3/12,,,,
AUDUSD,ORB,1,"{'open_min': 120, 'rng_min': 30, 'pad': 0.1, 'rr': 3.0, 'cutoff_min': 720}",2058,-170.8525570285031,-0.0830187351936361,0.3138969873663751,1088,-45.467238956924255,-0.0417897416883495,970,-125.38531807157881,-0.12926321450678227,-201.29477933683452,3/12,,,,
AUDUSD,ORB,2,"{'open_min': 120, 'rng_min': 60, 'pad': 0.1, 'rr': 2.0, 'cutoff_min': 720}",1911,-131.74400139933473,-0.06893982281493183,0.3746729461015175,1007,-11.557281727664197,-0.011476943125783711,904,-120.18671967167055,-0.13294991114122848,-187.12732544691573,4/12,,,,
AUDUSD,ORB,3,"{'open_min': 120, 'rng_min': 60, 'pad': 0.1, 'rr': 3.0, 'cutoff_min': 720}",1910,-153.46127164230924,-0.08034621551953364,0.34973821989528797,1007,-24.677634644569007,-0.02450609200056505,903,-128.78363699774022,-0.14261753820347753,-195.12703279763105,4/12,,,,
AUDUSD,ORB,4,"{'open_min': 480, 'rng_min': 30, 'pad': 0.1, 'rr': 2.0, 'cutoff_min': 720}",1785,-194.87394202057988,-0.10917307676222962,0.3680672268907563,950,-59.383838224633706,-0.06250930339435128,835,-135.49010379594617,-0.16226359736041457,-213.12286008501826,2/12,,,,
AUDUSD,ORB,5,"{'open_min': 480, 'rng_min': 30, 'pad': 0.1, 'rr': 3.0, 'cutoff_min': 720}",1785,-201.48349742813684,-0.11287590892332597,0.3507002801120448,950,-56.51545560706639,-0.0594899532705962,835,-144.96804182107044,-0.17361442134259933,-219.69024053269544,2/12,,,,
AUDUSD,ORB,6,"{'open_min': 480, 'rng_min': 60, 'pad': 0.1, 'rr': 2.0, 'cutoff_min': 720}",1428,-74.99708853931863,-0.052518969565349176,0.4376750700280112,773,-22.655256557053878,-0.02930822323034137,655,-52.341831982264736,-0.07991119386605303,-88.30577439039244,2/12,,,,
AUDUSD,ORB,7,"{'open_min': 480, 'rng_min': 60, 'pad': 0.1, 'rr': 3.0, 'cutoff_min': 720}",1428,-82.97735140531324,-0.058107388939294985,0.43067226890756305,773,-27.001934658857795,-0.034931351434486155,655,-55.97541674645545,-0.08545865152130604,-97.01882336537577,3/12,,,,
AUDUSD,PULL,0,"{'rr': 2.0, 'stop_atr': 1.5, 'sides': 'L'}",655,-36.24312809703846,-0.055333019995478565,0.3236641221374046,318,46.77176046135959,0.1470810077401245,337,-83.01488855839806,-0.24633498088545416,-95.5603391414935,6/12,0.11967776474044324,-100.27476967286051,0.08366105623279697,-112.89556370144122
AUDUSD,PULL,1,"{'rr': 2.0, 'stop_atr': 1.5, 'sides': 'LS'}",1226,-39.91641717291496,-0.03255825218019165,0.33115823817292006,611,62.13876085158677,0.1017000995934317,615,-102.05517802450173,-0.16594337890162883,-116.48218546579989,7/12,0.06693745860927212,-144.17084717746278,0.025353494663051472,-165.2112604319383
AUDUSD,PULL,2,"{'rr': 2.0, 'stop_atr': 2.5, 'sides': 'L'}",397,-14.143801372465774,-0.0356267037089818,0.3350125944584383,200,26.196930777755142,0.1309846538887757,197,-40.340732150220916,-0.20477529010264425,-43.74564919099061,5/12,0.11715149197824175,-44.898929722008745,0.07939454293727015,-48.30355674389479
AUDUSD,PULL,3,"{'rr': 2.0, 'stop_atr': 2.5, 'sides': 'LS'}",752,-33.5061772555086,-0.044556086775942284,0.32845744680851063,375,34.44349456034797,0.09184931882759459,377,-67.94967181585656,-0.18023785627548158,-74.77883006842046,5/12,0.06808447952675553,-73.47843581513955,0.022629535281353457,-86.65393408053845
AUDUSD,PULL,4,"{'rr': 3.0, 'stop_atr': 1.5, 'sides': 'L'}",536,-20.636892757446127,-0.03850166559225024,0.25,258,53.286283075119236,0.20653598091131486,278,-73.92317583256536,-0.26591070443368836,-82.08108194572594,6/12,0.1831879489194222,-85.52252616399004,0.1354490161029362,-98.02938740766494
AUDUSD,PULL,5,"{'rr': 3.0, 'stop_atr': 1.5, 'sides': 'LS'}",1041,-8.52267574826827,-0.008187008403715917,0.2564841498559078,515,82.49430246917734,0.1601831115906356,526,-91.01697821744561,-0.17303608026130343,-104.64484208731444,7/12,0.1264694388012736,-115.25264609828987,0.10020856304791578,-138.82902695810944
AUDUSD,PULL,6,"{'rr': 3.0, 'stop_atr': 2.5, 'sides': 'L'}",348,5.012427612266215,0.014403527621454642,0.29022988505747127,168,38.73347119637829,0.2305563761689184,180,-33.721043584112074,-0.18733913102284486,-46.33665260106504,6/12,0.18048022680585454,-36.29003303939139,0.16447911015058136,-45.432171162757854
AUDUSD,PULL,7,"{'rr': 3.0, 'stop_atr': 2.5, 'sides': 'LS'}",644,7.72522747657883,0.01199569483940812,0.2857142857142857,321,61.08004359379949,0.19028050963800464,323,-53.35481611722066,-0.1651851892174014,-64.17312838279975,7/12,0.1583730379761617,-60.093317603357704,0.14308502767441197,-73.57085781028759
AUDUSD,TSMOM,0,"{'N': 20, 'trail': 3.0, 'sides': 'L'}",38,-5.209997316297788,-0.13710519253415232,0.3157894736842105,23,0.8462411637892748,0.03679309407779456,15,-6.056238480087061,-0.4037492320058041,-12.94800045981432,4/11,,,,
AUDUSD,TSMOM,1,"{'N': 20, 'trail': 3.0, 'sides': 'LS'}",72,9.014045385133564,0.1251950747935217,0.375,44,16.845797993725117,0.3828590453119345,28,-7.831752608591555,-0.27970545030684124,-12.350229578341239,5/11,0.37276586713261806,-8.0554115539081,0.3627654382126457,-8.276947030143958
AUDUSD,TSMOM,2,"{'N': 20, 'trail': 4.0, 'sides': 'L'}",36,-10.153671163807672,-0.2820464212168798,0.3055555555555556,22,-3.4498297961638844,-0.15681044528017657,14,-6.703841367643785,-0.4788458119745561,-16.235683079488258,3/11,,,,
AUDUSD,TSMOM,3,"{'N': 20, 'trail': 4.0, 'sides': 'LS'}",65,-0.49341497528770956,-0.007590999619810916,0.35384615384615387,40,8.059126771382342,0.20147816928455856,25,-8.552541746670054,-0.3421016698668021,-17.402087336684495,4/11,0.19221233384528533,-8.745246627738469,0.18303171307124216,-8.936120283073008
AUDUSD,TSMOM,4,"{'N': 55, 'trail': 3.0, 'sides': 'L'}",22,-1.181398581240436,-0.05369993551092891,0.36363636363636365,9,1.9500475404034037,0.21667194893371153,13,-3.1314461216438385,-0.24088047089567988,-6.219477146935612,4/9,,,,
AUDUSD,TSMOM,5,"{'N': 55, 'trail': 3.0, 'sides': 'LS'}",45,2.9289766793904795,0.06508837065312177,0.3111111111111111,23,9.548246582061124,0.415141155741788,22,-6.619269902670643,-0.30087590466684744,-11.00887183079271,4/11,0.4043505577070631,-6.793334229826099,0.3936657268181549,-6.965733900255866
AUDUSD,TSMOM,6,"{'N': 55, 'trail': 4.0, 'sides': 'L'}",20,-2.390011359558338,-0.1195005679779169,0.4,8,1.8484852281392472,0.2310606535174059,12,-4.238496587697586,-0.35320804897479885,-7.225438922010841,3/9,,,,
AUDUSD,TSMOM,7,"{'N': 55, 'trail': 4.0, 'sides': 'LS'}",42,-1.337498330661286,-0.03184519834907824,0.30952380952380953,21,7.329010371415418,0.34900049387692467,21,-8.666508702076708,-0.41269089057508135,-15.36454327513721,2/11,0.3384537752130578,-8.822551385173202,0.3280111007283849,-8.977096123246714
AUDUSD,AFADE,0,"{'k': 1.5, 'stop_atr': 1.2}",1229,-252.9972585909914,-0.2058561908795699,0.32384052074857606,650,-156.84129947431956,-0.24129430688356854,579,-96.15595911667184,-0.16607246824986502,-260.26941565359317,3/12,,,,
AUDUSD,AFADE,1,"{'k': 1.5, 'stop_atr': 2.0}",1229,-166.89932170344792,-0.13580091269605202,0.4467046379170057,650,-113.32089770341284,-0.17433984262063515,579,-53.57842400003507,-0.09253613816931791,-177.51546001096403,2/12,,,,
AUDUSD,AFADE,2,"{'k': 2.0, 'stop_atr': 1.2}",1024,-221.1129129777583,-0.2159305790798421,0.2841796875,547,-134.5059023950961,-0.2458974449636126,477,-86.60701058266217,-0.18156605992172362,-238.096849054428,2/12,,,,
AUDUSD,AFADE,3,"{'k': 2.0, 'stop_atr': 2.0}",1024,-151.9502904986786,-0.14838895556511583,0.3994140625,547,-102.4537571873073,-0.18730120143931867,477,-49.49653331137128,-0.10376631721461484,-164.3470671721244,2/12,,,,
AUDUSD,AFADE,4,"{'k': 2.5, 'stop_atr': 1.2}",851,-186.33173103634743,-0.21895620568313448,0.2573443008225617,453,-133.06133723840722,-0.29373363628787463,398,-53.27039379794023,-0.13384521054758852,-211.1681727991533,2/12,,,,
AUDUSD,AFADE,5,"{'k': 2.5, 'stop_atr': 2.0}",851,-146.48228562486673,-0.17212959532886807,0.3584018801410106,453,-108.05332336523595,-0.23852830764952748,398,-38.42896225963078,-0.09655518155686126,-156.4372171105871,1/12,,,,
AUDUSD,HANDOFF,0,"{'k': 1.5, 'rr': 1.5, 'stop_atr': 1.5}",841,-50.24267742761403,-0.0597415902825375,0.40190249702734837,444,-20.30102275637931,-0.04572302422607953,397,-29.94165467123473,-0.07541978506608245,-56.62082514077106,3/12,,,,
