sym,family,cell,params,n,net,avg,wr,tr_n,tr_net,tr_avg,va_n,va_net,va_avg,maxdd,yrs_pos,tr_avg_2x,va_net_2x
USDJPY,GAPF,1,{'g_atr': 0.5},98,-1.422399988549389,-0.014514285597442745,0.6020408163265306,74,2.4575833033263352,0.033210585180085614,24,-3.8799832918757233,-0.16166597049482181,-9.51691343586344,5/11,0.017892296523483925,-4.032085789764898
USDJPY,GAPF,2,{'g_atr': 0.8},65,0.22881304690086868,0.003520200721551826,0.6153846153846154,49,2.65251628401763,0.0541329853881149,16,-2.4237032371167606,-0.15148145231979754,-4.914466046888396,6/11,0.04272388675319178,-2.485134837800884
AUDUSD,MR3,0,"{'sides': 'L', 'rr': 1.5}",33,2.2242031814284347,0.06740009640692227,0.5757575757575758,15,1.4755506170639556,0.09837004113759704,18,0.7486525643644784,0.04159180913135991,-4.02121053515756,7/9,0.09203018804416087,0.6074327351382488
AUDUSD,MR3,1,"{'sides': 'L', 'rr': 2.5}",33,1.4320974318089765,0.04339689187299929,0.5454545454545454,15,2.586724369578823,0.17244829130525485,18,-1.1546269377698473,-0.06414594098721374,-4.02121053515756,6/9,0.16562868291437374,-1.3068879371163344
AUDUSD,MR3,2,"{'sides': 'LS', 'rr': 1.5}",71,1.0311174754258057,0.014522781344025432,0.49295774647887325,41,2.082385989911721,0.050789902192968805,30,-1.051268514485914,-0.03504228381619713,-5.741945907727642,8/11,0.044963105913099266,-1.2863524192704678
AUDUSD,MR3,3,"{'sides': 'LS', 'rr': 2.5}",70,0.604456397097114,0.008635091387101628,0.4714285714285714,40,3.1843165415649146,0.07960791353912286,30,-2.5798601444677995,-0.08599533814892665,-7.129047144888885,8/11,0.0722599784101883,-2.8397234050286326
AUDUSD,RNGX,0,"{'sides': 'L', 'rr': 2.0}",96,-21.06543455548499,-0.21943160995296865,0.2916666666666667,51,-13.887952100319765,-0.2723127862807797,45,-7.177482455165226,-0.1594996101147828,-23.123927486643044,2/10,,
AUDUSD,RNGX,1,"{'sides': 'L', 'rr': 3.0}",95,-15.417447446654412,-0.16228892049109908,0.28421052631578947,50,-8.500876367746022,-0.17001752735492043,45,-6.916571078908394,-0.15370157953129765,-24.70723966642226,3/10,,
AUDUSD,RNGX,2,"{'sides': 'LS', 'rr': 2.0}",163,-9.152161350328306,-0.05614822914311844,0.3558282208588957,85,-3.3903014576365353,-0.0398858995016063,78,-5.761859892691771,-0.07386999862425347,-25.20283151374375,4/12,,
AUDUSD,RNGX,3,"{'sides': 'LS', 'rr': 3.0}",152,15.075634320264587,0.0991818047385828,0.3684210526315789,80,11.656688809982105,0.14570861012477632,72,3.4189455102824784,0.04748535430947887,-19.731480046082726,6/12,0.13444030941356208,1.6025600383180567
AUDUSD,GAPF,0,{'g_atr': 0.3},134,-5.52740821074835,-0.0412493150055847,0.582089552238806,89,-8.85716438151521,-0.09951870091590123,45,3.3297561707668604,0.07399458157259689,-11.198718663513457,7/11,,
