pair,tf,t1,cost_mult,n,wr,avg,net,tr_n,tr_avg,tr_net,va_n,va_avg,va_net
AUDUSD,5,rr5,2.0,1820,0.1934065934065934,-0.157141599288149,-285.9977107044312,947,-0.19921497555875312,-188.6565818541392,873,-0.11150186580789458,-97.34112885029197
AUDUSD,15,swing,1.0,1670,0.34850299401197604,-0.04199816466881553,-70.13693499692194,880,-0.10468411649510942,-92.12202251569629,790,0.02782922470730932,21.98508751877436
AUDUSD,15,swing,0.0,1681,0.3581201665675193,0.09881707042463275,166.11149538380766,886,0.007862215072420197,6.965922554164294,795,0.2001831104775388,159.14557282964336
AUDUSD,15,swing,2.0,1663,0.34034876728803365,-0.14636057791666315,-243.3976410754108,878,-0.1910063868569214,-167.70360766037697,785,-0.09642552027392845,-75.69403341503383
AUDUSD,15,rr5,1.0,1528,0.2650523560209424,-0.0002743840440272491,-0.4192588192736366,805,-0.07709361148381037,-62.060357244467355,723,0.08525739754521956,61.641098425193746
AUDUSD,15,rr5,0.0,1542,0.2846952010376135,0.14435134196084248,222.5897693036191,813,0.04778865014710858,38.852172569599276,729,0.252040599086447,183.73759673401986
AUDUSD,15,rr5,2.0,1523,0.2541037426132633,-0.09721200258850489,-148.05387994229295,801,-0.17097835462061586,-136.9536620511133,722,-0.015374263007174035,-11.100217891179653
AUDUSD,30,swing,1.0,1324,0.36706948640483383,-0.056705014025424424,-75.07743856966194,697,-0.11897415338691487,-82.92498491067967,627,0.012516022872436581,7.847546341017736
AUDUSD,30,swing,0.0,1329,0.3784800601956358,0.044820442224997585,59.56636771702179,698,-0.041521290381210975,-28.98186068608526,631,0.14032999746926633,88.54822840310706
AUDUSD,30,swing,2.0,1320,0.35378787878787876,-0.14091388368162736,-186.0063264597481,693,-0.1929598695765998,-133.72118961658367,627,-0.08338937295560511,-52.28513684316441
AUDUSD,30,rr5,1.0,1263,0.3056215360253365,-0.05217653643446026,-65.89896551672331,666,-0.12094279571134955,-80.5479019437588,597,0.024537581954833274,14.648936427035466
AUDUSD,30,rr5,0.0,1267,0.31886345698500396,0.05673871740106196,71.8879549471455,670,-0.020240803051380755,-13.561338044425106,597,0.1431311440394817,85.44929299157059
AUDUSD,30,rr5,2.0,1262,0.2900158478605388,-0.1409288610325709,-177.8522226231045,666,-0.19876033759811623,-132.3743848403454,596,-0.07630509695093803,-45.47783778275906
AUDUSD,60,swing,1.0,894,0.3859060402684564,-0.07613236266705341,-68.06233222434575,493,-0.153226942187378,-75.54088249837736,401,0.01864975130681201,7.478550274031615
AUDUSD,60,swing,0.0,895,0.40670391061452515,-0.00936078131568096,-8.37789927753446,494,-0.10612843791501958,-52.42744833001967,401,0.10984924950744443,44.04954905248522
AUDUSD,60,swing,2.0,894,0.3668903803131991,-0.1364576839015914,-121.99316940802271,493,-0.20130593805928151,-99.24382746322578,401,-0.05673152604687516,-22.74934194479694
AUDUSD,60,rr5,1.0,882,0.35600907029478457,-0.047727672581085526,-42.095807216517436,489,-0.13689916886274456,-66.94369357388209,393,0.06322617393731461,24.84788635736464
AUDUSD,60,rr5,0.0,883,0.38052095130237823,0.025551495547782507,22.561970568691954,490,-0.06666041806867275,-32.663604853649645,393,0.140523092677714,55.225575422341606
AUDUSD,60,rr5,2.0,882,0.336734693877551,-0.11445116968232963,-100.94593165981473,489,-0.18503989403800566,-90.48450818458477,393,-0.026619398155801426,-10.46142347522996
AUDUSD,240,swing,1.0,186,0.3387096774193548,-0.1800698206990413,-33.49298665002168,115,-0.19700392202352512,-22.65545103270539,71,-0.15264134672276464,-10.83753561731629
AUDUSD,240,swing,0.0,186,0.34946236559139787,-0.14228866983233227,-26.465692588813802,115,-0.16329943640617153,-18.779435186709726,71,-0.10825714650850804,-7.686257402104071
AUDUSD,240,swing,2.0,186,0.3387096774193548,-0.21377596783884212,-39.762330018024635,115,-0.22735628521811743,-26.145972800083506,71,-0.19177967912593138,-13.616357217941129
AUDUSD,240,rr5,1.0,186,0.3279569892473118,-0.20320910032810216,-37.796892661027,115,-0.21536032030166416,-24.76643683469138,71,-0.18352754684979744,-13.030455826335618
AUDUSD,240,rr5,0.0,186,0.3387096774193548,-0.16997064802847126,-31.614540533295653,115,-0.18778057696857248,-21.594766351385836,71,-0.14112358002689876,-10.019774181909812
AUDUSD,240,rr5,2.0,186,0.3279569892473118,-0.2391376806353181,-44.479608598169165,115,-0.25039794764787765,-28.795763979505928,71,-0.22089921998117232,-15.683844618663235
USDCAD,1,swing,1.0,3503,0.13045960605195547,-0.1960057997936344,-686.6083166771012,2738,-0.2131022025925994,-583.4738306985372,765,-0.13481632154060666,-103.13448597856409
USDCAD,1,swing,0.0,3503,0.1318869540393948,0.41829199324823785,1465.2768523485772,2738,0.3542955718846356,970.0612758201323,765,0.6473406229129999,495.2155765284449
USDCAD,1,swing,2.0,3503,0.129317727662004,-0.4036832741222671,-1414.1025092503016,2738,-0.41035715067268586,-1123.5578785418138,765,-0.37979690288691204,-290.5446307084877
USDCAD,1,rr5,1.0,3559,0.14610845743186288,-0.22821702499334665,-812.2243919513207,2790,-0.22536382527431476,-628.7650725153381,769,-0.23856868587253924,-183.45931943598268
USDCAD,1,rr5,0.0,3841,0.21713095548034367,0.2831485470605832,1087.5735692597,2996,0.24915196321821823,746.4592818017818,845,0.4036855472874771,341.1142874579181
USDCAD,1,rr5,2.0,3453,0.11671010715320011,-0.42817607017875614,-1478.4919703272449,2702,-0.42883575283923614,-1158.714204171616,751,-0.42580261805010494,-319.7777661556288
USDCAD,5,swing,1.0,3153,0.23469711385981604,-0.14864820146767915,-468.68777922759233,2486,-0.14455175978572998,-359.3556748273247,667,-0.1639161985011509,-109.33210440026767
USDCAD,5,swing,0.0,3156,0.23891001267427123,0.10193124640995811,321.6950136698278,2488,0.09194835672966832,228.7675115434148,668,0.13911302713534882,92.927502126413
USDCAD,5,swing,2.0,3149,0.22991425849476024,-0.29104310157307467,-916.4947268536122,2482,-0.28275552800274545,-701.7992205028143,667,-0.3218823183670135,-214.69550635079798
USDCAD,5,rr5,1.0,3030,0.19372937293729373,-0.1379739191631081,-418.0609750642176,2376,-0.13126398604491585,-311.88323084272,654,-0.1623512908585591,-106.17774422149765
USDCAD,5,rr5,0.0,3119,0.22571336966976596,0.12891386677273767,402.08235046416877,2446,0.1287074782136483,314.81849171058377,673,0.12966398031736256,87.263858753585
USDCAD,5,rr5,2.0,2986,0.174146014735432,-0.2868857900988405,-856.6409692351377,2341,-0.27386478825220567,-641.1174692984135,645,-0.3341449611422081,-215.52349993672422
USDCAD,15,swing,1.0,2758,0.35569253081943436,-0.08114323824041945,-223.79305106707687,2171,-0.078683475757425,-170.8218258693697,587,-0.09024058807105137,-52.971225197707156
USDCAD,15,swing,0.0,2774,0.3651766402307138,0.07414178954223062,205.66932419014773,2183,0.06959349156026107,151.9225920760499,591,0.09094201711353267,53.74673211409781
USDCAD,15,swing,2.0,2739,0.3373493975903614,-0.18983361328657036,-519.9542667919162,2156,-0.18203602962756366,-392.46967987702726,583,-0.21866996040289693,-127.48458691488891
USDCAD,15,rr5,1.0,2508,0.2567783094098884,-0.05848792252116248,-146.6877096830755,1971,-0.041372442067970014,-81.5450833159689,537,-0.1213084289890253,-65.14262636710659
USDCAD,15,rr5,0.0,2535,0.27692307692307694,0.10135535780180527,256.93583202757634,1990,0.1071240985604885,213.1769561353721,545,0.08029151539853986,43.75887589220422
USDCAD,15,rr5,2.0,2495,0.2372745490981964,-0.16589424264533828,-413.906135400119,1960,-0.14483507282505478,-283.87674273710735,535,-0.24304559376263862,-130.02939266301166
USDCAD,30,swing,1.0,2120,0.3594339622641509,-0.07641048007601911,-161.99021776116052,1653,-0.06268533134580202,-103.61885271461074,467,-0.12499221637376824,-58.37136504654977
USDCAD,30,swing,0.0,2124,0.3700564971751412,0.05009187096760927,106.39513393520208,1654,0.06037526989522058,99.86069640669484,470,0.01390305857129202,6.534437528507249
USDCAD,30,swing,2.0,2116,0.34168241965973534,-0.16475392518370416,-348.619305688718,1650,-0.14898860933720198,-245.83120540638328,466,-0.22057532249428055,-102.78810028233474
USDCAD,30,rr5,1.0,2013,0.2816691505216095,-0.08145619212383719,-163.97131474528425,1575,-0.057815587075410624,-91.05954964377173,438,-0.16646521712674084,-72.91176510151249
USDCAD,30,rr5,0.0,2017,0.3009419930589985,0.03881015346258029,78.28007953402444,1578,0.060222786840936966,95.03155763499853,439,-0.03815826446691134,-16.75147810097408
USDCAD,30,rr5,2.0,2009,0.2613240418118467,-0.1680788648091755,-337.6704394016336,1573,-0.14129457496458997,-222.25636641930004,436,-0.2647111765649851,-115.41407298233351
USDCAD,60,swing,1.0,1371,0.3661560904449307,-0.06697215302981982,-91.81882180388297,1069,-0.05172709262870193,-55.29626202008237,302,-0.12093562842318085,-36.52255978380062
USDCAD,60,swing,0.0,1373,0.38310269482884196,0.04058398703002052,55.721814192218176,1069,0.057796043069039224,61.78397004080293,304,-0.019941302133502408,-6.062155848584732
USDCAD,60,swing,2.0,1370,0.3467153284671533,-0.14232072442334995,-194.9793924599894,1068,-0.12850437386985392,-137.24267129300398,302,-0.19118119591717023,-57.736721166985404
USDCAD,60,rr5,1.0,1356,0.32669616519174044,-0.08955763049851183,-121.44014695598203,1058,-0.08341028542526865,-88.24808197993424,298,-0.11138276837599934,-33.1920649760478
USDCAD,60,rr5,0.0,1357,0.34635224760501104,0.0009093449599213025,1.2339811106132075,1059,0.007403813129241956,7.8406381038672315,298,-0.02216998991024835,-6.606656993254008
USDCAD,60,rr5,2.0,1356,0.30678466076696165,-0.1481006441986099,-200.82447353331503,1058,-0.13675993541845383,-144.69201167272413,298,-0.18836396597513722,-56.132461860590894
USDCAD,240,swing,1.0,232,0.3103448275862069,-0.1953948017519756,-45.33159400645834,157,-0.16515581911325286,-25.9294636007807,75,-0.2586950720757018,-19.402130405677635
USDCAD,240,swing,0.0,232,0.3146551724137931,-0.14934429864710946,-34.64787728612939,157,-0.11728265964870535,-18.41337756484674,75,-0.2164599962837687,-16.234499721282653
USDCAD,240,swing,2.0,232,0.3017241379310345,-0.2531426751067369,-58.72910062476296,157,-0.21379554930199077,-33.56590124041255,75,-0.33550932512467196,-25.163199384350396
USDCAD,240,rr5,1.0,232,0.30603448275862066,-0.20282174658316277,-47.05464520729376,157,-0.16896971696324298,-26.52824556322915,75,-0.27368532858752803,-20.526399644064604
USDCAD,240,rr5,0.0,232,0.3103448275862069,-0.16007758376012704,-37.137999432349474,157,-0.12619916905843398,-19.813269542174133,75,-0.23099639853567117,-17.324729890175337
USDCAD,240,rr5,2.0,232,0.3017241379310345,-0.24018951924586204,-55.723968465039995,157,-0.2063011773304531,-32.38928484088114,75,-0.3111291149887846,-23.334683624158846
USDCHF,1,swing,1.0,2568,0.1265576323987539,-0.25900090167804535,-665.1143155092204,1282,-0.2781428890292828,-356.57918373554054,1286,-0.2399184539453187,-308.53513177367984
USDCHF,1,swing,0.0,2568,0.1265576323987539,0.1911403207307164,490.84834363647974,1282,0.15789341602945647,202.4193593497632,1286,0.22428381359775784,288.42898428671657
USDCHF,1,swing,2.0,2568,0.1261682242990654,-0.4396619594029559,-1129.0519117467907,1282,-0.4513198621702359,-578.5920633022424,1286,-0.4280403176085134,-550.4598484445482
USDCHF,1,rr5,1.0,2628,0.15030441400304415,-0.22782473130797118,-598.7233938773483,1326,-0.23346901847161033,-309.5799184933553,1302,-0.2220764019846336,-289.14347538399295
USDCHF,1,rr5,0.0,2813,0.21222893707785281,0.20940928532165387,589.0683196098123,1414,0.17855843802255214,252.4816313638887,1399,0.24059091368543503,336.5866882459236
USDCHF,1,rr5,2.0,2533,0.11448874851954205,-0.44454499586994334,-1126.0324745385665,1272,-0.45901215772741083,-583.8634646292666,1261,-0.42995163355218063,-542.1690099092998
USDCHF,5,swing,1.0,2364,0.23138747884940777,-0.194540745442228,-459.894322225427,1193,-0.21621681489166994,-257.94666016576224,1171,-0.17245743984599898,-201.94766205966482
USDCHF,5,swing,0.0,2365,0.23424947145877378,0.02102274994812415,49.71880362731361,1194,-0.006141765378989412,-7.333267862513358,1171,0.04872081254468569,57.05207148982694
USDCHF,5,swing,2.0,2358,0.226039016115352,-0.3233900631322667,-762.5537688658849,1188,-0.34084745151082196,-404.92677239485647,1170,-0.30566409954788754,-357.6269964710284
USDCHF,5,rr5,1.0,2221,0.18325078793336336,-0.19063221653215828,-423.3941529179235,1131,-0.1907578985882353,-215.74718330329412,1090,-0.19050180698589853,-207.6469696146294
USDCHF,5,rr5,0.0,2283,0.2137538326763031,0.046747478332029864,106.72449303202418,1164,0.05818382588692853,67.72597333238481,1119,0.034851224038998534,38.99851969963936
USDCHF,5,rr5,2.0,2182,0.1617781851512374,-0.3433813599675729,-749.2581274492441,1110,-0.34661588371045265,-384.74363091860243,1072,-0.3400321795994791,-364.5144965306416
USDCHF,15,swing,1.0,2039,0.32221677292790585,-0.182869667274921,-372.8712515735639,1047,-0.19106269050162783,-200.04263695520433,992,-0.17422239376850762,-172.82861461835955
USDCHF,15,swing,0.0,2055,0.3396593673965937,-0.048729735429845815,-100.13960630833314,1054,-0.05709251163498568,-60.17550726327491,1001,-0.03992417487018803,-39.96409904505822
USDCHF,15,swing,2.0,2029,0.3090192212912765,-0.2739610149626782,-555.8668993592742,1042,-0.2781896456682994,-289.873610786368,987,-0.26949674627447423,-265.99328857290607
USDCHF,15,rr5,1.0,1869,0.23060460139111824,-0.19080279372290085,-356.61042146810166,961,-0.2035820541880093,-195.64235407467692,908,-0.17727760726148106,-160.9680673934248
USDCHF,15,rr5,0.0,1883,0.2533191715347849,-0.05108470096326644,-96.19249191383071,971,-0.04715581308474196,-45.78829450528445,912,-0.05526776031638846,-50.40419740854628
USDCHF,15,rr5,2.0,1854,0.21359223300970873,-0.3015233496041503,-559.0242901660946,951,-0.31821496186979353,-302.62242873817365,903,-0.2839444755569446,-256.40186142792095
USDCHF,30,swing,1.0,1537,0.35003253090435915,-0.11929541045747964,-183.3570458731462,792,-0.1394230957812627,-110.42309185876005,745,-0.09789792485152504,-72.93395401438616
USDCHF,30,swing,0.0,1540,0.36558441558441557,-0.022154237126484014,-34.117525174785385,793,-0.051538411696309405,-40.86996047517336,747,0.009039404685927663,6.752435300387964
USDCHF,30,swing,2.0,1536,0.3359375,-0.1957459930254363,-300.66584528707017,792,-0.20910770793520875,-165.61330468468532,744,-0.18152223199245282,-135.0525406023849
USDCHF,30,rr5,1.0,1476,0.2940379403794038,-0.13686033107248763,-202.00584866299175,766,-0.14308700578363528,-109.60464643026464,710,-0.13014253835595369,-92.40120223272712
USDCHF,30,rr5,0.0,1479,0.3137254901960784,-0.028625274249486854,-42.336780614991056,768,-0.020991238118205014,-16.12127087478145,711,-0.036871321716187885,-26.215509740209587
USDCHF,30,rr5,2.0,1471,0.2780421481985044,-0.21445790220521152,-315.46757414386616,763,-0.2177301484629522,-166.12810327723253,708,-0.2109314560263187,-149.33947086663363
USDCHF,60,swing,1.0,993,0.36555891238670696,-0.09874794110132312,-98.05670551361386,525,-0.1262628090866074,-66.28797477046888,468,-0.06788190329731834,-31.768730743144985
USDCHF,60,swing,0.0,994,0.39134808853118713,-0.026411282954214424,-26.252815256489136,526,-0.05938508667656077,-31.236555591870964,468,0.010649017810644945,4.983740335381834
USDCHF,60,swing,2.0,993,0.34441087613293053,-0.158253716609297,-157.14594059303192,525,-0.18295673119333497,-96.05228387650087,468,-0.13054200153104928,-61.09365671653106
USDCHF,60,rr5,1.0,985,0.32893401015228424,-0.12672395527917368,-124.82309594998607,521,-0.18052060464245634,-94.05123501871975,464,-0.06631866580014294,-30.771860931266325
USDCHF,60,rr5,0.0,985,0.3583756345177665,-0.04898773962231785,-48.252923527983086,521,-0.09613386218352735,-50.08574219761775,464,0.00395004023628163,1.8328186696346762
USDCHF,60,rr5,2.0,985,0.30761421319796955,-0.17678763708004053,-174.13582252383992,521,-0.22285618372989077,-116.1080717232731,464,-0.1250598077598423,-58.02775080056682
USDCHF,240,swing,1.0,154,0.37012987012987014,-0.1192800599689143,-18.369129235212803,95,-0.2769212405441945,-26.307517851698478,59,0.1345489596014521,7.938388616485675
USDCHF,240,swing,0.0,154,0.37662337662337664,-0.07763387015155533,-11.955616003339522,95,-0.23904623503818379,-22.70939232862746,59,0.18226739534386335,10.753776325287937
USDCHF,240,swing,2.0,154,0.36363636363636365,-0.15642192989202536,-24.088977203371904,95,-0.3103125543936136,-29.479692667393294,59,0.09136805871222699,5.390715464021392
USDCHF,240,rr5,1.0,154,0.37012987012987014,-0.10920421770504984,-16.817449526577676,95,-0.2835609272795179,-26.938288091554202,59,0.17153963669451736,10.120838564976523
USDCHF,240,rr5,0.0,154,0.37662337662337664,-0.07993146197102734,-12.309445143538209,95,-0.26261612421845176,-24.948531800752917,59,0.21422180774940178,12.639086657214705
USDCHF,240,rr5,2.0,154,0.36363636363636365,-0.14230997434030246,-21.91573604840658,95,-0.31308526637478973,-29.743100305605026,59,0.13266719079997363,7.827364257198445
