pair,tf,t1,cost_mult,n,wr,avg,net,tr_n,tr_avg,tr_net,va_n,va_avg,va_net
USDJPY,5,swing,0.0,2521,0.23363744545815152,0.11277524270072159,284.30638684851914,1556,0.1262367435391205,196.42437294687153,965,0.09106944445766593,87.88201390164762
USDJPY,5,swing,2.0,2518,0.2283558379666402,-0.2020891230388463,-508.86041181181497,1553,-0.2044728195497709,-317.5462887607942,965,-0.19825297725494376,-191.31412305102072
USDJPY,5,rr5,1.0,2408,0.20348837209302326,-0.04862775538354008,-117.09563496356452,1482,-0.054631090122572695,-80.96327556165274,926,-0.03901982656793931,-36.1323594019118
USDJPY,5,rr5,0.0,2463,0.22614697523345514,0.1379802636320295,339.84538932568864,1519,0.14716998314978297,223.55120440452035,944,0.12319299250123766,116.29418492116835
USDJPY,5,rr5,2.0,2382,0.18807724601175482,-0.16845902665603754,-401.2694014946814,1461,-0.19153171720461362,-279.8278388359405,921,-0.13185837422230282,-121.44156265874089
USDJPY,15,swing,1.0,2257,0.35578201151971645,-0.020862743345744544,-47.087211731345434,1397,-0.045535038383006904,-63.61244862106064,860,0.01921539173222696,16.52523688971519
USDJPY,15,swing,0.0,2263,0.3654441007512152,0.0972492844077628,220.0751306147672,1402,0.07928458722913713,111.15699129525026,861,0.12650190397156436,108.91813931951691
USDJPY,15,swing,2.0,2243,0.3437360677663843,-0.11292045528253246,-253.2805811987203,1387,-0.14285424768086752,-198.13884153336323,856,-0.06441792016980966,-55.141739665357065
USDJPY,15,rr5,1.0,2049,0.26939970717423134,0.0007443913081881493,1.525257790477518,1269,-0.034446836356066914,-43.713035335848915,780,0.05799781170041851,45.23829312632644
USDJPY,15,rr5,0.0,2061,0.28626880155264434,0.12519076789961173,258.0181726410998,1278,0.0951808358571645,121.64110822545624,783,0.17417249606084745,136.37706441564356
USDJPY,15,rr5,2.0,2040,0.25882352941176473,-0.100931572258102,-205.90040740652807,1264,-0.13546968328795408,-171.23367967597397,776,-0.04467361820947697,-34.66672773055413
USDJPY,30,swing,1.0,1819,0.3683342495876855,-0.05392253842911994,-98.08509740256918,1130,-0.053034080434788404,-59.9285108913109,689,-0.055379661119387844,-38.156586511258226
USDJPY,30,swing,0.0,1823,0.37849698299506307,0.03093066648680851,56.38660500545191,1133,0.04323484308585903,48.985077216278285,690,0.010726851868367608,7.401527789173649
USDJPY,30,swing,2.0,1817,0.35718216840946615,-0.12071512492023319,-219.3393819800637,1128,-0.12736679321871355,-143.66974275070888,689,-0.10982531092794605,-75.66963922935483
USDJPY,30,rr5,1.0,1730,0.3115606936416185,-0.03991529062310137,-69.05345277796536,1078,-0.02828050758350131,-30.48638717501441,652,-0.05915194110882046,-38.56706560295094
USDJPY,30,rr5,0.0,1734,0.32583621683967706,0.04951969112231025,85.86714440608597,1080,0.06831304654806816,73.77809027191361,654,0.018484792254086172,12.089054134172358
USDJPY,30,rr5,2.0,1728,0.3003472222222222,-0.11218787530383638,-193.86064852502926,1076,-0.1070949834568524,-115.23420219957318,652,-0.12059270908812285,-78.6264463254561
