variant,baseline,qual,sel,t1_mode,runner,max_attempts,n,wr,avg_r,med_r,net_r,pf,maxdd_r,loss_streak,t1_hit_rate,avg_rr_at_t1,t1_fallback_rate,n_long,net_long,n_short,net_short,tr_net,ho_net,tr_avg,ho_avg,r_p10,r_p25,r_p50,r_p75,r_p90,r_max,pct_r_ge2,pct_r_ge3,pct_r_ge5,att1_n,att1_net,att2_n,att2_net,att3_n,att3_net,tod_asia_n,tod_asia_net,tod_london_n,tod_london_net,tod_ny_n,tod_ny_net,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,avg_r_2x,net_r_2x,ho_net_2x,avg_r_3x,net_r_3x,verdict,failed
Qclose-Srecent-T1rr5-Rnone-A3,0,close,recent,rr5,none,3,11644,0.1546,-0.1678,-1.0000,-1953.4671,0.8019,-2037.2950,43,0.1366,5.0000,0.0000,5325,-687.8170,6319,-1265.6501,-1687.0781,-266.3890,-0.1679,-0.1669,-1.0000,-1.0000,-1.0000,-1.0000,4.6401,4.9950,0.1452,0.1403,0.0000,4208,-616.2944,3855,-668.6568,3581,-668.5159,4614,-912.8913,3057,-653.8651,3973,-386.7107,48.2400,-164.7200,-154.5700,-19.9600,-81.6100,46.4300,-120.2800,-95.5700,-103.7400,-183.1200,-180.1000,-206.7600,-58.8800,-131.5800,-97.5600,-183.3000,-90.5600,-124.1700,-51.6600,-0.3207,-3718.3662,-429.7836,-0.4219,-4872.3079,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Srecent-T1rr5-Rchand-A1,0,close,recent,rr5,chand,1,4205,0.1577,-0.1491,-1.0000,-627.1657,0.8232,-657.7271,32,0.1403,5.0000,0.0000,1952,-163.0676,2253,-464.0982,-525.2069,-101.9588,-0.1449,-0.1758,-1.0000,-1.0000,-1.0000,-1.0000,4.3767,10.1628,0.1489,0.1436,0.0326,4205,-627.1657,0,0.0000,0,0.0000,1812,-359.9967,1043,-193.4321,1350,-73.7370,-1.4300,-32.5900,-19.6700,19.5200,-34.0700,8.7800,-11.0500,-7.3300,-50.6600,-84.1800,-75.3200,-95.7600,3.3000,-66.0200,-38.3800,-40.3500,7.6500,-63.0000,-46.6000,-0.2865,-1204.5745,-143.5198,-0.3927,-1650.1167,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Srecent-T1rr5-Rchand-A3,0,close,recent,rr5,chand,3,11614,0.1548,-0.1684,-1.0000,-1955.8767,0.8011,-2047.0735,43,0.1371,5.0000,0.0000,5317,-695.1214,6297,-1260.7553,-1678.9598,-276.9169,-0.1676,-0.1737,-1.0000,-1.0000,-1.0000,-1.0000,4.3162,10.9960,0.1453,0.1407,0.0313,4204,-632.1460,3848,-682.8547,3562,-640.8760,4598,-909.9610,3049,-639.5244,3967,-406.3913,56.6300,-156.9600,-148.2200,-16.6100,-78.8100,64.3900,-111.4600,-108.4500,-107.4300,-192.7400,-171.0000,-215.5500,-74.8200,-125.8500,-108.6500,-183.4300,-95.7800,-134.4700,-46.6600,-0.3202,-3707.6887,-426.6391,-0.4243,-4894.7595,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m1k5-Rsess-A1,0,close,first,m1k5,sess,1,4137,0.2004,-0.1169,-1.0000,-483.6660,0.8541,-559.1414,35,0.1866,3.6365,0.0012,1919,-133.8643,2218,-349.8017,-370.0864,-113.5797,-0.1038,-0.1982,-1.0000,-1.0000,-1.0000,-1.0000,2.6436,19.9252,0.1267,0.0897,0.0416,4137,-483.6660,0,0.0000,0,0.0000,1807,-196.3172,1034,-213.8462,1296,-73.5027,-17.4800,-15.9400,12.0400,35.0500,39.0200,11.4300,-18.2300,-23.6600,-39.9500,-73.7500,-61.0700,-102.0800,12.9000,-53.9100,-17.1600,-57.3000,-2.4100,-80.9600,-30.2100,-0.2872,-1188.1500,-166.8943,-0.3955,-1636.1096,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m1k5-Rsess-A3,0,close,first,m1k5,sess,3,11078,0.2109,-0.1524,-1.0000,-1687.7433,0.8072,-1734.7541,53,0.1981,3.2044,0.0100,5029,-638.3185,6049,-1049.4248,-1460.1598,-227.5835,-0.1531,-0.1480,-1.0000,-1.0000,-1.0000,-1.0000,2.3245,38.8361,0.1136,0.0779,0.0359,4042,-454.0567,3666,-718.9554,3370,-514.7312,4532,-635.2721,2974,-721.1947,3572,-331.2766,-37.3300,-157.5400,-75.7700,-39.2600,6.5700,84.5300,-53.7000,-74.9900,-99.0800,-156.6900,-161.0100,-250.6600,-56.4600,-113.7800,-111.5600,-163.4200,-81.2600,-120.6500,-25.6800,-0.3200,-3544.1005,-384.5410,-0.4226,-4679.3002,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m1k5-Rnone-A1,0,close,first,m1k5,none,1,4209,0.2012,-0.1340,-1.0000,-563.8363,0.8326,-613.3950,35,0.1865,3.6344,0.0012,1953,-197.7252,2256,-366.1112,-455.7027,-108.1337,-0.1256,-0.1864,-1.0000,-1.0000,-1.0000,-1.0000,2.8348,17.3121,0.1397,0.0941,0.0364,4209,-563.8363,0,0.0000,0,0.0000,1811,-239.7242,1045,-232.5246,1353,-91.5875,-4.2600,-23.8800,21.4100,23.5200,9.2800,3.7400,-32.8600,-14.0400,-56.9600,-65.8700,-70.3600,-94.9500,-2.8400,-62.7500,-22.0800,-62.7900,4.5600,-79.0600,-33.6300,-0.3000,-1262.7672,-162.9860,-0.4061,-1709.3246,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m1k5-Rnone-A3,0,close,first,m1k5,none,3,11672,0.2121,-0.1710,-1.0000,-1996.0832,0.7833,-2075.8482,53,0.1982,3.2129,0.0124,5334,-817.4817,6338,-1178.6015,-1717.4405,-278.6427,-0.1707,-0.1731,-1.0000,-1.0000,-1.0000,-1.0000,2.5328,41.2071,0.1253,0.0786,0.0296,4209,-563.8363,3857,-886.2502,3606,-545.9966,4625,-790.4486,3056,-795.2438,3991,-410.3908,5.5300,-134.0200,-92.8300,-23.0200,-47.3900,41.9000,-92.1400,-70.3900,-118.8900,-169.0000,-205.1000,-274.3500,-109.3300,-137.8800,-115.1100,-175.4200,-90.7500,-152.0400,-35.8600,-0.3362,-3923.5616,-438.6236,-0.4366,-5095.6487,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m1k5-Rchand-A1,0,close,first,m1k5,chand,1,4206,0.2009,-0.1376,-1.0000,-578.8516,0.8281,-621.9524,35,0.1864,3.6295,0.0012,1952,-192.7678,2254,-386.0838,-467.8014,-111.0502,-0.1290,-0.1915,-1.0000,-1.0000,-1.0000,-1.0000,2.8182,17.0864,0.1367,0.0932,0.0378,4206,-578.8516,0,0.0000,0,0.0000,1811,-259.6333,1045,-225.2982,1350,-93.9202,-7.9800,-21.8400,16.8800,23.2700,10.2500,6.9600,-23.7700,-14.2500,-59.2400,-71.4700,-70.0500,-99.6500,-3.1000,-66.4000,-25.2000,-62.2200,3.9100,-80.7900,-34.1700,-0.3031,-1274.9535,-166.0617,-0.4087,-1718.9166,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m1k5-Rchand-A3,0,close,first,m1k5,chand,3,11644,0.2116,-0.1736,-1.0000,-2021.2977,0.7801,-2109.0737,53,0.1977,3.1994,0.0104,5326,-801.6033,6318,-1219.6944,-1742.4686,-278.8291,-0.1736,-0.1734,-1.0000,-1.0000,-1.0000,-1.0000,2.5060,40.0546,0.1232,0.0785,0.0308,4205,-586.3221,3853,-867.4315,3586,-567.5441,4607,-817.7663,3050,-778.6753,3987,-424.8562,7.9400,-144.3200,-101.8500,-43.0100,-44.5400,55.8600,-88.7400,-69.7600,-122.9800,-176.2700,-193.2200,-277.9600,-91.7400,-142.2800,-124.2800,-185.3200,-96.0100,-151.4900,-31.3300,-0.3375,-3930.0513,-436.3085,-0.4381,-5100.4614,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m15k2-Rsess-A1,0,close,first,m15k2,sess,1,4132,0.1355,-0.0860,-1.0000,-355.3468,0.9007,-465.3259,48,0.1029,6.5643,0.0000,1918,-16.3485,2214,-338.9983,-251.3850,-103.9618,-0.0706,-0.1821,-1.0000,-1.0000,-1.0000,-1.0000,3.0895,28.3843,0.1193,0.1012,0.0641,4132,-355.3468,0,0.0000,0,0.0000,1807,-215.3550,1033,-158.2670,1292,18.2753,-49.4100,7.3100,6.0800,27.3400,34.6100,21.3900,21.3600,-6.9800,-22.1400,-75.8200,-48.8700,-103.7500,42.5300,-42.9400,-35.6900,-26.4100,28.0500,-94.8700,-37.1400,-0.2618,-1081.6441,-158.5879,-0.3727,-1540.1687,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m15k2-Rsess-A3,0,close,first,m15k2,sess,3,10957,0.1279,-0.1179,-1.0000,-1292.2824,0.8650,-1339.7901,76,0.0970,6.6865,0.0003,4962,-395.6046,5995,-896.6778,-1138.0103,-154.2721,-0.1205,-0.1022,-1.0000,-1.0000,-1.0000,-1.0000,2.6686,43.5229,0.1111,0.0948,0.0627,4021,-328.3283,3624,-664.5683,3312,-299.3858,4480,-458.1100,2946,-636.6582,3531,-197.5142,-68.1500,-150.5700,-119.2900,-78.0900,9.5800,125.1800,-15.4400,-24.1400,-42.4600,-126.4000,-128.6900,-181.2800,0.3000,-83.7000,-109.3200,-145.5300,-64.0600,-82.5100,-7.7000,-0.2884,-3159.9000,-301.1513,-0.3952,-4330.3136,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m15k2-Rnone-A1,0,close,first,m15k2,none,1,4209,0.1361,-0.0970,-1.0000,-408.3812,0.8879,-496.2576,48,0.1024,6.5536,0.0000,1953,-72.2939,2256,-336.0873,-298.0459,-110.3353,-0.0821,-0.1902,-1.0000,-1.0000,-1.0000,-1.0000,3.3517,25.8823,0.1214,0.1053,0.0665,4209,-408.3812,0,0.0000,0,0.0000,1811,-260.0199,1045,-150.3653,1353,2.0040,-41.6200,-4.3300,19.0900,16.0100,7.1400,16.6100,16.2200,15.5300,-33.4800,-66.0000,-54.7200,-94.2600,27.0200,-48.3200,-44.0100,-28.9500,36.6500,-103.1500,-43.8400,-0.2709,-1140.3055,-166.0989,-0.3806,-1601.9488,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m15k2-Rnone-A3,0,close,first,m15k2,none,3,11506,0.1292,-0.1387,-1.0000,-1595.5147,0.8410,-1660.7634,76,0.0953,6.6329,0.0003,5248,-546.6952,6258,-1048.8195,-1435.6526,-159.8622,-0.1447,-0.1008,-1.0000,-1.0000,-1.0000,-1.0000,2.9015,47.0657,0.1127,0.0985,0.0633,4209,-408.3812,3804,-791.8184,3493,-395.3151,4518,-553.6912,3020,-728.7787,3968,-313.0448,-52.0700,-136.2400,-139.4400,-90.7200,-28.8100,88.5500,-33.9600,-1.5100,-89.9400,-141.4000,-157.0400,-191.5300,-31.7700,-115.1100,-144.2600,-170.4100,-54.0300,-100.5000,-5.3300,-0.3043,-3501.6291,-312.8452,-0.4083,-4697.7204,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m15k2-Rchand-A1,0,close,first,m15k2,chand,1,4205,0.1358,-0.0999,-1.0000,-420.2160,0.8846,-507.9129,48,0.1020,6.5631,0.0000,1951,-74.4335,2254,-345.7825,-312.0015,-108.2145,-0.0861,-0.1866,-1.0000,-1.0000,-1.0000,-1.0000,3.2918,27.5313,0.1203,0.1046,0.0656,4205,-420.2160,0,0.0000,0,0.0000,1811,-277.0715,1045,-141.9105,1349,-1.2340,-44.6000,-7.8500,14.5300,19.3400,10.8600,18.7000,15.7200,18.9600,-34.8400,-64.7200,-57.3300,-100.5200,27.4000,-51.9000,-45.1100,-30.6200,37.0300,-100.4600,-44.7800,-0.2730,-1148.1298,-164.0595,-0.3823,-1607.5588,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1m15k2-Rchand-A3,0,close,first,m15k2,chand,3,11492,0.1292,-0.1401,-1.0000,-1609.8319,0.8394,-1672.6922,76,0.0954,6.6227,0.0003,5242,-542.2072,6250,-1067.6246,-1451.1233,-158.7086,-0.1465,-0.1001,-1.0000,-1.0000,-1.0000,-1.0000,2.9078,45.5934,0.1120,0.0982,0.0634,4204,-422.4781,3800,-791.1178,3488,-396.2359,4515,-588.6876,3024,-685.2656,3953,-335.8786,-53.2700,-141.1600,-140.9900,-85.3000,-33.7300,94.9900,-33.2900,-18.7200,-82.9200,-142.6300,-148.6100,-188.2900,-34.7900,-121.0600,-145.6900,-175.6700,-56.7800,-94.9500,-6.9800,-0.3059,-3515.2089,-311.2488,-0.4097,-4708.0647,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr3-Rsess-A1,0,close,first,rr3,sess,1,4137,0.2246,-0.1505,-1.0000,-622.6837,0.8062,-633.9643,28,0.2175,3.0000,0.0000,1919,-129.6115,2218,-493.0722,-519.7267,-102.9571,-0.1458,-0.1800,-1.0000,-1.0000,-1.0000,-1.0000,2.2516,17.3512,0.1919,0.0566,0.0169,4137,-622.6837,0,0.0000,0,0.0000,1806,-317.0063,1033,-202.8697,1298,-102.8078,-15.9700,-28.2200,1.1500,-24.2000,15.5100,11.1900,-8.6100,-49.7900,-55.0100,-77.6900,-81.8700,-93.5700,-6.9000,-40.8500,-35.9000,-28.9800,-6.0700,-62.0800,-34.8100,-0.2988,-1235.4449,-148.4389,-0.3932,-1625.0524,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr3-Rsess-A3,0,close,first,rr3,sess,3,11069,0.2219,-0.1594,-1.0000,-1764.5561,0.7954,-1770.6326,31,0.2156,3.0000,0.0000,5023,-545.1530,6046,-1219.4031,-1579.9271,-184.6290,-0.1656,-0.1208,-1.0000,-1.0000,-1.0000,-1.0000,2.2427,20.6070,0.1851,0.0551,0.0169,4033,-617.7030,3662,-654.0632,3374,-492.7898,4535,-792.2987,2966,-566.3578,3568,-405.8995,-30.5800,-182.3600,-106.4600,-53.3000,-4.9500,43.1600,-82.4600,-116.2700,-119.7500,-165.6100,-204.4800,-214.7000,-55.5700,-77.0900,-77.6900,-131.8100,-63.8600,-87.5300,-33.2400,-0.3178,-3504.4320,-340.1877,-0.4162,-4578.3951,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr3-Rnone-A1,0,close,first,rr3,none,1,4208,0.2248,-0.1713,-1.0000,-720.9556,0.7793,-732.1815,28,0.2179,3.0000,0.0000,1953,-190.5025,2255,-530.4530,-617.1601,-103.7955,-0.1701,-0.1790,-1.0000,-1.0000,-1.0000,-1.0000,2.7822,2.9950,0.2189,0.0000,0.0000,4208,-720.9556,0,0.0000,0,0.0000,1811,-366.9230,1044,-213.4416,1353,-140.5909,-3.4000,-45.9900,13.3700,-18.7100,-12.8500,4.5700,-25.7500,-46.0400,-72.4700,-77.0000,-97.1200,-87.8800,-19.5500,-47.8900,-46.2300,-34.2200,0.8100,-63.4700,-41.1400,-0.3111,-1309.0244,-151.7151,-0.4033,-1697.0631,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr3-Rnone-A3,0,close,first,rr3,none,3,11780,0.2239,-0.1760,-1.0000,-2072.8434,0.7736,-2097.6485,31,0.2174,3.0000,0.0000,5405,-716.2752,6375,-1356.5682,-1884.6220,-188.2214,-0.1855,-0.1162,-1.0000,-1.0000,-1.0000,-1.0000,2.7745,2.9950,0.2181,0.0000,0.0000,4208,-720.9556,3897,-752.2069,3675,-599.6809,4689,-977.9495,3076,-625.4456,4015,-469.4483,-44.0700,-176.4400,-96.1700,-53.6000,-61.5800,20.4000,-113.0100,-126.9300,-151.1100,-184.3600,-233.0400,-245.1700,-95.9700,-106.7700,-90.1200,-126.6700,-84.2000,-77.5200,-26.5000,-0.3336,-3916.6110,-357.1642,-0.4289,-5008.5907,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr3-Rchand-A1,0,close,first,rr3,chand,1,4206,0.2244,-0.1735,-1.0000,-729.5629,0.7766,-738.1839,28,0.2173,3.0000,0.0000,1952,-199.7077,2254,-529.8552,-624.3090,-105.2540,-0.1722,-0.1815,-1.0000,-1.0000,-1.0000,-1.0000,2.6818,6.5438,0.2097,0.0535,0.0017,4206,-729.5629,0,0.0000,0,0.0000,1811,-388.2662,1044,-215.3245,1351,-125.9722,-7.9100,-42.4400,6.1800,-17.8800,-10.3100,5.0600,-17.2500,-41.7400,-73.4600,-81.9500,-91.2400,-91.8000,-24.5000,-53.0500,-46.8000,-35.2200,-1.4900,-64.0100,-39.7500,-0.3150,-1325.0683,-153.8302,-0.4068,-1710.8056,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr3-Rchand-A3,0,close,first,rr3,chand,3,11722,0.2250,-0.1726,-1.0000,-2023.6547,0.7775,-2059.0393,31,0.2181,3.0000,0.0000,5375,-661.1301,6347,-1362.5246,-1820.8706,-202.7841,-0.1801,-0.1257,-1.0000,-1.0000,-1.0000,-1.0000,2.6621,9.3960,0.2076,0.0524,0.0028,4205,-733.6074,3883,-744.4546,3634,-545.5927,4647,-952.0169,3068,-606.2910,4007,-465.3468,-15.9600,-175.5000,-111.1700,-40.3900,-43.9900,30.7000,-106.4100,-125.9800,-146.5100,-196.2400,-218.4200,-246.7700,-87.6500,-108.6900,-86.8600,-141.0200,-73.1200,-97.5700,-32.0900,-0.3304,-3861.6598,-382.1970,-0.4294,-4999.9249,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr5-Rsess-A1,0,close,first,rr5,sess,1,4132,0.1624,-0.1114,-1.0000,-460.4259,0.8672,-497.0713,32,0.1416,5.0000,0.0000,1918,-70.8268,2214,-389.5991,-366.0377,-94.3883,-0.1028,-0.1653,-1.0000,-1.0000,-1.0000,-1.0000,3.7563,18.9512,0.1513,0.1459,0.0428,4132,-460.4259,0,0.0000,0,0.0000,1806,-249.9471,1033,-165.5917,1293,-44.8871,-1.4100,-13.2000,-21.0900,14.1400,-1.7100,18.5000,13.0300,-22.1400,-27.5200,-86.1200,-55.0000,-92.5700,17.2100,-55.3600,-18.0700,-34.7300,3.6900,-59.7300,-38.3500,-0.2589,-1069.3689,-139.1484,-0.3666,-1514.1173,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr5-Rsess-A3,0,close,first,rr5,sess,3,10964,0.1560,-0.1396,-1.0000,-1531.0863,0.8348,-1589.6933,45,0.1366,5.0000,0.0000,4968,-485.8038,5996,-1045.2825,-1330.9841,-200.1022,-0.1408,-0.1325,-1.0000,-1.0000,-1.0000,-1.0000,3.7251,24.1047,0.1454,0.1406,0.0432,4023,-432.9811,3627,-627.1220,3314,-470.9832,4489,-617.1429,2953,-625.6430,3522,-288.3004,26.5800,-150.7400,-151.1100,-28.5400,-45.8200,71.4300,-55.7700,-91.0400,-85.3800,-146.6800,-148.6000,-187.4700,-11.8000,-105.7400,-78.2100,-142.0800,-72.3000,-92.6000,-35.2000,-0.2926,-3202.6434,-340.8156,-0.3948,-4317.5774,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr5-Rnone-A1,0,close,first,rr5,none,1,4208,0.1628,-0.1285,-1.0000,-540.7388,0.8467,-586.6098,32,0.1414,5.0000,0.0000,1953,-126.4417,2255,-414.2970,-440.7326,-100.0062,-0.1215,-0.1724,-1.0000,-1.0000,-1.0000,-1.0000,4.6802,4.9950,0.1514,0.1457,0.0000,4208,-540.7388,0,0.0000,0,0.0000,1811,-290.4652,1044,-183.8642,1353,-66.4094,18.2000,-29.1500,-9.0300,12.8400,-39.1700,10.6200,5.0900,-9.3200,-41.8000,-86.0500,-62.6500,-83.0900,-0.3600,-63.9900,-23.1200,-39.7400,7.1900,-61.6500,-45.5500,-0.2680,-1127.3633,-142.4556,-0.3728,-1568.0215,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr5-Rnone-A3,0,close,first,rr5,none,3,11595,0.1578,-0.1555,-1.0000,-1803.2399,0.8156,-1888.7732,45,0.1373,5.0000,0.0000,5298,-599.6701,6297,-1203.5698,-1576.9975,-226.2424,-0.1576,-0.1424,-1.0000,-1.0000,-1.0000,-1.0000,4.6557,4.9950,0.1464,0.1413,0.0000,4208,-540.7388,3833,-744.3096,3554,-518.1915,4571,-776.9449,3049,-651.5032,3975,-374.7919,48.9400,-157.9600,-168.1900,-28.5700,-62.0000,39.3600,-99.4400,-77.3500,-97.0600,-160.0000,-172.0800,-190.3600,-37.8400,-146.0500,-105.1200,-163.2700,-74.6800,-104.6500,-46.9100,-0.3048,-3519.1508,-377.3759,-0.4030,-4636.2992,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr5-Rchand-A1,0,close,first,rr5,chand,1,4205,0.1624,-0.1327,-1.0000,-557.8759,0.8418,-597.2191,32,0.1413,5.0000,0.0000,1952,-137.9577,2253,-419.9181,-458.0456,-99.8302,-0.1264,-0.1721,-1.0000,-1.0000,-1.0000,-1.0000,4.3954,8.1438,0.1510,0.1455,0.0323,4205,-557.8759,0,0.0000,0,0.0000,1811,-306.1027,1043,-182.5847,1351,-69.1884,9.5000,-27.3300,-15.4000,11.7900,-33.5100,14.5800,7.1900,-11.0000,-40.9800,-88.0500,-64.4500,-87.5300,-0.5100,-67.5400,-24.4600,-40.3500,6.2700,-62.7100,-43.3800,-0.2738,-1151.2181,-140.3651,-0.3784,-1590.1788,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qclose-Sfirst-T1rr5-Rchand-A3,0,close,first,rr5,chand,3,11567,0.1579,-0.1552,-1.0000,-1795.2472,0.8159,-1887.3556,45,0.1379,5.0000,0.0000,5292,-603.6828,6275,-1191.5644,-1560.9469,-234.3003,-0.1564,-0.1476,-1.0000,-1.0000,-1.0000,-1.0000,4.3520,10.9960,0.1466,0.1417,0.0319,4204,-562.8562,3827,-731.5789,3536,-500.8121,4554,-758.7097,3044,-644.6540,3969,-391.8835,56.8800,-151.5400,-160.0300,-34.2100,-68.7700,69.0900,-90.5200,-93.5000,-98.8400,-164.1300,-164.8700,-197.0900,-41.9700,-145.3600,-110.6000,-165.5000,-81.6600,-112.3300,-40.3100,-0.3030,-3494.2344,-373.2207,-0.4050,-4653.3151,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m1k5-Rsess-A1,0,fullcandle,recent,m1k5,sess,1,4110,0.1893,-0.1166,-1.0000,-479.2733,0.8565,-553.2869,33,0.1764,3.8578,0.0002,1907,-55.3967,2203,-423.8765,-372.9305,-106.3428,-0.1053,-0.1869,-1.0000,-1.0000,-1.0000,-1.0000,2.6888,22.3000,0.1268,0.0925,0.0448,4110,-479.2733,0,0.0000,0,0.0000,1784,-206.2637,1034,-207.8971,1292,-65.1125,-17.8000,-21.0000,5.4400,35.9100,42.3300,22.0900,-39.3700,-20.1800,-46.0100,-73.1300,-64.1300,-97.4200,24.6000,-56.9600,-3.2000,-64.0800,-14.1300,-65.0100,-27.2100,-0.2923,-1201.4257,-161.4576,-0.4013,-1649.3879,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m1k5-Rsess-A3,0,fullcandle,recent,m1k5,sess,3,11050,0.2024,-0.1540,-1.0000,-1701.1714,0.8073,-1770.2488,53,0.1905,3.3666,0.0073,5014,-616.3997,6036,-1084.7717,-1492.6503,-208.5211,-0.1569,-0.1358,-1.0000,-1.0000,-1.0000,-1.0000,2.3868,38.8361,0.1144,0.0806,0.0376,4023,-455.4551,3663,-679.3174,3364,-566.3989,4502,-655.7036,2998,-713.7189,3550,-331.7489,-37.4100,-132.8500,-62.7200,-6.9600,7.2600,66.9400,-71.3100,-76.3000,-110.8500,-156.2300,-157.6500,-246.9100,-79.9400,-102.7300,-104.0400,-220.9600,-83.3800,-119.0500,-6.0900,-0.3249,-3588.9756,-371.1775,-0.4303,-4753.2919,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m1k5-Rnone-A1,0,fullcandle,recent,m1k5,none,1,4177,0.1891,-0.1454,-1.0000,-607.1481,0.8212,-641.4384,33,0.1757,3.8581,0.0002,1937,-166.7288,2240,-440.4194,-487.3513,-119.7968,-0.1353,-0.2080,-1.0000,-1.0000,-1.0000,-1.0000,2.8792,17.3121,0.1386,0.0955,0.0397,4177,-607.1481,0,0.0000,0,0.0000,1789,-267.7465,1043,-251.5659,1345,-87.8358,-3.9300,-28.2800,12.6200,21.1100,9.5500,6.9000,-52.4700,-17.4500,-64.6900,-64.9700,-78.7000,-93.3800,12.6500,-68.2000,-24.7800,-53.3200,-9.7200,-77.7800,-32.3000,-0.3146,-1314.1119,-174.6255,-0.4197,-1753.0263,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m1k5-Rnone-A3,0,fullcandle,recent,m1k5,none,3,11604,0.2039,-0.1713,-1.0000,-1987.2782,0.7852,-2086.1723,53,0.1910,3.3725,0.0097,5302,-788.7514,6302,-1198.5268,-1737.7737,-249.5044,-0.1737,-0.1558,-1.0000,-1.0000,-1.0000,-1.0000,2.5721,41.2071,0.1267,0.0814,0.0323,4177,-607.1481,3844,-786.1422,3583,-593.9879,4585,-811.5513,3066,-787.7838,3953,-387.9432,2.3300,-129.6000,-67.3400,15.3400,-65.4500,40.1600,-94.4400,-70.2800,-134.1700,-171.3700,-197.3400,-276.7400,-129.0200,-140.4400,-120.1600,-199.2600,-96.6500,-145.8600,-7.0000,-0.3385,-3928.3332,-415.9913,-0.4418,-5125.7621,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m1k5-Rchand-A1,0,fullcandle,recent,m1k5,chand,1,4174,0.1890,-0.1452,-1.0000,-606.0473,0.8214,-640.8669,33,0.1756,3.8531,0.0002,1936,-153.8177,2238,-452.2296,-488.4245,-117.6228,-0.1357,-0.2042,-1.0000,-1.0000,-1.0000,-1.0000,2.8712,17.0864,0.1349,0.0963,0.0417,4174,-606.0473,0,0.0000,0,0.0000,1789,-276.5879,1043,-242.3250,1342,-87.1344,-5.2100,-25.7300,9.2000,23.7800,11.8800,11.6100,-45.4100,-19.2200,-66.1700,-70.8700,-78.4100,-97.4100,15.2600,-71.5600,-26.5000,-53.6700,-6.4200,-77.9400,-33.2700,-0.3146,-1313.3363,-173.6005,-0.4198,-1752.1746,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
