entry_ts,exit_ts,side,r,year
2008-01-21 20:00:00-05:00,2008-01-21 22:00:00-05:00,-1,-1.0150052975224297,2008
2008-03-19 21:00:00-04:00,2008-03-19 22:00:00-04:00,-1,-1.0094591348921989,2008
2008-03-20 06:00:00-04:00,2008-03-20 08:00:00-04:00,-1,-1.0083071117544908,2008
2008-03-24 08:00:00-04:00,2008-03-24 08:00:00-04:00,-1,-1.015458983954919,2008
2008-03-24 14:00:00-04:00,2008-03-25 02:00:00-04:00,-1,-1.0167375952587487,2008
2008-03-28 09:00:00-04:00,2008-03-31 11:00:00-04:00,-1,1.9840684033492373,2008
2008-03-31 12:00:00-04:00,2008-04-01 03:00:00-04:00,-1,1.98623717064951,2008
2008-04-01 11:00:00-04:00,2008-04-01 12:00:00-04:00,-1,-1.0112167545149875,2008
2008-04-08 09:00:00-04:00,2008-04-08 20:00:00-04:00,-1,-1.016341726823168,2008
2008-04-09 04:00:00-04:00,2008-04-09 08:00:00-04:00,-1,-1.0167188099696445,2008
2008-04-23 10:00:00-04:00,2008-04-24 12:00:00-04:00,-1,1.9849117006481412,2008
2008-04-25 04:00:00-04:00,2008-04-25 07:00:00-04:00,-1,-1.0149345994410564,2008
2008-04-29 09:00:00-04:00,2008-04-30 04:00:00-04:00,-1,1.982252976870228,2008
2008-04-30 11:00:00-04:00,2008-04-30 14:00:00-04:00,-1,-1.0185966183262398,2008
2008-05-01 05:00:00-04:00,2008-05-01 10:00:00-04:00,-1,1.9847126510124213,2008
2008-05-07 07:00:00-04:00,2008-05-08 08:00:00-04:00,-1,-1.0194530150481758,2008
2008-05-15 13:00:00-04:00,2008-05-15 18:00:00-04:00,-1,-1.0177826985167684,2008
2008-05-29 09:00:00-04:00,2008-05-30 03:00:00-04:00,-1,1.984923094672477,2008
2008-06-03 10:00:00-04:00,2008-06-04 08:00:00-04:00,-1,-1.0157748611812218,2008
2008-06-05 11:00:00-04:00,2008-06-05 12:00:00-04:00,-1,-1.0167063745714453,2008
2008-06-09 13:00:00-04:00,2008-06-10 09:00:00-04:00,-1,1.9848404956498813,2008
2008-07-23 10:00:00-04:00,2008-07-29 10:00:00-04:00,-1,1.6496626624979496,2008
2008-07-30 06:00:00-04:00,2008-07-30 09:00:00-04:00,-1,1.979592850754532,2008
2008-07-31 10:00:00-04:00,2008-08-01 08:00:00-04:00,-1,1.9848847296338161,2008
2008-08-04 06:00:00-04:00,2008-08-04 20:00:00-04:00,-1,1.9837070787783995,2008
2008-08-06 12:00:00-04:00,2008-08-06 22:00:00-04:00,-1,-1.0156439597991043,2008
2008-08-07 21:00:00-04:00,2008-08-08 09:00:00-04:00,-1,1.9823731016596873,2008
2008-08-08 10:00:00-04:00,2008-08-10 18:00:00-04:00,-1,-1.0164669629765397,2008
2008-08-11 12:00:00-04:00,2008-08-11 12:00:00-04:00,-1,1.986200309113076,2008
2008-08-11 13:00:00-04:00,2008-08-11 21:00:00-04:00,-1,1.98661713844163,2008
2008-08-14 20:00:00-04:00,2008-08-15 04:00:00-04:00,-1,1.9877240101282256,2008
2008-08-15 10:00:00-04:00,2008-08-17 20:00:00-04:00,-1,-1.0101537722588347,2008
2008-08-20 09:00:00-04:00,2008-08-21 02:00:00-04:00,-1,-1.0126288693757604,2008
2008-08-22 08:00:00-04:00,2008-08-22 12:00:00-04:00,-1,-1.0141055833578647,2008
2008-08-26 05:00:00-04:00,2008-08-26 09:00:00-04:00,-1,-1.0163692679094025,2008
2008-08-27 09:00:00-04:00,2008-08-28 03:00:00-04:00,-1,-1.0156461733541586,2008
2008-09-02 03:00:00-04:00,2008-09-02 08:00:00-04:00,-1,1.9816483895264965,2008
2008-09-02 09:00:00-04:00,2008-09-02 12:00:00-04:00,-1,-1.0158395222249157,2008
2008-09-05 10:00:00-04:00,2008-09-09 08:00:00-04:00,-1,1.9871202720198549,2008
2008-09-09 09:00:00-04:00,2008-09-09 20:00:00-04:00,-1,1.9891877458612572,2008
2008-09-10 11:00:00-04:00,2008-09-11 04:00:00-04:00,-1,1.9892619705684622,2008
2008-10-03 09:00:00-04:00,2008-10-06 06:00:00-04:00,-1,-1.0075359629256837,2008
2008-10-07 10:00:00-04:00,2008-10-08 02:00:00-04:00,-1,-1.0071000977961295,2008
2008-10-22 10:00:00-04:00,2008-10-22 15:00:00-04:00,-1,1.99039588977488,2008
2008-10-30 12:00:00-04:00,2008-11-04 10:00:00-05:00,-1,-1.0076125062223964,2008
2008-11-06 11:00:00-05:00,2008-11-10 08:00:00-05:00,-1,-1.0087717692429734,2008
2008-11-10 10:00:00-05:00,2008-11-11 10:00:00-05:00,-1,1.9905539182347165,2008
2008-11-12 11:00:00-05:00,2008-11-13 14:00:00-05:00,-1,-1.0119691425098147,2008
2008-12-04 13:00:00-05:00,2008-12-05 10:00:00-05:00,-1,1.9892780690827996,2008
2008-12-08 10:00:00-05:00,2008-12-10 01:00:00-05:00,-1,-1.0097900335755585,2008
2009-01-07 10:00:00-05:00,2009-01-08 09:00:00-05:00,-1,-1.0113966099544929,2009
2009-01-09 13:00:00-05:00,2009-01-12 08:00:00-05:00,-1,1.9886031641580415,2009
2009-01-14 11:00:00-05:00,2009-01-15 08:00:00-05:00,-1,-1.0127939834901984,2009
2009-01-15 10:00:00-05:00,2009-01-15 14:00:00-05:00,-1,-1.0128045250077942,2009
2009-02-27 12:00:00-05:00,2009-03-01 18:00:00-05:00,-1,-1.0093002041192627,2009
2009-03-02 10:00:00-05:00,2009-03-03 09:00:00-05:00,-1,1.9899767111061528,2009
2009-03-03 10:00:00-05:00,2009-03-05 11:00:00-05:00,-1,-1.009315874574305,2009
2009-03-09 11:00:00-04:00,2009-03-10 10:00:00-04:00,-1,1.9885325217682654,2009
2009-03-10 12:00:00-04:00,2009-03-11 04:00:00-04:00,-1,-1.0118701100307592,2009
2009-03-12 09:00:00-04:00,2009-03-12 09:00:00-04:00,-1,-1.012270697999983,2009
2009-03-17 19:00:00-04:00,2009-03-18 09:00:00-04:00,-1,1.984034164112133,2009
2009-03-18 11:00:00-04:00,2009-03-18 14:00:00-04:00,-1,-1.0145320184594544,2009
2009-03-30 07:00:00-04:00,2009-03-30 09:00:00-04:00,-1,-1.0152435791393608,2009
2009-03-30 12:00:00-04:00,2009-03-31 08:00:00-04:00,-1,-1.0136364498747819,2009
2009-04-02 10:00:00-04:00,2009-04-05 20:00:00-04:00,-1,1.9850101930687132,2009
2009-04-06 10:00:00-04:00,2009-04-07 05:00:00-04:00,-1,-1.0118544968745362,2009
2009-04-08 10:00:00-04:00,2009-04-08 11:00:00-04:00,-1,-1.014826924663751,2009
2009-04-09 09:00:00-04:00,2009-04-09 12:00:00-04:00,-1,-1.016185875782552,2009
2009-04-14 10:00:00-04:00,2009-04-15 06:00:00-04:00,-1,-1.022879744065193,2009
2009-04-15 09:00:00-04:00,2009-04-16 12:00:00-04:00,-1,1.9820419126143853,2009
2009-06-10 10:00:00-04:00,2009-06-11 13:00:00-04:00,-1,-1.0173909361465314,2009
2009-06-18 11:00:00-04:00,2009-06-22 08:00:00-04:00,-1,1.98136951858836,2009
2009-06-22 09:00:00-04:00,2009-06-23 12:00:00-04:00,-1,-1.0194527518031853,2009
2009-06-24 10:00:00-04:00,2009-06-25 20:00:00-04:00,-1,-1.018556168715913,2009
2009-07-07 10:00:00-04:00,2009-07-07 13:00:00-04:00,-1,-1.0231867928028193,2009
2009-07-08 12:00:00-04:00,2009-07-09 04:00:00-04:00,-1,-1.018918207540962,2009
2009-07-13 10:00:00-04:00,2009-07-13 11:00:00-04:00,-1,-1.020512857102086,2009
