entry_ts,side,entry,sl,t1,exit_ts,r,attempt,zone,mfe_r,mae_r,sess_date,sig_ts,exit_px,exit_reason,t1_hit,t1_fallback,risk,rr_t1_planned,year
2008-01-01 19:07:00-05:00,short,836.2580,836.4390,832.9370,2008-01-01 19:15:00-05:00,-1.0000,1,PDH,1.7762,1.1557,2008-01-02,2008-01-01 19:06:00-05:00,836.4390,sl,0,0,0.4110,8.0803,2008
2008-01-01 19:17:00-05:00,short,834.8320,836.1200,832.9370,2008-01-01 19:24:00-05:00,-1.0000,2,PDH,0.5744,0.9282,2008-01-02,2008-01-01 19:16:00-05:00,836.1200,sl,0,0,1.5180,1.2484,2008
2008-01-01 19:29:00-05:00,short,834.7520,836.2530,829.5590,2008-01-01 19:32:00-05:00,-1.0000,3,PDH,0.4656,0.8972,2008-01-02,2008-01-01 19:28:00-05:00,836.2530,sl,0,1,1.7310,3.0000,2008
2008-01-03 03:33:00-05:00,short,862.2250,862.6130,856.3580,2008-01-03 04:09:00-05:00,-1.0000,1,PDH,2.9304,0.8657,2008-01-03,2008-01-03 03:32:00-05:00,862.6130,sl,0,0,0.6180,9.4935,2008
2008-01-03 04:12:00-05:00,short,862.5720,862.9480,860.6500,2008-01-03 04:12:00-05:00,-1.0000,2,PDH,0.7261,0.6782,2008-01-03,2008-01-03 04:11:00-05:00,862.9480,sl,0,0,0.6060,3.1716,2008
2008-01-03 04:15:00-05:00,short,864.1350,864.9390,860.6500,2008-01-03 04:36:00-05:00,-1.0986,3,PDH,0.9807,0.8762,2008-01-03,2008-01-03 04:14:00-05:00,865.0410,sl,0,0,1.0340,3.3704,2008
2008-01-08 02:36:00-05:00,short,865.6820,865.9150,863.7620,2008-01-08 02:50:00-05:00,-1.0000,1,PDH,1.5486,2.2937,2008-01-08,2008-01-08 02:35:00-05:00,865.9150,sl,0,0,0.4630,4.1469,2008
2008-01-08 02:58:00-05:00,short,866.8430,867.2620,865.0540,2008-01-08 03:12:00-05:00,-1.0000,2,PDH,1.4345,0.6564,2008-01-08,2008-01-08 02:56:00-05:00,867.2620,sl,0,0,0.6490,2.7565,2008
2008-01-08 03:23:00-05:00,short,872.6170,873.1900,865.9120,2008-01-08 03:31:00-05:00,-1.0000,3,PDH,1.4956,0.8381,2008-01-08,2008-01-08 03:22:00-05:00,873.1900,sl,0,0,0.8030,8.3499,2008
2008-01-08 18:40:00-05:00,short,880.7640,880.9540,877.8370,2008-01-08 18:51:00-05:00,-1.0000,1,PDH,2.0881,0.4952,2008-01-09,2008-01-08 18:39:00-05:00,880.9540,sl,0,0,0.4200,6.9690,2008
2008-01-08 18:53:00-05:00,short,880.7550,881.0510,879.8870,2008-01-08 18:58:00-05:00,-1.0000,2,PDH,0.6407,2.7947,2008-01-09,2008-01-08 18:52:00-05:00,881.0510,sl,0,0,0.5260,1.6502,2008
2008-01-08 19:02:00-05:00,short,882.7220,882.9320,880.1800,2008-01-08 19:05:00-05:00,-1.0000,3,PDH,1.1114,1.1432,2008-01-09,2008-01-08 19:01:00-05:00,882.9320,sl,0,0,0.4400,5.7773,2008
2008-01-10 07:52:00-05:00,long,869.2740,868.6230,874.8840,2008-01-10 07:59:00-05:00,-1.0000,1,PDL,0.7582,0.7582,2008-01-10,2008-01-10 07:51:00-05:00,868.6230,sl,0,0,0.8810,6.3678,2008
2008-01-10 08:02:00-05:00,long,866.6250,866.1510,874.8840,2008-01-10 16:55:00-05:00,16.4483,2,PDL,39.9389,0.0000,2008-01-10,2008-01-10 08:01:00-05:00,892.6370,sessend_runner,1,0,0.7040,11.7315,2008
2008-01-10 18:42:00-05:00,short,896.9770,897.2910,893.1650,2008-01-11 10:37:00-05:00,5.1831,1,PDH,17.4540,0.2022,2008-01-11,2008-01-10 18:41:00-05:00,896.9770,runner_stop,1,0,0.5440,7.0074,2008
2008-01-11 10:40:00-05:00,short,896.6570,896.8940,892.6810,2008-01-11 10:40:00-05:00,-1.0000,2,PDH,0.6681,1.5075,2008-01-11,2008-01-11 10:39:00-05:00,896.8940,sl,0,0,0.4670,8.5139,2008
2008-01-11 10:42:00-05:00,short,896.7060,897.5230,892.6810,2008-01-11 10:55:00-05:00,-1.0000,3,PDH,1.6504,0.8042,2008-01-11,2008-01-11 10:41:00-05:00,897.5230,sl,0,0,1.0470,3.8443,2008
2008-01-13 18:42:00-05:00,short,897.6470,898.0470,894.9950,2008-01-13 18:42:00-05:00,-1.0000,1,PDH,0.0000,0.8746,2008-01-14,2008-01-13 18:41:00-05:00,898.0470,sl,0,0,0.6300,4.2095,2008
2008-01-13 18:44:00-05:00,short,897.9450,898.2700,894.9950,2008-01-14 01:25:00-05:00,3.8378,2,PDH,11.3351,0.3063,2008-01-14,2008-01-13 18:43:00-05:00,897.9450,runner_stop,1,0,0.5550,5.3153,2008
2008-01-14 01:30:00-05:00,short,897.6260,898.0440,896.7810,2008-01-14 01:35:00-05:00,-1.0000,3,PDH,0.3472,0.9907,2008-01-14,2008-01-14 01:29:00-05:00,898.0440,sl,0,0,0.6480,1.3040,2008
2008-01-15 15:49:00-05:00,long,891.5980,891.2930,895.1170,2008-01-15 16:07:00-05:00,-1.0505,1,PDL,1.3963,0.9738,2008-01-15,2008-01-15 15:48:00-05:00,891.2660,sl,0,0,0.5350,6.5776,2008
2008-01-15 16:13:00-05:00,long,889.6600,889.3740,892.3390,2008-01-15 16:17:00-05:00,-1.0000,2,PDL,1.4264,0.5814,2008-01-15,2008-01-15 16:12:00-05:00,889.3740,sl,0,0,0.5160,5.1919,2008
2008-01-15 16:18:00-05:00,long,889.8600,889.3600,892.3390,2008-01-15 16:20:00-05:00,-1.1740,3,PDL,0.6438,1.9781,2008-01-15,2008-01-15 16:17:00-05:00,889.2330,sl,0,0,0.7300,3.3959,2008
2008-01-16 02:25:00-05:00,long,886.0950,885.1270,890.8100,2008-01-16 02:41:00-05:00,-1.0000,1,PDL,0.7771,2.2454,2008-01-16,2008-01-16 02:24:00-05:00,885.1270,sl,0,0,1.1980,3.9357,2008
2008-01-16 02:43:00-05:00,long,883.9420,883.5230,887.0260,2008-01-16 03:10:00-05:00,-1.0000,2,PDL,1.8336,0.8629,2008-01-16,2008-01-16 02:42:00-05:00,883.5230,sl,0,0,0.6490,4.7519,2008
2008-01-16 03:21:00-05:00,long,882.1950,881.7640,885.1320,2008-01-16 04:57:00-05:00,3.2067,3,PDL,8.2905,0.3676,2008-01-16,2008-01-16 03:20:00-05:00,882.1950,runner_stop,1,0,0.6610,4.4433,2008
2008-01-17 20:52:00-05:00,long,874.1740,873.6100,875.7640,2008-01-17 20:57:00-05:00,-1.0000,1,PDL,0.6776,1.1902,2008-01-18,2008-01-17 20:51:00-05:00,873.6100,sl,0,0,0.7940,2.0025,2008
2008-01-17 21:03:00-05:00,long,872.0420,871.4990,875.7640,2008-01-17 21:04:00-05:00,-1.0000,2,PDL,0.0052,1.2005,2008-01-18,2008-01-17 21:01:00-05:00,871.4990,sl,0,0,0.7730,4.8150,2008
2008-01-17 21:08:00-05:00,long,870.7630,870.4750,875.7640,2008-01-17 21:12:00-05:00,-1.0000,3,PDL,0.5193,0.6023,2008-01-18,2008-01-17 21:07:00-05:00,870.4750,sl,0,0,0.5180,9.6544,2008
2008-01-21 06:11:00-05:00,long,868.9600,867.7930,874.3730,2008-01-21 07:01:00-05:00,-1.1632,1,PDL,0.8976,1.0809,2008-01-21,2008-01-21 06:10:00-05:00,867.5650,sl,0,0,1.3970,3.8747,2008
2008-01-21 07:02:00-05:00,long,867.8040,867.4500,868.8720,2008-01-21 07:02:00-05:00,-1.0000,2,PDL,0.0205,0.7603,2008-01-21,2008-01-21 07:01:00-05:00,867.4500,sl,0,0,0.5840,1.8288,2008
2008-01-21 07:07:00-05:00,long,866.9580,866.3690,868.8720,2008-01-21 07:18:00-05:00,-1.0000,3,PDL,1.0061,0.7778,2008-01-21,2008-01-21 07:06:00-05:00,866.3690,sl,0,0,0.8190,2.3370,2008
2008-01-21 19:13:00-05:00,long,859.5740,859.4110,861.4180,2008-01-21 19:28:00-05:00,3.1191,1,PDL,7.8651,2.9796,2008-01-22,2008-01-21 19:12:00-05:00,859.4770,runner_stop,1,0,0.3930,4.6921,2008
2008-01-21 19:31:00-05:00,long,857.9840,857.7740,862.6650,2008-01-21 19:34:00-05:00,-1.0000,2,PDL,0.2545,0.5432,2008-01-22,2008-01-21 19:30:00-05:00,857.7740,sl,0,0,0.4400,10.6386,2008
2008-01-21 19:38:00-05:00,long,857.4530,856.9200,862.6650,2008-01-21 19:41:00-05:00,-1.0000,3,PDL,0.2084,0.8270,2008-01-22,2008-01-21 19:37:00-05:00,856.9200,sl,0,0,0.7630,6.8309,2008
2008-01-22 10:30:00-05:00,short,886.7760,887.7950,874.3450,2008-01-22 10:38:00-05:00,-1.2106,1,PDH,1.3363,2.0104,2008-01-22,2008-01-22 10:29:00-05:00,888.0580,sl,0,0,1.2490,9.9528,2008
2008-01-22 10:49:00-05:00,short,891.2660,891.8670,885.1070,2008-01-22 11:09:00-05:00,-1.0000,2,PDH,3.4489,2.1528,2008-01-22,2008-01-22 10:48:00-05:00,891.8670,sl,0,0,0.8310,7.4116,2008
2008-01-22 11:12:00-05:00,short,892.9490,893.6260,888.4000,2008-01-22 16:22:00-05:00,3.7588,3,PDH,6.6803,0.2470,2008-01-22,2008-01-22 11:11:00-05:00,892.9490,runner_stop,1,0,0.9070,5.0154,2008
2008-01-23 10:17:00-05:00,short,894.7640,895.4060,887.4540,2008-01-23 16:55:00-05:00,7.3911,1,PDH,19.1674,0.0367,2008-01-23,2008-01-23 10:16:00-05:00,890.6290,sessend_runner,1,0,0.8720,8.3830,2008
2008-01-24 06:48:00-05:00,short,895.7350,896.3100,893.3520,2008-01-24 06:50:00-05:00,-1.0000,1,PDH,0.4696,0.8919,2008-01-24,2008-01-24 06:47:00-05:00,896.3100,sl,0,0,0.8050,2.9602,2008
2008-01-24 06:54:00-05:00,short,896.2650,896.6760,893.3520,2008-01-24 06:55:00-05:00,-1.0000,2,PDH,0.0421,0.9033,2008-01-24,2008-01-24 06:52:00-05:00,896.6760,sl,0,0,0.6410,4.5445,2008
2008-01-24 06:59:00-05:00,short,897.3080,897.5860,893.3520,2008-01-24 06:59:00-05:00,-1.0000,3,PDH,0.3346,2.8957,2008-01-24,2008-01-24 06:58:00-05:00,897.5860,sl,0,0,0.5080,7.7874,2008
2008-01-24 18:07:00-05:00,short,912.8640,913.5320,911.4720,2008-01-24 18:57:00-05:00,-1.0000,1,PDH,0.8296,0.7695,2008-01-25,2008-01-24 18:02:00-05:00,913.5320,sl,0,0,0.8980,1.5501,2008
2008-01-24 19:00:00-05:00,short,913.2790,913.5780,912.1190,2008-01-25 01:32:00-05:00,1.3195,2,PDH,10.5463,0.6125,2008-01-25,2008-01-24 18:59:00-05:00,913.2790,runner_stop,1,0,0.5290,2.1928,2008
2008-01-25 01:37:00-05:00,short,913.4630,913.7010,911.1470,2008-01-25 01:37:00-05:00,-1.0000,3,PDH,0.2500,0.6368,2008-01-25,2008-01-25 01:36:00-05:00,913.7010,sl,0,0,0.4680,4.9487,2008
2008-01-28 11:06:00-05:00,short,923.6290,923.8890,920.3250,2008-01-28 11:06:00-05:00,-1.0000,1,PDH,0.4367,0.7551,2008-01-28,2008-01-28 11:05:00-05:00,923.8890,sl,0,0,0.4900,6.7429,2008
2008-01-28 11:08:00-05:00,short,923.4220,923.8890,920.3250,2008-01-28 11:15:00-05:00,-1.0000,2,PDH,1.0488,1.3042,2008-01-28,2008-01-28 11:07:00-05:00,923.8890,sl,0,0,0.6970,4.4433,2008
2008-01-28 11:23:00-05:00,short,926.0690,926.4950,922.6910,2008-01-28 11:33:00-05:00,-1.0000,3,PDH,1.3780,1.0595,2008-01-28,2008-01-28 11:22:00-05:00,926.4950,sl,0,0,0.6560,5.1494,2008
2008-01-28 20:08:00-05:00,short,929.0420,929.3360,928.0660,2008-01-28 20:11:00-05:00,-1.0000,1,PDH,0.2939,0.6698,2008-01-29,2008-01-28 20:07:00-05:00,929.3360,sl,0,0,0.5240,1.8626,2008
2008-01-28 20:14:00-05:00,short,929.1910,929.4930,928.0660,2008-01-29 06:07:00-05:00,1.2594,2,PDH,15.4286,0.5564,2008-01-29,2008-01-28 20:13:00-05:00,929.1910,runner_stop,1,0,0.5320,2.1147,2008
2008-01-29 06:09:00-05:00,short,929.0850,929.4690,926.5880,2008-01-29 06:16:00-05:00,-1.3274,3,PDH,2.3339,2.5603,2008-01-29,2008-01-29 06:08:00-05:00,929.6700,sl,0,0,0.6140,4.0668,2008
2008-01-30 09:07:00-05:00,long,917.7230,917.0970,921.7720,2008-01-30 09:39:00-05:00,-1.0000,1,PDL,1.2465,1.2021,2008-01-30,2008-01-30 09:06:00-05:00,917.0970,sl,0,0,0.8560,4.7301,2008
2008-01-30 09:46:00-05:00,long,916.9620,916.4710,918.5320,2008-01-30 09:47:00-05:00,-1.0000,2,PDL,0.0472,0.9029,2008-01-30,2008-01-30 09:45:00-05:00,916.4710,sl,0,0,0.7210,2.1775,2008
2008-01-30 09:51:00-05:00,long,916.7390,915.9850,918.5320,2008-01-30 16:55:00-05:00,3.7400,3,PDL,19.9644,0.6067,2008-01-30,2008-01-30 09:50:00-05:00,929.1180,sessend_runner,1,0,0.9840,1.8222,2008
2008-02-01 04:40:00-05:00,short,929.6310,930.1320,926.3290,2008-02-01 05:16:00-05:00,-1.0000,1,PDH,1.6361,1.4364,2008-02-01,2008-02-01 04:39:00-05:00,930.1320,sl,0,0,0.7310,4.5171,2008
2008-02-01 05:18:00-05:00,short,930.3820,930.7290,928.4350,2008-02-01 05:18:00-05:00,-1.0000,2,PDH,0.0485,1.9532,2008-02-01,2008-02-01 05:17:00-05:00,930.7290,sl,0,0,0.5770,3.3744,2008
2008-02-01 05:25:00-05:00,short,933.0490,933.3340,928.4350,2008-02-01 05:54:00-05:00,-1.0000,3,PDH,3.1495,0.7476,2008-02-01,2008-02-01 05:24:00-05:00,933.3340,sl,0,0,0.5150,8.9592,2008
2008-02-01 10:20:00-05:00,long,912.4080,909.3710,929.7750,2008-02-01 10:33:00-05:00,-1.0003,1,PDL,0.4824,1.0805,2008-02-01,2008-02-01 10:19:00-05:00,909.3700,sl,0,0,3.2670,5.3159,2008
2008-02-01 10:35:00-05:00,long,909.9240,909.2000,913.9840,2008-02-01 10:37:00-05:00,-1.0000,2,PDL,1.3281,0.9298,2008-02-01,2008-02-01 10:34:00-05:00,909.2000,sl,0,0,0.9540,4.2558,2008
2008-02-01 10:39:00-05:00,long,909.9390,909.0390,913.9840,2008-02-01 10:53:00-05:00,-1.0000,3,PDL,3.0080,1.0133,2008-02-01,2008-02-01 10:38:00-05:00,909.0390,sl,0,0,1.1300,3.5796,2008
2008-02-04 04:16:00-05:00,long,900.9910,900.5460,910.0060,2008-02-04 04:39:00-05:00,-1.0000,1,PDL,2.5704,0.8844,2008-02-04,2008-02-04 04:15:00-05:00,900.5460,sl,0,0,0.6750,13.3556,2008
2008-02-04 04:42:00-05:00,long,900.5840,899.6640,902.7260,2008-02-04 04:44:00-05:00,-1.0000,2,PDL,0.2574,1.3183,2008-02-04,2008-02-04 04:41:00-05:00,899.6640,sl,0,0,1.1500,1.8626,2008
2008-02-04 04:55:00-05:00,long,897.7200,897.1720,902.4760,2008-02-04 04:56:00-05:00,-1.0000,3,PDL,0.0630,0.9165,2008-02-04,2008-02-04 04:54:00-05:00,897.1720,sl,0,0,0.7780,6.1131,2008
2008-02-05 04:04:00-05:00,long,892.0540,891.5480,895.2970,2008-02-05 04:10:00-05:00,-1.0000,1,PDL,1.6399,0.8179,2008-02-05,2008-02-05 04:03:00-05:00,891.5480,sl,0,0,0.7360,4.4063,2008
2008-02-05 04:21:00-05:00,long,888.4540,887.8430,895.2970,2008-02-05 04:36:00-05:00,-1.0000,2,PDL,1.7051,1.1724,2008-02-05,2008-02-05 04:20:00-05:00,887.8430,sl,0,0,0.8410,8.1367,2008
2008-02-05 04:41:00-05:00,long,888.3460,887.8300,889.8880,2008-02-05 04:43:00-05:00,-1.0000,3,PDL,0.3391,0.6930,2008-02-05,2008-02-05 04:40:00-05:00,887.8300,sl,0,0,0.7460,2.0670,2008
2008-02-07 01:37:00-05:00,short,907.6180,908.0320,904.3950,2008-02-07 04:26:00-05:00,3.6466,1,PDH,9.7764,0.4130,2008-02-07,2008-02-07 01:36:00-05:00,907.6180,runner_stop,1,0,0.6440,5.0047,2008
2008-02-07 04:39:00-05:00,short,910.2970,910.8280,905.6700,2008-02-07 16:55:00-05:00,4.6034,2,PDH,18.2024,0.2786,2008-02-07,2008-02-07 04:38:00-05:00,910.1390,sessend_runner,1,0,0.7610,6.0802,2008
2008-02-07 17:15:00-05:00,short,910.7190,911.1620,909.9940,2008-02-07 18:02:00-05:00,-1.0000,1,PDH,0.7236,0.7266,2008-02-08,2008-02-07 17:14:00-05:00,911.1620,sl,0,0,0.6730,1.0773,2008
2008-02-07 18:05:00-05:00,short,910.8940,911.3650,910.2850,2008-02-07 21:39:00-05:00,0.3669,2,PDH,5.1655,0.1041,2008-02-08,2008-02-07 18:04:00-05:00,910.8940,runner_stop,1,0,0.7010,0.8688,2008
2008-02-08 03:49:00-05:00,short,914.7400,915.0870,908.4980,2008-02-08 03:52:00-05:00,-1.0000,3,PDH,0.7106,0.7123,2008-02-08,2008-02-08 03:48:00-05:00,915.0870,sl,0,0,0.5770,10.8180,2008
2008-02-10 19:10:00-05:00,short,923.1550,923.4480,920.6470,2008-02-10 19:13:00-05:00,-1.0000,1,PDH,0.6769,0.6424,2008-02-11,2008-02-10 19:09:00-05:00,923.4480,sl,0,0,0.5230,4.7954,2008
2008-02-10 19:17:00-05:00,short,923.0250,923.2540,920.6470,2008-02-10 19:20:00-05:00,-1.0000,2,PDH,0.4139,0.7059,2008-02-11,2008-02-10 19:16:00-05:00,923.2540,sl,0,0,0.4590,5.1808,2008
2008-02-10 19:22:00-05:00,short,923.2110,923.4170,920.6470,2008-02-10 19:22:00-05:00,-1.0000,3,PDH,0.3486,0.7569,2008-02-11,2008-02-10 19:21:00-05:00,923.4170,sl,0,0,0.4360,5.8807,2008
2008-02-12 07:55:00-05:00,long,914.3810,913.7460,919.4520,2008-02-12 08:16:00-05:00,-1.0000,1,PDL,3.8382,0.8035,2008-02-12,2008-02-12 07:54:00-05:00,913.7460,sl,0,0,0.8650,5.8624,2008
2008-02-12 08:22:00-05:00,long,913.4450,912.3790,917.7010,2008-02-12 11:24:00-05:00,2.4449,2,PDL,5.2099,0.0872,2008-02-12,2008-02-12 08:21:00-05:00,913.4140,runner_stop,1,0,1.2960,3.2840,2008
2008-02-12 11:33:00-05:00,long,913.2610,912.7050,917.3030,2008-02-12 11:46:00-05:00,-1.0000,3,PDL,1.9033,2.1539,2008-02-12,2008-02-12 11:32:00-05:00,912.7050,sl,0,0,0.7860,5.1425,2008
2008-02-12 20:45:00-05:00,long,901.8910,901.5960,905.2190,2008-02-13 00:04:00-05:00,4.6331,1,PDL,7.0667,0.3467,2008-02-13,2008-02-12 20:44:00-05:00,901.8910,runner_stop,1,0,0.5250,6.3390,2008
2008-02-13 00:06:00-05:00,long,902.2120,901.9620,903.4300,2008-02-13 00:31:00-05:00,-1.0000,2,PDL,1.7167,0.9813,2008-02-13,2008-02-13 00:05:00-05:00,901.9620,sl,0,0,0.4800,2.5375,2008
2008-02-13 00:34:00-05:00,long,902.1410,901.8320,903.0360,2008-02-13 01:39:00-05:00,0.9017,3,PDL,3.8627,0.5399,2008-02-13,2008-02-13 00:33:00-05:00,902.1410,runner_stop,1,0,0.5390,1.6605,2008
2008-02-14 02:30:00-05:00,short,910.4980,910.7860,908.1740,2008-02-14 02:30:00-05:00,-1.0000,1,PDH,0.1873,0.5656,2008-02-14,2008-02-14 02:29:00-05:00,910.7860,sl,0,0,0.5180,4.4865,2008
2008-02-14 02:31:00-05:00,short,910.3860,910.7910,908.1740,2008-02-14 02:37:00-05:00,-1.0409,2,PDH,0.5543,0.9039,2008-02-14,2008-02-14 02:30:00-05:00,910.8170,sl,0,0,0.6350,3.4835,2008
2008-02-14 02:40:00-05:00,short,911.1370,911.3760,910.0340,2008-02-14 02:41:00-05:00,-1.0000,3,PDH,0.1237,0.5522,2008-02-14,2008-02-14 02:39:00-05:00,911.3760,sl,0,0,0.4690,2.3518,2008
2008-02-15 08:49:00-05:00,short,914.2910,914.9350,911.1810,2008-02-15 16:55:00-05:00,5.3684,1,PDH,18.8879,0.3066,2008-02-15,2008-02-15 08:48:00-05:00,902.1210,sessend_runner,1,0,0.8740,3.5584,2008
2008-02-18 20:29:00-05:00,short,907.2680,907.3820,906.6110,2008-02-18 21:42:00-05:00,0.8593,1,PDH,3.0698,0.2558,2008-02-19,2008-02-18 20:28:00-05:00,907.2680,runner_stop,1,0,0.3440,1.9099,2008
2008-02-18 21:58:00-05:00,short,907.4830,907.6250,906.6020,2008-02-18 22:05:00-05:00,-1.0000,2,PDH,0.5780,0.7204,2008-02-19,2008-02-18 21:57:00-05:00,907.6250,sl,0,0,0.3720,2.3683,2008
2008-02-18 22:09:00-05:00,short,907.3370,907.4820,906.2120,2008-02-18 22:10:00-05:00,-1.0000,3,PDH,0.1573,0.4320,2008-02-19,2008-02-18 22:08:00-05:00,907.4820,sl,0,1,0.3750,3.0000,2008
2008-02-20 12:37:00-05:00,short,930.9340,931.6820,928.4800,2008-02-20 12:40:00-05:00,-1.0000,1,PDH,0.1350,0.7710,2008-02-20,2008-02-20 12:36:00-05:00,931.6820,sl,0,0,0.9780,2.5092,2008
2008-02-20 12:47:00-05:00,short,934.4580,935.3710,930.8020,2008-02-20 14:19:00-05:00,-1.1295,2,PDH,1.7419,1.2240,2008-02-20,2008-02-20 12:46:00-05:00,935.5190,sl,0,0,1.1430,3.1986,2008
2008-02-20 14:23:00-05:00,short,936.3530,937.2530,933.7460,2008-02-20 14:50:00-05:00,-1.0000,3,PDH,1.3451,0.8301,2008-02-20,2008-02-20 14:22:00-05:00,937.2530,sl,0,0,1.1300,2.3071,2008
2008-02-21 03:37:00-05:00,short,946.4730,946.9460,941.5570,2008-02-21 03:39:00-05:00,-1.1494,1,PDH,1.5036,2.9218,2008-02-21,2008-02-21 03:36:00-05:00,947.0510,sl,0,0,0.7030,6.9929,2008
2008-02-21 03:41:00-05:00,short,947.5290,948.4790,941.5570,2008-02-21 11:05:00-05:00,3.8539,2,PDH,5.1153,0.6559,2008-02-21,2008-02-21 03:40:00-05:00,947.5290,runner_stop,1,0,1.1800,5.0610,2008
2008-02-21 11:11:00-05:00,short,951.5040,952.1080,944.0110,2008-02-21 11:47:00-05:00,-1.0000,3,PDH,3.6787,1.8237,2008-02-21,2008-02-21 11:10:00-05:00,952.1080,sl,0,0,0.8340,8.9844,2008
2008-02-22 10:29:00-05:00,long,937.8960,936.3370,943.8690,2008-02-22 10:33:00-05:00,-1.0000,1,PDL,0.4041,1.0576,2008-02-22,2008-02-22 10:28:00-05:00,936.3370,sl,0,0,1.7890,3.3387,2008
2008-02-22 10:35:00-05:00,long,935.9980,935.0520,943.8690,2008-02-22 16:55:00-05:00,6.5602,2,PDL,10.2134,0.0000,2008-02-22,2008-02-22 10:34:00-05:00,944.2380,sessend_runner,1,0,1.1760,6.6930,2008
2008-02-25 04:14:00-05:00,short,950.7230,951.2190,947.4640,2008-02-25 04:15:00-05:00,-1.0000,1,PDH,0.0262,0.8278,2008-02-25,2008-02-25 04:13:00-05:00,951.2190,sl,0,0,0.7260,4.4890,2008
2008-02-25 04:23:00-05:00,short,951.3740,951.6650,947.4640,2008-02-25 16:55:00-05:00,10.1190,2,PDH,35.0326,0.4319,2008-02-25,2008-02-25 04:22:00-05:00,939.5040,sessend_runner,1,0,0.5210,7.5048,2008
2008-02-25 21:21:00-05:00,long,931.8730,931.6470,934.8450,2008-02-25 22:43:00-05:00,-1.0000,1,PDL,5.9781,0.9496,2008-02-26,2008-02-25 21:20:00-05:00,931.6470,sl,0,0,0.4560,6.5175,2008
2008-02-25 22:47:00-05:00,long,931.3810,930.9670,933.3290,2008-02-25 22:52:00-05:00,-1.0000,2,PDL,0.6180,0.9565,2008-02-26,2008-02-25 22:46:00-05:00,930.9670,sl,0,0,0.6440,3.0248,2008
2008-02-25 22:54:00-05:00,long,930.9650,930.6640,933.3290,2008-02-25 22:59:00-05:00,-1.0000,3,PDL,0.4463,0.7834,2008-02-26,2008-02-25 22:53:00-05:00,930.6640,sl,0,0,0.5310,4.4520,2008
2008-02-26 18:20:00-05:00,short,951.1090,951.2350,949.2370,2008-02-26 18:20:00-05:00,-1.0000,1,PDH,0.4242,0.5927,2008-02-27,2008-02-26 18:19:00-05:00,951.2350,sl,0,0,0.3560,5.2584,2008
2008-02-26 18:23:00-05:00,short,950.8580,951.3200,949.2370,2008-02-26 19:27:00-05:00,-1.0000,2,PDH,2.3006,0.8367,2008-02-27,2008-02-26 18:20:00-05:00,951.3200,sl,0,0,0.6920,2.3425,2008
2008-02-26 19:29:00-05:00,short,950.9960,951.3430,949.2660,2008-02-26 19:39:00-05:00,-1.0607,3,PDH,0.9913,0.9168,2008-02-27,2008-02-26 19:28:00-05:00,951.3780,sl,0,0,0.5770,2.9983,2008
2008-02-28 11:05:00-05:00,short,965.5240,966.1350,962.2290,2008-02-28 11:23:00-05:00,-1.0000,1,PDH,0.6599,1.2878,2008-02-28,2008-02-28 11:04:00-05:00,966.1350,sl,0,0,0.8410,3.9180,2008
2008-02-28 11:29:00-05:00,short,966.1560,966.6090,965.0340,2008-02-28 11:53:00-05:00,0.9775,2,PDH,3.4451,0.1669,2008-02-28,2008-02-28 11:28:00-05:00,966.1560,runner_stop,1,0,0.6830,1.6428,2008
2008-02-28 11:55:00-05:00,short,965.7560,966.4350,963.8030,2008-02-28 11:56:00-05:00,-1.0000,3,PDH,0.1661,0.8339,2008-02-28,2008-02-28 11:54:00-05:00,966.4350,sl,0,0,0.9090,2.1485,2008
2008-02-28 19:16:00-05:00,short,972.3730,972.8160,968.3950,2008-02-28 23:57:00-05:00,-1.0000,1,PDH,5.6196,0.7623,2008-02-29,2008-02-28 19:15:00-05:00,972.8160,sl,0,0,0.6730,5.9108,2008
2008-02-28 23:59:00-05:00,short,972.7660,972.9600,970.6840,2008-02-29 00:03:00-05:00,-1.0613,2,PDH,0.3915,0.5283,2008-02-29,2008-02-28 23:58:00-05:00,972.9860,sl,0,0,0.4240,4.9104,2008
2008-02-29 00:04:00-05:00,short,972.7620,972.9900,971.8450,2008-02-29 00:19:00-05:00,-1.0000,3,PDH,1.4651,3.3450,2008-02-29,2008-02-29 00:03:00-05:00,972.9900,sl,0,0,0.4580,2.0022,2008
2008-03-02 18:10:00-05:00,short,976.1230,976.5950,973.0700,2008-03-02 18:34:00-05:00,3.1516,1,PDH,4.3519,0.2621,2008-03-03,2008-03-02 18:09:00-05:00,976.1230,runner_stop,1,0,0.7020,4.3490,2008
2008-03-02 18:40:00-05:00,short,976.5030,976.7800,973.0680,2008-03-02 18:40:00-05:00,-1.0000,2,PDH,0.0000,0.8264,2008-03-03,2008-03-02 18:39:00-05:00,976.7800,sl,0,0,0.5070,6.7751,2008
2008-03-02 18:42:00-05:00,short,976.5230,976.9590,973.0680,2008-03-02 19:22:00-05:00,-1.0225,3,PDH,1.5450,1.0120,2008-03-03,2008-03-02 18:41:00-05:00,976.9740,sl,0,0,0.6660,5.1877,2008
2008-03-04 11:18:00-05:00,long,972.6440,971.6210,984.4960,2008-03-04 11:20:00-05:00,-1.0000,1,PDL,0.5890,1.1708,2008-03-04,2008-03-04 11:17:00-05:00,971.6210,sl,0,0,1.2530,9.4589,2008
