cell,tf,window,floor,sl_mode,body,t1,run,att_scheme,n,net,avg,wr,tr_n,tr_net,tr_avg,va_n,va_net,va_avg,maxdd,tr_avg_2x,va_avg_2x,pass
M1-all-f1-sl0-b0.25-T1rr5-Rsess-A2sl,1,all,1.0,0,0.25,3,0,A2sl,3945,-179.25147591042315,-0.045437636479194715,0.17896070975918885,2438,50.29696384873036,0.02063041995436028,1507,-229.5484397591535,-0.15232145969419608,-298.17058084275493,,,False
M1-all-f1-sl0-b0-T1rr5-Rsess-A2sl,1,all,1.0,0,0.0,3,0,A2sl,4004,-181.86118397919745,-0.04541987611868068,0.17782217782217782,2468,35.71513666567496,0.014471287141683534,1536,-217.5763206448724,-0.1416512504198388,-278.85763167595724,,,False
M1-all-f1-sl0-b0.25-T1m15k2-Rsess-A2sl,1,all,1.0,0,0.25,1,0,A2sl,3967,-217.18674399879654,-0.054748359969447075,0.1883035039072347,2492,32.91502109340383,0.01320827491709624,1475,-250.1017650922003,-0.16956051870657649,-309.85657959456967,,,False
M1-all-f1-sl1-b0-T1rr5-Rsess-A2sl,1,all,1.0,1,0.0,3,0,A2sl,4386,-174.51109353106486,-0.039788211019394636,0.18331053351573187,2843,4.896169015991738,0.0017221839662299465,1543,-179.4072625470566,-0.11627171908428814,-254.65388584792794,,,False
M5-all-f0-sl1-b0.25-T1rr5-Rsess-A3e,5,all,0.0,1,0.25,3,0,A3e,5043,-138.09506887950246,-0.027383515542237252,0.22585762442990284,3327,-22.38615635040104,-0.0067286313045990505,1716,-115.70891252910137,-0.06742943620577004,-192.3898892896042,,,False
M1-all-f1-sl0-b0-T1m15k2-Rsess-A2sl,1,all,1.0,0,0.0,1,0,A2sl,4015,-224.47046752467315,-0.055907962023579866,0.18356164383561643,2510,-18.221334775152386,-0.007259495926355532,1505,-206.24913274952075,-0.13704261312260516,-291.24867562903114,,,False
M5-all-f1-sl0-b0.25-T1rr5-Rsess-A3e,5,all,1.0,0,0.25,3,0,A3e,4966,-135.2362485422566,-0.027232430234042808,0.21063229963753524,3200,-29.120225952868363,-0.009100070610271363,1766,-106.11602258938824,-0.06008834801211112,-198.44352756894364,,,False
M1-all-f1-sl1-b0.25-T1rr5-Rsess-A2sl,1,all,1.0,1,0.25,3,0,A2sl,4317,-238.96919137812787,-0.05535538368731246,0.1843873059995367,2806,-45.0599905296247,-0.016058442811698038,1511,-193.90920084850322,-0.12833170142190814,-287.5115160053009,,,False
M5-all-f0-sl1-b0.25-T1rr5-Rsess-A2sl,5,all,0.0,1,0.25,3,0,A2sl,3898,-108.44834389481122,-0.027821535119243512,0.22396100564391996,2576,-43.41614387690593,-0.016854093119916896,1322,-65.0322000179053,-0.04919228443109327,-189.543307743159,,,False
M5-all-f1-sl1-b0.25-T1rr5-Rsess-A2sl,5,all,1.0,1,0.25,3,0,A2sl,3802,-95.94333396458417,-0.02523496422003792,0.2280378748027354,2484,-46.76995506498157,-0.01882848432567696,1318,-49.1733788996026,-0.03730908869469089,-169.45237785416182,,,False
M5-all-f1-sl0-b0.25-T1rr5-Rsess-A2sl,5,all,1.0,0,0.25,3,0,A2sl,3835,-82.89000059074581,-0.021614080988460446,0.209387222946545,2477,-48.39164887867262,-0.019536394379762866,1358,-34.49835171207323,-0.02540379360241033,-170.37475964802493,,,False
M1-all-f1-sl0-b0.25-T1m15k2-Rsess-A3e,1,all,1.0,0,0.25,1,0,A3e,5173,-314.7856287221739,-0.060851658365005584,0.18287260777111927,3163,-70.70240150977514,-0.022352956531702543,2010,-244.0832272123987,-0.12143444139920333,-381.40841519781117,,,False
M1-all-f1-sl1-b0-T1rr5-Rchand-A2sl,1,all,1.0,1,0.0,3,2,A2sl,4641,-332.96957437785477,-0.07174522180087368,0.18271924154277094,3022,-69.51130429885646,-0.023001755227947205,1619,-263.45827007899834,-0.1627290117844338,-365.4780550828863,,,False
M15-nyam-f0-sl1-b0.25-T1rr5-Rchand-A2sl,15,nyam,0.0,1,0.25,3,2,A2sl,1919,-94.2176206412224,-0.04909724890110599,0.33142261594580513,1270,-29.844242714820574,-0.023499403712457144,649,-64.37337792640183,-0.09918856383112763,-146.06601665299956,,,False
M15-nyam-f0-sl1-b0-T1rr5-Rchand-A3e,15,nyam,0.0,1,0.0,3,2,A3e,2347,-100.11672946976182,-0.04265731975703529,0.31785257775884107,1549,-37.24322689563125,-0.024043400190852972,798,-62.87350257413055,-0.078788850343522,-163.06264631538411,,,False
M15-nyam-f0-sl1-b0.25-T1rr5-Rsess-A2sl,15,nyam,0.0,1,0.25,3,0,A2sl,1914,-92.71626669738785,-0.04844110067784109,0.33124346917450365,1266,-31.57565772237251,-0.024941277821779236,648,-61.14060897501534,-0.0943527916281101,-147.07599973660223,,,False
M15-nyam-f0-sl1-b0.25-T1rr5-Rchand-A3e,15,nyam,0.0,1,0.25,3,2,A3e,2052,-101.76536075712716,-0.04959325572959413,0.33430799220272905,1358,-34.57768782801588,-0.02546221489544616,694,-67.18767292911127,-0.09681220883157243,-150.31861397060797,,,False
M15-nyam-f0-sl1-b0-T1rr5-Rsess-A3e,15,nyam,0.0,1,0.0,3,0,A3e,2341,-98.51610843021152,-0.04208291688603653,0.31781290046988464,1545,-39.483996638254396,-0.025555984879129058,796,-59.03211179195715,-0.07416094446225772,-163.4209754238671,,,False
M5-all-f1-sl1-b0.25-T1rr5-Rsess-A3e,5,all,1.0,1,0.25,3,0,A3e,4918,-172.3195977074644,-0.035038551790863036,0.2285481903212688,3213,-83.14828358640506,-0.025878706376098678,1705,-89.17131412105931,-0.05229989098009344,-213.68925409650916,,,False
M1-all-f1-sl0-b0-T1m15k2-Rsess-A3e,1,all,1.0,0,0.0,1,0,A3e,5240,-281.3642331234301,-0.05369546433653246,0.18053435114503816,3200,-85.04449946776563,-0.02657640608367676,2040,-196.31973365566446,-0.09623516355669827,-386.1525208744545,,,False
M15-nyam-f0-sl1-b0.25-T1rr5-Rsess-A3e,15,nyam,0.0,1,0.25,3,0,A3e,2047,-100.26400681329261,-0.04898095105681124,0.3341475329750855,1354,-36.309102835567806,-0.0268161763925907,693,-63.95490397772481,-0.09228701872687563,-151.32859705421066,,,False
M15-nyam-f1-sl1-b0-T1rr5-Rchand-A3e,15,nyam,1.0,1,0.0,3,2,A3e,2337,-105.55065460427866,-0.04516502122562202,0.31878476679503637,1539,-42.677152030148136,-0.027730443164488718,798,-62.87350257413055,-0.078788850343522,-163.90404399638868,,,False
M1-all-f1-sl1-b0-T1rr5-Rsess-A3e,1,all,1.0,1,0.0,3,0,A3e,5782,-293.8756257141768,-0.05082594702770266,0.1809062608094085,3736,-104.13323139757193,-0.02787292060962846,2046,-189.74239431660487,-0.0927382181410581,-363.9407099273695,,,False
M5-all-f0-sl1-b0.25-T1rr5-Rchand-A3e,5,all,0.0,1,0.25,3,2,A3e,5280,-214.85927997020966,-0.04069304544890334,0.2297348484848485,3501,-98.34782473189117,-0.028091352394142007,1779,-116.51145523831848,-0.06549266736274226,-262.82568244821965,,,False
M15-nyam-f1-sl1-b0.25-T1rr5-Rchand-A2sl,15,nyam,1.0,1,0.25,3,2,A2sl,1912,-100.7281680641861,-0.05268209626787976,0.3321129707112971,1263,-36.35479013778426,-0.028784473584943994,649,-64.37337792640183,-0.09918856383112763,-145.36843883289063,,,False
M15-nyam-f1-sl1-b0-T1rr5-Rsess-A3e,15,nyam,1.0,1,0.0,3,0,A3e,2331,-104.39718099451255,-0.04478643543308132,0.31874731874731876,1535,-45.365069202555446,-0.029553791011436775,796,-59.03211179195715,-0.07416094446225772,-164.50025942066114,,,False
M1-all-f1-sl0-b0.25-T1rr5-Rchand-A2sl,1,all,1.0,0,0.25,3,2,A2sl,4149,-384.91398484689444,-0.09277271266495407,0.1742588575560376,2568,-76.31064803860544,-0.02971598443870928,1581,-308.60333680828904,-0.19519502644420558,-454.23345474271855,,,False
M15-nyam-f1-sl1-b0.25-T1rr5-Rsess-A2sl,15,nyam,1.0,1,0.25,3,0,A2sl,1907,-99.67396155013572,-0.052267415600490676,0.3319349764027268,1259,-38.53335257512039,-0.03060631658071516,648,-61.14060897501534,-0.0943527916281101,-146.6163082322827,,,False
M1-all-f1-sl0-b0-T1rr5-Rsess-A3e,1,all,1.0,0,0.0,3,0,A3e,5227,-349.74640491020136,-0.06691149893059142,0.1735220968050507,3186,-97.79952056424663,-0.030696648011376847,2041,-251.9468843459547,-0.12344286347180533,-433.6437271462694,,,False
M15-nyam-f1-sl1-b0.25-T1rr5-Rchand-A3e,15,nyam,1.0,1,0.25,3,2,A3e,2043,-109.41162829376741,-0.05355439466165805,0.33480176211453744,1349,-42.223955364656135,-0.03130018929922619,694,-67.18767292911127,-0.09681220883157243,-151.1600116516125,,,False
M15-all-f0-sl1-b0-T1rr5-Rsess-A2sl,15,all,0.0,1,0.0,3,0,A2sl,3336,-111.4481792830574,-0.033407727602834954,0.26948441247002397,2208,-72.19478851871372,-0.032696915089997156,1128,-39.25339076434366,-0.03479910528753871,-122.46363202223597,,,False
M15-nyam-f0-sl1-b0-T1rr5-Rchand-A2sl,15,nyam,0.0,1,0.0,3,2,A2sl,2132,-102.55996410114417,-0.048105048827928786,0.31191369606003755,1412,-46.60247683345,-0.033004586992528326,720,-55.957487267694184,-0.07771873231624192,-154.10386613295304,,,False
M15-nyam-f1-sl1-b0.25-T1rr5-Rsess-A3e,15,nyam,1.0,1,0.25,3,0,A3e,2038,-108.35742177971706,-0.053168509214777754,0.33464180569185475,1345,-44.402517801992246,-0.033013024388098326,693,-63.95490397772481,-0.09228701872687563,-152.40788105100464,,,False
M5-all-f0-sl1-b0.25-T1rr5-Rchand-A2sl,5,all,0.0,1,0.25,3,2,A2sl,4067,-157.64903352128084,-0.03876297849060262,0.22768625522498157,2700,-90.06429295189312,-0.03335714553773819,1367,-67.58474056938775,-0.04944019061403639,-236.03485476195996,,,False
M5-all-f1-sl0-b0-T1rr5-Rsess-A3e,5,all,1.0,0,0.0,3,0,A3e,5087,-249.99771130779405,-0.049144429193590335,0.20345979948889326,3274,-110.32603604663453,-0.033697628603126,1813,-139.67167526115952,-0.07703898249374491,-311.81248235578516,,,False
M1-all-f1-sl0-b0.25-T1rr5-Rsess-A3e,1,all,1.0,0,0.25,3,0,A3e,5165,-315.5382721576133,-0.06109163062102871,0.17560503388189738,3153,-107.35055112427852,-0.03404711421639027,2012,-208.18772103333473,-0.10347302238237312,-424.7607903339184,,,False
M5-all-f1-sl0-b0-T1rr5-Rsess-A2sl,5,all,1.0,0,0.0,3,0,A2sl,3906,-178.47536977997365,-0.045692618991288694,0.20327700972862264,2517,-87.14365963090697,-0.03462203402101985,1389,-91.33171014906668,-0.06575357102164628,-300.3871823375234,,,False
M15-nyam-f0-sl1-b0-T1rr5-Rsess-A2sl,15,nyam,0.0,1,0.0,3,0,A2sl,2126,-100.87682008022746,-0.047449115747990336,0.31185324553151456,1408,-48.84324657607314,-0.03468980580687013,718,-52.033573504154326,-0.07247015808378039,-154.46219524143604,,,False
M15-nyam-f0-sl1-b0.25-T1rr3-Rchand-A2sl,15,nyam,0.0,1,0.25,2,2,A2sl,1939,-78.21033408925067,-0.04033539664221283,0.34657039711191334,1282,-45.2327316972913,-0.03528294204156888,657,-32.977602391959365,-0.05019421977467179,-117.28045121605335,,,False
M1-all-f1-sl1-b0.25-T1rr5-Rsess-A3e,1,all,1.0,1,0.25,3,0,A3e,5702,-354.45662237447175,-0.06216356057075969,0.18256752016836197,3688,-131.13734093468787,-0.035557847325023824,2014,-223.31928143978388,-0.11088345652422238,-405.0167888279498,,,False
M15-nyam-f0-sl1-b0.25-T1rr3-Rchand-A3e,15,nyam,0.0,1,0.25,2,2,A3e,2072,-84.16629874618945,-0.040620800553180236,0.3484555984555985,1370,-49.603703145205564,-0.03620708258774129,702,-34.5625956009839,-0.04923446666806823,-121.43793530677279,,,False
M15-nyam-f0-sl1-b0.25-T1rr3-Rsess-A2sl,15,nyam,0.0,1,0.25,2,0,A2sl,1919,-77.7319230282076,-0.04050647369890964,0.3465346534653465,1269,-46.044983967296275,-0.03628446333120274,650,-31.686939060911314,-0.04874913701678664,-120.54604595129383,,,False
M5-all-f1-sl0-b0.25-T1rr5-Rchand-A3e,5,all,1.0,0,0.25,3,2,A3e,5219,-242.72653445764834,-0.046508245728616275,0.21421728300440698,3371,-124.59176410626817,-0.03695988255896416,1848,-118.13477035138015,-0.06392574153213212,-288.92938644725695,,,False
M15-nyam-f0-sl1-b0.25-T1rr3-Rsess-A3e,15,nyam,0.0,1,0.25,2,0,A3e,2052,-84.09036473936123,-0.04097970991196941,0.3484405458089669,1357,-50.72933786625076,-0.037383447211680736,695,-33.36102687311048,-0.04800147751526688,-124.76174693362654,,,False
M15-nyam-f1-sl1-b0-T1rr5-Rchand-A2sl,15,nyam,1.0,1,0.0,3,2,A2sl,2125,-109.07051152410787,-0.05132729954075665,0.3124705882352941,1405,-53.113024256413695,-0.037802864239440355,720,-55.957487267694184,-0.07771873231624192,-153.40628831284408,,,False
M1-all-f1-sl1-b0-T1m15k2-Rsess-A2sl,1,all,1.0,1,0.0,1,0,A2sl,4463,-365.0914245492829,-0.08180403866217408,0.19628052879229219,2939,-111.53118768158977,-0.03794868583926157,1524,-253.56023686769316,-0.166378108180901,-410.69029170742107,,,False
M1-all-f1-sl1-b0.25-T1m15k2-Rsess-A2sl,1,all,1.0,1,0.25,1,0,A2sl,4416,-378.68276241484847,-0.08575243714104358,0.2028985507246377,2920,-113.448278226058,-0.03885215007741712,1496,-265.2344841887905,-0.17729577820106315,-419.76347747132746,,,False
M1-all-f1-sl0-b0-T1rr5-Rchand-A2sl,1,all,1.0,0,0.0,3,2,A2sl,4208,-385.8403085546038,-0.0916920885348393,0.17395437262357413,2598,-101.58734763985827,-0.03910213535021488,1610,-284.2529609147455,-0.17655463410853756,-433.5787724915236,,,False
M15-nyam-f1-sl1-b0-T1rr5-Rsess-A2sl,15,nyam,1.0,1,0.0,3,0,A2sl,2119,-107.83451493297534,-0.050889341638969014,0.3124115148655026,1401,-55.800941428821,-0.039829365759329764,718,-52.033573504154326,-0.07247015808378039,-154.00250373711657,,,False
M15-all-f0-sl1-b0.25-T1rr5-Rsess-A2sl,15,all,0.0,1,0.25,3,0,A2sl,3158,-76.5467749396615,-0.024239004097422894,0.2897403419886004,2088,-83.32375158109203,-0.03990601129362645,1070,6.776976641430551,0.006333623029374347,-125.57098650405548,,,False
M5-all-f1-sl1-b0.25-T1rr5-Rchand-A2sl,5,all,1.0,1,0.25,3,2,A2sl,3971,-156.85871595555358,-0.03950106168611271,0.23218332913623774,2608,-104.71557738035978,-0.04015167844338948,1363,-52.143138575193774,-0.038256154493905924,-223.4763886281314,,,False
M1-all-f1-sl0-b0.25-T1m15k2-Rchand-A2sl,1,all,1.0,0,0.25,1,2,A2sl,4159,-413.21370616223516,-0.09935410102482212,0.18490021639817264,2613,-106.02898315256166,-0.040577490682189694,1546,-307.1847230096735,-0.1986964573154421,-455.07334953016755,,,False
M15-nyam-f1-sl1-b0.25-T1rr3-Rchand-A2sl,15,nyam,1.0,1,0.25,2,2,A2sl,1932,-86.00741763785446,-0.04451729691400334,0.34627329192546585,1275,-53.02981524589511,-0.04159201195756479,657,-32.977602391959365,-0.05019421977467179,-114.98287339594444,,,False
M1-all-f1-sl0-b0.25-T1rr3-Rsess-A2sl,1,all,1.0,0,0.25,2,0,A2sl,4235,-371.815391778483,-0.08779584221451782,0.23778040141676504,2597,-110.09010750355768,-0.04239126203448505,1638,-261.72528427492534,-0.15978344583328777,-406.9113036688768,,,False
M5-all-f1-sl0-b0.25-T1rr5-Rchand-A2sl,5,all,1.0,0,0.25,3,2,A2sl,4028,-154.87781476743407,-0.03845030158079297,0.21325719960278053,2605,-111.81041948642547,-0.04292146621359903,1423,-43.0673952810086,-0.030265211019682783,-227.03490429553312,,,False
M15-nyam-f1-sl1-b0.25-T1rr3-Rchand-A3e,15,nyam,1.0,1,0.25,2,2,A3e,2063,-93.09910240846982,-0.045128018617775,0.3480368395540475,1361,-58.536506807485935,-0.04300992417890223,702,-34.5625956009839,-0.04923446666806823,-120.67933298777753,,,False
M15-nyam-f1-sl1-b0.25-T1rr3-Rsess-A2sl,15,nyam,1.0,1,0.25,2,0,A2sl,1912,-86.11652701617118,-0.04504002459004769,0.34623430962343094,1262,-54.42958795525986,-0.04312962595503951,650,-31.686939060911314,-0.04874913701678664,-118.48635444697447,,,False
M5-all-f1-sl1-b0.25-T1rr3-Rsess-A3e,5,all,1.0,1,0.25,2,0,A3e,4965,-236.87542710742923,-0.047709048762825626,0.2745216515609265,3242,-140.52768944364692,-0.043345986873425946,1723,-96.34773766378227,-0.05591859411711101,-271.9937610274805,,,False
M15-all-f1-sl1-b0-T1rr5-Rsess-A2sl,15,all,1.0,1,0.0,3,0,A2sl,3305,-135.7386379919031,-0.04107069228196765,0.2692889561270802,2177,-96.48524722755943,-0.04432027892859872,1128,-39.25339076434366,-0.03479910528753871,-147.7750834063062,,,False
M15-nyam-f1-sl1-b0.25-T1rr3-Rsess-A3e,15,nyam,1.0,1,0.25,2,0,A3e,2043,-93.61068884100139,-0.04582020990748967,0.34801762114537443,1348,-60.24966196789091,-0.044695594931669816,695,-33.36102687311048,-0.04800147751526688,-124.24103093042075,,,False
M1-all-f1-sl1-b0.25-T1rr5-Rchand-A2sl,1,all,1.0,1,0.25,3,2,A2sl,4554,-414.52007170659897,-0.09102329198651712,0.18247694334650857,2967,-134.0235624429448,-0.0451714062834327,1587,-280.49650926365416,-0.1767463826488054,-436.9348320221296,,,False
M5-all-f1-sl0-b0.25-T1m15k2-Rsess-A3e,5,all,1.0,0,0.25,1,0,A3e,5030,-288.26317427904684,-0.057308782162832375,0.25387673956262424,3244,-147.5783382472144,-0.04549270599482565,1786,-140.68483603183248,-0.0787709048330529,-292.3036182507095,,,False
M5-nyam-f1-sl0-b0.25-T1rr5-Rchand-A2sl,5,nyam,1.0,0,0.25,3,2,A2sl,2943,-199.8701662460038,-0.06791374999864214,0.2130479102956167,1876,-85.82579980020822,-0.045749360234652564,1067,-114.04436644579562,-0.106883192545263,-263.58034267965087,,,False
M5-all-f1-sl1-b0.25-T1rr5-Rchand-A3e,5,all,1.0,1,0.25,3,2,A3e,5145,-245.67791943480452,-0.04775081038577347,0.23304178814382895,3377,-158.642465880621,-0.04697733665401865,1768,-87.03545355418353,-0.04922819771164227,-277.3085727626773,,,False
M15-all-f1-sl1-b0.25-T1rr3-Rsess-A3e,15,all,1.0,1,0.25,2,0,A3e,3865,-190.26411096046803,-0.04922745432353636,0.3177231565329884,2559,-120.67644325375356,-0.04715765660560905,1306,-69.58766770671448,-0.05328305337420711,-198.65862319494116,,,False
M1-ldnny-f1-sl0-b0.25-T1rr5-Rsess-A2sl,1,ldnny,1.0,0,0.25,3,0,A2sl,3377,-114.85940063323872,-0.03401225958935112,0.17708024874148653,2064,-97.42150291371904,-0.0472003405589724,1313,-17.43789771951966,-0.013280957897577807,-169.39803479784376,,,False
M15-all-f0-sl1-b0.25-T1rr3-Rsess-A2sl,15,all,0.0,1,0.25,2,0,A2sl,3240,-99.19951768265048,-0.030617135087237804,0.32006172839506175,2140,-102.05779287674115,-0.04769055741903792,1100,2.8582751940906874,0.002598431994627898,-121.70962724814828,,,False
M5-all-f1-sl1-b0.25-T1rr3-Rsess-A2sl,5,all,1.0,1,0.25,2,0,A2sl,4004,-210.52630598556115,-0.052578997498891396,0.2722277722277722,2605,-124.6341393935542,-0.04784419938332215,1399,-85.89216659200696,-0.06139540142387917,-262.067075657875,,,False
M5-all-f0-sl1-b0.25-T1m15k2-Rsess-A3e,5,all,0.0,1,0.25,1,0,A3e,5115,-310.301623285009,-0.060665028990226584,0.2742913000977517,3371,-163.0833295742603,-0.04837832381318905,1744,-147.21829371074867,-0.0844141592378146,-329.6251398657316,,,False
M15-nyam-f0-sl1-b0-T1rr3-Rchand-A3e,15,nyam,0.0,1,0.0,2,2,A3e,2373,-95.3520229536529,-0.04018205771329663,0.3333333333333333,1565,-75.82547281714086,-0.048450781352805665,808,-19.526550136512043,-0.02416652244617827,-136.18728255752333,,,False
M15-nyam-f0-sl1-b0-T1rr3-Rsess-A3e,15,nyam,0.0,1,0.0,2,0,A3e,2349,-91.86867639969408,-0.03910969621102345,0.3337590464027246,1550,-75.26414365284022,-0.048557512034090464,799,-16.604532746853877,-0.020781642987301473,-139.26720458399694,,,False
M15-all-f0-sl1-b0.25-T1rr3-Rsess-A3e,15,all,0.0,1,0.25,2,0,A3e,3900,-195.8189634148564,-0.05020999061919395,0.3169230769230769,2594,-126.23129570814191,-0.04866279711185116,1306,-69.58766770671448,-0.05328305337420711,-204.21347564932935,,,False
M5-ldnny-f1-sl0-b0.25-T1rr5-Rsess-A2sl,5,ldnny,1.0,0,0.25,3,0,A2sl,3202,-147.68103471265417,-0.04612149741182204,0.19706433479075577,2079,-101.92487601900555,-0.04902591439105606,1123,-45.756158693648615,-0.04074457586255442,-163.31520902420266,,,False
M15-all-f0-sl1-b0-T1rr5-Rchand-A2sl,15,all,0.0,1,0.0,3,2,A2sl,3448,-149.79715492770947,-0.043444650501075835,0.27233178654292345,2286,-112.9899741694578,-0.049426935332221256,1162,-36.80718075825169,-0.03167571493825447,-160.4162723839418,,,False
M15-all-f0-sl1-b0-T1rr5-Rsess-A3e,15,all,0.0,1,0.0,3,0,A3e,4160,-236.03146981374374,-0.056738334089842246,0.26826923076923076,2759,-136.79978753124524,-0.04958310530309722,1401,-99.23168228249855,-0.07082918078693687,-237.3875456855756,,,False
M15-ldnny-f0-sl1-b0-T1rr5-Rsess-A3e,15,ldnny,0.0,1,0.0,3,0,A3e,3108,-220.52241055490424,-0.07095315654919698,0.2625482625482625,2072,-103.14149195930499,-0.049778712335571906,1036,-117.38091859559924,-0.11330204497644715,-232.98600232802954,,,False
M15-all-f0-sl1-b0.25-T1rr5-Rsess-A3e,15,all,0.0,1,0.25,3,0,A3e,3871,-207.23284823822894,-0.05353470633898965,0.2872642727977267,2574,-128.17861944018236,-0.0497974434499543,1297,-79.05422879804658,-0.060951602774129976,-213.7013482970874,,,False
M15-ldnny-f0-sl1-b0-T1rr5-Rchand-A3e,15,ldnny,0.0,1,0.0,3,2,A3e,3134,-222.66289679297805,-0.07104751014453671,0.26419910657306955,2090,-104.6693649278271,-0.050081035850634975,1044,-117.9935318651509,-0.11302062439190699,-232.18180617980403,,,False
M5-all-f1-sl1-b0.25-T1m15k2-Rsess-A2sl,5,all,1.0,1,0.25,1,0,A2sl,4073,-240.59837876257166,-0.05907153910203085,0.28529339553154925,2673,-134.9435793937921,-0.05048394290826491,1400,-105.65479936877955,-0.07546771383484253,-259.32660997452405,,,False
M5-all-f0-sl1-b0-T1rr5-Rsess-A3e,5,all,0.0,1,0.0,3,0,A3e,5222,-333.01544492413393,-0.06377162867179892,0.20930677901187283,3446,-175.69313810663056,-0.050984659926474336,1776,-157.32230681750337,-0.08858237996481046,-367.5392173154252,,,False
M15-all-f1-sl1-b0-T1rr5-Rsess-A3e,15,all,1.0,1,0.0,3,0,A3e,4120,-240.35016964057564,-0.0583374198156737,0.2701456310679612,2719,-141.11848735807718,-0.05190087802797984,1401,-99.23168228249855,-0.07082918078693687,-244.57379584332605,,,False
M5-ldnny-f1-sl1-b0.25-T1rr5-Rsess-A3e,5,ldnny,1.0,1,0.25,3,0,A3e,3947,-241.4509732053404,-0.061173289385695565,0.22067392956675957,2597,-135.12351811734607,-0.052030619221157516,1350,-106.32745508799434,-0.07876107784295877,-253.53916168593966,,,False
M1-ldnny-f1-sl0-b0-T1rr5-Rsess-A2sl,1,ldnny,1.0,0,0.0,3,0,A2sl,3428,-141.98196997379898,-0.04141831096085151,0.17532088681446908,2092,-109.305498400874,-0.052249282218391015,1336,-32.676471572924996,-0.024458436806081583,-167.04099134880084,,,False
M15-all-f1-sl1-b0.25-T1rr5-Rsess-A3e,15,all,1.0,1,0.25,3,0,A3e,3836,-212.552623784466,-0.055409964490215326,0.28832116788321166,2539,-133.49839498641944,-0.05257912366538773,1297,-79.05422879804658,-0.060951602774129976,-219.02112384332452,,,False
M5-all-f0-sl1-b0-T1rr5-Rsess-A2sl,5,all,0.0,1,0.0,3,0,A2sl,4017,-244.74052313351478,-0.060926194456936714,0.21010704505850136,2652,-139.99629890922802,-0.05278895132323832,1365,-104.74422422428678,-0.0767356954024079,-305.25638945955006,,,False
M15-nyam-f1-sl1-b0-T1rr3-Rchand-A3e,15,nyam,1.0,1,0.0,2,2,A3e,2363,-102.07248421380989,-0.04319614228261104,0.33347439695302583,1555,-82.54593407729787,-0.053084201978969695,808,-19.526550136512043,-0.02416652244617827,-140.2712647111068,,,False
M5-nyam-f1-sl0-b0.25-T1rr5-Rsess-A2sl,5,nyam,1.0,0,0.25,3,0,A2sl,2864,-212.83599066463472,-0.07431424255050095,0.21263966480446927,1834,-97.84211733390487,-0.05334902799013352,1030,-114.99387333072988,-0.11164453721430086,-280.36422762788163,,,False
M15-nyam-f1-sl1-b0-T1rr3-Rsess-A3e,15,nyam,1.0,1,0.0,2,0,A3e,2339,-99.17665809921084,-0.042401307438739134,0.33390337751175714,1540,-82.57212535235698,-0.05361826321581622,799,-16.604532746853877,-0.020781642987301473,-140.59645756866252,,,False
M5-all-f1-sl1-b0-T1rr5-Rsess-A2sl,5,all,1.0,1,0.0,3,0,A2sl,3905,-243.3875373119763,-0.06232715424122313,0.2140845070422535,2547,-137.32726364986456,-0.05391726095401043,1358,-106.06027366211171,-0.0781003487938967,-315.65093302935935,,,False
M15-all-f1-sl1-b0.25-T1rr3-Rsess-A2sl,15,all,1.0,1,0.25,2,0,A2sl,3213,-111.46991960481054,-0.034693407906881586,0.31932773109243695,2113,-114.32819479890122,-0.05410704912394757,1100,2.8582751940906874,0.002598431994627898,-134.0836663412111,,,False
M5-all-f1-sl1-b0.25-T1m15k2-Rsess-A3e,5,all,1.0,1,0.25,1,0,A3e,4994,-312.9144111234691,-0.062658071910987,0.28634361233480177,3260,-177.0327794045538,-0.054304533559679076,1734,-135.88163171891532,-0.07836310941113916,-317.3154508834829,,,False
M15-all-f1-sl1-b0.25-T1rr5-Rsess-A2sl,15,all,1.0,1,0.25,3,0,A2sl,3130,-105.21357430844763,-0.03361456048193215,0.2888178913738019,2060,-111.99055094987816,-0.054364345121300076,1070,6.776976641430551,0.006333623029374347,-154.23778587284158,,,False
M5-all-f0-sl1-b0.25-T1rr3-Rsess-A3e,5,all,0.0,1,0.25,2,0,A3e,5090,-291.30295433787103,-0.057230442895456,0.27033398821218074,3355,-182.51170699737816,-0.054399912666878734,1735,-108.7912473404929,-0.06270388895705643,-332.79726827638666,,,False
M1-all-f1-sl0-b0-T1rr3-Rsess-A2sl,1,all,1.0,0,0.0,2,0,A2sl,4279,-413.6747668719711,-0.09667557066416711,0.23393316195372751,2617,-142.60194019967543,-0.05449061528455309,1662,-271.0728266722956,-0.16310037705914296,-429.9196950950971,,,False
M5-all-f0-sl1-b0.25-T1m15k2-Rsess-A2sl,5,all,0.0,1,0.25,1,0,A2sl,4133,-263.07752808152765,-0.06365292235217218,0.2724413259133801,2734,-149.7172298285183,-0.05476123987875578,1399,-113.36029825300932,-0.08102951983774791,-284.16424236584066,,,False
M15-all-f1-sl1-b0.25-T1rr3-Rchand-A3e,15,all,1.0,1,0.25,2,2,A3e,3994,-215.64703779909033,-0.053992748572631526,0.31922884326489737,2642,-145.10214788263852,-0.05492132773756189,1352,-70.54488991645187,-0.052178173015127116,-224.10937153311698,,,False
