cell,tf,window,floor,sl_mode,body,t1,run,att_scheme,n,net,avg,wr,tr_n,tr_net,tr_avg,va_n,va_net,va_avg,maxdd,tr_avg_2x,va_avg_2x,pass
M1-ldnny-f1-sl1-b0.25-T1rr5-Rchand-A3e,1,ldnny,1.0,1,0.25,3,2,A3e,4953,-532.4376806140697,-0.10749801748719355,0.1809004643650313,3219,-339.53177968401843,-0.1054774090351098,1734,-192.9059009300512,-0.11124907781433171,-544.4174676569176,,,False
M15-nyam-f1-sl0-b0-T1m15k2-Rchand-A3e,15,nyam,1.0,0,0.0,1,2,A3e,2705,-297.88353206250855,-0.11012330205638024,0.35378927911275415,1764,-186.5091837014165,-0.10573082976270777,941,-111.37434836109205,-0.11835743715312651,-311.04563865597066,,,False
M5-nyam-f0-sl1-b0-T1rr3-Rsess-A3e,5,nyam,0.0,1,0.0,2,0,A3e,3607,-326.9832364550892,-0.09065240822153844,0.27197116717493763,2365,-250.70384056813685,-0.10600585224868365,1242,-76.2793958869523,-0.06141658283973615,-388.2070352975397,,,False
M15-nyam-f0-sl0-b0.25-T1rr5-Rchand-A2sl,15,nyam,0.0,0,0.25,3,2,A2sl,2081,-230.43185972906463,-0.11073131173909881,0.26814031715521386,1374,-145.6677789526371,-0.10601730637018711,707,-84.76408077642752,-0.11989261778844063,-253.27876226109404,,,False
M5-ldnny-f1-sl1-b0-T1rr3-Rsess-A2sl,5,ldnny,1.0,1,0.0,2,0,A2sl,3359,-283.7125509360528,-0.08446339712296899,0.26019648704971715,2190,-232.35684145301576,-0.10609901436210765,1169,-51.35570948303706,-0.04393131692304282,-294.3782576926998,,,False
M5-nyam-f0-sl1-b0-T1m15k2-Rchand-A3e,5,nyam,0.0,1,0.0,1,2,A3e,3770,-385.28395695964826,-0.10219733606356718,0.29681697612732094,2471,-262.17956022537135,-0.10610261441739026,1299,-123.10439673427692,-0.09476858870998993,-418.9626544974905,,,False
M5-ldnny-f1-sl1-b0-T1m15k2-Rsess-A3e,5,ldnny,1.0,1,0.0,1,0,A3e,4204,-437.45645617310873,-0.10405719699645784,0.28044719314938155,2771,-294.61288265105156,-0.10632005869760071,1433,-142.8435735220572,-0.09968148885000502,-445.4638900696013,,,False
M5-ldnny-f1-sl0-b0.25-T1m15k2-Rchand-A3e,5,ldnny,1.0,0,0.25,1,2,A3e,4293,-420.8076548643313,-0.09802181571496187,0.264383880736082,2777,-295.349255817689,-0.10635551163762659,1516,-125.45839904664234,-0.08275619989884059,-419.80765486433154,,,False
M1-ldnny-f1-sl0-b0.25-T1rr3-Rchand-A2sl,1,ldnny,1.0,0,0.25,2,2,A2sl,3808,-427.9153657894531,-0.11237273261277655,0.23608193277310924,2319,-246.7996972622918,-0.1064250527219887,1489,-181.11566852716135,-0.1216357746992353,-440.9078509094497,,,False
M5-all-f0-sl0-b0.25-T1m15k2-Rsess-A3e,5,all,0.0,0,0.25,1,0,A3e,5384,-558.8318176183272,-0.10379491411930299,0.2234398216939079,3569,-379.9266830450474,-0.10645185851640443,1815,-178.90513457327995,-0.09857032207894212,-574.2575010068495,,,False
M5-all-f1-sl0-b0.25-T1rr3-Rchand-A2sl,5,all,1.0,0,0.25,2,2,A2sl,4307,-391.7711050912601,-0.09096148249158581,0.2570234501973531,2764,-294.46725694739416,-0.10653663420672727,1543,-97.30384814386589,-0.06306146995713927,-422.82167325160174,,,False
M15-all-f1-sl0-b0.25-T1rr5-Rsess-A3e,15,all,1.0,0,0.25,3,0,A3e,4031,-374.60549770159287,-0.09293115795127582,0.252046638551228,2651,-282.5465236802555,-0.10658111040371766,1380,-92.0589740213373,-0.06670940146473718,-386.5714989483983,,,False
M15-nyam-f1-sl0-b0-T1rr3-Rchand-A3e,15,nyam,1.0,0,0.0,2,2,A3e,2640,-214.2241404399332,-0.08114550774239894,0.29393939393939394,1718,-183.40947190068596,-0.10675755058247145,922,-30.81466853924725,-0.033421549391808296,-249.84596510242082,,,False
M15-all-f1-sl0-b0.25-T1m15k2-Rchand-A2sl,15,all,1.0,0,0.25,1,2,A2sl,3647,-342.8176070637432,-0.09399989225767567,0.33836029613380864,2394,-256.3247279250627,-0.10706964407897356,1253,-86.49287913868051,-0.06902863458793336,-350.1533306372097,,,False
M5-ldnny-f1-sl1-b0-T1rr3-Rchand-A3e,5,ldnny,1.0,1,0.0,2,2,A3e,4331,-415.0553887119905,-0.09583361549572628,0.2597552528284461,2843,-304.74828381120886,-0.10719250221991167,1488,-110.30710490078152,-0.07413111888493382,-420.3721851771458,,,False
M5-ldnny-f1-sl0-b0.25-T1m15k2-Rchand-A2sl,5,ldnny,1.0,0,0.25,1,2,A2sl,3573,-350.0119258365826,-0.09796023673008189,0.26336411978729357,2313,-248.59885778282913,-0.10747897007472076,1260,-101.41306805375346,-0.08048656194742339,-349.66933002535734,,,False
M15-ldnny-f1-sl1-b0.25-T1rr3-Rsess-A2sl,15,ldnny,1.0,1,0.25,2,0,A2sl,2394,-219.9163238863517,-0.09186145525745686,0.29699248120300753,1585,-170.40991207842455,-0.1075141401125707,809,-49.50641180792715,-0.061194575782357416,-221.05580882860082,,,False
M5-nyam-f1-sl0-b0-T1rr3-Rchand-A3e,5,nyam,1.0,0,0.0,2,2,A3e,3984,-410.7573033560771,-0.10310173277009968,0.25150602409638556,2543,-273.4950285600138,-0.10754818268187723,1441,-137.2622747960633,-0.09525487494522089,-434.1526839064718,,,False
M5-all-f0-sl1-b0-T1rr3-Rchand-A3e,5,all,0.0,1,0.0,2,2,A3e,5622,-633.5305850678897,-0.11268775970613476,0.25951618641053004,3722,-400.3992898293422,-0.10757638093211773,1900,-233.13129523854747,-0.12270068170449866,-653.1518693171558,,,False
M15-nyam-f1-sl0-b0.25-T1rr3-Rsess-A3e,15,nyam,1.0,0,0.25,2,0,A3e,2280,-239.10315983050532,-0.1048698069432041,0.29780701754385963,1495,-160.94171981898202,-0.10765332429363346,785,-78.16144001152331,-0.09956871339047556,-265.07567134890684,,,False
M15-all-f0-sl0-b0-T1rr5-Rchand-A2sl,15,all,0.0,0,0.0,3,2,A2sl,3584,-305.212432125505,-0.08515971878501814,0.23911830357142858,2374,-255.89671971254816,-0.1077913730886892,1210,-49.3157124129569,-0.0407567871181462,-314.472132635987,,,False
M15-nyam-f1-sl0-b0.25-T1rr3-Rchand-A3e,15,nyam,1.0,0,0.25,2,2,A3e,2308,-235.4704694770632,-0.10202360029335494,0.29809358752166376,1512,-163.03273435662365,-0.10782588251099448,796,-72.43773512043954,-0.09100217979954717,-261.10585155761726,,,False
M15-all-f0-sl0-b0-T1m15k2-Rsess-A2sl,15,all,0.0,0,0.0,1,0,A2sl,3755,-401.4217084371344,-0.10690325124823818,0.3121171770972037,2497,-269.38298100031,-0.10788265158202243,1258,-132.03872743682433,-0.10495924279556783,-404.5483997577865,,,False
M5-nyam-f0-sl0-b0.25-T1rr5-Rchand-A3e,5,nyam,0.0,0,0.25,3,2,A3e,3911,-424.8205181619485,-0.10862196833596229,0.1991817949373562,2548,-274.96590342164103,-0.10791440479656242,1363,-149.85461474030748,-0.10994469166566946,-454.6864993508609,,,False
M15-nyam-f0-sl0-b0-T1rr5-Rsess-A2sl,15,nyam,0.0,0,0.0,3,0,A2sl,2287,-234.04414528572042,-0.10233674914111081,0.254919108001749,1511,-163.16197525256624,-0.10798277647423311,776,-70.88217003315418,-0.09134300262004405,-254.68514782643058,,,False
M1-nyam-f0-sl1-b0-T1m15k2-Rsess-A2sl,1,nyam,0.0,1,0.0,1,0,A2sl,3498,-310.72401030071535,-0.08882904811341205,0.21212121212121213,2299,-248.58636470428632,-0.10812804032374351,1199,-62.13764559642903,-0.051824558462409534,-417.822444432549,,,False
M15-ldnny-f0-sl1-b0-T1m15k2-Rchand-A2sl,15,ldnny,0.0,1,0.0,1,2,A2sl,2856,-311.5322922690466,-0.10907993426787346,0.35329131652661067,1903,-205.99267204134756,-0.10824628063129141,953,-105.53962022769902,-0.11074461723787934,-314.74493600344806,,,False
M1-all-f1-sl1-b0.25-T1rr3-Rchand-A2sl,1,all,1.0,1,0.25,2,2,A2sl,4938,-636.0223809259896,-0.12880161622640535,0.23734305386796273,3207,-347.24746002307774,-0.10827797319085679,1731,-288.7749209029119,-0.1668254886787475,-653.7403074275371,,,False
M1-nyam-f1-sl0-b0-T1rr3-Rchand-A2sl,1,nyam,1.0,0,0.0,2,2,A2sl,3544,-339.2750403473174,-0.0957322348609812,0.2378668171557562,2137,-231.52231153963658,-0.10833987437512241,1407,-107.7527288076808,-0.07658331827127278,-395.65585404813083,,,False
M1-nyam-f0-sl1-b0.25-T1rr5-Rsess-A2sl,1,nyam,0.0,1,0.25,3,0,A2sl,3309,-294.1669361798326,-0.08889904387423167,0.18948322756119673,2166,-234.68932370515716,-0.10835148832186388,1143,-59.47761247467544,-0.05203640636454544,-410.2140676104736,,,False
M15-ldnny-f0-sl1-b0.25-T1rr3-Rchand-A2sl,15,ldnny,0.0,1,0.25,2,2,A2sl,2448,-225.44075612872575,-0.09209181214408732,0.2973856209150327,1628,-176.739550547621,-0.10856237748625369,820,-48.70120558110476,-0.05939171412329849,-226.5597113019835,,,False
M15-nyam-f0-sl0-b0.25-T1rr5-Rchand-A3e,15,nyam,0.0,0,0.25,3,2,A3e,2324,-273.34977934161634,-0.11762038698004146,0.2693631669535284,1541,-167.35121175042943,-0.10859909912422416,783,-105.99856759118695,-0.13537492668095397,-298.94021981460065,,,False
M5-all-f0-sl0-b0.25-T1rr5-Rsess-A2sl,5,all,0.0,0,0.25,3,0,A2sl,4072,-345.7660392524198,-0.08491307447259817,0.19106090373280943,2697,-293.00509934311845,-0.10864111951913921,1375,-52.76093990930137,-0.038371592661310086,-387.40444935799644,,,False
M15-nyam-f0-sl0-b0-T1rr3-Rsess-A3e,15,nyam,0.0,0,0.0,2,0,A3e,2651,-224.72633818051565,-0.08477040293493612,0.2915880799698227,1748,-190.2501872041902,-0.10883877986509738,903,-34.47615097632542,-0.038179569187514306,-261.5284292837188,,,False
M5-ldnny-f1-sl1-b0-T1rr5-Rchand-A2sl,5,ldnny,1.0,1,0.0,3,2,A2sl,3303,-300.3081708584107,-0.09091982163439621,0.21283681501665153,2164,-235.60982003057384,-0.10887699631727073,1139,-64.69835082783683,-0.05680276631065569,-321.7850544669617,,,False
M15-ldnny-f0-sl1-b0-T1rr3-Rsess-A2sl,15,ldnny,0.0,1,0.0,2,0,A2sl,2612,-237.95190864616214,-0.09109950560725963,0.2836906584992343,1740,-189.69266389082048,-0.10901877235104626,872,-48.25924475534167,-0.05534317059098815,-243.13582488266198,,,False
M15-nyam-f0-sl0-b0-T1m15k2-Rsess-A2sl,15,nyam,0.0,0,0.0,1,0,A2sl,2430,-263.26280711887887,-0.10833860375262505,0.3551440329218107,1598,-174.39939720736893,-0.1091360433087415,832,-88.86340991150996,-0.10680698306671871,-270.7835652803583,,,False
M5-ldnny-f1-sl1-b0-T1m15k2-Rsess-A2sl,5,ldnny,1.0,1,0.0,1,0,A2sl,3467,-349.63365296439827,-0.10084616468543359,0.2838188635708105,2290,-250.26189361872053,-0.10928466970249805,1177,-99.3717593456777,-0.0844280028425469,-352.647330947929,,,False
M5-ldnny-f0-sl1-b0-T1rr5-Rchand-A2sl,5,ldnny,0.0,1,0.0,3,2,A2sl,3360,-320.5647116708058,-0.09540616418773983,0.20892857142857144,2219,-242.6330423890223,-0.10934341702975318,1141,-77.93166928178353,-0.06830120007167706,-342.0415952793572,,,False
M1-ldnny-f1-sl1-b0.25-T1rr3-Rsess-A3e,1,ldnny,1.0,1,0.25,2,0,A3e,4840,-462.63073194279616,-0.0955848619716521,0.2427685950413223,3151,-344.9762686208795,-0.10948151971465551,1689,-117.65446332191671,-0.06965924412191635,-479.3795798402817,,,False
M1-ldnny-f1-sl0-b0-T1m15k2-Rsess-A3e,1,ldnny,1.0,0,0.0,1,0,A3e,4493,-467.0670670028379,-0.10395438838255908,0.1778321833963944,2727,-299.33352095440705,-0.10976660101005026,1766,-167.73354604843092,-0.09497935789831875,-486.2394554095274,,,False
M15-nyam-f0-sl0-b0-T1m15k2-Rchand-A2sl,15,nyam,0.0,0,0.0,1,2,A2sl,2482,-270.7846090641739,-0.10909935901054547,0.3533440773569702,1629,-178.85043007730818,-0.10979154700878341,853,-91.9341789868657,-0.10777746657311336,-278.3993901906918,,,False
M1-nyam-f1-sl1-b0.25-T1m15k2-Rchand-A3e,1,nyam,1.0,1,0.25,1,2,A3e,4415,-379.56849890894574,-0.08597247993407604,0.23578708946772367,2850,-313.621064364852,-0.11004247872450947,1565,-65.9474345440937,-0.04213893581092249,-478.9907385320066,,,False
M15-nyam-f0-sl0-b0-T1rr3-Rchand-A3e,15,nyam,0.0,0,0.0,2,2,A3e,2692,-225.7441504641412,-0.08385741101936894,0.2912332838038633,1770,-194.92948192489393,-0.11012965080502482,922,-30.81466853924725,-0.033421549391808296,-260.3659751266288,,,False
M1-all-f0-sl1-b0-T1m15k2-Rsess-A2sl,1,all,0.0,1,0.0,1,0,A2sl,4582,-596.4961478358599,-0.13018248534174157,0.15168048886948932,3040,-335.10359417796593,-0.11023144545327827,1542,-261.392553657894,-0.16951527474571595,-658.1743034870343,,,False
M5-ldnny-f0-sl1-b0-T1rr5-Rchand-A3e,5,ldnny,0.0,1,0.0,3,2,A3e,4326,-460.49512078737655,-0.10644824798598626,0.20711974110032363,2867,-316.177810991676,-0.1102817617689836,1459,-144.31730979570057,-0.09891522261528483,-473.0235545064153,,,False
M15-nyam-f1-sl0-b0.25-T1m15k2-Rchand-A2sl,15,nyam,1.0,0,0.25,1,2,A2sl,2167,-247.18411993327368,-0.11406742959541932,0.3640978311029072,1418,-156.90613380983928,-0.11065312680524632,749,-90.27798612343446,-0.12053135664009941,-250.54772158288097,,,False
M15-nyam-f1-sl0-b0-T1rr3-Rsess-A2sl,15,nyam,1.0,0,0.0,2,0,A2sl,2288,-189.97224806668828,-0.08302982870047565,0.2910839160839161,1493,-165.55608092972108,-0.11088819888125993,795,-24.416167136967204,-0.030712159920713463,-217.8298562331117,,,False
M15-ldnny-f1-sl1-b0.25-T1rr3-Rchand-A2sl,15,ldnny,1.0,1,0.25,2,2,A2sl,2433,-227.85503858799234,-0.0936518859794461,0.2971639950678175,1613,-179.15383300688757,-0.1110687123415298,820,-48.70120558110476,-0.05939171412329849,-228.97399376125014,,,False
M15-all-f0-sl0-b0.25-T1rr3-Rchand-A2sl,15,all,0.0,0,0.25,2,2,A2sl,3562,-296.6278927639624,-0.08327565771026457,0.2888826501965188,2353,-261.70343277183963,-0.11122117839857187,1209,-34.92445999212271,-0.028887063682483633,-314.45730580199273,,,False
M1-nyam-f1-sl1-b0-T1rr3-Rchand-A2sl,1,nyam,1.0,1,0.0,2,2,A2sl,3606,-323.03272520437554,-0.08958200920809083,0.2509706045479756,2310,-257.2539915133933,-0.11136536429151225,1296,-65.77873369098225,-0.0507551957492147,-410.9036299886987,,,False
M15-nyam-f0-sl0-b0.25-T1rr5-Rsess-A2sl,15,nyam,0.0,0,0.25,3,0,A2sl,2069,-237.65123025286206,-0.11486284690810153,0.26824552924117934,1366,-152.21228962498202,-0.11142920177524306,703,-85.43894062788004,-0.12153476618475113,-261.7973848554699,,,False
M5-all-f1-sl0-b0-T1m15k2-Rchand-A3e,5,all,1.0,0,0.0,1,2,A3e,5428,-628.5996827758748,-0.11580686860277724,0.24207811348563008,3508,-391.552941299317,-0.11161714404199459,1920,-237.04674147655797,-0.1234618445190406,-635.1439670633825,,,False
M5-all-f0-sl0-b0-T1m15k2-Rsess-A3e,5,all,0.0,0,0.0,1,0,A3e,5482,-630.9043626545206,-0.11508653094755938,0.21287851149215614,3630,-405.2124550504907,-0.11162877549600295,1852,-225.69190760402995,-0.12186388099569652,-651.9144839083915,,,False
M1-ldnny-f0-sl1-b0.25-T1rr5-Rchand-A2sl,1,ldnny,0.0,1,0.25,3,2,A2sl,3934,-448.2311405729636,-0.11393775815276147,0.17615658362989323,2613,-291.82325225252544,-0.11168130587544027,1321,-156.40788832043808,-0.11840112666195161,-455.49978371851034,,,False
M5-nyam-f0-sl0-b0.25-T1rr5-Rsess-A3e,5,nyam,0.0,0,0.25,3,0,A3e,3832,-426.62518837038056,-0.11133225166241664,0.19963465553235907,2506,-279.9677489025106,-0.11171897402334821,1326,-146.65743946786995,-0.11060138723067116,-458.8626672842822,,,False
M1-ldnny-f1-sl1-b0.25-T1m15k2-Rchand-A2sl,1,ldnny,1.0,1,0.25,1,2,A2sl,3969,-489.4866180296341,-0.12332744218433714,0.2252456538170824,2617,-292.40500244698734,-0.11173290120251714,1352,-197.08161558264678,-0.14577042572680973,-500.50703000239196,,,False
M5-nyam-f1-sl1-b0-T1rr5-Rsess-A2sl,5,nyam,1.0,1,0.0,3,0,A2sl,2808,-275.21558668335916,-0.0980112488188601,0.2353988603988604,1836,-205.34007379569314,-0.11184099879939714,972,-69.87551288766599,-0.07188838774451234,-369.54614309075953,,,False
M5-all-f0-sl0-b0.25-T1rr5-Rchand-A3e,5,all,0.0,0,0.25,3,2,A3e,5616,-565.9415836766083,-0.10077307401649008,0.1962250712250712,3734,-418.4290768537973,-0.1120592064418311,1882,-147.51250682281093,-0.07838071563379964,-584.1855531914431,,,False
M5-nyam-f1-sl1-b0-T1m15k2-Rsess-A2sl,5,nyam,1.0,1,0.0,1,0,A2sl,3006,-341.1805211723514,-0.11349984070936507,0.3023952095808383,1968,-220.59982101483985,-0.11209340498721537,1038,-120.5807001575115,-0.11616637780107081,-367.5244948650505,,,False
M5-nyam-f1-sl1-b0-T1m15k2-Rchand-A2sl,5,nyam,1.0,1,0.0,1,2,A2sl,3124,-370.5148503626217,-0.11860270498163307,0.30185659411011523,2041,-229.11360178584425,-0.11225556187449498,1083,-141.40124857677748,-0.13056440311798476,-388.18051227246724,,,False
M1-ldnny-f1-sl0-b0.25-T1rr5-Rsess-A3e,1,ldnny,1.0,0,0.25,3,0,A3e,4407,-432.7965444013715,-0.09820661320657396,0.1658724756069889,2671,-299.8589311210358,-0.11226466908312835,1736,-132.93761328033568,-0.07657696617530857,-460.5851735007163,,,False
M1-nyam-f1-sl1-b0-T1m15k2-Rchand-A3e,1,nyam,1.0,1,0.0,1,2,A3e,4493,-312.2712492332676,-0.06950172473475798,0.2308034720676608,2897,-325.32401391493045,-0.11229686362268915,1596,13.052764681662808,0.008178423986004265,-450.55508436559165,,,False
M1-ldnny-f1-sl0-b0-T1rr3-Rchand-A2sl,1,ldnny,1.0,0,0.0,2,2,A2sl,3848,-459.55506250734175,-0.11942699129608673,0.23310810810810811,2341,-263.1887913733806,-0.11242579725475463,1507,-196.3662711339612,-0.1303027678393903,-461.61903091175395,,,False
M1-ldnny-f1-sl1-b0.25-T1rr3-Rchand-A2sl,1,ldnny,1.0,1,0.25,2,2,A2sl,4056,-446.0356937120968,-0.10996935249312052,0.243836291913215,2630,-295.9096269288789,-0.11251316613265357,1426,-150.12606678321794,-0.1052777466922987,-453.7935341025744,,,False
M1-all-f1-sl0-b0-T1rr3-Rchand-A3e,1,all,1.0,0,0.0,2,2,A3e,5609,-735.4765970204751,-0.1311243710145258,0.2317703690497415,3426,-385.5397202832027,-0.11253348519649817,2183,-349.93687673727226,-0.16030090551409631,-747.527713551478,,,False
M1-ldnny-f0-sl1-b0-T1rr5-Rsess-A2sl,1,ldnny,0.0,1,0.0,3,0,A2sl,3877,-329.0813621873849,-0.08488041325441963,0.17565127676038172,2569,-289.20547117680326,-0.11257511528875175,1308,-39.875891010581654,-0.03048615520686671,-361.1118049810257,,,False
M15-nyam-f1-sl0-b0.25-T1m15k2-Rsess-A2sl,15,nyam,1.0,0,0.25,1,0,A2sl,2131,-252.8929418078189,-0.11867336546589342,0.36367902393242607,1394,-157.01637463817173,-0.11263728453240439,737,-95.87656716964716,-0.13009032180413455,-253.8456117910986,,,False
M15-ldnny-f1-sl1-b0-T1rr3-Rsess-A2sl,15,ldnny,1.0,1,0.0,2,0,A2sl,2596,-242.6422313319769,-0.09346773163789557,0.2835130970724191,1724,-194.38298657663518,-0.11275115230663293,872,-48.25924475534167,-0.05534317059098815,-247.82614756847667,,,False
M15-all-f1-sl0-b0-T1m15k2-Rsess-A3e,15,all,1.0,0,0.0,1,0,A3e,4366,-496.21157886211887,-0.11365359112737491,0.32088868529546494,2861,-322.70022967441065,-0.11279281009241897,1505,-173.51134918770828,-0.11528993301508855,-495.2115788621191,,,False
M15-nyam-f1-sl0-b0-T1rr3-Rchand-A2sl,15,nyam,1.0,0,0.0,2,2,A2sl,2329,-191.59501414923284,-0.08226492664200637,0.29068269643623873,1515,-170.95252423082198,-0.11283994998734125,814,-20.642489918410913,-0.025359324224092032,-217.56310686721804,,,False
M5-ldnny-f1-sl0-b0.25-T1rr3-Rchand-A3e,5,ldnny,1.0,0,0.25,2,2,A3e,4297,-416.42280425083493,-0.09691012433112287,0.2471491738422155,2759,-312.0353628942528,-0.1130972681747926,1538,-104.38744135658207,-0.06787219854134074,-419.1735648677549,,,False
M15-all-f1-sl0-b0-T1m15k2-Rchand-A2sl,15,all,1.0,0,0.0,1,2,A2sl,3839,-430.94520147655516,-0.11225454583916519,0.32117738994529826,2529,-286.1569815322438,-0.11315024971618971,1310,-144.78821994431144,-0.1105253587361156,-434.8119345537664,,,False
M5-nyam-f1-sl0-b0-T1m15k2-Rchand-A3e,5,nyam,1.0,0,0.0,1,2,A3e,3978,-482.43238770021003,-0.12127511003021871,0.26998491704374056,2547,-288.51200715364723,-0.11327522856444729,1431,-193.92038054656274,-0.1355138927648936,-495.8110458925789,,,False
M15-nyam-f0-sl0-b0.25-T1rr5-Rsess-A3e,15,nyam,0.0,0,0.25,3,0,A3e,2312,-280.121678025945,-0.12115989533994162,0.2694636678200692,1533,-174.10407313214984,-0.1135708239609588,779,-106.01760489379518,-0.1360944863848462,-307.2485630453593,,,False
M5-ldnny-f0-sl1-b0-T1rr3-Rsess-A3e,5,ldnny,0.0,1,0.0,2,0,A3e,4265,-433.1955604311443,-0.10156988521246056,0.2550996483001172,2827,-321.8525237363513,-0.11384949548509067,1438,-111.343036694793,-0.07742909366814534,-440.8736697234285,,,False
M5-nyam-f1-sl0-b0-T1rr3-Rchand-A2sl,5,nyam,1.0,0,0.0,2,2,A2sl,3237,-365.9134429370722,-0.11304091533428243,0.24837812789620017,2055,-234.39590914544183,-0.11406126965714931,1182,-131.51753379163034,-0.11126694906229301,-370.845062042422,,,False
M15-nyam-f0-sl0-b0-T1m15k2-Rsess-A3e,15,nyam,0.0,0,0.0,1,0,A3e,2710,-312.6225748326967,-0.11535888370210211,0.35276752767527675,1789,-204.06501074638152,-0.11406652361452292,921,-108.55756408631521,-0.11786923353562997,-324.47752521707804,,,False
M1-ldnny-f1-sl0-b0.25-T1rr3-Rsess-A3e,1,ldnny,1.0,0,0.25,2,0,A3e,4452,-514.5661697709993,-0.11558090066734036,0.23113207547169812,2696,-307.60526926871967,-0.11409690996614232,1756,-206.9609005022796,-0.1178592827461729,-538.8489828588044,,,False
M15-all-f1-sl0-b0.25-T1rr5-Rchand-A3e,15,all,1.0,0,0.25,3,2,A3e,4138,-406.2685869280994,-0.09817993884197666,0.2539874335427743,2715,-309.7931536314441,-0.11410429231360741,1423,-96.47543329665532,-0.06779721243615976,-424.30035758525423,,,False
M15-all-f1-sl0-b0.25-T1rr3-Rsess-A3e,15,all,1.0,0,0.25,2,0,A3e,4066,-403.23393032454766,-0.09917214223427144,0.2852926709296606,2674,-305.41354877341746,-0.11421598682625933,1392,-97.82038155113021,-0.07027326260857056,-408.21239555857636,,,False
M5-nyam-f1-sl1-b0-T1rr3-Rchand-A2sl,5,nyam,1.0,1,0.0,2,2,A2sl,2989,-287.05548886022655,-0.09603729971904534,0.27367012378721983,1939,-221.59864430661997,-0.11428501511429602,1050,-65.45684455360657,-0.06233985195581578,-334.1178609055132,,,False
M1-all-f1-sl1-b0.25-T1rr3-Rchand-A3e,1,all,1.0,1,0.25,2,2,A3e,6183,-752.4578231649847,-0.12169785268720439,0.23904253598576744,4016,-459.4375304631494,-0.11440177551373243,2167,-293.02029270183516,-0.13521933211898254,-769.2255657496513,,,False
M15-all-f1-sl0-b0-T1rr3-Rsess-A3e,15,all,1.0,0,0.0,2,0,A3e,4331,-457.3033683129954,-0.10558840182705967,0.27430154698683906,2836,-324.5841615175909,-0.11445139686797988,1495,-132.71920679540455,-0.08877538916080571,-470.7518909781505,,,False
M15-nyam-f0-sl0-b0-T1m15k2-Rchand-A3e,15,nyam,0.0,0,0.0,1,2,A3e,2761,-319.93213319163,-0.1158754557014234,0.35132198478812027,1820,-208.55778483053797,-0.11459218946732855,941,-111.37434836109205,-0.11835743715312651,-332.09423978509216,,,False
M1-ldnny-f1-sl0-b0.25-T1m15k2-Rsess-A3e,1,ldnny,1.0,0,0.25,1,0,A3e,4428,-497.05693137876347,-0.1122531462011661,0.1802168021680217,2687,-308.25035569231966,-0.11471914986688488,1741,-188.8065756864438,-0.10844720027940483,-519.999370546874,,,False
M1-ldnny-f1-sl1-b0.25-T1m15k2-Rsess-A3e,1,ldnny,1.0,1,0.25,1,0,A3e,4854,-547.9375962712044,-0.11288372399489172,0.21528636176349403,3167,-364.34086371447796,-0.11504289981511777,1687,-183.59673255672644,-0.10883030975502456,-557.4999301604064,,,False
M15-all-f1-sl0-b0-T1rr3-Rchand-A3e,15,all,1.0,0,0.0,2,2,A3e,4500,-485.8075031284433,-0.10795722291743184,0.27755555555555556,2949,-340.5576777921891,-0.11548242719301088,1551,-145.24982533625422,-0.09364914592924192,-497.5577167285589,,,False
M5-nyam-f1-sl1-b0-T1rr5-Rchand-A2sl,5,nyam,1.0,1,0.0,3,2,A2sl,2858,-281.5110195799908,-0.0984993070608785,0.2358292512246326,1864,-215.4360191416642,-0.11557726348801727,994,-66.07500043832664,-0.06647384349932257,-373.9042365192945,,,False
M1-nyam-f0-sl1-b0.25-T1rr5-Rchand-A2sl,1,nyam,0.0,1,0.25,3,2,A2sl,3414,-316.6056553032367,-0.0927374502938596,0.18980667838312829,2223,-256.97819762929487,-0.11559972902802289,1191,-59.62745767394185,-0.0500650358303458,-419.24753482658684,,,False
M5-ldnny-f0-sl0-b0.25-T1rr5-Rsess-A3e,5,ldnny,0.0,0,0.25,3,0,A3e,4347,-469.33373678525976,-0.10796727324252582,0.1828847481021394,2883,-333.65032948038424,-0.1157302564968381,1464,-135.68340730487546,-0.09267992302245591,-476.166527589647,,,False
M5-ldnny-f1-sl0-b0-T1rr5-Rchand-A3e,5,ldnny,1.0,0,0.0,3,2,A3e,4400,-429.711340846464,-0.09766166837419636,0.19,2841,-328.9401670014017,-0.11578323372101432,1559,-100.77117384506239,-0.06463834114500475,-440.8864993950971,,,False
M1-ldnny-f1-sl0-b0-T1rr3-Rsess-A3e,1,ldnny,1.0,0,0.0,2,0,A3e,4512,-553.6312051952182,-0.1227019515060324,0.22805851063829788,2735,-316.6749077565022,-0.11578607230585089,1777,-236.95629743871592,-0.1333462562964074,-558.6394291637757,,,False
M5-ldnny-f1-sl1-b0-T1m15k2-Rchand-A3e,5,ldnny,1.0,1,0.0,1,2,A3e,4348,-505.3131248154331,-0.11621737001274911,0.28058877644894203,2862,-331.62814724531967,-0.11587286766083846,1486,-173.6849775701134,-0.11688087319657699,-514.4934451406123,,,False
M15-all-f1-sl0-b0.25-T1rr3-Rchand-A3e,15,all,1.0,0,0.25,2,2,A3e,4205,-424.322017691032,-0.10090892216195767,0.28751486325802617,2758,-319.6276864683996,-0.11589111184495997,1447,-104.69433122263239,-0.07235268225475631,-431.9389502685123,,,False
