si,side,attempt,sig_j,entry_j,entry,sl,risk,t1,t1_fallback,t1_hit,exit_j,exit_px,r,mfe_px,mae_px,reason,entry_ts,exit_ts,sig_ts,sess_date,year,mfe_r,mae_r,rr_t1_planned,ny_hour,r_refined
657,-1,2,3773552,3773553,1231.258,1232.089,1.0609999999999036,1223.138,0,0,3773853,1232.089,-1.0,3.990000000000009,0.9700000000000273,1,2018-07-20 09:08:00-04:00,2018-07-20 14:08:00-04:00,2018-07-20 09:07:00-04:00,2018-07-20,2018,3.7606032045243842,0.9142318567390344,7.653157398681297,9,-1.0
658,-1,1,3774090,3774091,1232.218,1232.712,0.7239999999999145,1230.329,0,0,3774096,1232.712,-1.0,0.1169999999999618,0.5529999999998836,1,2018-07-22 19:07:00-04:00,2018-07-22 19:12:00-04:00,2018-07-22 19:06:00-04:00,2018-07-23,2018,0.16160220994471772,0.763812154696062,2.6091160220999265,19,-1.0
658,-1,2,3774098,3774099,1232.518,1232.772,0.4839999999999054,1230.329,0,0,3774107,1232.772,-1.0,0.32999999999992724,0.5899999999999181,1,2018-07-22 19:15:00-04:00,2018-07-22 19:23:00-04:00,2018-07-22 19:14:00-04:00,2018-07-23,2018,0.6818181818181648,1.219008264462879,4.522727272728319,19,-1.0
659,1,1,3775603,3775604,1221.449,1220.691,0.9880000000000382,1224.839,0,0,3775605,1220.691,-1.0,0.16899999999986903,1.02800000000002,1,2018-07-23 21:20:00-04:00,2018-07-23 21:21:00-04:00,2018-07-23 21:19:00-04:00,2018-07-24,2018,0.1710526315788082,1.0404858299594941,3.4311740890685645,21,-1.0
659,1,2,3775606,3775607,1221.529,1220.421,1.3379999999999472,1224.839,0,0,3775812,1220.421,-1.0,2.7999999999999545,1.8379999999999654,1,2018-07-23 21:23:00-04:00,2018-07-24 00:48:00-04:00,2018-07-23 21:22:00-04:00,2018-07-24,2018,2.0926756352765805,1.3736920777279804,2.4738415545591,21,-1.0
660,-1,1,3777469,3777470,1229.871,1230.149,0.5079999999997926,1225.479,0,0,3777473,1230.149,-1.0,0.11300000000005639,0.3269999999999982,1,2018-07-25 05:26:00-04:00,2018-07-25 05:29:00-04:00,2018-07-25 05:25:00-04:00,2018-07-25,2018,0.22244094488209157,0.643700787401834,8.645669291342216,5,-1.0
660,-1,2,3777475,3777476,1229.921,1230.408,0.7169999999998526,1225.479,0,0,3777477,1230.408,-1.0,0.028999999999996362,0.6199999999998909,1,2018-07-25 05:32:00-04:00,2018-07-25 05:33:00-04:00,2018-07-25 05:31:00-04:00,2018-07-25,2018,0.040446304044633646,0.8647140864714341,6.195258019527086,5,-1.0
661,-1,1,3778368,3778369,1234.782,1235.131,0.57900000000016,1232.228,0,1,3779539,1222.908,7.233160621759472,12.492999999999938,0.007000000000061846,4,2018-07-25 21:25:00-04:00,2018-07-26 16:55:00-04:00,2018-07-25 21:24:00-04:00,2018-07-26,2018,21.576856649389438,0.012089810017374629,4.411053540585758,21,20.824697754743653
662,1,1,3780166,3780168,1221.019,1220.428,0.8209999999998945,1225.302,0,0,3780172,1220.428,-1.0,0.22000000000002728,1.2999999999999545,1,2018-07-27 04:25:00-04:00,2018-07-27 04:29:00-04:00,2018-07-27 04:23:00-04:00,2018-07-27,2018,0.26796589524976316,1.5834348355665306,5.216808769793486,4,-1.0
662,1,2,3780173,3780174,1220.221,1219.719,0.7319999999999527,1225.302,0,0,3780175,1219.719,-1.0,0.007000000000061846,0.5329999999999018,1,2018-07-27 04:31:00-04:00,2018-07-27 04:32:00-04:00,2018-07-27 04:30:00-04:00,2018-07-27,2018,0.009562841530139752,0.7281420765026451,6.94125683060141,4,-1.0
664,1,1,3782886,3782887,1218.699,1218.048,0.8810000000000673,1222.579,0,0,3783045,1218.048,-1.0,0.7899999999999636,1.1300000000001091,1,2018-07-31 03:47:00-04:00,2018-07-31 06:25:00-04:00,2018-07-31 03:46:00-04:00,2018-07-31,2018,0.8967082860384827,1.282633371169152,4.404086265606794,3,-1.0
664,1,2,3783047,3783048,1217.888,1217.569,0.54899999999996,1219.489,0,1,3783205,1217.888,1.914025500911051,6.290000000000191,1.6459999999999582,3,2018-07-31 06:28:00-04:00,2018-07-31 09:05:00-04:00,2018-07-31 06:27:00-04:00,2018-07-31,2018,11.457194899819035,2.9981785063753703,2.9162112932608917,6,1.0391621129327835
664,1,2,3783206,3783207,1216.979,1216.242,0.96700000000008,1220.842,0,0,3783214,1216.242,-1.0,0.18200000000001637,1.6100000000001273,1,2018-07-31 09:07:00-04:00,2018-07-31 09:14:00-04:00,2018-07-31 09:06:00-04:00,2018-07-31,2018,0.18821096173733332,1.6649431230610074,3.994829369182768,9,-1.0
664,-1,1,3783417,3783418,1227.391,1228.519,1.357999999999929,1219.981,0,0,3783675,1224.019,2.313696612665858,3.9200000000000728,0.4779999999998381,5,2018-07-31 12:38:00-04:00,2018-07-31 16:55:00-04:00,2018-07-31 12:37:00-04:00,2018-07-31,2018,2.886597938144534,0.3519882179674986,5.456553755523173,12,2.313696612665858
666,1,1,3785831,3785833,1215.518,1215.008,0.7399999999999909,1218.282,0,0,3785873,1215.008,-1.0,0.9739999999999327,0.7970000000000255,1,2018-08-02 06:54:00-04:00,2018-08-02 07:34:00-04:00,2018-08-02 06:52:00-04:00,2018-08-02,2018,1.3162162162161415,1.0770270270270748,3.735135135135041,6,-1.0
666,1,2,3785875,3785876,1215.489,1214.721,0.9980000000000291,1216.769,0,0,3785886,1214.721,-1.0,0.6130000000000564,0.7809999999999491,1,2018-08-02 07:37:00-04:00,2018-08-02 07:47:00-04:00,2018-08-02 07:36:00-04:00,2018-08-02,2018,0.6142284569138663,0.7825651302604472,1.2825651302604564,7,-1.0
667,1,1,3786685,3786687,1206.749,1206.508,0.47099999999998543,1210.382,0,0,3786930,1206.508,-1.0,1.4700000000000273,0.49099999999998545,1,2018-08-02 22:09:00-04:00,2018-08-03 02:12:00-04:00,2018-08-02 22:07:00-04:00,2018-08-03,2018,3.121019108280409,1.042462845010617,7.7133757961786635,22,-1.0
667,1,2,3786932,3786933,1206.421,1206.078,0.5730000000000746,1208.139,0,0,3786948,1206.078,-1.0,0.6779999999998836,0.65300000000002,1,2018-08-03 02:15:00-04:00,2018-08-03 02:30:00-04:00,2018-08-03 02:14:00-04:00,2018-08-03,2018,1.183246073298072,1.1396160558463089,2.9982547993012627,2,-1.0
671,-1,1,3792448,3792449,1215.868,1216.158,0.5199999999999636,1214.088,0,0,3792449,1216.158,-1.0,0.0,0.2999999999999545,1,2018-08-09 02:14:00-04:00,2018-08-09 02:14:00-04:00,2018-08-09 02:13:00-04:00,2018-08-09,2018,0.0,0.5769230769230298,3.4230769230771103,2,-1.0
671,-1,2,3792456,3792457,1215.898,1216.278,0.6100000000001091,1213.591,0,1,3792819,1215.898,2.648524590163482,5.148999999999887,0.15300000000002,3,2018-08-09 02:22:00-04:00,2018-08-09 08:24:00-04:00,2018-08-09 02:21:00-04:00,2018-08-09,2018,8.440983606555681,0.2508196721311355,3.7819672131141044,2,1.5139344262292505
671,-1,2,3792823,3792824,1216.061,1216.582,0.7510000000001855,1214.278,0,0,3792825,1216.582,-1.0,0.19299999999998363,0.5570000000000164,1,2018-08-09 08:29:00-04:00,2018-08-09 08:30:00-04:00,2018-08-09 08:28:00-04:00,2018-08-09,2018,0.25699067909445533,0.7416777629825283,2.3741677762975515,8,-1.0
672,1,1,3793772,3793773,1209.418,1208.681,0.9669999999998526,1212.862,0,0,3793780,1208.681,-1.0,0.07000000000016371,0.7399999999997817,1,2018-08-10 01:19:00-04:00,2018-08-10 01:26:00-04:00,2018-08-10 01:18:00-04:00,2018-08-10,2018,0.0723888314376157,0.7652533609099219,3.5615305067225567,1,-1.0
672,1,2,3793785,3793786,1208.798,1208.198,0.829999999999909,1212.862,0,0,3793799,1208.198,-1.0,0.5309999999999491,0.6700000000000728,1,2018-08-10 01:32:00-04:00,2018-08-10 01:45:00-04:00,2018-08-10 01:31:00-04:00,2018-08-10,2018,0.6397590361445871,0.8072289156628267,4.896385542169305,1,-1.0
673,1,1,3795284,3795285,1204.638,1203.608,1.2599999999999727,1209.611,0,0,3795323,1203.608,-1.0,0.5610000000001492,1.2089999999998327,1,2018-08-13 03:33:00-04:00,2018-08-13 04:11:00-04:00,2018-08-13 03:32:00-04:00,2018-08-13,2018,0.4452380952382233,0.9595238095236975,3.946825396825628,3,-1.0
673,1,2,3795324,3795325,1204.019,1203.429,0.8199999999999181,1209.611,0,0,3795389,1203.429,-1.0,1.9790000000000418,1.1800000000000637,1,2018-08-13 04:13:00-04:00,2018-08-13 05:17:00-04:00,2018-08-13 04:12:00-04:00,2018-08-13,2018,2.4134146341466334,1.4390243902441238,6.819512195122752,4,-1.0
675,1,1,3797657,3797658,1191.618,1191.261,0.5869999999999709,1194.128,0,0,3797746,1191.261,-1.0,1.4909999999999854,0.8989999999998872,1,2018-08-14 21:06:00-04:00,2018-08-14 22:34:00-04:00,2018-08-14 21:05:00-04:00,2018-08-15,2018,2.5400340715503567,1.5315161839862552,4.275979557070043,21,-1.0
675,1,2,3797759,3797760,1189.812,1189.418,0.6240000000000054,1193.109,0,0,3797767,1189.418,-1.0,0.2960000000000491,0.4539999999999509,1,2018-08-14 22:48:00-04:00,2018-08-14 22:55:00-04:00,2018-08-14 22:47:00-04:00,2018-08-15,2018,0.47435897435904895,0.7275641025640175,5.2836538461538405,22,-1.0
676,1,1,3798986,3798987,1172.462,1172.091,0.6010000000000946,1176.202,0,0,3798989,1172.091,-1.0,0.1069999999999709,1.1340000000000146,1,2018-08-15 20:15:00-04:00,2018-08-15 20:17:00-04:00,2018-08-15 20:14:00-04:00,2018-08-16,2018,0.1780366056571615,1.8868552412642863,6.222961730448287,20,-1.0
676,1,2,3799002,3799003,1167.972,1166.788,1.413999999999969,1176.202,0,0,3799012,1166.788,-1.0,0.34600000000000364,2.1340000000000146,1,2018-08-15 20:31:00-04:00,2018-08-15 20:40:00-04:00,2018-08-15 20:30:00-04:00,2018-08-16,2018,0.24469589816125262,1.5091937765205525,5.82036775106096,20,-1.0
677,-1,1,3801527,3801528,1182.528,1182.909,0.6110000000000855,1176.418,0,0,3801534,1182.909,-1.0,0.31899999999996,0.46299999999996544,1,2018-08-17 15:36:00-04:00,2018-08-17 15:42:00-04:00,2018-08-17 15:35:00-04:00,2018-08-17,2018,0.522094926350107,0.7577741407527016,9.99999999999881,15,-1.0
677,-1,2,3801553,3801554,1183.801,1184.332,0.7610000000001764,1176.418,0,0,3801567,1184.332,-1.0,0.6929999999999836,0.8379999999999654,1,2018-08-17 16:02:00-04:00,2018-08-17 16:15:00-04:00,2018-08-17 16:01:00-04:00,2018-08-17,2018,0.9106438896186898,1.1011826544018017,9.701708278578616,16,-1.0
678,-1,1,3801875,3801876,1185.281,1185.548,0.49700000000005273,1182.878,0,0,3801878,1185.548,-1.0,0.2929999999998927,0.6369999999999436,1,2018-08-19 22:25:00-04:00,2018-08-19 22:27:00-04:00,2018-08-19 22:24:00-04:00,2018-08-20,2018,0.5895372233397618,1.281690140844821,4.8350100603617,22,-1.0
678,-1,2,3801883,3801884,1186.279,1186.568,0.5189999999999872,1182.878,0,0,3802001,1186.568,-1.0,1.3040000000000873,0.3089999999999691,1,2018-08-19 22:33:00-04:00,2018-08-20 00:30:00-04:00,2018-08-19 22:32:00-04:00,2018-08-20,2018,2.51252408477865,0.5953757225433076,6.552986512524376,22,-1.0
679,-1,1,3803024,3803025,1190.858,1190.969,0.34100000000010366,1189.049,0,0,3803031,1190.969,-1.0,0.11899999999991451,0.1430000000000291,1,2018-08-20 18:40:00-04:00,2018-08-20 18:46:00-04:00,2018-08-20 18:39:00-04:00,2018-08-21,2018,0.34897360703776636,0.4193548387096353,5.304985337241698,18,-1.0
679,-1,2,3803033,3803034,1190.921,1191.051,0.35999999999988175,1190.271,0,0,3803052,1191.051,-1.0,0.609000000000151,0.20699999999987995,1,2018-08-20 18:49:00-04:00,2018-08-20 19:07:00-04:00,2018-08-20 18:48:00-04:00,2018-08-21,2018,1.6916666666676416,0.5749999999998554,1.8055555555564013,18,-1.0
680,-1,1,3804506,3804507,1196.888,1197.102,0.44400000000016915,1192.031,0,0,3804509,1197.102,-1.0,0.11999999999989086,0.29300000000012005,1,2018-08-21 20:22:00-04:00,2018-08-21 20:24:00-04:00,2018-08-21 20:21:00-04:00,2018-08-22,2018,0.2702702702699215,0.6599099099099289,10.939189189184956,20,-1.0
680,-1,2,3804515,3804516,1197.481,1197.602,0.35100000000009457,1194.958,0,0,3804524,1197.602,-1.0,0.5,0.19800000000009277,1,2018-08-21 20:31:00-04:00,2018-08-21 20:39:00-04:00,2018-08-21 20:30:00-04:00,2018-08-22,2018,1.4245014245010408,0.5641025641026765,7.188034188031997,20,-1.0
681,1,1,3805928,3805929,1191.932,1190.959,1.2029999999999563,1196.542,0,0,3806026,1190.959,-1.0,1.6359999999999673,1.08400000000006,1,2018-08-22 21:04:00-04:00,2018-08-22 22:41:00-04:00,2018-08-22 21:03:00-04:00,2018-08-23,2018,1.3599334995843946,0.9010806317540311,3.832086450540372,21,-1.0
681,1,2,3806032,3806033,1191.248,1190.718,0.7599999999999727,1193.568,0,0,3806038,1190.718,-1.0,0.09999999999990905,0.9400000000000546,1,2018-08-22 22:48:00-04:00,2018-08-22 22:53:00-04:00,2018-08-22 22:47:00-04:00,2018-08-23,2018,0.1315789473683061,1.236842105263274,3.0526315789473943,22,-1.0
682,1,1,3807254,3807255,1183.598,1183.118,0.7100000000000182,1185.972,0,1,3808500,1205.949,8.647042253520963,24.913999999999987,0.2300000000000182,4,2018-08-23 20:10:00-04:00,2018-08-24 16:55:00-04:00,2018-08-23 20:09:00-04:00,2018-08-24,2018,35.090140845069506,0.3239436619718483,3.3436619718309335,20,8.01056338028151
683,-1,1,3809478,3809479,1209.701,1210.528,1.0569999999999982,1205.388,0,0,3809483,1210.528,-1.0,0.20000000000004547,0.9379999999998745,1,2018-08-27 10:15:00-04:00,2018-08-27 10:19:00-04:00,2018-08-27 10:14:00-04:00,2018-08-27,2018,0.18921475875122595,0.8874172185429292,4.080416272469356,10,-1.0
683,-1,2,3809484,3809485,1210.318,1210.902,0.81400000000006,1205.388,0,0,3809487,1210.902,-1.0,0.01700000000005275,1.183999999999969,1,2018-08-27 10:21:00-04:00,2018-08-27 10:23:00-04:00,2018-08-27 10:20:00-04:00,2018-08-27,2018,0.02088452088458415,1.4545454545453094,6.056511056510688,10,-1.0
684,-1,1,3810499,3810500,1213.058,1213.368,0.5399999999999454,1210.518,0,0,3810500,1213.368,-1.0,0.009999999999990905,0.31999999999993634,1,2018-08-28 04:17:00-04:00,2018-08-28 04:17:00-04:00,2018-08-28 04:16:00-04:00,2018-08-28,2018,0.018518518518503547,0.5925925925925346,4.703703703704112,4,-1.0
684,-1,2,3810506,3810507,1213.358,1213.658,0.5299999999999545,1210.518,0,0,3810590,1213.658,-1.0,0.7989999999999782,0.48299999999994725,1,2018-08-28 04:24:00-04:00,2018-08-28 05:47:00-04:00,2018-08-28 04:23:00-04:00,2018-08-28,2018,1.507547169811409,0.9113207547169598,5.358490566038041,4,-1.0
684,1,1,3811102,3811103,1202.731,1202.188,0.7729999999998927,1208.572,0,0,3811106,1202.188,-1.0,0.39799999999991087,0.8900000000001,1,2018-08-28 14:20:00-04:00,2018-08-28 14:23:00-04:00,2018-08-28 14:19:00-04:00,2018-08-28,2018,0.51487710219918,1.1513583441141315,7.5562742561458025,14,-1.0
684,1,2,3811117,3811118,1201.148,1200.308,1.0699999999999181,1208.572,0,0,3811150,1200.308,-1.0,1.1800000000000637,1.099999999999909,1,2018-08-28 14:35:00-04:00,2018-08-28 15:07:00-04:00,2018-08-28 14:34:00-04:00,2018-08-28,2018,1.1028037383179008,1.0280373831775638,6.938317757009856,14,-1.0
686,-1,1,3812730,3812731,1207.218,1207.348,0.35999999999988175,1205.269,0,0,3812731,1207.348,-1.0,0.06900000000018736,0.14099999999984902,1,2018-08-29 19:29:00-04:00,2018-08-29 19:29:00-04:00,2018-08-29 19:28:00-04:00,2018-08-30,2018,0.19166666666725005,0.39166666666637595,5.41388888889086,19,-1.0
686,-1,2,3812735,3812736,1207.739,1207.808,0.29899999999995996,1205.269,0,1,3814014,1199.638,11.258193979934765,11.480999999999995,0.049999999999954525,4,2018-08-29 19:34:00-04:00,2018-08-30 16:55:00-04:00,2018-08-29 19:33:00-04:00,2018-08-30,2018,38.397993311041915,0.16722408026742883,8.260869565218588,19,3.3612040133784222
687,-1,1,3814621,3814622,1208.428,1208.819,0.620999999999849,1203.311,0,1,3815394,1200.922,8.638969404189165,10.19900000000007,0.0909999999998945,4,2018-08-31 04:03:00-04:00,2018-08-31 16:55:00-04:00,2018-08-31 04:02:00-04:00,2018-08-31,2018,16.423510466992834,0.14653784218988183,8.239935587763982,4,3.7495974235115304
688,1,1,3815536,3815537,1198.099,1197.528,0.8009999999999127,1200.022,0,0,3815556,1197.528,-1.0,0.38000000000010914,1.0909999999998945,1,2018-09-02 20:19:00-04:00,2018-09-02 20:38:00-04:00,2018-09-02 20:18:00-04:00,2018-09-03,2018,0.4744069912611118,1.362047440699143,2.400749063670676,20,-1.0
688,1,2,3815558,3815559,1196.279,1195.719,0.7899999999999454,1200.022,0,0,3815585,1195.719,-1.0,1.5599999999999454,0.6310000000000855,1,2018-09-02 20:41:00-04:00,2018-09-02 21:07:00-04:00,2018-09-02 20:40:00-04:00,2018-09-03,2018,1.9746835443038648,0.7987341772153533,4.737974683544553,20,-1.0
689,1,1,3817075,3817076,1195.519,1194.779,0.9700000000000091,1201.151,0,0,3817089,1194.779,-1.0,0.7899999999999636,1.6210000000000946,1,2018-09-04 02:58:00-04:00,2018-09-04 03:11:00-04:00,2018-09-04 02:57:00-04:00,2018-09-04,2018,0.8144329896906766,1.6711340206186385,5.806185567010319,2,-1.0
689,1,2,3817090,3817091,1195.009,1193.898,1.3410000000001037,1201.151,0,0,3817149,1193.898,-1.0,1.2899999999999636,1.2110000000000127,1,2018-09-04 03:13:00-04:00,2018-09-04 04:11:00-04:00,2018-09-04 03:12:00-04:00,2018-09-04,2018,0.961968680089384,0.9030574198358831,4.580164056673809,3,-1.0
691,-1,1,3819425,3819426,1198.438,1198.798,0.5899999999998999,1196.679,0,0,3819432,1198.798,-1.0,0.34900000000016007,0.5609999999999218,1,2018-09-05 20:08:00-04:00,2018-09-05 20:14:00-04:00,2018-09-05 20:07:00-04:00,2018-09-06,2018,0.5915254237291852,0.9508474576271473,2.98135593220392,20,-1.0
691,-1,2,3819435,3819436,1199.389,1199.889,0.73,1196.679,0,1,3819888,1199.389,2.6547945205477363,3.6109999999998763,0.40000000000009095,3,2018-09-05 20:18:00-04:00,2018-09-06 03:50:00-04:00,2018-09-05 20:17:00-04:00,2018-09-06,2018,4.946575342465584,0.5479452054795767,3.7123287671230263,20,1.541095890410828
691,-1,2,3819890,3819891,1199.138,1199.538,0.6300000000000909,1195.778,0,0,3819899,1199.538,-1.0,0.5099999999999909,0.4210000000000491,1,2018-09-06 03:53:00-04:00,2018-09-06 04:01:00-04:00,2018-09-06 03:52:00-04:00,2018-09-06,2018,0.8095238095236782,0.6682539682539498,5.333333333332405,3,-1.0
692,1,1,3821574,3821575,1195.178,1194.659,0.7490000000000054,1202.252,0,0,3821576,1194.659,-1.0,0.08999999999991815,0.6390000000001237,1,2018-09-07 08:58:00-04:00,2018-09-07 08:59:00-04:00,2018-09-07 08:57:00-04:00,2018-09-07,2018,0.12016021361804738,0.8531375166890776,9.444592790386903,8,-1.0
692,1,2,3821579,3821581,1194.429,1193.418,1.2410000000001946,1202.062,0,0,3822052,1195.889,0.9911361804992878,5.792999999999893,0.790000000000191,5,2018-09-07 09:04:00-04:00,2018-09-07 16:55:00-04:00,2018-09-07 09:02:00-04:00,2018-09-07,2018,4.668009669620455,0.6365834004835351,6.150684931505732,9,0.9911361804992878
693,1,1,3822429,3822430,1193.188,1192.979,0.43900000000006,1196.281,0,0,3822431,1192.979,-1.0,0.06099999999992178,0.2599999999999909,1,2018-09-10 00:14:00-04:00,2018-09-10 00:15:00-04:00,2018-09-10 00:13:00-04:00,2018-09-10,2018,0.13895216400891444,0.5922551252846364,7.045558086559053,0,-1.0
693,1,2,3822438,3822439,1192.799,1192.468,0.5609999999999036,1195.399,0,0,3822513,1192.468,-1.0,0.5099999999999909,0.6209999999998672,1,2018-09-10 00:23:00-04:00,2018-09-10 01:37:00-04:00,2018-09-10 00:22:00-04:00,2018-09-10,2018,0.9090909090910492,1.1069518716577076,4.634581105169975,0,-1.0
694,1,1,3824320,3824322,1188.679,1187.758,1.151000000000049,1194.969,0,0,3824378,1187.758,-1.0,1.6319999999998345,0.9809999999999945,1,2018-09-11 08:46:00-04:00,2018-09-11 09:42:00-04:00,2018-09-11 08:44:00-04:00,2018-09-11,2018,1.4178974804515767,0.8523023457862318,5.4648132059076415,8,-1.0
694,1,2,3824379,3824380,1188.018,1187.698,0.5499999999999363,1194.969,0,1,3824811,1198.418,13.474181818183359,11.349999999999909,0.13000000000010914,4,2018-09-11 09:44:00-04:00,2018-09-11 16:55:00-04:00,2018-09-11 09:43:00-04:00,2018-09-11,2018,20.63636363636586,0.23636363636386218,12.638181818183321,9,17.392727272729374
695,-1,1,3825860,3825862,1203.048,1204.271,1.4529999999999563,1192.931,0,0,3825911,1204.271,-1.0,1.2770000000000437,1.2329999999999472,1,2018-09-12 11:27:00-04:00,2018-09-12 12:16:00-04:00,2018-09-12 11:25:00-04:00,2018-09-12,2018,0.8788713007571108,0.8485891259463072,6.962835512732461,11,-1.0
695,-1,2,3825912,3825913,1203.638,1204.281,0.8730000000000291,1192.931,0,0,3825925,1204.281,-1.0,0.2869999999998072,0.6600000000000819,1,2018-09-12 12:18:00-04:00,2018-09-12 12:30:00-04:00,2018-09-12 12:17:00-04:00,2018-09-12,2018,0.32875143184398353,0.7560137457045359,12.264604810996017,12,-1.0
696,-1,1,3827079,3827080,1209.388,1210.028,0.8700000000001,1204.118,0,0,3827085,1210.028,-1.0,0.31999999999993634,0.7200000000000273,1,2018-09-13 08:46:00-04:00,2018-09-13 08:51:00-04:00,2018-09-13 08:45:00-04:00,2018-09-13,2018,0.3678160919539075,0.827586206896488,6.0574712643670985,8,-1.0
696,-1,2,3827086,3827088,1209.448,1210.108,0.8899999999998545,1204.118,0,0,3827094,1210.108,-1.0,0.25,1.8399999999999181,1,2018-09-13 08:54:00-04:00,2018-09-13 09:00:00-04:00,2018-09-13 08:52:00-04:00,2018-09-13,2018,0.2808988764045403,2.067415730337325,5.988764044944973,8,-1.0
697,1,1,3828550,3828551,1198.638,1197.782,1.0859999999999945,1203.309,0,0,3828553,1197.782,-1.0,0.19000000000005457,0.9269999999999072,1,2018-09-14 10:18:00-04:00,2018-09-14 10:20:00-04:00,2018-09-14 10:17:00-04:00,2018-09-14,2018,0.17495395948439735,0.8535911602209133,4.301104972375757,10,-1.0
697,1,2,3828555,3828556,1198.428,1197.648,1.0100000000002,1203.309,0,0,3828566,1197.648,-1.0,0.4299999999998363,1.1490000000001146,1,2018-09-14 10:23:00-04:00,2018-09-14 10:33:00-04:00,2018-09-14 10:22:00-04:00,2018-09-14,2018,0.4257425742571793,1.1376237623761258,4.832673267325635,10,-1.0
700,-1,1,3832172,3832173,1203.561,1203.822,0.49099999999996724,1198.129,0,0,3832175,1203.822,-1.0,0.0989999999999327,0.290000000000191,1,2018-09-19 01:42:00-04:00,2018-09-19 01:44:00-04:00,2018-09-19 01:41:00-04:00,2018-09-19,2018,0.2016293279021167,0.5906313645625465,11.063136456212584,1,-1.0
700,-1,2,3832181,3832182,1203.828,1204.059,0.4609999999999945,1198.129,0,0,3832271,1204.059,-1.0,1.7899999999999636,0.3209999999999127,1,2018-09-19 01:51:00-04:00,2018-09-19 03:20:00-04:00,2018-09-19 01:50:00-04:00,2018-09-19,2018,3.8828633405639583,0.6963123644249816,12.362255965293139,1,-1.0
701,-1,1,3833354,3833355,1206.238,1206.329,0.3209999999998945,1203.049,0,0,3833356,1206.329,-1.0,0.08699999999998909,0.16999999999984539,1,2018-09-19 22:24:00-04:00,2018-09-19 22:25:00-04:00,2018-09-19 22:23:00-04:00,2018-09-20,2018,0.27102803738323267,0.5295950155760164,9.934579439255845,22,-1.0
701,-1,2,3833358,3833361,1206.108,1206.408,0.5299999999999545,1203.049,0,0,3833374,1206.408,-1.0,0.3999999999998636,0.33400000000006,1,2018-09-19 22:30:00-04:00,2018-09-19 22:43:00-04:00,2018-09-19 22:27:00-04:00,2018-09-20,2018,0.7547169811318829,0.6301886792454504,5.771698113207984,22,-1.0
702,-1,1,3834620,3834621,1209.598,1209.991,0.6230000000000291,1206.721,0,0,3834997,1209.991,-1.0,1.946999999999889,0.6000000000001364,1,2018-09-20 20:30:00-04:00,2018-09-21 02:46:00-04:00,2018-09-20 20:29:00-04:00,2018-09-21,2018,3.1252006420542506,0.9630818619584405,4.617977528089596,20,-1.0
702,-1,2,3834998,3834999,1209.598,1210.198,0.8300000000001364,1208.678,0,0,3835013,1210.198,-1.0,0.49900000000002365,0.8740000000000236,1,2018-09-21 02:48:00-04:00,2018-09-21 03:02:00-04:00,2018-09-21 02:47:00-04:00,2018-09-21,2018,0.6012048192770382,1.0530120481926266,1.1084337349393907,2,-1.0
702,1,1,3835357,3835358,1199.079,1196.648,2.66100000000004,1205.879,0,0,3835361,1196.648,-1.0,0.20000000000004547,3.390999999999849,1,2018-09-21 08:47:00-04:00,2018-09-21 08:50:00-04:00,2018-09-21 08:46:00-04:00,2018-09-21,2018,0.07515971439310126,1.2743329575346856,2.555430289364845,8,-1.0
702,1,2,3835362,3835363,1197.088,1195.688,1.6299999999998636,1205.879,0,0,3835367,1195.688,-1.0,0.12000000000011823,1.4990000000000236,1,2018-09-21 08:52:00-04:00,2018-09-21 08:56:00-04:00,2018-09-21 08:51:00-04:00,2018-09-21,2018,0.07361963190191918,0.9196319018405823,5.393251533742746,8,-1.0
705,1,1,3839483,3839484,1194.899,1194.378,0.7509999999999581,1199.239,0,0,3839487,1194.378,-1.0,0.1290000000001328,0.5399999999999636,1,2018-09-26 08:36:00-04:00,2018-09-26 08:39:00-04:00,2018-09-26 08:35:00-04:00,2018-09-26,2018,0.17177097203747002,0.7190412782955975,5.7789613848207555,8,-1.0
705,1,2,3839493,3839494,1194.568,1194.168,0.6300000000000909,1199.239,0,0,3839550,1194.168,-1.0,1.3399999999999181,0.7190000000000509,1,2018-09-26 08:46:00-04:00,2018-09-26 09:42:00-04:00,2018-09-26 08:45:00-04:00,2018-09-26,2018,2.12698412698369,1.1412698412697573,7.4142857142847225,8,-1.0
706,1,1,3840849,3840850,1190.329,1189.688,0.870999999999849,1195.802,0,0,3840853,1189.688,-1.0,0.20900000000006003,1.7309999999999945,1,2018-09-27 08:36:00-04:00,2018-09-27 08:39:00-04:00,2018-09-27 08:35:00-04:00,2018-09-27,2018,0.23995407577508182,1.987370838117445,6.283582089553278,8,-1.0
706,1,2,3840860,3840861,1188.328,1187.329,1.2290000000000236,1195.802,0,0,3840871,1187.329,-1.0,0.3530000000000655,1.4800000000000182,1,2018-09-27 08:47:00-04:00,2018-09-27 08:57:00-04:00,2018-09-27 08:46:00-04:00,2018-09-27,2018,0.28722538649313156,1.2042310821806264,6.081366965012033,8,-1.0
707,1,1,3841868,3841869,1181.982,1181.638,0.5740000000000509,1184.428,0,0,3841871,1181.638,-1.0,0.22600000000011278,0.4339999999999691,1,2018-09-28 02:35:00-04:00,2018-09-28 02:37:00-04:00,2018-09-28 02:34:00-04:00,2018-09-28,2018,0.39372822299667726,0.7560975609754889,4.261324041811712,2,-1.0
