date,time,invested_amount,etf_count,etf_details
2026-03-11,17:52:20,2274.81,24,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 2, ""USER_AMOUNT"": 92.54}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 9, ""USER_AMOUNT"": 240.21}, {""SYMBOL"": ""GROWWDEFNC"", ""USER_QTY"": 1, ""USER_AMOUNT"": 82.9}, {""SYMBOL"": ""TNIDETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.5}, {""SYMBOL"": ""BFSI"", ""USER_QTY"": 4, ""USER_AMOUNT"": 107.16}, {""SYMBOL"": ""CONSUMER"", ""USER_QTY"": 9, ""USER_AMOUNT"": 94.23}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 2, ""USER_AMOUNT"": 65.46}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 107.2}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 90.57000000000001}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 6, ""USER_AMOUNT"": 92.03999999999999}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 14, ""USER_AMOUNT"": 143.64}, {""SYMBOL"": ""FLEXIADD"", ""USER_QTY"": 14, ""USER_AMOUNT"": 132.58}, {""SYMBOL"": ""PVTBANIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 80.58}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 63.75}, {""SYMBOL"": ""NEXT50BETA"", ""USER_QTY"": 1, ""USER_AMOUNT"": 71.8}, {""SYMBOL"": ""PVTBANKADD"", ""USER_QTY"": 5, ""USER_AMOUNT"": 134.0}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 90.0}, {""SYMBOL"": ""NIFTYCASE"", ""USER_QTY"": 5, ""USER_AMOUNT"": 47.800000000000004}, {""SYMBOL"": ""QUAL30IETF"", ""USER_QTY"": 8, ""USER_AMOUNT"": 160.16}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 73.3}, {""SYMBOL"": ""SENSEXETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.8}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 4, ""USER_AMOUNT"": 101.96}, {""SYMBOL"": ""MIDSMALL"", ""USER_QTY"": 1, ""USER_AMOUNT"": 45.63}]"
2026-03-11,18:15:41,2274.81,24,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 2, ""USER_AMOUNT"": 92.54}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 9, ""USER_AMOUNT"": 240.21}, {""SYMBOL"": ""GROWWDEFNC"", ""USER_QTY"": 1, ""USER_AMOUNT"": 82.9}, {""SYMBOL"": ""TNIDETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.5}, {""SYMBOL"": ""BFSI"", ""USER_QTY"": 4, ""USER_AMOUNT"": 107.16}, {""SYMBOL"": ""CONSUMER"", ""USER_QTY"": 9, ""USER_AMOUNT"": 94.23}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 2, ""USER_AMOUNT"": 65.46}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 107.2}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 90.57000000000001}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 6, ""USER_AMOUNT"": 92.03999999999999}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 14, ""USER_AMOUNT"": 143.64}, {""SYMBOL"": ""FLEXIADD"", ""USER_QTY"": 14, ""USER_AMOUNT"": 132.58}, {""SYMBOL"": ""PVTBANIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 80.58}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 63.75}, {""SYMBOL"": ""NEXT50BETA"", ""USER_QTY"": 1, ""USER_AMOUNT"": 71.8}, {""SYMBOL"": ""PVTBANKADD"", ""USER_QTY"": 5, ""USER_AMOUNT"": 134.0}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 90.0}, {""SYMBOL"": ""NIFTYCASE"", ""USER_QTY"": 5, ""USER_AMOUNT"": 47.800000000000004}, {""SYMBOL"": ""QUAL30IETF"", ""USER_QTY"": 8, ""USER_AMOUNT"": 160.16}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 73.3}, {""SYMBOL"": ""SENSEXETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.8}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 4, ""USER_AMOUNT"": 101.96}, {""SYMBOL"": ""MIDSMALL"", ""USER_QTY"": 1, ""USER_AMOUNT"": 45.63}]"
2026-03-11,18:30:13,2274.81,24,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 2, ""USER_AMOUNT"": 92.54}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 9, ""USER_AMOUNT"": 240.21}, {""SYMBOL"": ""GROWWDEFNC"", ""USER_QTY"": 1, ""USER_AMOUNT"": 82.9}, {""SYMBOL"": ""TNIDETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.5}, {""SYMBOL"": ""BFSI"", ""USER_QTY"": 4, ""USER_AMOUNT"": 107.16}, {""SYMBOL"": ""CONSUMER"", ""USER_QTY"": 9, ""USER_AMOUNT"": 94.23}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 2, ""USER_AMOUNT"": 65.46}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 107.2}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 90.57000000000001}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 6, ""USER_AMOUNT"": 92.03999999999999}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 14, ""USER_AMOUNT"": 143.64}, {""SYMBOL"": ""FLEXIADD"", ""USER_QTY"": 14, ""USER_AMOUNT"": 132.58}, {""SYMBOL"": ""PVTBANIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 80.58}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 63.75}, {""SYMBOL"": ""NEXT50BETA"", ""USER_QTY"": 1, ""USER_AMOUNT"": 71.8}, {""SYMBOL"": ""PVTBANKADD"", ""USER_QTY"": 5, ""USER_AMOUNT"": 134.0}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 90.0}, {""SYMBOL"": ""NIFTYCASE"", ""USER_QTY"": 5, ""USER_AMOUNT"": 47.800000000000004}, {""SYMBOL"": ""QUAL30IETF"", ""USER_QTY"": 8, ""USER_AMOUNT"": 160.16}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 73.3}, {""SYMBOL"": ""SENSEXETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.8}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 4, ""USER_AMOUNT"": 101.96}, {""SYMBOL"": ""MIDSMALL"", ""USER_QTY"": 1, ""USER_AMOUNT"": 45.63}]"
2026-03-11,18:36:42,2274.81,24,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 2, ""USER_AMOUNT"": 92.54}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 9, ""USER_AMOUNT"": 240.21}, {""SYMBOL"": ""GROWWDEFNC"", ""USER_QTY"": 1, ""USER_AMOUNT"": 82.9}, {""SYMBOL"": ""TNIDETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.5}, {""SYMBOL"": ""BFSI"", ""USER_QTY"": 4, ""USER_AMOUNT"": 107.16}, {""SYMBOL"": ""CONSUMER"", ""USER_QTY"": 9, ""USER_AMOUNT"": 94.23}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 2, ""USER_AMOUNT"": 65.46}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 107.2}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 90.57000000000001}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 6, ""USER_AMOUNT"": 92.03999999999999}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 14, ""USER_AMOUNT"": 143.64}, {""SYMBOL"": ""FLEXIADD"", ""USER_QTY"": 14, ""USER_AMOUNT"": 132.58}, {""SYMBOL"": ""PVTBANIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 80.58}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 63.75}, {""SYMBOL"": ""NEXT50BETA"", ""USER_QTY"": 1, ""USER_AMOUNT"": 71.8}, {""SYMBOL"": ""PVTBANKADD"", ""USER_QTY"": 5, ""USER_AMOUNT"": 134.0}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 90.0}, {""SYMBOL"": ""NIFTYCASE"", ""USER_QTY"": 5, ""USER_AMOUNT"": 47.800000000000004}, {""SYMBOL"": ""QUAL30IETF"", ""USER_QTY"": 8, ""USER_AMOUNT"": 160.16}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 73.3}, {""SYMBOL"": ""SENSEXETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.8}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 4, ""USER_AMOUNT"": 101.96}, {""SYMBOL"": ""MIDSMALL"", ""USER_QTY"": 1, ""USER_AMOUNT"": 45.63}]"
2026-03-11,18:44:50,2274.81,24,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 2, ""USER_AMOUNT"": 92.54}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 9, ""USER_AMOUNT"": 240.21}, {""SYMBOL"": ""GROWWDEFNC"", ""USER_QTY"": 1, ""USER_AMOUNT"": 82.9}, {""SYMBOL"": ""TNIDETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.5}, {""SYMBOL"": ""BFSI"", ""USER_QTY"": 4, ""USER_AMOUNT"": 107.16}, {""SYMBOL"": ""CONSUMER"", ""USER_QTY"": 9, ""USER_AMOUNT"": 94.23}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 2, ""USER_AMOUNT"": 65.46}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 107.2}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 90.57000000000001}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 6, ""USER_AMOUNT"": 92.03999999999999}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 14, ""USER_AMOUNT"": 143.64}, {""SYMBOL"": ""FLEXIADD"", ""USER_QTY"": 14, ""USER_AMOUNT"": 132.58}, {""SYMBOL"": ""PVTBANIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 80.58}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 63.75}, {""SYMBOL"": ""NEXT50BETA"", ""USER_QTY"": 1, ""USER_AMOUNT"": 71.8}, {""SYMBOL"": ""PVTBANKADD"", ""USER_QTY"": 5, ""USER_AMOUNT"": 134.0}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 90.0}, {""SYMBOL"": ""NIFTYCASE"", ""USER_QTY"": 5, ""USER_AMOUNT"": 47.800000000000004}, {""SYMBOL"": ""QUAL30IETF"", ""USER_QTY"": 8, ""USER_AMOUNT"": 160.16}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 73.3}, {""SYMBOL"": ""SENSEXETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.8}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 4, ""USER_AMOUNT"": 101.96}, {""SYMBOL"": ""MIDSMALL"", ""USER_QTY"": 1, ""USER_AMOUNT"": 45.63}]"
2026-03-11,18:51:18,2274.81,24,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 2, ""USER_AMOUNT"": 92.54}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 9, ""USER_AMOUNT"": 240.21}, {""SYMBOL"": ""GROWWDEFNC"", ""USER_QTY"": 1, ""USER_AMOUNT"": 82.9}, {""SYMBOL"": ""TNIDETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.5}, {""SYMBOL"": ""BFSI"", ""USER_QTY"": 4, ""USER_AMOUNT"": 107.16}, {""SYMBOL"": ""CONSUMER"", ""USER_QTY"": 9, ""USER_AMOUNT"": 94.23}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 2, ""USER_AMOUNT"": 65.46}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 107.2}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 90.57000000000001}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 6, ""USER_AMOUNT"": 92.03999999999999}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 14, ""USER_AMOUNT"": 143.64}, {""SYMBOL"": ""FLEXIADD"", ""USER_QTY"": 14, ""USER_AMOUNT"": 132.58}, {""SYMBOL"": ""PVTBANIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 80.58}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 63.75}, {""SYMBOL"": ""NEXT50BETA"", ""USER_QTY"": 1, ""USER_AMOUNT"": 71.8}, {""SYMBOL"": ""PVTBANKADD"", ""USER_QTY"": 5, ""USER_AMOUNT"": 134.0}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 90.0}, {""SYMBOL"": ""NIFTYCASE"", ""USER_QTY"": 5, ""USER_AMOUNT"": 47.800000000000004}, {""SYMBOL"": ""QUAL30IETF"", ""USER_QTY"": 8, ""USER_AMOUNT"": 160.16}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 73.3}, {""SYMBOL"": ""SENSEXETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.8}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 4, ""USER_AMOUNT"": 101.96}, {""SYMBOL"": ""MIDSMALL"", ""USER_QTY"": 1, ""USER_AMOUNT"": 45.63}]"
2026-03-11,19:40:25,2274.81,24,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 2, ""USER_AMOUNT"": 92.54}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 9, ""USER_AMOUNT"": 240.21}, {""SYMBOL"": ""GROWWDEFNC"", ""USER_QTY"": 1, ""USER_AMOUNT"": 82.9}, {""SYMBOL"": ""TNIDETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.5}, {""SYMBOL"": ""BFSI"", ""USER_QTY"": 4, ""USER_AMOUNT"": 107.16}, {""SYMBOL"": ""CONSUMER"", ""USER_QTY"": 9, ""USER_AMOUNT"": 94.23}, {""SYMBOL"": ""INFRAIETF"", ""USER_QTY"": 0, ""USER_AMOUNT"": 0.0}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 2, ""USER_AMOUNT"": 65.46}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 107.2}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 90.57000000000001}, {""SYMBOL"": ""MULTICAP"", ""USER_QTY"": 6, ""USER_AMOUNT"": 92.03999999999999}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 14, ""USER_AMOUNT"": 143.64}, {""SYMBOL"": ""FLEXIADD"", ""USER_QTY"": 14, ""USER_AMOUNT"": 132.58}, {""SYMBOL"": ""PVTBANIETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 80.58}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 3, ""USER_AMOUNT"": 63.75}, {""SYMBOL"": ""NEXT50BETA"", ""USER_QTY"": 1, ""USER_AMOUNT"": 71.8}, {""SYMBOL"": ""PVTBANKADD"", ""USER_QTY"": 5, ""USER_AMOUNT"": 134.0}, {""SYMBOL"": ""PSUBNKIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 90.0}, {""SYMBOL"": ""NIFTYCASE"", ""USER_QTY"": 5, ""USER_AMOUNT"": 47.800000000000004}, {""SYMBOL"": ""QUAL30IETF"", ""USER_QTY"": 8, ""USER_AMOUNT"": 160.16}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 73.3}, {""SYMBOL"": ""SENSEXETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 78.8}, {""SYMBOL"": ""TATSILV"", ""USER_QTY"": 4, ""USER_AMOUNT"": 101.96}, {""SYMBOL"": ""MIDSMALL"", ""USER_QTY"": 1, ""USER_AMOUNT"": 45.63}]"
2026-03-31,16:38:12,3644.53,26,"[{""SYMBOL"": ""ALPHA"", ""USER_QTY"": 6, ""USER_AMOUNT"": 255.29999999999998}, {""SYMBOL"": ""AUTOIETF"", ""USER_QTY"": 5, ""USER_AMOUNT"": 122.8}, {""SYMBOL"": ""GROWWDEFNC"", ""USER_QTY"": 1, ""USER_AMOUNT"": 73.35}, {""SYMBOL"": ""TNIDETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 150.32}, {""SYMBOL"": ""ENERGY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 34.99}, {""SYMBOL"": ""BFSI"", ""USER_QTY"": 7, ""USER_AMOUNT"": 170.59}, {""SYMBOL"": ""FMCGIETF"", ""USER_QTY"": 1, ""USER_AMOUNT"": 48.8}, {""SYMBOL"": ""PHARMABEES"", ""USER_QTY"": 3, ""USER_AMOUNT"": 68.64}, {""SYMBOL"": ""ITBEES"", ""USER_QTY"": 3, ""USER_AMOUNT"": 96.0}, {""SYMBOL"": ""LOWVOLIETF"", ""USER_QTY"": 10, ""USER_AMOUNT"": 201.5}, {""SYMBOL"": ""MNC"", ""USER_QTY"": 19, ""USER_AMOUNT"": 532.0}, {""SYMBOL"": ""MOM30IETF"", ""USER_QTY"": 4, ""USER_AMOUNT"": 111.8}, {""SYMBOL"": ""TOP100CASE"", ""USER_QTY"": 10, ""USER_AMOUNT"": 96.4}, {""SYMBOL"": ""FLEXIADD"", ""USER_QTY"": 12, ""USER_AMOUNT"": 107.16}, {""SYMBOL"": ""PVTBANIETF"", ""USER_QTY"": 8, ""USER_AMOUNT"": 194.96}, {""SYMBOL"": ""MIDCAPETF"", ""USER_QTY"": 8, ""USER_AMOUNT"": 158.8}, {""SYMBOL"": ""NEXT50IETF"", ""USER_QTY"": 2, ""USER_AMOUNT"": 127.9}, {""SYMBOL"": ""PVTBANKADD"", ""USER_QTY"": 8, ""USER_AMOUNT"": 196.0}, {""SYMBOL"": ""PSUBNKBEES"", ""USER_QTY"": 2, ""USER_AMOUNT"": 175.2}, {""SYMBOL"": ""NIFTYCASE"", ""USER_QTY"": 8, ""USER_AMOUNT"": 71.6}, {""SYMBOL"": ""GROWWRAIL"", ""USER_QTY"": 7, ""USER_AMOUNT"": 195.16}, {""SYMBOL"": ""EQUAL200"", ""USER_QTY"": 10, ""USER_AMOUNT"": 118.4}, {""SYMBOL"": ""MOREALTY"", ""USER_QTY"": 1, ""USER_AMOUNT"": 65.2}, {""SYMBOL"": ""HDFCSENSEX"", ""USER_QTY"": 1, ""USER_AMOUNT"": 81.4}, {""SYMBOL"": ""SML100CASE"", ""USER_QTY"": 12, ""USER_AMOUNT"": 104.39999999999999}, {""SYMBOL"": ""VAL30IETF"", ""USER_QTY"": 6, ""USER_AMOUNT"": 85.86}]"
